ts,symbol,signal,won,pnl_usd,entry_qty,entry_price,tf,sig_fe,sig_mult,sig_rule,qty25,mult_from_qty
2026-05-27 11:05:49.730404+02:00,SOL,DOWN,True,49.98743658,104.1666,0.5026207824773008,5m,-4726.811548233088,4.0,S4,49.739288289634224,2.0
2026-05-27 11:10:49.358621+02:00,ETH,DOWN,False,-100.0,200.0,0.5,5m,-5002.504626331701,4.0,S4,50.0,4.0
2026-05-27 11:10:52.610088+02:00,BTC,DOWN,False,-100.0,200.0,0.5,5m,-5075.558446402886,4.0,S4,50.0,4.0
2026-05-27 11:10:54.199714+02:00,SOL,DOWN,False,-109.16648,204.0816,0.534915837586534,5m,-4726.811548233088,4.0,S4,46.736324190355866,4.0
2026-05-27 11:30:58.402762+02:00,SOL,DOWN,True,24.86742875,51.0204,0.4950999992159999,5m,145.67036627601726,1.0,S8,50.494849605307955,1.0
2026-05-27 11:45:50.895723+02:00,BTC,UP,False,-99.999984,196.0784,0.51,5m,4889.372712106546,4.0,S4,49.01960784313725,4.0
2026-05-27 11:45:55.867056+02:00,ETH,UP,False,-100.969952,196.0784,0.5149468375914941,5m,4853.616656421793,4.0,S4,48.548700904601795,4.0
2026-05-27 12:25:31.486003+02:00,ETH,UP,True,72.375,150.0,0.5,5m,2876.316249613431,3.0,S8,50.0,3.0
2026-05-27 12:35:51.180808+02:00,SOL,UP,False,-104.42432,196.0784,0.5325641172102588,5m,3399.66450682324,4.0,S4,46.942704534729074,4.0
2026-05-27 12:50:21.929016+02:00,BTC,DOWN,False,-49.999992,102.0408,0.49,5m,-217.58287211542603,1.0,S8,51.02040816326531,2.0
2026-05-27 12:50:23.704936+02:00,ETH,DOWN,True,48.25,100.0,0.5,5m,-2007.9752849349152,2.0,S8,50.0,2.0
2026-05-27 12:55:28.341421+02:00,BTC,DOWN,False,-25.0,50.0,0.5,5m,-217.58287211542603,1.0,S8,50.0,1.0
2026-05-27 13:00:48.011324+02:00,SOL,DOWN,False,-25.547,50.0,0.51094,5m,-604.0784112140512,1.0,S8,48.92942419853603,1.0
2026-05-27 13:05:54.899207+02:00,SOL,UP,True,22.28405151,49.0196,0.5279599996736,5m,989.7509338534294,1.0,S8,47.35207215595067,1.0
2026-05-27 13:10:47.659393+02:00,ETH,UP,False,-99.999984,196.0784,0.51,5m,4898.508614994703,4.0,S4,49.01960784313725,4.0
2026-05-27 13:20:39.912523+02:00,SOL,DOWN,True,23.1762635,50.0,0.519,5m,-100.00000000000009,1.0,S8,48.16955684007707,1.0
2026-05-27 13:25:20.833944+02:00,ETH,UP,True,46.32420827,98.0392,0.51,5m,4217.252958882414,3.0,S8,49.01960784313725,2.0
2026-05-27 13:30:41.088252+02:00,ETH,UP,False,-75.200076,147.0588,0.5113605986176958,5m,4217.252958882414,3.0,S8,48.88917931412729,3.0
2026-05-27 13:30:42.297603+02:00,SOL,UP,False,-76.490164,147.0588,0.5201331984213118,5m,2884.831191916665,3.0,S8,48.06461128779904,3.0
2026-05-27 13:45:24.380429+02:00,ETH,UP,False,-106.24672,196.0784,0.5418583586973373,5m,4772.952795959375,4.0,S4,46.137518409980096,4.0
2026-05-27 13:45:24.846267+02:00,SOL,UP,False,-105.803904,196.0784,0.5395999967359995,5m,3334.948071111038,4.0,S4,46.330615550821264,4.0
2026-05-27 14:05:21.193568+02:00,SOL,DOWN,True,48.77760541,102.0408,0.5044807959169273,5m,-1763.5533756547206,2.0,S4,49.55590024900917,2.0
2026-05-27 14:15:48.717226+02:00,SOL,DOWN,True,89.07290763,200.0,0.5372325,5m,-4609.899454217963,4.0,S4,46.53478708008171,4.0
2026-05-27 14:20:38.716025+02:00,BTC,DOWN,False,-101.707232,212.7659,0.47802411946651224,5m,-3282.84246620549,4.0,S8,52.29861628718792,4.0
2026-05-27 14:25:16.235362+02:00,ETH,UP,True,62.28230593,141.5094,0.5424980248661926,5m,2640.583890534446,3.0,S8,46.08311708815209,3.0
2026-05-27 14:25:18.438369+02:00,BTC,UP,True,62.88507502,141.5094,0.538214252904754,5m,4778.635830633181,4.0,S4,46.449903296084145,3.0
2026-05-27 14:30:50.769805+02:00,BTC,UP,True,96.5,200.0,0.5,5m,4778.635830633181,4.0,S4,50.0,4.0
2026-05-27 14:30:53.190514+02:00,SOL,UP,True,88.04296632,196.0784,0.5335596373695419,5m,4518.54235308135,4.0,S4,46.855118432965476,4.0
2026-05-27 14:35:38.619332+02:00,ETH,DOWN,True,45.73419327,98.0392,0.5160291393646623,5m,-1580.4836802744849,2.0,S4,48.44687652867845,2.0
2026-05-27 14:55:41.870478+02:00,ETH,DOWN,True,90.29593401,196.0784,0.522024618723939,5m,-4333.890862221654,4.0,S8,47.890461681886094,4.0
2026-05-27 15:00:36.671931+02:00,ETH,DOWN,True,95.26073799,200.0,0.506199,5m,-4704.910455780586,4.0,S4,49.38769140199803,4.0
2026-05-27 15:00:37.890274+02:00,SOL,DOWN,True,90.31594315,200.0,0.5309875,5m,-4688.037995278024,4.0,S4,47.08208761976506,4.0
2026-05-27 15:05:50.952788+02:00,SOL,DOWN,True,91.95923951,200.0,0.52274,5m,-4688.037995278024,4.0,S4,47.82492252362551,4.0
2026-05-27 15:05:52.462267+02:00,BTC,DOWN,True,100.51161657,204.0816,0.49,5m,-5149.5287962568855,4.0,S4,51.02040816326531,4.0
2026-05-27 15:05:54.867382+02:00,ETH,DOWN,True,96.5,200.0,0.5,5m,-4704.910455780586,4.0,S4,50.0,4.0
2026-05-27 15:15:43.313486+02:00,SOL,DOWN,True,25.48135783,52.0833,0.4932607956869092,5m,-704.1146164635892,1.0,S8,50.683127908402476,1.0
2026-05-27 15:15:46.329519+02:00,BTC,DOWN,True,26.17331658,52.0833,0.48,5m,-3549.6320362083065,1.0,S8,52.083333333333336,1.0
2026-05-27 15:30:39.858599+02:00,BTC,DOWN,True,104.69331658,208.3333,0.48,5m,-5112.886493094955,4.0,S8,52.083333333333336,4.0
2026-05-27 15:35:20.315613+02:00,SOL,DOWN,False,-102.57125,208.3333,0.4923420787747326,5m,-4755.614768268586,4.0,S4,50.77770330380101,4.0
2026-05-27 15:45:28.482578+02:00,ETH,DOWN,True,99.70799778,204.0816,0.49393330902932947,5m,-3383.5536083475486,4.0,S4,50.61412045510686,4.0
2026-05-27 15:45:29.336761+02:00,SOL,DOWN,True,97.87567336,208.3333,0.5127079972332795,5m,-3419.1920360295917,4.0,S4,48.76069836028933,4.0
2026-05-27 15:50:49.976644+02:00,SOL,DOWN,False,-107.53738,204.0816,0.5269332463093194,5m,-3419.1920360295917,4.0,S4,47.44433981932608,4.0
2026-05-27 15:50:52.574798+02:00,BTC,DOWN,True,108.14663473,212.7659,0.47425706844940846,5m,-1631.5033610198655,4.0,S4,52.714027187276145,4.0
2026-05-27 15:50:55.457493+02:00,ETH,DOWN,False,-102.84685,208.3333,0.49366495898639345,5m,-3383.5536083475486,4.0,S4,50.641633652367574,4.0
2026-05-27 15:55:21.686298+02:00,SOL,UP,True,40.76983448,94.3396,0.5505182977243914,5m,3552.7795205822054,4.0,S4,45.411751259384786,2.0
2026-05-27 16:01:03.614972+02:00,BTC,UP,True,87.92642418,192.3076,0.5253272777570933,5m,2635.866512241063,4.0,S4,47.589381055441365,4.0
2026-05-27 16:01:07.975655+02:00,SOL,UP,True,85.61210539,192.3076,0.537414829159118,5m,3552.7795205822054,4.0,S4,46.5189991856328,4.0
2026-05-27 16:01:08.556500+02:00,ETH,UP,True,83.178206,188.6792,0.5417775780266187,5m,3707.5518289441266,4.0,S4,46.14439765311161,4.0
2026-05-27 16:10:55.047475+02:00,BTC,UP,False,-24.999996,49.0196,0.51,5m,326.5200083236197,1.0,S8,49.01960784313725,1.0
2026-05-27 16:20:40.301189+02:00,SOL,DOWN,False,-52.3485,100.0,0.523485,5m,-1619.916017463292,2.0,S8,47.756860272978216,2.0
2026-05-27 16:20:44.293162+02:00,BTC,DOWN,False,-50.0,100.0,0.5,5m,-1541.4926419145647,2.0,S8,50.0,2.0
2026-05-27 16:25:22.847218+02:00,ETH,UP,False,-50.060514,96.1538,0.5206295955022059,5m,1671.856522504759,2.0,S8,48.01878382631069,2.0
2026-05-27 16:30:54.476517+02:00,SOL,DOWN,False,-106.9875,200.0,0.5349375,5m,-4915.1437487954745,4.0,S4,46.73443159247576,4.0
2026-05-27 16:35:23.080766+02:00,BTC,DOWN,False,-24.999996,49.0196,0.51,5m,450.48869217882645,1.0,S8,49.01960784313725,1.0
2026-05-27 16:40:46.415924+02:00,SOL,UP,True,86.17118838,196.0784,0.5431572473051596,5m,4500.121070819352,4.0,S4,46.027186646290595,4.0
2026-05-27 16:40:47.667216+02:00,BTC,UP,True,92.64841655,196.0784,0.51,5m,4666.9959701360785,4.0,S4,49.01960784313725,4.0
2026-05-27 16:40:48.868742+02:00,ETH,UP,True,86.33051311,196.0784,0.5423397987743678,5m,4665.15108163876,4.0,S4,46.09656170632771,4.0
2026-05-27 17:20:32.856054+02:00,ETH,UP,True,69.48631241,147.0588,0.51,5m,3634.4820761466144,4.0,S4,49.01960784313725,3.0
2026-05-27 17:25:26.610608+02:00,ETH,UP,True,91.59001829,196.0784,0.5154074492651919,5m,3634.4820761466144,4.0,S4,48.505313680743456,4.0
2026-05-27 17:25:27.501445+02:00,BTC,UP,True,92.64841655,196.0784,0.51,5m,3863.7965784953553,4.0,S4,49.01960784313725,4.0
2026-05-27 17:26:03.753487+02:00,SOL,UP,True,88.81155196,196.0784,0.5296224367395899,5m,3871.2663333273877,4.0,S4,47.203438271804664,4.0
2026-05-27 17:31:07.895593+02:00,SOL,DOWN,True,22.78721497,50.0,0.526806,5m,1448.7294265771977,1.0,S8,47.45579966818905,1.0
2026-05-27 17:45:33.247102+02:00,ETH,UP,False,-77.612256,159.5744,0.4863703451180139,5m,2149.9683618318177,3.0,S8,51.4011601466655,3.0
2026-05-27 17:50:43.247490+02:00,SOL,DOWN,False,-24.999994,47.1698,0.53,5m,-102.47410334063068,1.0,S8,47.16981132075472,1.0
2026-05-27 18:25:40.187958+02:00,BTC,DOWN,True,104.55610674,208.3333,0.48065679850508775,5m,-5106.233160472384,4.0,S4,52.012163518239255,4.0
2026-05-27 18:25:41.316473+02:00,ETH,DOWN,False,-102.23596,188.6792,0.5418507180441723,5m,-5080.2582850278695,4.0,S4,46.13816899650573,4.0
2026-05-27 18:25:41.999196+02:00,SOL,DOWN,False,-103.05296,188.6792,0.5461808190833966,5m,-4748.756119796131,4.0,S4,45.7723873239546,4.0
2026-05-27 18:41:15.720589+02:00,SOL,UP,False,-52.113468,98.0392,0.5315574586491933,5m,1077.3707817900458,2.0,S4,47.03160419107015,2.0
2026-05-27 18:45:31.603427+02:00,SOL,DOWN,False,-106.152064,204.0816,0.5201451968232315,5m,-4608.825104962054,4.0,S4,48.06350256175895,4.0
2026-05-27 18:45:32.213013+02:00,BTC,DOWN,False,-99.999984,208.3333,0.48,5m,-2301.0077406587916,4.0,S4,52.083333333333336,4.0
2026-05-27 18:45:33.361696+02:00,ETH,DOWN,False,-101.730616,204.0816,0.4984800981568157,5m,-4407.248925138065,4.0,S4,50.15245361337436,4.0
2026-05-27 18:50:18.500717+02:00,ETH,UP,True,86.97944809,192.3076,0.5302707953299818,5m,4450.528771451047,4.0,S4,47.14572294037572,4.0
2026-05-27 18:55:41.454602+02:00,SOL,UP,True,43.50615432,96.1538,0.5300991952476137,5m,3859.115375245139,4.0,S4,47.16098463104116,2.0
2026-05-27 19:00:35.449221+02:00,BTC,UP,True,92.64841655,196.0784,0.51,5m,4617.627459517547,4.0,S4,49.01960784313725,4.0
2026-05-27 19:00:35.929284+02:00,ETH,UP,True,91.98921259,196.0784,0.5133674489387918,5m,-979.6053411480965,1.0,S8,48.69806227815726,4.0
2026-05-27 19:00:37.063997+02:00,SOL,UP,True,89.78480908,196.0784,0.5246398991423838,5m,3859.115375245139,4.0,S4,47.651732246950516,4.0
2026-05-27 19:05:26.280830+02:00,ETH,UP,False,-24.999996,49.0196,0.51,5m,-979.6053411480965,1.0,S8,49.01960784313725,1.0
2026-05-27 19:10:50.788181+02:00,SOL,DOWN,True,89.78635016,200.0,0.5336475,5m,-4883.737941700024,4.0,S4,46.847403951110046,4.0
2026-05-27 19:10:52.275040+02:00,BTC,DOWN,True,96.5,200.0,0.5,5m,-4412.996914545985,4.0,S8,50.0,4.0
2026-05-27 19:10:53.331210+02:00,ETH,DOWN,True,90.15455558,200.0,0.531798,5m,-5096.332391064493,4.0,S4,47.01033099033844,4.0
2026-05-27 19:15:27.948977+02:00,BTC,DOWN,True,96.5,200.0,0.5,5m,-3748.537727519384,3.0,S4,50.0,4.0
2026-05-27 19:21:04.987936+02:00,ETH,DOWN,True,72.375,150.0,0.5,5m,-2918.1051051672207,3.0,S8,50.0,3.0
2026-05-27 19:21:07.113216+02:00,SOL,DOWN,False,-81.0475,150.0,0.5403166666666667,5m,-3239.096651766383,3.0,S4,46.26916314506925,3.0
2026-05-27 19:21:07.552259+02:00,BTC,DOWN,True,72.375,150.0,0.5,5m,-3748.537727519384,3.0,S4,50.0,3.0
2026-05-27 19:25:39.631316+02:00,ETH,DOWN,False,-77.0409,156.25,0.49306176,5m,-2918.1051051672207,3.0,S8,50.703587315309136,3.0
2026-05-27 19:30:14.620288+02:00,SOL,UP,True,82.26023308,188.6792,0.5466731468015552,5m,3807.5156349383055,4.0,S4,45.73116522417208,4.0
2026-05-27 19:30:17.532393+02:00,ETH,UP,False,-102.14056,188.6792,0.5413450979228235,5m,4428.791478053074,4.0,S4,46.18126237020827,4.0
2026-05-27 19:30:19.438808+02:00,BTC,UP,False,-99.999984,196.0784,0.51,5m,4179.807133867243,4.0,S4,49.01960784313725,4.0
2026-05-27 19:40:39.285298+02:00,BTC,DOWN,False,-100.0,200.0,0.5,5m,-1324.33533975856,4.0,S4,50.0,4.0
2026-05-27 19:40:39.705306+02:00,SOL,DOWN,False,-104.414,200.0,0.52207,5m,-3913.64300556649,4.0,S4,47.886298772195296,4.0
2026-05-27 19:50:44.753450+02:00,SOL,DOWN,False,-105.4825,200.0,0.5274125,5m,-3726.020647817523,4.0,S8,47.401227691797224,4.0
2026-05-27 20:00:44.182634+02:00,ETH,UP,False,-25.159757,48.0769,0.5233231967951345,5m,1321.4458979266296,1.0,S8,47.771625934225035,1.0
2026-05-27 20:00:45.543234+02:00,SOL,UP,False,-25.680388,49.0196,0.5238799990207998,5m,300.34517348774494,1.0,S8,47.72085219273167,1.0
2026-05-27 20:05:46.050831+02:00,SOL,DOWN,True,95.09602023,204.0816,0.5165485962477754,5m,-4129.121375133183,4.0,S8,48.39815688514257,4.0
2026-05-27 20:05:46.280271+02:00,BTC,DOWN,False,-100.0,200.0,0.5,5m,-4265.9747783330085,4.0,S8,50.0,4.0
2026-05-27 20:05:46.676797+02:00,ETH,DOWN,True,99.24968073,204.0816,0.4961775093884015,5m,-5009.872187753806,4.0,S8,50.38519386099444,4.0
2026-05-27 20:20:46.493759+02:00,ETH,DOWN,False,-24.999996,51.0204,0.49,5m,-760.040238692139,1.0,S4,51.02040816326531,1.0
2026-05-27 20:26:15.349997+02:00,SOL,DOWN,False,-25.2092,51.0204,0.49410039905606384,5m,-878.1719842584556,1.0,S8,50.59700426828301,1.0
2026-05-27 20:35:45.719951+02:00,BTC,UP,True,46.32420827,98.0392,0.51,5m,1830.8332417370377,2.0,S4,49.01960784313725,2.0
2026-05-27 20:45:43.976400+02:00,BTC,UP,True,23.16210414,49.0196,0.51,5m,2793.9290035011554,4.0,S4,49.01960784313725,1.0
2026-05-27 20:50:27.880402+02:00,SOL,UP,False,-106.303904,196.0784,0.5421499971439996,5m,4304.193735508177,4.0,S4,46.11269968034287,4.0
2026-05-27 20:50:28.383600+02:00,BTC,UP,False,-99.999984,196.0784,0.51,5m,2793.9290035011554,4.0,S4,49.01960784313725,4.0
2026-05-27 20:50:28.657720+02:00,ETH,UP,True,87.21275109,196.0784,0.5378149964503994,5m,3676.0140672510565,4.0,S4,46.484386201576754,4.0
2026-05-27 21:05:28.152722+02:00,SOL,UP,True,90.44348548,196.0784,0.521269818603171,5m,4422.523305245047,4.0,S4,47.95980720117587,4.0
2026-05-27 21:20:16.877191+02:00,ETH,DOWN,True,96.5,200.0,0.5,5m,-3479.6265286378143,4.0,S8,50.0,4.0
2026-05-27 21:50:30.430043+02:00,ETH,DOWN,True,48.25,100.0,0.5,5m,-2036.0631942003454,2.0,S8,50.0,2.0
2026-05-27 21:50:30.879213+02:00,BTC,DOWN,True,48.25,100.0,0.5,5m,-1971.3335490636014,2.0,S8,50.0,2.0
2026-05-27 21:55:20.679340+02:00,BTC,DOWN,False,-50.0,100.0,0.5,5m,-1971.3335490636014,2.0,S8,50.0,2.0
2026-05-27 22:15:25.195733+02:00,ETH,UP,True,91.47997652,196.0784,0.5159698977551836,5m,4394.3923330380885,4.0,S4,48.45243900616456,4.0
2026-05-27 22:15:25.607637+02:00,BTC,UP,True,92.64841655,196.0784,0.51,5m,4559.585380792854,4.0,S4,49.01960784313725,4.0
2026-05-27 22:25:14.799007+02:00,BTC,UP,False,-99.999984,208.3333,0.48,5m,3334.8897613024997,4.0,S8,52.083333333333336,4.0
2026-05-27 22:30:32.161875+02:00,SOL,DOWN,True,89.53058391,200.0,0.5349325,5m,-3899.544305916202,4.0,S4,46.734868417977964,4.0
2026-05-27 22:30:32.788764+02:00,ETH,DOWN,True,84.15782205,192.3076,0.5450209976100788,5m,-2031.407782529901,4.0,S4,45.869792374285005,4.0
2026-05-27 23:00:30.449687+02:00,SOL,UP,True,22.15737602,48.0769,0.5216591959964141,5m,-1383.830691951201,1.0,S8,47.92400899259112,1.0
2026-05-27 23:06:16.006269+02:00,BTC,UP,False,-99.999984,196.0784,0.51,5m,4774.344955502521,4.0,S8,49.01960784313725,4.0
2026-05-27 23:10:27.973745+02:00,ETH,DOWN,False,-106.308,200.0,0.53154,5m,-4652.837908597157,4.0,S8,47.033148963389394,4.0
2026-05-27 23:20:28.464262+02:00,BTC,DOWN,True,24.125,50.0,0.5,5m,265.50008018741966,1.0,S8,50.0,1.0
2026-05-27 23:50:30.100079+02:00,SOL,DOWN,True,97.57340995,208.3333,0.5141615958658553,5m,-4587.588066525758,4.0,S4,48.62284581542822,4.0
2026-05-27 23:50:40.946316+02:00,BTC,DOWN,True,104.45112689,208.3333,0.48115935858549735,5m,-4124.347899664841,4.0,S4,51.957837988425496,4.0
2026-05-27 23:55:27.921229+02:00,ETH,DOWN,True,102.90151857,208.3333,0.4885817581730813,5m,-3213.063399860766,4.0,S4,51.16850881514837,4.0
2026-05-27 23:55:32.718424+02:00,SOL,DOWN,True,98.42080213,208.3333,0.5100871968139515,5m,-1937.516342303357,2.0,S4,49.01122819030187,4.0
2026-05-28 00:00:24.902192+02:00,SOL,DOWN,False,-52.354298,104.1666,0.5026015824650127,5m,-1937.516342303357,2.0,S4,49.74118839297588,2.0
2026-05-28 00:05:47.616663+02:00,BTC,DOWN,False,-49.999992,102.0408,0.49,5m,-1015.3702686895255,2.0,S4,51.02040816326531,2.0
2026-05-28 00:05:48.558322+02:00,ETH,DOWN,False,-50.3493,102.0408,0.493423218947715,5m,-1357.9158615603749,2.0,S4,50.66644422067437,2.0
2026-05-28 00:10:39.587400+02:00,BTC,UP,False,-99.999984,196.0784,0.51,5m,2281.756280112808,3.0,S4,49.01960784313725,4.0
2026-05-28 00:10:42.354208+02:00,ETH,UP,False,-104.49658,192.3076,0.5433824768235889,5m,3832.979253181782,4.0,S4,46.00810859073091,4.0
2026-05-28 00:15:33.671619+02:00,BTC,UP,False,-74.999988,147.0588,0.51,5m,2281.756280112808,3.0,S4,49.01960784313725,3.0
2026-05-28 00:20:22.999995+02:00,SOL,DOWN,True,69.75421318,150.0,0.5174933333333334,5m,-3074.3676309033444,3.0,S4,48.30980109244563,3.0
2026-05-28 00:20:23.879572+02:00,ETH,DOWN,False,-75.0,150.0,0.5,5m,-3614.781088385464,3.0,S4,50.0,3.0
2026-05-28 00:20:24.855373+02:00,BTC,DOWN,False,-75.0,150.0,0.5,5m,-4639.35313672304,3.0,S4,50.0,3.0
2026-05-28 00:26:06.841096+02:00,BTC,UP,True,43.62978043,96.1538,0.5288081594279165,5m,2267.385422203707,3.0,S4,47.27612377813136,2.0
2026-05-28 00:26:08.058401+02:00,ETH,UP,False,-52.97956,98.0392,0.5403915984626557,5m,1421.1818972446388,2.0,S8,46.26274736898532,2.0
2026-05-28 00:31:01.036699+02:00,SOL,UP,True,65.20069607,147.0588,0.5392429966788794,5m,1436.0090171197503,2.0,S4,46.36128823920093,3.0
2026-05-28 00:31:05.813982+02:00,BTC,UP,True,69.48631241,147.0588,0.51,5m,1684.275465969557,2.0,S4,49.01960784313725,3.0
2026-05-28 00:35:47.976042+02:00,ETH,UP,True,45.38637057,98.0392,0.5195857983337278,5m,4068.1353450533998,2.0,S4,48.11524887741948,2.0
2026-05-28 00:35:50.142814+02:00,SOL,UP,False,-51.839668,98.0392,0.5287646982023517,5m,1436.0090171197503,2.0,S4,47.28000958648115,2.0
2026-05-28 00:36:24.046925+02:00,BTC,UP,True,46.32420827,98.0392,0.51,5m,1684.275465969557,2.0,S4,49.01960784313725,2.0
2026-05-28 00:50:29.161839+02:00,SOL,UP,False,-25.730388,49.0196,0.5248999991839999,5m,-1619.9772495028542,1.0,S8,47.62811971587836,1.0
2026-05-28 01:00:29.494406+02:00,BTC,DOWN,True,96.5,200.0,0.5,5m,-3541.949326829399,4.0,S4,50.0,4.0
2026-05-28 01:15:49.578794+02:00,ETH,DOWN,False,-75.6495,150.0,0.50433,5m,-4178.454931706921,3.0,S8,49.570717585707776,3.0
2026-05-28 01:15:51.047359+02:00,BTC,DOWN,False,-75.0,150.0,0.5,5m,-4262.221734541437,3.0,S8,50.0,3.0
2026-05-28 01:15:52.220349+02:00,SOL,DOWN,True,72.16549585,153.0612,0.5110271969643515,5m,-2709.8660740067307,3.0,S8,48.92107533318616,3.0
2026-05-28 01:30:49.422567+02:00,SOL,DOWN,True,89.66642288,200.0,0.53425,5m,-3021.8747764447035,3.0,S4,46.79457182966776,4.0
2026-05-28 01:35:27.251175+02:00,SOL,DOWN,False,-76.838824,153.0612,0.5020137304555302,5m,-3021.8747764447035,3.0,S4,49.79943472325917,3.0
2026-05-28 01:35:29.565748+02:00,BTC,DOWN,False,-75.0,150.0,0.5,5m,-3446.5961397018013,3.0,S4,50.0,3.0
2026-05-28 01:35:29.797977+02:00,ETH,DOWN,False,-75.0,150.0,0.5,5m,-4030.3670839668303,3.0,S4,50.0,3.0
2026-05-28 01:40:22.690687+02:00,SOL,UP,True,61.56466679,141.5094,0.5476015303577006,5m,2496.5195004281472,3.0,S4,45.65363428343537,3.0
2026-05-28 01:40:22.947236+02:00,BTC,UP,True,69.48631241,147.0588,0.51,5m,3589.1985105071867,3.0,S4,49.01960784313725,3.0
2026-05-28 02:20:37.348957+02:00,ETH,DOWN,False,-100.0,200.0,0.5,5m,-4090.5762060284756,4.0,S4,50.0,4.0
2026-05-28 02:20:38.555182+02:00,SOL,DOWN,False,-105.8475,200.0,0.5292375,5m,-4735.116365039311,4.0,S4,47.237771321949026,4.0
2026-05-28 02:30:23.987647+02:00,BTC,UP,True,92.64841655,196.0784,0.51,5m,3373.7076726534196,4.0,S4,49.01960784313725,4.0
2026-05-28 02:45:28.169070+02:00,SOL,DOWN,False,-80.1475,150.0,0.5343166666666667,5m,-2146.729565561679,3.0,S8,46.78873327302786,3.0
2026-05-28 03:00:50.483796+02:00,BTC,DOWN,False,-100.0,200.0,0.5,5m,-5044.18721141392,4.0,S4,50.0,4.0
2026-05-28 03:00:51.004779+02:00,ETH,DOWN,False,-102.8785,200.0,0.5143925,5m,-5010.310975504494,4.0,S4,48.60101964939224,4.0
2026-05-28 03:15:34.063403+02:00,SOL,DOWN,True,23.53648569,50.0,0.51178,5m,-525.1912669989756,1.0,S8,48.849114854038845,1.0
2026-05-28 03:20:28.285266+02:00,BTC,UP,False,-49.999992,98.0392,0.51,5m,1049.429243090072,2.0,S8,49.01960784313725,2.0
2026-05-28 03:20:41.005292+02:00,ETH,UP,False,-51.260776,98.0392,0.5228599988575998,5m,1033.8303534694771,2.0,S8,47.81394647634675,2.0
2026-05-28 03:30:57.143515+02:00,SOL,DOWN,True,97.8175451,208.3333,0.5129875156780025,5m,-4054.17094854273,4.0,S4,48.73412945918994,4.0
2026-05-28 03:36:07.533933+02:00,SOL,DOWN,False,-106.938382,208.3333,0.5133043157286905,5m,-4054.17094854273,4.0,S4,48.704051834260966,4.0
2026-05-28 03:40:54.574365+02:00,ETH,UP,False,-101.35676,188.6792,0.5371909569258296,5m,4243.662352567976,4.0,S4,46.53838579686249,4.0
2026-05-28 03:45:33.182018+02:00,SOL,UP,False,-76.539728,138.8888,0.5510863942952924,5m,2009.5044616484993,3.0,S4,45.364937800667384,3.0
2026-05-28 03:50:58.361230+02:00,ETH,DOWN,False,-101.9903,204.0816,0.499752549960408,5m,-3896.0067154374156,4.0,S8,50.02475725632731,4.0
2026-05-28 03:51:07.336714+02:00,BTC,DOWN,False,-101.1408,204.0816,0.4955899992943999,5m,-4482.495881570217,4.0,S8,50.44492430354516,4.0
2026-05-28 04:00:50.321388+02:00,ETH,DOWN,False,-79.898,150.0,0.5326533333333333,5m,-2697.469932933848,3.0,S8,46.9348419234524,3.0
2026-05-28 04:10:22.688544+02:00,ETH,DOWN,False,-25.0,50.0,0.5,5m,-3264.783662090957,1.0,S4,50.0,1.0
2026-05-28 04:10:25.566385+02:00,SOL,DOWN,False,-25.2495,50.0,0.50499,5m,-1058.453399996841,1.0,S4,49.505930810511096,1.0
2026-05-28 04:30:22.589857+02:00,ETH,DOWN,True,90.711774,200.0,0.529,5m,-4304.984364678299,4.0,S4,47.25897920604915,4.0
2026-05-28 04:30:24.294605+02:00,BTC,DOWN,True,96.5,200.0,0.5,5m,-4675.795926303795,4.0,S4,50.0,4.0
2026-05-28 04:30:30.093835+02:00,SOL,DOWN,False,-104.898,200.0,0.52449,5m,-3711.0123664056355,4.0,S4,47.665351102976224,4.0
2026-05-28 04:50:22.408289+02:00,ETH,UP,True,67.9869147,147.0588,0.5202175184348029,5m,-1363.7099885959758,3.0,S8,48.056820683813946,3.0
2026-05-28 04:50:22.978070+02:00,SOL,DOWN,False,-78.3975,150.0,0.52265,5m,-2839.2316390042356,3.0,S8,47.83315794508754,3.0
2026-05-28 05:05:26.506008+02:00,SOL,UP,False,-52.02156,98.0392,0.5306199968991995,5m,1537.0783298065337,2.0,S4,47.11469629130691,2.0
2026-05-28 05:10:42.536019+02:00,ETH,DOWN,True,74.65282206,153.0612,0.4947700658298772,5m,-5103.786219121689,3.0,S8,50.52852168424444,3.0
2026-05-28 05:10:43.603197+02:00,SOL,DOWN,True,70.83614023,153.0612,0.5197310618236366,5m,-3083.3925851442364,3.0,S8,48.1018007895849,3.0
2026-05-28 05:10:50.012396+02:00,BTC,DOWN,True,83.91443704,163.0434,0.467896682723741,5m,-5360.823670483731,3.0,S8,53.430598940067036,3.0
2026-05-28 05:20:26.825378+02:00,BTC,DOWN,True,96.5,200.0,0.5,5m,-4742.322671609518,4.0,S4,50.0,4.0
2026-05-28 05:20:58.459680+02:00,SOL,DOWN,True,92.65768114,200.0,0.5192375,5m,-4320.126832851874,4.0,S4,48.1475240135776,4.0
2026-05-28 05:21:04.142514+02:00,ETH,DOWN,True,96.5,200.0,0.5,5m,-5064.933118968796,4.0,S4,50.0,4.0
2026-05-28 05:25:24.043967+02:00,BTC,DOWN,False,-100.0,200.0,0.5,5m,-4742.322671609518,4.0,S4,50.0,4.0
2026-05-28 05:25:30.566217+02:00,ETH,DOWN,False,-100.0,200.0,0.5,5m,-5064.933118968796,4.0,S4,50.0,4.0
