sleeve,tf,asset,slug,direction,fe,mult,rule,vwap,shares,won,pnl,pnl_legacy
S3_prewindow,5m,ETH,eth-updown-5m-1779642000,UP,4099.3915204802615,1.0,S3,0.49000000953674316,51.02040717026833,True,25.12790718695763,25.499999026862962
S3_prewindow,5m,SOL,sol-updown-5m-1779642000,UP,2175.0176242504795,1.0,S3,0.5138238246016555,48.65480891116984,True,22.804000604222736,23.181712732946444
kelly,5m,SOL,sol-updown-5m-1779643500,DOWN,2350.3785708117853,3.0,S8,0.5195050439703813,144.36818442955482,True,66.84558591039932,67.98082074096372
kelly,5m,BTC,btc-updown-5m-1779645000,UP,-2562.7088258993585,1.0,S8,0.5099999904632568,49.01960875977925,False,-25.0,-25.0
S3_prewindow,5m,BTC,btc-updown-5m-1779645000,DOWN,4320.210035191916,1.0,S3,0.5,50.0,True,24.125,24.5
kelly,15m,BTC,btc-updown-15m-1779645600,UP,1145.502042815283,2.0,S8,0.49000000953674316,102.04081434053666,True,50.25581437391526,50.999998053725925
kelly,5m,BTC,btc-updown-5m-1779646800,UP,1828.4153214075316,2.0,S8,0.5,100.0,False,-50.0,-50.0
kelly,5m,SOL,sol-updown-5m-1779647400,DOWN,798.829508891028,1.0,S4,0.4948515691393007,50.52019950847625,True,24.636189754470028,25.009795518306724
kelly,15m,BTC,btc-updown-15m-1779647400,UP,3651.4817439927906,4.0,S8,0.48709787443036384,205.29754952625262,False,-100.0,-100.0
kelly,5m,BTC,btc-updown-5m-1779648000,UP,-3036.183043577882,1.0,S8,0.5099999904632568,49.01960875977925,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779648300,UP,1739.8424413231662,2.0,S8,0.5237050427394049,95.47358898524098,False,-50.0,-50.0
kelly,5m,ETH,eth-updown-5m-1779649500,DOWN,-2515.412015946029,1.0,S8,0.503952565445194,49.6078435039117,False,-25.000000000000004,-25.000000000000004
kelly,5m,SOL,sol-updown-5m-1779650100,DOWN,-2348.6407704955714,1.0,S8,0.5087863405963075,49.13653926066395,False,-25.000000000000004,-25.000000000000004
kelly,15m,ETH,eth-updown-15m-1779650100,DOWN,-3203.1659250665225,1.0,S8,0.5189620578007538,48.17307859835546,True,22.331262199506778,22.70961702638835
kelly,5m,BTC,btc-updown-5m-1779650400,UP,-3620.380530344545,1.0,S8,0.5099999904632568,49.01960875977925,False,-25.0,-25.0
kelly,5m,ETH,eth-updown-5m-1779650400,UP,-2934.277355922605,1.0,S8,0.5330890396683601,46.89648096226617,False,-25.000000000000004,-25.000000000000004
kelly,5m,SOL,sol-updown-5m-1779650400,UP,-2626.259601086011,1.0,S8,0.5324813474405307,46.95000138533882,False,-24.999999999999996,-24.999999999999996
kelly,5m,SOL,sol-updown-5m-1779650700,UP,1326.9560961586558,2.0,S4,0.5226721152820345,95.66226806077064,False,-50.0,-50.0
kelly,5m,ETH,eth-updown-5m-1779651000,DOWN,-1462.4089400611563,1.0,S8,0.5086372281793564,49.15094416011653,True,23.291059309430405,23.667925276914204
kelly,15m,ETH,eth-updown-15m-1779651000,UP,1052.7129612266717,2.0,S8,0.5334682243533415,93.72629468345355,True,42.09343346869025,42.85176878978448
kelly,5m,SOL,sol-updown-5m-1779651000,DOWN,287.68590906865563,1.0,S8,0.5039426062665018,49.60882388019234,False,-25.0,-25.0
kelly,15m,SOL,sol-updown-15m-1779651000,UP,-361.80653740916335,1.0,S8,0.5343511281060175,46.78571576822777,True,20.970830242413303,21.350001452863214
kelly,15m,BTC,btc-updown-15m-1779651000,UP,229.91073155339993,1.0,S8,0.5099999904632568,49.01960875977925,True,23.162108743089952,23.539216584583667
S3_prewindow,5m,ETH,eth-updown-5m-1779651300,DOWN,1663.1518689753243,1.0,S3,0.49329123711123535,50.680000209212295,False,-25.0,-25.0
S3_prewindow,5m,BTC,btc-updown-5m-1779651900,UP,300.00001192092896,1.0,S3,0.4725990942251961,52.8989587696657,True,26.97600718455979,27.340979594272383
kelly,5m,ETH,eth-updown-5m-1779652200,UP,-4833.193781242014,1.0,S8,0.5099999904632568,49.01960875977925,False,-25.0,-25.0
kelly,5m,BTC,btc-updown-5m-1779652200,DOWN,4485.042512956647,4.0,S8,0.47999998927116394,208.3333379899463,False,-100.0,-100.0
kelly,5m,ETH,eth-updown-5m-1779652800,UP,2572.4766671303787,3.0,S8,0.5297580031676378,141.5740763736359,False,-75.0,-75.0
kelly,5m,SOL,sol-updown-5m-1779652800,UP,1050.3099232901957,2.0,S8,0.5299312829863644,94.35185580709819,False,-50.0,-50.0
kelly,15m,ETH,eth-updown-15m-1779652800,UP,-3132.160398699747,1.0,S8,0.5189620578007538,48.17307859835546,False,-25.0,-25.0
kelly,15m,BTC,btc-updown-15m-1779652800,DOWN,3596.4812626416156,4.0,S8,0.5255433679200565,190.27925401431682,True,86.95805758975722,88.47366893403048
kelly,5m,SOL,sol-updown-5m-1779653400,DOWN,642.6753291256215,1.0,S8,0.4936691920475365,50.64119941596982,True,24.755120502053014,25.12837542765043
S3_prewindow,5m,ETH,eth-updown-5m-1779653400,UP,1185.634901081839,1.0,S3,0.5260274161077725,47.526039963814355,False,-24.999999999999996,-24.999999999999996
S3_prewindow,5m,SOL,sol-updown-5m-1779654000,DOWN,1736.6452178121995,1.0,S3,0.4944542067251815,50.56079948348997,True,24.67609434525904,25.049583493820172
S3_prewindow,5m,SOL,sol-updown-5m-1779654300,UP,1681.0724398985287,1.0,S3,0.5309254054200692,47.08759412298222,True,21.26671358246734,21.645842240522573
S3_prewindow,5m,BTC,btc-updown-5m-1779655500,UP,839.7382958964472,1.0,S3,0.5199999809265137,48.07692484037417,True,22.236924806995567,22.615386343566684
kelly,5m,SOL,sol-updown-5m-1779655800,DOWN,-4094.6841378710974,1.0,S8,0.5067830903793825,49.330769859122114,False,-25.0,-25.0
S3_prewindow,5m,BTC,btc-updown-5m-1779655800,DOWN,3702.6432772820585,1.0,S3,0.5,50.0,True,24.125,24.5
kelly,5m,ETH,eth-updown-5m-1779655800,DOWN,-3473.4223113204876,1.0,S8,0.5107854206477858,48.94423174470137,True,23.088106230835,23.465347109807347
S3_prewindow,5m,ETH,eth-updown-5m-1779656100,DOWN,981.3174448422668,1.0,S3,0.5,50.0,False,-25.0,-25.0
S3_prewindow,5m,BTC,btc-updown-5m-1779656100,DOWN,1.1941539663762324,1.0,S3,0.5,50.0,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779656400,DOWN,947.4840163173859,1.0,S8,0.4832823709666506,51.72959226713682,False,-25.0,-25.0
kelly,15m,ETH,eth-updown-15m-1779656400,DOWN,-2721.2524862573828,1.0,S8,0.5215672796387042,47.93245469178549,False,-25.0,-25.0
kelly,15m,SOL,sol-updown-15m-1779656400,DOWN,-1953.4931297336188,1.0,S8,0.5237153926711636,47.73585109364407,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779656700,UP,-2390.198672633283,1.0,S8,0.5299999713897705,47.1698138670551,True,21.347313816987192,21.726417589713993
S3_prewindow,5m,BTC,btc-updown-5m-1779657300,DOWN,3691.9614859705985,1.0,S3,0.5113741306908222,48.887885599975824,False,-25.0,-25.0
kelly,5m,ETH,eth-updown-5m-1779657300,UP,-4960.770090900194,1.0,S8,0.5099999904632568,49.01960875977925,False,-25.0,-25.0
kelly,15m,SOL,sol-updown-15m-1779657300,UP,-2048.589242894222,1.0,S8,0.5199999809265137,48.07692484037417,False,-25.0,-25.0
S3_prewindow,5m,ETH,eth-updown-5m-1779657600,DOWN,2658.167513955353,1.0,S3,0.5,50.0,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779657600,UP,-420.2338274748774,1.0,S8,0.5099999904632568,49.01960875977925,False,-25.0,-25.0
S3_prewindow,5m,SOL,sol-updown-5m-1779657600,DOWN,1938.2694407216438,1.0,S3,0.5184996601329342,48.21603931927446,True,22.373413724507092,22.75171853288897
kelly,5m,SOL,sol-updown-5m-1779657900,DOWN,-1452.6641426459819,1.0,S8,0.5125725222532852,48.77358600905721,True,22.920587923000465,23.29811428887607
kelly,15m,SOL,sol-updown-15m-1779658200,UP,4443.991537083632,4.0,S8,0.5548876304108966,180.21666823956696,False,-100.0,-100.0
kelly,5m,SOL,sol-updown-5m-1779660000,UP,763.1060684428048,1.0,S8,0.5299999713897705,47.1698138670551,True,21.347313816987192,21.726417589713993
kelly,5m,BTC,btc-updown-5m-1779660000,UP,1455.5738965834973,2.0,S4,0.5099999904632568,98.0392175195585,True,46.324217486179904,47.07843316916733
kelly,5m,BTC,btc-updown-5m-1779660300,UP,-2044.819879136418,1.0,S8,0.5,50.0,True,24.125,24.5
kelly,5m,ETH,eth-updown-5m-1779660300,UP,-1833.609604786733,1.0,S8,0.5099999904632568,49.01960875977925,True,23.162108743089952,23.539216584583667
kelly,5m,SOL,sol-updown-5m-1779660300,UP,-1545.1806507600752,1.0,S8,0.5138238246016555,48.65480891116984,True,22.804000604222736,23.181712732946444
kelly,15m,BTC,btc-updown-15m-1779660900,UP,-4602.5623531321025,1.0,S8,0.5299999713897705,47.1698138670551,False,-25.000000000000004,-25.000000000000004
kelly,15m,ETH,eth-updown-15m-1779660900,UP,-3825.9800731472114,1.0,S8,0.5315044329663943,47.03629631171992,False,-25.0,-25.0
kelly,15m,SOL,sol-updown-15m-1779660900,UP,-4370.230084012892,1.0,S8,0.5335968274687589,46.851852771676576,False,-25.0,-25.0
S3_prewindow,5m,SOL,sol-updown-5m-1779660900,UP,1248.066565574768,1.0,S3,0.5138238246016555,48.65480891116984,False,-24.999999999999996,-24.999999999999996
S3_prewindow,5m,BTC,btc-updown-5m-1779661500,UP,1067.1214584145173,1.0,S3,0.5,50.0,False,-25.0,-25.0
S3_prewindow,5m,ETH,eth-updown-5m-1779661500,UP,2115.713016115409,1.0,S3,0.49000000953674316,51.02040717026833,False,-25.0,-25.0
S4_prewindow,15m,SOL,sol-updown-15m-1779661800,UP,3101.694841273064,1.0,S4,0.4911591409663741,50.89999943971634,False,-25.0,-25.0
kelly,5m,BTC,btc-updown-5m-1779662100,UP,2865.4624373931338,3.0,S8,0.5099999904632568,147.05882627933775,False,-75.0,-75.0
kelly,5m,SOL,sol-updown-5m-1779662700,DOWN,899.6375524370249,1.0,S4,0.5247524518754454,47.64151155587925,False,-25.0,-25.0
kelly,15m,BTC,btc-updown-15m-1779662700,UP,3318.998904642768,4.0,S8,0.5,200.0,True,96.5,98.0
kelly,5m,ETH,eth-updown-5m-1779663000,UP,3476.3750217810907,4.0,S4,0.5099999904632568,196.078435039117,False,-100.0,-100.0
kelly,5m,SOL,sol-updown-5m-1779663000,UP,2466.6842282138246,3.0,S4,0.5278580982957193,142.083639982318,False,-75.00000000000001,-75.00000000000001
kelly,5m,BTC,btc-updown-5m-1779663000,UP,3579.44141896557,4.0,S4,0.5199999809265137,192.30769936149667,False,-100.0,-100.0
S3_prewindow,5m,BTC,btc-updown-5m-1779663600,DOWN,1148.2385394099026,1.0,S3,0.5099999904632568,49.01960875977925,False,-25.0,-25.0
kelly,15m,SOL,sol-updown-15m-1779663600,UP,2639.255025563483,3.0,S4,0.5340977627505482,140.42372994366755,True,62.97774319810793,64.1152553447942
kelly,5m,ETH,eth-updown-5m-1779663600,DOWN,1007.6221829914167,2.0,S4,0.505796822950176,98.85392262522237,False,-50.0,-50.0
S3_prewindow,5m,ETH,eth-updown-5m-1779663600,DOWN,1805.5076933463588,1.0,S3,0.5016623699786884,49.83431386544311,False,-25.0,-25.0
kelly,15m,BTC,btc-updown-15m-1779663600,UP,3423.1461653259175,4.0,S4,0.5099999904632568,196.078435039117,True,92.64843497235981,94.15686633833467
kelly,15m,ETH,eth-updown-15m-1779663600,UP,2839.0747313332067,3.0,S4,0.5118110125355609,146.53846471267352,True,68.97547252848521,70.10769541842005
S3_prewindow,5m,ETH,eth-updown-5m-1779663900,DOWN,225.61105272598692,1.0,S3,0.5136106702041309,48.67500122235376,False,-25.000000000000004,-25.000000000000004
S3_prewindow,5m,SOL,sol-updown-5m-1779663900,DOWN,218.9127728458373,1.0,S3,0.5127699317834853,48.754808834142274,False,-25.0,-25.0
kelly,5m,BTC,btc-updown-5m-1779663900,UP,-996.8771225150485,1.0,S8,0.550000011920929,45.45454446934474,True,19.66704449020636,20.04545357995784
S3_prewindow,5m,ETH,eth-updown-5m-1779664200,DOWN,970.497214631072,1.0,S3,0.5,50.0,False,-25.0,-25.0
kelly,15m,BTC,btc-updown-15m-1779664500,UP,-2121.8942546497633,1.0,S8,0.5099999904632568,49.01960875977925,False,-25.0,-25.0
kelly,5m,ETH,eth-updown-5m-1779665100,DOWN,74.44206795882535,1.0,S8,0.5105848063873852,48.96346245961788,True,23.106985870795803,23.48419321042552
kelly,5m,SOL,sol-updown-5m-1779665400,DOWN,2026.1918844458614,3.0,S4,0.528101388666979,142.01818364710843,False,-75.0,-75.0
S4_prewindow,15m,SOL,sol-updown-15m-1779665400,DOWN,725.0376921624646,1.0,S4,0.49707602610967005,50.294117372066225,False,-25.0,-25.0
kelly,5m,ETH,eth-updown-5m-1779665400,DOWN,2686.3292389893136,3.0,S4,0.5021958738223068,149.34411832013066,False,-75.0,-75.0
kelly,5m,BTC,btc-updown-5m-1779665400,DOWN,1979.0710168369608,2.0,S4,0.5,100.0,False,-50.0,-50.0
S4_prewindow,15m,ETH,eth-updown-15m-1779665400,DOWN,1858.3961889787427,1.0,S4,0.49000000953674316,51.02040717026833,False,-25.0,-25.0
S3_prewindow,5m,BTC,btc-updown-5m-1779665700,DOWN,3097.893071982113,1.0,S3,0.550000011920929,45.45454446934474,False,-25.000000000000004,-25.000000000000004
S3_prewindow,5m,BTC,btc-updown-5m-1779666300,UP,1065.286196888019,1.0,S3,0.49000000953674316,51.02040717026833,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779666300,UP,792.3838491913193,1.0,S4,0.5138238246016555,48.65480891116984,False,-24.999999999999996,-24.999999999999996
S3_prewindow,5m,SOL,sol-updown-5m-1779666300,UP,1550.7849550943565,1.0,S3,0.4921066176804862,50.80199920463565,False,-25.0,-25.0
S4_prewindow,15m,SOL,sol-updown-15m-1779666300,UP,1135.940031880015,1.0,S4,0.4951456355626088,50.49019562011038,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779667200,DOWN,-1219.4192988124696,1.0,S8,0.5236843441030827,47.738681290573325,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779668400,UP,354.2808231511574,1.0,S8,0.49604159172171675,50.39899963474272,True,24.51707242025573,24.89101964204787
kelly,15m,SOL,sol-updown-15m-1779669000,UP,-742.6833168603308,1.0,S8,0.49284002369884056,50.72639963850975,False,-25.0,-25.0
kelly,5m,BTC,btc-updown-5m-1779669300,DOWN,-2734.80726642646,1.0,S8,0.5,50.0,False,-25.0,-25.0
kelly,5m,BTC,btc-updown-5m-1779669600,DOWN,1228.8049061165673,2.0,S8,0.5,100.0,True,48.25,49.0
S3_prewindow,5m,BTC,btc-updown-5m-1779669600,UP,596.3455016877384,1.0,S3,0.5099999904632568,49.01960875977925,False,-25.0,-25.0
S3_prewindow,5m,ETH,eth-updown-5m-1779669600,UP,659.6075353745823,1.0,S3,0.5099999904632568,49.01960875977925,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779669600,DOWN,1628.4097901392236,2.0,S8,0.5351833472167647,93.4259263858383,True,41.79906810109697,42.55740785812153
S3_prewindow,5m,SOL,sol-updown-5m-1779669600,UP,841.7802451585587,1.0,S3,0.49999019350773566,50.00098066846027,False,-25.0,-25.0
kelly,5m,BTC,btc-updown-5m-1779669900,DOWN,-2692.7854618516158,1.0,S8,0.5,50.0,False,-25.0,-25.0
kelly,15m,BTC,btc-updown-15m-1779669900,DOWN,-2433.273494245707,1.0,S8,0.5,50.0,False,-25.0,-25.0
S3_prewindow,5m,ETH,eth-updown-5m-1779670800,DOWN,2860.7808342698713,1.0,S3,0.5089718682310933,49.11862827878144,True,23.259329048185855,23.63625571320581
S3_prewindow,5m,BTC,btc-updown-5m-1779670800,DOWN,2632.717611514461,1.0,S3,0.5,50.0,True,24.125,24.5
kelly,5m,SOL,sol-updown-5m-1779671100,DOWN,1930.605462173387,2.0,S8,0.5190531509938241,96.32924856397784,False,-50.00000000000001,-50.00000000000001
kelly,5m,BTC,btc-updown-5m-1779671100,DOWN,2766.2515718148484,3.0,S8,0.5040535086492874,148.79372668385457,False,-75.0,-75.0
kelly,15m,BTC,btc-updown-15m-1779671700,DOWN,3187.4633236716045,4.0,S8,0.513007186757917,194.92904306463257,True,91.52009337193799,93.03046220333991
kelly,15m,SOL,sol-updown-15m-1779671700,DOWN,1714.6249883030307,2.0,S8,0.5292046594311948,94.48140546181418,True,42.83362176982336,43.59177735257789
kelly,5m,ETH,eth-updown-5m-1779672000,DOWN,-2032.425609334848,1.0,S8,0.5342387762507774,46.79555493041323,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779672000,DOWN,-278.3171551932395,1.0,S8,0.5155641878957389,48.49056739576272,True,22.64280472458026,23.020756047847463
kelly,5m,BTC,btc-updown-5m-1779672000,DOWN,-522.4119673714589,1.0,S8,0.5,50.0,False,-25.0,-25.0
S3_prewindow,5m,BTC,btc-updown-5m-1779672600,DOWN,1850.015688762966,1.0,S3,0.5199604639694342,48.08057868313161,False,-25.0,-25.0
kelly,15m,BTC,btc-updown-15m-1779672600,DOWN,-1150.6015082365527,1.0,S8,0.5252287977336526,47.59830403030887,True,21.767454426342763,22.146337949702694
kelly,15m,ETH,eth-updown-15m-1779672600,DOWN,-1157.1394797348512,1.0,S8,0.5280020136673992,47.34830427322591,True,21.522307797143856,21.90133818776139
kelly,15m,SOL,sol-updown-15m-1779672600,DOWN,-1374.1056703042198,1.0,S8,0.5199999809265137,48.07692484037417,True,22.236924806995567,22.615386343566684
S3_prewindow,5m,ETH,eth-updown-5m-1779672600,DOWN,2703.9331210684136,1.0,S3,0.5038549810211949,49.61745133357799,False,-24.999999999999996,-24.999999999999996
S3_prewindow,5m,SOL,sol-updown-5m-1779672600,DOWN,1488.5501512566314,1.0,S3,0.502948657167932,49.70686300421441,True,23.837023154258297,24.212725744130125
S3_prewindow,5m,BTC,btc-updown-5m-1779673500,UP,2833.546627219048,1.0,S3,0.5047425964080746,49.530196535637714,True,23.66349607935184,24.039592604924955
kelly,5m,SOL,sol-updown-5m-1779674100,DOWN,-3787.2233466655457,1.0,S8,0.5115830009204431,48.867925546822036,True,23.01319579843281,23.390567035885596
S3_prewindow,5m,SOL,sol-updown-5m-1779675300,UP,314.3985391328896,1.0,S3,0.5148310817169695,48.559616712776204,False,-25.0,-25.0
S4_prewindow,15m,ETH,eth-updown-15m-1779675300,UP,1827.882565262251,1.0,S4,0.4699999988079071,53.19148949661531,False,-25.0,-25.0
S3_prewindow,5m,ETH,eth-updown-5m-1779675300,UP,1456.5861513043544,1.0,S3,0.4684512475693656,53.367346398833405,False,-25.0,-25.0
S4_prewindow,15m,SOL,sol-updown-15m-1779675300,UP,963.5280356824371,1.0,S4,0.49489859010764004,50.51539951763152,False,-25.0,-25.0
S4_prewindow,15m,BTC,btc-updown-15m-1779675300,UP,1540.9814363864648,1.0,S4,0.47927149729915536,52.16250108943013,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779675600,DOWN,-891.0566482712345,1.0,S8,0.5185909806949534,48.20754878246822,True,22.36508299868439,22.74339780681886
kelly,5m,ETH,eth-updown-5m-1779675600,DOWN,767.7569934678374,1.0,S8,0.5240276469277039,47.70740655874033,True,21.87445494086381,22.25325842756552
S4_prewindow,15m,BTC,btc-updown-15m-1779676200,DOWN,1622.0379722604196,1.0,S4,0.5,50.0,False,-25.0,-25.0
kelly,5m,BTC,btc-updown-5m-1779676200,DOWN,3603.4655932930605,4.0,S4,0.4851912748970215,206.10428334933331,True,102.50062227361246,103.98219768234665
kelly,5m,SOL,sol-updown-5m-1779676200,DOWN,1454.1056958101906,2.0,S4,0.5106951247826366,97.90577112182368,True,46.193204058562905,46.947655699387205
kelly,15m,ETH,eth-updown-15m-1779676200,DOWN,-1856.7177987167893,1.0,S8,0.5247524518754454,47.64151155587925,True,21.809828346661277,22.188681324761664
kelly,15m,SOL,sol-updown-15m-1779676200,DOWN,-3069.6508989030604,1.0,S8,0.5199999809265137,48.07692484037417,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779676500,UP,3037.3259016627153,4.0,S8,0.5394695537496886,185.36727291638692,True,82.14355979263475,83.65992745805919
S3_prewindow,5m,ETH,eth-updown-5m-1779676800,DOWN,197.35141508134825,1.0,S3,0.4921298667663355,50.79959922828675,False,-25.0,-25.0
S3_prewindow,5m,SOL,sol-updown-5m-1779676800,UP,427.14201675290167,1.0,S3,0.5247316704424636,47.64339834666265,False,-25.0,-25.0
kelly,5m,BTC,btc-updown-5m-1779677100,DOWN,3619.18214439078,4.0,S8,0.5,200.0,True,96.5,98.0
kelly,5m,SOL,sol-updown-5m-1779677100,DOWN,2974.5476966171127,3.0,S4,0.5261416033117808,142.54717651657842,False,-75.0,-75.0
kelly,5m,ETH,eth-updown-5m-1779677100,DOWN,3707.876866845401,4.0,S4,0.48766261326305466,205.05980421767143,True,101.47344251051281,102.958608133318
kelly,15m,SOL,sol-updown-15m-1779677100,UP,455.6497272770488,1.0,S8,0.5346534600878171,46.759259719171624,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779677400,DOWN,2317.764324695273,3.0,S8,0.5178630686101786,144.82592898791214,False,-75.0,-75.0
kelly,15m,SOL,sol-updown-15m-1779678000,DOWN,-192.87259777718725,1.0,S8,0.4951456355626088,50.49019562011038,True,24.60670048234494,24.98039170770817
kelly,5m,BTC,btc-updown-5m-1779678900,UP,1810.2743294821744,2.0,S8,0.5,100.0,True,48.25,49.0
S3_prewindow,5m,BTC,btc-updown-5m-1779678900,DOWN,1515.7451882594253,1.0,S3,0.5099999904632568,49.01960875977925,False,-25.0,-25.0
S3_prewindow,5m,ETH,eth-updown-5m-1779678900,DOWN,2150.7499927056297,1.0,S3,0.5,50.0,True,24.125,24.5
S3_prewindow,5m,SOL,sol-updown-5m-1779678900,DOWN,2118.3920336802075,1.0,S3,0.4892176445453752,51.101999853730206,False,-25.0,-25.0
kelly,5m,ETH,eth-updown-5m-1779679200,UP,120.91937178989376,1.0,S8,0.550000011920929,45.45454446934474,True,19.66704449020636,20.04545357995784
S3_prewindow,5m,BTC,btc-updown-5m-1779679200,UP,640.8148843316596,1.0,S3,0.5,50.0,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779679500,UP,2203.873451281282,3.0,S8,0.5372982645941438,139.58727385180066,False,-75.0,-75.0
kelly,15m,ETH,eth-updown-15m-1779679800,UP,311.450584313957,1.0,S8,0.5292395041691895,47.23759243793694,True,21.413761570233017,21.792840589178198
kelly,5m,SOL,sol-updown-5m-1779680400,UP,-1050.8657782645291,1.0,S8,0.5289315306763953,47.26509680379634,True,21.440726982480033,21.819794867720415
kelly,5m,ETH,eth-updown-5m-1779680700,UP,-206.246523891091,1.0,S8,0.5099999904632568,49.01960875977925,False,-25.0,-25.0
kelly,5m,BTC,btc-updown-5m-1779681000,DOWN,2767.41835156302,3.0,S8,0.5,150.0,False,-75.0,-75.0
kelly,5m,ETH,eth-updown-5m-1779681000,DOWN,3713.865688690745,4.0,S8,0.48610375170053594,205.71740014383795,False,-100.0,-100.0
kelly,5m,ETH,eth-updown-5m-1779681300,UP,-465.1599699265846,1.0,S8,0.5099999904632568,49.01960875977925,False,-25.0,-25.0
kelly,15m,BTC,btc-updown-15m-1779681600,DOWN,698.5100372596953,1.0,S8,0.5,50.0,False,-25.0,-25.0
kelly,15m,ETH,eth-updown-15m-1779681600,DOWN,1555.8490759682263,2.0,S8,0.5273631581138647,94.81132542293435,True,43.15709647633287,43.91509891447565
S4_prewindow,15m,SOL,sol-updown-15m-1779682500,UP,925.7055836079331,1.0,S4,0.5068226057441032,49.32692369413096,True,23.463863254183142,23.840385220248344
kelly,5m,BTC,btc-updown-5m-1779682500,UP,1085.3908998680772,2.0,S8,0.5033457659371458,99.33529470921117,True,47.597004889991176,48.34858881502694
kelly,5m,ETH,eth-updown-5m-1779684900,UP,3033.5996429658408,4.0,S4,0.5,200.0,True,96.5,98.0
kelly,5m,BTC,btc-updown-5m-1779685500,DOWN,-1939.9981378396315,1.0,S8,0.5699999928474426,43.85964967317309,False,-25.0,-25.0
kelly,5m,ETH,eth-updown-5m-1779685500,DOWN,2535.068023706839,3.0,S8,0.5419616443438036,138.3861769236613,False,-75.0,-75.0
S3_prewindow,5m,ETH,eth-updown-5m-1779685500,DOWN,2646.7104896721403,1.0,S3,0.550000011920929,45.45454446934474,False,-25.000000000000004,-25.000000000000004
kelly,5m,SOL,sol-updown-5m-1779685500,DOWN,-299.9997138977051,1.0,S8,0.5357142857142857,46.66666666666667,False,-25.000000000000004,-25.000000000000004
kelly,5m,SOL,sol-updown-5m-1779685800,UP,-3453.6356133417885,1.0,S8,0.5138238246016555,48.65480891116984,True,22.804000604222736,23.181712732946444
kelly,15m,SOL,sol-updown-15m-1779686100,DOWN,1982.4740062714686,2.0,S8,0.5625606207004729,88.87931035368678,True,37.34827252613843,38.10172414661304
kelly,15m,ETH,eth-updown-15m-1779686100,DOWN,3100.4166495461604,4.0,S8,0.5351833472167647,186.8518527716766,True,83.59813620219394,85.11481571624306
kelly,15m,BTC,btc-updown-15m-1779686100,DOWN,1660.9702887635503,2.0,S8,0.523860334287016,95.44528708792386,True,43.778798257928415,44.53638134616538
S3_prewindow,5m,SOL,sol-updown-5m-1779686400,UP,1693.9083663993192,1.0,S3,0.46534653786712626,53.72340388430789,False,-25.0,-25.0
kelly,5m,BTC,btc-updown-5m-1779686400,UP,1072.5527501706977,2.0,S8,0.49000000953674316,102.04081434053666,False,-50.0,-50.0
kelly,15m,BTC,btc-updown-15m-1779687000,UP,854.1646544578297,1.0,S8,0.5099999904632568,49.01960875977925,True,23.162108743089952,23.539216584583667
kelly,5m,SOL,sol-updown-5m-1779687000,DOWN,967.5554004993825,1.0,S4,0.5185605367401003,48.210378979397476,False,-25.000000000000004,-25.000000000000004
kelly,5m,BTC,btc-updown-5m-1779687300,DOWN,-886.1491942797317,1.0,S8,0.5566600452976344,44.91071383905958,False,-25.0,-25.0
kelly,5m,ETH,eth-updown-5m-1779687300,DOWN,-1146.9953847137892,1.0,S8,0.5257936263901364,47.547172018114416,False,-25.0,-25.0
kelly,5m,SOL,sol-updown-5m-1779687600,UP,709.613048066523,1.0,S8,0.46000000834465027,54.3478251010574,True,28.40282511566054,28.760868599036254
S3_prewindow,5m,BTC,btc-updown-5m-1779687600,UP,1387.7615191039438,1.0,S3,0.4629301260734304,54.00383036647409,True,28.063958087102595,28.42375375914461
S3_prewindow,5m,ETH,eth-updown-5m-1779687600,UP,593.7049661444494,1.0,S3,0.49000000953674316,51.02040717026833,True,25.12790718695763,25.499999026862962
kelly,15m,BTC,btc-updown-15m-1779687900,DOWN,1084.6452636115434,2.0,S8,0.5178137731977951,96.55981085868287,True,44.87215906487515,45.62861464150921
kelly,15m,ETH,eth-updown-15m-1779687900,DOWN,737.2912847429458,1.0,S8,0.5231075132565214,47.791322751926344,True,21.956760900125253,22.335496296887815
S3_prewindow,5m,BTC,btc-updown-5m-1779687900,UP,1011.5898475375973,1.0,S3,0.4699999988079071,53.19148949661531,False,-25.0,-25.0
kelly,5m,ETH,eth-updown-5m-1779687900,UP,-188.58781238329735,1.0,S8,0.48567265720305614,51.47499993920326,False,-25.0,-25.0
S3_prewindow,5m,ETH,eth-updown-5m-1779687900,UP,1948.5382983608436,1.0,S3,0.49000000953674316,51.02040717026833,False,-25.0,-25.0
