sleeve_id,anchor,gate_stack,depth,offset_filter,n_train,n_val,n_lockbox,n_full,wr_train,wr_val,wr_lockbox,wr_full,dpt_25,dpt_train,dpt_val,dpt_full,sum_25_28d,sum_lockbox,max_dd_25,max_dd_full,loss_streak,loss_streak_full,sharpe,sharpe_full,n_days_full,n_days_lock,bootstrap_p_lockbox,bootstrap_p_full
TS_TS_STRONG_OFF[60-240]_VWAP[none],offset_60-240,g_tr_stack_full_with&g_trend_slope_strong_with,2,60-240,176,59,61,296,62.5,66.10169491525424,65.57377049180327,63.85135135135135,1.8178998934862578,-1.971342369321607,0.13309375093268486,-0.7709859195706511,-228.21183219291274,110.89189350266173,82.00948217674,450.7745736474186,3,8,5.458589583139368,-1.7522201286871897,28,4,0.24628458159253053,0.7577233896019604
TS_TS_STRONG_OFF[240-480]_VWAP[none],offset_240-480,g_tr_stack_full_with&g_trend_slope_strong_with,2,240-480,125,28,28,181,72.8,75.0,67.85714285714286,72.37569060773481,3.0865816079080757,-1.7160237421165203,0.6475763196235823,-0.6074394795230864,-109.94654579367864,86.42428502142612,101.84100478451334,278.46401940169227,4,4,5.111426582811362,-1.4022056743266686,27,4,0.2646801959890387,0.667958410792989
TS_TS_STRONG_OFF[480-840]_VWAP[none],offset_480-840,g_tr_stack_full_with&g_trend_slope_strong_with,2,480-840,127,38,32,197,84.25196850393701,78.94736842105263,81.25,82.74111675126903,1.0835722513735382,-0.39132768241772187,-1.3359894383354334,-0.3339690471058067,-65.79190227984392,34.67431204395322,59.76526823814203,288.82620852963515,2,3,4.4694044540491955,-0.789263892167682,28,4,0.3614212782237747,0.6025864996245305
TS_TS_STRONG_OFF[late_480plus]_VWAP[none],offset_late_480plus,g_tr_stack_full_with&g_trend_slope_strong_with,2,late_480plus,186,55,44,285,81.18279569892472,76.36363636363637,79.54545454545455,80.0,2.2736410859958376,-0.7593496755927049,-1.6597461590247145,-0.46485919516766844,-132.4848706227855,100.04020778381685,72.0039086700861,326.0691966770065,2,4,12.198674180597758,-1.1545195454778752,28,4,0.2264687555828862,0.6691825026187496
TS_TS_STRONG_OFF[late_360plus]_VWAP[none],offset_late_360plus,g_tr_stack_full_with&g_trend_slope_strong_with,2,late_360plus,252,66,60,378,78.57142857142857,77.27272727272727,75.0,77.77777777777779,2.018309951089656,-1.048418981871491,-0.49447669253463894,-0.46491652929503324,-175.73844807352256,121.09859706537935,120.36037303037088,463.0499422549168,3,5,9.491911748739199,-1.2995519555937562,28,4,0.24119131775481484,0.6972694186367113
TS_TS_STRONG_OFF[all]_VWAP[g_vwap_sweet],offset_all,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_sweet,3,all,209,75,71,355,59.80861244019139,65.33333333333333,64.7887323943662,61.97183098591549,1.0152162005617407,-1.900600744342378,0.7400180531926471,-0.7595601446147179,-269.64385133822486,72.08035023988359,130.53987484642724,467.9719321114203,4,9,3.4049826339003126,-1.873936176073026,28,4,0.3313014064048488,0.7717639257324145
TS_TS_STRONG_OFF[60-240]_VWAP[g_vwap_sweet],offset_60-240,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_sweet,3,60-240,143,51,46,240,58.04195804195804,64.70588235294117,65.21739130434783,60.83333333333333,2.0147701427773357,-2.0416841506487846,0.6812539434214916,-0.6855727327521779,-164.5374558605227,92.67942656775745,87.52269938781335,384.3120877883954,3,8,4.5551840937586325,-1.33818855580669,28,4,0.2571635203213366,0.6997524054908452
TS_TS_STRONG_OFF[240-480]_VWAP[g_vwap_sweet],offset_240-480,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_sweet,3,240-480,45,13,17,75,62.22222222222222,61.53846153846154,58.82352941176471,61.33333333333333,-3.194745435232601,-1.4375424384850546,-2.270155688560338,-1.9801614144275477,-148.51210608206608,-54.31067239895421,89.23110068365926,236.03716804276533,3,3,-6.2620329455343855,-3.18335786072533,25,4,0.765598964378708,0.8049113399324967
TS_TS_STRONG_OFF[late_480plus]_VWAP[g_vwap_sweet],offset_late_480plus,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_sweet,3,late_480plus,37,20,15,72,64.86486486486487,60.0,73.33333333333333,65.27777777777779,2.569233833008474,-0.9059605095022937,-1.061996919022489,-0.22530513523482693,-16.22196973690754,38.53850749512711,37.94455970969733,115.58188750766362,1,3,5.975628944026111,-0.3099857587588424,24,4,0.290563545771501,0.5401348352963576
TS_TS_STRONG_OFF[late_360plus]_VWAP[g_vwap_sweet],offset_late_360plus,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_sweet,3,late_360plus,66,24,25,115,63.63636363636363,66.66666666666666,64.0,64.34782608695652,-0.8239630531149524,-1.594920030678497,0.8648917864563526,-0.9139686563278446,-105.10639547770214,-20.59907632787381,88.60695127048132,185.72997033075603,2,4,-2.3000412146410056,-1.650321147584737,25,4,0.5880954674358664,0.7048180490101484
TS_TS_STRONG_OFF[all]_VWAP[g_vwap_low_mid],offset_all,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_low_mid,3,all,130,48,52,230,48.46153846153846,47.91666666666667,55.769230769230774,50.0,1.1015208024038876,-3.853150284540059,-3.8521511848500167,-2.7327552701652444,-628.5337121380062,57.27908172500216,184.24798450481896,870.0607783678277,4,9,2.321133239039393,-4.846439566456888,28,4,0.36622199355266605,0.9677406607647601
TS_TS_STRONG_OFF[60-240]_VWAP[g_vwap_low_mid],offset_60-240,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_low_mid,3,60-240,97,34,36,167,48.45360824742268,47.05882352941176,61.111111111111114,50.898203592814376,3.892866839054255,-4.093867586907877,-4.127366360003756,-2.3789964428996324,-397.29240596423864,140.1432062059532,75.0,612.4356121701918,3,7,6.715629843222367,-3.4308395419487523,28,4,0.16422867743598507,0.9139627571763937
TS_TS_STRONG_OFF[late_360plus]_VWAP[g_vwap_low_mid],offset_late_360plus,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_low_mid,3,late_360plus,33,14,16,63,48.484848484848484,50.0,43.75,47.61904761904761,-5.179007780059441,-3.145587304852832,-3.1837714737623637,-3.6704969233931375,-231.24130617376767,-82.86412448095106,131.51754332029037,318.92499779263176,5,5,-6.768727132661413,-4.6939991635597265,25,4,0.8154832604758074,0.8971467840645806
TS_TS_STRONG_OFF[all]_VWAP[g_vwap_lt_75],offset_all,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_75,3,all,207,79,81,367,52.65700483091788,56.9620253164557,60.49382716049383,55.313351498637594,2.8406784000519782,-2.7438198528541453,-1.6173580938661918,-1.2687930478256866,-465.64704855202694,230.09495040421024,213.70095380643284,823.6452324312538,5,11,7.290290251170758,-2.3877191738497987,28,4,0.15790501771263898,0.8618114836488324
TS_TS_STRONG_OFF[60-240]_VWAP[g_vwap_lt_75],offset_60-240,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_75,3,60-240,135,50,49,234,55.55555555555556,60.0,65.3061224489796,58.54700854700855,3.565223777347438,-2.581475483043552,-0.7238274623764437,-0.8974128129900735,-209.9945982396772,174.69596509002446,90.25314057234193,486.7857686898169,3,8,6.675677048458382,-1.6216327923841294,28,4,0.12993420918527,0.7475551614308149
TS_TS_STRONG_OFF[240-480]_VWAP[g_vwap_lt_75],offset_240-480,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_75,3,240-480,47,13,19,79,55.319148936170215,53.84615384615385,52.63157894736842,54.43037974683544,2.8330056941245956,-1.6398655399309918,-1.2961033171418324,-0.5075432317877615,-40.095915311233156,53.82710818836731,101.84100478451333,216.0101760039749,4,4,3.4968840026495807,-0.663895706166182,26,4,0.3486152427089583,0.5703057464087008
TS_TS_STRONG_OFF[480-840]_VWAP[g_vwap_lt_75],offset_480-840,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_75,3,480-840,25,16,13,54,32.0,50.0,53.84615384615385,42.592592592592595,0.12091362506296012,-5.69591355812688,-4.670660823360197,-3.9917876852058645,-215.55653500111669,1.5718771258184816,63.04169490685924,339.6675280829197,2,6,0.22055962351992425,-2.9715914560685706,24,4,0.49370119329783735,0.8234433272442725
TS_TS_STRONG_OFF[late_480plus]_VWAP[g_vwap_lt_75],offset_late_480plus,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_75,3,late_480plus,45,24,21,90,40.0,45.83333333333333,57.14285714285714,45.55555555555556,2.631757846453063,-4.275868603129497,-6.364691490247673,-3.221108534791746,-289.89976813125713,55.26691477551432,77.93751641330181,380.87758708469045,2,6,5.95919532850132,-2.843005450233716,26,4,0.3425659722738015,0.8439243465947611
TS_TS_STRONG_OFF[late_360plus]_VWAP[g_vwap_lt_75],offset_late_360plus,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_75,3,late_360plus,72,29,32,133,47.22222222222222,51.724137931034484,53.125,49.62406015037594,1.7312182910683052,-3.0482155462490086,-3.157928148158861,-1.9221988745289462,-255.65245031234986,55.398985314185765,134.45505973359218,424.3253832437123,3,6,4.749929791763892,-2.170037812266515,27,4,0.372851586202125,0.7780977827006887
TS_TS_STRONG_OFF[all]_VWAP[g_vwap_lt_70],offset_all,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_70,3,all,176,73,72,321,49.43181818181818,53.42465753424658,58.333333333333336,52.336448598130836,2.99410150212997,-3.099995376671448,-2.4930113515764165,-1.5950582766538797,-512.0137068058954,215.57530815335787,223.70799710282836,857.5831781065642,5,10,6.043456761651838,-2.704129721052834,28,4,0.16274999453485217,0.8725721356078535
TS_TS_STRONG_OFF[60-240]_VWAP[g_vwap_lt_70],offset_60-240,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_70,3,60-240,116,46,45,207,51.724137931034484,56.52173913043478,64.44444444444444,55.55555555555556,3.8510556682763073,-3.351209739298413,-1.572855748029541,-1.3903100922489904,-287.794189095541,173.29750507243384,90.25314057234193,545.6846445160704,3,7,6.829689227105277,-2.304968695552992,28,4,0.12633161165587237,0.8274857163678179
TS_TS_STRONG_OFF[240-480]_VWAP[g_vwap_lt_70],offset_240-480,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_70,3,240-480,39,13,15,67,53.84615384615385,53.84615384615385,46.666666666666664,52.23880597014925,3.3616898517370104,-1.2063116349458776,-1.2961033171418324,-0.20104700163698355,-13.470149109677898,50.425347776055155,100.0,184.7335170345073,4,4,2.974670275344698,-0.2236996844965623,25,4,0.35394830249550846,0.5259023271853537
TS_TS_STRONG_OFF[late_480plus]_VWAP[g_vwap_lt_70],offset_late_480plus,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_70,3,late_480plus,39,22,18,79,41.02564102564102,40.909090909090914,50.0,43.037974683544306,1.4953215521493297,-2.816126947700645,-7.764142896593489,-3.2117000854011892,-253.72430674669394,26.915787938687934,87.94455970969733,346.1507836302669,2,6,3.5854219132914564,-2.7839996431017715,25,4,0.42456737673251166,0.810763250820635
TS_TS_STRONG_OFF[late_360plus]_VWAP[g_vwap_lt_70],offset_late_360plus,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_70,3,late_360plus,60,27,27,114,45.0,48.148148148148145,48.148148148148145,46.49122807017544,1.5658445585527399,-2.6143142755926503,-4.060683861322945,-1.9668378746522328,-224.21951771035455,42.277803080923974,144.4621030299877,424.8177914649393,3,6,2.9073860512858984,-2.0351210040635146,26,4,0.39970080781203166,0.7548921650860918
TS_TS_STRONG_OFF[all]_VWAP[g_vwap_lt_65],offset_all,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_65,3,all,146,54,60,260,45.20547945205479,44.44444444444444,53.333333333333336,46.92307692307692,2.4499590693270283,-3.8971958598071867,-4.782365813538818,-2.616310789628169,-680.2408053033239,146.9975441596217,234.24798450481893,1000.8784708710735,5,10,4.312544076222017,-3.738502996027759,28,4,0.24964888156238607,0.9493404999044277
TS_TS_STRONG_OFF[60-240]_VWAP[g_vwap_lt_65],offset_60-240,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_65,3,60-240,98,34,37,169,47.95918367346938,47.05882352941176,59.45945945945946,50.29585798816568,3.111978546106844,-4.307195468674124,-4.127366360003756,-2.6467006270073297,-447.2924059642387,115.14320620595322,77.73044118452859,640.1660533547204,3,7,4.962897015690995,-3.85483191990787,28,4,0.2158659940919319,0.9308063471583495
TS_TS_STRONG_OFF[240-480]_VWAP[g_vwap_lt_65],offset_240-480,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_65,3,240-480,29,9,14,52,44.827586206896555,33.33333333333333,50.0,44.230769230769226,5.3875248411467975,-3.0025081665212197,-7.155563863976728,-1.4624512274779005,-76.04746382885082,75.42534777605516,81.51754332029037,259.9490766030867,3,6,5.422263228582883,-1.3590700990629263,24,4,0.2849948769840057,0.6460820247097596
TS_TS_STRONG_OFF[late_480plus]_VWAP[g_vwap_lt_65],offset_late_480plus,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_65,3,late_480plus,34,18,14,66,38.23529411764706,38.88888888888889,42.857142857142854,39.39393939393939,1.1780230579594593,-2.7515710118725316,-8.03182225737073,-3.35808927613495,-221.6338922249067,16.49232281143243,100.0,356.47814447340727,4,5,2.272732542454831,-2.609528336890372,25,4,0.4501996297007596,0.7888306241090873
TS_TS_STRONG_OFF[late_360plus]_VWAP[g_vwap_lt_65],offset_late_360plus,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_lt_65,3,late_360plus,48,20,23,91,39.58333333333333,40.0,43.47826086956522,40.65934065934066,1.3849712153768916,-3.0601133250371917,-5.895864884548424,-2.5598725202097268,-232.94839933908514,31.854337953668505,156.51754332029037,440.40360571033574,5,7,2.3767533860233074,-2.264620371423826,26,4,0.42164659736863885,0.7779699545782104
TS_TS_STRONG_OFF[60-240]_VWAP[g_vwap_gt_50],offset_60-240,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_gt_50,3,60-240,161,53,51,265,65.83850931677019,69.81132075471697,66.66666666666666,66.79245283018868,0.6406738420711842,-1.1064675438908425,0.9722502386033012,-0.3544816829238501,-93.93764597482028,32.67436594563039,82.00948217674,319.57436596556045,3,6,2.0532261960496885,-0.7841282734304362,28,4,0.4039931028457498,0.6261184842004587
TS_TS_STRONG_OFF[240-480]_VWAP[g_vwap_gt_50],offset_240-480,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_gt_50,3,240-480,113,26,23,162,76.99115044247787,76.92307692307693,69.56521739130434,75.92592592592592,-1.9265807969864654,-1.4566365614029844,-0.32782176893247517,-1.3421892330954956,-217.4346557614703,-44.311358330688705,83.45153075379784,282.9207079461739,3,4,-4.853212014281201,-4.275431312812787,27,4,0.7175515915793593,0.8888817269778688
TS_TS_STRONG_OFF[480-840]_VWAP[g_vwap_gt_50],offset_480-840,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_gt_50,3,480-840,114,33,27,174,92.10526315789474,90.9090909090909,92.5925925925926,91.95402298850574,2.4745937403413025,0.15974774186792878,2.249466707371319,0.9152739937092678,159.25767490541259,66.81403098921517,34.765268238142035,79.01904784333469,1,2,7.670571876407311,4.105871018962061,28,4,0.08318068731180128,0.08766595394624438
TS_TS_STRONG_OFF[late_480plus]_VWAP[g_vwap_gt_50],offset_late_480plus,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_gt_50,3,late_480plus,166,50,37,253,88.55421686746988,84.0,89.1891891891892,87.74703557312253,2.057232283207831,-0.14685048493352437,0.6742792250728138,0.33776432898563397,85.4543752333654,76.11759447868974,33.47579423031626,126.96046797829575,1,4,11.900964474581002,1.565081298732758,28,4,0.1288633755252625,0.3046803795045242
TS_TS_STRONG_OFF[late_360plus]_VWAP[g_vwap_gt_50],offset_late_360plus,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_gt_50,3,late_360plus,227,59,50,336,84.58149779735683,84.7457627118644,82.0,84.22619047619048,0.4500534531705286,-0.6448840919189137,1.1137124635764268,-0.17314577635731457,-58.176980856057696,22.50267265852643,75.31471527031067,211.3714609637684,2,5,2.4458439882662875,-0.8580661334723896,28,4,0.4071095571002463,0.608541894003443
TS_TS_STRONG_OFF[60-240]_VWAP[g_vwap_gt_55],offset_60-240,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_gt_55,3,60-240,140,43,41,224,68.57142857142857,74.4186046511628,65.85365853658537,69.19642857142857,-1.2211153800529788,-0.9145463254821814,1.5907804260341394,-0.4897261510277214,-109.69865783020958,-50.06573058217213,156.7238189308385,302.48657446764275,4,5,-3.8221840761774915,-1.0784148086159353,28,4,0.6734301174660252,0.669388152798988
TS_TS_STRONG_OFF[240-480]_VWAP[g_vwap_gt_55],offset_240-480,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_gt_55,3,240-480,109,24,19,152,77.98165137614679,83.33333333333334,78.94736842105263,78.94736842105263,0.44644180571108716,-1.4476411684841701,1.7281930836564854,-0.70943328321387,-107.83385904850824,8.482394308510656,55.65777811459848,200.44615752754902,2,4,1.2965607160076693,-2.1846731673677664,27,4,0.445646046891539,0.7376051611788604
TS_TS_STRONG_OFF[480-840]_VWAP[g_vwap_gt_55],offset_480-840,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_gt_55,3,480-840,112,30,26,168,93.75,90.0,92.3076923076923,92.85714285714286,1.6810944857421786,0.6090289515441418,0.25706839703441275,0.7120937566266244,119.63175111327291,43.70845662929664,34.765268238142035,58.047708149629045,1,1,7.057026594624495,3.8742988386794903,28,4,0.16895123297948716,0.12062838650326063
TS_TS_STRONG_OFF[late_480plus]_VWAP[g_vwap_gt_55],offset_late_480plus,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_gt_55,3,late_480plus,163,45,36,244,89.57055214723927,86.66666666666667,88.88888888888889,88.9344262295082,1.472556114410312,0.023032518600014113,0.3820802626982126,0.3031144773442339,73.95993247199307,53.01202011877123,49.00000097313704,103.34677948225311,1,4,9.38266346993462,1.429633652333814,28,4,0.19856201664399364,0.320656799008321
TS_TS_STRONG_OFF[late_360plus]_VWAP[g_vwap_gt_55],offset_late_360plus,g_tr_stack_full_with&g_trend_slope_strong_with&g_vwap_gt_55,3,late_360plus,221,54,45,320,85.97285067873304,87.03703703703704,86.66666666666667,86.25,1.1597966875068286,-0.4053468090128083,0.9109015910886671,0.036868412702389455,11.797892064764625,52.190850937807284,61.87335381818754,167.4828102688537,1,5,6.542770611441895,0.18080699978972062,28,4,0.2577995540728246,0.47614090084460203
TS_ALONE_OFF[480-840]_VWAP[g_vwap_sweet],offset_480-840,g_tr_stack_full_with&g_vwap_sweet,2,480-840,126,60,61,298,65.87301587301587,70.0,70.49180327868852,68.45637583892618,1.3794265166426711,-1.2955038265665038,1.4621611221190365,0.19842766612444612,59.13144450508494,84.14501751520294,140.7098956489133,300.36988459834515,3,5,4.527717617960119,0.5466274829013753,32,4,0.27099909732649774,0.4221676431830538
TS_ALONE_OFF[240-480]_VWAP[g_vwap_low_mid],offset_240-480,g_tr_stack_full_with&g_vwap_low_mid,2,240-480,100,44,45,229,56.00000000000001,56.81818181818182,57.77777777777777,59.82532751091703,0.5837963252447271,0.4671250727068227,2.3834586777344984,2.1939176103206335,502.40713276342507,26.270834636012722,197.64635120106786,364.1637661506828,5,6,1.4344305829537618,3.7645844110437983,33,4,0.4317350494939426,0.07857688394418916
TS_ALONE_OFF[480-840]_VWAP[g_vwap_low_mid],offset_480-840,g_tr_stack_full_with&g_vwap_low_mid,2,480-840,70,31,29,166,47.14285714285714,54.83870967741935,55.172413793103445,50.0,1.441700662495051,-2.339777195580743,0.18922549252310264,-1.1859864995401033,-196.87375892365714,41.80931921235648,156.36383820900295,384.5872175274339,5,5,2.0701159707345953,-1.8091298844543622,32,4,0.37654775611864866,0.7337057208117223
TS_ALONE_OFF[late_480plus]_VWAP[g_vwap_low_mid],offset_late_480plus,g_tr_stack_full_with&g_vwap_low_mid,2,late_480plus,113,57,49,271,46.902654867256636,57.89473684210527,59.183673469387756,53.13653136531366,1.8852397239252077,-3.0473113166550823,2.4157583240476224,-0.18555094785312412,-50.28430686819664,92.37674647233517,123.73949251163037,458.6886698925266,3,5,8.046204642414164,-0.3811762444868127,33,4,0.2877864455075269,0.5501495811551994
TS_ALONE_OFF[late_360plus]_VWAP[g_vwap_low_mid],offset_late_360plus,g_tr_stack_full_with&g_vwap_low_mid,2,late_360plus,170,75,74,395,52.352941176470594,56.00000000000001,56.75675675675676,55.69620253164557,0.9200020790320156,-0.6886582142351161,1.4765089611804543,0.7735022122525768,305.5333738397678,68.08015384836915,135.65780185332721,397.95058303195253,3,6,6.602662284038329,1.8299472867901225,33,4,0.36599005591508715,0.26018219453358504
TS_ALONE_OFF[240-480]_VWAP[g_vwap_lt_75],offset_240-480,g_tr_stack_full_with&g_vwap_lt_75,2,240-480,221,84,81,479,61.990950226244344,58.333333333333336,55.55555555555556,60.75156576200418,-1.0531160395261052,0.5236827748934235,-0.06241711153287731,0.26628385412808886,127.54996612735457,-85.30239920161452,349.60406932121543,415.1702114112638,7,7,-2.188252963195583,0.6902744141009869,33,4,0.6551615996065776,0.39717423462541834
TS_ALONE_OFF[480-840]_VWAP[g_vwap_lt_75],offset_480-840,g_tr_stack_full_with&g_vwap_lt_75,2,480-840,141,67,63,336,45.39007092198582,55.223880597014926,55.55555555555556,49.702380952380956,-1.0628845744596487,-0.6462273737320441,-2.750930239619916,-0.6282963185569924,-211.10756303514944,-66.96172819095787,201.47291273400594,743.1928221408239,5,8,-4.79976484941505,-0.9940297294735851,32,4,0.6405538967203762,0.6325876142996221
TS_ALONE_OFF[240-480]_VWAP[g_vwap_lt_70],offset_240-480,g_tr_stack_full_with&g_vwap_lt_70,2,240-480,164,61,61,358,57.3170731707317,60.65573770491803,52.459016393442624,57.821229050279335,-0.4980861928266662,0.4474603651226208,2.6626264594294313,0.7930015779326229,283.894564899879,-30.383257762426638,277.2611648098528,277.26116480985286,7,7,-0.9356861491601636,1.6739866853755232,33,4,0.5590963455033213,0.2639121595178595
TS_ALONE_OFF[480-840]_VWAP[g_vwap_lt_70],offset_480-840,g_tr_stack_full_with&g_vwap_lt_70,2,480-840,120,56,53,284,42.5,50.0,52.83018867924528,46.12676056338028,-1.1367291463989218,-0.07063181161100106,-3.897561666651106,-0.5159640954898422,-146.5338031191152,-60.24664475914285,205.60217539711994,788.1680987881012,8,8,-3.376790121858143,-0.6943721048957634,32,4,0.6342501015361028,0.5939625508899644
TS_ALONE_OFF[late_480plus]_VWAP[g_vwap_lt_70],offset_late_480plus,g_tr_stack_full_with&g_vwap_lt_70,2,late_480plus,189,89,82,443,46.56084656084656,53.93258426966292,52.4390243902439,50.338600451467265,-1.1161835409954803,-0.30072102791317384,-1.2676469884653194,0.12877690668149727,57.048169659903294,-91.52705036162939,281.77296970076486,820.1459792855517,4,7,-3.3753369580846693,0.23219284798752715,33,4,0.6509859310987479,0.46697398993076417
TS_ALONE_OFF[240-480]_VWAP[g_vwap_lt_65],offset_240-480,g_tr_stack_full_with&g_vwap_lt_65,2,240-480,112,48,51,254,54.46428571428571,54.166666666666664,54.90196078431373,57.48031496062992,1.4339022748214552,1.4788792453553257,1.6984934325421364,2.5418946124361335,645.6412315587779,73.12901601589421,212.76116540589925,260.10442680928793,5,5,2.861548258709524,4.081043111366739,33,4,0.35482932928153443,0.05344863013826584
TS_ALONE_OFF[480-840]_VWAP[g_vwap_lt_65],offset_480-840,g_tr_stack_full_with&g_vwap_lt_65,2,480-840,107,42,40,240,38.31775700934579,40.476190476190474,42.5,40.0,-3.5082599933226364,-0.50381860894976,-6.4079526126615205,-1.3893852057637421,-333.45244938329813,-140.33039973290545,217.56048049026072,900.1081153129849,8,8,-8.643465224951136,-1.6368284042066739,32,4,0.7980473191131271,0.7145972710381946
TS_ALONE_OFF[late_480plus]_VWAP[g_vwap_lt_65],offset_late_480plus,g_tr_stack_full_with&g_vwap_lt_65,2,late_480plus,157,71,64,360,40.76433121019109,46.478873239436616,48.4375,45.0,-1.3078225034771522,-0.9155327469689858,-2.990165852525148,-0.3174180384386956,-114.27049383793042,-83.70064022253774,251.81440303274394,901.6998395301766,5,9,-4.070560787628284,-0.4807749108800997,33,4,0.6538198164738658,0.5695699388223493
TS_ALONE_OFF[late_360plus]_VWAP[g_vwap_lt_65],offset_late_360plus,g_tr_stack_full_with&g_vwap_lt_65,2,late_360plus,219,90,91,494,46.57534246575342,47.77777777777778,49.45054945054945,48.987854251012145,-0.7384767441429807,0.510163855352384,-2.084514721886236,0.6319610975212138,312.1887821754796,-67.20138371701124,295.39044409477793,837.4009165753732,4,10,-2.1812083560696,1.2090919806328035,33,4,0.6035858254409767,0.3302972357103787
RFA_ALONE_OFF[240-480]_VWAP[g_vwap_sweet],offset_240-480,g_rf_aged&g_vwap_sweet,2,240-480,105,41,23,218,55.23809523809524,58.536585365853654,73.91304347826086,61.46788990825688,3.3480522140334523,-3.706821533103719,-1.5985065883257559,-1.215516035336586,-264.9824957033757,77.0052009227694,50.0,544.8178046588189,2,4,11.45958935023822,-3.5025961604751785,32,4,0.1806948699337484,0.8260020921108566
RFA_ALONE_OFF[480-840]_VWAP[g_vwap_sweet],offset_480-840,g_rf_aged&g_vwap_sweet,2,480-840,78,31,16,170,62.82051282051282,61.29032258064516,68.75,63.52941176470588,0.65558880522542,-1.7471458157337976,-1.2967554608521668,-1.0296365902952753,-175.0382203501968,10.48942088360672,50.0,260.2280202504351,2,5,1.4001172677688218,-3.4352013315615797,32,4,0.44210949604938604,0.7632638705313064
RFA_ALONE_OFF[late_480plus]_VWAP[g_vwap_sweet],offset_late_480plus,g_rf_aged&g_vwap_sweet,2,late_480plus,122,59,26,272,60.65573770491803,61.016949152542374,73.07692307692307,64.33823529411765,2.941493337227525,-1.985909015133582,-0.8190091514090545,-0.33462840148447226,-91.01892520377645,76.47882676791565,50.0,402.72838672801913,2,6,8.909967401646918,-1.269649672965448,32,4,0.2074541584771653,0.6151767976228056
RFA_ALONE_OFF[late_360plus]_VWAP[g_vwap_sweet],offset_late_360plus,g_rf_aged&g_vwap_sweet,2,late_360plus,183,72,39,388,58.46994535519126,59.72222222222222,71.7948717948718,62.371134020618555,2.2434518411891315,-2.871549915864081,-1.4685859639968493,-1.1340740104473521,-440.02071605357264,87.49462180637613,50.98979501776789,743.2151920049214,2,7,11.227792620392844,-4.5378888518963505,32,4,0.22160104976003342,0.8788634073864929
RFA_ALONE_OFF[240-480]_VWAP[g_vwap_low_mid],offset_240-480,g_rf_aged&g_vwap_low_mid,2,240-480,88,30,21,173,51.13636363636363,50.0,47.61904761904761,49.71098265895954,-1.4607419295770339,0.9336864307309596,-0.2517292161716681,-0.2574861286456655,-44.545100255700135,-30.675580521117713,94.87070609093973,166.35801876174128,3,3,-9.76904248527367,-0.7433335837961128,30,4,0.6044909797040499,0.5493287439676959
RFA_ALONE_OFF[480-840]_VWAP[g_vwap_low_mid],offset_480-840,g_rf_aged&g_vwap_low_mid,2,480-840,56,22,9,119,50.0,50.0,55.55555555555556,49.57983193277311,2.706663856881813,0.3521483055788145,0.8784554107716205,0.19847773147796727,23.618850045878105,24.359974711936317,52.29314312879362,175.5384999880814,2,3,3.943276044708845,0.4874719555820259,28,4,,0.46734454185623087
RFA_ALONE_OFF[late_480plus]_VWAP[g_vwap_low_mid],offset_late_480plus,g_rf_aged&g_vwap_low_mid,2,late_480plus,100,46,21,213,51.0,50.0,52.38095238095239,49.76525821596244,-0.04219870927719427,0.7760822495228074,-0.03722941148759881,-0.2106172737549486,-44.861479309804054,-0.8861728948210796,76.70488458030273,228.20822840371807,2,3,-0.16219629677345332,-0.6586134877170087,32,4,0.5030856623966832,0.5473032124958175
