sleeve_id,anchor,gate_stack,depth,n_train,n_val,n_lockbox,n_full,wr_train,wr_val,wr_lockbox,wr_full,dpt_25,dpt_train,dpt_val,dpt_full,sum_25_28d,sum_lockbox,max_dd_25,max_dd_full,loss_streak,loss_streak_full,sharpe,sharpe_full,n_days_full,n_days_lock,bootstrap_p_lockbox,bootstrap_p_full
EXH2_hurst__rf_age,offset_60s+,g_hurst_trending&g_rf_aged,2,300,97,20,417,48.0,48.45360824742268,50.0,48.201438848920866,-8.304371223967355,-3.450967228661381,-4.640600970739827,-3.9604697535720006,-1651.5158872395243,-166.08742447934708,197.51671747196352,1666.3300058373702,2,3,0.0,-11.18655088271493,21,1,0.9821572249468266,0.9965099662704173
EXH2_markov_rf_age,offset_60s+,g_markov_with&g_rf_aged,2,105,28,6,139,45.714285714285715,53.57142857142857,66.66666666666666,48.201438848920866,-4.754516814717138,-0.8311688108820545,-3.587930056175574,-1.5558407741283067,-216.26186760383462,-28.52710088830283,50.00000000000001,536.5913513729729,2,8,0.0,-1.5463421819348317,20,1,,0.6992601846753587
EXH2_markov_tr_sta,offset_60s+,g_markov_with&g_tr_stack_full_with,2,207,64,14,285,79.71014492753623,62.5,85.71428571428571,76.14035087719299,1.4760899330195585,1.2163515199315384,-5.241696022370583,-0.22111762015303527,-63.018521743615054,20.66525906227382,25.0,371.82716430403076,1,7,7.5652249076767815,-0.6082635530740518,21,2,0.3241696894883617,0.579785117383556
EXH2_markov_tr_sta,offset_60s+,g_markov_with&g_tr_stack_with,2,207,64,14,285,79.71014492753623,62.5,85.71428571428571,76.14035087719299,1.4760899330195585,1.2163515199315384,-5.241696022370583,-0.22111762015303527,-63.018521743615054,20.66525906227382,25.0,371.82716430403076,1,7,7.5652249076767815,-0.6082635530740518,21,2,0.3241696894883617,0.579785117383556
EXH2_markov_trend_,offset_60s+,g_markov_with&g_trend_slope_strong_with,2,202,60,13,275,54.45544554455446,60.0,38.46153846153847,54.90909090909091,-14.430550446346729,6.219113307658273,4.474266895689848,4.86225362213038,1337.1197460858546,-187.59715580250747,200.0,877.9362168571492,8,14,0.0,3.636505643720446,20,1,0.9999283643008386,0.02657739363468936
EXH2_markov_vol_hi,offset_60s+,g_markov_with&g_vol_high,2,168,71,13,252,39.88095238095239,57.74647887323944,38.46153846153847,44.84126984126984,-14.430550446346729,-0.2608144463538669,-0.46915890005076827,-1.0504931138633407,-264.72426469356185,-187.59715580250747,200.0,1538.2858051364765,8,31,0.0,-0.6942538590067712,14,1,0.9999283643008386,0.6371507710473818
EXH2_rf_age_trend_,offset_60s+,g_rf_aged&g_trend_slope_strong_with,2,178,52,59,289,48.87640449438202,46.15384615384615,47.45762711864407,48.09688581314879,-5.7920513484837555,-2.620892097123307,-5.943842794773724,-3.8661925542447193,-1117.3296481767238,-341.7310295605416,422.42507592604795,1198.0236945422305,6,9,-9.954418432797107,-4.5595061497477,28,4,0.9676410671727258,0.9854615810818232
EXH2_rf_age_vol_hi,offset_60s+,g_rf_aged&g_vol_high,2,74,53,16,143,48.64864864864865,47.16981132075472,50.0,48.25174825174825,-2.042993751560262,4.6363098286529505,-8.981762111474188,-1.158282270019425,-165.6343646127778,-32.68790002496419,115.65724465860117,680.2216991937527,2,2,-2.5316225763018307,-0.6749274211496352,20,3,0.6068185971804687,0.5698520942141649
EXH2_tr_sta_vol_hi,offset_60s+,g_tr_stack_full_with&g_vol_high,2,229,117,78,424,77.29257641921397,82.05128205128204,73.07692307692307,77.83018867924528,0.6514045414055657,-0.3888639196292676,0.8097489669291997,0.13325553246520808,56.50034576524823,50.809554229634124,113.30546838241764,278.9239066684903,3,5,2.3927040274144677,0.605942572377787,23,4,0.3783444974717105,0.43165013603552516
EXH2_tr_sta_vol_hi,offset_60s+,g_tr_stack_with&g_vol_high,2,229,117,78,424,77.29257641921397,82.05128205128204,73.07692307692307,77.83018867924528,0.6514045414055657,-0.3888639196292676,0.8097489669291997,0.13325553246520808,56.50034576524823,50.809554229634124,113.30546838241764,278.9239066684903,3,5,2.3927040274144677,0.605942572377787,23,4,0.3783444974717105,0.43165013603552516
EXH2_trend__vol_hi,offset_60s+,g_trend_slope_strong_with&g_vol_high,2,219,117,97,433,47.48858447488584,46.15384615384615,45.36082474226804,46.65127020785219,-1.1614448108613495,0.4368145276963067,-5.143267800125744,-1.4290071540479716,-618.7600977027718,-112.6601466535509,749.4041351027016,2280.954017885008,21,44,-1.3386427773941283,-1.3030754951721604,22,4,0.6420418063618967,0.7875118026042136
EXH3_hurs_mark_rf_i,offset_60s+,g_hurst_trending&g_markov_with&g_rf_in_band,3,376,104,8,488,47.340425531914896,48.07692307692308,50.0,47.540983606557376,-5.724612814163994,-0.2628802736288741,-2.498103784724075,-0.8287759815759678,-404.44267900907226,-45.79690251331195,100.0,1296.1965495293216,4,16,-3.3337135512811433,-1.2172067279914034,22,2,,0.6952005436460272
EXH3_hurs_mark_rf_s,offset_60s+,g_hurst_trending&g_markov_with&g_rf_strong,3,410,122,23,555,50.97560975609756,42.62295081967213,65.21739130434783,49.72972972972973,-3.00053793026938,1.4807269853740868,-6.250891297543552,-0.4045460300777173,-224.5230466931331,-69.01237239619574,100.0,1368.4248346481704,4,14,-55.845847673350676,-0.6199829226331705,22,2,0.8007234728193138,0.5687065957344697
EXH3_hurs_mark_tr_w,offset_60s+,g_hurst_trending&g_markov_with&g_tr_within_adr,3,391,119,20,530,44.50127877237852,42.857142857142854,70.0,45.09433962264151,0.08048601760751226,-1.7461425563185158,-6.378930575743918,-2.7174052031734255,-1440.2247576819154,1.609720352150245,150.0,2405.6892650429654,6,33,0.0,-3.3056776231632146,14,1,0.49321970627699147,0.9002187645606533
EXH3_hurs_mark_vol_,offset_60s+,g_hurst_trending&g_markov_with&g_vol_expanding,3,404,154,14,572,47.524752475247524,53.246753246753244,0.0,47.9020979020979,-25.0,-0.41104162834578534,1.9143946998061476,-0.38679026937333977,-221.24403408155035,-350.0,350.0,1812.072669280972,14,40,0.0,-0.46505605823371526,19,1,0.5,0.5862823857809405
EXH3_hurs_rf_a_bb_p,offset_60s+,g_hurst_trending&g_rf_aged&g_bb_pos_with,3,147,47,10,204,63.94557823129252,44.680851063829785,70.0,59.80392156862745,-3.263130944400043,-0.7969728329251594,-9.902384628540775,-3.015678399144193,-615.1983934254154,-32.63130944400043,35.799079950620424,957.1466818734594,1,4,0.0,-5.60152951670896,21,1,0.7465084460650364,0.9526539126514397
EXH3_hurs_rf_a_cci_,offset_60s+,g_hurst_trending&g_rf_aged&g_cci_with,3,146,47,10,203,64.38356164383562,46.808510638297875,70.0,60.591133004926114,-3.263130944400043,-0.6311986742465644,-8.618679647461153,-2.6101687650969114,-529.8642593146731,-32.63130944400043,35.799079950620424,896.8125477627173,1,4,0.0,-4.801041650061894,21,1,0.7465084460650364,0.9225036176453961
EXH3_hurs_rf_a_mfi_,offset_60s+,g_hurst_trending&g_rf_aged&g_mfi_with,3,147,47,10,204,61.224489795918366,42.5531914893617,80.0,57.84313725490197,-0.7131309930568952,-1.4482269826977499,-10.023662318263366,-3.3879059085564527,-691.1328053455163,-7.1313099305689525,35.799079950620424,980.3804251422016,1,4,0.0,-6.044112697037108,21,1,0.5675918429022369,0.9688288965701901
EXH3_hurs_rf_a_mp_n,offset_60s+,g_hurst_trending&g_rf_aged&g_mp_no_extreme,3,138,50,10,198,57.971014492753625,54.0,50.0,56.56565656565656,-4.533921523742726,-0.7315645956307911,0.5907483701381601,-0.5896854087250932,-116.75771092756845,-45.33921523742726,86.72936664865381,271.3566814767683,2,3,0.0,-2.306569796773166,20,1,0.7438985918898925,0.639193370411465
EXH3_hurs_rf_a_rf_i,offset_60s+,g_hurst_trending&g_rf_aged&g_rf_in_band,3,109,32,4,145,47.706422018348626,50.0,50.0,48.275862068965516,-4.243523924392255,-3.0148496013038506,-4.888292202590854,-3.4621934670523875,-502.01805272259617,-16.97409569756902,50.0,503.8621385414913,2,3,0.0,-7.731239818698625,19,1,,0.9075471097623342
EXH3_hurs_rf_a_rf_s,offset_60s+,g_hurst_trending&g_rf_aged&g_rf_strong,3,111,36,9,156,51.35135135135135,47.22222222222222,66.66666666666666,51.28205128205128,-3.7098934064204974,-2.79561513140745,-7.636944276165615,-3.9655917576023936,-618.6323141859734,-33.38904065778448,36.556811164404465,791.7938393192683,1,5,0.0,-8.01891807315074,21,1,,0.9527216043745275
EXH3_hurs_rf_a_rf_w,offset_60s+,g_hurst_trending&g_rf_aged&g_rf_with,3,147,47,10,204,62.585034013605444,48.93617021276596,60.0,59.31372549019608,-5.8533809146889535,-1.1056620426576236,-8.063366018372504,-2.9413937856915084,-600.0443322810677,-58.53380914688953,58.78128365597003,861.3904400210429,1,4,0.0,-5.782753002437561,21,1,0.8707231102284407,0.9461387637219664
EXH3_hurs_rf_a_ribb,offset_60s+,g_hurst_trending&g_rf_aged&g_ribbon_agrees,3,147,47,10,204,65.3061224489796,51.06382978723404,70.0,62.254901960784316,-3.263130944400043,-0.1957783116307695,-7.3752499167250285,-2.000232683038235,-408.04746733979994,-32.63130944400043,35.799079950620424,851.4522036943611,1,4,0.0,-3.3255901168768625,21,1,0.7465084460650364,0.8668976229406367
EXH3_hurs_rf_a_ribb,offset_60s+,g_hurst_trending&g_rf_aged&g_ribbon_slope_with,3,149,47,10,206,55.033557046979865,57.446808510638306,60.0,55.8252427184466,-5.838904065778447,1.2567140164206396,-3.9395987130662102,-0.27329995983116984,-56.299791725220985,-58.38904065778447,61.556811164404465,456.3935432189639,2,4,0.0,-0.581529349565495,21,1,0.8581147810029859,0.546636254437638
EXH3_hurs_rf_a_stoc,offset_60s+,g_hurst_trending&g_rf_aged&g_stoch_with,3,145,47,10,202,68.27586206896552,70.2127659574468,50.0,67.82178217821783,-11.273022809312893,-0.9086006453575355,-0.4976792905286562,-1.3260804372515762,-267.8682483248184,-112.73022809312893,113.4777021156409,369.1597965914805,2,4,0.0,-2.927131261464315,21,1,0.9937958086667642,0.8235247978857592
EXH3_hurs_rf_a_tr_a,offset_60s+,g_hurst_trending&g_rf_aged&g_tr_above_cloud,3,148,47,10,205,64.86486486486487,46.808510638297875,70.0,60.97560975609756,-3.263130944400043,-0.12287477061082316,-9.183074760483514,-2.353274581644524,-482.42128923712744,-32.63130944400043,35.799079950620424,923.3391180747683,1,4,0.0,-4.2773136417442155,21,1,0.7465084460650364,0.903150939078838
EXH3_hurs_rf_a_tr_a,offset_60s+,g_hurst_trending&g_rf_aged&g_tr_above_ema200,3,146,47,10,203,66.43835616438356,48.93617021276596,60.0,62.06896551724138,-5.787878395308093,0.3978140102790284,-8.504832898967422,-1.9681038655360175,-399.52508470381156,-57.87878395308093,57.87878395308093,913.5414545859726,2,4,0.0,-3.3819387636300577,21,1,0.8698866481044629,0.8582544317578666
EXH3_hurs_rf_a_tr_a,offset_60s+,g_hurst_trending&g_rf_aged&g_tr_above_ema50,3,148,47,10,205,62.83783783783784,46.808510638297875,70.0,59.512195121951216,-3.263130944400043,-1.1245147640845368,-8.618679647461153,-2.947011892483835,-604.1374379591862,-32.63130944400043,35.799079950620424,910.1408755480397,1,4,0.0,-5.995140734093122,21,1,0.7465084460650364,0.9503004335732737
EXH3_hurs_rf_a_tr_a,offset_60s+,g_hurst_trending&g_rf_aged&g_tr_above_ema800,3,144,47,10,201,73.61111111111111,63.829787234042556,90.0,72.13930348258707,2.7730757037117013,0.7042680469463932,-3.7535270235513614,-0.2351761905946085,-47.27041430951631,27.730757037117012,25.0,434.47640060514846,1,4,0.0,-0.5736053697749969,21,1,0.2207689188699028,0.5630095029964783
EXH3_hurs_rf_a_tr_a,offset_60s+,g_hurst_trending&g_rf_aged&g_tr_above_pp,3,149,48,10,207,48.322147651006716,56.25,60.0,50.72463768115942,-7.643554056032727,-3.0365173114455994,-0.004986856295965107,-2.556115889217043,-529.1159890679279,-76.43554056032727,90.13793303231404,623.4551782344793,3,9,0.0,-3.667584971205551,21,1,0.9495261518950847,0.8924466351922686
EXH3_hurs_rf_a_tr_w,offset_60s+,g_hurst_trending&g_rf_aged&g_tr_within_adr,3,100,23,10,133,48.0,47.82608695652174,50.0,48.1203007518797,-7.561853401807407,-7.082021619587572,-3.301635164731037,-6.464348156132671,-859.7583047656453,-75.61853401807407,89.96422255655871,860.6608044685343,2,4,0.0,-12.315998575901796,14,1,0.9110110204393445,0.9995597728737939
EXH3_hurs_rf_a_tren,offset_60s+,g_hurst_trending&g_rf_aged&g_trend_slope_with,3,144,47,10,201,47.22222222222222,25.53191489361702,50.0,42.28855721393035,-9.910318435531147,-2.6958346564250126,-12.47093547340101,-5.340484289205775,-1073.4373421303608,-99.10318435531147,101.6947441967185,1091.6928354561123,3,13,0.0,-7.38804290792302,21,1,0.9779148794743714,0.9929852184438357
EXH3_hurs_rf_a_vol_,offset_60s+,g_hurst_trending&g_rf_aged&g_vol_expanding,3,78,34,4,116,47.43589743589743,47.05882352941176,50.0,47.41379310344828,-4.515112575670013,-1.731638188808825,-8.25110286625207,-3.738497642089128,-433.6657264823388,-18.060450302680053,49.242268786215966,535.250514173787,1,3,0.0,-5.871456662881127,19,1,,0.9070227349571703
EXH3_hurs_tr_s_mp_n,offset_60s+,g_hurst_trending&g_tr_stack_full_with&g_mp_no_extreme,3,343,146,22,511,66.47230320699708,58.21917808219178,72.72727272727273,64.38356164383562,1.5807907229536369,-0.604976213264556,-3.6178820885009477,-1.3717029944538184,-700.9402301659012,34.77739590498001,92.65502488274545,1184.1719418188754,3,7,0.0,-4.2883193719935235,22,1,0.32964249498645376,0.9561720366782491
EXH3_hurs_tr_s_rf_i,offset_60s+,g_hurst_trending&g_tr_stack_full_with&g_rf_in_band,3,188,60,6,254,76.06382978723404,78.33333333333333,83.33333333333334,76.77165354330708,6.272386164174667,-1.369223233797113,0.47223968784181497,-0.7537215342452768,-191.4452696983003,37.634316985048,25.0,323.1976763121859,1,4,15.530443154799462,-2.480345511601265,22,2,,0.7817460396602296
EXH3_hurs_tr_s_rf_s,offset_60s+,g_hurst_trending&g_tr_stack_full_with&g_rf_strong,3,403,143,24,570,76.67493796526055,66.43356643356644,83.33333333333334,74.3859649122807,3.137684771511806,-0.20002618072734826,-3.603656342637753,-0.913384163708836,-520.6289733140366,75.30443451628335,50.0,1063.0832420395764,2,6,19.52737263331894,-3.7113588024707584,23,2,0.13386363760005004,0.9018051123905235
EXH3_hurs_tr_s_tr_a,offset_60s+,g_hurst_trending&g_tr_stack_full_with&g_tr_above_pp,3,324,108,20,452,76.23456790123457,68.51851851851852,70.0,74.11504424778761,-2.336955546740267,-0.09263733753332348,-3.7473460254624342,-1.0651924315166927,-481.4669790455451,-46.73911093480534,100.0,618.398777304994,4,7,-5.349884801655214,-3.041369892929098,23,2,0.7416062195754185,0.9097463447168379
EXH3_hurs_tr_s_tr_w,offset_60s+,g_hurst_trending&g_tr_stack_full_with&g_tr_within_adr,3,205,62,21,288,75.1219512195122,75.80645161290323,76.19047619047619,75.34722222222221,1.8087708035479082,-1.188607928140636,-1.4234571425836222,-1.0206068792864893,-293.93478123450893,37.98418687450607,92.65502488274545,511.796979718156,3,4,0.0,-5.049864820158455,15,1,0.3041163359733259,0.876966183627248
EXH3_hurs_tr_s_tren,offset_60s+,g_hurst_trending&g_tr_stack_full_with&g_trend_slope_with,3,360,118,24,502,76.38888888888889,63.559322033898304,70.83333333333334,73.10756972111554,1.5080871461269811,0.38836496483969535,-4.286784633613438,-0.6570420476435214,-329.8351079170477,36.194091507047546,117.65502488274545,851.4471382853574,3,8,22.215034515248913,-2.2256092912402576,23,2,0.34013063206025146,0.7909726736633639
EXH3_hurs_tr_s_vol_,offset_60s+,g_hurst_trending&g_tr_stack_full_with&g_vol_expanding,3,212,86,8,306,75.47169811320755,75.5813953488372,75.0,75.49019607843137,5.7660692049243405,-1.12869765026572,-1.212632985186199,-0.9720319769377488,-297.44178494295113,46.128553639394724,25.0,622.9207928029396,1,5,0.0,-2.8392568140429284,21,1,,0.8599233565763147
EXH3_hurs_tr_s_mp_n,offset_60s+,g_hurst_trending&g_tr_stack_with&g_mp_no_extreme,3,343,146,22,511,66.47230320699708,58.21917808219178,72.72727272727273,64.38356164383562,1.5807907229536369,-0.604976213264556,-3.6178820885009477,-1.3717029944538184,-700.9402301659012,34.77739590498001,92.65502488274545,1184.1719418188754,3,7,0.0,-4.2883193719935235,22,1,0.32964249498645376,0.9561720366782491
EXH3_hurs_tr_s_rf_i,offset_60s+,g_hurst_trending&g_tr_stack_with&g_rf_in_band,3,188,60,6,254,76.06382978723404,78.33333333333333,83.33333333333334,76.77165354330708,6.272386164174667,-1.369223233797113,0.47223968784181497,-0.7537215342452768,-191.4452696983003,37.634316985048,25.0,323.1976763121859,1,4,15.530443154799462,-2.480345511601265,22,2,,0.7817460396602296
EXH3_hurs_tr_s_rf_s,offset_60s+,g_hurst_trending&g_tr_stack_with&g_rf_strong,3,403,143,24,570,76.67493796526055,66.43356643356644,83.33333333333334,74.3859649122807,3.137684771511806,-0.20002618072734826,-3.603656342637753,-0.913384163708836,-520.6289733140366,75.30443451628335,50.0,1063.0832420395764,2,6,19.52737263331894,-3.7113588024707584,23,2,0.13386363760005004,0.9018051123905235
EXH3_hurs_tr_s_tr_a,offset_60s+,g_hurst_trending&g_tr_stack_with&g_tr_above_pp,3,324,108,20,452,76.23456790123457,68.51851851851852,70.0,74.11504424778761,-2.336955546740267,-0.09263733753332348,-3.7473460254624342,-1.0651924315166927,-481.4669790455451,-46.73911093480534,100.0,618.398777304994,4,7,-5.349884801655214,-3.041369892929098,23,2,0.7416062195754185,0.9097463447168379
EXH3_hurs_tr_s_tr_w,offset_60s+,g_hurst_trending&g_tr_stack_with&g_tr_within_adr,3,205,62,21,288,75.1219512195122,75.80645161290323,76.19047619047619,75.34722222222221,1.8087708035479082,-1.188607928140636,-1.4234571425836222,-1.0206068792864893,-293.93478123450893,37.98418687450607,92.65502488274545,511.796979718156,3,4,0.0,-5.049864820158455,15,1,0.3041163359733259,0.876966183627248
