symbol,lev_1h,lev_4h_cap,risk_4h,buy_hold_x,leg_1h_eq_x,leg_1h_mdd,leg_4h_eq_x,leg_4h_mdd,leg_4h_blew_up,combined_eq_x,combined_mdd,combined_sharpe,combined_roi_pct,combined_blew_up,combined_outperform,final_dollar
SOLUSDT,2,2,0.03,3.641,0.882,-0.6847,1.451,-0.1914,False,1.166,-0.4543,0.332,16.63,False,0.32,11660.0
SOLUSDT,2,2,0.05,3.641,0.882,-0.6847,1.714,-0.3021,False,1.298,-0.4653,0.418,29.82,False,0.356,12980.0
SOLUSDT,2,2,0.07,3.641,0.882,-0.6847,1.906,-0.4003,False,1.394,-0.4776,0.471,39.4,False,0.383,13940.0
SOLUSDT,2,3,0.02,3.641,0.882,-0.6847,1.303,-0.1311,False,1.092,-0.4507,0.28,9.25,False,0.3,10920.0
SOLUSDT,2,3,0.03,3.641,0.882,-0.6847,1.451,-0.1914,False,1.166,-0.4543,0.332,16.63,False,0.32,11660.0
SOLUSDT,2,3,0.05,3.641,0.882,-0.6847,1.714,-0.3021,False,1.298,-0.4653,0.418,29.82,False,0.356,12980.0
SOLUSDT,2,3,0.07,3.641,0.882,-0.6847,1.906,-0.4003,False,1.394,-0.4776,0.471,39.4,False,0.383,13940.0
SOLUSDT,2,5,0.02,3.641,0.882,-0.6847,1.303,-0.1311,False,1.092,-0.4507,0.28,9.25,False,0.3,10920.0
SOLUSDT,2,5,0.03,3.641,0.882,-0.6847,1.451,-0.1914,False,1.166,-0.4543,0.332,16.63,False,0.32,11660.0
SOLUSDT,2,5,0.05,3.641,0.882,-0.6847,1.714,-0.3021,False,1.298,-0.4653,0.418,29.82,False,0.356,12980.0
SOLUSDT,2,5,0.07,3.641,0.882,-0.6847,1.906,-0.4003,False,1.394,-0.4776,0.471,39.4,False,0.383,13940.0
SOLUSDT,2,10,0.02,3.641,0.882,-0.6847,1.303,-0.1311,False,1.092,-0.4507,0.28,9.25,False,0.3,10920.0
SOLUSDT,2,10,0.03,3.641,0.882,-0.6847,1.451,-0.1914,False,1.166,-0.4543,0.332,16.63,False,0.32,11660.0
SOLUSDT,2,10,0.05,3.641,0.882,-0.6847,1.714,-0.3021,False,1.298,-0.4653,0.418,29.82,False,0.356,12980.0
SOLUSDT,2,10,0.07,3.641,0.882,-0.6847,1.906,-0.4003,False,1.394,-0.4776,0.471,39.4,False,0.383,13940.0
SOLUSDT,3,1,0.02,3.641,0.251,-0.9168,1.303,-0.1311,False,0.777,-0.6259,0.126,-22.28,False,0.213,7770.0
SOLUSDT,3,1,0.03,3.641,0.251,-0.9168,1.451,-0.1914,False,0.851,-0.6022,0.182,-14.9,False,0.234,8510.0
SOLUSDT,3,1,0.05,3.641,0.251,-0.9168,1.69,-0.2955,False,0.971,-0.6019,0.269,-2.92,False,0.267,9710.0
SOLUSDT,3,1,0.07,3.641,0.251,-0.9168,1.796,-0.3235,False,1.024,-0.6085,0.305,2.39,False,0.281,10240.0
SOLUSDT,3,2,0.02,3.641,0.251,-0.9168,1.303,-0.1311,False,0.777,-0.6259,0.126,-22.28,False,0.213,7770.0
SOLUSDT,3,2,0.03,3.641,0.251,-0.9168,1.451,-0.1914,False,0.851,-0.6022,0.182,-14.9,False,0.234,8510.0
SOLUSDT,3,2,0.05,3.641,0.251,-0.9168,1.714,-0.3021,False,0.983,-0.6028,0.277,-1.71,False,0.27,9830.0
SOLUSDT,3,2,0.07,3.641,0.251,-0.9168,1.906,-0.4003,False,1.079,-0.6143,0.343,7.87,False,0.296,10790.0
SOLUSDT,3,3,0.02,3.641,0.251,-0.9168,1.303,-0.1311,False,0.777,-0.6259,0.126,-22.28,False,0.213,7770.0
SOLUSDT,3,3,0.03,3.641,0.251,-0.9168,1.451,-0.1914,False,0.851,-0.6022,0.182,-14.9,False,0.234,8510.0
SOLUSDT,3,3,0.05,3.641,0.251,-0.9168,1.714,-0.3021,False,0.983,-0.6028,0.277,-1.71,False,0.27,9830.0
SOLUSDT,3,3,0.07,3.641,0.251,-0.9168,1.906,-0.4003,False,1.079,-0.6143,0.343,7.87,False,0.296,10790.0
SOLUSDT,3,5,0.02,3.641,0.251,-0.9168,1.303,-0.1311,False,0.777,-0.6259,0.126,-22.28,False,0.213,7770.0
SOLUSDT,3,5,0.03,3.641,0.251,-0.9168,1.451,-0.1914,False,0.851,-0.6022,0.182,-14.9,False,0.234,8510.0
SOLUSDT,3,5,0.05,3.641,0.251,-0.9168,1.714,-0.3021,False,0.983,-0.6028,0.277,-1.71,False,0.27,9830.0
SOLUSDT,3,5,0.07,3.641,0.251,-0.9168,1.906,-0.4003,False,1.079,-0.6143,0.343,7.87,False,0.296,10790.0
SOLUSDT,3,10,0.02,3.641,0.251,-0.9168,1.303,-0.1311,False,0.777,-0.6259,0.126,-22.28,False,0.213,7770.0
SOLUSDT,3,10,0.03,3.641,0.251,-0.9168,1.451,-0.1914,False,0.851,-0.6022,0.182,-14.9,False,0.234,8510.0
SOLUSDT,3,10,0.05,3.641,0.251,-0.9168,1.714,-0.3021,False,0.983,-0.6028,0.277,-1.71,False,0.27,9830.0
SOLUSDT,3,10,0.07,3.641,0.251,-0.9168,1.906,-0.4003,False,1.079,-0.6143,0.343,7.87,False,0.296,10790.0
SOLUSDT,5,1,0.02,3.641,0.007,-0.997,1.303,-0.1311,False,0.655,-0.6647,0.078,-34.51,False,0.18,6550.0
SOLUSDT,5,1,0.03,3.641,0.007,-0.997,1.451,-0.1914,False,0.729,-0.6692,0.143,-27.12,False,0.2,7290.0
SOLUSDT,5,1,0.05,3.641,0.007,-0.997,1.69,-0.2955,False,0.848,-0.6792,0.243,-15.15,False,0.233,8480.0
SOLUSDT,5,1,0.07,3.641,0.007,-0.997,1.796,-0.3235,False,0.902,-0.6861,0.285,-9.83,False,0.248,9020.0
SOLUSDT,5,2,0.02,3.641,0.007,-0.997,1.303,-0.1311,False,0.655,-0.6647,0.078,-34.51,False,0.18,6550.0
SOLUSDT,5,2,0.03,3.641,0.007,-0.997,1.451,-0.1914,False,0.729,-0.6692,0.143,-27.12,False,0.2,7290.0
SOLUSDT,5,2,0.05,3.641,0.007,-0.997,1.714,-0.3021,False,0.861,-0.6803,0.252,-13.94,False,0.236,8610.0
SOLUSDT,5,2,0.07,3.641,0.007,-0.997,1.906,-0.4003,False,0.956,-0.6941,0.331,-4.36,False,0.263,9560.0
SOLUSDT,5,3,0.02,3.641,0.007,-0.997,1.303,-0.1311,False,0.655,-0.6647,0.078,-34.51,False,0.18,6550.0
SOLUSDT,5,3,0.03,3.641,0.007,-0.997,1.451,-0.1914,False,0.729,-0.6692,0.143,-27.12,False,0.2,7290.0
SOLUSDT,5,3,0.05,3.641,0.007,-0.997,1.714,-0.3021,False,0.861,-0.6803,0.252,-13.94,False,0.236,8610.0
SOLUSDT,5,3,0.07,3.641,0.007,-0.997,1.906,-0.4003,False,0.956,-0.6941,0.331,-4.36,False,0.263,9560.0
SOLUSDT,5,5,0.02,3.641,0.007,-0.997,1.303,-0.1311,False,0.655,-0.6647,0.078,-34.51,False,0.18,6550.0
SOLUSDT,5,5,0.03,3.641,0.007,-0.997,1.451,-0.1914,False,0.729,-0.6692,0.143,-27.12,False,0.2,7290.0
SOLUSDT,5,5,0.05,3.641,0.007,-0.997,1.714,-0.3021,False,0.861,-0.6803,0.252,-13.94,False,0.236,8610.0
SOLUSDT,5,5,0.07,3.641,0.007,-0.997,1.906,-0.4003,False,0.956,-0.6941,0.331,-4.36,False,0.263,9560.0
SOLUSDT,5,10,0.02,3.641,0.007,-0.997,1.303,-0.1311,False,0.655,-0.6647,0.078,-34.51,False,0.18,6550.0
SOLUSDT,5,10,0.03,3.641,0.007,-0.997,1.451,-0.1914,False,0.729,-0.6692,0.143,-27.12,False,0.2,7290.0
SOLUSDT,5,10,0.05,3.641,0.007,-0.997,1.714,-0.3021,False,0.861,-0.6803,0.252,-13.94,False,0.236,8610.0
SOLUSDT,5,10,0.07,3.641,0.007,-0.997,1.906,-0.4003,False,0.956,-0.6941,0.331,-4.36,False,0.263,9560.0
