sleeve_id,anchor,gate_stack,weights,conviction_method,tags,n_train,n_val,n_lockbox,wr_train,wr_val,wr_lockbox,dpt_25_train,dpt_25_val,dpt_25_lockbox,sum_25_28d_const,max_dd_25,loss_streak,sharpe,bootstrap_p_lockbox,offset_dist_lockbox
SOL5_V7_S1,mixed_offset,g_btc_trend_30m_with|g_cci_extreme_with|g_hurst_reverting,,strict_stack_constant_$25,"btc_trend,hurst",412,202,45,0.7184466019417476,0.7178217821782178,0.8222222222222222,1.8333993129463422,8.822481285170245,12.588499962157021,3103.984234835348,65.5749417811101,1,0.0,0.0,"{30: 4, 60: 5, 90: 2, 120: 4, 150: 5, 180: 9, 210: 7, 240: 4, 270: 5}"
SOL5_V7_S2,mixed_offset,g_btc_f7_with|g_f7_v7_overbought|g_tr_above_ema800|g_vwap_in_45_85,,strict_stack_constant_$25,"btc_f7,f7_v7",477,231,190,0.7274633123689728,0.6406926406926406,0.8210526315789474,2.4183868697270365,-0.9201865076556478,5.554480220814405,1996.3586955460787,125.0,6,34.52589686524047,0.0,"{30: 25, 60: 33, 90: 33, 120: 26, 150: 17, 180: 20, 210: 18, 240: 15, 270: 3}"
SOL5_V7_S3,mixed_offset,g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting,,strict_stack_constant_$25,"btc_f7,hurst",528,304,49,0.6893939393939394,0.7697368421052632,0.8775510204081632,1.590379569205399,7.58457886270364,10.717139352161212,3670.5722150582565,50.0,2,0.0,0.0,"{30: 7, 60: 6, 90: 5, 120: 5, 150: 5, 180: 8, 210: 6, 240: 4, 270: 3}"
SOL5_V7_S4,mixed_offset,g_cci_extreme_with|g_f7_v7_oversold|g_mfi_strong_with|g_stoch_strong_with,,strict_stack_constant_$25,f7_v7,303,110,107,0.8085808580858086,0.7545454545454545,0.9065420560747663,3.469798999209803,-2.0921972827564987,6.987471577120865,1568.866854409288,75.0,3,22.947700260191414,0.003,"{30: 15, 60: 17, 90: 16, 120: 9, 150: 13, 180: 9, 210: 14, 240: 9, 270: 5}"
SOL5_V7_S5,mixed_offset,g_cci_extreme_with|g_f7_v7_oversold|g_mfi_with|g_stoch_strong_with,,strict_stack_constant_$25,f7_v7,326,117,114,0.8159509202453987,0.7606837606837606,0.9035087719298246,3.546222790128094,-1.926331504988257,6.5302795559279945,1675.139712873924,75.0,3,23.349444932135953,0.001,"{30: 15, 60: 17, 90: 17, 120: 12, 150: 13, 180: 10, 210: 15, 240: 10, 270: 5}"
