stack,depth,n_tr,wr_tr,dpt_tr,dd_tr,ls_tr,n_v,wr_v,dpt_v,dd_v,ls_v,n_l,wr_l,dpt_l,dd_l,ls_l,sum_l,score_l
g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting|g_mfi_with,5,136,0.7132352941176471,8.202312335112756,416.1322724580464,4,82,0.6829268292682927,-1.0298435041980762,174.60277215513128,4,17,0.8823529411764706,22.301611965735994,25.0,2,379.1274034175119,91.95190175626821
g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting|g_mfi_strong_with,5,185,0.7081081081081081,5.578961255067241,419.5796904846626,3,125,0.688,1.5852356751393766,202.45890099588584,3,19,0.8421052631578947,20.418882076258427,25.0,2,387.9587594489101,89.00384351048446
g_btc_trend_30m_with|g_cci_extreme_with|g_hurst_reverting,3,412,0.7184466019417476,1.8333993129463422,689.7085918931184,5,202,0.7178217821782178,8.822481285170245,240.08735033110793,3,45,0.8222222222222222,12.588499962157021,65.5749417811101,1,566.482498297066,84.4462249504099
g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting|g_mfi_with,5,201,0.7213930348258707,5.658162249971442,414.663808905079,3,130,0.6846153846153846,1.2482436521550742,227.4589009958858,3,22,0.8181818181818182,17.560539863920948,50.0,3,386.3318770062608,82.36623292874239
g_R1_five|g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting,5,165,0.703030303030303,7.482268520706362,388.6165275754863,4,93,0.6989247311827957,-0.510543611075384,187.7553123159023,4,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_btc_f7_against|g_cci_extreme_with|g_cci_with|g_f7_v7_oversold|g_hurst_reverting,5,165,0.703030303030303,7.482268520706362,388.6165275754863,4,94,0.6914893617021277,-0.7710697428724541,187.7553123159023,4,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_bb_pos_with|g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting,5,165,0.703030303030303,7.482268520706362,388.6165275754863,4,94,0.6914893617021277,-0.7710697428724541,187.7553123159023,4,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_bb_pos_extreme_with|g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting,5,162,0.7037037037037037,7.6524728709845,368.47409966420446,4,94,0.6914893617021277,-0.7710697428724541,187.7553123159023,4,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting|g_tr_full_stack_with,5,136,0.7426470588235294,8.353293209574543,299.42179887025566,3,84,0.75,0.4500823143856244,107.48522457447051,3,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_btc_f7_against|g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting,5,163,0.7116564417177914,7.880823962678221,363.6165275754863,3,94,0.6914893617021277,-0.7710697428724541,187.7553123159023,4,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting|g_ribbon_agrees,5,162,0.7160493827160493,8.083792011830553,388.6165275754865,4,92,0.6956521739130435,-1.2179114555803328,187.7553123159023,4,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting|g_ribbon_slope_with,5,148,0.7094594594594594,8.847466855673341,374.01550450064303,7,82,0.6707317073170732,-1.33492629391463,214.27538207342778,4,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_R1_six|g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting,5,150,0.72,8.555213591231766,368.2544827752439,3,90,0.7,-1.2465898399067505,162.75531231590227,4,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting|g_tr_above_cloud,5,164,0.7073170731707317,7.680331133637498,363.6165275754863,3,94,0.6914893617021277,-0.7710697428724541,187.7553123159023,4,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_btc_f7_against|g_cci_extreme_with|g_cci_strong_with|g_f7_v7_oversold|g_hurst_reverting,5,165,0.703030303030303,7.482268520706362,388.6165275754863,4,94,0.6914893617021277,-0.7710697428724541,187.7553123159023,4,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting|g_tr_above_ema200,5,153,0.738562091503268,9.051500472756418,279.05593417285286,3,87,0.7241379310344828,-0.4275067309380179,137.7553123159023,3,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting|g_tr_above_ema800,5,139,0.7266187050359713,7.633437960447039,327.95600675474327,3,87,0.735632183908046,0.1488752423748206,132.48522457447052,3,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting,4,165,0.703030303030303,7.482268520706362,388.6165275754863,4,94,0.6914893617021277,-0.7710697428724541,187.7553123159023,4,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting|g_tr_partial_stack_with,5,153,0.738562091503268,9.051500472756418,279.05593417285286,3,87,0.7241379310344828,-0.4275067309380179,137.7553123159023,3,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting|g_tr_above_ema50,5,165,0.703030303030303,7.482268520706362,388.6165275754863,4,94,0.6914893617021277,-0.7710697428724541,187.7553123159023,4,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_bb_pos_strong_with|g_btc_f7_against|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting,5,165,0.703030303030303,7.482268520706362,388.6165275754863,4,94,0.6914893617021277,-0.7710697428724541,187.7553123159023,4,19,0.8421052631578947,18.678164980594524,25.0,2,354.88513463129595,81.41623360119188
g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting|g_tr_full_stack_with,5,212,0.7452830188679245,5.4222737896275515,365.5559211118746,3,129,0.7131782945736435,-1.2077570529637898,228.09107596814658,3,23,0.8260869565217391,16.829982966088902,50.0,3,387.0896082200448,80.71376284558525
g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting|g_tr_above_ema800,5,215,0.7348837209302326,4.997776946051355,381.0363575378356,3,132,0.7045454545454546,-1.3686017284402423,252.94584428992962,3,23,0.8260869565217391,16.829982966088902,50.0,3,387.0896082200448,80.71376284558525
g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting|g_tr_above_ema200,5,234,0.7393162393162394,6.003003189385302,314.0580776040818,3,135,0.7037037037037037,1.158089674200051,201.71779043351034,3,23,0.8260869565217391,16.829982966088902,50.0,3,387.0896082200448,80.71376284558525
g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting|g_tr_partial_stack_with,5,234,0.7393162393162394,6.003003189385302,314.0580776040818,3,135,0.7037037037037037,1.158089674200051,201.71779043351034,3,23,0.8260869565217391,16.829982966088902,50.0,3,387.0896082200448,80.71376284558525
g_btc_f7_with|g_f7_v7_overbought|g_tr_above_ema800|g_vwap_in_45_85,4,477,0.7274633123689728,2.4183868697270365,481.7147009502562,10,231,0.6406926406926406,-0.9201865076556478,822.8138427699776,15,190,0.8210526315789474,5.554480220814405,125.0,6,1055.351241954737,76.56322615622662
g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting,3,528,0.6893939393939394,1.590379569205399,533.8464641304122,5,304,0.7697368421052632,7.58457886270364,197.75272969795424,3,49,0.8775510204081632,10.717139352161212,50.0,2,525.1398282558994,75.01997546512848
g_R1_five|g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting,5,249,0.7108433734939759,4.8985130014364,426.5480696118161,3,144,0.6944444444444444,1.3503298718612382,235.0938789061445,3,24,0.7916666666666666,15.087067009168535,50.0,3,362.08960822004485,73.9112317752816
g_R1_six|g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting,5,225,0.72,5.565028211718026,388.12946726531624,3,141,0.6950354609929078,0.9201061828824206,247.60709781686487,3,24,0.7916666666666666,15.087067009168535,50.0,3,362.08960822004485,73.9112317752816
g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting|g_ribbon_agrees,5,247,0.7165991902834008,5.140606224120095,451.5480696118161,3,142,0.6901408450704225,0.7975795206850169,239.23100934423073,3,24,0.7916666666666666,15.087067009168535,50.0,3,362.08960822004485,73.9112317752816
g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting|g_tr_above_cloud,5,250,0.708,4.778918949430653,451.5480696118162,3,145,0.6896551724137931,1.16860345895185,235.0938789061445,3,24,0.7916666666666666,15.087067009168535,50.0,3,362.08960822004485,73.9112317752816
g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting|g_ribbon_slope_with,5,222,0.7207207207207207,6.0089575323302,389.3648291043638,3,131,0.6870229007633588,1.3928557349391553,186.1147128099129,3,24,0.7916666666666666,15.087067009168535,50.0,3,362.08960822004485,73.9112317752816
g_bb_pos_extreme_with|g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting,5,245,0.710204081632653,4.98486587744073,431.40564170053426,3,144,0.6944444444444444,1.3503298718612378,210.0938789061445,3,24,0.7916666666666666,15.087067009168535,50.0,3,362.08960822004485,73.9112317752816
g_cci_extreme_with|g_f7_v7_against|g_f7_v7_oversold|g_hurst_reverting,4,250,0.708,4.778918949430653,451.5480696118162,3,145,0.6896551724137931,1.16860345895185,235.0938789061445,3,24,0.7916666666666666,15.087067009168535,50.0,3,362.08960822004485,73.9112317752816
