stack,depth,n,wr,dpt,dd,ls,score
g_btc_f7_with|g_parent_against_dir|g_vol_v7_low,3,95,0.7052631578947368,6.420519435723052,146.98465353353822,5,62.57948252684148
g_btc_f7_with|g_ev_ge_30|g_parent_against_dir,3,435,0.7655172413793103,2.99433034443718,547.1831483938549,9,62.45171080165472
g_R1_five|g_ribbon_slope_strong|g_vol_pct_low,3,124,0.75,5.606620167929298,281.5280845840206,3,62.432679933841634
g_btc_f7_with|g_hurst_reverting_strong|g_parent_against_dir,3,110,0.7363636363636363,5.898227804606125,229.67242222928428,6,61.861135099941116
g_R1_full|g_btc_trend_30m_with|g_f7_v7_oversold,3,284,0.7394366197183099,3.650249916003966,629.7484603660201,7,61.51510500354769
g_btc_f7_with|g_ribbon_slope_with|g_vwap_in_55_80,3,1387,0.7195385724585436,1.6399125171933273,692.0348963414938,10,61.07435812052126
g_btc_f7_with|g_cci_with|g_vwap_in_55_80,3,1638,0.7167277167277167,1.5063311429281832,658.0728676582282,10,60.96455439770248
g_btc_trend_30m_with|g_cci_extreme_with|g_f7_v7_oversold,3,185,0.6972972972972973,4.460643495998262,530.5628040600698,7,60.671310960802934
g_ribbon_agrees|g_ribbon_slope_strong|g_vol_pct_low,3,119,0.7647058823529411,5.525126460258711,256.5280845840206,3,60.272013951918545
g_R1_six|g_ribbon_slope_strong|g_vol_pct_low,3,111,0.7657657657657657,5.696450634434961,282.5651906707641,3,60.01583150462506
g_btc_f7_with|g_parent_against_dir|g_tr_stack_with,3,81,0.9753086419753086,6.667542890466055,25.0,1,60.00788601419449
g_btc_f7_with|g_parent_against_dir|g_tr_stack_full_with,3,81,0.9753086419753086,6.667542890466055,25.0,1,60.00788601419449
g_btc_f7_strong_with|g_ev_ge_30|g_parent_against_dir,3,326,0.7576687116564417,3.3202480378646175,386.2678884124225,9,59.94863912333368
g_mfi_strong_with|g_ribbon_slope_strong|g_vol_pct_low,3,97,0.7525773195876289,6.072273643303945,255.07359557890288,2,59.804959646494915
g_f7_v7_with_loose|g_parent_against_dir|g_tr_stack_full_with,3,132,0.9772727272727273,5.17965559191417,25.0,1,59.50971207048392
g_f7_v7_with_loose|g_parent_against_dir|g_tr_stack_with,3,132,0.9772727272727273,5.17965559191417,25.0,1,59.50971207048392
g_btc_f7_strong_with|g_parent_against_dir|g_tr_above_ema800,3,159,0.9182389937106918,4.704195198799339,125.0,5,59.31764444477439
g_R1_full|g_f7_v7_oversold|g_vol_pct_high,3,244,0.7868852459016393,3.76094882849964,550.4773959644629,5,58.74789873778165
g_cci_strong_with|g_ribbon_slope_strong|g_vol_pct_low,3,118,0.7542372881355932,5.378250447177574,297.974347174909,3,58.422754034389385
g_btc_f7_strong_with|g_parent_against_dir|g_tr_stack_full_with,3,60,0.9833333333333333,7.508180208268356,25.0,1,58.15811381389496
g_btc_f7_strong_with|g_parent_against_dir|g_tr_stack_with,3,60,0.9833333333333333,7.508180208268356,25.0,1,58.15811381389496
g_bb_pos_strong_with|g_ribbon_slope_strong|g_vol_pct_low,3,120,0.75,5.290539425344947,256.5280845840206,3,57.95495569263692
g_btc_f7_with|g_mp_no_extreme_100|g_parent_against_dir,3,381,0.7874015748031497,2.961702663026945,329.9536091896773,8,57.810129692407045
g_cci_with|g_ribbon_slope_strong|g_vol_pct_low,3,126,0.7380952380952381,5.120800800184387,306.5280845840206,3,57.480846420623465
g_rf_full_align|g_ribbon_slope_strong|g_vol_pct_low,3,117,0.717948717948718,5.270339364529136,284.79890094277266,3,57.00743645371829
g_rf_strong|g_ribbon_slope_strong|g_vol_pct_low,3,117,0.717948717948718,5.270339364529136,284.79890094277266,3,57.00743645371829
g_parent_against_dir|g_parent_trending_up|g_tr_stack_full_with,3,316,0.8829113924050633,3.2022012832584217,117.82707865045745,3,56.92357513795663
g_parent_against_dir|g_parent_trending_up|g_tr_stack_with,3,316,0.8829113924050633,3.2022012832584217,117.82707865045745,3,56.92357513795663
g_cci_extreme_with|g_stoch_strong_with|g_vol_pct_high,3,351,0.811965811965812,3.036405192220767,361.6880713798224,3,56.887033043235576
g_btc_f7_with|g_cci_strong_with|g_vwap_in_55_80,3,1036,0.7268339768339769,1.765822449198317,454.0727340521412,5,56.836445730605654
g_btc_f7_strong_with|g_parent_against_dir|g_stoch_with,3,123,0.8699186991869918,5.0957485359031605,214.10275000195492,5,56.51458516491634
g_btc_trend_30m_with|g_cci_extreme_with|g_vol_v7_high,3,252,0.7420634920634921,3.506076557971227,562.5695414659451,4,55.65723989967121
g_f7_v7_with_loose|g_parent_against_dir|g_tr_full_stack_with,3,257,0.933852140077821,3.471024484931515,121.14454342982185,2,55.64475555318292
g_btc_f7_strong_with|g_btc_trend_15m_with|g_vwap_in_45_85,3,63,0.7936507936507936,6.987196926820406,125.0,5,55.4591562894047
g_btc_f7_with|g_stoch_with|g_vwap_in_45_85,3,1246,0.6918138041733547,1.5641345306584922,1021.6432804106071,14,55.21195495703656
g_hurst_reverting_strong|g_parent_against_dir|g_tr_stack_with,3,127,0.8740157480314961,4.888907834123038,123.276117425591,3,55.095193219915295
g_hurst_reverting_strong|g_parent_against_dir|g_tr_stack_full_with,3,127,0.8740157480314961,4.888907834123038,123.276117425591,3,55.095193219915295
g_bb_pos_with|g_ribbon_slope_strong|g_vol_pct_low,3,127,0.7322834645669292,4.883629140340417,306.5280845840206,3,55.03570536214216
g_btc_f7_with|g_f7_v7_neutral|g_parent_against_dir,3,73,0.684931506849315,6.423875712805311,207.9854316017059,6,54.885618149662896
g_bb_pos_strong_with|g_btc_f7_with|g_vwap_in_55_80,3,1134,0.7231040564373897,1.6275486500434462,704.4170825417552,8,54.80756485892115
g_mfi_with|g_ribbon_slope_strong|g_vol_pct_low,3,112,0.7410714285714286,5.173236656813058,307.5651906707641,3,54.7483906688422
g_R1_full|g_f7_v7_with_loose|g_parent_against_dir,3,94,0.9787234042553191,5.614537259292487,50.0,2,54.43495836117135
g_R1_full|g_btc_trend_15m_with|g_cci_extreme_with,3,466,0.7811158798283262,2.5125669842284135,330.484905548494,4,54.23886676737774
g_R1_six|g_btc_f7_strong_with|g_parent_trending_up,3,186,0.8602150537634409,3.976509216455536,203.0578156960475,6,54.232355213759455
g_btc_f7_strong_with|g_vol_v7_low|g_vwap_in_45_85,3,688,0.6875,2.0620394376140183,606.2964071528824,17,54.08678738736078
g_btc_f7_strong_with|g_mp_skew_change_with|g_parent_against_dir,3,33,0.7878787878787878,9.38477222965996,50.0,2,53.91141199677202
g_btc_f7_with|g_favorite|g_vol_v7_low,3,1243,0.8037007240547064,1.5227209663857122,858.5059090850758,25,53.685362743004745
g_btc_f7_with|g_mp_no_extreme_150|g_parent_against_dir,3,426,0.7511737089201878,2.5823341672075006,448.5897381207983,9,53.29877666494993
g_btc_f7_with|g_mfi_extreme_with|g_vwap_in_55_80,3,968,0.7262396694214877,1.7117296257924097,523.0254477712364,6,53.25652754205187
g_parent_ranging|g_ribbon_slope_strong|g_vol_pct_low,3,117,0.7094017094017094,4.919687096068689,259.92272844996296,2,53.21455225234257
g_btc_f7_with|g_mp_skew_change_with|g_parent_against_dir,3,40,0.8,8.366286317184255,74.50505098183902,2,52.913040638808305
g_R1_full|g_cci_extreme_with|g_f7_v7_oversold,3,477,0.7882599580712788,2.422630497209587,519.378800151436,4,52.91104872242428
g_R1_six|g_btc_f7_strong_with|g_parent_against_dir,3,152,0.8552631578947368,4.28000954308758,125.0,5,52.767501520499856
g_btc_trend_5m_with|g_parent_against_dir|g_tr_stack_full_with,3,184,0.8369565217391305,3.8756857785274184,174.75284336361736,4,52.572359721757415
g_btc_trend_5m_with|g_parent_against_dir|g_tr_stack_with,3,184,0.8369565217391305,3.8756857785274184,174.75284336361736,4,52.572359721757415
g_parent_against_dir|g_parent_trending_up|g_tr_full_stack_with,3,555,0.8432432432432433,2.2282722484036754,189.24318250159104,7,52.49461356385352
g_btc_f7_with|g_ev_ge_30|g_parent_trending_up,3,568,0.7693661971830986,2.20253203065306,573.0338483043948,11,52.492396521381345
g_btc_f7_strong_with|g_parent_against_dir|g_tr_full_stack_with,3,121,0.9338842975206612,4.769303093821866,75.0,3,52.46233403204052
g_btc_f7_with|g_vol_v7_low|g_vwap_in_55_80,3,548,0.7299270072992701,2.234763957555057,663.9485278045564,16,52.31448298894823
g_cci_extreme_with|g_f7_v7_oversold|g_stoch_strong_with,3,395,0.8,2.623054186154255,408.4801736802472,4,52.13217086486076
g_btc_trend_15m_with|g_cci_extreme_with|g_stoch_strong_with,3,390,0.7692307692307693,2.627284110872833,370.1522125195404,4,51.884703928089365
g_f7_v7_overbought|g_parent_against_dir|g_tr_full_stack_with,3,308,0.8441558441558441,2.9542505867651565,311.28001443363513,7,51.84688738059306
g_ribbon_slope_strong|g_vol_pct_low|g_vol_v7_med,3,102,0.696078431372549,5.126660803994006,360.69082657384115,4,51.77673610724476
g_btc_f7_with|g_cci_extreme_with|g_vwap_in_55_80,3,443,0.7494356659142212,2.4510888097477537,166.63763829868287,4,51.58945148476481
g_btc_f7_with|g_btc_trend_15m_with|g_vwap_in_45_85,3,109,0.7522935779816514,4.894026386016184,256.77508173097124,8,51.09513553270474
g_parent_trending_up|g_tr_stack_full_with|g_vol_v7_low,3,107,0.822429906542056,4.933809291419207,112.87154009643422,3,51.03572015048002
g_parent_trending_up|g_tr_stack_with|g_vol_v7_low,3,107,0.822429906542056,4.933809291419207,112.87154009643422,3,51.03572015048002
g_btc_trend_strong_with|g_hurst_trending_with_dir|g_stoch_extreme_with,3,26,0.9230769230769231,9.635017239032898,25.0,1,49.12914091563162
g_R1_full|g_btc_trend_5m_with|g_f7_v7_oversold,3,418,0.7535885167464115,2.395102932218722,583.0806393605529,7,48.96799513330821
g_btc_trend_5m_with|g_cci_extreme_with|g_hurst_reverting,3,515,0.6990291262135923,2.156602674317716,452.93182955804156,6,48.941103112417444
g_f7_v7_with|g_parent_against_dir|g_tr_full_stack_with,3,203,0.9507389162561576,3.430868173322306,98.57846464418515,3,48.88234705710575
g_btc_trend_5m_with|g_cci_extreme_with|g_f7_v7_oversold,3,238,0.6848739495798319,3.160216761426847,663.1004097314744,4,48.753449673334494
g_btc_f7_with|g_parent_against_dir|g_tr_full_stack_with,3,173,0.9190751445086706,3.7015167958163078,75.0,3,48.685852154603076
g_hurst_reverting_strong|g_parent_trending_up|g_tr_stack_full_with,3,171,0.8538011695906432,3.706782581213211,92.96359745214954,3,48.47247203155571
g_hurst_reverting_strong|g_parent_trending_up|g_tr_stack_with,3,171,0.8538011695906432,3.706782581213211,92.96359745214954,3,48.47247203155571
g_btc_f7_with_loose|g_parent_against_dir|g_tr_stack_with,3,118,0.9152542372881356,4.410976716299357,63.56396742124883,2,47.91547182095505
g_btc_f7_with_loose|g_parent_against_dir|g_tr_stack_full_with,3,118,0.9152542372881356,4.410976716299357,63.56396742124883,2,47.91547182095505
g_btc_f7_strong_with|g_ev_ge_30|g_parent_trending_up,3,419,0.7684964200477327,2.339849647406693,653.9254279303389,10,47.89552776684485
g_btc_f7_with|g_mp_wt_no_extreme_100|g_parent_trending_up,3,171,0.8421052631578947,3.6243826364320944,245.06674464629248,4,47.394952934793054
g_rf_with|g_ribbon_slope_strong|g_vol_pct_low,3,132,0.7121212121212122,4.119252056468548,331.5280845840206,4,47.326602990528365
g_ribbon_slope_strong|g_tr_above_ema50|g_vol_pct_low,3,132,0.7121212121212122,4.119252056468548,356.5280845840206,4,47.326602990528365
g_f7_v7_with|g_parent_against_dir|g_tr_stack_with,3,103,0.9805825242718447,4.658007407761737,25.0,1,47.273612090770165
g_f7_v7_with|g_parent_against_dir|g_tr_stack_full_with,3,103,0.9805825242718447,4.658007407761737,25.0,1,47.273612090770165
g_R1_full|g_f7_v7_with|g_parent_against_dir,3,80,0.975,5.2839498775465765,50.0,2,47.261084463583344
g_btc_f7_strong_with|g_mp_no_extreme_100|g_parent_against_dir,3,284,0.7676056338028169,2.785676713010186,372.40942740689286,7,46.94505840694689
g_btc_f7_strong_with|g_favorite|g_vol_v7_low,3,932,0.8004291845493562,1.509717527174431,497.7272934869918,15,46.08967579676989
g_btc_f7_strong_with|g_parent_against_dir|g_rf_full_align,3,144,0.7569444444444444,3.8189221452732394,192.73550493566955,7,45.82706574327887
g_btc_trend_30m_with|g_cci_extreme_with|g_stoch_strong_with,3,310,0.7612903225806451,2.597324550542357,633.0669345733744,4,45.73061769169008
g_mp_no_extreme_100|g_parent_against_dir|g_tr_stack_full_with,3,574,0.8519163763066202,1.8870609781612049,158.75581499273073,6,45.21076756328593
g_mp_no_extreme_100|g_parent_against_dir|g_tr_stack_with,3,574,0.8519163763066202,1.8870609781612049,158.75581499273073,6,45.21076756328593
g_ribbon_slope_strong|g_ribbon_slope_with|g_vol_pct_low,3,133,0.706766917293233,3.9003103116830706,356.5280845840206,4,44.980572808124975
g_btc_f7_with_loose|g_cci_extreme_with|g_vwap_in_55_80,3,555,0.736936936936937,1.9053674277451071,163.49947614016992,4,44.887480373319725
g_R1_six|g_btc_f7_with|g_parent_against_dir,3,201,0.845771144278607,3.1488603810693485,164.49871688476702,5,44.64280078123581
g_btc_f7_strong_with|g_mp_no_extreme_150|g_parent_against_dir,3,319,0.7335423197492164,2.4774027302156094,449.4230402255954,8,44.24782760509087
g_mp_no_extreme_150|g_parent_against_dir|g_rf_strict_align,3,32,0.875,7.732925857415003,49.24226878621596,1,43.74403449752757
g_btc_f7_strong_with|g_f7_v7_strong_with|g_parent_trending_up,3,294,0.6836734693877551,2.545621150379959,586.6395457018211,11,43.64831027807337
g_bb_pos_strong_with|g_btc_f7_strong_with|g_parent_against_dir,3,158,0.8164556962025317,3.457774315503616,274.949793277499,7,43.46354919100748
g_btc_f7_with|g_cci_extreme_with|g_vwap_in_45_85,3,622,0.729903536977492,1.737083956824828,237.26635748518902,5,43.32274851209467
g_bb_pos_with|g_parent_against_dir|g_tr_stack_full_with,3,613,0.8303425774877651,1.7470027368116507,389.9175223178261,6,43.25375566084401
g_bb_pos_with|g_parent_against_dir|g_tr_stack_with,3,613,0.8303425774877651,1.7470027368116507,389.9175223178261,6,43.25375566084401
g_parent_against_dir|g_ribbon_agrees|g_tr_stack_with,3,629,0.8267090620031796,1.7244972643900407,413.2071880376364,6,43.250171358793644
g_parent_against_dir|g_ribbon_agrees|g_tr_stack_full_with,3,629,0.8267090620031796,1.7244972643900407,413.2071880376364,6,43.250171358793644
g_parent_against_dir|g_tr_stack_full_with|g_tr_stack_with,3,629,0.8267090620031796,1.7244972643900407,413.2071880376364,6,43.250171358793644
g_parent_against_dir|g_tr_above_ema800|g_tr_stack_full_with,3,629,0.8267090620031796,1.7244972643900407,413.2071880376364,6,43.250171358793644
g_parent_against_dir|g_tr_above_ema800|g_tr_stack_with,3,629,0.8267090620031796,1.7244972643900407,413.2071880376364,6,43.250171358793644
g_btc_f7_with|g_f7_v7_overbought|g_vwap_in_55_80,3,745,0.7100671140939597,1.582638532117694,868.7984331073828,10,43.197625153369465
g_hurst_reverting_strong|g_parent_against_dir|g_tr_full_stack_with,3,207,0.8019323671497585,2.9871268101928004,385.9115732190487,5,42.97727076136561
g_cci_with|g_parent_against_dir|g_tr_stack_full_with,3,612,0.8300653594771242,1.7370550702575405,397.75249698575345,6,42.97236919311927
g_cci_with|g_parent_against_dir|g_tr_stack_with,3,612,0.8300653594771242,1.7370550702575405,397.75249698575345,6,42.97236919311927
g_parent_against_dir|g_tr_above_ema200|g_tr_stack_full_with,3,627,0.8277511961722488,1.7089891521133216,395.3354472405652,6,42.79303376859034
g_parent_against_dir|g_tr_above_ema200|g_tr_stack_with,3,627,0.8277511961722488,1.7089891521133216,395.3354472405652,6,42.79303376859034
g_R1_five|g_parent_against_dir|g_tr_stack_with,3,613,0.8303425774877651,1.7210711652851869,405.81357566354825,6,42.61172011328991
g_R1_five|g_parent_against_dir|g_tr_stack_full_with,3,613,0.8303425774877651,1.7210711652851869,405.81357566354825,6,42.61172011328991
g_parent_against_dir|g_tr_stack_with|g_vwap_in_45_85,3,282,0.7304964539007093,2.5189065353149513,266.77367204105747,6,42.299633777255906
g_parent_against_dir|g_tr_stack_full_with|g_vwap_in_45_85,3,282,0.7304964539007093,2.5189065353149513,266.77367204105747,6,42.299633777255906
g_btc_f7_with|g_stoch_with|g_vwap_in_55_80,3,741,0.7206477732793523,1.553160202281199,696.8948199462101,7,42.27906338765181
g_bb_pos_with|g_btc_f7_strong_with|g_parent_trending_up,3,293,0.7713310580204779,2.4677105839124502,423.0257299396725,7,42.240401147531536
g_btc_f7_strong_with|g_cci_with|g_parent_trending_up,3,291,0.7697594501718213,2.468973030838471,402.5937790520253,7,42.117524828261715
g_f7_v7_with_loose|g_parent_trending_up|g_tr_full_stack_with,3,323,0.9226006191950464,2.336165105330341,113.1343660328215,3,41.98602827125101
g_btc_f7_with|g_parent_against_dir|g_tr_above_ema800,3,226,0.8805309734513275,2.7924119441572346,208.49550633553054,6,41.9791563670242
g_parent_against_dir|g_tr_above_cloud|g_tr_stack_full_with,3,626,0.8274760383386581,1.676417537247793,410.3060080955708,6,41.94395338131784
g_parent_against_dir|g_tr_above_cloud|g_tr_stack_with,3,626,0.8274760383386581,1.676417537247793,410.3060080955708,6,41.94395338131784
g_f7_v7_with|g_parent_trending_up|g_tr_full_stack_with,3,234,0.9444444444444444,2.735538921721593,143.9647446601764,3,41.84569902615291
g_parent_trending_up|g_rf_strong|g_tr_stack_with,3,443,0.8510158013544018,1.9848177732288468,257.3842224453822,4,41.775581452157276
g_parent_trending_up|g_rf_strong|g_tr_stack_full_with,3,443,0.8510158013544018,1.9848177732288468,257.3842224453822,4,41.775581452157276
g_hurst_trending_with_dir|g_tr_partial_stack_with|g_vol_v7_med,3,55,0.8363636363636363,5.631305775367102,81.39950516623585,2,41.76288137165057
g_btc_f7_with|g_btc_trend_15m_with|g_favorite,3,152,0.8618421052631579,3.382278767288013,203.91016200830774,7,41.69953319002975
g_btc_f7_with|g_hurst_reverting_strong|g_vwap_in_55_80,3,519,0.7186897880539499,1.8232962621098616,772.4698403951336,7,41.5375541605539
g_parent_against_dir|g_tr_full_stack_with|g_tr_stack_full_with,3,621,0.8276972624798712,1.6481291501661117,432.9236727777296,6,41.07116678382213
g_parent_against_dir|g_tr_above_ema50|g_tr_stack_with,3,621,0.8276972624798712,1.6481291501661117,432.9236727777296,6,41.07116678382213
g_parent_against_dir|g_tr_partial_stack_with|g_tr_stack_with,3,621,0.8276972624798712,1.6481291501661117,432.9236727777296,6,41.07116678382213
g_parent_against_dir|g_tr_partial_stack_with|g_tr_stack_full_with,3,621,0.8276972624798712,1.6481291501661117,432.9236727777296,6,41.07116678382213
g_parent_against_dir|g_tr_full_stack_with|g_tr_stack_with,3,621,0.8276972624798712,1.6481291501661117,432.9236727777296,6,41.07116678382213
g_parent_against_dir|g_tr_above_ema50|g_tr_stack_full_with,3,621,0.8276972624798712,1.6481291501661117,432.9236727777296,6,41.07116678382213
g_R1_full|g_btc_trend_5m_with|g_cci_extreme_with,3,574,0.7630662020905923,1.7129897798070215,607.4841430471878,6,41.04031807631586
g_btc_f7_strong_with|g_mp_wt_no_extreme_100|g_parent_trending_up,3,121,0.8429752066115702,3.7058152218821996,216.202447057894,4,40.76396744070419
g_btc_f7_strong_with|g_btc_trend_15m_with|g_favorite,3,86,0.872093023255814,4.389519940750599,75.0,3,40.70673330889196
g_btc_f7_strong_with|g_cci_strong_with|g_parent_trending_up,3,182,0.8186813186813187,3.0031961476284805,151.2470078901344,4,40.5153310785653
g_btc_f7_strong_with|g_tr_full_stack_with|g_vwap_in_55_80,3,684,0.7280701754385965,1.5486764310232668,750.1266619899711,8,40.50314435444195
g_cci_extreme_with|g_stoch_strong_with|g_vol_v7_high,3,368,0.8179347826086957,2.1088651557226967,456.63720689476236,2,40.455047968922784
g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting,3,545,0.7321100917431193,1.731199343763758,461.89095129769197,5,40.41525561563599
g_cci_strong_with|g_parent_against_dir|g_tr_full_stack_with,3,666,0.8003003003003003,1.565994009241811,526.6489332053658,6,40.413569501214646
g_btc_f7_strong_with|g_parent_trending_up|g_tr_above_ema50,3,301,0.7674418604651163,2.317985254071835,474.7309570733911,7,40.21554111368433
g_parent_against_dir|g_rf_strong|g_tr_stack_full_with,3,423,0.8226950354609929,1.9446073207501906,408.24786832761356,6,39.99466837342378
g_parent_against_dir|g_rf_strong|g_tr_stack_with,3,423,0.8226950354609929,1.9446073207501906,408.24786832761356,6,39.99466837342378
g_f7_v7_neutral|g_hurst_reverting_strong|g_ribbon_slope_strong,3,27,0.7037037037037037,7.6931227710240995,72.53196975331562,2,39.974638524836436
g_f7_v7_strong_with|g_parent_against_dir|g_tr_full_stack_with,3,149,0.9664429530201343,3.2638987714840573,49.92916219487182,1,39.840961878245054
g_btc_f7_strong_with|g_mfi_with|g_parent_against_dir,3,212,0.7594339622641509,2.732956168612226,391.7146710319011,10,39.792442460168125
g_btc_trend_5m_with|g_cci_extreme_with|g_stoch_strong_with,3,497,0.7706237424547284,1.7804894424671673,420.5630496952999,5,39.69333570518244
g_btc_f7_strong_with|g_f7_v7_with|g_parent_trending_up,3,342,0.6842105263157895,2.137622843665534,731.7185705095404,15,39.531576571674535
g_cci_with|g_hurst_trending_with_dir|g_vol_pct_low,3,26,0.8076923076923077,7.692151084825516,75.0,3,39.22242848302921
g_R1_full|g_cci_extreme_with|g_f7_v7_against,3,622,0.7620578778135049,1.5710869632447213,672.7098233064553,4,39.18279547276097
g_btc_f7_strong_with|g_mp_wt_no_extreme_100|g_parent_against_dir,3,97,0.7938144329896907,3.9582834714082376,210.95797402198212,5,38.984571049099586
g_R1_full|g_cci_extreme_with|g_vol_pct_high,3,423,0.7990543735224587,1.885028930548202,628.9371833912398,4,38.769321778805526
g_cci_extreme_with|g_mp_no_extreme_50|g_parent_trending_dn,3,205,0.8682926829268293,2.7063882134021076,128.3892614290114,3,38.74958216725155
g_cci_strong_with|g_mp_skew_change_with|g_vwap_in_55_80,3,332,0.7409638554216867,2.1246956009681774,196.8242784714486,4,38.71379629704132
g_btc_trend_30m_with|g_cci_extreme_with|g_vol_pct_high,3,260,0.7,2.398113122259654,799.2180386871848,4,38.66841220246864
g_btc_f7_with|g_btc_trend_15m_with|g_ev_ge_30,3,202,0.7574257425742574,2.706386427147403,328.91016200830774,11,38.46497827369245
g_btc_f7_with|g_f7_v7_neutral|g_vwap_in_55_80,3,359,0.7214484679665738,2.007464871129249,392.4468221000485,11,38.03602976081562
g_bb_pos_strong_with|g_btc_f7_with|g_parent_against_dir,3,210,0.8047619047619048,2.621663035144476,307.17631443703385,6,37.991506743837085
g_mp_no_extreme_150|g_parent_against_dir|g_tr_stack_with,3,614,0.8338762214983714,1.5270231244655934,295.3354472405651,6,37.838141713206994
g_mp_no_extreme_150|g_parent_against_dir|g_tr_stack_full_with,3,614,0.8338762214983714,1.5270231244655934,295.3354472405651,6,37.838141713206994
g_btc_f7_strong_with|g_cci_extreme_with|g_vwap_in_55_80,3,347,0.7377521613832853,2.0290616370243826,183.99496028889683,4,37.79723033523609
g_btc_f7_strong_with|g_parent_trending_up|g_rf_full_align,3,176,0.7443181818181818,2.84678273102783,324.1207208694851,5,37.76684071393019
g_btc_f7_with_loose|g_f7_v7_against|g_vwap_in_55_80,3,39,0.8205128205128205,6.035439095169483,125.0,5,37.691305068788864
g_btc_f7_strong_with|g_vol_v7_low|g_vwap_in_55_80,3,409,0.7237163814180929,1.8617342522983402,367.89875127806556,10,37.65124513622321
g_parent_against_dir|g_tr_stack_full_with|g_vol_v7_low,3,124,0.7661290322580645,3.375686252277774,220.62140782160265,5,37.59005123105485
g_parent_against_dir|g_tr_stack_with|g_vol_v7_low,3,124,0.7661290322580645,3.375686252277774,220.62140782160265,5,37.59005123105485
g_hurst_reverting|g_parent_against_dir|g_tr_stack_with,3,396,0.8232323232323232,1.8749653632786947,429.1280006408781,5,37.31133962944702
