rank,off,dir,gates,n_train,wr_train,dpt_train,n_val,wr_val,dpt_val,n_lock,wr_lock,dpt_lock,n_full,wr_full,dpt_full,sum_full,dd_full,loss_streak_full,sharpe_full,bootstrap_p_full,bootstrap_p_lock,proj_32d_lock,proj_full,proj_honest,max_pnl_full,min_pnl_full
1,600,DOWN,g_btc_sol_confluence_5m_with+g_liq_shock_against,36,0.5555555555555556,-0.6038000191587694,13,0.6153846153846154,1.9533051450312868,8,0.875,6.681296524683277,57,0.6140350877192983,1.001869094616794,57.10653839315726,-82.95859707864838,3,1.541374412506638,0.222,0.0095,267.48732518203354,57.15685252390013,57.15685252390013,22.728872992781284,-21.92545341028885
2,600,DOWN,g_xa_unanimity_5m_with+g_liq_shock_against,31,0.6129032258064516,-0.3426172924969251,11,0.6363636363636364,1.4422848104766302,6,0.8333333333333334,5.68916662906607,48,0.6458333333333334,0.8203957629632224,39.37899662223467,-68.02822172348208,3,1.274816409133765,0.284,0.059,170.82537332032746,39.41369177344369,39.41369177344369,22.728872992781284,-21.92545341028885
3,600,DOWN,g_btc_eth_confluence_5m_with+g_di_agrees+g_liq_shock_against,19,0.5789473684210527,0.6580740141563012,11,0.8181818181818182,2.9626245235121145,6,0.8333333333333334,7.240833276261886,36,0.6944444444444444,2.4593687690326194,88.5372756851743,-26.509712914310768,2,3.7078416407873473,0.0785,0.049,217.4163859515463,88.61528209546958,88.61528209546958,22.728872992781284,-21.250000596046448
4,720,UP,g_btc_eth_divergence+g_stoch_with+g_vol_contracting,75,0.84,0.560895000483273,17,0.7058823529411765,0.4212394396327685,21,1.0,4.093249185090362,113,0.8495575221238938,1.1963400743088508,135.18642839690014,-49.04783311373207,2,2.630908885636671,0.0415,0.0,430.1698350639457,135.30553538227184,135.30553538227184,18.928927123778234,-23.499999940395355
5,720,UP,g_grandparent_1h_slope_strong_with+g_stoch_with+g_vol_high,25,0.88,1.647116164205062,5,0.6,-1.6009882184939492,7,1.0,4.5890863466358365,37,0.8648648648648649,1.7647720929488557,65.29656743910766,-37.25000023841858,2,3.351171283201273,0.1005,0.062,160.7595358081417,65.35409745447251,65.35409745447251,20.10494302648844,-23.250000178813934
