fire_us,fire_at,sleeve_id,is_f7,base_cell,symbol,tf,signal,condition_id,won,pnl_usd,outcome,entry_price,version,policy,sleeve,regime_w20_1m_voladaptive,markov_pass_w20_1m_voladaptive,regime_w20_5m_voladaptive,markov_pass_w20_5m_voladaptive,regime_w20_1m_fixed,markov_pass_w20_1m_fixed,regime_w20_5m_fixed,markov_pass_w20_5m_fixed
1779307269746685,2026-05-20 20:01:09.746685,poly_updown_btc_5m_momo_v2_HEDGE,False,btc_5m_momo_v2_HEDGE,BTC,5m,DOWN,0xaed8a9b511ac9352fba4ac8f1cc2820c68ba9cbb130580fe0b13f287f01fa48b,False,-25.078292,Up,0.5115972386555581,v2,HEDGE,btc_5m_v2,1,False,2,False,1,False,1,False
1779307269749215,2026-05-20 20:01:09.749215,poly_updown_eth_5m_momo_v2_SELL,False,eth_5m_momo_v2_SELL,ETH,5m,DOWN,0xf1ebeb54382f6cb15127497f85619ab3d93dd45a7a948113cdf495a90bd9ee78,False,-25.4,Up,0.508,v2,SELL,eth_5m_v2,0,True,1,False,1,False,1,False
1779307269760079,2026-05-20 20:01:09.760079,poly_updown_sol_5m_momo_v2_SELL,False,sol_5m_momo_v2_SELL,SOL,5m,DOWN,0x1639ca627c4fdb748f030cb12dd6adda3f03815999da77425a4bab7976491ddd,False,-25.580388,Up,0.5218399986943997,v2,SELL,sol_5m_v2,0,True,0,True,1,False,1,False
1779307269764882,2026-05-20 20:01:09.764882,poly_updown_btc_5m_momo_v2_SELL,False,btc_5m_momo_v2_SELL,BTC,5m,DOWN,0xaed8a9b511ac9352fba4ac8f1cc2820c68ba9cbb130580fe0b13f287f01fa48b,False,-25.078292,Up,0.5115972386555581,v2,SELL,btc_5m_v2,1,False,2,False,1,False,1,False
1779307269801715,2026-05-20 20:01:09.801715,poly_updown_btc_5m_momo_v2_HOLD,False,btc_5m_momo_v2_HOLD,BTC,5m,DOWN,0xaed8a9b511ac9352fba4ac8f1cc2820c68ba9cbb130580fe0b13f287f01fa48b,False,-25.078292,Up,0.5115972386555581,v2,HOLD,btc_5m_v2,1,False,2,False,1,False,1,False
1779307269826615,2026-05-20 20:01:09.826615,poly_updown_eth_5m_momo_v2_HEDGE,False,eth_5m_momo_v2_HEDGE,ETH,5m,DOWN,0xf1ebeb54382f6cb15127497f85619ab3d93dd45a7a948113cdf495a90bd9ee78,False,-25.4,Up,0.508,v2,HEDGE,eth_5m_v2,0,True,1,False,1,False,1,False
1779307269837612,2026-05-20 20:01:09.837612,poly_updown_eth_5m_momo_v2_HOLD,False,eth_5m_momo_v2_HOLD,ETH,5m,DOWN,0xf1ebeb54382f6cb15127497f85619ab3d93dd45a7a948113cdf495a90bd9ee78,False,-25.4,Up,0.508,v2,HOLD,eth_5m_v2,0,True,1,False,1,False,1,False
1779307269838633,2026-05-20 20:01:09.838633,poly_updown_sol_5m_momo_v2_HOLD,False,sol_5m_momo_v2_HOLD,SOL,5m,DOWN,0x1639ca627c4fdb748f030cb12dd6adda3f03815999da77425a4bab7976491ddd,False,-25.580388,Up,0.5218399986943997,v2,HOLD,sol_5m_v2,0,True,0,True,1,False,1,False
1779307269841947,2026-05-20 20:01:09.841947,poly_updown_sol_5m_momo_v2_HEDGE,False,sol_5m_momo_v2_HEDGE,SOL,5m,DOWN,0x1639ca627c4fdb748f030cb12dd6adda3f03815999da77425a4bab7976491ddd,False,-25.580388,Up,0.5218399986943997,v2,HEDGE,sol_5m_v2,0,True,0,True,1,False,1,False
1779307270005532,2026-05-20 20:01:10.005532,poly_updown_btc_15m_momo_v2_HOLD,False,btc_15m_momo_v2_HOLD,BTC,15m,DOWN,0xd5c118670220351b2cbe2e2ac0747faa3005595a539c98fbdda8a61b0b9bd8e2,True,22.43586814,Down,0.5238099170287601,v2,HOLD,btc_15m_v2,1,False,2,False,1,False,1,False
1779307270005987,2026-05-20 20:01:10.005987,poly_updown_eth_15m_momo_v2_HOLD,False,eth_15m_momo_v2_HOLD,ETH,15m,DOWN,0x7fc2706458aab83934d1a54e61f01e5f17e3f1d3952ff7e10d31996d1c7f18bc,True,21.64183784,Down,0.5318295180390843,v2,HOLD,eth_15m_v2,0,True,1,False,1,False,1,False
1779307270006870,2026-05-20 20:01:10.006870,poly_updown_sol_15m_momo_v2_SELL,False,sol_15m_momo_v2_SELL,SOL,15m,DOWN,0x5d552c61f6e6d4783dbf143e830d90215ae267e65ab2c3b2c9b8aacbc8b69022,True,24.2149964,Down,0.5156999945119991,v2,SELL,sol_15m_v2,0,True,0,True,1,False,1,False
1779307270009949,2026-05-20 20:01:10.009949,poly_updown_eth_15m_momo_v2_SELL,False,eth_15m_momo_v2_SELL,ETH,15m,DOWN,0x7fc2706458aab83934d1a54e61f01e5f17e3f1d3952ff7e10d31996d1c7f18bc,True,21.64183784,Down,0.5318295180390843,v2,SELL,eth_15m_v2,0,True,1,False,1,False,1,False
1779307270010257,2026-05-20 20:01:10.010257,poly_updown_eth_15m_momo_v2_HEDGE,False,eth_15m_momo_v2_HEDGE,ETH,15m,DOWN,0x7fc2706458aab83934d1a54e61f01e5f17e3f1d3952ff7e10d31996d1c7f18bc,True,21.64183784,Down,0.5318295180390843,v2,HEDGE,eth_15m_v2,0,True,1,False,1,False,1,False
1779307270010871,2026-05-20 20:01:10.010871,poly_updown_btc_15m_momo_v2_HEDGE,False,btc_15m_momo_v2_HEDGE,BTC,15m,DOWN,0xd5c118670220351b2cbe2e2ac0747faa3005595a539c98fbdda8a61b0b9bd8e2,True,0.32049414,Down,0.5238099170287601,v2,HEDGE,btc_15m_v2,1,False,2,False,1,False,1,False
1779307270011845,2026-05-20 20:01:10.011845,poly_updown_btc_15m_momo_v2_SELL,False,btc_15m_momo_v2_SELL,BTC,15m,DOWN,0xd5c118670220351b2cbe2e2ac0747faa3005595a539c98fbdda8a61b0b9bd8e2,True,0.778369,exited_at_bid,0.5238099170287601,v2,SELL,btc_15m_v2,1,False,2,False,1,False,1,False
1779307270012775,2026-05-20 20:01:10.012775,poly_updown_sol_15m_momo_v2_HOLD,False,sol_15m_momo_v2_HOLD,SOL,15m,DOWN,0x5d552c61f6e6d4783dbf143e830d90215ae267e65ab2c3b2c9b8aacbc8b69022,True,24.2149964,Down,0.5156999945119991,v2,HOLD,sol_15m_v2,0,True,0,True,1,False,1,False
1779307270014883,2026-05-20 20:01:10.014883,poly_updown_sol_15m_momo_v2_HEDGE,False,sol_15m_momo_v2_HEDGE,SOL,15m,DOWN,0x5d552c61f6e6d4783dbf143e830d90215ae267e65ab2c3b2c9b8aacbc8b69022,True,24.2149964,Down,0.5156999945119991,v2,HEDGE,sol_15m_v2,0,True,0,True,1,False,1,False
1779307270015416,2026-05-20 20:01:10.015416,poly_updown_eth_15m_momo_v2_SELL_f7,True,eth_15m_momo_v2_SELL,ETH,15m,DOWN,0x7fc2706458aab83934d1a54e61f01e5f17e3f1d3952ff7e10d31996d1c7f18bc,True,21.59283784,Down,0.5328895182934843,v2,SELL,eth_15m_v2,0,True,1,False,1,False,1,False
1779307270020627,2026-05-20 20:01:10.020627,poly_updown_eth_15m_momo_v2_HOLD_f7,True,eth_15m_momo_v2_HOLD,ETH,15m,DOWN,0x7fc2706458aab83934d1a54e61f01e5f17e3f1d3952ff7e10d31996d1c7f18bc,True,21.59283784,Down,0.5328895182934843,v2,HOLD,eth_15m_v2,0,True,1,False,1,False,1,False
1779307270021205,2026-05-20 20:01:10.021205,poly_updown_eth_15m_momo_v2_HEDGE_f7,True,eth_15m_momo_v2_HEDGE,ETH,15m,DOWN,0x7fc2706458aab83934d1a54e61f01e5f17e3f1d3952ff7e10d31996d1c7f18bc,True,21.59283784,Down,0.5328895182934843,v2,HEDGE,eth_15m_v2,0,True,1,False,1,False,1,False
1779307320816064,2026-05-20 20:02:00.816064,poly_updown_eth_5m_momo_HOLD,False,eth_5m_momo_HOLD,ETH,5m,DOWN,0xf1ebeb54382f6cb15127497f85619ab3d93dd45a7a948113cdf495a90bd9ee78,False,-25.3778,Up,0.507556,v1,HOLD,eth_5m_v1,0,True,1,False,1,False,1,False
1779307320817049,2026-05-20 20:02:00.817049,poly_updown_eth_5m_momo_SELL,False,eth_5m_momo_SELL,ETH,5m,DOWN,0xf1ebeb54382f6cb15127497f85619ab3d93dd45a7a948113cdf495a90bd9ee78,False,-25.3778,Up,0.507556,v1,SELL,eth_5m_v1,0,True,1,False,1,False,1,False
1779307320823391,2026-05-20 20:02:00.823391,poly_updown_eth_5m_momo_HEDGE,False,eth_5m_momo_HEDGE,ETH,5m,DOWN,0xf1ebeb54382f6cb15127497f85619ab3d93dd45a7a948113cdf495a90bd9ee78,False,-25.3778,Up,0.507556,v1,HEDGE,eth_5m_v1,0,True,1,False,1,False,1,False
1779307321111036,2026-05-20 20:02:01.111036,poly_updown_eth_5m_momo_HEDGE_f7,True,eth_5m_momo_HEDGE,ETH,5m,DOWN,0xf1ebeb54382f6cb15127497f85619ab3d93dd45a7a948113cdf495a90bd9ee78,False,-25.3778,Up,0.507556,v1,HEDGE,eth_5m_v1,0,True,1,False,1,False,1,False
1779307321111077,2026-05-20 20:02:01.111077,poly_updown_eth_5m_momo_SELL_f7,True,eth_5m_momo_SELL,ETH,5m,DOWN,0xf1ebeb54382f6cb15127497f85619ab3d93dd45a7a948113cdf495a90bd9ee78,False,-25.3778,Up,0.507556,v1,SELL,eth_5m_v1,0,True,1,False,1,False,1,False
1779307321111333,2026-05-20 20:02:01.111333,poly_updown_eth_5m_momo_HOLD_f7,True,eth_5m_momo_HOLD,ETH,5m,DOWN,0xf1ebeb54382f6cb15127497f85619ab3d93dd45a7a948113cdf495a90bd9ee78,False,-25.3778,Up,0.507556,v1,HOLD,eth_5m_v1,0,True,1,False,1,False,1,False
1779308104967480,2026-05-20 20:15:04.967480,poly_updown_btc_15m_sniper,False,btc_15m_sniper,BTC,15m,UP,0x7c7e816eedfabd2da624d06b26b8fddb53e5b65248f877e0a63f0fdd40924228,True,23.53921192,Up,0.51,v1,sniper,btc_15m_v1,2,True,2,True,1,False,1,False
1779308104967480,2026-05-20 20:15:04.967480,poly_updown_btc_15m_sniper,False,btc_15m_sniper,BTC,15m,UP,0x7c7e816eedfabd2da624d06b26b8fddb53e5b65248f877e0a63f0fdd40924228,True,26.566526,Up,0.4903555837973807,v1,sniper,btc_15m_v1,2,True,2,True,1,False,1,False
1779308105671476,2026-05-20 20:15:05.671476,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,UP,0x7ea5748f12dcaec963a21eb406285ee69182b8f4f62d5474e284314dbe23a66a,True,-2.05061176,Up,0.5103999968639994,v1,sniper,sol_15m_v1,1,False,1,False,1,False,1,False
1779308105675707,2026-05-20 20:15:05.675707,poly_updown_eth_15m_sniper,False,eth_15m_sniper,ETH,15m,UP,0x3918f8d91420fe19ef09d6a34dda91936484313ef2a586f7d392b04427f5df47,False,-24.999996,Down,0.51,v1,sniper,eth_15m_v1,1,False,2,True,1,False,1,False
1779308105711084,2026-05-20 20:15:05.711084,poly_updown_btc_15m_sniper,False,btc_15m_sniper,BTC,15m,UP,0x7c7e816eedfabd2da624d06b26b8fddb53e5b65248f877e0a63f0fdd40924228,True,23.53921192,Up,0.51,v1,sniper,btc_15m_v1,2,True,2,True,1,False,1,False
1779308105711084,2026-05-20 20:15:05.711084,poly_updown_btc_15m_sniper,False,btc_15m_sniper,BTC,15m,UP,0x7c7e816eedfabd2da624d06b26b8fddb53e5b65248f877e0a63f0fdd40924228,True,26.566526,Up,0.4903555837973807,v1,sniper,btc_15m_v1,2,True,2,True,1,False,1,False
1779308228518991,2026-05-20 20:17:08.518991,poly_updown_btc_5m_momo_HOLD,False,btc_5m_momo_HOLD,BTC,5m,DOWN,0xe4e5d75e766e96876057ce75298d6d8dc04e1e26625a41ae8d8dbe8ec4b5c504,True,23.51745984,Down,0.5104527984724477,v1,HOLD,btc_5m_v1,1,False,2,False,1,False,1,False
1779308228519726,2026-05-20 20:17:08.519726,poly_updown_eth_5m_momo_SELL,False,eth_5m_momo_SELL,ETH,5m,DOWN,0xf460b329742b46fa8c2881ac05fb39386d49e0bd98d7f18b11348667b17f11aa,True,23.53921192,Down,0.51,v1,SELL,eth_5m_v1,0,True,2,False,1,False,1,False
1779308228574629,2026-05-20 20:17:08.574629,poly_updown_sol_5m_momo_HOLD,False,sol_5m_momo_HOLD,SOL,5m,DOWN,0xe87044b7f477c440e981851ced5282fe72defdaf9dfade6fcbed83b38b1af3aa,True,23.863,Down,0.513,v1,HOLD,sol_5m_v1,0,True,1,False,1,False,1,False
1779308228688392,2026-05-20 20:17:08.688392,poly_updown_btc_5m_momo_HEDGE,False,btc_5m_momo_HEDGE,BTC,5m,DOWN,0xe4e5d75e766e96876057ce75298d6d8dc04e1e26625a41ae8d8dbe8ec4b5c504,True,23.51745984,Down,0.5104527984724477,v1,HEDGE,btc_5m_v1,1,False,2,False,1,False,1,False
1779308228690522,2026-05-20 20:17:08.690522,poly_updown_sol_5m_momo_SELL,False,sol_5m_momo_SELL,SOL,5m,DOWN,0xe87044b7f477c440e981851ced5282fe72defdaf9dfade6fcbed83b38b1af3aa,True,23.863,Down,0.513,v1,SELL,sol_5m_v1,0,True,1,False,1,False,1,False
1779308228695858,2026-05-20 20:17:08.695858,poly_updown_eth_5m_momo_HEDGE,False,eth_5m_momo_HEDGE,ETH,5m,DOWN,0xf460b329742b46fa8c2881ac05fb39386d49e0bd98d7f18b11348667b17f11aa,True,23.53921192,Down,0.51,v1,HEDGE,eth_5m_v1,0,True,2,False,1,False,1,False
1779308228766419,2026-05-20 20:17:08.766419,poly_updown_btc_5m_momo_SELL,False,btc_5m_momo_SELL,BTC,5m,DOWN,0xe4e5d75e766e96876057ce75298d6d8dc04e1e26625a41ae8d8dbe8ec4b5c504,True,23.51745984,Down,0.5104527984724477,v1,SELL,btc_5m_v1,1,False,2,False,1,False,1,False
1779308228768230,2026-05-20 20:17:08.768230,poly_updown_eth_5m_momo_HOLD,False,eth_5m_momo_HOLD,ETH,5m,DOWN,0xf460b329742b46fa8c2881ac05fb39386d49e0bd98d7f18b11348667b17f11aa,True,23.53921192,Down,0.51,v1,HOLD,eth_5m_v1,0,True,2,False,1,False,1,False
1779308228786060,2026-05-20 20:17:08.786060,poly_updown_sol_5m_momo_HEDGE,False,sol_5m_momo_HEDGE,SOL,5m,DOWN,0xe87044b7f477c440e981851ced5282fe72defdaf9dfade6fcbed83b38b1af3aa,True,23.863,Down,0.513,v1,HEDGE,sol_5m_v1,0,True,1,False,1,False,1,False
1779308229088361,2026-05-20 20:17:09.088361,poly_updown_eth_15m_momo_HOLD,False,eth_15m_momo_HOLD,ETH,15m,DOWN,0x3918f8d91420fe19ef09d6a34dda91936484313ef2a586f7d392b04427f5df47,True,24.5,Down,0.5,v1,HOLD,eth_15m_v1,0,True,2,False,1,False,1,False
1779308229090506,2026-05-20 20:17:09.090506,poly_updown_sol_15m_momo_HEDGE,False,sol_15m_momo_HEDGE,SOL,15m,DOWN,0x7ea5748f12dcaec963a21eb406285ee69182b8f4f62d5474e284314dbe23a66a,False,-26.36122,Up,0.5166799946687991,v1,HEDGE,sol_15m_v1,0,True,1,False,1,False,1,False
1779308229097375,2026-05-20 20:17:09.097375,poly_updown_eth_15m_momo_SELL,False,eth_15m_momo_SELL,ETH,15m,DOWN,0x3918f8d91420fe19ef09d6a34dda91936484313ef2a586f7d392b04427f5df47,True,24.5,Down,0.5,v1,SELL,eth_15m_v1,0,True,2,False,1,False,1,False
1779308229099762,2026-05-20 20:17:09.099762,poly_updown_sol_15m_momo_HOLD,False,sol_15m_momo_HOLD,SOL,15m,DOWN,0x7ea5748f12dcaec963a21eb406285ee69182b8f4f62d5474e284314dbe23a66a,False,-26.36122,Up,0.5166799946687991,v1,HOLD,sol_15m_v1,0,True,1,False,1,False,1,False
1779308229100178,2026-05-20 20:17:09.100178,poly_updown_eth_15m_momo_HEDGE,False,eth_15m_momo_HEDGE,ETH,15m,DOWN,0x3918f8d91420fe19ef09d6a34dda91936484313ef2a586f7d392b04427f5df47,True,24.5,Down,0.5,v1,HEDGE,eth_15m_v1,0,True,2,False,1,False,1,False
1779308229103292,2026-05-20 20:17:09.103292,poly_updown_sol_15m_momo_SELL,False,sol_15m_momo_SELL,SOL,15m,DOWN,0x7ea5748f12dcaec963a21eb406285ee69182b8f4f62d5474e284314dbe23a66a,False,-26.36122,Up,0.5166799946687991,v1,SELL,sol_15m_v1,0,True,1,False,1,False,1,False
1779308401092366,2026-05-20 20:20:01.092366,poly_updown_sol_5m_sniper,False,sol_5m_sniper,SOL,5m,DOWN,0xd1b1174d8704f2afc071d35d2e42935940f85c96f7e76ed259b7c68d77a37dfb,False,-25.880388,Up,0.5279599996735999,v1,sniper,sol_5m_v1,0,True,1,False,1,False,1,False
1779308401095984,2026-05-20 20:20:01.095984,poly_updown_sol_5m_sniper_INV,False,sol_5m_sniper_INV,SOL,5m,UP,0xd1b1174d8704f2afc071d35d2e42935940f85c96f7e76ed259b7c68d77a37dfb,True,22.67642776,Up,0.5279599996735999,v1,INV,sol_5m_v1,0,False,1,False,1,False,1,False
1779308524663185,2026-05-20 20:22:04.663185,poly_updown_btc_5m_momo_SELL,False,btc_5m_momo_SELL,BTC,5m,DOWN,0xf3aef1b3b8a92537e2aa8e5ef82f915e7b133eabc30af706bab3213a393c5ef6,False,-24.999996,Up,0.49,v1,SELL,btc_5m_v1,1,False,2,False,1,False,1,False
1779308524663871,2026-05-20 20:22:04.663871,poly_updown_btc_5m_momo_HEDGE,False,btc_5m_momo_HEDGE,BTC,5m,DOWN,0xf3aef1b3b8a92537e2aa8e5ef82f915e7b133eabc30af706bab3213a393c5ef6,False,-24.999996,Up,0.49,v1,HEDGE,btc_5m_v1,1,False,2,False,1,False,1,False
1779308524672447,2026-05-20 20:22:04.672447,poly_updown_eth_5m_momo_HEDGE,False,eth_5m_momo_HEDGE,ETH,5m,DOWN,0xfdb2a04171b6dc2219eb24d2c605d5720d9409bde89b9f14628a840e3275303c,False,-25.430422,Up,0.4679199894015949,v1,HEDGE,eth_5m_v1,0,True,2,False,1,False,1,False
1779308524675074,2026-05-20 20:22:04.675074,poly_updown_eth_5m_momo_HOLD,False,eth_5m_momo_HOLD,ETH,5m,DOWN,0xfdb2a04171b6dc2219eb24d2c605d5720d9409bde89b9f14628a840e3275303c,False,-25.430422,Up,0.4679199894015949,v1,HOLD,eth_5m_v1,0,True,2,False,1,False,1,False
1779308524681081,2026-05-20 20:22:04.681081,poly_updown_eth_5m_momo_SELL,False,eth_5m_momo_SELL,ETH,5m,DOWN,0xfdb2a04171b6dc2219eb24d2c605d5720d9409bde89b9f14628a840e3275303c,False,-25.430422,Up,0.4679199894015949,v1,SELL,eth_5m_v1,0,True,2,False,1,False,1,False
1779308524681220,2026-05-20 20:22:04.681220,poly_updown_btc_5m_momo_HOLD,False,btc_5m_momo_HOLD,BTC,5m,DOWN,0xf3aef1b3b8a92537e2aa8e5ef82f915e7b133eabc30af706bab3213a393c5ef6,False,-24.999996,Up,0.49,v1,HOLD,btc_5m_v1,1,False,2,False,1,False,1,False
1779309006349712,2026-05-20 20:30:06.349712,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,UP,0x140e8b374b6ccbf92a5ff79fbc3e766b33fc4a61764d02bfb3ae5a542994dcb6,True,22.24222014,Up,0.5279199990015995,v1,sniper,sol_15m_v1,0,False,1,False,1,False,1,False
1779309906975450,2026-05-20 20:45:06.975450,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,UP,0x46dba7bbe4a214fbb8c3fd33db3130b2802bbe2aea7823ffec59a8918700b7f7,True,23.667,Up,0.517,v1,sniper,sol_15m_v1,2,True,1,False,1,False,1,False
1779309906975450,2026-05-20 20:45:06.975450,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,UP,0x46dba7bbe4a214fbb8c3fd33db3130b2802bbe2aea7823ffec59a8918700b7f7,True,23.667,Up,0.517,v1,sniper,sol_15m_v1,2,True,1,False,1,False,1,False
1779309912168267,2026-05-20 20:45:12.168267,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,UP,0x46dba7bbe4a214fbb8c3fd33db3130b2802bbe2aea7823ffec59a8918700b7f7,True,23.667,Up,0.517,v1,sniper,sol_15m_v1,2,True,1,False,1,False,1,False
1779309912168267,2026-05-20 20:45:12.168267,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,UP,0x46dba7bbe4a214fbb8c3fd33db3130b2802bbe2aea7823ffec59a8918700b7f7,True,23.667,Up,0.517,v1,sniper,sol_15m_v1,2,True,1,False,1,False,1,False
1779312611866341,2026-05-20 21:30:11.866341,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,DOWN,0x1bdfcf28f28a053b4e8a815eda87f59f9a8d50dfdd20a47e6a123ca923def2a8,True,24.47999624,Down,0.5103999968639994,v1,sniper,sol_15m_v1,0,True,1,False,1,False,1,False
1779314409106479,2026-05-20 22:00:09.106479,poly_updown_btc_15m_sniper,False,btc_15m_sniper,BTC,15m,DOWN,0x07caf4245bd117cdff4496d998a4b7deaaae0de13899fa25f681039832aa96c1,False,-25.0,Up,0.5,v1,sniper,btc_15m_v1,0,True,0,True,1,False,1,False
1779314409106479,2026-05-20 22:00:09.106479,poly_updown_btc_15m_sniper,False,btc_15m_sniper,BTC,15m,DOWN,0x07caf4245bd117cdff4496d998a4b7deaaae0de13899fa25f681039832aa96c1,False,-25.0,Up,0.5,v1,sniper,btc_15m_v1,0,True,0,True,1,False,1,False
1779314409106479,2026-05-20 22:00:09.106479,poly_updown_btc_15m_sniper,False,btc_15m_sniper,BTC,15m,DOWN,0x07caf4245bd117cdff4496d998a4b7deaaae0de13899fa25f681039832aa96c1,False,-25.0,Up,0.5,v1,sniper,btc_15m_v1,0,True,0,True,1,False,1,False
1779314409106479,2026-05-20 22:00:09.106479,poly_updown_btc_15m_sniper,False,btc_15m_sniper,BTC,15m,DOWN,0x07caf4245bd117cdff4496d998a4b7deaaae0de13899fa25f681039832aa96c1,False,-25.0,Up,0.5,v1,sniper,btc_15m_v1,0,True,0,True,1,False,1,False
1779314409164887,2026-05-20 22:00:09.164887,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,DOWN,0x555c27fc7253bdedf731a8a1bf125dba0e38eab14a12c956ee95f5696dbce938,False,-26.040812,Up,0.5103999968639994,v1,sniper,sol_15m_v1,0,True,1,False,1,False,1,False
1779314409164887,2026-05-20 22:00:09.164887,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,DOWN,0x555c27fc7253bdedf731a8a1bf125dba0e38eab14a12c956ee95f5696dbce938,False,-26.040812,Up,0.5103999968639994,v1,sniper,sol_15m_v1,0,True,1,False,1,False,1,False
1779314409164887,2026-05-20 22:00:09.164887,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,DOWN,0x555c27fc7253bdedf731a8a1bf125dba0e38eab14a12c956ee95f5696dbce938,False,-26.040812,Up,0.5103999968639994,v1,sniper,sol_15m_v1,0,True,1,False,1,False,1,False
1779314409164887,2026-05-20 22:00:09.164887,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,DOWN,0x555c27fc7253bdedf731a8a1bf125dba0e38eab14a12c956ee95f5696dbce938,False,-26.040812,Up,0.5103999968639994,v1,sniper,sol_15m_v1,0,True,1,False,1,False,1,False
1779314410818537,2026-05-20 22:00:10.818537,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,DOWN,0x555c27fc7253bdedf731a8a1bf125dba0e38eab14a12c956ee95f5696dbce938,False,-26.040812,Up,0.5103999968639994,v1,sniper,sol_15m_v1,0,True,1,False,1,False,1,False
1779314410818537,2026-05-20 22:00:10.818537,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,DOWN,0x555c27fc7253bdedf731a8a1bf125dba0e38eab14a12c956ee95f5696dbce938,False,-26.040812,Up,0.5103999968639994,v1,sniper,sol_15m_v1,0,True,1,False,1,False,1,False
1779314410818537,2026-05-20 22:00:10.818537,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,DOWN,0x555c27fc7253bdedf731a8a1bf125dba0e38eab14a12c956ee95f5696dbce938,False,-26.040812,Up,0.5103999968639994,v1,sniper,sol_15m_v1,0,True,1,False,1,False,1,False
1779314410818537,2026-05-20 22:00:10.818537,poly_updown_sol_15m_sniper,False,sol_15m_sniper,SOL,15m,DOWN,0x555c27fc7253bdedf731a8a1bf125dba0e38eab14a12c956ee95f5696dbce938,False,-26.040812,Up,0.5103999968639994,v1,sniper,sol_15m_v1,0,True,1,False,1,False,1,False
1779314410843390,2026-05-20 22:00:10.843390,poly_updown_btc_15m_sniper,False,btc_15m_sniper,BTC,15m,DOWN,0x07caf4245bd117cdff4496d998a4b7deaaae0de13899fa25f681039832aa96c1,False,-25.0,Up,0.5,v1,sniper,btc_15m_v1,0,True,0,True,1,False,1,False
1779314410843390,2026-05-20 22:00:10.843390,poly_updown_btc_15m_sniper,False,btc_15m_sniper,BTC,15m,DOWN,0x07caf4245bd117cdff4496d998a4b7deaaae0de13899fa25f681039832aa96c1,False,-25.0,Up,0.5,v1,sniper,btc_15m_v1,0,True,0,True,1,False,1,False
1779314410843390,2026-05-20 22:00:10.843390,poly_updown_btc_15m_sniper,False,btc_15m_sniper,BTC,15m,DOWN,0x07caf4245bd117cdff4496d998a4b7deaaae0de13899fa25f681039832aa96c1,False,-25.0,Up,0.5,v1,sniper,btc_15m_v1,0,True,0,True,1,False,1,False
1779314410843390,2026-05-20 22:00:10.843390,poly_updown_btc_15m_sniper,False,btc_15m_sniper,BTC,15m,DOWN,0x07caf4245bd117cdff4496d998a4b7deaaae0de13899fa25f681039832aa96c1,False,-25.0,Up,0.5,v1,sniper,btc_15m_v1,0,True,0,True,1,False,1,False
1779314522524630,2026-05-20 22:02:02.524630,poly_updown_eth_5m_momo_HOLD_f7,True,eth_5m_momo_HOLD,ETH,5m,DOWN,0xd463eb055ed4f5c51661a5eda2bb4721f2b8b49e56ea6378ce8b2582ab8bf134,True,26.18538734,Down,0.4869798380670963,v1,HOLD,eth_5m_v1,0,True,0,True,1,False,1,False
1779314522526106,2026-05-20 22:02:02.526106,poly_updown_eth_5m_momo_SELL_f7,True,eth_5m_momo_SELL,ETH,5m,DOWN,0xd463eb055ed4f5c51661a5eda2bb4721f2b8b49e56ea6378ce8b2582ab8bf134,True,26.18538734,Down,0.4869798380670963,v1,SELL,eth_5m_v1,0,True,0,True,1,False,1,False
