stack,depth,n_tr,wr_tr,dpt_tr,dd_tr,ls_tr,n_v,wr_v,dpt_v,dd_v,ls_v,n_l,wr_l,dpt_l,dd_l,ls_l,sum_l,score_l
g_hod_european_morning|g_off_60_240|g_rf_with|g_tr_stack_with,4,214,0.7289719626168224,2.865780539505784,146.19314528183259,4,67,0.7611940298507462,2.416657978047662,171.0793741803227,4,55,0.6909090909090909,2.587829327173119,125.0,5,142.33061299452154,19.191855941043073
g_hod_european_morning|g_off_60_240|g_rf_with|g_tr_stack_full_with,4,214,0.7289719626168224,2.865780539505784,146.19314528183259,4,67,0.7611940298507462,2.416657978047662,171.0793741803227,4,55,0.6909090909090909,2.587829327173119,125.0,5,142.33061299452154,19.191855941043073
g_hod_european_morning|g_off_60_240|g_rf_strong|g_tr_stack_full_with,4,168,0.7261904761904762,3.0827820504794365,148.76681422880097,3,57,0.6666666666666666,0.1721521494451874,218.5271412272538,4,49,0.6938775510204082,2.45707098589036,125.0,5,120.39647830862764,17.199496901232518
g_hod_european_morning|g_off_60_240|g_rf_strong|g_tr_stack_with,4,168,0.7261904761904762,3.0827820504794365,148.76681422880097,3,57,0.6666666666666666,0.1721521494451874,218.5271412272538,4,49,0.6938775510204082,2.45707098589036,125.0,5,120.39647830862764,17.199496901232518
g_tr_stack_with|g_tr_within_adr|g_vol_high,3,70,0.7857142857142857,2.1911832724297406,171.74807956637062,5,60,0.85,1.3791104927129032,50.0,2,40,0.725,2.422068206997398,113.30546838241764,2,96.88272827989593,15.318504364783909
g_tr_stack_full_with|g_tr_within_adr|g_vol_high,3,70,0.7857142857142857,2.1911832724297406,171.74807956637062,5,60,0.85,1.3791104927129032,50.0,2,40,0.725,2.422068206997398,113.30546838241764,2,96.88272827989593,15.318504364783909
g_hod_european_morning|g_off_60|g_tr_stack_with|g_tr_within_adr,4,50,0.7,3.8040267242879793,93.98877453356451,2,20,0.75,4.016583199605295,48.2134058005826,1,15,0.6666666666666666,3.6243502293560796,50.0,2,54.36525344034119,14.03704807911913
g_hod_european_morning|g_off_60|g_tr_stack_full_with|g_tr_within_adr,4,50,0.7,3.8040267242879793,93.98877453356451,2,20,0.75,4.016583199605295,48.2134058005826,1,15,0.6666666666666666,3.6243502293560796,50.0,2,54.36525344034119,14.03704807911913
g_hod_european_morning|g_off_60|g_tr_stack_full_with,3,85,0.6588235294117647,2.167612028120043,101.84138859586051,3,30,0.7666666666666667,5.687721150482138,58.3161810263197,2,23,0.6521739130434783,2.90749607813665,50.0,2,66.87240979714295,13.943861345435847
g_hod_european_morning|g_off_60|g_tr_stack_with,3,85,0.6588235294117647,2.167612028120043,101.84138859586051,3,30,0.7666666666666667,5.687721150482138,58.3161810263197,2,23,0.6521739130434783,2.90749607813665,50.0,2,66.87240979714295,13.943861345435847
