vwap_band,n,wr,mean_vwap,stake_kelly,const_sum,const_mean,kelly_sum,kelly_mean
<.30,1,0.0,0.27439358817796256,5.0,-25.0,-25.0,-5.0,-5.0
.30-.45,9,0.3333333333333333,0.42098173528694666,5.0,-53.616726876252585,-5.957414097361398,-10.723345375250517,-1.1914828194722797
.45-.55,62,0.6935483870967742,0.5196798394003239,5.0,507.69173537589205,8.188576377030516,101.53834707517842,1.6377152754061035
.55-.65,103,0.6213592233009708,0.5988566956110757,5.0,78.7152833882554,0.7642260523131592,15.743056677651065,0.1528452104626317
.65-.75,81,0.7777777777777778,0.6922566497314631,2.2839506172839505,250.025484645585,3.0867343783405556,60.74281651625939,0.749911315015548
.75-.85,29,0.896551724137931,0.7767088391726481,0.0,108.53830911023897,3.7427003141461714,0.0,0.0
