vwap_bucket,n,wr,mean_vwap,mean_stake_kelly,sum_const,sum_kelly,mean_const,mean_kelly
Q1_low_vwap,185,0.5675675675675675,0.49522708849790725,5.0,802.3430394795811,160.46860789591622,4.33698940259233,0.8673978805184661
Q2,182,0.7362637362637363,0.6715889127673759,5.0,425.8588713714102,85.17177427428204,2.339883908634122,0.4679767817268244
Q3,188,0.8936170212765957,0.8297608484279615,1.3563829787234043,352.898970821892,41.71990285405716,1.87712218522283,0.22191437688328278
Q4_high_vwap,178,0.9775280898876404,0.9620826755031324,0.0,67.56323766488505,0.0,0.37956875092632053,0.0
