vwap_bucket,n,wr,mean_vwap,mean_stake_kelly,sum_const,sum_kelly,mean_const,mean_kelly
Q1_low_vwap,22,0.6363636363636364,0.5126657807884917,5.0,118.8446008367643,23.768920167352857,5.402027310762014,1.0804054621524026
Q2,21,0.6666666666666666,0.5668663476518306,5.0,92.3226579232956,18.464531584659117,4.396317043966457,0.8792634087932912
Q3,21,0.7619047619047619,0.6404909517075452,5.0,90.8200714058359,18.164014281167177,4.324765305039805,0.8649530610079608
Q4_high_vwap,21,0.7619047619047619,0.7270635228146646,1.4285714285714286,22.910923480950256,14.002861439688692,1.0909963562357265,0.6668029256994615
