stack,depth,n_tr,wr_tr,dpt_tr,dd_tr,ls_tr,n_v,wr_v,dpt_v,dd_v,ls_v,n_l,wr_l,dpt_l,dd_l,ls_l,sum_l,score_l,stack_canon
g_ribbon_agrees|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,4,414,0.7222222222222222,3.106332391406432,329.7850788220575,4,248,0.6774193548387096,-2.5626405474466254,638.7552482546807,4,103,0.6601941747572816,-0.438986598567669,177.11763802547557,6,-45.215619652469904,0.0,g_ribbon_agrees|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,4,312,0.7083333333333334,3.5464745596516534,206.5708665865237,4,174,0.7011494252873564,-1.158180050447412,328.7653445666768,4,82,0.6463414634146342,-1.0996508696148044,240.5246668092285,4,-90.17137130841397,0.0,g_bb_pos_with|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_dir_up|g_tr_above_ema800|g_tr_within_adr|g_vol_high,4,129,0.7364341085271318,8.076455038715036,251.11470443451543,8,120,0.7416666666666667,-1.1420412179446635,282.5639705009895,6,52,0.4615384615384615,-8.14756283889456,567.9590752272612,13,-423.6732676225171,0.0,g_dir_up|g_tr_above_ema800|g_tr_within_adr|g_vol_high
g_tr_above_ema50|g_tr_above_ema800|g_tr_above_pp|g_vol_high,4,234,0.7307692307692307,6.295329429392193,290.93304184568353,9,145,0.7103448275862069,-1.795324224039204,246.59051769167215,5,55,0.6,-3.45529391494389,371.0977947151088,9,-190.04116532191395,0.0,g_tr_above_ema50|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_tr_above_ema800|g_tr_in_active_session|g_vol_high,4,373,0.7292225201072386,4.928295043517444,718.6289037503495,9,220,0.7090909090909091,-1.998487166683408,553.3118078399738,11,57,0.6491228070175439,-2.8797164220094373,231.83352420668663,6,-164.14383605453793,0.0,g_dir_up|g_tr_above_ema800|g_tr_in_active_session|g_vol_high
g_dir_up|g_rf_with|g_tr_above_ema800|g_vol_high,4,245,0.7755102040816326,7.345328050415745,359.38290714913035,6,119,0.6890756302521008,-1.7957315539602758,269.0845678327579,6,51,0.5882352941176471,-6.63019390390422,328.4782706680381,8,-338.13988909911524,0.0,g_dir_up|g_rf_with|g_tr_above_ema800|g_vol_high
g_cci_with|g_dir_up|g_tr_above_ema800|g_vol_high,4,245,0.7755102040816326,7.4149485168793,230.2705843712628,5,142,0.6971830985915493,-2.0582495183275453,353.7444555884724,8,55,0.509090909090909,-8.802429304883438,459.1336117685892,9,-484.1336117685891,0.0,g_cci_with|g_dir_up|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_dir_up|g_tr_above_ema800|g_vol_high,4,244,0.7786885245901639,7.518543352665824,229.51285315747876,5,140,0.7,-1.9848616578496183,339.3536560849076,8,54,0.5,-8.99439706707279,460.6974416219306,9,-485.6974416219306,0.0,g_bb_pos_with|g_dir_up|g_tr_above_ema800|g_vol_high
g_dir_up|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,4,320,0.765625,6.499805098833932,352.4501994929726,6,170,0.7411764705882353,-0.8836970643198807,288.60340942453934,9,62,0.532258064516129,-8.0850140173306,476.2708690744972,10,-501.2708690744972,0.0,g_dir_up|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_mfi_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,4,248,0.7137096774193549,6.702038728574074,437.44582927155216,8,149,0.697986577181208,-2.457218086497227,351.696989489882,7,57,0.631578947368421,-2.3091132457803742,287.7226375114254,11,-131.61945500948133,0.0,g_mfi_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,4,216,0.7407407407407407,7.486720556498104,372.454012936101,8,129,0.7054263565891473,-1.6934913620943652,232.153022923433,5,50,0.68,-0.9043650491798606,290.26619769423826,8,-45.21825245899303,0.0,g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_ribbon_agrees|g_tr_above_ema800|g_vol_high,4,281,0.7864768683274022,6.72102147575635,235.01396331994533,6,153,0.7189542483660131,-1.2582957137448445,303.8509734140582,9,54,0.5185185185185185,-8.465242498825202,432.1230949365609,10,-457.1230949365609,0.0,g_dir_up|g_ribbon_agrees|g_tr_above_ema800|g_vol_high
g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high,4,286,0.7237762237762237,5.7333500348831405,400.17997709708845,9,167,0.7245508982035929,-1.766505710531594,287.8671743900061,5,65,0.6461538461538462,-2.481985551775493,365.16604613331367,10,-161.32906086540706,0.0,g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_rf_strong|g_tr_above_ema800|g_vol_high,4,161,0.7391304347826086,10.04572935936555,177.99239542329826,5,84,0.7619047619047619,0.2175032322808929,150.33223996669523,4,38,0.4736842105263157,-10.604242756551836,377.96122474896976,6,-402.96122474896976,0.0,g_dir_up|g_rf_strong|g_tr_above_ema800|g_vol_high
g_dir_up|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,4,248,0.7862903225806451,8.01367999676773,249.39366852542295,5,139,0.7050359712230215,-1.6614970273446568,292.42111078686827,8,53,0.5094339622641509,-8.619425308325958,431.82954134127584,9,-456.8295413412758,0.0,g_dir_up|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_tr_above_ema800|g_vol_high,4,244,0.7663934426229508,7.851617041491038,280.14044303135825,5,135,0.7037037037037037,-2.048800288224151,410.96901774926926,8,53,0.5283018867924528,-7.794234649000844,388.0944363970448,11,-413.0944363970447,0.0,g_dir_up|g_mfi_with|g_tr_above_ema800|g_vol_high
g_dir_up|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,4,236,0.7838983050847458,7.718772760720232,224.39366852542275,5,131,0.7175572519083969,-1.279749756749081,243.61477343861927,7,51,0.5294117647058824,-7.977049830221095,381.82954134127584,8,-406.82954134127584,0.0,g_dir_up|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_hod_european_morning|g_off_60_240|g_stoch_with|g_tr_stack_full_with,4,216,0.7222222222222222,2.397711703477352,214.2232647242999,5,71,0.7183098591549296,1.0270415905028294,240.89820219131764,4,55,0.6363636363636364,-0.0467403533383081,214.6592024170641,6,-2.57071943360695,0.0,g_hod_european_morning|g_off_60_240|g_stoch_with|g_tr_stack_with
g_tr_above_cloud|g_tr_above_ema800|g_tr_above_pp|g_vol_high,4,249,0.7068273092369478,4.80072767596977,412.7120921811512,9,156,0.717948717948718,-1.6606429763967203,238.46467343529508,5,59,0.6440677966101694,-2.3741767588095537,321.0977947151088,8,-140.07642876976368,0.0,g_tr_above_cloud|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_mfi_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,4,326,0.7239263803680982,4.426466392615887,303.20450102422427,4,197,0.6903553299492385,-1.9847137252007112,390.529733331104,6,90,0.6555555555555556,-0.5651217697914294,133.28638469244916,6,-50.86095928122864,0.0,g_mfi_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_dir_up|g_tight_ribbon|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,206,0.7378640776699029,5.371122138183338,577.4643263334169,16,80,0.7375,-1.5418828386164147,162.27123356074776,6,41,0.4634146341463415,-9.466541993490116,462.2226379979938,11,-388.12822173309473,0.0,g_dir_up|g_tight_ribbon|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_tight_ribbon|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,5,256,0.75,4.820588553339799,315.52099981179344,6,135,0.7185185185185186,-1.5535450045640435,277.5954254736,7,54,0.5,-9.075321820698695,465.0673783177296,8,-490.0673783177296,0.0,g_dir_up|g_tight_ribbon|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_dir_up|g_rf_fresh|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,229,0.7947598253275109,5.09871449113639,237.15044042087493,6,128,0.6953125,-1.9728972676714132,331.03924644157473,8,51,0.5098039215686274,-8.934104206552446,430.63931453417473,8,-455.63931453417473,0.0,g_dir_up|g_rf_fresh|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_tight_ribbon|g_tr_above_ema800|g_vol_high,5,183,0.7486338797814208,5.991475831514459,221.58708952298275,5,103,0.6601941747572816,-3.23496395374358,386.9374687117676,6,46,0.5,-8.629730687675655,371.9676116330802,9,-396.96761163308014,0.0,g_dir_up|g_mfi_with|g_tight_ribbon|g_tr_above_ema800|g_vol_high
g_ribbon_agrees|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,246,0.7235772357723578,5.31426979004142,317.9103858356283,9,149,0.7248322147651006,-1.5837845808928712,241.84904727647503,5,53,0.6226415094339622,-3.0713417710397297,315.16604613331367,9,-162.78111386510568,0.0,g_ribbon_agrees|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_tight_ribbon|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,188,0.776595744680851,6.16751152306856,183.43550929547175,5,105,0.6666666666666666,-2.702358962468385,373.3262183414623,6,45,0.4666666666666667,-9.902801124100185,420.6260505845082,7,-445.6260505845082,0.0,g_dir_up|g_tight_ribbon|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_dir_up|g_rf_strong|g_tight_ribbon|g_tr_above_ema800|g_vol_high,5,128,0.7421875,6.585725836299505,149.7525254909195,4,65,0.7076923076923077,-1.7908378503681572,236.84551534507816,4,33,0.4545454545454545,-11.077880363354684,340.5700519907046,4,-365.5700519907046,0.0,g_dir_up|g_rf_strong|g_tight_ribbon|g_tr_above_ema800|g_vol_high
g_dir_up|g_tight_ribbon|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,5,176,0.7727272727272727,5.646192606070836,161.3150207503578,5,97,0.6804123711340206,-2.272647653529924,298.57369285054284,5,43,0.4883720930232558,-9.200605827546704,370.62605058450816,6,-395.6260505845083,0.0,g_dir_up|g_tight_ribbon|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_dir_up|g_off_60_240|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,86,0.7209302325581395,3.61400267550856,106.1913654688355,3,52,0.6923076923076923,1.8553747325502896,75.0,3,22,0.5,-6.752906951470385,179.97222297831811,4,-148.56395293234849,0.0,g_dir_up|g_off_60_240|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_dir_up|g_off_240_480|g_rf_strong|g_tr_above_ema800|g_vol_high,5,68,0.7794117647058824,3.852232792702758,75.0,3,36,0.8055555555555556,1.7592861272103937,50.0,2,17,0.4117647058823529,-12.938843671876189,201.6082678324501,3,-219.9603424218952,0.0,g_dir_up|g_off_240_480|g_rf_strong|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_off_120_360|g_tr_above_ema800|g_vol_high,5,94,0.7446808510638298,3.2670969862134336,104.8489300623867,4,51,0.8235294117647058,3.5837118842436744,62.33878517713183,2,25,0.44,-10.594567897848515,239.86419744621287,7,-264.86419744621287,0.0,g_dir_up|g_mfi_with|g_off_120_360|g_tr_above_ema800|g_vol_high
g_tight_ribbon|g_tr_above_ema800|g_tr_above_pp|g_vol_high,4,314,0.7006369426751592,2.9606438479090595,742.6879163988795,19,166,0.6746987951807228,-3.3424715283755706,529.8502737103446,8,73,0.6027397260273972,-3.360194405443292,462.2226379979938,11,-245.29419159736028,0.0,g_tight_ribbon|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_cci_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,4,235,0.7106382978723405,5.292498875569564,357.74917822141856,9,142,0.704225352112676,-2.259068950626729,295.78779098899554,6,55,0.6363636363636364,-1.9618781937021124,365.1660461333137,9,-107.90330065361618,0.0,g_cci_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_bb_pos_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,4,236,0.711864406779661,5.3546037960557324,357.74917822141856,9,140,0.7071428571428572,-2.115421079956304,271.15895119388256,6,55,0.6363636363636364,-1.9618781937021124,365.1660461333137,9,-107.90330065361618,0.0,g_bb_pos_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_cci_with|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,210,0.7238095238095238,6.037641081509809,304.5613149466028,9,132,0.7045454545454546,-2.3711856352149847,287.99650384837804,6,52,0.6538461538461539,-1.8977283560401648,315.1660461333137,8,-98.6818745140886,0.0,g_cci_with|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_tr_above_ema200|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,4,418,0.7129186602870813,2.644421922901951,366.5306997396182,5,248,0.6774193548387096,-2.6366854579103616,657.118386049687,4,107,0.6635514018691588,-0.3633025408527481,202.11763802547557,7,-38.87337187124405,0.0,g_tr_above_ema200|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_entry_vwap_gt_35|g_hod_european_morning|g_rf_aged|g_tr_above_ema800,4,189,0.8306878306878307,2.4705196330944297,184.67195070141287,3,48,0.8541666666666666,1.9404469495839065,53.65180705422232,1,21,0.6666666666666666,-2.455568967352739,92.98287818443646,2,-51.566948314407526,0.0,g_entry_vwap_gt_35|g_hod_european_morning|g_rf_aged|g_tr_above_ema800
g_dir_up|g_off_240_480|g_tr_above_ema800|g_vol_high,4,161,0.7888198757763976,2.715811676728898,202.9867691173432,4,83,0.7710843373493976,-0.3143673574708896,118.23726406800634,4,37,0.3783783783783784,-13.314508335742234,467.6368084224626,9,-492.63680842246265,0.0,g_dir_up|g_off_240_480|g_tr_above_ema800|g_vol_high
g_hod_european_morning|g_mfi_with|g_tr_stack_full_with,3,454,0.7929515418502202,1.7828629407789924,286.5890912842443,4,155,0.7870967741935484,0.9426402768333562,163.6407531879854,3,100,0.71,-0.1106574649888381,189.06889838242995,6,-11.065746498883811,0.0,g_hod_european_morning|g_mfi_with|g_tr_stack_with
g_tr_above_ema200|g_tr_above_ema800|g_vol_high,3,562,0.701067615658363,1.8844360915048384,447.0253072108246,6,317,0.694006309148265,-2.212523391660372,704.5903076442552,5,132,0.6818181818181818,-0.0332018131678788,196.1858894436804,8,-4.382639338160006,0.0,g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_hod_european_morning|g_rf_aged|g_tr_above_ema800,3,204,0.7892156862745098,3.331714334186562,209.67195070141292,4,52,0.7884615384615384,-0.1318951234610089,76.62971289350342,2,21,0.6666666666666666,-2.455568967352739,92.98287818443646,2,-51.566948314407526,0.0,g_hod_european_morning|g_rf_aged|g_tr_above_ema800
g_dir_up|g_off_120_360|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,5,92,0.7717391304347826,3.7490316007753774,83.10730530499814,3,51,0.803921568627451,3.884065088836632,55.04153097776489,2,26,0.4230769230769231,-11.104634967206684,265.12774878490234,6,-288.72050914737383,0.0,g_dir_up|g_off_120_360|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_off_240_480|g_tr_above_ema800|g_vol_high,5,91,0.8021978021978022,3.6602438109164734,118.37087466886308,3,47,0.7872340425531915,-0.0413583895724188,70.5813494003329,2,25,0.36,-13.485501998278153,312.1375499569537,7,-337.13754995695376,0.0,g_dir_up|g_mfi_with|g_off_240_480|g_tr_above_ema800|g_vol_high
g_dir_up|g_tr_above_ema800|g_tr_above_pp|g_vol_high,4,254,0.7362204724409449,7.183261814638843,620.4580408060028,13,96,0.7708333333333334,-0.1915783719245996,150.0,6,48,0.5,-6.743193075469105,512.222637997994,13,-323.6732676225171,0.0,g_dir_up|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_rf_strong|g_tr_above_ema800|g_tr_above_pp|g_vol_high,4,149,0.7181208053691275,9.330619539662369,235.8267106582888,5,93,0.7204301075268817,-1.353941577750862,155.45127863114126,4,35,0.6571428571428571,-1.3442167754183745,255.7257227016688,6,-47.04758713964311,0.0,g_rf_strong|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,4,225,0.7555555555555555,7.557451014207198,369.2357892544479,6,114,0.7456140350877193,-0.448521978673238,247.6060734763724,7,49,0.5102040816326531,-8.88212487905352,410.22411907362255,7,-435.2241190736225,0.0,g_dir_up|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_ribbon_agrees|g_tr_above_ema800|g_vol_high,3,499,0.7074148296593187,1.8735839035766135,389.1727696173954,5,294,0.6836734693877551,-2.268103085962469,670.0426997608834,5,115,0.6608695652173913,-0.471411217806949,196.1858894436804,7,-54.21229004779914,0.0,g_ribbon_agrees|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,162,0.7407407407407407,10.460809387393864,424.8818270498783,8,64,0.765625,-0.157839970714562,180.4543743720832,6,33,0.5454545454545454,-6.328591698032929,287.7226375114254,11,-208.84352603508663,0.0,g_dir_up|g_mfi_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_rf_strong|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,147,0.7619047619047619,11.010351556148391,157.585482568962,4,77,0.7532467532467533,-0.1037667739904205,188.7094523830508,4,31,0.4516129032258064,-11.40632930615617,328.59620849084126,5,-353.59620849084126,0.0,g_dir_up|g_rf_strong|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_dir_up|g_tr_above_ema50|g_tr_above_ema800|g_tr_in_active_session|g_vol_high,5,225,0.7866666666666666,9.01720891820924,249.39366852542275,5,139,0.7050359712230215,-1.6614970273446568,292.42111078686827,8,39,0.6666666666666666,-3.4348711702767685,135.20865842245018,4,-133.95997564079397,0.0,g_dir_up|g_tr_above_ema50|g_tr_above_ema800|g_tr_in_active_session|g_vol_high
g_dir_up|g_rf_strong|g_rf_with|g_tr_above_ema800|g_vol_high,5,144,0.7430555555555556,11.291966153614124,169.38987015905207,5,70,0.7285714285714285,-0.2851217793697301,194.26500328691145,4,33,0.5151515151515151,-9.299588059114535,285.10886587633564,5,-306.88640595077965,0.0,g_dir_up|g_rf_strong|g_rf_with|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_rf_strong|g_tr_above_ema800|g_vol_high,5,106,0.7452830188679245,14.020612225657858,97.77499669116378,3,54,0.8148148148148148,1.525674840866138,93.8003953322112,3,27,0.4814814814814814,-10.25037663769062,251.7601692176468,5,-276.7601692176467,0.0,g_dir_up|g_mfi_with|g_rf_strong|g_tr_above_ema800|g_vol_high
g_dir_up|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,198,0.7676767676767676,10.12725348380075,268.1073095164736,8,77,0.7662337662337663,-0.4102983066550312,149.6381733349084,5,35,0.5142857142857142,-7.74788977841661,365.1660461333136,10,-271.17614224458134,0.0,g_dir_up|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_rf_strong|g_tr_above_ema800|g_tr_in_active_session|g_vol_high,5,152,0.75,11.204375959127242,177.99239542329826,5,84,0.7619047619047619,0.2175032322808929,150.33223996669523,4,28,0.5714285714285714,-7.491748599551125,184.7689607874316,3,-209.76896078743152,0.0,g_dir_up|g_rf_strong|g_tr_above_ema800|g_tr_in_active_session|g_vol_high
g_mfi_with|g_rf_strong|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,105,0.7333333333333333,13.452528510166424,148.40442120409267,5,72,0.7361111111111112,-0.8538277626210363,123.91943399665722,3,24,0.7083333333333334,-0.5341544604845906,131.22572221510023,5,-12.819707051630177,0.0,g_mfi_with|g_rf_strong|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_hod_european_morning|g_rf_aged|g_stoch_with|g_tr_above_ema800,4,160,0.8375,2.014471802429843,134.67195070141292,4,42,0.8571428571428571,1.2747864396158834,53.76171538520697,1,15,0.6666666666666666,-3.8709319253427377,86.98668988738973,2,-58.063978880141065,0.0,g_hod_european_morning|g_rf_aged|g_stoch_with|g_tr_above_ema800
g_dir_up|g_hod_overnight|g_tr_above_ema800|g_vol_high,4,83,0.8072289156626506,3.3745130591196206,116.99045466927453,4,28,0.7142857142857143,-1.072742758303603,143.19027112277612,5,15,0.4,-12.126477814117743,156.89716721176617,5,-181.89716721176612,0.0,g_dir_up|g_hod_overnight|g_tr_above_ema800|g_vol_high
g_hod_european_morning|g_rf_aged|g_tr_above_ema800|g_tr_within_adr,4,105,0.7333333333333333,3.0872658302204163,209.67195070141287,4,33,0.8181818181818182,-0.0896529624413726,48.58849031833862,1,15,0.6666666666666666,-1.7159624464157863,68.23035269351695,2,-25.739436696236798,0.0,g_hod_european_morning|g_rf_aged|g_tr_above_ema800|g_tr_within_adr
g_dir_up|g_off_120_360|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,5,82,0.7317073170731707,3.9515169667727816,128.36583695543482,3,52,0.7884615384615384,3.3426933041823244,75.0,3,25,0.4,-12.14403364243572,295.2558097678436,6,-303.600841060893,0.0,g_dir_up|g_off_120_360|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,3,403,0.6947890818858561,2.199710860523939,424.81678137136896,5,224,0.6964285714285714,-1.427179634565818,413.94581954766375,6,100,0.63,-1.7490413006661176,253.18153310164905,5,-174.90413006661177,0.0,g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_dir_up|g_ribbon_agrees|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,177,0.7796610169491526,9.57465136839178,216.31112754644403,7,67,0.7761194029850746,-0.0037091153112707,100.0,4,30,0.4666666666666667,-9.206797808196944,340.16604613331367,10,-276.2039342459084,0.0,g_dir_up|g_ribbon_agrees|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_rf_strong|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,5,140,0.7642857142857142,10.84234425160837,132.585482568962,4,73,0.7671232876712328,0.1600452208527082,166.3643960432854,4,30,0.4666666666666667,-10.953206949694708,303.59620849084126,5,-328.59620849084126,0.0,g_dir_up|g_rf_strong|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_cci_with|g_dir_up|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,5,180,0.7777777777777778,9.504871806437285,179.95326675503213,4,84,0.75,-0.0777317067997089,217.47788846029167,6,39,0.4871794871794871,-10.043255835112536,366.68697756938894,6,-391.6869775693889,0.0,g_cci_with|g_dir_up|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_dir_up|g_rf_strong|g_ribbon_agrees|g_tr_above_ema800|g_vol_high,5,137,0.7591240875912408,11.010556636783509,135.97060910107382,5,73,0.7808219178082192,0.5616398865030555,176.2209524489882,4,29,0.4827586206896552,-10.46883477554625,278.59620849084126,5,-303.59620849084126,0.0,g_dir_up|g_rf_strong|g_ribbon_agrees|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_dir_up|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,5,179,0.7821229050279329,9.656320585884869,179.95326675503213,4,84,0.75,-0.0777317067997089,217.47788846029167,6,39,0.4871794871794871,-10.043255835112536,366.68697756938894,6,-391.6869775693889,0.0,g_bb_pos_with|g_dir_up|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_dir_up|g_rf_strong|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,5,149,0.7516778523489933,10.586656553629428,127.99239542329826,5,77,0.7792207792207793,0.4525233102113852,166.3643960432854,4,34,0.4705882352941176,-10.58144002315975,334.7689607874316,6,-359.7689607874315,0.0,g_dir_up|g_rf_strong|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_dir_up|g_ribbon_slope_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,194,0.7835051546391752,9.249813044465984,223.82887640011165,4,88,0.7613636363636364,0.4191367206110021,188.85021220296213,6,39,0.5128205128205128,-9.217302689503166,334.4748048906234,6,-359.47480489062343,0.0,g_dir_up|g_ribbon_slope_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_cci_with|g_dir_up|g_rf_strong|g_tr_above_ema800|g_vol_high,5,141,0.75177304964539,10.904234531599585,138.7098729238826,4,74,0.7432432432432432,-0.2489447505449034,189.7538632421298,4,32,0.46875,-10.927219602782229,324.6710272890313,5,-349.67102728903126,0.0,g_cci_with|g_dir_up|g_rf_strong|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_rf_with|g_tr_above_ema800|g_vol_high,5,162,0.7901234567901234,10.19353947837022,145.531940981802,3,77,0.7142857142857143,-1.3203210628391795,167.12629724622087,3,37,0.5945945945945946,-6.139931770291337,202.17747550077948,6,-227.17747550077948,0.0,g_dir_up|g_mfi_with|g_rf_with|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,5,155,0.7741935483870968,10.421361669268334,188.77091601323295,5,69,0.7971014492753623,0.7995042724888232,194.91388774921745,4,36,0.5555555555555556,-7.327117183833514,238.7762186180065,6,-263.7762186180065,0.0,g_dir_up|g_mfi_with|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_rf_strong|g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,127,0.7322834645669292,11.529815405708195,162.5467617330158,5,82,0.7317073170731707,-0.9029037056944376,184.53477581395484,3,30,0.6666666666666666,-1.1413559386247885,205.7257227016688,5,-34.240678158743656,0.0,g_rf_strong|g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_tr_above_ema50|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,161,0.7639751552795031,10.246365193023012,224.1757308317433,7,61,0.7377049180327869,-0.7687443777894382,85.24347984898864,3,31,0.4516129032258064,-9.674951940288322,371.0977947151088,9,-299.923510148938,0.0,g_dir_up|g_tr_above_ema50|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,155,0.7677419354838709,10.57831319952137,283.68262783702187,6,54,0.7037037037037037,-1.8277855383926835,103.44868710614448,3,32,0.59375,-5.856144476379908,290.26619769423826,8,-187.39662324415707,0.0,g_dir_up|g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_ribbon_agrees|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,5,186,0.7903225806451613,9.671466270890187,177.21400293222337,5,87,0.7931034482758621,1.3560708384668685,188.85021220296213,6,36,0.5277777777777778,-8.79686048803858,291.68697756938883,6,-316.6869775693889,0.0,g_dir_up|g_ribbon_agrees|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_dir_up|g_rf_strong|g_tr_above_ema800|g_vol_high,5,142,0.7535211267605634,10.859417968805383,138.7098729238826,4,74,0.7432432432432432,-0.2489447505449034,189.7538632421298,4,32,0.46875,-10.927219602782229,324.6710272890313,5,-349.67102728903126,0.0,g_bb_pos_with|g_dir_up|g_rf_strong|g_tr_above_ema800|g_vol_high
g_dir_up|g_rf_strong|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,5,148,0.7432432432432432,10.903201130831386,177.99239542329826,5,74,0.7702702702702703,0.7273798608386047,153.70542210975196,4,33,0.4848484848484848,-10.072315317097308,307.3864054642111,5,-332.3864054642112,0.0,g_dir_up|g_rf_strong|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
