vwap_band,n,wr,mean_vwap,stake_kelly,const_sum,const_mean,kelly_sum,kelly_mean
<.30,12,0.25,0.17622283966297217,5.0,262.07707616728635,21.839756347273863,52.415415233457274,4.367951269454773
.30-.45,30,0.3333333333333333,0.400009980742143,5.0,-137.07796375514246,-4.5692654585047485,-27.4155927510285,-0.91385309170095
.45-.55,80,0.6625,0.5164032201406509,5.0,563.3373440912618,7.0417168011407725,112.66746881825235,1.4083433602281543
.55-.65,125,0.68,0.6006509235839361,5.0,383.9300235798022,3.0714401886384177,76.78600471596043,0.6142880377276835
.65-.75,127,0.7322834645669292,0.6972298147127755,2.0866141732283463,148.0026448332922,1.165375156167655,32.20014118664283,0.25354441879246326
.75-.85,49,0.9183673469387755,0.778308040879194,0.0,216.20333293974298,4.412312917137612,0.0,0.0
