slug,fav_side,fire_us,maker_bid,taker_ask,won,cl_basis_bps,outcome_cl,total_sell_usd,first_fill_us,fill_usd_opt,filled_opt,fill_shares_opt,fill_usd_cons,filled_cons,fill_shares_cons,maker_pnl_opt,maker_pnl_cons,taker_pnl,price_improvement,spread_pnl_opt,basis_q
btc-updown-5m-1778191500,Up,1778191620000000,0.20999999344348907,0.2199999988079071,False,1.5551594667459832,Down,360.79411,1778191621292000.0,25.0,True,119.04762276446209,25.0,True,119.04762276446209,-25.01,-25.01,-25.0,0.01000000536441803,1.180476866265835,0
btc-updown-5m-1778191800,Up,1778191920000000,0.9399999976158142,0.949999988079071,True,1.7504327240406015,Up,0.0,,0.0,False,0.0,0.0,False,0.0,0.0,0.0,1.2894740078257763,0.009999990463256836,0.0,0
btc-updown-5m-1778192100,Up,1778192220000000,0.8799999952316284,0.8899999856948853,True,2.3113839755508385,Up,1010.2118,1778192222482000.0,25.0,True,28.409091063028526,25.0,True,28.409091063028526,3.399091063028526,3.399091063028526,3.0280903301039226,0.009999990463256836,0.27409063970008024,0
btc-updown-5m-1778192400,Up,1778192520000000,0.8999999761581421,0.9300000071525574,True,1.4819285065388181,Up,3755.9250150000003,1778192558320000.0,25.0,True,27.77777851363761,25.0,True,27.77777851363761,2.7677785136376096,2.7677785136376096,1.8440858188950695,0.030000030994415283,0.8233342163651312,0
btc-updown-5m-1778192700,Up,1778192820000000,0.4300000071525574,0.4399999976158142,False,1.4534009146128024,Down,396.4378,1778192823865000.0,25.0,True,58.13953391663639,25.0,True,58.13953391663639,-25.01,-25.01,-25.0,0.009999990463256836,0.5713947847045613,0
btc-updown-5m-1778193000,Up,1778193120000000,0.8299999833106995,0.8399999737739563,False,0.8618475707962784,Down,104.14976200000001,1778193170868000.0,25.0,True,30.120482533361187,25.0,True,30.120482533361187,-25.01,-25.01,-25.0,0.009999990463256836,0.29120453808230595,0
btc-updown-5m-1778193300,Up,1778193420000000,0.75,0.7599999904632568,True,0.1184232861767837,Up,24.038600000000002,1778193422292000.0,24.038600000000002,True,32.05146666666667,0.0,False,0.0,8.002866666666668,0.0,7.736842509782219,0.009999990463256836,0.3105143610000611,0
btc-updown-5m-1778193600,Up,1778193720000000,0.4699999988079071,0.47999998927116394,False,1.0141985379062743,Down,474.56928,1778193754537000.0,25.0,True,53.19148949661531,25.0,True,53.19148949661531,-25.01,-25.01,-25.0,0.009999990463256836,0.5219143876925793,0
btc-updown-5m-1778193900,Up,1778194020000000,0.6499999761581421,0.6600000262260437,True,1.1692171760746652,Up,431.39520000000005,1778194021288000.0,25.0,True,38.46153987229933,25.0,True,38.46153987229933,13.451539872299335,13.451539872299335,12.62121064614774,0.010000050067901611,0.37461732441158746,0
btc-updown-5m-1778194200,Up,1778194320000000,0.7799999713897705,0.7900000214576721,True,0.9264751957988054,Up,179.4862,1778194334647000.0,25.0,True,32.05128322691611,25.0,True,32.05128322691611,7.041283226916113,7.041283226916113,6.512657385494387,0.010000050067901611,0.31051443700965625,0
