slug,fire_us,slot_start_us,outcome,vwap_down,shares,won_down,pnl_down,book_lag_s,ts,date
btc-updown-15m-1777370400,1777369620000000,1777370400000000,Down,0.47999998927116394,52.083334497486575,1,26.541667807536843,7.07,2026-04-28 09:47:00+00:00,2026-04-28
btc-updown-15m-1777371300,1777370520000000,1777371300000000,Up,0.49000000953674316,51.02040717026833,0,-25.0,58.181,2026-04-28 10:02:00+00:00,2026-04-28
btc-updown-15m-1777372200,1777371420000000,1777372200000000,Up,0.49000000953674316,51.02040717026833,0,-25.0,74.582,2026-04-28 10:17:00+00:00,2026-04-28
btc-updown-15m-1777373100,1777372320000000,1777373100000000,Up,0.4845574492518921,51.5934695433895,0,-25.0,102.297,2026-04-28 10:32:00+00:00,2026-04-28
btc-updown-15m-1777374000,1777373220000000,1777374000000000,Down,0.5142506638309283,48.614424362161486,1,23.142135874918257,100.523,2026-04-28 10:47:00+00:00,2026-04-28
btc-updown-15m-1777374900,1777374120000000,1777374900000000,Down,0.5199999809265137,48.07692484037417,1,22.615386343566684,101.519,2026-04-28 11:02:00+00:00,2026-04-28
btc-updown-15m-1777375800,1777375020000000,1777375800000000,Down,0.5099999904632568,49.01960875977925,1,23.539216584583667,1489.293,2026-04-28 11:17:00+00:00,2026-04-28
btc-updown-15m-1777376700,1777375920000000,1777376700000000,Down,0.5079681199213162,49.215687007823405,1,23.731373267666932,1138.996,2026-04-28 11:32:00+00:00,2026-04-28
btc-updown-15m-1777448700,1777447920000000,1777448700000000,Down,0.5285201164749417,47.301889219925854,1,21.855851435527338,91.249,2026-04-29 07:32:00+00:00,2026-04-29
btc-updown-15m-1777449600,1777448820000000,1777449600000000,Down,0.5299999713897705,47.1698138670551,1,21.726417589713993,103.461,2026-04-29 07:47:00+00:00,2026-04-29
btc-updown-15m-1777450500,1777449720000000,1777450500000000,Up,0.5000849199683536,49.99150944519993,0,-25.0,103.648,2026-04-29 08:02:00+00:00,2026-04-29
btc-updown-15m-1777451400,1777450620000000,1777451400000000,Down,0.5199999809265137,48.07692484037417,1,22.615386343566684,74.435,2026-04-29 08:17:00+00:00,2026-04-29
btc-updown-15m-1777452300,1777451520000000,1777452300000000,Down,0.5319609977393014,46.99592659282095,1,21.55600806096453,7.959,2026-04-29 08:32:00+00:00,2026-04-29
btc-updown-15m-1777454100,1777453320000000,1777454100000000,Up,0.5199999809265137,48.07692484037417,0,-25.0,95.906,2026-04-29 09:02:00+00:00,2026-04-29
btc-updown-15m-1777455900,1777455120000000,1777455900000000,Up,0.5287772275950932,47.27888928519355,0,-25.0,47.2,2026-04-29 09:32:00+00:00,2026-04-29
btc-updown-15m-1777456800,1777456020000000,1777456800000000,Up,0.5409126874383214,46.218180088169355,0,-25.0,98.834,2026-04-29 09:47:00+00:00,2026-04-29
btc-updown-15m-1777457700,1777456920000000,1777457700000000,Up,0.49000000953674316,51.02040717026833,0,-25.0,61.761,2026-04-29 10:02:00+00:00,2026-04-29
btc-updown-15m-1777458600,1777457820000000,1777458600000000,Down,0.49000000953674316,51.02040717026833,1,25.499999026862962,95.344,2026-04-29 10:17:00+00:00,2026-04-29
btc-updown-15m-1777460400,1777459620000000,1777460400000000,Down,0.5136853405143001,48.66792572855998,1,23.194567213988776,98.944,2026-04-29 10:47:00+00:00,2026-04-29
btc-updown-15m-1777461300,1777460520000000,1777461300000000,Down,0.5199999809265137,48.07692484037417,1,22.615386343566684,417.545,2026-04-29 11:02:00+00:00,2026-04-29
btc-updown-15m-1777462200,1777461420000000,1777462200000000,Up,0.5099999904632568,49.01960875977925,0,-25.0,414.241,2026-04-29 11:17:00+00:00,2026-04-29
btc-updown-15m-1777528800,1777528020000000,1777528800000000,Down,0.5079681199213162,49.215687007823405,1,23.731373267666932,1008.227,2026-04-30 05:47:00+00:00,2026-04-30
btc-updown-15m-1777531500,1777530720000000,1777531500000000,Up,0.5199999809265137,48.07692484037417,0,-25.0,102.021,2026-04-30 06:32:00+00:00,2026-04-30
btc-updown-15m-1777532400,1777531620000000,1777532400000000,Up,0.5,50.0,0,-25.0,80.626,2026-04-30 06:47:00+00:00,2026-04-30
btc-updown-15m-1777533300,1777532520000000,1777533300000000,Up,0.5,50.0,0,-25.0,94.478,2026-04-30 07:02:00+00:00,2026-04-30
btc-updown-15m-1777534200,1777533420000000,1777534200000000,Up,0.5,50.0,0,-25.0,101.952,2026-04-30 07:17:00+00:00,2026-04-30
btc-updown-15m-1777535100,1777534320000000,1777535100000000,Up,0.5327545236593988,46.925927213680545,0,-24.999999999999996,90.909,2026-04-30 07:32:00+00:00,2026-04-30
btc-updown-15m-1777536000,1777535220000000,1777536000000000,Down,0.5,50.0,1,24.5,13.79,2026-04-30 07:47:00+00:00,2026-04-30
btc-updown-15m-1777536900,1777536120000000,1777536900000000,Down,0.5299999713897705,47.1698138670551,1,21.726417589713993,48.026,2026-04-30 08:02:00+00:00,2026-04-30
btc-updown-15m-1777537800,1777537020000000,1777537800000000,Up,0.5099999904632568,49.01960875977925,0,-25.0,75.766,2026-04-30 08:17:00+00:00,2026-04-30
btc-updown-15m-1777538700,1777537920000000,1777538700000000,Down,0.5099999904632568,49.01960875977925,1,23.539216584583667,82.221,2026-04-30 08:32:00+00:00,2026-04-30
btc-updown-15m-1777539600,1777538820000000,1777539600000000,Up,0.5099999904632568,49.01960875977925,0,-25.0,103.106,2026-04-30 08:47:00+00:00,2026-04-30
btc-updown-15m-1777540500,1777539720000000,1777540500000000,Up,0.5,50.0,0,-25.0,15.698,2026-04-30 09:02:00+00:00,2026-04-30
btc-updown-15m-1777541400,1777540620000000,1777541400000000,Down,0.5,50.0,1,24.5,102.39,2026-04-30 09:17:00+00:00,2026-04-30
btc-updown-15m-1777542300,1777541520000000,1777542300000000,Up,0.5314437344930156,47.04166852931174,0,-25.0,15.334,2026-04-30 09:32:00+00:00,2026-04-30
btc-updown-15m-1777543200,1777542420000000,1777543200000000,Down,0.5099999904632568,49.01960875977925,1,23.539216584583667,4.677,2026-04-30 09:47:00+00:00,2026-04-30
btc-updown-15m-1777544100,1777543320000000,1777544100000000,Down,0.5,50.0,1,24.5,33.355,2026-04-30 10:02:00+00:00,2026-04-30
btc-updown-15m-1777545000,1777544220000000,1777545000000000,Up,0.5109801675868523,48.92557791051783,0,-25.0,95.649,2026-04-30 10:17:00+00:00,2026-04-30
btc-updown-15m-1777545900,1777545120000000,1777545900000000,Down,0.47999998927116394,52.083334497486575,1,26.541667807536843,96.598,2026-04-30 10:32:00+00:00,2026-04-30
btc-updown-15m-1777546800,1777546020000000,1777546800000000,Up,0.5099999904632568,49.01960875977925,0,-25.0,33.853,2026-04-30 10:47:00+00:00,2026-04-30
btc-updown-15m-1777547700,1777546920000000,1777547700000000,Down,0.5189620578007538,48.17307859835546,1,22.70961702638835,127.121,2026-04-30 11:02:00+00:00,2026-04-30
btc-updown-15m-1777548600,1777547820000000,1777548600000000,Down,0.5167301159343477,48.38115532475822,1,22.913532218263057,34.415,2026-04-30 11:17:00+00:00,2026-04-30
btc-updown-15m-1777549500,1777548720000000,1777549500000000,Up,0.5,50.0,0,-25.0,106.033,2026-04-30 11:32:00+00:00,2026-04-30
btc-updown-15m-1777615200,1777614420000000,1777615200000000,Down,0.5199999809265137,48.07692484037417,1,22.615386343566684,67.51,2026-05-01 05:47:00+00:00,2026-05-01
btc-updown-15m-1777616100,1777615320000000,1777616100000000,Up,0.5199999809265137,48.07692484037417,0,-25.0,0.602,2026-05-01 06:02:00+00:00,2026-05-01
btc-updown-15m-1777617000,1777616220000000,1777617000000000,Down,0.5199999809265137,48.07692484037417,1,22.615386343566684,56.834,2026-05-01 06:17:00+00:00,2026-05-01
btc-updown-15m-1777617900,1777617120000000,1777617900000000,Down,0.5199999809265137,48.07692484037417,1,22.615386343566684,100.647,2026-05-01 06:32:00+00:00,2026-05-01
btc-updown-15m-1777618800,1777618020000000,1777618800000000,Up,0.5047026366867546,49.534118078159224,0,-25.0,26.381,2026-05-01 06:47:00+00:00,2026-05-01
btc-updown-15m-1777620600,1777619820000000,1777620600000000,Down,0.5,50.0,1,24.5,96.095,2026-05-01 07:17:00+00:00,2026-05-01
btc-updown-15m-1777621500,1777620720000000,1777621500000000,Up,0.5099999904632568,49.01960875977925,0,-25.0,62.137,2026-05-01 07:32:00+00:00,2026-05-01
btc-updown-15m-1777622400,1777621620000000,1777622400000000,Up,0.5149534420075984,48.5480782544825,0,-25.000000000000004,71.697,2026-05-01 07:47:00+00:00,2026-05-01
btc-updown-15m-1777626000,1777625220000000,1777626000000000,Down,0.5,50.0,1,24.5,110.117,2026-05-01 08:47:00+00:00,2026-05-01
btc-updown-15m-1777626900,1777626120000000,1777626900000000,Up,0.5,50.0,0,-25.0,85.461,2026-05-01 09:02:00+00:00,2026-05-01
btc-updown-15m-1777627800,1777627020000000,1777627800000000,Down,0.5196590848949002,48.10846327271694,1,22.6462940072626,92.667,2026-05-01 09:17:00+00:00,2026-05-01
btc-updown-15m-1777628700,1777627920000000,1777628700000000,Down,0.5199999809265137,48.07692484037417,1,22.615386343566684,88.393,2026-05-01 09:32:00+00:00,2026-05-01
btc-updown-15m-1777630500,1777629720000000,1777630500000000,Up,0.5143788542309969,48.60230896811519,0,-24.999999999999996,66.158,2026-05-01 10:02:00+00:00,2026-05-01
btc-updown-15m-1777631400,1777630620000000,1777631400000000,Down,0.5,50.0,1,24.5,84.751,2026-05-01 10:17:00+00:00,2026-05-01
btc-updown-15m-1777632300,1777631520000000,1777632300000000,Up,0.5282841062731563,47.323021274225916,0,-24.999999999999996,94.248,2026-05-01 10:32:00+00:00,2026-05-01
btc-updown-15m-1777633200,1777632420000000,1777633200000000,Up,0.5168595454103093,48.36903994905179,0,-25.0,75.071,2026-05-01 10:47:00+00:00,2026-05-01
btc-updown-15m-1777634100,1777633320000000,1777634100000000,Up,0.5199999809265137,48.07692484037417,0,-25.0,49.414,2026-05-01 11:02:00+00:00,2026-05-01
btc-updown-15m-1777635000,1777634220000000,1777635000000000,Up,0.5199999809265137,48.07692484037417,0,-25.0,30.823,2026-05-01 11:17:00+00:00,2026-05-01
