slug,fire_us,slot_start_us,outcome,vwap_down,shares,won_down,pnl_down,book_lag_s,ts,date
btc-updown-15m-1777283100,1777282320000000,1777283100000000,Down,0.5,50.0,1,24.5,115.87,2026-04-27 09:32:00+00:00,2026-04-27
btc-updown-15m-1777284000,1777283220000000,1777284000000000,Down,0.5142811798177652,48.611539720078255,1,23.13930892567669,86.141,2026-04-27 09:47:00+00:00,2026-04-27
btc-updown-15m-1777284900,1777284120000000,1777284900000000,Down,0.5,50.0,1,24.5,16.87,2026-04-27 10:02:00+00:00,2026-04-27
btc-updown-15m-1777285800,1777285020000000,1777285800000000,Up,0.5099999904632568,49.01960875977925,0,-25.0,103.212,2026-04-27 10:17:00+00:00,2026-04-27
btc-updown-15m-1777286700,1777285920000000,1777286700000000,Down,0.5,50.0,1,24.5,24.32,2026-04-27 10:32:00+00:00,2026-04-27
btc-updown-15m-1777287600,1777286820000000,1777287600000000,Down,0.5,50.0,1,24.5,104.437,2026-04-27 10:47:00+00:00,2026-04-27
btc-updown-15m-1777288500,1777287720000000,1777288500000000,Up,0.5,50.0,0,-25.0,106.136,2026-04-27 11:02:00+00:00,2026-04-27
btc-updown-15m-1777289400,1777288620000000,1777289400000000,Down,0.4870775383838947,51.3265302336648,1,25.7999996289915,16.274,2026-04-27 11:17:00+00:00,2026-04-27
btc-updown-15m-1777290300,1777289520000000,1777290300000000,Up,0.5,50.0,0,-25.0,100.539,2026-04-27 11:32:00+00:00,2026-04-27
btc-updown-15m-1777356000,1777355220000000,1777356000000000,Up,0.5,50.0,0,-25.0,13.731,2026-04-28 05:47:00+00:00,2026-04-28
btc-updown-15m-1777356900,1777356120000000,1777356900000000,Down,0.5,50.0,1,24.5,83.998,2026-04-28 06:02:00+00:00,2026-04-28
btc-updown-15m-1777357800,1777357020000000,1777357800000000,Down,0.5,50.0,1,24.5,101.089,2026-04-28 06:17:00+00:00,2026-04-28
btc-updown-15m-1777358700,1777357920000000,1777358700000000,Up,0.5,50.0,0,-25.0,65.277,2026-04-28 06:32:00+00:00,2026-04-28
btc-updown-15m-1777359600,1777358820000000,1777359600000000,Down,0.4886318376187367,51.16326459985335,1,25.639999307856286,54.074,2026-04-28 06:47:00+00:00,2026-04-28
btc-updown-15m-1777360500,1777359720000000,1777360500000000,Up,0.49415123157079305,50.591799438667294,0,-25.0,84.546,2026-04-28 07:02:00+00:00,2026-04-28
btc-updown-15m-1777362300,1777361520000000,1777362300000000,Up,0.49800797001967095,50.19999980926514,0,-25.0,4.907,2026-04-28 07:32:00+00:00,2026-04-28
btc-updown-15m-1777363200,1777362420000000,1777363200000000,Down,0.5199999809265137,48.07692484037417,1,22.615386343566684,87.123,2026-04-28 07:47:00+00:00,2026-04-28
btc-updown-15m-1777364100,1777363320000000,1777364100000000,Up,0.5,50.0,0,-25.0,54.334,2026-04-28 08:02:00+00:00,2026-04-28
btc-updown-15m-1777365000,1777364220000000,1777365000000000,Down,0.5,50.0,1,24.5,66.408,2026-04-28 08:17:00+00:00,2026-04-28
btc-updown-15m-1777365900,1777365120000000,1777365900000000,Up,0.5346682825837161,46.75796342208798,0,-25.0,4.292,2026-04-28 08:32:00+00:00,2026-04-28
btc-updown-15m-1777366800,1777366020000000,1777366800000000,Down,0.5,50.0,1,24.5,71.942,2026-04-28 08:47:00+00:00,2026-04-28
btc-updown-15m-1777367700,1777366920000000,1777367700000000,Down,0.5099999904632568,49.01960875977925,1,23.539216584583667,60.786,2026-04-28 09:02:00+00:00,2026-04-28
btc-updown-15m-1777368600,1777367820000000,1777368600000000,Down,0.5106008493616888,48.96192403763712,1,23.482685556884377,103.823,2026-04-28 09:17:00+00:00,2026-04-28
btc-updown-15m-1777369500,1777368720000000,1777369500000000,Down,0.4830460639827913,51.754898474632085,1,26.21980050513944,31.243,2026-04-28 09:32:00+00:00,2026-04-28
