sleeve,sym_stack,sym_n_train,sym_sum_train,sym_n_lock,sym_WR_lock,sym_dpt_lock,sym_sum_lock,sym_p,up_stack,dn_stack,asym_n_lock,asym_WR_lock,asym_dpt_lock,asym_sum_lock,asym_p,delta_WR,delta_dpt
s15_5m|150-240|g_tr_above_ema800&g_tr_above_cloud&g_within_dev&g_tr_above_ema200,g_hurst_trending&g_flow_with_and_no_whale,1175,940.7,340,0.8765,2.048,696.3,0.004,g_hurst_trending&g_flow_with_and_no_whale&g_tr_within_adr,g_hurst_trending,1564,0.8382,3.044,4761.6,0.0,-3.82,0.996
s15_5m|60-150|g_tr_above_cloud&g_ribbon_agrees&g_bb_pos_with&g_cci_with,g_hurst_trending&g_tr_stack_with,1497,3367.0,359,0.8384,4.67,1676.4,0.0,g_hurst_trending&g_tr_stack_with&g_ribbon_agrees,g_hurst_trending&g_tr_stack_with,344,0.8401,4.723,1624.7,0.0,0.17,0.053
s15_5m|150-240|g_tr_above_ema800,g_hurst_trending&g_hawkes_imbalance_with,2150,2468.6,469,0.8507,3.934,1845.0,0.0,g_hurst_trending&g_hawkes_imbalance_with&g_tight_ribbon,g_hurst_trending&g_tr_stack_with&g_hawkes_imbalance_with&g_cci_with,399,0.8446,3.852,1536.9,0.0,-0.61,-0.082
s15_5m|150-240|g_tr_stack_with&g_tr_above_ema200&g_ribbon_agrees&g_bb_pos_with,,3162,3909.1,1893,0.8251,0.74,1400.1,0.02,g_ribbon_agrees&g_hawkes_imbalance_with,g_hurst_trending,898,0.8519,1.374,1233.6,0.014,2.67,0.634
s15_5m|60-150|g_tr_above_ema50&g_ribbon_agrees,g_hurst_trending,1238,3580.9,3034,0.7838,4.923,14935.8,0.0,g_hurst_trending,g_hurst_trending,3034,0.7838,4.923,14935.8,0.0,0.0,-0.0
s6_5m|60-150|g_cci_with&g_tr_above_ema50&g_rf_with,g_queue_top_high,1294,13757.4,439,0.7267,3.362,1475.8,0.0,g_tr_within_adr&g_stoch_with&g_ribbon_agrees&g_cci_with,g_queue_top_high&g_vol_high,438,0.7192,2.495,1092.7,0.002,-0.75,-0.867
s15_5m|60-150|g_tr_above_cloud&g_ribbon_agrees&g_tr_above_ema200&g_cci_with,g_hurst_trending&g_ribbon_agrees,1117,2240.8,311,0.7878,2.582,803.0,0.002,g_hurst_trending&g_ribbon_agrees,g_hurst_trending&g_stoch_with,338,0.7899,2.582,872.7,0.002,0.22,-0.0
