gate,n_sleeve_combos,mean_lift_per,median_lift_per,mean_pass_rate,sum_pnl_total
g_whale_against,2,2.718849721645154,2.718849721645154,0.11579651941097724,377.88334636812215
g_flow_with_and_no_whale,7,0.557992240485078,0.8129250963904773,0.41024790496861424,2337.6485706157573
g_flow_with,7,0.4107241917594161,0.8129250963904773,0.45057581013085674,2547.742217198398
g_pm_no_whale,7,-0.22546613436457935,0.0,0.9103489004919165,3560.4781815539395
g_flow_against,7,-0.4006977424692298,-0.6220113276950308,0.5470398328161116,1922.4655316335754
g_whale_with,2,-0.4524918865236539,-0.4524918865236539,0.11065981096101578,133.00311831776423
g_flow_strong_against,7,-1.0136870987793736,-0.24648712215184165,0.3424686618171578,819.8049595170637
g_flow_strong_with,7,-1.0303908990982475,-0.5006459285886309,0.28254930250743515,930.1780766716777
