sleeve_id,sum_const_lock,sum_kelly_lock,sum_linear_lock,sum_const_28d,sum_kelly_28d,sum_linear_28d,avg_stake_kelly,avg_stake_linear,dd_const,dd_kelly,dd_linear,kelly_uplift_pct,linear_uplift_pct
btc15m_v6_off840_BOTH_01,341.7780864626097,68.35561729252193,247.8105527148753,2392.4466052382677,478.4893210476535,1734.6738690041273,5.0,19.285714285714285,93.87500045634806,18.77500009126961,66.32500027380883,-80.0,-27.493726915114657
btc15m_v6_off600_DOWN_02,276.0582276087818,55.21164552175637,187.41943950003292,1932.4075932614726,386.48151865229454,1311.9360765002305,5.0,15.0,25.0,5.0,25.0,-80.0,-32.108728972339875
btc15m_v6_off600_DOWN_03,401.40448001664834,80.28089600332969,309.88851447330217,2809.8313601165382,561.9662720233079,2169.219601313115,5.0,14.117647058823529,71.65909075823205,14.33181815164641,32.99545445493922,-80.0,-22.798939747645697
btc15m_v6_off840_BOTH_04,268.276792536333,60.66867757466606,189.05656365993798,1877.937547754331,424.68074302266245,1323.3959456195657,5.260324134268717,14.047619047619047,71.01162838084817,13.984289104501133,21.01162838084817,-77.38578987727772,-29.529288809305466
btc15m_v6_off600_BOTH_05,298.02775757121907,59.60555151424381,221.2601774406876,2086.1943029985337,417.23886059970664,1548.8212420848133,5.0,16.136363636363637,50.0,10.0,30.0,-80.0,-25.758533619871454
