gate_stack_str,offset,direction,n_gates,train_n,train_wr,val_n,val_wr,lock_n,lock_wr,lock_dpt,lock_dd,lock_streak,lock_days,lock_sharpe,bootstrap_p,obj_score,sum_25_28d
g_mp_skew_with+g_ribbon_slope_with+g_mp_change_with,240,DOWN,3,52,0.6153846153846154,11,0.3636363636363636,11,0.9090909090909092,15.72157934288728,25.0,1,4,55.75884302289006,0.001,52.14257979215932,1210.5616094023208
g_mp_skew_strong_with+g_ribbon_slope_with+g_mp_change_with,240,DOWN,3,52,0.6153846153846154,11,0.3636363636363636,11,0.9090909090909092,15.72157934288728,25.0,1,4,55.75884302289006,0.001,52.14257979215932,1210.5616094023208
g_rf_strong+g_trend_slope_strong_with,60,UP,2,86,0.5581395348837209,29,0.4482758620689655,19,0.7368421052631579,6.944033498166331,63.992753500498736,2,4,12.72068371335809,0.014,30.268340279068276,923.556455256122
g_mp_skew_strong_with+g_ribbon_slope_with+g_mp_change_with,240,BOTH,3,102,0.5980392156862745,23,0.4347826086956521,17,0.7058823529411765,6.60109545025151,53.94281218863285,2,4,13.934139466335264,0.041,27.217013786171144,785.5303585799296
g_mp_skew_with+g_ribbon_slope_with+g_mp_change_with,240,BOTH,3,102,0.5980392156862745,23,0.4347826086956521,17,0.7058823529411765,6.60109545025151,53.94281218863285,2,4,13.934139466335264,0.041,27.217013786171144,785.5303585799296
g_tr_stack_with+g_trend_slope_strong_with,60,UP,2,35,0.6285714285714286,9,0.6666666666666666,10,0.8,8.176633182607096,25.0,1,4,32.53430062555775,0.001,25.8567844487499,572.3643227824967
g_tr_stack_full_with+g_trend_slope_strong_with,60,UP,2,35,0.6285714285714286,9,0.6666666666666666,10,0.8,8.176633182607096,25.0,1,4,32.53430062555775,0.001,25.8567844487499,572.3643227824967
g_tr_stack_full_with+g_vol_expanding,120,DOWN,2,134,0.6791044776119403,39,0.6666666666666666,24,0.75,5.123852702636476,32.97457442534301,1,4,15.032452302137552,0.041,25.101649277279822,860.807254042928
g_tr_stack_with+g_vol_expanding,120,DOWN,2,134,0.6791044776119403,39,0.6666666666666666,24,0.75,5.123852702636476,32.97457442534301,1,4,15.032452302137552,0.041,25.101649277279822,860.807254042928
