slug,outcome,taker_side,n_trades,total_size
eth-updown-15m-1776949200,Down,buy,5,24.953332
eth-updown-15m-1776949200,Up,buy,4,77.180000
eth-updown-15m-1776950100,Down,buy,3,67.205453
eth-updown-15m-1776950100,Up,buy,3,2309.585155
eth-updown-15m-1776951000,Down,buy,11,359.699859
eth-updown-15m-1776951000,Up,buy,3,271.060000
eth-updown-15m-1776951900,Down,buy,6,272.905507
eth-updown-15m-1776951900,Down,sell,1,12.500000
eth-updown-15m-1776951900,Up,buy,5,8433.929856
eth-updown-15m-1776952800,Down,buy,11,156.092396
eth-updown-15m-1776952800,Up,buy,12,911.104922
eth-updown-15m-1776953700,Down,buy,4,48.936665
eth-updown-15m-1776953700,Up,buy,2,545.240000
eth-updown-15m-1776954600,Down,buy,4,74.127406
eth-updown-15m-1776954600,Up,buy,3,28.710000
eth-updown-15m-1776955500,Down,buy,16,646.066685
eth-updown-15m-1776955500,Down,sell,1,9.600000
eth-updown-15m-1776955500,Up,buy,5,165.692413
eth-updown-15m-1776956400,Down,buy,6,149.725418
eth-updown-15m-1776956400,Up,buy,3,82.162788
eth-updown-15m-1776956400,Up,sell,1,5.000000
eth-updown-15m-1776957300,Up,buy,8,412.842907
eth-updown-15m-1776958200,Up,buy,3,117.822218
eth-updown-15m-1776959100,Down,buy,2,110.000000
eth-updown-15m-1776959100,Up,buy,2,79.731567
eth-updown-15m-1776960000,Down,buy,1,100.000000
eth-updown-15m-1776960000,Up,buy,3,29.921567
eth-updown-15m-1776960900,Down,buy,1,6.000000
eth-updown-15m-1776960900,Up,buy,2,36.000000
eth-updown-15m-1776962700,Down,buy,4,65.857139
eth-updown-15m-1776962700,Up,buy,1,1.923075
eth-updown-15m-1776963600,Up,buy,5,88.737538
eth-updown-15m-1776964500,Up,buy,2,26.754383
eth-updown-15m-1776965400,Down,buy,1,2.380951
eth-updown-15m-1776965400,Down,sell,1,8.550000
eth-updown-15m-1776965400,Up,buy,1,3.389829
eth-updown-15m-1776966300,Down,buy,3,27.366941
eth-updown-15m-1776966300,Up,buy,10,519.586110
eth-updown-15m-1776968100,Down,buy,2,43.038459
eth-updown-15m-1776968100,Up,buy,1,20.408162
eth-updown-15m-1776969000,Down,buy,2,104.448978
eth-updown-15m-1776969000,Up,buy,1,19.519229
eth-updown-15m-1776969900,Down,buy,3,13.703702
eth-updown-15m-1776970800,Down,sell,1,17.610000
eth-updown-15m-1776970800,Up,buy,2,55.560000
eth-updown-15m-1776972600,Down,buy,7,24.830948
eth-updown-15m-1776973500,Down,buy,1,1.886791
eth-updown-15m-1776973500,Up,buy,2,9.812800
eth-updown-15m-1776974400,Down,buy,5,35.881567
eth-updown-15m-1776974400,Up,buy,4,206.497610
eth-updown-15m-1776974400,Up,sell,2,200.000000
eth-updown-15m-1776975300,Down,buy,1,7.017541
eth-updown-15m-1776975300,Up,buy,5,253.642594
eth-updown-15m-1776976200,Down,buy,6,219.978090
eth-updown-15m-1776976200,Down,sell,2,19.320000
eth-updown-15m-1776976200,Up,buy,4,13.823100
eth-updown-15m-1776977100,Down,buy,6,132.800576
eth-updown-15m-1776977100,Up,buy,1,4.444443
eth-updown-15m-1776977100,Up,sell,2,100.000000
eth-updown-15m-1776978000,Down,buy,3,25.273270
eth-updown-15m-1776978000,Up,buy,2,27.530905
eth-updown-15m-1776978000,Up,sell,1,50.000000
eth-updown-15m-1776978900,Down,buy,2,11.661890
eth-updown-15m-1776978900,Down,sell,2,100.000000
eth-updown-15m-1776978900,Up,buy,2,19.654400
eth-updown-15m-1776979800,Down,buy,4,38.038450
eth-updown-15m-1776979800,Down,sell,2,100.000000
eth-updown-15m-1776979800,Up,buy,1,1.960783
eth-updown-15m-1776980700,Down,buy,8,229.790426
eth-updown-15m-1776980700,Up,buy,1,2.272726
eth-updown-15m-1776980700,Up,sell,2,100.000000
eth-updown-15m-1776981600,Down,buy,1,4.769229
eth-updown-15m-1776981600,Up,buy,3,78.089771
eth-updown-15m-1776981600,Up,sell,2,100.000000
eth-updown-15m-1776982500,Down,buy,2,3.577460
eth-updown-15m-1776982500,Up,buy,3,41.396312
eth-updown-15m-1776983400,Down,buy,2,34.544566
eth-updown-15m-1776983400,Down,sell,2,19.320000
eth-updown-15m-1776983400,Up,buy,3,14.030806
eth-updown-15m-1776984300,Down,buy,21,375.373065
eth-updown-15m-1776984300,Up,buy,2,8.272726
eth-updown-15m-1776985200,Down,buy,4,21.167790
eth-updown-15m-1776985200,Up,buy,1,5.779680
eth-updown-15m-1776986100,Up,buy,2,11.423290
eth-updown-15m-1776987000,Up,buy,3,8.957183
eth-updown-15m-1776987900,Down,buy,6,232.990360
eth-updown-15m-1776987900,Up,buy,3,13.820495
eth-updown-15m-1776988800,Up,buy,3,15.942025
eth-updown-15m-1776989700,Up,buy,1,1.960783
eth-updown-15m-1776990600,Up,buy,1,2.127658
eth-updown-15m-1776991500,Down,sell,2,19.320000
eth-updown-15m-1776991500,Up,buy,2,11.775360
eth-updown-15m-1776992400,Up,buy,1,8.000000
eth-updown-15m-1776993300,Down,buy,2,19.604000
eth-updown-15m-1776993300,Up,buy,25,571.333609
eth-updown-15m-1776994200,Down,buy,4,48.744589
eth-updown-15m-1776994200,Up,buy,7,547.785600
eth-updown-15m-1776995100,Down,buy,1,2.272726
eth-updown-15m-1776995100,Up,buy,19,645.118043
eth-updown-15m-1776996000,Down,buy,4,36.668908
eth-updown-15m-1776996000,Up,buy,1,4.178785
eth-updown-15m-1776996900,Down,buy,2,196.544000
eth-updown-15m-1776996900,Up,buy,3,17.508706
eth-updown-15m-1776997800,Up,buy,1,18.600000
eth-updown-15m-1776998700,Down,buy,4,49.857400
eth-updown-15m-1776998700,Up,buy,5,29.930896
eth-updown-15m-1776999600,Down,buy,3,24.062843
eth-updown-15m-1776999600,Down,sell,2,10.020000
eth-updown-15m-1776999600,Up,buy,6,115.337082
eth-updown-15m-1777000500,Down,buy,3,17.816618
eth-updown-15m-1777000500,Up,buy,3,52.151458
eth-updown-15m-1777000500,Up,sell,2,19.840000
eth-updown-15m-1777001400,Down,buy,3,78.313351
eth-updown-15m-1777001400,Up,buy,4,77.278277
eth-updown-15m-1777002300,Down,buy,5,176.602020
eth-updown-15m-1777002300,Down,sell,1,2.180000
eth-updown-15m-1777002300,Up,buy,18,1224.482528
eth-updown-15m-1777003200,Down,buy,2,15.694720
eth-updown-15m-1777004100,Down,buy,4,54.748043
eth-updown-15m-1777004100,Up,buy,4,82.488000
eth-updown-15m-1777005000,Down,buy,4,29.399480
eth-updown-15m-1777005000,Up,buy,3,21.412343
eth-updown-15m-1777005900,Down,buy,3,14.816365
eth-updown-15m-1777005900,Up,buy,6,306.659860
eth-updown-15m-1777005900,Up,sell,2,19.320000
eth-updown-15m-1777006800,Down,buy,8,386.768800
eth-updown-15m-1777006800,Up,buy,7,172.379320
eth-updown-15m-1777007700,Down,buy,1,12.494560
eth-updown-15m-1777007700,Up,buy,1,43.000150
eth-updown-15m-1777008600,Down,buy,1,4.347825
eth-updown-15m-1777008600,Up,buy,4,112.641520
eth-updown-15m-1777008600,Up,sell,1,10.000000
eth-updown-15m-1777009500,Down,buy,3,19.793002
eth-updown-15m-1777009500,Up,buy,1,40.000000
eth-updown-15m-1777010400,Down,buy,7,98.510004
eth-updown-15m-1777010400,Up,buy,4,82.708104
eth-updown-15m-1777011300,Down,buy,17,389.896471
eth-updown-15m-1777011300,Up,buy,4,25.519040
eth-updown-15m-1777012200,Down,buy,2,11.657659
eth-updown-15m-1777012200,Down,sell,1,9.650000
eth-updown-15m-1777012200,Up,buy,3,115.367049
eth-updown-15m-1777013100,Down,buy,3,201.165140
eth-updown-15m-1777013100,Up,buy,4,170.842098
eth-updown-15m-1777014000,Down,buy,3,107.321891
eth-updown-15m-1777014000,Up,buy,19,285.356925
eth-updown-15m-1777014900,Down,buy,9,52.446969
eth-updown-15m-1777014900,Up,buy,2,43.176320
eth-updown-15m-1777015800,Down,buy,5,212.761840
eth-updown-15m-1777015800,Up,buy,7,293.961928
eth-updown-15m-1777016700,Down,buy,2,4.990390
eth-updown-15m-1777016700,Up,buy,2,29.460000
eth-updown-15m-1777017600,Down,buy,6,416.004934
eth-updown-15m-1777017600,Up,buy,8,156.132850
eth-updown-15m-1777018500,Down,buy,2,201.965760
eth-updown-15m-1777018500,Up,buy,2,32.441640
eth-updown-15m-1777019400,Down,buy,1,20.697840
eth-updown-15m-1777019400,Up,buy,6,51.776372
eth-updown-15m-1777020300,Up,buy,6,393.524024
eth-updown-15m-1777021200,Down,buy,2,9.816400
eth-updown-15m-1777022100,Down,buy,4,202.443208
eth-updown-15m-1777022100,Up,buy,16,337.910370
eth-updown-15m-1777023000,Up,buy,1,1.790520
eth-updown-15m-1777023000,Up,sell,1,10.000000
eth-updown-15m-1777023900,Down,buy,4,64.104960
eth-updown-15m-1777023900,Up,buy,3,15.589229
eth-updown-15m-1777024800,Down,buy,3,271.099621
eth-updown-15m-1777025700,Down,buy,6,732.121950
eth-updown-15m-1777025700,Up,buy,6,80.266450
eth-updown-15m-1777025700,Up,sell,2,19.300000
eth-updown-15m-1777026600,Down,buy,8,204.901164
eth-updown-15m-1777026600,Up,buy,2,234.542814
eth-updown-15m-1777027500,Down,sell,2,19.280000
eth-updown-15m-1777028400,Down,buy,3,98.903940
eth-updown-15m-1777028400,Up,buy,2,110.227651
eth-updown-15m-1777029300,Down,buy,22,813.280442
eth-updown-15m-1777029300,Up,buy,2,156.697220
eth-updown-15m-1777030200,Down,buy,12,909.718307
eth-updown-15m-1777030200,Up,buy,1,6.959541
eth-updown-15m-1777031100,Down,buy,3,37.105760
eth-updown-15m-1777032000,Down,buy,4,21.026730
eth-updown-15m-1777032900,Down,buy,4,153.103900
eth-updown-15m-1777032900,Up,buy,2,4.356452
eth-updown-15m-1777033800,Down,buy,6,122.489395
eth-updown-15m-1777034700,Down,buy,8,247.674350
eth-updown-15m-1777034700,Up,buy,20,996.519802
eth-updown-15m-1777034700,Up,sell,3,27.810000
eth-updown-15m-1777036500,Up,buy,6,236.064014
eth-updown-15m-1777037400,Down,buy,2,15.194366
eth-updown-15m-1777037400,Up,buy,2,20.033470
eth-updown-15m-1777038300,Up,buy,4,80.777500
eth-updown-15m-1777039200,Up,buy,17,930.080813
eth-updown-15m-1777039200,Up,sell,2,19.320000
eth-updown-15m-1777040100,Down,buy,4,1422.545664
eth-updown-15m-1777040100,Up,buy,22,715.754143
eth-updown-15m-1777041000,Down,buy,6,319.547972
eth-updown-15m-1777041000,Down,sell,3,29.650000
eth-updown-15m-1777041000,Up,buy,23,827.119655
eth-updown-15m-1777041900,Down,buy,22,1149.484700
eth-updown-15m-1777042800,Down,buy,2,57.785886
eth-updown-15m-1777042800,Up,buy,2,11.784000
eth-updown-15m-1777043700,Down,buy,2,44.538182
eth-updown-15m-1777044600,Down,buy,2,95.847330
eth-updown-15m-1777045500,Down,buy,7,240.493074
eth-updown-15m-1777045500,Up,buy,1,30.610000
eth-updown-15m-1777290300,Up,buy,1,8.666798
eth-updown-15m-1777291200,Down,buy,1,4.820000
eth-updown-15m-1777291200,Up,buy,1,21.223840
eth-updown-15m-1777292100,Down,buy,1,45.000000
eth-updown-15m-1777293000,Up,buy,9,144.353787
eth-updown-15m-1777293900,Down,buy,4,8.907644
eth-updown-15m-1777293900,Up,buy,3,131.680775
eth-updown-15m-1777293900,Up,sell,2,19.320000
eth-updown-15m-1777294800,Down,buy,3,6.682032
eth-updown-15m-1777294800,Down,sell,1,2.130000
eth-updown-15m-1777294800,Up,buy,6,503.799486
eth-updown-15m-1777295700,Down,buy,2,27.881600
eth-updown-15m-1777296600,Down,buy,1,15.000000
eth-updown-15m-1777296600,Up,buy,2,11.901840
eth-updown-15m-1777297500,Down,buy,4,17.386584
eth-updown-15m-1777297500,Up,buy,2,9.776330
eth-updown-15m-1777299300,Up,sell,2,19.320000
eth-updown-15m-1777301100,Down,buy,7,291.793070
eth-updown-15m-1777301100,Up,buy,3,21.000000
eth-updown-15m-1777302000,Down,buy,4,224.472000
eth-updown-15m-1777302000,Down,sell,2,19.300000
eth-updown-15m-1777302000,Up,buy,3,36.050000
eth-updown-15m-1777302900,Down,buy,5,18.388678
eth-updown-15m-1777302900,Up,buy,3,263.700650
eth-updown-15m-1777303800,Down,buy,1,6.000000
eth-updown-15m-1777303800,Up,buy,6,55.129668
eth-updown-15m-1777304700,Down,buy,1,4.809200
eth-updown-15m-1777304700,Down,sell,1,47.650000
eth-updown-15m-1777304700,Up,buy,4,164.965570
eth-updown-15m-1777305600,Down,buy,1,5.000000
eth-updown-15m-1777305600,Up,buy,3,276.957471
eth-updown-15m-1777306500,Down,buy,3,15.606880
eth-updown-15m-1777307400,Up,buy,6,61.919280
eth-updown-15m-1777308300,Up,buy,21,118.970630
eth-updown-15m-1777308300,Up,sell,2,19.300000
eth-updown-15m-1777309200,Down,buy,1,5.000000
eth-updown-15m-1777309200,Up,buy,4,19.661600
eth-updown-15m-1777310100,Down,buy,2,9.830800
eth-updown-15m-1777311000,Down,buy,8,149.785900
eth-updown-15m-1777311900,Down,buy,4,143.602400
eth-updown-15m-1777311900,Up,buy,1,30.000000
eth-updown-15m-1777312800,Up,buy,3,14.816400
eth-updown-15m-1777313700,Up,buy,2,7.858880
eth-updown-15m-1777314600,Down,buy,4,18.235260
eth-updown-15m-1777314600,Up,buy,2,7.861760
eth-updown-15m-1777315500,Down,buy,4,29.085560
eth-updown-15m-1777315500,Up,buy,2,9.505760
eth-updown-15m-1777316400,Down,buy,3,37.652160
eth-updown-15m-1777316400,Down,sell,2,19.300000
eth-updown-15m-1777317300,Down,buy,3,120.749326
eth-updown-15m-1777317300,Up,buy,7,265.397522
eth-updown-15m-1777318200,Up,buy,4,114.800270
eth-updown-15m-1777319100,Down,buy,4,208.500560
eth-updown-15m-1777320000,Up,buy,3,17.038366
eth-updown-15m-1777320900,Down,buy,9,443.010782
eth-updown-15m-1777320900,Down,sell,2,19.320000
eth-updown-15m-1777320900,Up,buy,3,50.520490
eth-updown-15m-1777321800,Down,buy,4,20.386170
eth-updown-15m-1777322700,Down,buy,4,13.830088
eth-updown-15m-1777322700,Down,sell,2,115.920000
eth-updown-15m-1777322700,Up,buy,2,20.896960
eth-updown-15m-1777322700,Up,sell,2,21.280000
eth-updown-15m-1777323600,Down,buy,2,15.118772
eth-updown-15m-1777323600,Up,buy,5,172.135360
eth-updown-15m-1777324500,Down,buy,1,192.220250
eth-updown-15m-1777324500,Up,buy,4,27.415890
eth-updown-15m-1777325400,Down,buy,2,203.082160
eth-updown-15m-1777325400,Up,buy,2,11.936056
eth-updown-15m-1777326300,Down,buy,4,21.380782
eth-updown-15m-1777326300,Up,buy,1,10.640000
eth-updown-15m-1777327200,Up,buy,5,68.600840
eth-updown-15m-1777329000,Down,buy,8,104.120800
eth-updown-15m-1777329000,Up,buy,2,13.669440
eth-updown-15m-1777329900,Down,buy,23,170.662828
eth-updown-15m-1777330800,Down,buy,6,42.396296
eth-updown-15m-1777331700,Up,buy,4,20.637120
eth-updown-15m-1777332600,Down,buy,3,203.693470
eth-updown-15m-1777333500,Down,buy,4,121.549750
eth-updown-15m-1777333500,Up,buy,4,115.838230
eth-updown-15m-1777334400,Down,buy,4,196.104690
eth-updown-15m-1777334400,Up,buy,2,8.907636
eth-updown-15m-1777335300,Down,buy,9,163.110366
eth-updown-15m-1777335300,Down,sell,2,19.320000
eth-updown-15m-1777336200,Down,buy,4,19.618400
eth-updown-15m-1777336200,Up,buy,2,393.304000
eth-updown-15m-1777337100,Down,buy,5,206.116640
eth-updown-15m-1777337100,Up,buy,2,8.158260
eth-updown-15m-1777338000,Down,sell,2,19.320000
eth-updown-15m-1777338900,Up,buy,1,12.000000
eth-updown-15m-1777339800,Down,buy,5,33.537580
eth-updown-15m-1777339800,Up,buy,12,441.741750
eth-updown-15m-1777340700,Up,buy,16,116.091230
eth-updown-15m-1777341600,Up,buy,4,189.132881
eth-updown-15m-1777342500,Up,buy,2,9.841600
eth-updown-15m-1777343400,Up,buy,4,53.146540
eth-updown-15m-1777345200,Down,buy,3,63.714800
eth-updown-15m-1777346100,Up,buy,4,20.470530
eth-updown-15m-1777347000,Up,sell,4,31.460000
eth-updown-15m-1777347900,Down,buy,1,4.830800
eth-updown-15m-1777348800,Down,buy,2,10.821800
eth-updown-15m-1777348800,Up,buy,2,29.211800
eth-updown-15m-1777349700,Down,buy,14,436.856386
eth-updown-15m-1777349700,Up,buy,2,9.812800
eth-updown-15m-1777350600,Up,buy,2,9.830800
eth-updown-15m-1777351500,Down,buy,2,58.898400
eth-updown-15m-1777351500,Up,buy,2,15.585940
eth-updown-15m-1777352400,Down,buy,2,9.827200
eth-updown-15m-1777352400,Up,buy,2,10.000000
eth-updown-15m-1777353300,Down,buy,4,20.960012
eth-updown-15m-1777353300,Up,buy,3,28.550720
eth-updown-15m-1777354200,Down,buy,6,127.480710
eth-updown-15m-1777355100,Up,buy,4,54.941970
eth-updown-15m-1777355100,Up,sell,2,6.120000
eth-updown-15m-1777356000,Down,buy,1,6.734692
eth-updown-15m-1777356000,Up,buy,1,8.688960
eth-updown-15m-1777356900,Down,buy,1,13.761143
eth-updown-15m-1777357800,Up,buy,2,9.841600
eth-updown-15m-1777358700,Up,buy,11,383.817712
eth-updown-15m-1777359600,Down,buy,10,484.010930
eth-updown-15m-1777360500,Up,buy,3,239.570724
eth-updown-15m-1777361400,Down,buy,1,4.812800
eth-updown-15m-1777361400,Up,buy,2,10.817840
eth-updown-15m-1777361400,Up,sell,2,19.320000
eth-updown-15m-1777362300,Down,buy,2,9.830800
eth-updown-15m-1777362300,Up,buy,3,25.018120
eth-updown-15m-1777363200,Down,buy,7,165.258792
eth-updown-15m-1777364100,Up,buy,1,19.230768
eth-updown-15m-1777365000,Down,buy,16,640.490440
eth-updown-15m-1777365000,Up,buy,2,18.867130
eth-updown-15m-1777365900,Up,buy,4,29.460000
eth-updown-15m-1777366800,Up,buy,1,11.576640
eth-updown-15m-1777367700,Up,buy,1,5.000000
eth-updown-15m-1777368600,Down,buy,26,204.931322
eth-updown-15m-1777368600,Up,buy,1,5.000000
eth-updown-15m-1777369500,Up,buy,2,10.809920
eth-updown-15m-1777370400,Up,buy,2,9.841600
eth-updown-15m-1777371300,Down,buy,14,929.918794
eth-updown-15m-1777371300,Up,buy,9,210.203754
eth-updown-15m-1777372200,Down,buy,1,14.285713
eth-updown-15m-1777373100,Down,buy,6,243.349588
eth-updown-15m-1777373100,Up,buy,1,5.000000
eth-updown-15m-1777374000,Down,buy,2,20.618400
eth-updown-15m-1777379400,Up,buy,2,10.000000
eth-updown-15m-1777380300,Down,buy,4,15.686268
eth-updown-15m-1777381200,Up,buy,2,11.960000
eth-updown-15m-1777382100,Down,buy,2,20.000000
eth-updown-15m-1777382100,Up,buy,2,11.087716
eth-updown-15m-1777383000,Up,buy,5,33.090901
eth-updown-15m-1777383900,Down,buy,18,257.076920
eth-updown-15m-1777383900,Up,buy,1,5.000000
eth-updown-15m-1777385700,Down,buy,1,6.000000
eth-updown-15m-1777385700,Up,buy,2,11.076920
eth-updown-15m-1777386600,Down,buy,2,20.840000
eth-updown-15m-1777386600,Up,buy,2,26.315785
eth-updown-15m-1777387500,Down,buy,2,10.000000
eth-updown-15m-1777388400,Up,sell,2,3.760000
eth-updown-15m-1777389300,Down,buy,5,479.180000
eth-updown-15m-1777389300,Up,buy,4,38.800000
eth-updown-15m-1777392000,Down,buy,4,14.777772
eth-updown-15m-1777392900,Down,buy,2,11.076920
eth-updown-15m-1777394700,Up,buy,5,434.126211
eth-updown-15m-1777395600,Down,buy,10,83.071426
eth-updown-15m-1777395600,Up,buy,2,8.000000
eth-updown-15m-1777396500,Down,buy,6,49.080000
eth-updown-15m-1777396500,Up,buy,2,39.433960
eth-updown-15m-1777397400,Down,buy,2,14.000000
