slug,outcome,taker_side,n_trades,total_size
sol-updown-5m-1776897300,Up,buy,1,1.923075
sol-updown-5m-1776897600,Down,buy,1,140.132074
sol-updown-5m-1776897600,Up,buy,1,5.000000
sol-updown-5m-1776897900,Down,buy,1,282.272726
sol-updown-5m-1776897900,Up,buy,1,5.000000
sol-updown-5m-1776898200,Down,buy,1,1.960783
sol-updown-5m-1776898200,Up,buy,1,5.000000
sol-updown-5m-1776898500,Up,buy,2,6.960783
sol-updown-5m-1776898800,Down,buy,2,12.843136
sol-updown-5m-1776899100,Down,buy,1,2.040815
sol-updown-5m-1776899100,Up,buy,4,25.396225
sol-updown-5m-1776899400,Down,buy,2,8.921567
sol-updown-5m-1776899400,Up,buy,2,15.826791
sol-updown-5m-1776899700,Down,buy,2,18.640000
sol-updown-5m-1776899700,Up,buy,1,5.000000
sol-updown-5m-1776900000,Down,buy,1,2.000000
sol-updown-5m-1776900000,Up,buy,1,7.000000
sol-updown-5m-1776900300,Down,buy,2,33.333332
sol-updown-5m-1776900300,Up,buy,6,71.452828
sol-updown-5m-1776900600,Down,buy,2,9.166665
sol-updown-5m-1776900600,Up,buy,1,31.056602
sol-updown-5m-1776900900,Down,buy,1,2.040815
sol-updown-5m-1776900900,Up,buy,2,37.716980
sol-updown-5m-1776901200,Down,buy,1,2.083332
sol-updown-5m-1776901200,Up,buy,2,34.509431
sol-updown-5m-1776901500,Down,buy,3,25.740000
sol-updown-5m-1776901500,Up,buy,2,35.250000
sol-updown-5m-1776901800,Down,buy,1,1.960783
sol-updown-5m-1776901800,Up,buy,2,30.490565
sol-updown-5m-1776902100,Down,buy,1,2.000000
sol-updown-5m-1776902100,Up,buy,2,30.743206
sol-updown-5m-1776902400,Down,buy,1,2.040815
sol-updown-5m-1776902400,Up,buy,1,7.000000
sol-updown-5m-1776902700,Down,buy,2,11.500000
sol-updown-5m-1776902700,Up,buy,1,35.169810
sol-updown-5m-1776903000,Up,buy,2,30.000000
sol-updown-5m-1776903300,Down,buy,1,5.000000
sol-updown-5m-1776903300,Up,buy,5,28.504813
sol-updown-5m-1776903600,Down,buy,5,37.320000
sol-updown-5m-1776903600,Up,buy,1,13.790000
sol-updown-5m-1776903900,Up,buy,2,26.730000
sol-updown-5m-1776904500,Down,buy,2,12.711537
sol-updown-5m-1776904500,Up,buy,1,5.000000
sol-updown-5m-1776904800,Down,buy,4,28.981129
sol-updown-5m-1776905400,Down,buy,2,6.923075
sol-updown-5m-1776905400,Up,buy,4,49.547828
sol-updown-5m-1776905700,Down,buy,1,2.000000
sol-updown-5m-1776905700,Up,buy,3,67.430979
sol-updown-5m-1776906000,Down,buy,2,10.000000
sol-updown-5m-1776906300,Down,buy,4,207.515447
sol-updown-5m-1776906300,Up,buy,5,48.750000
sol-updown-5m-1776906600,Down,buy,1,2.000000
sol-updown-5m-1776906600,Up,buy,1,7.000000
sol-updown-5m-1776906900,Up,buy,3,23.615383
sol-updown-5m-1776907200,Down,buy,1,2.083332
sol-updown-5m-1776907200,Up,buy,4,53.205369
sol-updown-5m-1776907500,Down,buy,1,2.083332
sol-updown-5m-1776907500,Up,buy,7,64.514824
sol-updown-5m-1776907800,Down,buy,2,9.166665
sol-updown-5m-1776907800,Up,buy,3,23.126791
sol-updown-5m-1776908100,Down,buy,2,60.253332
sol-updown-5m-1776908100,Up,buy,3,36.964813
sol-updown-5m-1776908400,Down,buy,2,9.081631
sol-updown-5m-1776908400,Up,buy,3,25.886480
sol-updown-5m-1776908700,Up,buy,1,15.000000
sol-updown-5m-1776909000,Down,buy,3,36.988822
sol-updown-5m-1776909000,Up,buy,2,16.990000
sol-updown-5m-1776909300,Down,buy,2,12.000000
sol-updown-5m-1776909300,Up,buy,2,24.196077
sol-updown-5m-1776909900,Down,buy,1,6.000000
sol-updown-5m-1776909900,Up,buy,3,12.020000
sol-updown-5m-1776910200,Down,buy,2,8.846152
sol-updown-5m-1776910200,Up,buy,2,18.500000
sol-updown-5m-1776910500,Down,buy,1,17.764704
sol-updown-5m-1776910500,Up,buy,3,15.000000
sol-updown-5m-1776910800,Up,buy,3,11.990000
sol-updown-5m-1776911100,Up,buy,1,2.000000
sol-updown-5m-1776911400,Down,buy,1,2.083332
sol-updown-5m-1776911400,Up,buy,5,217.139088
sol-updown-5m-1776911700,Down,buy,1,2.127658
sol-updown-5m-1776911700,Up,buy,4,132.222406
sol-updown-5m-1776912000,Down,buy,1,2.173912
sol-updown-5m-1776912000,Up,buy,6,81.414543
sol-updown-5m-1776912300,Up,buy,1,6.092591
sol-updown-5m-1776912600,Down,buy,1,8.163264
sol-updown-5m-1776912600,Up,buy,1,15.000000
sol-updown-5m-1776912900,Down,buy,2,21.852800
sol-updown-5m-1776912900,Up,buy,1,10.057691
sol-updown-5m-1776913500,Down,buy,1,4.081631
sol-updown-5m-1776913500,Up,buy,1,9.610000
sol-updown-5m-1776913800,Down,buy,1,1.960783
sol-updown-5m-1776913800,Up,buy,1,10.000000
sol-updown-5m-1776914100,Down,buy,1,2.083332
sol-updown-5m-1776914100,Up,buy,1,15.000000
sol-updown-5m-1776914400,Down,buy,1,2.000000
sol-updown-5m-1776914700,Down,buy,1,4.081631
sol-updown-5m-1776914700,Up,buy,1,15.000000
sol-updown-5m-1776915300,Down,buy,1,2.040815
sol-updown-5m-1776915600,Down,buy,2,22.040815
sol-updown-5m-1776915600,Up,buy,4,41.057691
sol-updown-5m-1776915900,Down,buy,1,3.081631
sol-updown-5m-1776915900,Up,buy,3,32.656980
sol-updown-5m-1776916200,Down,buy,1,2.040815
sol-updown-5m-1776916200,Up,buy,3,53.900533
sol-updown-5m-1776916500,Down,buy,1,4.166665
sol-updown-5m-1776916500,Up,buy,2,14.216791
sol-updown-5m-1776916800,Down,buy,1,8.000000
sol-updown-5m-1776917400,Down,buy,1,4.000000
sol-updown-5m-1776917700,Down,buy,2,20.093136
sol-updown-5m-1776918000,Down,buy,1,5.000000
sol-updown-5m-1776918300,Up,buy,1,10.000000
sol-updown-5m-1776918600,Up,buy,1,5.500000
sol-updown-5m-1776918900,Down,buy,3,17.000000
sol-updown-5m-1776919200,Down,buy,4,54.710369
sol-updown-5m-1776919500,Down,buy,4,47.254148
sol-updown-5m-1776919500,Up,buy,2,12.000000
sol-updown-5m-1776919800,Down,buy,1,26.636345
sol-updown-5m-1776920100,Down,buy,1,1.923075
sol-updown-5m-1776920100,Up,buy,1,2.000000
sol-updown-5m-1776920400,Down,buy,1,5.000000
sol-updown-5m-1776920700,Down,buy,5,63.773582
sol-updown-5m-1776920700,Up,buy,2,56.070783
sol-updown-5m-1776921000,Down,buy,3,55.910000
sol-updown-5m-1776921000,Up,buy,4,43.512463
sol-updown-5m-1776921600,Down,buy,1,186.578147
sol-updown-5m-1776921600,Up,buy,3,9.440000
sol-updown-5m-1776921900,Up,buy,2,13.921567
sol-updown-5m-1776922200,Up,buy,1,7.843136
sol-updown-5m-1776922500,Down,buy,1,16.326529
sol-updown-5m-1776922500,Up,buy,2,13.480768
sol-updown-5m-1776922800,Down,buy,1,2.083332
sol-updown-5m-1776922800,Up,buy,1,9.433961
sol-updown-5m-1776923100,Down,buy,1,4.255318
sol-updown-5m-1776923100,Up,buy,2,56.380000
sol-updown-5m-1776923400,Down,buy,5,35.100407
sol-updown-5m-1776923400,Up,buy,1,3.921567
sol-updown-5m-1776923700,Down,buy,2,26.650000
sol-updown-5m-1776924300,Down,buy,3,40.000000
sol-updown-5m-1776924300,Up,buy,2,72.574508
sol-updown-5m-1776924600,Down,buy,3,25.000000
sol-updown-5m-1776924600,Up,buy,2,5.877548
sol-updown-5m-1776924900,Down,buy,2,11.923075
sol-updown-5m-1776924900,Up,buy,1,5.000000
sol-updown-5m-1776925200,Down,buy,1,5.000000
sol-updown-5m-1776925500,Down,buy,2,6.923075
sol-updown-5m-1776925500,Up,buy,1,5.000000
sol-updown-5m-1776925800,Down,buy,3,22.000000
sol-updown-5m-1776925800,Up,buy,1,1.960783
sol-updown-5m-1776926100,Down,buy,4,38.128299
sol-updown-5m-1776926100,Up,buy,2,7.127658
sol-updown-5m-1776926400,Down,buy,1,5.000000
sol-updown-5m-1776926400,Up,buy,4,24.102038
sol-updown-5m-1776926700,Down,buy,1,70.000000
sol-updown-5m-1776926700,Up,buy,1,7.843136
sol-updown-5m-1776927000,Down,buy,1,20.000000
sol-updown-5m-1776927000,Up,buy,4,42.346936
sol-updown-5m-1776927300,Up,buy,2,6.249997
sol-updown-5m-1776927900,Down,buy,1,1.960783
sol-updown-5m-1776927900,Up,buy,2,33.921567
sol-updown-5m-1776928200,Down,buy,1,5.000000
sol-updown-5m-1776928500,Up,buy,1,16.929810
sol-updown-5m-1776928800,Up,buy,3,41.850376
sol-updown-5m-1776929100,Up,buy,1,1.960783
sol-updown-5m-1776929700,Down,buy,1,7.000000
sol-updown-5m-1776929700,Up,buy,1,3.190000
sol-updown-5m-1776930000,Down,buy,2,72.547168
sol-updown-5m-1776930000,Up,buy,2,11.857141
sol-updown-5m-1776930300,Up,buy,2,11.411762
sol-updown-5m-1776930600,Down,buy,1,39.210000
sol-updown-5m-1776930600,Up,buy,3,65.512233
sol-updown-5m-1776930900,Down,buy,1,4.081631
sol-updown-5m-1776930900,Up,buy,2,9.326922
sol-updown-5m-1776931200,Up,buy,1,5.471697
sol-updown-5m-1776931500,Up,buy,3,36.895861
sol-updown-5m-1776931800,Down,sell,1,1.960000
sol-updown-5m-1776931800,Up,buy,1,3.040000
sol-updown-5m-1776932100,Up,buy,1,5.490195
sol-updown-5m-1776932400,Down,buy,1,4.081631
sol-updown-5m-1776932400,Up,buy,1,5.480768
sol-updown-5m-1776932700,Down,sell,1,0.400000
sol-updown-5m-1776932700,Up,buy,2,11.000000
sol-updown-5m-1776933000,Down,buy,2,8.229165
sol-updown-5m-1776933000,Up,buy,3,67.547167
sol-updown-5m-1776933300,Down,buy,1,2.127658
sol-updown-5m-1776933300,Up,buy,2,78.979431
sol-updown-5m-1776933600,Up,buy,1,60.000000
sol-updown-5m-1776933900,Down,buy,1,2.127658
sol-updown-5m-1776933900,Up,buy,4,76.982796
sol-updown-5m-1776934200,Up,buy,2,50.169810
sol-updown-5m-1776934500,Down,buy,1,8.163264
sol-updown-5m-1776934800,Down,buy,1,19.600000
sol-updown-5m-1776934800,Up,buy,3,40.730000
sol-updown-5m-1776935100,Down,buy,1,2.083332
sol-updown-5m-1776935100,Up,buy,4,45.433960
sol-updown-5m-1776935400,Down,buy,1,2.083332
sol-updown-5m-1776935400,Up,buy,5,66.184713
sol-updown-5m-1776935700,Down,buy,1,2.127658
sol-updown-5m-1776935700,Up,buy,5,93.094336
sol-updown-5m-1776936000,Down,buy,1,4.000000
sol-updown-5m-1776936000,Up,buy,2,16.191567
sol-updown-5m-1776936300,Down,buy,2,12.020000
sol-updown-5m-1776936300,Up,buy,1,39.213268
sol-updown-5m-1776936600,Down,buy,1,4.000000
sol-updown-5m-1776936600,Up,buy,2,5.000000
sol-updown-5m-1776936900,Down,buy,1,8.000000
sol-updown-5m-1776936900,Up,buy,1,9.800000
sol-updown-5m-1776937200,Down,buy,1,1.960783
sol-updown-5m-1776937200,Up,buy,1,5.000000
sol-updown-5m-1776937500,Down,buy,2,6.886791
sol-updown-5m-1776937800,Down,buy,1,2.000000
sol-updown-5m-1776937800,Up,buy,2,18.882351
sol-updown-5m-1776938100,Down,buy,1,2.083332
sol-updown-5m-1776938100,Up,buy,3,19.370000
sol-updown-5m-1776938400,Down,buy,2,8.458330
sol-updown-5m-1776938400,Up,buy,3,53.773582
sol-updown-5m-1776938700,Down,buy,5,40.204078
sol-updown-5m-1776938700,Up,buy,2,38.769229
sol-updown-5m-1776939000,Down,buy,3,26.185917
sol-updown-5m-1776939300,Down,buy,2,6.249997
sol-updown-5m-1776939300,Up,buy,4,21.226412
sol-updown-5m-1776939600,Down,buy,4,13.916662
sol-updown-5m-1776939600,Up,buy,5,64.286601
sol-updown-5m-1776939900,Down,buy,5,23.249144
sol-updown-5m-1776939900,Up,buy,6,87.701129
sol-updown-5m-1776940200,Down,buy,2,18.853200
sol-updown-5m-1776940200,Up,buy,1,3.313724
sol-updown-5m-1776940500,Down,buy,2,53.603075
sol-updown-5m-1776940500,Up,buy,2,5.390000
sol-updown-5m-1776940800,Down,buy,4,102.362074
sol-updown-5m-1776940800,Up,buy,2,8.846152
sol-updown-5m-1776941100,Down,buy,2,7.040815
sol-updown-5m-1776941400,Down,buy,1,2.000000
sol-updown-5m-1776941400,Up,buy,1,3.000000
sol-updown-5m-1776941700,Down,buy,1,1.960783
sol-updown-5m-1776941700,Up,buy,2,16.000000
sol-updown-5m-1776942000,Down,buy,1,4.081631
sol-updown-5m-1776942000,Up,buy,2,20.000000
sol-updown-5m-1776942300,Down,buy,2,12.960783
sol-updown-5m-1776942600,Up,buy,2,20.000000
sol-updown-5m-1776942900,Down,buy,3,69.832976
sol-updown-5m-1776942900,Up,buy,1,5.000000
sol-updown-5m-1776943200,Down,buy,4,37.692306
sol-updown-5m-1776943200,Up,buy,2,10.000000
sol-updown-5m-1776943500,Down,buy,1,5.000000
sol-updown-5m-1776943500,Up,buy,1,16.530979
sol-updown-5m-1776944100,Down,buy,2,20.384614
sol-updown-5m-1776944100,Up,buy,1,4.081631
sol-updown-5m-1776944400,Down,buy,2,15.000000
sol-updown-5m-1776944400,Up,buy,2,13.000000
sol-updown-5m-1776944700,Down,buy,5,43.624452
sol-updown-5m-1776944700,Up,buy,3,8.163261
sol-updown-5m-1776945000,Down,buy,10,119.079143
sol-updown-5m-1776945000,Up,buy,4,13.290812
sol-updown-5m-1776945300,Down,buy,10,298.568410
sol-updown-5m-1776945300,Up,buy,4,13.470045
sol-updown-5m-1776945600,Down,buy,5,54.878517
sol-updown-5m-1776945600,Up,buy,4,15.638294
sol-updown-5m-1776945900,Down,buy,5,211.914442
sol-updown-5m-1776945900,Up,buy,3,8.556888
sol-updown-5m-1776946200,Down,buy,5,186.862960
sol-updown-5m-1776946200,Up,buy,5,20.643958
sol-updown-5m-1776946200,Up,sell,1,1.700000
sol-updown-5m-1776946500,Down,buy,3,142.962960
sol-updown-5m-1776946500,Up,buy,2,6.296133
sol-updown-5m-1776946800,Down,buy,7,239.654442
sol-updown-5m-1776946800,Up,buy,4,13.556888
sol-updown-5m-1776947100,Down,buy,4,197.194442
sol-updown-5m-1776947100,Up,buy,6,23.283991
sol-updown-5m-1776947400,Down,buy,1,5.000000
sol-updown-5m-1776947400,Up,buy,4,23.163264
sol-updown-5m-1776947700,Down,buy,7,248.779255
sol-updown-5m-1776947700,Up,buy,4,25.510633
sol-updown-5m-1776948000,Down,buy,5,67.948262
sol-updown-5m-1776948000,Up,buy,4,48.349797
sol-updown-5m-1776948300,Down,buy,2,6.960783
sol-updown-5m-1776948300,Up,buy,2,66.717168
sol-updown-5m-1776948600,Down,buy,3,240.399104
sol-updown-5m-1776948600,Down,sell,1,0.200000
sol-updown-5m-1776948600,Up,buy,8,189.455742
sol-updown-5m-1776948900,Down,buy,2,8.040815
sol-updown-5m-1776948900,Up,buy,4,25.802350
sol-updown-5m-1776949200,Down,buy,3,16.000000
sol-updown-5m-1776949200,Up,buy,2,6.960783
sol-updown-5m-1776949500,Down,buy,4,18.710404
sol-updown-5m-1776949500,Up,buy,2,7.884614
sol-updown-5m-1776949800,Down,buy,1,5.000000
sol-updown-5m-1776949800,Up,buy,3,16.764703
sol-updown-5m-1776950100,Down,buy,2,24.000000
sol-updown-5m-1776950100,Up,buy,1,7.000000
sol-updown-5m-1776950400,Down,buy,2,36.943831
sol-updown-5m-1776950400,Up,buy,3,14.634612
sol-updown-5m-1776950700,Down,buy,1,12.448978
sol-updown-5m-1776950700,Up,buy,3,25.000000
sol-updown-5m-1776951000,Down,buy,1,2.040815
sol-updown-5m-1776951000,Up,buy,3,36.320753
sol-updown-5m-1776951300,Down,buy,3,14.133670
sol-updown-5m-1776951300,Up,buy,3,21.730768
sol-updown-5m-1776951600,Down,buy,5,59.568625
sol-updown-5m-1776951600,Up,buy,2,9.000000
sol-updown-5m-1776951600,Up,sell,1,18.740000
sol-updown-5m-1776951900,Down,buy,3,21.081631
sol-updown-5m-1776951900,Up,buy,1,10.000000
sol-updown-5m-1776952200,Down,buy,2,9.901959
sol-updown-5m-1776952200,Up,buy,3,20.290000
sol-updown-5m-1776952500,Down,buy,3,40.193400
sol-updown-5m-1776952500,Up,buy,2,17.000000
sol-updown-5m-1776952800,Down,buy,1,31.633200
sol-updown-5m-1776952800,Up,buy,1,1.000000
sol-updown-5m-1776953100,Down,buy,2,4.991631
sol-updown-5m-1776953100,Up,buy,2,11.960783
sol-updown-5m-1776953400,Down,buy,3,49.960783
sol-updown-5m-1776953400,Up,buy,3,34.607842
sol-updown-5m-1776953400,Up,sell,1,18.910000
sol-updown-5m-1776953700,Down,buy,3,8.163261
sol-updown-5m-1776953700,Up,buy,5,28.630255
sol-updown-5m-1776954000,Down,buy,3,44.300000
sol-updown-5m-1776954000,Up,buy,3,12.692304
sol-updown-5m-1776954000,Up,sell,1,27.930000
sol-updown-5m-1776954300,Down,buy,6,44.091502
sol-updown-5m-1776954300,Up,buy,2,5.546665
sol-updown-5m-1776954600,Down,buy,5,38.811566
sol-updown-5m-1776954600,Up,buy,1,5.000000
sol-updown-5m-1776954900,Down,buy,1,20.000000
sol-updown-5m-1776954900,Up,buy,3,13.500000
sol-updown-5m-1776955200,Down,buy,4,28.528297
sol-updown-5m-1776955200,Up,buy,4,39.919597
sol-updown-5m-1776955500,Down,buy,6,76.406117
sol-updown-5m-1776955500,Up,buy,3,8.205778
sol-updown-5m-1776955800,Down,buy,10,157.543703
sol-updown-5m-1776955800,Up,buy,5,17.499994
sol-updown-5m-1776956100,Down,buy,7,225.961726
sol-updown-5m-1776956100,Up,buy,2,6.122446
sol-updown-5m-1776956400,Down,buy,4,19.148144
sol-updown-5m-1776956400,Up,buy,2,6.382976
sol-updown-5m-1776956700,Down,buy,1,4.000000
sol-updown-5m-1776956700,Up,buy,3,24.843136
sol-updown-5m-1776957000,Down,buy,2,72.830187
sol-updown-5m-1776957000,Up,buy,3,26.072306
sol-updown-5m-1776957300,Down,buy,1,4.081631
sol-updown-5m-1776957600,Down,buy,8,74.566033
sol-updown-5m-1776957600,Up,buy,6,25.583326
sol-updown-5m-1776957900,Down,buy,5,32.046683
sol-updown-5m-1776957900,Up,buy,4,12.544320
sol-updown-5m-1776958200,Up,buy,1,3.921567
sol-updown-5m-1776958500,Down,buy,2,120.410247
sol-updown-5m-1776958800,Down,buy,2,16.634614
sol-updown-5m-1776958800,Up,buy,2,7.040815
sol-updown-5m-1776959100,Down,buy,3,53.108300
sol-updown-5m-1776959100,Up,buy,1,2.000000
sol-updown-5m-1776959400,Down,buy,5,89.473580
sol-updown-5m-1776959400,Up,buy,2,7.040815
sol-updown-5m-1776959700,Down,buy,3,35.149997
sol-updown-5m-1776959700,Up,buy,3,13.921567
sol-updown-5m-1776960000,Down,buy,1,38.679244
sol-updown-5m-1776960000,Up,buy,3,18.000000
sol-updown-5m-1776960300,Down,buy,1,38.841319
sol-updown-5m-1776960300,Up,buy,4,29.890000
sol-updown-5m-1776960600,Down,buy,1,3.921567
sol-updown-5m-1776960600,Up,buy,3,30.000000
sol-updown-5m-1776960900,Down,buy,1,4.000000
sol-updown-5m-1776960900,Up,buy,1,3.921567
sol-updown-5m-1776961200,Up,buy,2,17.820783
sol-updown-5m-1776961500,Down,buy,3,24.940407
sol-updown-5m-1776961500,Up,buy,2,24.230768
sol-updown-5m-1776961800,Up,buy,1,37.019229
sol-updown-5m-1776962400,Up,buy,1,3.846152
sol-updown-5m-1776962700,Down,buy,2,40.000000
sol-updown-5m-1776963000,Down,buy,2,22.000000
sol-updown-5m-1776963000,Up,buy,1,7.000000
sol-updown-5m-1776963300,Down,buy,1,2.040815
sol-updown-5m-1776963300,Up,buy,4,52.013147
sol-updown-5m-1776963600,Up,buy,4,58.648145
sol-updown-5m-1776963900,Down,buy,3,42.916664
sol-updown-5m-1776963900,Up,buy,5,77.528296
sol-updown-5m-1776964200,Up,buy,6,71.962257
sol-updown-5m-1776964500,Up,buy,1,3.921567
sol-updown-5m-1776964800,Down,buy,1,2.083332
sol-updown-5m-1776964800,Up,buy,1,6.000000
sol-updown-5m-1776965100,Down,buy,1,4.081631
sol-updown-5m-1776965100,Up,buy,2,17.481567
sol-updown-5m-1776965400,Down,buy,1,2.127658
sol-updown-5m-1776965700,Down,buy,1,4.166665
sol-updown-5m-1776965700,Up,buy,2,7.547164
sol-updown-5m-1776966000,Down,buy,1,2.040815
sol-updown-5m-1776966000,Up,buy,3,9.546961
sol-updown-5m-1776966300,Down,buy,2,24.166665
sol-updown-5m-1776966300,Up,buy,5,25.669732
sol-updown-5m-1776966600,Down,buy,1,8.000000
sol-updown-5m-1776966600,Up,buy,3,10.769227
sol-updown-5m-1776966900,Down,buy,3,32.901957
sol-updown-5m-1776966900,Up,buy,1,4.000000
sol-updown-5m-1776967500,Down,buy,2,155.940000
sol-updown-5m-1776967500,Up,buy,1,4.166665
sol-updown-5m-1776967800,Down,buy,6,202.942916
sol-updown-5m-1776967800,Up,buy,4,49.122446
sol-updown-5m-1776968100,Down,buy,1,5.110000
sol-updown-5m-1776968400,Down,buy,2,5.806935
sol-updown-5m-1776968400,Up,buy,1,47.000000
sol-updown-5m-1776968700,Up,buy,2,10.000000
sol-updown-5m-1776969000,Down,buy,2,5.846152
sol-updown-5m-1776969000,Up,buy,2,24.740000
sol-updown-5m-1776969300,Down,buy,1,4.000000
sol-updown-5m-1776969300,Up,buy,3,32.701904
sol-updown-5m-1776969600,Down,buy,4,34.359620
sol-updown-5m-1776969600,Up,buy,4,19.222446
sol-updown-5m-1776969900,Down,buy,1,5.000000
sol-updown-5m-1776969900,Up,buy,2,20.195400
sol-updown-5m-1776970200,Down,buy,2,16.634614
sol-updown-5m-1776970200,Up,buy,3,49.415282
sol-updown-5m-1776970500,Down,buy,1,11.530000
sol-updown-5m-1776970500,Up,buy,2,7.040815
sol-updown-5m-1776970800,Down,sell,1,10.000000
sol-updown-5m-1776970800,Up,buy,1,4.081631
sol-updown-5m-1776971100,Down,buy,4,34.902861
sol-updown-5m-1776971100,Up,buy,4,15.909994
sol-updown-5m-1776971400,Down,buy,3,48.130586
sol-updown-5m-1776971400,Up,buy,1,13.040000
sol-updown-5m-1776971700,Down,buy,1,27.549018
sol-updown-5m-1776971700,Up,buy,1,5.000000
sol-updown-5m-1776972000,Down,buy,4,82.175368
sol-updown-5m-1776972000,Up,buy,1,7.240000
sol-updown-5m-1776972300,Down,buy,5,169.736008
sol-updown-5m-1776972600,Down,buy,3,11.830800
sol-updown-5m-1776972600,Up,buy,6,38.295956
sol-updown-5m-1776972900,Down,buy,3,16.820000
sol-updown-5m-1776972900,Up,buy,1,26.367746
sol-updown-5m-1776973200,Down,buy,1,2.040815
sol-updown-5m-1776973200,Up,buy,3,120.153381
sol-updown-5m-1776973500,Down,buy,2,38.901960
sol-updown-5m-1776973500,Up,buy,2,23.114358
sol-updown-5m-1776973800,Down,buy,6,34.602649
sol-updown-5m-1776973800,Up,buy,6,61.263890
sol-updown-5m-1776974100,Down,buy,4,32.505360
sol-updown-5m-1776974100,Up,buy,1,2.000000
sol-updown-5m-1776974400,Down,buy,5,155.131366
sol-updown-5m-1776974400,Up,buy,3,84.739945
sol-updown-5m-1776974700,Down,buy,2,9.827200
sol-updown-5m-1776974700,Up,buy,3,15.900183
sol-updown-5m-1776975000,Down,buy,4,19.650800
sol-updown-5m-1776975000,Up,buy,5,19.713215
sol-updown-5m-1776975300,Down,buy,4,17.386584
sol-updown-5m-1776975300,Up,buy,2,9.000000
sol-updown-5m-1776975600,Down,buy,2,7.566432
sol-updown-5m-1776975600,Down,sell,2,42.460000
sol-updown-5m-1776975600,Up,buy,3,23.604000
sol-updown-5m-1776975900,Down,buy,7,27.836492
sol-updown-5m-1776975900,Up,buy,7,255.182272
sol-updown-5m-1776976200,Up,buy,5,60.740591
sol-updown-5m-1776976500,Down,buy,8,80.125886
sol-updown-5m-1776976500,Up,buy,1,2.040815
sol-updown-5m-1776976800,Down,buy,3,14.640000
sol-updown-5m-1776976800,Up,buy,5,35.164193
sol-updown-5m-1776977100,Down,buy,6,43.194824
sol-updown-5m-1776977100,Up,buy,1,4.000000
sol-updown-5m-1776977400,Down,buy,8,561.694856
sol-updown-5m-1776977400,Up,buy,5,38.098832
sol-updown-5m-1776977700,Down,buy,2,37.796926
sol-updown-5m-1776977700,Up,buy,5,34.183917
sol-updown-5m-1776978000,Up,buy,6,112.316688
sol-updown-5m-1776978300,Down,buy,1,27.326080
sol-updown-5m-1776978300,Up,buy,3,82.442501
sol-updown-5m-1776978600,Up,buy,5,34.428435
sol-updown-5m-1776978900,Down,buy,2,7.856000
sol-updown-5m-1776979200,Down,buy,4,33.388000
sol-updown-5m-1776979200,Up,buy,3,5.813179
sol-updown-5m-1776979500,Down,buy,6,131.766124
sol-updown-5m-1776979500,Up,buy,2,8.013392
sol-updown-5m-1776979800,Down,buy,9,96.586284
sol-updown-5m-1776979800,Up,buy,6,132.169284
sol-updown-5m-1776980100,Down,buy,8,229.910410
sol-updown-5m-1776980100,Up,buy,4,22.544998
sol-updown-5m-1776980400,Down,buy,13,365.870510
sol-updown-5m-1776980400,Up,buy,7,47.175532
sol-updown-5m-1776980400,Up,sell,2,191.460000
sol-updown-5m-1776980700,Down,buy,14,350.418554
sol-updown-5m-1776980700,Up,buy,5,68.913700
sol-updown-5m-1776981000,Down,buy,10,284.075537
sol-updown-5m-1776981000,Up,buy,5,249.204557
sol-updown-5m-1776981300,Down,buy,3,22.864939
sol-updown-5m-1776981300,Up,buy,5,20.521345
sol-updown-5m-1776981600,Down,buy,2,9.823600
sol-updown-5m-1776981600,Up,buy,4,29.308784
sol-updown-5m-1776981900,Up,buy,4,17.947264
sol-updown-5m-1776982200,Down,buy,2,15.717760
sol-updown-5m-1776982200,Up,buy,5,21.676000
sol-updown-5m-1776982500,Down,buy,2,37.788150
sol-updown-5m-1776982500,Up,buy,3,9.856000
sol-updown-5m-1776982800,Down,buy,2,22.863538
sol-updown-5m-1776982800,Up,buy,2,9.816400
sol-updown-5m-1776983100,Up,buy,3,11.856000
sol-updown-5m-1776983400,Down,buy,8,88.166024
sol-updown-5m-1776983400,Up,buy,7,70.691172
sol-updown-5m-1776983700,Down,buy,7,59.061139
sol-updown-5m-1776983700,Up,buy,7,31.806464
sol-updown-5m-1776984000,Down,buy,4,44.794434
sol-updown-5m-1776984000,Up,buy,6,61.197474
sol-updown-5m-1776984300,Down,buy,6,52.927548
sol-updown-5m-1776984300,Up,buy,4,19.793072
sol-updown-5m-1776984600,Up,buy,7,33.460000
sol-updown-5m-1776984900,Down,buy,4,85.024872
sol-updown-5m-1776984900,Up,buy,6,67.463242
sol-updown-5m-1776985200,Down,buy,2,8.177340
sol-updown-5m-1776985200,Up,buy,7,40.920960
sol-updown-5m-1776985500,Down,buy,3,13.816400
sol-updown-5m-1776985500,Up,buy,8,60.704499
sol-updown-5m-1776985800,Down,buy,3,12.095023
sol-updown-5m-1776985800,Up,buy,8,111.811508
sol-updown-5m-1776986100,Down,buy,5,185.650848
sol-updown-5m-1776986100,Up,buy,11,96.163270
sol-updown-5m-1776986400,Down,buy,4,16.354680
sol-updown-5m-1776986400,Up,buy,4,19.847086
sol-updown-5m-1776986700,Down,buy,3,597.383217
sol-updown-5m-1776986700,Up,buy,4,20.267908
sol-updown-5m-1776987000,Down,buy,5,52.592182
sol-updown-5m-1776987000,Up,buy,2,11.792640
sol-updown-5m-1776987300,Down,buy,2,7.856000
sol-updown-5m-1776987300,Up,buy,3,15.709887
