asset,slug,timeframe,window_start_unix,outcome_up,strike_price,settlement_price,abs_move_pct,btc_close_at_ws,ret_5m,ret_15m,ret_1h,oi_now,oi_delta_5m,oi_delta_15m,oi_delta_1h,oiv_delta_5m,ls_count,ls_count_delta_5m,ls_top_count,ls_top_sum,smart_minus_retail,taker_ratio,taker_delta_5m,book_skew,entry_yes_ask,entry_no_ask,votes_up,prob_a,prob_b,prob_c,prob_stack
eth,eth-updown-15m-1777443300,15m,1777443300,0,2330.783375,2328.474725,0.0009905038901352,2331.96,-0.0014440930757039,0.0007378491175984,0.0031009108533572,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.9365723709247749,0.46,0.55,2,0.5666666666666667,0.6363636363636364,0.4352941176470588,0.6221028911606534
eth,eth-updown-15m-1777444200,15m,1777444200,0,2328.474725,2325.80316518,0.0011473432764016,2329.48,0.0002103694997745,-0.0010640489779931,0.0011554314072282,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.8114930532907182,0.52,0.49,2,0.5666666666666667,0.6363636363636364,0.5476190476190477,0.7748609415276082
eth,eth-updown-15m-1777445100,15m,1777445100,0,2325.80316518,2324.3169,0.0006390330885481,2327.35,-8.163458217297401e-05,-0.0009147854435475,-0.0004940021793601,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.7725869003160011,0.6,0.41,0,0.4180327868852459,0.6363636363636364,0.4916820702402957,0.5166606771765389
eth,eth-updown-15m-1777446000,15m,1777446000,1,2324.3169,2326.04328624,0.0007427499408535,2324.42,0.0010588889543495,-0.001259735708118,-0.0025007210120601,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.9111276196434156,0.57,0.44,1,0.5098039215686274,0.5315315315315315,0.4916820702402957,0.5156215505307439
eth,eth-updown-15m-1777446900,15m,1777446900,0,2326.04328624,2322.91467477,0.0013450357903946,2325.42,0.0009809490176871,0.000430122333421,-0.0028084477962377,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.7971781305114638,0.43,0.58,2,0.5666666666666667,0.8,0.4352941176470588,0.7748609415276082
eth,eth-updown-15m-1777447800,15m,1777447800,1,2322.91467477,2326.72412673,0.0016399448509132,2324.64,0.0006024252099194,-0.000335479545346,-0.0020798783635906,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.1965956012471559,0.59,0.42,1,0.5098039215686274,0.5333333333333333,0.5476190476190477,0.5907240907240907
eth,eth-updown-15m-1777448700,15m,1777448700,0,2326.72412673,2323.34562936,0.0014520403734963,2326.14,-0.0008937856712706,0.000645053110236,-0.000520039809807,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.7750439367311073,0.51,0.5,1,0.5098039215686274,0.5333333333333333,0.4352941176470588,0.4124786483671043
eth,eth-updown-15m-1777449600,15m,1777449600,1,2323.34562936,2323.99790268,0.0002807474323911,2324.97,0.0009553071909809,-0.0005031057208617,0.0002365901774491,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.4921206663665015,0.63,0.38,2,0.5666666666666667,0.5333333333333333,0.5476190476190477,0.7748609415276082
eth,eth-updown-15m-1777450500,15m,1777450500,1,2323.99790268,2326.02575912,0.0008725724053629,2324.53,0.0003485182630879,-0.0001892676637544,-0.0003827998197262,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.7500991669972235,0.42,0.61,1,0.5098039215686274,0.5315315315315315,0.4916820702402957,0.5156215505307439
eth,eth-updown-15m-1777451400,15m,1777451400,0,2326.02575912,2325.0899029,0.0004023412966647,2325.23,-0.0012464113567139,0.0003010908112625,0.0002537705368824,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.5873015873015873,0.34,0.67,2,0.5666666666666667,0.5017976373908578,0.4352941176470588,0.4124786483671043
eth,eth-updown-15m-1777452300,15m,1777452300,0,2325.0899029,2325.04058824,2.12097863134e-05,2324.99,0.0004560199006948,-0.0001032209229728,-0.0004945034963265,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.8761726078799249,0.47,0.55,1,0.5098039215686274,0.6363636363636364,0.5855855855855856,0.7748609415276082
eth,eth-updown-15m-1777453200,15m,1777453200,1,2325.04058824,2326.99795155,0.0008418619958293,2325.06,0.0002365810182726,3.0107203150731533e-05,3.870942768592448e-05,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.9403281949278964,0.49,0.52,3,0.4958677685950413,0.5315315315315315,0.4916820702402957,0.5136213944472631
eth,eth-updown-15m-1777454100,15m,1777454100,1,2326.99795155,2327.55085679,0.0002376045237305,2327.9,0.0014099887989328,0.0012207284621727,0.0014487055536132,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.9058646333427468,0.51,0.5,3,0.4958677685950413,0.5315315315315315,0.4352941176470588,0.4119884522886729
eth,eth-updown-15m-1777455000,15m,1777455000,1,2327.55085679,2330.53733917,0.0012831008058482,2327.65,-6.873649437989819e-05,-0.000107398696283,0.0010402160460674,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.9461034231609616,0.47,0.54,1,0.5098039215686274,0.5315315315315315,0.5476190476190477,0.5907240907240907
eth,eth-updown-15m-1777455900,15m,1777455900,1,2330.53733917,2339.6251543,0.0038994505590013,2332.36,0.0011196648181484,0.0020214555779346,0.003164892546975,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.5324637908907572,0.44,0.67,3,0.4958677685950413,0.5315315315315315,0.3151886257556699,0.16934046345811052
eth,eth-updown-15m-1777456800,15m,1777456800,1,2339.6251543,2343.912704,0.0018325797583941,2339.96,-0.0013282001000207,0.0032532047046354,0.0063879900484599,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.844551531167418,0.53,0.48,2,0.5666666666666667,0.5017976373908578,0.4352941176470588,0.4124786483671043
eth,eth-updown-15m-1777457700,15m,1777457700,1,2343.912704,2345.63261823,0.0007337791322453,2343.2,0.0005848415224873,0.0013836813249748,0.0065509429112621,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.6529708451224012,0.38,0.64,3,0.4958677685950413,0.5017976373908578,0.2,0.0
eth,eth-updown-15m-1777458600,15m,1777458600,0,2345.63261823,2331.920915,0.0058456312056006,2344.31,0.0007894563189928,0.0004735989985077,0.0071319406060529,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.9015038989974008,0.39,0.62,3,0.4958677685950413,0.5315315315315315,0.0,0.0
eth,eth-updown-15m-1777459500,15m,1777459500,1,2331.920915,2333.18248,0.0005409981924708,2333.69,-0.0007881402440858,-0.0045404096812962,0.000570075346822,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.97139856184859,0.6,0.41,1,0.5098039215686274,0.5017976373908578,0.5476190476190477,0.5262108557408021
eth,eth-updown-15m-1777460400,15m,1777460400,1,2333.18248,2333.28207303,4.26854868205e-05,2333.44,8.14281643327876e-05,-0.0001071322205462,-0.0027902615783598,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.842047069973148,0.45,0.56,1,0.5098039215686274,0.6363636363636364,0.5476190476190477,0.689696106362773
eth,eth-updown-15m-1777461300,15m,1777461300,0,2333.28207303,2329.58319,0.001585270410618,2334.54,0.0022170248215044,0.0004712959440105,-0.0037026469593243,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.7449268790386577,0.53,0.48,2,0.5666666666666667,0.5315315315315315,0.5476190476190477,0.7748609415276082
eth,eth-updown-15m-1777462200,15m,1777462200,1,2329.58319,2330.37527,0.0003400093215816,2330.64,0.0003991116600017,-0.001671961599991,-0.0058482075578231,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.70291146761735,0.53,0.49,1,0.5098039215686274,0.6363636363636364,0.5855855855855856,0.7748609415276082
eth,eth-updown-15m-1777463100,15m,1777463100,1,2330.37527,2331.32524171,0.0004076475245122,2332.22,-0.0002057913111882,0.0006776956891139,-0.0006301021874131,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.7605746209098164,0.52,0.49,1,0.5098039215686274,0.6363636363636364,0.4916820702402957,0.6167374437814689
eth,eth-updown-15m-1777464000,15m,1777464000,0,2331.32524171,2321.7832735,0.0040929373728227,2331.27,-6.434054164088386e-05,-0.0004074201995247,-0.0009303901663915,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.7117324877486308,0.49,0.52,0,0.4180327868852459,0.5333333333333333,0.4352941176470588,0.23600713012477717
eth,eth-updown-15m-1777464900,15m,1777464900,0,2321.7832735,2314.21865533,0.0032581069285578,2323.22,-0.0007142703773909,-0.0034590290349491,-0.0048607151453511,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.6188603268249286,0.62,0.39,0,0.4180327868852459,0.5017976373908578,0.5476190476190477,0.45834995463609074
eth,eth-updown-15m-1777465800,15m,1777465800,0,2314.21865533,2313.79694165,0.0001822272407271,2313.07,0.0001167347981273,-0.0043785079085845,-0.0075672614539445,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.7512864493996569,0.51,0.5,1,0.5098039215686274,0.8,0.4916820702402957,0.7410125832425832
eth,eth-updown-15m-1777466700,15m,1777466700,1,2313.79694165,2315.81901,0.0008739178073932,2313.94,-4.321623893305912e-06,0.0003760527901398,-0.0078689043529185,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.3570533427777475,0.55,0.46,1,0.5098039215686274,0.5315315315315315,0.5855855855855856,0.689696106362773
eth,eth-updown-15m-1777467600,15m,1777467600,0,2315.81901,2314.60733998,0.0005232144717561,2316.61,0.0008896259839274,0.0011532108695087,-0.006308273283885,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.7745589810065941,0.64,0.37,2,0.5666666666666667,0.5315315315315315,0.5476190476190477,0.7748609415276082
eth,eth-updown-15m-1777468500,15m,1777468500,0,2314.60733998,2306.70333217,0.0034148374428244,2314.35,0.0004883772789866,-0.0009760396027677,-0.0038252838517036,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.6480112636395635,0.53,0.48,1,0.5098039215686274,0.5315315315315315,0.5476190476190477,0.5907240907240907
eth,eth-updown-15m-1777469400,15m,1777469400,0,2306.70333217,2294.21689,0.0054131114287044,2303.58,-0.0021465237822256,-0.0046644360251746,-0.0041112119682938,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.1685570828874804,0.63,0.44,0,0.4180327868852459,0.5333333333333333,0.4916820702402957,0.4124359003129891
eth,eth-updown-15m-1777470300,15m,1777470300,1,2294.21689,2302.59237201,0.0036506932045121,2292.0,-0.0018177186757138,-0.0050396356973395,-0.0095269004557733,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.9939255884586182,0.62,0.43,0,0.4180327868852459,0.5333333333333333,1.0,0.7986704653371319
eth,eth-updown-15m-1777471200,15m,1777471200,0,2302.59237201,2296.5446262,0.0026264943302668,2299.12,-0.0017686774949919,0.0031016421735762,-0.0075784691517057,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.9529744314531672,0.54,0.47,1,0.5098039215686274,0.6363636363636364,0.5476190476190477,0.689696106362773
eth,eth-updown-15m-1777472100,15m,1777472100,1,2296.5446262,2304.16054391,0.0033162506938094,2296.78,-0.0004527053574899,-0.0010182990065935,-0.0076207285555315,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.8698078973975429,0.39,0.62,0,0.4180327868852459,0.8,0.4352941176470588,0.5611974257631318
eth,eth-updown-15m-1777473000,15m,1777473000,0,2304.16054391,2300.4441,0.0016129275018716,2303.45,0.0003560511361775,0.0028998570393638,-5.6435490992962383e-05,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.9360491142802329,0.5,0.51,2,0.5666666666666667,0.5333333333333333,0.5476190476190477,0.7748609415276082
eth,eth-updown-15m-1777473900,15m,1777473900,0,2300.4441,2298.85316726,0.0006915763525833,2298.7,-0.0017776855223372,-0.0020642533106056,0.0029189468957409,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.9353991021570128,0.34,0.67,1,0.5098039215686274,0.6363636363636364,0.5476190476190477,0.689696106362773
eth,eth-updown-15m-1777474800,15m,1777474800,0,2298.85316726,2284.94744459,0.0060489825396609,2300.65,-0.0005301443681172,0.0008479459562066,0.0006652506783715,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.9632870342042464,0.53,0.48,2,0.5666666666666667,0.8,0.5476190476190477,0.7986704653371319
eth,eth-updown-15m-1777475700,15m,1777475700,1,2284.94744459,2289.95536296,0.0021916995867266,2286.79,-0.0011319510754846,-0.0060426042291847,-0.0043590545442196,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.5788484953905026,0.7,0.31,0,0.4180327868852459,0.8,0.5476190476190477,0.670438580162366
eth,eth-updown-15m-1777476600,15m,1777476600,0,2289.95536296,2273.1032,0.0073591665726692,2292.49,0.0015104160443654,0.0024894756135492,-0.0047694359700343,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.8653085276538429,0.53,0.48,2,0.5666666666666667,0.8,0.4916820702402957,0.7748609415276082
eth,eth-updown-15m-1777477500,15m,1777477500,0,2273.1032,2271.47416926,0.0007166549851322,2275.65,-0.0011023737284537,-0.007372837208731,-0.0100780198681597,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.6718173116368112,0.6,0.41,0,0.4180327868852459,0.8,0.4916820702402957,0.5707476043273948
eth,eth-updown-15m-1777478400,15m,1777478400,1,2271.47416926,2275.69267,0.0018571643019714,2270.37,0.0007622807985756,-0.0023229120743881,-0.0132488778987546,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.8907479717563275,0.64,0.44,1,0.5098039215686274,0.8,0.4916820702402957,0.7410125832425832
eth,eth-updown-15m-1777479300,15m,1777479300,0,2275.69267,2273.11132409,0.0011343121784542,2277.09,-0.0007024044470026,0.0029554981864964,-0.0042507754830736,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.3595901376881204,0.52,0.49,1,0.5098039215686274,0.6363636363636364,0.4916820702402957,0.6167374437814689
eth,eth-updown-15m-1777480200,15m,1777480200,0,2273.11132409,2266.87780848,0.0027422834702103,2273.42,-9.676582238694676e-05,-0.0016130063644356,-0.0083532574610583,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.6255850234009361,0.58,0.43,0,0.4180327868852459,0.8,0.5476190476190477,0.670438580162366
eth,eth-updown-15m-1777481100,15m,1777481100,0,2266.87780848,2266.22418475,0.0002883365515136,2266.36,-0.0014462083649388,-0.0031102853845173,-0.0040907056368448,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.7042723211476751,0.57,0.44,0,0.4180327868852459,0.8,0.5476190476190477,0.670438580162366
eth,eth-updown-15m-1777482000,15m,1777482000,1,2266.22418475,2268.18982733,0.0008673645763853,2268.75,0.0011069485296768,0.0010539987877942,-0.0007137947746624,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.592834241944136,0.53,0.48,2,0.5666666666666667,0.8,0.5476190476190477,0.7986704653371319
eth,eth-updown-15m-1777482900,15m,1777482900,1,2268.18982733,2269.737185,0.0006821993694511,2267.23,-0.0012166041498664,-0.0006701969836261,-0.0043394899447849,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.8944033790918691,0.58,0.43,0,0.4180327868852459,0.8,0.5855855855855856,0.689696106362773
eth,eth-updown-15m-1777483800,15m,1777483800,1,2269.737185,2274.80862,0.0022343710247669,2271.16,-0.0010825607577252,0.001731892138983,-0.000994591441366,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.8461538461538461,0.53,0.48,1,0.5098039215686274,0.8,0.2,0.21015180265654645
eth,eth-updown-15m-1777484700,15m,1777484700,1,2274.80862,2281.75609512,0.0030540921372102,2274.12,0.0004530250494766,0.001302450198201,0.0034181441413523,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.2001139168407062,0.25,0.76,3,0.4958677685950413,0.8,0.4545454545454545,0.6355643314519878
eth,eth-updown-15m-1777485600,15m,1777485600,0,2281.75609512,2240.77279386,0.0179612980316569,2279.48,0.0030139958230781,0.0023541823943713,0.0047183277479293,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.5658465991316932,0.27,0.74,3,0.4958677685950413,0.8,0.4545454545454545,0.6355643314519878
eth,eth-updown-15m-1777486500,15m,1777486500,0,2240.77279386,2231.41194657,0.0041775084540699,2241.8,0.0008255704156078,-0.0166682321740952,-0.0112797074425398,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.9087591240875912,0.61,0.4,1,0.5098039215686274,0.8,0.5476190476190477,0.7748609415276082
eth,eth-updown-15m-1777487400,15m,1777487400,0,2231.41194657,2223.501285,0.0035451372312314,2224.06,-0.0066101202619785,-0.0079447601631668,-0.0209563597446897,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.7192391380641538,0.59,0.44,0,0.4180327868852459,0.8,0.4647887323943662,0.5707476043273948
eth,eth-updown-15m-1777488300,15m,1777488300,1,2223.501285,2238.805895,0.0068831127300203,2226.55,-0.0019473066923798,0.0011189478564957,-0.0211398620863949,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,0.884125144843569,0.59,0.42,1,0.5098039215686274,0.8,0.5476190476190477,0.7748609415276082
eth,eth-updown-15m-1777489200,15m,1777489200,0,2238.805895,2237.02416,0.000795841660047,2234.89,-0.0001834373935559,0.0037387075539116,-0.0197553369268547,2059724.919,0.0,0.0,0.0,0.0,1.57479419,0.0,1.17342142,1.083931,-0.40137277,1.032645,0.0,-0.6753246753246753,0.48,0.53,1,0.5098039215686274,0.25,0.4352941176470588,0.16934046345811052
eth,eth-updown-5m-1776873000,5m,1776873000,1,2410.05,2410.27,9.12844131864e-05,2408.39,-0.0017713988100321,0.0048865455275935,0.0019159761231469,2316032.668,0.0003246910534615,0.0133813846688182,0.0175959672245908,-0.0006248282726523,1.22370769,-8.455000000018309e-05,0.88029729,1.361783,-0.3434103999999999,1.355921,-0.3896680000000001,-0.7976778140860737,0.39,0.62,2,0.5152838427947598,0.5017976373908578,0.4916820702402957,0.5111533340523703
eth,eth-updown-5m-1776873300,5m,1776873300,0,2410.27,2403.84,0.0026677509158724,2409.94,0.0006433764617477,-0.0002323439364536,0.0046916028326172,2315261.232,-0.0003330851117339,0.0071041431922516,0.016815000718537,-0.0003231210686954,1.22216764,-0.0015400499999997,0.87904219,1.360041,-0.3431254500000001,0.867844,-0.488077,-0.5248538011695907,0.49,0.52,2,0.5152838427947598,0.5017976373908578,0.5476190476190477,0.5856327460101044
eth,eth-updown-5m-1776873600,5m,1776873600,1,2403.84,2411.97,0.0033820886581469,2405.55,-0.0018232832862957,-0.0029513056345801,0.002726583783233,2315605.554,0.0001487184233213,0.0001402149508582,0.0162248023849822,-0.0027779386130528,1.22143771,-0.0007299300000001,0.8788669,1.358205,-0.34257081,0.572739,-0.2951049999999999,0.7272727272727273,0.68,0.33,1,0.5127020785219399,0.5017976373908578,0.4916820702402957,0.483772381671421
eth,eth-updown-5m-1776873900,5m,1776873900,0,2411.97,2407.35,0.0019154467095361,2410.73,0.0021510385597626,0.0009711317352146,0.0057491983868769,2315717.537,4.836013621001278e-05,-0.0001360650064889,0.0157137263337638,0.0037039361291981,1.2221385,0.00070079,0.87900794,1.354335,-0.34313056,1.696623,1.123884,0.1101694915254237,0.64,0.37,3,0.5537190082644629,0.5017976373908578,0.4916820702402957,0.5262108557408021
eth,eth-updown-5m-1776874200,5m,1776874200,0,2407.35,2404.58,0.0011506428230211,2402.68,-0.0033448251884568,-0.0030170699149899,0.000299710282306,2315093.808,-0.0002693458895716,-7.231322223411052e-05,0.0142892435250194,-0.0021481577067425,1.2190589,-0.0030795999999999,0.87721767,1.351965,-0.3418412300000001,0.994477,-0.7021459999999999,0.5614996711247533,0.12,0.89,1,0.5127020785219399,0.5017976373908578,0.4916820702402957,0.483772381671421
eth,eth-updown-5m-1776874500,5m,1776874500,0,2404.58,2400.6,0.001655174708265,2402.95,0.0001123682015819,-0.0010814184271122,0.001866115149306,2315601.669,0.0002193695124772,-1.6777468826445483e-06,0.0144820809538437,-0.0009444253864963,1.21552224,-0.0035366599999999,0.87487771,1.352178,-0.34064453,0.774682,-0.219795,-0.1054656051525181,0.41,0.6,2,0.5152838427947598,0.5017976373908578,0.4916820702402957,0.5111533340523703
eth,eth-updown-5m-1776874800,5m,1776874800,0,2400.6,2396.97,0.0015121219695076,2401.72,-0.0005120018760372,-0.0037444588629122,0.0015667714385799,2316966.852,0.0005895586526283,0.0005394936904172,0.0141011597527449,-0.0010256047395342,1.21236498,-0.00315726,0.87306694,1.351731,-0.3392980400000001,0.75052,-0.024162,-0.945999945999946,0.68,0.33,1,0.5127020785219399,0.5017976373908578,0.4916820702402957,0.483772381671421
eth,eth-updown-5m-1776875100,5m,1776875100,0,2396.97,2393.98,0.0012474081861683,2396.28,-0.0022676124764775,-0.0026672461509327,0.0011190260631425,2317243.354,0.0001193379179167,0.0009284919654537,0.0140569820034723,-0.0015101793321775,1.20797282,-0.00439216,0.8709643,1.353475,-0.3370085199999999,0.611891,-0.138629,-0.9354074578462036,0.02,0.99,1,0.5127020785219399,0.5017976373908578,0.4916820702402957,0.483772381671421
eth,eth-updown-5m-1776875400,5m,1776875400,1,2393.98,2394.19,8.77200310779e-05,2390.38,-0.0024651857403397,-0.0052448000928545,-0.0054778198215255,2315921.375,-0.0005704964037194,0.0001380660604455,0.0136637123232845,-0.0016689769690656,1.20815541,0.00018259,0.87163039,1.357888,-0.33652502,0.706337,0.094446,0.4701091985933741,0.57,0.47,0,0.4371727748691099,0.5017976373908578,0.5476190476190477,0.483772381671421
eth,eth-updown-5m-1776875700,5m,1776875700,1,2394.19,2394.66,0.0001963085636478,2394.47,0.0017095628895872,-0.0030232353272299,-0.0009100169273339,2311424.779,-0.0019416013205543,-0.0023919517861102,0.0113652002687714,-0.0018109410609443,1.21048081,0.0023253999999999,0.87162958,1.359142,-0.3388512299999999,1.29299,0.5866530000000001,0.3402922755741127,0.54,0.47,1,0.5127020785219399,0.5017976373908578,0.5476190476190477,0.5856327460101044
eth,eth-updown-5m-1776876000,5m,1776876000,0,2394.66,2390.52,0.0017288466838716,2392.32,-0.0008983056054595,-0.0016539284562118,-0.0075705884585882,2310704.643,-0.0003115550229203,-0.0028217627590613,0.0051220948612475,-0.0002530824750219,1.20975332,-0.00072749,0.87042917,1.359429,-0.3393241499999999,1.415224,0.1222339999999999,-0.2352326189231573,0.55,0.46,0,0.4371727748691099,0.5017976373908578,0.5476190476190477,0.483772381671421
eth,eth-updown-5m-1776876300,5m,1776876300,1,2390.52,2391.6,0.0004517845489684,2386.94,-0.0022513955183454,-0.0014401382342176,-0.0107176623887644,2306665.634,-0.0017479555477745,-0.0039965696158402,-0.0037210529991164,-0.0034786572223829,1.20622807,-0.0035252499999998,0.86974213,1.360644,-0.3364859400000001,0.769318,-0.6459060000000001,-0.9617385981022344,0.54,0.48,0,0.4371727748691099,0.5017976373908578,0.5855855855855856,0.5262108557408021
eth,eth-updown-5m-1776876600,5m,1776876600,0,2391.6,2386.01,0.0023373473825054,2390.37,0.0014359547901972,-0.0017137463336076,-0.0075103087885351,2306511.75,-6.671274662950477e-05,-0.0021255413737174,-0.0041108737935988,0.0006028303265295,1.20438196,-0.00184611,0.86856144,1.361551,-0.33582052,0.96713,0.1978120000000001,0.8905825357438262,0.55,0.46,1,0.5127020785219399,0.5017976373908578,0.5476190476190477,0.5856327460101044
eth,eth-updown-5m-1776876900,5m,1776876900,1,2386.01,2386.15,5.86753617964e-05,2385.77,-0.001926242288678,-0.0027416830168262,-0.0100799275389609,2306123.93,-0.0001681413502445,-0.0019823879325627,-0.0039465533624067,-0.0026458595467708,1.20396649,-0.00041547,0.86909312,1.362656,-0.3348733699999999,0.694263,-0.2728670000000001,0.1947890818858561,0.57,0.47,0,0.4371727748691099,0.5017976373908578,0.5855855855855856,0.5262108557408021
eth,eth-updown-5m-1776877200,5m,1776877200,1,2386.15,2391.83,0.002380403578987,2387.92,0.0009007707435437,0.000410483245063,-0.0073558735091213,2306185.633,2.675615095837358e-05,-0.0002080930122358,-0.0040680162403859,-1.2846276843392346e-05,1.20316527,-0.00080122,0.86981699,1.365712,-0.3333482799999999,0.751853,0.05759,-0.6189211128330013,0.55,0.47,2,0.5152838427947598,0.5017976373908578,0.5855855855855856,0.689696106362773
eth,eth-updown-5m-1776877500,5m,1776877500,1,2391.83,2394.2,0.0009908730971682,2391.81,0.0016277073637453,0.000602235818611,-0.0078792047051388,2302151.348,-0.0017493322923669,-0.0018904746529038,-0.0058583090481643,0.0007686188697662,1.20469006,0.0015247899999999,0.86929168,1.371173,-0.3353983799999999,1.003045,0.2511919999999999,0.6474464579901152,0.52,0.51,2,0.5152838427947598,0.5017976373908578,0.5476190476190477,0.5856327460101044
