asset,slug,timeframe,window_start_unix,outcome_up,strike_price,settlement_price,abs_move_pct,btc_close_at_ws,ret_5m,ret_15m,ret_1h,oi_now,oi_delta_5m,oi_delta_15m,oi_delta_1h,oiv_delta_5m,ls_count,ls_count_delta_5m,ls_top_count,ls_top_sum,smart_minus_retail,taker_ratio,taker_delta_5m,book_skew,entry_yes_ask,entry_no_ask,votes_up,prob_a,prob_b,prob_c,prob_stack
eth,eth-updown-15m-1776883500,15m,1776883500,0,2398.17,2396.92,0.0005212307717968,2399.08,-0.0002834018240039,0.0013514304693793,0.0025082700462013,2309507.016,0.0024482198284736,0.0028151586853946,0.0029704964471994,0.0025745022067005,1.19424655,0.0001524399999999,0.86178515,1.359122,-0.3324613999999999,1.654115,0.6470560000000001,0.2307692307692307,0.51,0.5,2,0.5666666666666667,0.5017976373908578,0.4352941176470588,0.4124786483671043
eth,eth-updown-15m-1776884400,15m,1776884400,0,2396.92,2394.96,0.0008177160689551,2392.93,-0.0028126713864759,-0.0025667740161303,-0.0038414502085663,2315907.484,0.0011736857062287,0.0027713568115006,0.006037694491574,-0.000374194131568,1.19482129,0.00046696,0.86227811,1.353898,-0.3325431799999999,0.846121,-0.4970420000000001,-0.5619798510731493,0.54,0.48,0,0.4180327868852459,0.5017976373908578,0.5476190476190477,0.45834995463609074
eth,eth-updown-15m-1776885300,15m,1776885300,1,2394.96,2404.96,0.0041754350803353,2395.99,0.0014994604335238,0.0012779501083563,-0.0023719858463844,2312851.189,-0.000660679677861,-0.0013196964995862,0.0047489785657888,0.0002157147184846,1.19415538,0.0018918699999999,0.86306566,1.36366,-0.33108972,1.255271,0.313239,0.2383863080684597,0.59,0.42,2,0.5666666666666667,0.5017976373908578,0.5476190476190477,0.6896961063627725
eth,eth-updown-15m-1776886200,15m,1776886200,0,2404.96,2395.62,0.0038836404763488,2404.71,-0.000602801590526,0.0036328075447453,0.0036954141063505,2326362.702,0.0010489486428455,0.0058419292448479,0.0101340961528879,0.0006951446168885,1.18509726,-0.0036904799999999,0.85458803,1.378597,-0.33050923,0.980829,-0.170878,0.0,0.44,0.57,2,0.5666666666666667,0.5017976373908578,0.4916820702402957,0.5772920399088624
eth,eth-updown-15m-1776887100,15m,1776887100,1,2395.62,2397.8,0.0009099940725156,2394.93,-0.0004675452706556,-0.0040753112882001,-0.0017313276512288,2328493.563,2.0824626933091395e-05,0.0009159625015342,0.0082210388920507,-0.0004707942516659,1.18846319,0.0001175799999999,0.85673373,1.383726,-0.33172946,2.204258,0.6830589999999999,-0.6674426338543399,0.52,0.49,0,0.4180327868852459,0.5017976373908578,0.5476190476190477,0.45834995463609074
eth,eth-updown-15m-1776888000,15m,1776888000,1,2397.8,2399.57,0.0007381766619401,2398.56,0.0006005405044864,0.0015145544035336,0.0023500007684351,2332747.859,-9.879238441423688e-06,0.001827059377617,0.0072716095596847,-0.0002353841701736,1.18886933,-0.0005110999999999,0.85804327,1.386484,-0.3308260599999999,1.585288,-0.0104619999999999,-0.9242328576840512,0.53,0.48,3,0.4958677685950413,0.5017976373908578,0.4916820702402957,0.4790775459906698
eth,eth-updown-15m-1776888900,15m,1776888900,0,2399.57,2397.75,0.0007584692257362,2399.22,0.0005503302120082,0.0002751272480868,0.0013471779081656,2339781.219,0.0011427337186555,0.0030150536728024,0.0116436501094754,0.0013710615374864,1.18547108,-0.00296739,0.85469554,1.389486,-0.3307755399999998,0.747489,0.0975009999999999,-0.001165307141668,0.55,0.54,3,0.4958677685950413,0.5017976373908578,0.5476190476190477,0.5262108557408021
eth,eth-updown-15m-1776889800,15m,1776889800,0,2397.75,2393.87,0.0016181837138984,2398.51,0.0005296356272483,-0.0002959733062021,-0.0025816029427818,2337155.782,5.193376675549644e-05,-0.0011220865347069,0.0046394657164685,0.00119206746173,1.18461417,-0.0009565500000001,0.85488825,1.388412,-0.3297259199999999,1.052978,0.1239259999999999,0.4903703703703704,0.51,0.5,1,0.5098039215686274,0.5017976373908578,0.4352941176470588,0.4093002802456622
eth,eth-updown-15m-1776890700,15m,1776890700,0,2393.87,2391.91,0.0008187579108305,2393.77,-0.0007349717408502,-0.0019781822204529,-0.0004844738750345,2339157.334,0.0002158148654123,0.0008564050438635,0.0045796866993528,-4.425532517082775e-05,1.18414161,-0.0001771800000001,0.85469388,1.386974,-0.3294477299999999,1.035199,0.4622499999999999,0.3635731181299568,0.49,0.52,0,0.4180327868852459,0.5017976373908578,0.4916820702402957,0.37117711309023466
eth,eth-updown-15m-1776891600,15m,1776891600,1,2391.91,2394.06,0.0008988632515437,2393.51,0.0009655758361427,-0.0001086211795656,-0.0021076494581338,2338986.476,-0.0002061993666886,-7.304254293483137e-05,0.0026743640449311,-1.6636411859005662e-05,1.18171204,-0.0001857599999999,0.85330897,1.389311,-0.32840307,0.67087,0.0478239999999999,-0.4679494746783142,0.6,0.44,1,0.5098039215686274,0.5017976373908578,0.5476190476190477,0.5262108557408021
eth,eth-updown-15m-1776892500,15m,1776892500,1,2394.06,2397.02,0.0012363934070156,2393.68,-0.0003508625406697,7.102287566228057e-05,-0.0023117538305582,2337966.61,-0.0004028596476369,-0.0004360290281558,-0.0007755464422334,-0.0008203813843719,1.18321631,0.0010888099999999,0.85401434,1.389551,-0.3292019699999999,1.283226,-1.3545699999999998,0.4023281773241907,0.54,0.47,1,0.5098039215686274,0.5017976373908578,0.5476190476190477,0.5262108557408021
eth,eth-updown-15m-1776893400,15m,1776893400,1,2397.02,2406.05,0.003767177578827,2398.54,0.0001876317336631,0.0020282882113722,1.2507687016091573e-05,2337259.122,1.3124519359308806e-05,-0.0003026082566679,4.421613689409298e-05,-0.0001788277925001,1.18333895,0.0001818099999999,0.85438117,1.389264,-0.32895778,1.126716,-1.814427,0.5108862065075502,0.54,0.47,3,0.4958677685950413,0.5017976373908578,0.4352941176470588,0.3795383754837551
