asset,slug,timeframe,window_start_unix,outcome_up,strike_price,settlement_price,abs_move_pct,btc_close_at_ws,ret_5m,ret_15m,ret_1h,oi_now,oi_delta_5m,oi_delta_15m,oi_delta_1h,oiv_delta_5m,ls_count,ls_count_delta_5m,ls_top_count,ls_top_sum,smart_minus_retail,taker_ratio,taker_delta_5m,book_skew,entry_yes_ask,entry_no_ask,votes_up,prob_a,prob_b
btc,btc-updown-15m-1777219200,15m,1777219200,0,78065.2094624,78034.38982343,0.0003947935217524,78028.49,-0.0002482118539989,4.8700279257273975e-06,-0.0010808155918985,95845.021,5.665428111534254e-06,-0.0003205502821913,-0.0031632515997408,-1.7516792731209208e-05,0.76016144,8.53100000000051e-05,0.77148294,0.800025,0.0113214999999999,1.103189,0.1900339999999999,0.0348291298176656,0.51,0.5,1,0.5,0.4983991462113128
btc,btc-updown-15m-1777220100,15m,1777220100,1,78034.38982343,78063.84212064,0.0003774271481668,78020.39,-0.0003472847875216,-0.00010381362567,-0.0009398252509316,95833.524,-2.0754310565473943e-05,-0.0001199540662627,-0.0033515815655753,-0.0004929005189614,0.75992928,0.00045497,0.77105782,0.799941,0.0111285399999999,0.481161,-0.187716,-0.7301038062283737,0.52,0.52,0,0.4406779661016949,0.4983991462113128
btc,btc-updown-15m-1777221000,15m,1777221000,0,78063.84212064,78014.8361628,0.0006277676899923,78045.0,0.0002628316414446,0.0003153806260821,-0.0005577277134512,95843.734,7.604622567081165e-05,0.0001065389184686,-0.0006808847429048,0.0001170552023046,0.75952981,-5.683000000000771e-05,0.77080022,0.800849,0.01127041,1.883994,0.3671059999999999,-0.453921568627451,0.53,0.48,2,0.457516339869281,0.4983991462113128
btc,btc-updown-15m-1777221900,15m,1777221900,0,78014.8361628,77942.4111875,0.0009283487457291,77976.38,-0.0007399503242808,-0.000879623092995,-0.000663186064657,95833.268,9.038388229432036e-05,-0.0001091985836028,-0.0004431360195613,-0.0005303267295602,0.75922957,-0.0007219299999999,0.77079088,0.802742,0.0115613099999999,0.299761,-0.325783,0.1714668880515996,0.48,0.53,0,0.4406779661016949,0.4983991462113128
btc,btc-updown-15m-1777222800,15m,1777222800,1,77942.4111875,78030.02999198,0.0011241479849683,77899.99,-0.0014519622670173,-0.0009801358103917,-0.0016481919029747,95873.529,0.0002928568551916,0.0004201150690175,0.0002974385075256,-0.0009804788877079,0.75847255,-0.0002692399999999,0.77053724,0.802936,0.0120646899999999,0.388081,-0.927683,0.2857142857142857,0.59,0.42,0,0.4406779661016949,0.4983991462113128
btc,btc-updown-15m-1777223700,15m,1777223700,1,78030.02999198,78031.4395276,1.80640148433e-05,78014.55,0.000125497286366,0.001469523248005,-7.485502929953796e-05,95779.788,-6.440401279272923e-05,-0.000977756852989,-0.0005607223626672,9.735472152039291e-05,0.75791918,0.0001314599999999,0.77068851,0.803049,0.01276933,1.613963,0.0409110000000001,0.937429608309348,0.48,0.53,2,0.457516339869281,0.4983991462113128
btc,btc-updown-15m-1777224600,15m,1777224600,1,78031.4395276,78033.35998,2.46112645316e-05,77972.15,-0.0004745440424181,-0.0005436361054404,-0.0009338717608222,95763.825,-0.0001077013064277,-0.0001666635553631,-0.0008337425584858,0.0001398469497055,0.75798825,-0.0006383699999999,0.77047464,0.803509,0.0124863899999999,5.126747,4.460055,0.4880675361220845,0.49,0.52,0,0.4406779661016949,0.4983991462113128
btc,btc-updown-15m-1777225500,15m,1777225500,1,78033.35998,78035.28,2.46051176124e-05,78019.09,0.000246636723689,0.0006018286849544,0.0005475800171272,95687.412,-0.0003592076354271,-0.0007979317868725,-0.0015219766897649,0.0002138436977605,0.75866286,-0.0001202599999999,0.77115761,0.803706,0.0124947499999999,4.138327,2.851163000000001,0.0737477452476759,0.48,0.53,3,0.559322033898305,0.4983991462113128
btc,btc-updown-15m-1777226400,15m,1777226400,1,78035.28,78117.19429,0.0010497084139379,78032.42,0.000278512779455,0.0001708410259205,0.0016985568534394,95694.285,-1.4890949657009322e-05,7.182762974089485e-05,-0.0018695880069251,-0.0001336417064023,0.75930739,7.449999999997736e-05,0.77150984,0.803863,0.0122024499999999,2.077031,1.6998779999999998,0.5442175073321531,0.61,0.4,3,0.559322033898305,0.4983991462113128
btc,btc-updown-15m-1777227300,15m,1777227300,1,78117.19429,78195.75,0.0010056135619563,78125.95,0.0010354032610141,0.001197886622204,0.0014269202276386,95644.105,0.0001397667751996,-0.0005243782322006,-0.0014166141190457,0.0004165812772578,0.75901772,-0.00024455,0.7713201,0.806989,0.0123023799999999,1.58447,0.098827,-0.2816091954022989,0.42,0.59,3,0.559322033898305,0.4983991462113128
btc,btc-updown-15m-1777228200,15m,1777228200,1,78195.75,78227.34730187,0.000404079529514,78183.44,-9.65631018558756e-05,0.0007355924374385,0.0027061487705174,95963.959,-0.0001293860050581,0.0033442102887575,0.0020898705748231,-0.0006503673784307,0.76209639,-0.00036351,0.77020911,0.817528,0.00811272,0.63367,-0.592991,0.9722940059341202,0.43,0.61,2,0.457516339869281,0.4983991462113128
btc,btc-updown-15m-1777229100,15m,1777229100,1,78227.34730187,78294.76,0.0008617535996697,78200.01,0.0004698033748915,0.0002119150084232,0.0023162350939863,96017.677,0.0006020326864428,0.0005597726538146,0.0034514989286156,0.0012280062019573,0.76161746,0.0001566199999999,0.77021138,0.816828,0.00859392,2.075383,1.136929,-0.9607843137254902,0.37,0.64,3,0.559322033898305,0.4983991462113128
btc,btc-updown-15m-1777230000,15m,1777230000,1,78294.76,78410.17103,0.0014740581617467,78240.07,-0.0006826650931809,0.0005121449806933,0.0026575390487591,96086.06,0.0004041969431749,0.000712191776937,0.0040940271407012,0.0006354588343524,0.76083244,-0.0006905099999999,0.76912089,0.819404,0.0082884499999998,2.070815,0.3167200000000001,-0.60807651434644,0.41,0.6,2,0.457516339869281,0.4983991462113128
btc,btc-updown-15m-1777230900,15m,1777230900,0,78410.17103,78219.65134,0.0024297828648671,78497.4,0.0019978566705872,0.0032835828115529,0.0047432352381079,96060.976,-0.0001091687329758,-0.0002610576393704,0.0043585644928143,0.0010488455262609,0.75428828,-0.0015661899999999,0.75831742,0.819877,0.0040291399999999,2.069382,-0.3549769999999999,0.0113760700263886,0.32,0.69,3,0.559322033898305,0.4983991462113128
btc,btc-updown-15m-1777231800,15m,1777231800,0,78219.65134,78201.58538,0.0002309644659686,78196.17,0.0019773701514412,-0.0038448338509846,0.0001628089496849,96214.53,-0.0003355954684429,0.0015985055159131,0.0026110948590605,-0.0006792793752324,0.75504477,5.414000000003583e-05,0.75885406,0.821128,0.0038092899999999,0.812545,-0.0694219999999999,0.23108062521084,0.51,0.5,2,0.457516339869281,0.4983991462113128
btc,btc-updown-15m-1777232700,15m,1777232700,1,78201.58538,78247.67404,0.0005893571054351,78183.99,0.0006555919965482,-0.0001557742366374,-0.0002048802953758,96244.459,0.0004036146367276,0.0003110652829672,0.0023618775946849,0.0014774913528354,0.75475867,0.0001063199999999,0.75838474,0.82259,0.00362607,1.498146,0.1414409999999999,-0.9930670142403528,0.59,0.44,1,0.5,0.4983991462113128
btc,btc-updown-15m-1777233600,15m,1777233600,0,78247.67404,78205.48,0.0005392369871394,78224.85,-0.0007350459945527,0.0005224768744464,-0.0001945484016226,96242.072,-0.0002460687995399,-2.48014277892672e-05,0.0016236694479927,-0.0008211681168444,0.75563144,9.969000000009665e-05,0.75856543,0.821808,0.0029339899999999,0.391181,-0.550222,0.1248028598464935,0.46,0.55,1,0.5,0.4983991462113128
btc,btc-updown-15m-1777234500,15m,1777234500,1,78205.48,78245.6,0.0005130075283726,78205.65,-0.0005372848377351,-0.0002454764268658,-0.0037236076400415,96220.527,-4.180845740509032e-05,-0.0002238625951443,0.0016609346130316,-0.0010339952781869,0.755292,-6.833000000006084e-05,0.75866618,0.821844,0.00337418,0.559623,-0.862987,-0.9513022821752778,0.47,0.54,0,0.4406779661016949,0.4983991462113128
btc,btc-updown-15m-1777235400,15m,1777235400,1,78245.6,78310.89,0.0008344239164885,78263.87,0.0006192512957882,0.000744170528379,0.000865396739322,96197.386,-0.0003591530746109,-0.0002404996181324,-0.0001781851452166,-0.0001547781960815,0.75424813,-0.0004412799999999,0.75730023,0.822197,0.0030521,2.057208,1.581206,0.4106020731510821,0.49,0.52,3,0.559322033898305,0.4983991462113128
btc,btc-updown-15m-1777236300,15m,1777236300,0,78310.89,78224.07,0.0011086580678625,78300.0,0.000541781475269,0.0004615368876787,0.0014827078636381,96242.972,0.0001095160921473,0.0004738798203933,-1.5450240101744228e-05,0.0004092403878948,0.75407598,-0.0004167,0.75702179,0.822351,0.00294581,2.306389,1.6208349999999998,-0.8819762550247733,0.47,0.54,3,0.559322033898305,0.4983991462113128
btc,btc-updown-15m-1777237200,15m,1777237200,1,78224.07,78233.75,0.0001237470768268,78227.82,4.75545458399894e-05,-0.0009222642354079,3.796675378379163e-05,96239.878,8.085659818890534e-05,-3.2147801919513164e-05,-2.2796682930925627e-05,-0.0005536517484484,0.75425152,0.0004711199999999,0.75725335,0.820622,0.00300183,0.294316,-0.052375,-0.2344029359179448,0.58,0.43,2,0.457516339869281,0.4983991462113128
btc,btc-updown-15m-1777238100,15m,1777238100,0,78233.75,78215.45803,0.0002338117500439,78247.7,-0.0001759641308624,0.0002540972556851,0.0005375404363348,96186.053,-2.251835019417836e-05,-0.0005592795950967,-0.0003582811389092,-0.0002079048768152,0.75402987,-0.0002083099999999,0.7571515,0.821538,0.0031216299999999,2.169836,1.907609,0.9735487713618108,0.46,0.55,2,0.457516339869281,0.4983991462113128
btc,btc-updown-15m-1777239000,15m,1777239000,0,78215.45803,78015.32,0.0025588040400304,78168.01,-0.0011080235790125,-0.0010189514454133,-0.0012255815374573,96180.27,-3.038992477610858e-05,-6.012306170832815e-05,-0.0001779258326207,-0.0008575580952453,0.75431067,-0.00033738,0.75786726,0.821726,0.00355659,1.169856,0.759412,0.6231984001103373,0.5,0.51,0,0.4406779661016949,0.4983991462113128
btc,btc-updown-15m-1777239900,15m,1777239900,1,78015.32,78434.25306459,0.0053698820256072,77943.99,-0.0011249188639876,-0.0028699927458284,-0.0045571111709645,96003.931,-0.0001414637750358,-0.0018334217610327,-0.002483724214169,-0.0007647085980827,0.75279934,-0.0004134399999999,0.75771085,0.822116,0.00491151,0.825548,-0.6891960000000001,0.982400299569369,0.48,0.53,0,0.4406779661016949,0.4983991462113128
btc,btc-updown-15m-1777240800,15m,1777240800,1,78434.25306459,78586.21706768,0.0019374698827674,78474.55,0.000950441044924,0.0067838765754933,0.0031490296399367,95576.755,-0.0019800998642717,-0.0044495677994684,-0.0068903142208887,-0.0015468240520082,0.75070251,0.0062282599999999,0.75216201,0.823763,0.0014595,1.355935,-0.4626080000000001,-0.8200745405474875,0.41,0.6,3,0.559322033898305,0.4983991462113128
btc,btc-updown-15m-1777241700,15m,1777241700,0,78586.21706768,78549.89974319,0.0004621335120218,78718.04,0.0027497805138694,0.0030979856587582,0.0059929180430098,95799.909,2.752687988860636e-05,0.0023348145686679,-0.0040145529206817,0.0003962551905942,0.75148709,-0.0002265499999999,0.75290922,0.820945,0.00142213,1.158921,0.0324280000000001,0.848605577689243,0.43,0.6,3,0.559322033898305,0.4983991462113128
btc,btc-updown-15m-1777242600,15m,1777242600,0,78549.89974319,78301.25792807,0.0031653995222515,78450.53,-0.0026494964648868,-0.0034041190083491,0.003607750480074,96018.489,0.0005671602354639,0.0022816305597952,-0.0016820601564125,-0.0011843190732246,0.74699237,-0.00146198,0.74993934,0.823177,0.0029469699999999,0.708213,-0.213644,-0.3636363636363636,0.5,0.53,1,0.5,0.4983991462113128
btc,btc-updown-15m-1777243500,15m,1777243500,1,78301.25792807,78333.338,0.0004097005945864,78349.99,0.002296700784617,-0.0012823938820923,0.0051953493438102,95871.266,-0.0005056413450212,-0.0015332776169806,-0.0013818704986152,0.0010425920633114,0.74760746,-0.0023949599999999,0.74945481,0.820091,0.00184735,2.030331,0.5008999999999999,-0.6208050044078399,0.6,0.41,2,0.457516339869281,0.4983991462113128
btc,btc-updown-15m-1777244400,15m,1777244400,1,78333.338,78373.52842102,0.0005130691739448,78271.97,-0.0005365743351549,-0.0009962843837919,-0.002584811615475,95982.164,0.0002591777963227,0.0011567386624475,0.0042417112822046,-0.0003568651049112,0.74722179,-0.00024562,0.74875534,0.817357,0.0015335499999999,0.616343,0.094793,0.6894031668696712,0.51,0.5,0,0.4406779661016949,0.4983991462113128
btc,btc-updown-15m-1777245300,15m,1777245300,0,78373.52842102,78177.39962881,0.0025024877169801,78393.76,0.0007821282133101,0.001554775566218,-0.0041280217080153,96009.625,4.736207807676252e-05,0.0002861052393026,0.0021891043758714,0.0005484650539593,0.74570377,9.287000000002266e-05,0.74739984,0.81693,0.00169607,0.80944,0.13906,-0.6826696049110657,0.47,0.54,2,0.457516339869281,0.4983991462113128
