slug,outcome,taker_side,n_trades,total_size
btc-updown-5m-1776880500,Up,sell,1,4.800000
btc-updown-5m-1776880800,Down,buy,26,1096.809186
btc-updown-5m-1776880800,Down,sell,1,37.830000
btc-updown-5m-1776880800,Up,buy,14,1148.581365
btc-updown-5m-1776881100,Down,buy,17,183.760572
btc-updown-5m-1776881100,Up,buy,17,402.020000
btc-updown-5m-1776881400,Down,buy,14,1359.809013
btc-updown-5m-1776881400,Down,sell,1,2.500000
btc-updown-5m-1776881400,Up,buy,16,431.794506
btc-updown-5m-1776881700,Down,buy,29,983.630000
btc-updown-5m-1776881700,Down,sell,1,9.640000
btc-updown-5m-1776881700,Up,buy,26,5242.703922
btc-updown-5m-1776881700,Up,sell,2,13.600000
btc-updown-5m-1776882000,Down,buy,21,425.722333
btc-updown-5m-1776882000,Up,buy,18,471.411958
btc-updown-5m-1776882300,Down,buy,17,2573.360291
btc-updown-5m-1776882300,Down,sell,1,98.040000
btc-updown-5m-1776882300,Up,buy,17,267.304254
btc-updown-5m-1776882600,Down,buy,16,222.970971
btc-updown-5m-1776882600,Up,buy,20,580.199007
btc-updown-5m-1776882900,Down,buy,7,332.720000
btc-updown-5m-1776882900,Down,sell,1,1.390000
btc-updown-5m-1776882900,Up,buy,20,487.387429
btc-updown-5m-1776883200,Down,buy,20,396.551003
btc-updown-5m-1776883200,Down,sell,1,19.260000
btc-updown-5m-1776883200,Up,buy,67,1619.378429
btc-updown-5m-1776883500,Down,buy,23,2282.100254
btc-updown-5m-1776883500,Down,sell,1,17.640000
btc-updown-5m-1776883500,Up,buy,20,465.461537
btc-updown-5m-1776883800,Down,buy,55,3481.770636
btc-updown-5m-1776883800,Up,buy,27,722.015534
btc-updown-5m-1776883800,Up,sell,1,5.000000
btc-updown-5m-1776884100,Down,buy,6,290.252956
btc-updown-5m-1776884100,Down,sell,1,4.000000
btc-updown-5m-1776884100,Up,buy,19,122.516926
btc-updown-5m-1776884100,Up,sell,3,15.000000
btc-updown-5m-1776884400,Down,buy,26,2023.739821
btc-updown-5m-1776884400,Down,sell,1,10.000000
btc-updown-5m-1776884400,Up,buy,32,1667.903653
btc-updown-5m-1776884400,Up,sell,1,5.000000
btc-updown-5m-1776884700,Down,buy,25,1647.509925
btc-updown-5m-1776884700,Down,sell,1,5.000000
btc-updown-5m-1776884700,Up,buy,58,2067.412963
btc-updown-5m-1776884700,Up,sell,1,104.030000
btc-updown-5m-1776885000,Down,buy,16,519.040837
btc-updown-5m-1776885000,Down,sell,1,5.000000
btc-updown-5m-1776885000,Up,buy,39,1871.283051
btc-updown-5m-1776885300,Down,buy,17,314.931302
btc-updown-5m-1776885300,Down,sell,1,5.000000
btc-updown-5m-1776885300,Up,buy,30,3306.153577
btc-updown-5m-1776885300,Up,sell,2,168.880000
btc-updown-5m-1776885600,Down,buy,25,431.596928
btc-updown-5m-1776885600,Down,sell,2,15.000000
btc-updown-5m-1776885600,Up,buy,26,2887.045395
btc-updown-5m-1776885900,Down,buy,22,814.253310
btc-updown-5m-1776885900,Down,sell,2,12.130000
btc-updown-5m-1776885900,Up,buy,13,408.969552
btc-updown-5m-1776886200,Down,buy,28,1619.977449
btc-updown-5m-1776886200,Up,buy,18,832.212486
btc-updown-5m-1776886200,Up,sell,1,1.920000
btc-updown-5m-1776886500,Down,buy,31,722.402946
btc-updown-5m-1776886500,Down,sell,3,18.290000
btc-updown-5m-1776886500,Up,buy,18,1198.545917
btc-updown-5m-1776886800,Down,buy,20,221.895815
btc-updown-5m-1776886800,Down,sell,1,10.000000
btc-updown-5m-1776886800,Up,buy,16,1130.999603
btc-updown-5m-1776887100,Down,buy,9,47.694040
btc-updown-5m-1776887100,Down,sell,1,10.000000
btc-updown-5m-1776887100,Up,buy,14,299.097370
btc-updown-5m-1776887400,Down,buy,12,113.075824
btc-updown-5m-1776887400,Down,sell,2,14.110000
btc-updown-5m-1776887400,Up,buy,18,261.240736
btc-updown-5m-1776887400,Up,sell,1,23.690000
btc-updown-5m-1776887700,Down,buy,11,99.244041
btc-updown-5m-1776887700,Down,sell,1,11.220000
btc-updown-5m-1776887700,Up,buy,32,915.518718
btc-updown-5m-1776888000,Down,buy,14,169.256450
btc-updown-5m-1776888000,Down,sell,2,14.030000
btc-updown-5m-1776888000,Up,buy,24,424.739371
btc-updown-5m-1776888300,Down,buy,12,403.711055
btc-updown-5m-1776888300,Down,sell,2,14.410000
btc-updown-5m-1776888300,Up,buy,20,273.582546
btc-updown-5m-1776888600,Down,buy,8,93.720962
btc-updown-5m-1776888600,Up,buy,10,124.415080
btc-updown-5m-1776888900,Down,buy,17,193.830800
btc-updown-5m-1776888900,Down,sell,2,9.230000
btc-updown-5m-1776888900,Up,buy,28,751.776518
btc-updown-5m-1776889200,Down,buy,30,383.546494
btc-updown-5m-1776889200,Down,sell,1,5.000000
btc-updown-5m-1776889200,Up,buy,52,1659.298413
btc-updown-5m-1776889500,Down,buy,21,157.076632
btc-updown-5m-1776889500,Down,sell,1,1.960000
btc-updown-5m-1776889500,Up,buy,46,1326.232218
btc-updown-5m-1776889500,Up,sell,1,100.270000
btc-updown-5m-1776889800,Down,buy,19,155.247942
btc-updown-5m-1776889800,Down,sell,1,5.000000
btc-updown-5m-1776889800,Up,buy,30,1100.965986
btc-updown-5m-1776889800,Up,sell,1,2.880000
btc-updown-5m-1776890100,Down,buy,21,857.122248
btc-updown-5m-1776890100,Down,sell,3,17.550000
btc-updown-5m-1776890100,Up,buy,37,4160.460796
btc-updown-5m-1776890400,Down,buy,13,601.521606
btc-updown-5m-1776890400,Up,buy,34,954.018814
btc-updown-5m-1776890700,Down,buy,2,9.375000
btc-updown-5m-1776890700,Up,buy,5,200.575466
btc-updown-5m-1776891000,Down,buy,15,265.738136
btc-updown-5m-1776891000,Down,sell,2,10.040000
btc-updown-5m-1776891000,Up,buy,36,2280.772090
btc-updown-5m-1776891300,Down,buy,24,1005.956266
btc-updown-5m-1776891300,Down,sell,2,10.010000
btc-updown-5m-1776891300,Up,buy,62,4563.005739
btc-updown-5m-1776891300,Up,sell,1,1.850000
btc-updown-5m-1776891600,Down,buy,14,83.642046
btc-updown-5m-1776891600,Down,sell,1,5.000000
btc-updown-5m-1776891600,Up,buy,41,1204.272989
btc-updown-5m-1776891900,Down,buy,23,448.906445
btc-updown-5m-1776891900,Down,sell,2,18.710000
btc-updown-5m-1776891900,Up,buy,26,819.048162
btc-updown-5m-1776891900,Up,sell,2,4.820000
btc-updown-5m-1776892200,Down,buy,22,222.699369
btc-updown-5m-1776892200,Up,buy,17,505.195850
btc-updown-5m-1776892500,Down,buy,20,157.679383
btc-updown-5m-1776892500,Up,buy,17,179.633612
btc-updown-5m-1776892800,Down,buy,14,427.748822
btc-updown-5m-1776892800,Up,buy,9,242.501168
btc-updown-5m-1776892800,Up,sell,2,56.800000
btc-updown-5m-1776893100,Down,buy,14,84.566861
btc-updown-5m-1776893100,Down,sell,1,6.750000
btc-updown-5m-1776893100,Up,buy,8,45.800000
btc-updown-5m-1776893400,Down,buy,2,12.200000
btc-updown-5m-1776893400,Up,buy,3,85.077056
btc-updown-5m-1776893700,Down,buy,40,1192.252674
btc-updown-5m-1776893700,Up,buy,32,418.878547
btc-updown-5m-1776893700,Up,sell,2,13.830000
btc-updown-5m-1776894000,Down,buy,38,1394.787674
btc-updown-5m-1776894000,Up,buy,22,442.477495
btc-updown-5m-1776894300,Down,buy,37,737.523569
btc-updown-5m-1776894300,Up,buy,14,431.879602
btc-updown-5m-1776894300,Up,sell,2,3.460000
btc-updown-5m-1776894600,Down,buy,50,1998.434597
btc-updown-5m-1776894600,Down,sell,1,2.880000
btc-updown-5m-1776894600,Up,buy,25,577.892762
btc-updown-5m-1776894600,Up,sell,1,5.000000
btc-updown-5m-1776894900,Down,buy,27,886.633714
btc-updown-5m-1776894900,Down,sell,1,3.770000
btc-updown-5m-1776894900,Up,buy,17,351.320236
btc-updown-5m-1776895200,Down,buy,15,339.366144
btc-updown-5m-1776895200,Down,sell,1,92.830000
btc-updown-5m-1776895200,Up,buy,13,382.784800
btc-updown-5m-1776895200,Up,sell,2,37.370000
btc-updown-5m-1776895500,Down,buy,11,354.809010
btc-updown-5m-1776895500,Up,buy,20,475.930193
btc-updown-5m-1776895500,Up,sell,2,7.680000
btc-updown-5m-1776895800,Down,buy,28,374.389963
btc-updown-5m-1776895800,Up,buy,24,635.081004
btc-updown-5m-1776895800,Up,sell,2,6.890000
btc-updown-5m-1776896100,Down,buy,14,226.994497
btc-updown-5m-1776896100,Up,buy,12,407.664116
btc-updown-5m-1776896100,Up,sell,1,4.000000
btc-updown-5m-1776896400,Down,buy,34,1224.058493
btc-updown-5m-1776896400,Down,sell,1,5.000000
btc-updown-5m-1776896400,Up,buy,23,358.521864
btc-updown-5m-1776896700,Down,buy,10,269.975980
btc-updown-5m-1776896700,Down,sell,1,4.000000
btc-updown-5m-1776896700,Up,buy,23,856.995745
btc-updown-5m-1776897000,Down,buy,23,599.147483
btc-updown-5m-1776897000,Down,sell,1,10.000000
btc-updown-5m-1776897000,Up,buy,43,1288.198258
btc-updown-5m-1776897300,Down,buy,13,128.595132
btc-updown-5m-1776897300,Down,sell,1,5.000000
btc-updown-5m-1776897300,Up,buy,33,986.576410
btc-updown-5m-1776897600,Down,buy,16,366.104477
btc-updown-5m-1776897600,Down,sell,1,10.000000
btc-updown-5m-1776897600,Up,buy,24,666.463561
btc-updown-5m-1776897600,Up,sell,1,2.880000
btc-updown-5m-1776897900,Down,buy,11,288.699991
btc-updown-5m-1776897900,Down,sell,1,10.000000
btc-updown-5m-1776897900,Up,buy,18,393.661679
btc-updown-5m-1776898200,Down,buy,11,172.023329
btc-updown-5m-1776898200,Down,sell,1,9.000000
btc-updown-5m-1776898200,Up,buy,22,1007.214840
btc-updown-5m-1776898500,Down,buy,10,174.273664
btc-updown-5m-1776898500,Down,sell,1,40.000000
btc-updown-5m-1776898500,Up,buy,24,564.322415
btc-updown-5m-1776898800,Down,buy,22,337.909248
btc-updown-5m-1776898800,Down,sell,1,4.000000
btc-updown-5m-1776898800,Up,buy,26,669.186264
btc-updown-5m-1776899100,Down,buy,15,167.809989
btc-updown-5m-1776899100,Down,sell,2,5.490000
btc-updown-5m-1776899100,Up,buy,24,510.478814
btc-updown-5m-1776899100,Up,sell,1,35.270000
btc-updown-5m-1776899400,Down,buy,9,213.980000
btc-updown-5m-1776899400,Up,buy,23,444.623188
btc-updown-5m-1776899700,Down,buy,12,299.160000
btc-updown-5m-1776899700,Up,buy,12,192.823325
btc-updown-5m-1776900000,Down,buy,17,357.776815
btc-updown-5m-1776900000,Down,sell,1,1.610000
btc-updown-5m-1776900000,Up,buy,19,403.733106
btc-updown-5m-1776900300,Down,buy,26,641.904637
btc-updown-5m-1776900300,Up,buy,51,2484.087007
btc-updown-5m-1776900600,Down,buy,20,730.223224
btc-updown-5m-1776900600,Up,buy,23,688.059612
btc-updown-5m-1776900600,Up,sell,1,166.000000
btc-updown-5m-1776900900,Down,buy,19,1386.184311
btc-updown-5m-1776900900,Down,sell,1,5.000000
btc-updown-5m-1776900900,Up,buy,23,872.867947
btc-updown-5m-1776901200,Down,buy,11,275.926979
btc-updown-5m-1776901200,Up,buy,28,980.451295
btc-updown-5m-1776901500,Down,buy,5,155.885952
btc-updown-5m-1776901500,Up,buy,17,831.478876
btc-updown-5m-1776901800,Down,buy,14,140.521631
btc-updown-5m-1776901800,Up,buy,19,390.126919
btc-updown-5m-1776902100,Down,buy,14,705.043260
btc-updown-5m-1776902100,Down,sell,1,5.000000
btc-updown-5m-1776902100,Up,buy,21,1606.735361
btc-updown-5m-1776902400,Down,buy,12,267.528669
btc-updown-5m-1776902400,Down,sell,1,5.000000
btc-updown-5m-1776902400,Up,buy,22,1688.104923
btc-updown-5m-1776902700,Down,buy,20,527.045085
btc-updown-5m-1776902700,Up,buy,27,355.064392
btc-updown-5m-1776903000,Down,buy,31,1176.847643
btc-updown-5m-1776903000,Up,buy,28,684.521744
btc-updown-5m-1776903300,Down,buy,42,1109.095653
btc-updown-5m-1776903300,Down,sell,2,8.230000
btc-updown-5m-1776903300,Up,buy,30,1193.476406
btc-updown-5m-1776903600,Down,buy,25,662.253496
btc-updown-5m-1776903600,Down,sell,2,9.810000
btc-updown-5m-1776903600,Up,buy,33,1275.534253
btc-updown-5m-1776903600,Up,sell,2,189.640000
btc-updown-5m-1776903900,Down,buy,12,876.894785
btc-updown-5m-1776903900,Down,sell,1,13.000000
btc-updown-5m-1776903900,Up,buy,37,1214.160256
btc-updown-5m-1776904200,Down,buy,4,41.480000
btc-updown-5m-1776904200,Up,buy,7,150.499993
btc-updown-5m-1776904500,Down,buy,11,406.604484
btc-updown-5m-1776904500,Down,sell,1,5.000000
btc-updown-5m-1776904500,Up,buy,29,637.870795
btc-updown-5m-1776904500,Up,sell,1,5.000000
btc-updown-5m-1776904800,Down,buy,20,513.562180
btc-updown-5m-1776904800,Up,buy,21,554.296798
btc-updown-5m-1776905100,Down,buy,3,20.594337
btc-updown-5m-1776905100,Up,buy,4,92.124997
btc-updown-5m-1776905100,Up,sell,1,18.910000
btc-updown-5m-1776905400,Down,buy,13,406.359608
btc-updown-5m-1776905400,Up,buy,33,606.107132
btc-updown-5m-1776905700,Down,buy,19,148.500255
btc-updown-5m-1776905700,Up,buy,22,1715.562008
btc-updown-5m-1776905700,Up,sell,1,4.000000
btc-updown-5m-1776906000,Down,buy,22,270.270937
btc-updown-5m-1776906000,Down,sell,1,5.000000
btc-updown-5m-1776906000,Up,buy,17,1947.096708
btc-updown-5m-1776906300,Down,buy,19,987.554226
btc-updown-5m-1776906300,Up,buy,28,502.561690
btc-updown-5m-1776906300,Up,sell,1,4.800000
btc-updown-5m-1776906600,Down,buy,11,180.642649
btc-updown-5m-1776906600,Up,buy,13,590.184961
btc-updown-5m-1776906900,Down,buy,16,353.696215
btc-updown-5m-1776906900,Up,buy,22,400.509426
btc-updown-5m-1776906900,Up,sell,1,4.800000
btc-updown-5m-1776907200,Down,buy,21,378.551111
btc-updown-5m-1776907200,Down,sell,1,5.000000
btc-updown-5m-1776907200,Up,buy,29,1201.253311
btc-updown-5m-1776907500,Down,buy,44,4077.748932
btc-updown-5m-1776907500,Down,sell,2,10.890000
btc-updown-5m-1776907500,Up,buy,51,2017.048357
btc-updown-5m-1776907800,Down,buy,19,337.916442
btc-updown-5m-1776907800,Down,sell,1,5.000000
btc-updown-5m-1776907800,Up,buy,24,1551.331328
btc-updown-5m-1776908100,Down,buy,9,164.817411
btc-updown-5m-1776908100,Up,buy,16,572.976284
btc-updown-5m-1776908400,Down,buy,29,2312.213804
btc-updown-5m-1776908400,Up,buy,24,357.911348
btc-updown-5m-1776908400,Up,sell,1,50.000000
btc-updown-5m-1776908700,Down,buy,10,211.714804
btc-updown-5m-1776908700,Up,buy,6,56.916592
btc-updown-5m-1776909000,Down,buy,35,1577.054554
btc-updown-5m-1776909000,Down,sell,1,2.880000
btc-updown-5m-1776909000,Up,buy,33,672.906762
btc-updown-5m-1776909000,Up,sell,1,4.800000
btc-updown-5m-1776909300,Down,buy,21,1439.591763
btc-updown-5m-1776909300,Down,sell,1,2.880000
btc-updown-5m-1776909300,Up,buy,15,772.377838
btc-updown-5m-1776909300,Up,sell,2,45.000000
btc-updown-5m-1776909600,Down,buy,2,13.584903
btc-updown-5m-1776909600,Up,buy,2,12.503332
btc-updown-5m-1776909900,Down,buy,19,257.972212
btc-updown-5m-1776909900,Up,buy,18,151.184451
btc-updown-5m-1776909900,Up,sell,1,5.000000
btc-updown-5m-1776910200,Down,buy,7,39.266934
btc-updown-5m-1776910200,Up,buy,16,695.510815
btc-updown-5m-1776910500,Down,buy,29,507.883525
btc-updown-5m-1776910500,Down,sell,1,2.260000
btc-updown-5m-1776910500,Up,buy,33,1052.996608
btc-updown-5m-1776910800,Down,buy,11,332.582286
btc-updown-5m-1776910800,Up,buy,16,186.810237
btc-updown-5m-1776911100,Down,buy,5,146.938770
btc-updown-5m-1776911100,Up,buy,14,282.892297
btc-updown-5m-1776911400,Down,buy,24,342.175812
btc-updown-5m-1776911400,Up,buy,34,996.439263
btc-updown-5m-1776911400,Up,sell,1,2.880000
btc-updown-5m-1776911700,Down,buy,12,2224.123254
btc-updown-5m-1776911700,Up,buy,39,1709.536749
btc-updown-5m-1776912000,Down,buy,135,1650.258563
btc-updown-5m-1776912000,Down,sell,1,5.000000
btc-updown-5m-1776912000,Up,buy,66,3260.671718
btc-updown-5m-1776912000,Up,sell,1,2.880000
btc-updown-5m-1776912300,Down,buy,16,894.532440
btc-updown-5m-1776912300,Up,buy,8,750.497205
btc-updown-5m-1776912600,Down,buy,98,1410.900059
btc-updown-5m-1776912600,Down,sell,1,5.000000
btc-updown-5m-1776912600,Up,buy,49,5480.126170
btc-updown-5m-1776912600,Up,sell,2,48.870000
btc-updown-5m-1776912900,Down,buy,10,480.507272
btc-updown-5m-1776912900,Down,sell,1,4.170000
btc-updown-5m-1776912900,Up,buy,30,778.494269
btc-updown-5m-1776912900,Up,sell,1,2.880000
btc-updown-5m-1776913200,Down,buy,38,2218.126279
btc-updown-5m-1776913200,Up,buy,17,479.862263
btc-updown-5m-1776913500,Down,buy,9,178.410000
btc-updown-5m-1776913500,Down,sell,3,49.390000
btc-updown-5m-1776913500,Up,buy,13,185.616063
btc-updown-5m-1776913800,Down,buy,109,5549.677855
btc-updown-5m-1776913800,Down,sell,1,5.670000
btc-updown-5m-1776913800,Up,buy,69,3130.525708
btc-updown-5m-1776914100,Down,buy,21,260.198821
btc-updown-5m-1776914100,Up,buy,34,1166.035888
btc-updown-5m-1776914400,Down,buy,183,4689.144962
btc-updown-5m-1776914400,Up,buy,53,3794.578662
btc-updown-5m-1776914400,Up,sell,1,36.640000
btc-updown-5m-1776914700,Down,buy,12,139.836655
btc-updown-5m-1776914700,Up,buy,30,644.920365
btc-updown-5m-1776914700,Up,sell,1,226.000000
btc-updown-5m-1776915300,Down,buy,12,287.610320
btc-updown-5m-1776915300,Up,buy,22,1306.172165
btc-updown-5m-1776915600,Down,buy,10,540.786658
btc-updown-5m-1776915600,Up,buy,18,982.325642
btc-updown-5m-1776915900,Down,buy,14,583.524961
btc-updown-5m-1776915900,Down,sell,1,1.740000
btc-updown-5m-1776915900,Up,buy,15,965.160723
btc-updown-5m-1776915900,Up,sell,1,0.850000
btc-updown-5m-1776916200,Down,buy,12,496.247494
btc-updown-5m-1776916200,Up,buy,27,1264.146723
btc-updown-5m-1776916500,Down,buy,16,1122.123786
btc-updown-5m-1776916500,Up,buy,33,1183.102762
btc-updown-5m-1776916800,Down,buy,8,191.033264
btc-updown-5m-1776916800,Down,sell,1,5.000000
btc-updown-5m-1776916800,Up,buy,13,239.598828
btc-updown-5m-1776917100,Down,buy,15,599.079944
btc-updown-5m-1776917100,Up,buy,20,723.383864
btc-updown-5m-1776917400,Down,buy,18,475.374982
btc-updown-5m-1776917400,Up,buy,18,907.697095
btc-updown-5m-1776917400,Up,sell,1,34.290000
btc-updown-5m-1776917700,Down,buy,25,1949.354773
btc-updown-5m-1776917700,Up,buy,16,874.108680
btc-updown-5m-1776917700,Up,sell,1,11.580000
btc-updown-5m-1776918000,Down,buy,22,1074.847187
btc-updown-5m-1776918000,Down,sell,1,2.880000
btc-updown-5m-1776918000,Up,buy,13,310.344103
btc-updown-5m-1776918300,Down,buy,22,747.976705
btc-updown-5m-1776918300,Up,buy,11,1455.937245
btc-updown-5m-1776918300,Up,sell,1,38.560000
btc-updown-5m-1776918600,Down,buy,2,31.568624
btc-updown-5m-1776918900,Down,buy,25,2305.744699
btc-updown-5m-1776918900,Up,buy,34,1351.154720
btc-updown-5m-1776918900,Up,sell,2,38.710000
btc-updown-5m-1776919200,Down,buy,15,448.953134
btc-updown-5m-1776919200,Up,buy,16,413.999599
btc-updown-5m-1776919200,Up,sell,1,5.560000
btc-updown-5m-1776919500,Down,buy,11,949.221218
btc-updown-5m-1776919500,Down,sell,1,40.000000
btc-updown-5m-1776919500,Up,buy,10,277.506914
btc-updown-5m-1776919800,Down,buy,4,276.990000
btc-updown-5m-1776919800,Up,buy,5,27.990192
btc-updown-5m-1776920100,Down,buy,13,1448.786810
btc-updown-5m-1776920100,Up,buy,22,8903.303788
btc-updown-5m-1776920400,Down,buy,5,24.333326
btc-updown-5m-1776920400,Up,buy,6,164.800000
btc-updown-5m-1776920700,Down,buy,35,1570.567207
btc-updown-5m-1776920700,Up,buy,24,886.940141
btc-updown-5m-1776920700,Up,sell,1,2.750000
btc-updown-5m-1776921000,Down,buy,30,1602.049268
btc-updown-5m-1776921000,Down,sell,1,5.780000
btc-updown-5m-1776921000,Up,buy,22,2413.898815
btc-updown-5m-1776921000,Up,sell,2,6.890000
btc-updown-5m-1776921300,Down,buy,2,283.400768
btc-updown-5m-1776921300,Up,buy,1,82.408162
btc-updown-5m-1776921600,Down,buy,19,401.244822
btc-updown-5m-1776921600,Up,buy,18,488.265065
btc-updown-5m-1776921900,Down,buy,6,48.880941
btc-updown-5m-1776921900,Up,buy,22,612.619463
btc-updown-5m-1776921900,Up,sell,11,53.390000
btc-updown-5m-1776922200,Down,buy,24,1048.084823
btc-updown-5m-1776922200,Down,sell,1,10.000000
btc-updown-5m-1776922200,Up,buy,40,6135.587371
btc-updown-5m-1776922200,Up,sell,1,1.980000
btc-updown-5m-1776922500,Down,buy,20,1545.755318
btc-updown-5m-1776922500,Up,buy,31,1235.089029
btc-updown-5m-1776922800,Down,buy,13,92.900134
btc-updown-5m-1776922800,Up,buy,19,1997.941142
btc-updown-5m-1776923100,Down,buy,19,521.876138
btc-updown-5m-1776923100,Down,sell,1,2.040000
btc-updown-5m-1776923100,Up,buy,17,224.386539
btc-updown-5m-1776923400,Down,buy,55,7888.818610
btc-updown-5m-1776923400,Down,sell,3,99.560000
btc-updown-5m-1776923400,Up,buy,24,473.469530
btc-updown-5m-1776923700,Down,buy,32,559.144447
btc-updown-5m-1776923700,Up,buy,24,452.662245
btc-updown-5m-1776924000,Down,buy,3,49.235290
btc-updown-5m-1776924000,Up,buy,1,10.000000
btc-updown-5m-1776924300,Down,buy,31,3763.923848
btc-updown-5m-1776924300,Up,buy,19,1096.543970
btc-updown-5m-1776924600,Down,buy,64,5835.304579
btc-updown-5m-1776924600,Down,sell,2,51.870000
btc-updown-5m-1776924600,Up,buy,48,3671.870471
btc-updown-5m-1776924600,Up,sell,2,59.240000
btc-updown-5m-1776924900,Down,buy,16,293.444425
btc-updown-5m-1776924900,Down,sell,2,22.300000
btc-updown-5m-1776924900,Up,buy,22,844.185725
btc-updown-5m-1776925200,Down,buy,41,2120.183856
btc-updown-5m-1776925200,Down,sell,2,50.100000
btc-updown-5m-1776925200,Up,buy,37,4954.513324
btc-updown-5m-1776925200,Up,sell,1,2.020000
btc-updown-5m-1776925500,Down,buy,75,4637.711760
btc-updown-5m-1776925500,Down,sell,1,7.030000
btc-updown-5m-1776925500,Up,buy,51,7870.408688
btc-updown-5m-1776925500,Up,sell,2,5.010000
btc-updown-5m-1776925800,Down,buy,11,443.169025
btc-updown-5m-1776925800,Down,sell,1,3.000000
btc-updown-5m-1776925800,Up,buy,17,295.224226
btc-updown-5m-1776926100,Down,buy,18,944.679183
btc-updown-5m-1776926100,Up,buy,15,346.705412
btc-updown-5m-1776926100,Up,sell,1,2.000000
btc-updown-5m-1776926400,Down,buy,21,543.631716
btc-updown-5m-1776926400,Up,buy,11,291.974711
btc-updown-5m-1776926700,Down,buy,21,974.515090
btc-updown-5m-1776926700,Down,sell,1,19.280000
btc-updown-5m-1776926700,Up,buy,38,1040.785880
btc-updown-5m-1776927000,Down,buy,21,455.281324
btc-updown-5m-1776927000,Up,buy,40,1507.800783
btc-updown-5m-1776927000,Up,sell,1,0.940000
btc-updown-5m-1776927300,Down,buy,20,267.680480
btc-updown-5m-1776927300,Down,sell,1,53.170000
btc-updown-5m-1776927300,Up,buy,27,1408.419174
btc-updown-5m-1776927900,Down,buy,13,160.304146
btc-updown-5m-1776927900,Down,sell,2,13.760000
btc-updown-5m-1776927900,Up,buy,16,583.715752
btc-updown-5m-1776928200,Down,buy,64,5079.237109
btc-updown-5m-1776928200,Down,sell,1,1.940000
btc-updown-5m-1776928200,Up,buy,13,1215.567021
btc-updown-5m-1776928200,Up,sell,3,43.320000
btc-updown-5m-1776928500,Down,buy,17,293.747681
btc-updown-5m-1776928500,Up,buy,17,1444.725928
btc-updown-5m-1776928800,Down,buy,13,166.760600
btc-updown-5m-1776928800,Up,buy,18,587.821804
btc-updown-5m-1776929100,Down,buy,11,91.956933
btc-updown-5m-1776929100,Down,sell,1,40.000000
btc-updown-5m-1776929100,Up,buy,14,368.178246
btc-updown-5m-1776929400,Down,buy,8,549.872593
btc-updown-5m-1776929400,Up,buy,6,479.488184
btc-updown-5m-1776929400,Up,sell,1,9.450000
btc-updown-5m-1776929700,Down,buy,6,73.940000
btc-updown-5m-1776929700,Down,sell,1,4.290000
btc-updown-5m-1776929700,Up,buy,16,232.583085
btc-updown-5m-1776930000,Down,buy,25,858.008714
btc-updown-5m-1776930000,Up,buy,16,521.254997
btc-updown-5m-1776930300,Down,buy,9,359.630000
btc-updown-5m-1776930300,Down,sell,1,4.000000
btc-updown-5m-1776930300,Up,buy,16,188.192734
btc-updown-5m-1776930600,Down,buy,19,441.051354
btc-updown-5m-1776930600,Up,buy,18,1218.235647
btc-updown-5m-1776930600,Up,sell,1,1.820000
btc-updown-5m-1776930900,Down,buy,17,250.416904
btc-updown-5m-1776930900,Up,buy,31,1097.391214
btc-updown-5m-1776931200,Down,buy,3,49.993332
btc-updown-5m-1776931200,Up,buy,2,81.037734
btc-updown-5m-1776931500,Down,buy,25,1275.677444
btc-updown-5m-1776931500,Up,buy,21,1749.924815
btc-updown-5m-1776931800,Down,buy,18,497.334272
btc-updown-5m-1776931800,Up,buy,18,1092.866174
btc-updown-5m-1776932100,Down,buy,9,314.234530
btc-updown-5m-1776932100,Up,buy,11,547.731392
btc-updown-5m-1776932400,Down,buy,12,166.490000
btc-updown-5m-1776932400,Up,buy,16,474.057827
btc-updown-5m-1776932700,Down,buy,24,1432.834273
btc-updown-5m-1776932700,Down,sell,1,3.850000
btc-updown-5m-1776932700,Up,buy,18,2763.518545
btc-updown-5m-1776933000,Down,buy,9,115.694719
btc-updown-5m-1776933000,Up,buy,14,371.869162
btc-updown-5m-1776933300,Down,buy,35,1939.316633
btc-updown-5m-1776933300,Up,buy,33,1562.421392
btc-updown-5m-1776933600,Down,buy,35,1392.785999
btc-updown-5m-1776933600,Up,buy,36,2533.385054
btc-updown-5m-1776933600,Up,sell,2,61.250000
btc-updown-5m-1776933900,Down,buy,21,1642.737771
btc-updown-5m-1776933900,Up,buy,44,2993.728947
btc-updown-5m-1776934200,Down,buy,19,1274.263638
btc-updown-5m-1776934200,Up,buy,22,739.417491
btc-updown-5m-1776934200,Up,sell,2,214.720000
btc-updown-5m-1776934500,Down,buy,16,499.117632
btc-updown-5m-1776934500,Down,sell,1,16.980000
btc-updown-5m-1776934500,Up,buy,19,310.252446
btc-updown-5m-1776934800,Down,buy,27,755.189489
btc-updown-5m-1776934800,Down,sell,2,118.870000
btc-updown-5m-1776934800,Up,buy,24,1803.696806
btc-updown-5m-1776934800,Up,sell,1,192.000000
btc-updown-5m-1776935100,Down,buy,36,3031.922469
btc-updown-5m-1776935100,Up,buy,52,2235.866517
btc-updown-5m-1776935100,Up,sell,1,10.000000
btc-updown-5m-1776935400,Down,buy,31,1857.083604
btc-updown-5m-1776935400,Up,buy,55,3317.134851
btc-updown-5m-1776935400,Up,sell,1,50.000000
btc-updown-5m-1776935700,Down,buy,14,299.772345
btc-updown-5m-1776935700,Up,buy,23,2347.967125
