sleeve_id,offset,gates,n_train,wr_train,dpt_train,n_val,wr_val,n_lock,wr_lock,dpt_lock,sum_lock,max_dd_lock,streak_lock
off60_g_adx_strong,60,['g_adx_strong'],440,0.5045454545454545,-0.3038180213222294,395,0.5012658227848101,237,0.5021097046413502,-0.47908342704348666,-113.54277220930634,162.07966114736436,2
off60_g_adx_trending,60,['g_adx_trending'],739,0.5006765899864682,-0.5312068990141522,555,0.5009009009009009,323,0.4953560371517028,-1.0819725902444381,-349.4771466489535,400.9154335087816,2
off60_g_bb_pos_with,60,['g_bb_pos_with'],889,0.5646794150731158,-0.8783292833708314,492,0.5691056910569106,422,0.6113744075829384,0.5700763600436551,240.57222393842247,316.511248470347,4
off60_g_book_slope_steep_against,60,['g_book_slope_steep_against'],887,0.4983089064261556,-0.303560957802406,282,0.4929078014184397,111,0.5045045045045045,0.1855062834440976,20.591197462294836,120.46752332741227,2
off60_g_book_slope_with_us,60,['g_book_slope_with_us'],252,0.503968253968254,-1.855568181773197,187,0.49732620320855614,212,0.5,-1.7321847761148532,-367.2231725363489,479.19579246919733,2
off60_g_cci_with,60,['g_cci_with'],888,0.5664414414414415,-0.8401907626550067,492,0.5609756097560976,423,0.6099290780141844,0.501099191759739,211.96495811436964,282.20009488033327,4
off60_g_f7_rsi_extreme_with,60,['g_f7_rsi_extreme_with'],291,0.49140893470790376,-0.16502816726796196,112,0.5625,100,0.49,-1.1861378036640007,-118.61378036640008,315.87523816308544,5
off60_g_f7_rsi_mid,60,['g_f7_rsi_mid'],887,0.49943630214205187,-0.9249002649423429,433,0.5011547344110855,358,0.5027932960893855,-0.7445406328102687,-266.5455465460762,509.1785354375961,3
off60_g_f7_rsi_strong_with,60,['g_f7_rsi_strong_with'],609,0.4794745484400657,-1.195655516310784,271,0.5092250922509225,240,0.5083333333333333,-0.0017151416133145859,-0.4116339871955006,591.9816089624239,10
off60_g_f7_rsi_with,60,['g_f7_rsi_with'],1052,0.49714828897338403,-0.5432086998525871,491,0.5091649694501018,415,0.4578313253012048,-2.6153747474547244,-1085.3805201937107,1348.6582222212448,10
off60_g_hawkes_imb_with_loose,60,['g_hawkes_imb_with_loose'],874,0.5263157894736842,0.9448119179257508,436,0.5275229357798165,367,0.5504087193460491,1.5247889725685007,559.5975529326397,318.8095410984277,6
off60_g_hawkes_imbalance_with,60,['g_hawkes_imbalance_with'],785,0.5210191082802548,0.737431287859786,384,0.5364583333333334,325,0.56,1.7048594403658857,554.0793181189129,348.3417985551129,8
off60_g_imb5_strong_with,60,['g_imb5_strong_with'],371,0.555256064690027,1.4567330138169818,159,0.5660377358490566,157,0.535031847133758,-1.5000468161073304,-235.50735012885087,441.2075543043387,8
off60_g_imb_change_with,60,['g_imb_change_with'],189,0.4708994708994709,-1.5385913932781057,84,0.44047619047619047,84,0.4642857142857143,-2.44846909816251,-205.67140424565082,313.7928353012323,4
off60_g_in_eu_us_brinks,60,['g_in_eu_us_brinks'],225,0.5022222222222222,-0.7292402175673783,96,0.4895833333333333,101,0.49504950495049505,-1.9369933083460003,-195.63632414294602,268.69352466241867,2
off60_g_jump_dir_with,60,['g_jump_dir_with'],47,0.48936170212765956,1.7289679267397975,10,0.5,5,0.0,-25.0,-125.0,100.0,5
off60_g_lm_extreme_against,60,['g_lm_extreme_against'],230,0.47391304347826085,-2.8942788847691703,114,0.5263157894736842,102,0.5784313725490197,3.544114075535081,361.4996357045782,137.37878935385226,5
off60_g_lm_high_stat,60,['g_lm_high_stat'],459,0.5010893246187363,-0.887448525442427,229,0.5109170305676856,200,0.515,-0.7217832769440092,-144.35665538880184,246.08782820249778,2
off60_g_mfi_with,60,['g_mfi_with'],892,0.5616591928251121,-0.5065150425948087,488,0.5717213114754098,423,0.5981087470449172,0.6835164803909742,289.1274712053821,545.8925543895316,7
off60_g_mp_change_with,60,['g_mp_change_with'],191,0.5392670157068062,1.887249025038661,87,0.45977011494252873,84,0.4523809523809524,-3.633332203723985,-305.19990511281475,403.31429287200064,6
off60_g_mp_no_extreme,60,['g_mp_no_extreme'],1521,0.5003287310979618,-0.6213967739825548,716,0.5,587,0.5008517887563884,-0.3548795976022587,-208.31432379252584,381.9292899170696,2
off60_g_mp_no_extreme_150,60,['g_mp_no_extreme_150'],1995,0.5002506265664161,-0.5959740479153512,908,0.4977973568281938,771,0.4993514915693904,-0.8049873157926823,-620.6452204761581,737.0134322302675,2
off60_g_mp_our_side_calm,60,['g_mp_our_side_calm'],1456,0.5336538461538461,-0.36920942181419136,691,0.532561505065123,567,0.5502645502645502,0.18304603822103702,103.78710367132798,421.78920869503423,3
off60_g_mp_skew_with,60,['g_mp_skew_with'],1045,0.5368421052631579,0.9616842250663279,491,0.5274949083503055,416,0.5336538461538461,-0.029172221063975136,-12.135643962613656,520.0842824692115,6
off60_g_queue_top_high,60,['g_queue_top_high'],1166,0.5351629502572899,0.3359716077570329,434,0.5184331797235023,424,0.5448113207547169,0.5730882615383651,242.98942289226682,305.0482460353606,4
off60_g_regime_ranging,60,['g_regime_ranging'],1796,0.5,-0.7350273100055013,746,0.5,707,0.49929278642149927,-0.8322308246464563,-588.3871930250446,772.5866842963655,3
off60_g_rf_aged,60,['g_rf_aged'],456,0.5789473684210527,-0.4739664273733042,243,0.5761316872427984,191,0.6387434554973822,0.5730390563319531,109.45045975940303,258.6985497154675,4
