tag,fire_us,pnl,won,vwap,slug
v8_grandparent,1780338600000000,1.722306675169271,1,0.7336175275106572,eth-updown-5m-1780338300
cloud_ribbon_v6,1780338600000000,1.722306675169271,1,0.7336175275106572,eth-updown-5m-1780338300
cloud_vwap_v7,1780338900000000,-5.0,0,0.74,eth-updown-5m-1780338600
cloud_ribbon_v6,1780338900000000,-5.0,0,0.74,eth-updown-5m-1780338600
cloud_ribbon_v6,1780339200000000,3.621429824561404,1,0.57,eth-updown-5m-1780338900
cloud_vwap_v7,1780339200000000,3.621429824561404,1,0.57,eth-updown-5m-1780338900
v6c3_v7,1780339200000000,3.621429824561404,1,0.57,eth-updown-5m-1780338900
cloud_vwap_v7,1780347300000000,1.4130064935064934,1,0.77,eth-updown-5m-1780347000
cloud_ribbon_v6,1780347300000000,1.4130064935064934,1,0.77,eth-updown-5m-1780347000
v6c3_v7,1780347300000000,1.4130064935064934,1,0.77,eth-updown-5m-1780347000
v8_grandparent,1780348500000000,2.8070079365079366,1,0.63,eth-updown-5m-1780348200
cloud_vwap_v7,1780348500000000,2.8070079365079366,1,0.63,eth-updown-5m-1780348200
cloud_vwap_v7,1780348800000000,3.621429824561404,1,0.57,eth-updown-5m-1780348500
cloud_ribbon_v6,1780348800000000,3.621429824561404,1,0.57,eth-updown-5m-1780348500
v6c3_v7,1780348800000000,3.621429824561404,1,0.57,eth-updown-5m-1780348500
cloud_ribbon_v6,1780349100000000,0.8963809523809526,1,0.84,eth-updown-5m-1780348800
v8_grandparent,1780349100000000,0.8963809523809526,1,0.84,eth-updown-5m-1780348800
v8_grandparent,1780349700000000,-4.999999999999999,0,0.61,eth-updown-5m-1780349400
v8_grandparent,1780350000000000,-5.0,0,0.45,eth-updown-5m-1780349700
cloud_vwap_v7,1780350000000000,3.7745714285714276,1,0.56,eth-updown-5m-1780349700
v8_grandparent,1780350300000000,-5.0,0,0.72,eth-updown-5m-1780350000
v8_grandparent,1780350600000000,1.7548150684931507,1,0.73,eth-updown-5m-1780350300
cloud_ribbon_v6,1780350600000000,1.7548150684931507,1,0.73,eth-updown-5m-1780350300
cloud_vwap_v7,1780350600000000,1.7548150684931507,1,0.73,eth-updown-5m-1780350300
v8_grandparent,1780350900000000,-5.0,0,0.5,eth-updown-5m-1780350600
v6c3_v7,1780351500000000,0.3518440860215051,1,0.93,eth-updown-5m-1780351200
cloud_ribbon_v6,1780351500000000,0.3518440860215051,1,0.93,eth-updown-5m-1780351200
v8_grandparent,1780353000000000,0.24565789473684235,1,0.95,eth-updown-5m-1780352700
cloud_ribbon_v6,1780353000000000,0.24565789473684235,1,0.95,eth-updown-5m-1780352700
v6c3_v7,1780353000000000,0.24565789473684235,1,0.95,eth-updown-5m-1780352700
v8_grandparent,1780353300000000,-5.0,0,0.53626757765949,eth-updown-5m-1780353000
v8_grandparent,1780353600000000,-5.0,0,0.65,eth-updown-5m-1780353300
cloud_ribbon_v6,1780353600000000,-5.0,0,0.65,eth-updown-5m-1780353300
cloud_vwap_v7,1780353600000000,-5.0,0,0.65,eth-updown-5m-1780353300
cloud_vwap_v7,1780354800000000,-5.0,0,0.5533596837944664,eth-updown-5m-1780354500
cloud_ribbon_v6,1780354800000000,-5.0,0,0.5533596837944664,eth-updown-5m-1780354500
cloud_ribbon_v6,1780356000000000,0.579477528089887,1,0.8900000000000001,eth-updown-5m-1780355700
v8_grandparent,1780356000000000,0.579477528089887,1,0.8900000000000001,eth-updown-5m-1780355700
cloud_vwap_v7,1780356300000000,1.6657567567567568,1,0.74,eth-updown-5m-1780356000
cloud_ribbon_v6,1780356300000000,1.6657567567567568,1,0.74,eth-updown-5m-1780356000
cloud_ribbon_v6,1780356600000000,2.456757575757575,1,0.66,eth-updown-5m-1780356300
cloud_vwap_v7,1780356600000000,2.456757575757575,1,0.66,eth-updown-5m-1780356300
cloud_ribbon_v6,1780356900000000,2.456757575757575,1,0.66,eth-updown-5m-1780356600
v8_grandparent,1780356900000000,2.456757575757575,1,0.66,eth-updown-5m-1780356600
cloud_vwap_v7,1780356900000000,2.456757575757575,1,0.66,eth-updown-5m-1780356600
cloud_ribbon_v6,1780357500000000,-5.0,0,0.63,eth-updown-5m-1780357200
cloud_vwap_v7,1780357500000000,-5.0,0,0.63,eth-updown-5m-1780357200
v8_grandparent,1780357500000000,-5.0,0,0.63,eth-updown-5m-1780357200
cloud_ribbon_v6,1780357800000000,-5.0,0,0.59,eth-updown-5m-1780357500
cloud_vwap_v7,1780357800000000,-5.0,0,0.59,eth-updown-5m-1780357500
cloud_vwap_v7,1780358400000000,-5.0,0,0.6296977450823604,eth-updown-5m-1780358100
v6c3_v7,1780358400000000,-5.0,0,0.6296977450823604,eth-updown-5m-1780358100
cloud_ribbon_v6,1780358400000000,-5.0,0,0.6296977450823604,eth-updown-5m-1780358100
v6c3_v7,1780358700000000,1.33325641025641,1,0.78,eth-updown-5m-1780358400
cloud_vwap_v7,1780358700000000,1.33325641025641,1,0.78,eth-updown-5m-1780358400
cloud_ribbon_v6,1780358700000000,1.33325641025641,1,0.78,eth-updown-5m-1780358400
cloud_vwap_v7,1780359600000000,4.472667389856722,1,0.5186101248653608,eth-updown-5m-1780359300
cloud_ribbon_v6,1780359600000000,4.472667389856722,1,0.5186101248653608,eth-updown-5m-1780359300
cloud_vwap_v7,1780364700000000,4.324959675906824,1,0.5268389662027833,eth-updown-5m-1780364400
v8_grandparent,1780364700000000,4.324959675906824,1,0.5268389662027833,eth-updown-5m-1780364400
v6c3_v7,1780365000000000,2.6865,1,0.64,eth-updown-5m-1780364700
cloud_ribbon_v6,1780365000000000,2.6865,1,0.64,eth-updown-5m-1780364700
cloud_vwap_v7,1780365000000000,2.6865,1,0.64,eth-updown-5m-1780364700
cloud_ribbon_V10,1780365000000000,2.6865,1,0.64,eth-updown-5m-1780364700
cloud_ribbon_V10,1780366200000000,0.9760647379938915,1,0.8283433133732535,eth-updown-5m-1780365900
v8_grandparent,1780366200000000,0.9760647379938915,1,0.8283433133732535,eth-updown-5m-1780365900
cloud_ribbon_v6,1780366200000000,0.9760647379938915,1,0.8283433133732535,eth-updown-5m-1780365900
v8_grandparent,1780366500000000,-5.0,0,0.4799999999999999,eth-updown-5m-1780366200
cloud_ribbon_v6,1780366800000000,1.8464444444444446,1,0.72,eth-updown-5m-1780366500
cloud_vwap_v7,1780366800000000,1.8464444444444446,1,0.72,eth-updown-5m-1780366500
cloud_ribbon_V10,1780366800000000,1.8464444444444446,1,0.72,eth-updown-5m-1780366500
v8_grandparent,1780366800000000,1.8464444444444446,1,0.72,eth-updown-5m-1780366500
cloud_ribbon_v6,1780367100000000,0.6398181818181817,1,0.88,eth-updown-5m-1780366800
cloud_ribbon_v6,1780368600000000,1.2005401020489512,1,0.7972574344255761,eth-updown-5m-1780368300
v8_grandparent,1780370100000000,4.825,1,0.5,eth-updown-5m-1780369800
cloud_ribbon_v6,1780370400000000,-5.0,0,0.7509881422924901,eth-updown-5m-1780370100
cloud_vwap_v7,1780370400000000,-5.0,0,0.7509881422924901,eth-updown-5m-1780370100
cloud_ribbon_V10,1780370400000000,-5.0,0,0.7509881422924901,eth-updown-5m-1780370100
cloud_vwap_v7,1780370700000000,-5.0,0,0.79,eth-updown-5m-1780370400
cloud_ribbon_v6,1780370700000000,-5.0,0,0.79,eth-updown-5m-1780370400
v8_grandparent,1780370700000000,-5.0,0,0.79,eth-updown-5m-1780370400
cloud_ribbon_V10,1780370700000000,-5.0,0,0.79,eth-updown-5m-1780370400
cloud_vwap_v7,1780371000000000,2.3471865671641785,1,0.67,eth-updown-5m-1780370700
cloud_ribbon_v6,1780371000000000,2.3471865671641785,1,0.67,eth-updown-5m-1780370700
cloud_ribbon_V10,1780371000000000,2.3471865671641785,1,0.67,eth-updown-5m-1780370700
cloud_ribbon_v6,1780371300000000,-5.0,0,0.79,eth-updown-5m-1780371000
cloud_vwap_v7,1780371300000000,-5.0,0,0.79,eth-updown-5m-1780371000
v8_grandparent,1780371300000000,-5.0,0,0.79,eth-updown-5m-1780371000
v8_grandparent,1780371600000000,-5.0,0,0.39,eth-updown-5m-1780371300
cloud_ribbon_v6,1780371900000000,0.8963809523809526,1,0.84,eth-updown-5m-1780371600
v6c3_v7,1780371900000000,0.8963809523809526,1,0.84,eth-updown-5m-1780371600
cloud_ribbon_V10,1780371900000000,0.8963809523809526,1,0.84,eth-updown-5m-1780371600
cloud_vwap_v7,1780372200000000,4.269462264150942,1,0.53,eth-updown-5m-1780371900
cloud_vwap_v7,1780372800000000,1.6657567567567568,1,0.74,eth-updown-5m-1780372500
v8_grandparent,1780372800000000,1.6657567567567568,1,0.74,eth-updown-5m-1780372500
cloud_ribbon_v6,1780373400000000,-5.0,0,0.71,eth-updown-5m-1780373100
v6c3_v7,1780373400000000,-5.0,0,0.71,eth-updown-5m-1780373100
cloud_vwap_v7,1780373400000000,-5.0,0,0.71,eth-updown-5m-1780373100
cloud_ribbon_V10,1780373400000000,-5.0,0,0.71,eth-updown-5m-1780373100
v8_grandparent,1780373400000000,-5.0,0,0.71,eth-updown-5m-1780373100
v6c3_v7,1780374000000000,0.8963809523809526,1,0.84,eth-updown-5m-1780373700
cloud_ribbon_v6,1780374000000000,0.8963809523809526,1,0.84,eth-updown-5m-1780373700
cloud_ribbon_V10,1780374000000000,0.8963809523809526,1,0.84,eth-updown-5m-1780373700
v8_grandparent,1780374000000000,0.8963809523809526,1,0.84,eth-updown-5m-1780373700
cloud_vwap_v7,1780374300000000,1.6657567567567568,1,0.74,eth-updown-5m-1780374000
cloud_ribbon_v6,1780374300000000,1.6657567567567568,1,0.74,eth-updown-5m-1780374000
v8_grandparent,1780374300000000,1.6657567567567568,1,0.74,eth-updown-5m-1780374000
cloud_ribbon_V10,1780374300000000,1.6657567567567568,1,0.74,eth-updown-5m-1780374000
v8_grandparent,1780374600000000,3.7745714285714276,1,0.56,eth-updown-5m-1780374300
cloud_vwap_v7,1780374600000000,3.7745714285714276,1,0.56,eth-updown-5m-1780374300
v8_grandparent,1780375800000000,-5.0,0,0.25,eth-updown-5m-1780375500
cloud_vwap_v7,1780376100000000,2.6865,1,0.64,eth-updown-5m-1780375800
v6c3_v7,1780376100000000,2.6865,1,0.64,eth-updown-5m-1780375800
v8_grandparent,1780376100000000,2.6865,1,0.64,eth-updown-5m-1780375800
cloud_ribbon_v6,1780376100000000,2.6865,1,0.64,eth-updown-5m-1780375800
cloud_vwap_v7,1780376400000000,2.456757575757575,1,0.66,eth-updown-5m-1780376100
v8_grandparent,1780376700000000,-5.0,0,0.5020475665459128,eth-updown-5m-1780376400
cloud_ribbon_v6,1780377300000000,3.473689655172415,1,0.58,eth-updown-5m-1780377000
cloud_vwap_v7,1780377300000000,3.473689655172415,1,0.58,eth-updown-5m-1780377000
cloud_vwap_v7,1780377600000000,3.0602213114754098,1,0.61,eth-updown-5m-1780377300
v8_grandparent,1780377600000000,3.0602213114754098,1,0.61,eth-updown-5m-1780377300
cloud_vwap_v7,1780377900000000,-5.0,0,0.7338940019041573,eth-updown-5m-1780377600
v6c3_v7,1780377900000000,-5.0,0,0.7338940019041573,eth-updown-5m-1780377600
cloud_ribbon_v6,1780377900000000,-5.0,0,0.7338940019041573,eth-updown-5m-1780377600
v8_grandparent,1780378200000000,0.4630054945054944,1,0.91,eth-updown-5m-1780377900
cloud_ribbon_V10,1780378200000000,0.4630054945054944,1,0.91,eth-updown-5m-1780377900
cloud_ribbon_v6,1780378200000000,0.4630054945054944,1,0.91,eth-updown-5m-1780377900
v6c3_v7,1780378200000000,0.4630054945054944,1,0.91,eth-updown-5m-1780377900
v8_grandparent,1780378500000000,-5.0,0,0.34,eth-updown-5m-1780378200
v8_grandparent,1780378800000000,1.940753521126761,1,0.71,eth-updown-5m-1780378500
cloud_vwap_v7,1780378800000000,1.940753521126761,1,0.71,eth-updown-5m-1780378500
v8_grandparent,1780379400000000,1.1063395061728392,1,0.81,eth-updown-5m-1780379100
cloud_ribbon_V10,1780379700000000,1.2556139240506328,1,0.79,eth-updown-5m-1780379400
cloud_ribbon_v6,1780379700000000,1.2556139240506328,1,0.79,eth-updown-5m-1780379400
v8_grandparent,1780379700000000,1.2556139240506328,1,0.79,eth-updown-5m-1780379400
cloud_vwap_v7,1780379700000000,1.2556139240506328,1,0.79,eth-updown-5m-1780379400
cloud_ribbon_v6,1780380300000000,2.881564952401075,1,0.6239724263613494,eth-updown-5m-1780380000
cloud_vwap_v7,1780380300000000,2.881564952401075,1,0.6239724263613494,eth-updown-5m-1780380000
v8_grandparent,1780381500000000,-5.0,0,0.43000000000000005,eth-updown-5m-1780381200
cloud_vwap_v7,1780381800000000,1.2866105187012107,1,0.7859758038841135,eth-updown-5m-1780381500
cloud_ribbon_v6,1780381800000000,1.2866105187012107,1,0.7859758038841135,eth-updown-5m-1780381500
cloud_vwap_v7,1780382100000000,1.940753521126761,1,0.71,eth-updown-5m-1780381800
v6c3_v7,1780382400000000,0.579477528089887,1,0.8900000000000001,eth-updown-5m-1780382100
cloud_ribbon_v6,1780382400000000,0.579477528089887,1,0.8900000000000001,eth-updown-5m-1780382100
v8_grandparent,1780382400000000,0.579477528089887,1,0.8900000000000001,eth-updown-5m-1780382100
cloud_ribbon_V10,1780382400000000,0.579477528089887,1,0.8900000000000001,eth-updown-5m-1780382100
cloud_vwap_v7,1780382700000000,4.2434310294546504,1,0.531496062992126,eth-updown-5m-1780382400
v8_grandparent,1780382700000000,4.2434310294546504,1,0.531496062992126,eth-updown-5m-1780382400
cloud_ribbon_v6,1780383000000000,-5.0,0,0.9,eth-updown-5m-1780382700
v6c3_v7,1780383000000000,-5.0,0,0.9,eth-updown-5m-1780382700
cloud_ribbon_v6,1780383600000000,0.9645963855421689,1,0.83,eth-updown-5m-1780383300
v8_grandparent,1780383600000000,0.9645963855421689,1,0.83,eth-updown-5m-1780383300
v6c3_v7,1780383600000000,0.9645963855421689,1,0.83,eth-updown-5m-1780383300
cloud_ribbon_V10,1780383600000000,0.9645963855421689,1,0.83,eth-updown-5m-1780383300
v8_grandparent,1780383900000000,5.234666666666668,1,0.4799999999999999,eth-updown-5m-1780383600
cloud_ribbon_v6,1780384200000000,1.0345609756097565,1,0.82,eth-updown-5m-1780383900
v6c3_v7,1780384200000000,1.0345609756097565,1,0.82,eth-updown-5m-1780383900
cloud_vwap_v7,1780384500000000,2.0378571428571433,1,0.7,eth-updown-5m-1780384200
cloud_ribbon_v6,1780384500000000,2.0378571428571433,1,0.7,eth-updown-5m-1780384200
v6c3_v7,1780384500000000,2.0378571428571433,1,0.7,eth-updown-5m-1780384200
v6c3_v7,1780384800000000,0.2981489361702125,1,0.9400000000000001,eth-updown-5m-1780384500
cloud_ribbon_v6,1780384800000000,0.2981489361702125,1,0.9400000000000001,eth-updown-5m-1780384500
v8_grandparent,1780385100000000,3.621429824561404,1,0.57,eth-updown-5m-1780384800
cloud_ribbon_v6,1780385400000000,0.579477528089887,1,0.8900000000000001,eth-updown-5m-1780385100
v8_grandparent,1780385400000000,0.579477528089887,1,0.8900000000000001,eth-updown-5m-1780385100
cloud_ribbon_V10,1780385400000000,0.579477528089887,1,0.8900000000000001,eth-updown-5m-1780385100
v6c3_v7,1780385400000000,0.579477528089887,1,0.8900000000000001,eth-updown-5m-1780385100
cloud_vwap_v7,1780385700000000,1.8464444444444446,1,0.72,eth-updown-5m-1780385400
v6c3_v7,1780385700000000,1.8464444444444446,1,0.72,eth-updown-5m-1780385400
cloud_ribbon_v6,1780385700000000,1.8464444444444446,1,0.72,eth-updown-5m-1780385400
v8_grandparent,1780386000000000,-5.0,0,0.67,eth-updown-5m-1780385700
cloud_ribbon_v6,1780386900000000,-5.0,0,0.58,eth-updown-5m-1780386600
cloud_vwap_v7,1780386900000000,-5.0,0,0.58,eth-updown-5m-1780386600
cloud_ribbon_v6,1780387200000000,-5.0,0,0.83,eth-updown-5m-1780386900
cloud_vwap_v7,1780387500000000,3.193333333333334,1,0.6,eth-updown-5m-1780387200
cloud_ribbon_V10,1780387500000000,3.193333333333334,1,0.6,eth-updown-5m-1780387200
v8_grandparent,1780387500000000,3.193333333333334,1,0.6,eth-updown-5m-1780387200
cloud_ribbon_v6,1780387500000000,3.193333333333334,1,0.6,eth-updown-5m-1780387200
v6c3_v7,1780404600000000,2.456757575757575,1,0.66,eth-updown-5m-1780404300
cloud_ribbon_V10,1780404600000000,2.456757575757575,1,0.66,eth-updown-5m-1780404300
cloud_vwap_v7,1780404600000000,2.456757575757575,1,0.66,eth-updown-5m-1780404300
v8_grandparent,1780404600000000,2.456757575757575,1,0.66,eth-updown-5m-1780404300
cloud_ribbon_v6,1780404600000000,2.456757575757575,1,0.66,eth-updown-5m-1780404300
v10_grandparent,1780410900000000,-5.0,0,0.42056257579906886,eth-updown-5m-1780410600
v8_grandparent,1780410900000000,-5.0,0,0.42056257579906886,eth-updown-5m-1780410600
cloud_ribbon_v6,1780411200000000,-5.0,0,0.7,eth-updown-5m-1780410900
cloud_vwap_v7,1780411200000000,-5.0,0,0.7,eth-updown-5m-1780410900
cloud_ribbon_v6,1780411800000000,0.9645963855421689,1,0.83,eth-updown-5m-1780411500
v8_grandparent,1780412100000000,3.473689655172415,1,0.58,eth-updown-5m-1780411800
cloud_ribbon_v6,1780412400000000,4.611768458831764,1,0.5110966955632876,eth-updown-5m-1780412100
v8_grandparent,1780412400000000,4.611768458831764,1,0.5110966955632876,eth-updown-5m-1780412100
cloud_ribbon_V10,1780412400000000,4.611768458831764,1,0.5110966955632876,eth-updown-5m-1780412100
cloud_vwap_v7,1780412400000000,4.611768458831764,1,0.5110966955632876,eth-updown-5m-1780412100
cloud_vwap_v7,1780412700000000,2.3471865671641785,1,0.67,eth-updown-5m-1780412400
cloud_ribbon_v6,1780412700000000,2.3471865671641785,1,0.67,eth-updown-5m-1780412400
v8_grandparent,1780412700000000,2.3471865671641785,1,0.67,eth-updown-5m-1780412400
cloud_ribbon_V10,1780412700000000,2.3471865671641785,1,0.67,eth-updown-5m-1780412400
cloud_ribbon_v6,1780413000000000,2.8044785563591788,1,0.6302065895976524,eth-updown-5m-1780412700
v6c3_v7,1780413000000000,2.8044785563591788,1,0.6302065895976524,eth-updown-5m-1780412700
cloud_vwap_v7,1780413000000000,2.8044785563591788,1,0.6302065895976524,eth-updown-5m-1780412700
v8_grandparent,1780413300000000,1.6657567567567568,1,0.74,eth-updown-5m-1780413000
cloud_vwap_v7,1780413600000000,1.4949473684210524,1,0.76,eth-updown-5m-1780413300
cloud_ribbon_v6,1780413600000000,1.4949473684210524,1,0.76,eth-updown-5m-1780413300
cloud_ribbon_V10,1780413600000000,1.4949473684210524,1,0.76,eth-updown-5m-1780413300
v8_grandparent,1780413600000000,1.4949473684210524,1,0.76,eth-updown-5m-1780413300
v6c3_v7,1780413600000000,1.4949473684210524,1,0.76,eth-updown-5m-1780413300
cloud_vwap_v7,1780414800000000,2.569807692307692,1,0.65,eth-updown-5m-1780414500
cloud_ribbon_v6,1780414800000000,2.569807692307692,1,0.65,eth-updown-5m-1780414500
cloud_ribbon_v6,1780415100000000,1.8464444444444446,1,0.72,eth-updown-5m-1780414800
cloud_vwap_v7,1780415100000000,1.8464444444444446,1,0.72,eth-updown-5m-1780414800
cloud_vwap_v7,1780415400000000,-5.0,0,0.79,eth-updown-5m-1780415100
cloud_ribbon_v6,1780415400000000,-5.0,0,0.79,eth-updown-5m-1780415100
cloud_vwap_v7,1780415700000000,-5.0,0,0.56,eth-updown-5m-1780415400
cloud_ribbon_v6,1780415700000000,-5.0,0,0.56,eth-updown-5m-1780415400
v8_grandparent,1780415700000000,-5.0,0,0.56,eth-updown-5m-1780415400
cloud_ribbon_V10,1780415700000000,-5.0,0,0.56,eth-updown-5m-1780415400
cloud_ribbon_v6,1780416300000000,-5.0,0,0.73,eth-updown-5m-1780416000
cloud_vwap_v7,1780416300000000,-5.0,0,0.73,eth-updown-5m-1780416000
v8_grandparent,1780416300000000,-5.0,0,0.73,eth-updown-5m-1780416000
cloud_ribbon_V10,1780416300000000,-5.0,0,0.73,eth-updown-5m-1780416000
cloud_vwap_v7,1780416600000000,2.456757575757575,1,0.66,eth-updown-5m-1780416300
v6c3_v7,1780416600000000,2.456757575757575,1,0.66,eth-updown-5m-1780416300
cloud_ribbon_v6,1780416600000000,2.456757575757575,1,0.66,eth-updown-5m-1780416300
v6c3_v7,1780416900000000,2.569807692307692,1,0.65,eth-updown-5m-1780416600
cloud_vwap_v7,1780416900000000,2.569807692307692,1,0.65,eth-updown-5m-1780416600
cloud_ribbon_v6,1780416900000000,2.569807692307692,1,0.65,eth-updown-5m-1780416600
v8_grandparent,1780417500000000,0.7649534883720924,1,0.8600000000000001,eth-updown-5m-1780417200
cloud_ribbon_V10,1780417500000000,0.7649534883720924,1,0.8600000000000001,eth-updown-5m-1780417200
cloud_ribbon_v6,1780417500000000,0.7649534883720924,1,0.8600000000000001,eth-updown-5m-1780417200
cloud_vwap_v7,1780417800000000,-5.0,0,0.71,eth-updown-5m-1780417500
cloud_ribbon_v6,1780417800000000,-5.0,0,0.71,eth-updown-5m-1780417500
v8_grandparent,1780417800000000,-5.0,0,0.71,eth-updown-5m-1780417500
cloud_ribbon_V10,1780417800000000,-5.0,0,0.71,eth-updown-5m-1780417500
cloud_vwap_v7,1780418400000000,-5.0,0,0.66,eth-updown-5m-1780418100
cloud_ribbon_v6,1780418400000000,-5.0,0,0.66,eth-updown-5m-1780418100
cloud_ribbon_v6,1780418700000000,1.940753521126761,1,0.71,eth-updown-5m-1780418400
cloud_vwap_v7,1780418700000000,1.940753521126761,1,0.71,eth-updown-5m-1780418400
cloud_vwap_v7,1780419300000000,2.456757575757575,1,0.66,eth-updown-5m-1780419000
v8_grandparent,1780419300000000,2.456757575757575,1,0.66,eth-updown-5m-1780419000
cloud_ribbon_V10,1780419300000000,2.456757575757575,1,0.66,eth-updown-5m-1780419000
cloud_ribbon_v6,1780419300000000,2.456757575757575,1,0.66,eth-updown-5m-1780419000
cloud_vwap_v7,1780419900000000,1.7548150684931507,1,0.73,eth-updown-5m-1780419600
cloud_ribbon_v6,1780419900000000,1.7548150684931507,1,0.73,eth-updown-5m-1780419600
cloud_ribbon_v6,1780420500000000,2.1378768115942033,1,0.69,eth-updown-5m-1780420200
cloud_vwap_v7,1780420500000000,2.1378768115942033,1,0.69,eth-updown-5m-1780420200
cloud_ribbon_v6,1780420800000000,2.0378571428571433,1,0.7,eth-updown-5m-1780420500
v8_grandparent,1780420800000000,2.0378571428571433,1,0.7,eth-updown-5m-1780420500
cloud_vwap_v7,1780420800000000,2.0378571428571433,1,0.7,eth-updown-5m-1780420500
cloud_ribbon_V10,1780420800000000,2.0378571428571433,1,0.7,eth-updown-5m-1780420500
cloud_ribbon_V10,1780421400000000,4.632421568627452,1,0.51,eth-updown-5m-1780421100
cloud_vwap_v7,1780421400000000,4.632421568627452,1,0.51,eth-updown-5m-1780421100
cloud_ribbon_v6,1780421400000000,4.632421568627452,1,0.51,eth-updown-5m-1780421100
v8_grandparent,1780421400000000,4.632421568627452,1,0.51,eth-updown-5m-1780421100
v6c3_v7,1780421400000000,4.632421568627452,1,0.51,eth-updown-5m-1780421100
cloud_ribbon_V10,1780422300000000,0.7451867816091953,1,0.8630952380952381,eth-updown-5m-1780422000
cloud_ribbon_v6,1780422300000000,0.7451867816091953,1,0.8630952380952381,eth-updown-5m-1780422000
v8_grandparent,1780422300000000,0.7451867816091953,1,0.8630952380952381,eth-updown-5m-1780422000
v8_grandparent,1780422600000000,4.447384615384615,1,0.52,eth-updown-5m-1780422300
cloud_vwap_v7,1780422600000000,4.447384615384615,1,0.52,eth-updown-5m-1780422300
v6c3_v7,1780423500000000,1.1063395061728392,1,0.81,eth-updown-5m-1780423200
cloud_ribbon_v6,1780423500000000,1.1063395061728392,1,0.81,eth-updown-5m-1780423200
v8_grandparent,1780423800000000,-5.0,0,0.47000000000000003,eth-updown-5m-1780423500
cloud_vwap_v7,1780424100000000,2.569807692307692,1,0.65,eth-updown-5m-1780423800
cloud_ribbon_V10,1780424100000000,2.569807692307692,1,0.65,eth-updown-5m-1780423800
cloud_ribbon_v6,1780424100000000,2.569807692307692,1,0.65,eth-updown-5m-1780423800
v6c3_v7,1780424100000000,2.569807692307692,1,0.65,eth-updown-5m-1780423800
v8_grandparent,1780424100000000,2.569807692307692,1,0.65,eth-updown-5m-1780423800
v8_grandparent,1780424400000000,3.0602213114754098,1,0.61,eth-updown-5m-1780424100
cloud_vwap_v7,1780424400000000,3.0602213114754098,1,0.61,eth-updown-5m-1780424100
cloud_ribbon_v6,1780424700000000,3.0434652150654253,1,0.6112831029519058,eth-updown-5m-1780424400
cloud_vwap_v7,1780424700000000,3.0434652150654253,1,0.6112831029519058,eth-updown-5m-1780424400
v8_grandparent,1780424700000000,3.0434652150654253,1,0.6112831029519058,eth-updown-5m-1780424400
v6c3_v7,1780424700000000,3.0434652150654253,1,0.6112831029519058,eth-updown-5m-1780424400
cloud_ribbon_V10,1780424700000000,3.0434652150654253,1,0.6112831029519058,eth-updown-5m-1780424400
cloud_ribbon_v6,1780425300000000,-5.000000000000001,0,0.54,eth-updown-5m-1780425000
cloud_vwap_v7,1780425300000000,-5.000000000000001,0,0.54,eth-updown-5m-1780425000
v6c3_v7,1780425300000000,-5.000000000000001,0,0.54,eth-updown-5m-1780425000
cloud_ribbon_V10,1780425300000000,-5.000000000000001,0,0.54,eth-updown-5m-1780425000
v8_grandparent,1780425300000000,-5.000000000000001,0,0.54,eth-updown-5m-1780425000
v8_grandparent,1780425900000000,1.7548150684931507,1,0.73,eth-updown-5m-1780425600
cloud_vwap_v7,1780425900000000,1.7548150684931507,1,0.73,eth-updown-5m-1780425600
cloud_ribbon_v6,1780425900000000,1.7548150684931507,1,0.73,eth-updown-5m-1780425600
cloud_ribbon_V10,1780425900000000,1.7548150684931507,1,0.73,eth-updown-5m-1780425600
v8_grandparent,1780426200000000,2.3471865671641785,1,0.67,eth-updown-5m-1780425900
cloud_vwap_v7,1780426200000000,2.3471865671641785,1,0.67,eth-updown-5m-1780425900
cloud_ribbon_v6,1780426200000000,2.3471865671641785,1,0.67,eth-updown-5m-1780425900
cloud_ribbon_V10,1780426200000000,2.3471865671641785,1,0.67,eth-updown-5m-1780425900
cloud_ribbon_V10,1780426500000000,2.2409411764705878,1,0.68,eth-updown-5m-1780426200
cloud_vwap_v7,1780426500000000,2.2409411764705878,1,0.68,eth-updown-5m-1780426200
v8_grandparent,1780426500000000,2.2409411764705878,1,0.68,eth-updown-5m-1780426200
cloud_ribbon_v6,1780426500000000,2.2409411764705878,1,0.68,eth-updown-5m-1780426200
cloud_ribbon_V10,1780427400000000,-5.0,0,0.55,eth-updown-5m-1780427100
v6c3_v7,1780427400000000,-5.0,0,0.55,eth-updown-5m-1780427100
v8_grandparent,1780427400000000,-5.0,0,0.55,eth-updown-5m-1780427100
cloud_ribbon_v6,1780427400000000,-5.0,0,0.55,eth-updown-5m-1780427100
cloud_vwap_v7,1780427400000000,-5.0,0,0.55,eth-updown-5m-1780427100
cloud_vwap_v7,1780428300000000,-5.0,0,0.5710909807010633,eth-updown-5m-1780428000
cloud_vwap_v7,1780428600000000,-5.0,0,0.71,eth-updown-5m-1780428300
v6c3_v7,1780428600000000,-5.0,0,0.71,eth-updown-5m-1780428300
cloud_ribbon_v6,1780428600000000,-5.0,0,0.71,eth-updown-5m-1780428300
v6c3_v7,1780428900000000,1.2556139240506328,1,0.79,eth-updown-5m-1780428600
cloud_vwap_v7,1780428900000000,1.2556139240506328,1,0.79,eth-updown-5m-1780428600
v8_grandparent,1780428900000000,1.2556139240506328,1,0.79,eth-updown-5m-1780428600
