sid,fire_us,pnl,won,vwap,slug
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779909900000000,1.8123287671232877,1,0.73,sol-updown-5m-1779909600
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779910200000000,0.9333333333333335,1,0.84,sol-updown-5m-1779909900
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779910200000000,-5.0,0,0.37,sol-updown-5m-1779909900
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779910500000000,0.6681818181818181,1,0.88,sol-updown-5m-1779910200
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779910500000000,-5.0,0,0.2,sol-updown-5m-1779910200
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779910800000000,-5.0,0,0.5258771233529133,sol-updown-5m-1779910500
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779911400000000,-5.0,0,0.8600000000000001,sol-updown-5m-1779911100
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779911400000000,3.598289655172414,1,0.5765866072848735,sol-updown-5m-1779911100
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779912000000000,2.0014084507042256,1,0.71,sol-updown-5m-1779911700
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779912300000000,3.696491228070176,1,0.57,sol-updown-5m-1779912000
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779912600000000,0.8647058823529413,1,0.85,sol-updown-5m-1779912300
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779914700000000,-5.0,0,0.55,sol-updown-5m-1779914400
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779915000000000,3.0032258064516126,1,0.62,sol-updown-5m-1779914700
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779915300000000,-4.999999999999999,0,0.61,sol-updown-5m-1779915000
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779915300000000,2.5242424242424235,1,0.66,sol-updown-5m-1779915000
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779915300000000,-5.0,0,0.39023628807242783,sol-updown-5m-1779915000
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779915300000000,-4.999999999999999,0,0.61,sol-updown-5m-1779915000
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779915600000000,-5.000000000000001,0,0.27,sol-updown-5m-1779915300
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779915600000000,2.1000000000000005,1,0.7,sol-updown-5m-1779915300
poly_sniper_v5_sol_5m_cci_f7_mfi_partial_vwap_v6,1779916200000000,-5.0,0,0.83,sol-updown-5m-1779915900
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779916200000000,-5.0,0,0.83,sol-updown-5m-1779915900
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779917700000000,2.5996727272727265,1,0.6533618436683298,sol-updown-5m-1779917400
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779918000000000,3.8499999999999988,1,0.56,sol-updown-5m-1779917700
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779918600000000,4.009090909090908,1,0.55,sol-updown-5m-1779918300
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779918900000000,1.8123287671232877,1,0.73,sol-updown-5m-1779918600
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779918900000000,2.75625,1,0.64,sol-updown-5m-1779918600
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779918900000000,2.751387692307691,1,0.6404067075213306,sol-updown-5m-1779918600
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779919200000000,1.9055555555555557,1,0.72,sol-updown-5m-1779918900
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779919200000000,0.7321839080459763,1,0.8700000000000001,sol-updown-5m-1779918900
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779919500000000,0.9333333333333335,1,0.84,sol-updown-5m-1779919200
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779919500000000,1.30253164556962,1,0.79,sol-updown-5m-1779919200
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779919800000000,-5.0,0,0.7505283324445498,sol-updown-5m-1779919500
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779919800000000,-5.0,0,0.67,sol-updown-5m-1779919500
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779919800000000,-5.0,0,0.73,sol-updown-5m-1779919500
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779919800000000,-5.0,0,0.73,sol-updown-5m-1779919500
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779919800000000,-5.0,0,0.67,sol-updown-5m-1779919500
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779920100000000,0.009819639278557122,1,0.998,sol-updown-5m-1779919800
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779920100000000,0.10000000000000009,1,0.98,sol-updown-5m-1779919800
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779920100000000,1.0756097560975613,1,0.82,sol-updown-5m-1779919800
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779920400000000,-5.0,0,0.43000000000000005,sol-updown-5m-1779920100
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779920400000000,-5.0,0,0.4,sol-updown-5m-1779920100
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779920700000000,1.0036144578313255,1,0.83,sol-updown-5m-1779920400
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779920700000000,1.30253164556962,1,0.79,sol-updown-5m-1779920400
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779920700000000,-5.0,0,0.18,sol-updown-5m-1779920400
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779920700000000,1.30253164556962,1,0.79,sol-updown-5m-1779920400
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779921000000000,0.7321839080459763,1,0.8700000000000001,sol-updown-5m-1779920700
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779921300000000,-5.0,0,0.40087606085494154,sol-updown-5m-1779921000
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779921300000000,-5.0,0,0.23416461772626157,sol-updown-5m-1779921000
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779921300000000,-5.0,0,0.30097087378640774,sol-updown-5m-1779921000
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779921600000000,3.5482758620689663,1,0.58,sol-updown-5m-1779921300
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779921900000000,3.0032258064516126,1,0.62,sol-updown-5m-1779921600
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779921900000000,3.0032258064516126,1,0.62,sol-updown-5m-1779921600
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779921900000000,-5.0,0,0.64,sol-updown-5m-1779921600
poly_sniper_v5_sol_5m_cci_f7_mfi_partial_vwap_v6,1779921900000000,3.0032258064516126,1,0.62,sol-updown-5m-1779921600
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779922500000000,0.20416666666666744,1,0.9599999999999999,sol-updown-5m-1779922200
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779922500000000,3.0032258064516126,1,0.62,sol-updown-5m-1779922200
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779922500000000,-5.0,0,0.40594059405940597,sol-updown-5m-1779922200
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779923100000000,-5.0,0,0.42574257425742573,sol-updown-5m-1779922800
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779923100000000,2.413432835820895,1,0.67,sol-updown-5m-1779922800
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779923100000000,2.413432835820895,1,0.67,sol-updown-5m-1779922800
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779923100000000,-5.0,0,0.5742574257425742,sol-updown-5m-1779922800
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779923100000000,0.6056179775280892,1,0.8900000000000001,sol-updown-5m-1779922800
poly_sniper_v5_sol_5m_cci_f7_mfi_partial_vwap_v6,1779923100000000,2.413432835820895,1,0.67,sol-updown-5m-1779922800
