slug,dir,vwap,cross_spread,won,pnl,day
eth-updown-5m-1780569300,DOWN,0.62,0.27932806961972434,True,2.931516129032258,2026-06-04
eth-updown-5m-1780569600,DOWN,0.67,0.2887932943235341,True,2.3471865671641785,2026-06-04
eth-updown-5m-1780569900,DOWN,0.73,0.28273360595748603,True,1.7548150684931507,2026-06-04
eth-updown-5m-1780576200,DOWN,0.62,0.30633742857466073,False,-5.0,2026-06-04
eth-updown-5m-1780577100,DOWN,0.47000000000000003,0.2861160502809402,False,-5.0,2026-06-04
eth-updown-5m-1780577700,DOWN,0.58,0.27364098212272503,True,3.473689655172415,2026-06-04
eth-updown-5m-1780578300,DOWN,0.44,0.25107841286364163,True,6.167636363636364,2026-06-04
eth-updown-5m-1780578600,DOWN,0.62,0.3027417285089812,True,2.931516129032258,2026-06-04
eth-updown-5m-1780578900,DOWN,0.51,0.28372622595561825,True,4.632421568627452,2026-06-04
eth-updown-5m-1780579200,DOWN,0.76,0.29396187633995924,True,1.4949473684210524,2026-06-04
eth-updown-5m-1780579500,DOWN,0.66,0.2927867268462694,False,-5.0,2026-06-04
eth-updown-5m-1780580700,DOWN,0.6,0.2494172161490853,False,-5.0,2026-06-04
eth-updown-5m-1780581900,UP,0.57,0.27855622468790153,True,3.621429824561404,2026-06-04
eth-updown-5m-1780585500,UP,0.85,0.23019529861948373,True,0.8298529411764708,2026-06-04
eth-updown-5m-1780595100,UP,0.3592233009708738,0.2700951738386591,True,8.694647074258723,2026-06-04
eth-updown-5m-1780602000,DOWN,0.76,0.31992258112818567,True,1.4949473684210524,2026-06-04
eth-updown-5m-1780602300,DOWN,0.7,0.28975324614604675,True,2.0378571428571433,2026-06-04
eth-updown-5m-1780602900,DOWN,0.69,0.27614467819316263,False,-5.0,2026-06-04
eth-updown-5m-1780603200,DOWN,0.73,0.3382129910490599,True,1.7548150684931507,2026-06-04
eth-updown-5m-1780603500,DOWN,0.6624349923869411,0.252278702834184,True,2.429762695096623,2026-06-04
eth-updown-5m-1780604700,DOWN,0.76,0.3501874460163872,True,1.4949473684210524,2026-06-04
eth-updown-5m-1780605300,DOWN,0.83,0.26276787346807234,True,0.9645963855421689,2026-06-04
eth-updown-5m-1780610400,UP,0.56,0.2861113458041815,False,-5.0,2026-06-04
eth-updown-5m-1780611000,DOWN,0.56,0.2845682312685208,False,-5.0,2026-06-04
eth-updown-5m-1780614300,DOWN,0.58,0.27333059832489337,False,-5.0,2026-06-04
eth-updown-5m-1780614900,DOWN,0.69,0.2927303025553462,True,2.1378768115942033,2026-06-04
eth-updown-5m-1780617900,UP,0.67,0.24999252421845786,True,2.3471865671641785,2026-06-05
eth-updown-5m-1780626000,DOWN,0.72,0.3864163777671695,True,1.8464444444444446,2026-06-05
eth-updown-5m-1780628100,DOWN,0.42955326460481097,0.319794322102513,True,6.440343642611683,2026-06-05
eth-updown-5m-1780628700,DOWN,0.8,0.2973165585236068,True,1.1799999999999997,2026-06-05
eth-updown-5m-1780632000,DOWN,0.6588141345577959,0.2974078516631494,True,2.4699788864891685,2026-06-05
eth-updown-5m-1780640100,DOWN,0.44859813084112155,0.3492482402246546,True,5.952842679127724,2026-06-05
eth-updown-5m-1780640400,DOWN,0.5923595331041581,0.33836176196229695,True,3.2981455087176035,2026-06-05
eth-updown-5m-1780642500,DOWN,0.61,0.26950316467802804,True,3.0602213114754098,2026-06-05
eth-updown-5m-1780643100,DOWN,0.61,0.2854530229478871,True,3.0602213114754098,2026-06-05
eth-updown-5m-1780643700,DOWN,0.28,0.31259541923116874,False,-5.0,2026-06-05
eth-updown-5m-1780645800,DOWN,0.69,0.31690427773129326,True,2.1378768115942033,2026-06-05
eth-updown-5m-1780647000,DOWN,0.61,0.3124545004441548,True,3.0602213114754098,2026-06-05
eth-updown-5m-1780647300,DOWN,0.83,0.2660097559715372,True,0.9645963855421689,2026-06-05
eth-updown-5m-1780647900,DOWN,0.54,0.24904534698952174,,,2026-06-05
eth-updown-5m-1780649100,DOWN,0.39,0.26558747203375865,False,-5.0,2026-06-05
eth-updown-5m-1780649400,DOWN,0.78,0.3112759859633228,True,1.33325641025641,2026-06-05
eth-updown-5m-1780650900,DOWN,0.69,0.30876682929866445,True,2.1378768115942033,2026-06-05
eth-updown-5m-1780651500,DOWN,0.47000000000000003,0.37803441292101725,False,-5.0,2026-06-05
eth-updown-5m-1780652100,DOWN,0.523922499011467,0.36506820177842736,True,4.376769101069107,2026-06-05
eth-updown-5m-1780653300,DOWN,0.41,0.28372278083288005,False,-5.0,2026-06-05
eth-updown-5m-1780654200,DOWN,0.55,0.27592134644640254,False,-5.0,2026-06-05
eth-updown-5m-1780654500,DOWN,0.77,0.3117425665067814,True,1.4130064935064934,2026-06-05
eth-updown-5m-1780655700,DOWN,0.62,0.2743198977136422,True,2.931516129032258,2026-06-05
eth-updown-5m-1780657500,DOWN,0.56,0.24671599833330493,True,3.7745714285714276,2026-06-05
eth-updown-5m-1780669500,DOWN,0.6002046599496221,0.2597023391919687,True,3.1905634342610565,2026-06-05
eth-updown-5m-1780671600,DOWN,0.81,0.26903068151459936,True,1.1063395061728392,2026-06-05
eth-updown-5m-1780671900,DOWN,0.83,0.23943138246930246,True,0.9645963855421689,2026-06-05
eth-updown-5m-1780673700,DOWN,0.6,0.269550254174478,True,3.193333333333334,2026-06-05
eth-updown-5m-1780675200,DOWN,0.93,0.16710657339250312,True,0.3518440860215051,2026-06-05
eth-updown-5m-1780677900,DOWN,0.42,0.24513922371574481,,,2026-06-05
eth-updown-5m-1780678500,DOWN,0.61,0.2675276580270456,False,-4.999999999999999,2026-06-05
eth-updown-5m-1780678800,DOWN,0.43000000000000005,0.253725290916366,False,-5.0,2026-06-05
eth-updown-5m-1780679400,DOWN,0.7,0.2609313049878598,,,2026-06-05
eth-updown-5m-1780679700,DOWN,0.72,0.2801647241548841,True,1.8464444444444446,2026-06-05
eth-updown-5m-1780680000,DOWN,0.56,0.2639244346502808,False,-5.0,2026-06-05
eth-updown-5m-1780680300,DOWN,0.72,0.28552837513117024,True,1.8464444444444446,2026-06-05
eth-updown-5m-1780680900,DOWN,0.71,0.2711961570119223,False,-5.0,2026-06-05
eth-updown-5m-1780681500,DOWN,0.42,0.25704370007643174,True,6.701761904761906,2026-06-05
eth-updown-5m-1780682100,DOWN,0.8,0.2944231758093623,False,-5.0,2026-06-05
eth-updown-5m-1780683000,DOWN,0.69,0.27508390717510445,,,2026-06-05
eth-updown-5m-1780683300,DOWN,0.7,0.2712395531419862,True,2.0378571428571433,2026-06-05
eth-updown-5m-1780686900,DOWN,0.71,0.30575928906356203,True,1.940753521126761,2026-06-05
eth-updown-5m-1780687800,DOWN,0.76,0.30629391737409273,True,1.4949473684210524,2026-06-05
eth-updown-5m-1780688400,DOWN,0.6,0.22649592251061723,True,3.193333333333334,2026-06-05
eth-updown-5m-1780692900,DOWN,0.37,0.22606816709952648,False,-5.0,2026-06-05
eth-updown-5m-1780693200,DOWN,0.51,0.25525202341820175,False,-5.0,2026-06-05
eth-updown-5m-1780695300,UP,0.77,0.2980450511245055,True,1.4130064935064934,2026-06-05
eth-updown-5m-1780697700,UP,0.64,0.2688436665064272,True,2.6865,2026-06-05
eth-updown-5m-1780698000,UP,0.4,0.26809349041148767,False,-5.0,2026-06-05
eth-updown-5m-1780698900,UP,0.36,0.2834745371262849,True,8.664888888888889,2026-06-05
eth-updown-5m-1780700400,UP,0.73,0.29480184168511014,True,1.7548150684931507,2026-06-05
eth-updown-5m-1780703100,DOWN,0.74,0.2969201081184094,False,-5.0,2026-06-05
eth-updown-5m-1780704600,DOWN,0.64,0.29509196578013996,True,2.6865,2026-06-06
eth-updown-5m-1780705500,DOWN,0.4799999999999999,0.294266363467913,False,-5.0,2026-06-06
eth-updown-5m-1780706100,DOWN,0.91,0.1982242832018899,True,0.4630054945054944,2026-06-06
eth-updown-5m-1780712700,UP,0.36,0.27181328676526145,False,-5.0,2026-06-06
eth-updown-5m-1780713000,UP,0.6,0.2584169638275401,True,3.193333333333334,2026-06-06
eth-updown-5m-1780714200,UP,0.58,0.2895619285134241,False,-5.0,2026-06-06
eth-updown-5m-1780715700,DOWN,0.42,0.2889081874522942,False,-5.0,2026-06-06
eth-updown-5m-1780716000,DOWN,0.76,0.3164083149690325,True,1.4949473684210524,2026-06-06
eth-updown-5m-1780716300,DOWN,0.66,0.27510703621729443,False,-5.0,2026-06-06
eth-updown-5m-1780718700,DOWN,0.91,0.1850378718639981,True,0.4630054945054944,2026-06-06
eth-updown-5m-1780720200,DOWN,0.75,0.3268516592326466,True,1.5791666666666668,2026-06-06
eth-updown-5m-1780721400,DOWN,0.3,0.3096495252968785,False,-5.0,2026-06-06
eth-updown-5m-1780722000,DOWN,0.78,0.2997194805949605,True,1.33325641025641,2026-06-06
eth-updown-5m-1780722300,DOWN,0.51,0.25942654074197224,False,-5.0,2026-06-06
eth-updown-5m-1780723800,DOWN,0.41,0.26834690360078217,False,-5.0,2026-06-06
eth-updown-5m-1780725900,DOWN,0.6,0.2734692201163855,False,-5.0,2026-06-06
eth-updown-5m-1780727100,DOWN,0.5789000898293242,0.3032437664345329,True,3.489683996957506,2026-06-06
eth-updown-5m-1780727700,DOWN,0.26,0.28137344893750216,True,13.97176923076923,2026-06-06
eth-updown-5m-1780728000,DOWN,0.44,0.26409556020893676,True,6.167636363636364,2026-06-06
eth-updown-5m-1780728600,DOWN,0.73,0.31793069051169687,True,1.7548150684931507,2026-06-06
eth-updown-5m-1780728900,DOWN,0.71,0.29426521100309505,True,1.940753521126761,2026-06-06
eth-updown-5m-1780730100,DOWN,0.4,0.2604364613325135,True,7.29,2026-06-06
eth-updown-5m-1780730400,DOWN,0.72,0.30205756623920565,True,1.8464444444444446,2026-06-06
eth-updown-5m-1780730700,DOWN,0.7,0.2807717765787098,True,2.0378571428571433,2026-06-06
eth-updown-5m-1780731900,DOWN,0.49,0.23292435324672056,True,5.025581632653061,2026-06-06
eth-updown-5m-1780732200,DOWN,0.7157769161944527,0.3127938786234223,True,1.8859385873347252,2026-06-06
eth-updown-5m-1780732500,DOWN,0.42,0.26564808571933207,False,-5.0,2026-06-06
eth-updown-5m-1780732800,DOWN,0.8613861386138613,0.252554831104845,True,0.7560828496642775,2026-06-06
eth-updown-5m-1780734600,DOWN,0.6,0.25504916651284737,False,-5.0,2026-06-06
eth-updown-5m-1780734900,DOWN,0.72,0.3131667745090285,True,1.8464444444444446,2026-06-06
eth-updown-5m-1780737000,UP,0.51,0.2987708364712306,True,4.632421568627452,2026-06-06
eth-updown-5m-1780737900,UP,0.57,0.30517619353574443,True,3.621429824561404,2026-06-06
eth-updown-5m-1780738200,UP,0.450362247895046,0.2819432260009789,False,-5.0,2026-06-06
eth-updown-5m-1780738500,UP,0.45,0.2927499714039774,True,5.918611111111112,2026-06-06
eth-updown-5m-1780739400,UP,0.7,0.2782944487347635,False,-5.0,2026-06-06
eth-updown-5m-1780739700,UP,0.65,0.253718319635551,True,2.569807692307692,2026-06-06
eth-updown-5m-1780740900,UP,0.8,0.29609623000378804,False,-5.0,2026-06-06
eth-updown-5m-1780743000,UP,0.52,0.2931268539790107,True,4.447384615384615,2026-06-06
eth-updown-5m-1780746600,UP,0.61,0.28305486336023056,True,3.0602213114754098,2026-06-06
eth-updown-5m-1780747800,DOWN,0.83,0.2580353849505443,True,0.9645963855421689,2026-06-06
eth-updown-5m-1780748100,DOWN,0.5,0.28541520561126477,True,4.825,2026-06-06
eth-updown-5m-1780748700,DOWN,0.49,0.2966802284310257,True,5.025581632653061,2026-06-06
eth-updown-5m-1780749000,DOWN,0.83,0.2438649435565724,,,2026-06-06
eth-updown-5m-1780750800,DOWN,0.71,0.29591099568593277,False,-5.0,2026-06-06
eth-updown-5m-1780751400,UP,0.62,0.2801337858701175,False,-5.0,2026-06-06
eth-updown-5m-1780752000,UP,0.79,0.30803377411150223,True,1.2556139240506328,2026-06-06
eth-updown-5m-1780752900,UP,0.75,0.3173786942239255,True,1.5791666666666668,2026-06-06
eth-updown-5m-1780753200,UP,0.65,0.28959327297493376,True,2.569807692307692,2026-06-06
eth-updown-5m-1780753500,UP,0.84,0.24081352827919644,False,-5.0,2026-06-06
eth-updown-5m-1780754400,UP,0.62,0.25520928379464747,True,2.931516129032258,2026-06-06
eth-updown-5m-1780754700,DOWN,0.59,0.24788119064577685,True,3.3310762711864412,2026-06-06
eth-updown-5m-1780755600,DOWN,0.55,0.28188767958249505,True,3.93340909090909,2026-06-06
eth-updown-5m-1780755900,DOWN,0.8600000000000001,0.22281110339935764,True,0.7649534883720924,2026-06-06
eth-updown-5m-1780756200,DOWN,0.6642476156484842,0.23098830979307228,False,-5.0,2026-06-06
eth-updown-5m-1780757100,DOWN,0.52,0.26980559542631277,False,-5.0,2026-06-06
eth-updown-5m-1780757700,DOWN,0.79,0.3143095733534605,True,1.2556139240506328,2026-06-06
eth-updown-5m-1780758300,DOWN,0.81,0.27681550631013224,False,-5.0,2026-06-06
eth-updown-5m-1780759800,DOWN,0.57,0.25894544191803703,False,-5.0,2026-06-06
eth-updown-5m-1780761000,DOWN,0.47000000000000003,0.28541218404336766,True,5.452797872340425,2026-06-06
eth-updown-5m-1780764600,DOWN,0.54,0.2506722053519045,True,4.098259259259258,2026-06-06
eth-updown-5m-1780764900,DOWN,0.75,0.3380413315152263,True,1.5791666666666668,2026-06-06
eth-updown-5m-1780765500,UP,0.33,0.26254698501725626,False,-5.0,2026-06-06
eth-updown-5m-1780766400,UP,0.66,0.28639991323696323,False,-5.0,2026-06-06
eth-updown-5m-1780767000,UP,0.71,0.30574943337071303,True,1.940753521126761,2026-06-06
eth-updown-5m-1780767600,UP,0.37,0.25922734355203164,,,2026-06-06
eth-updown-5m-1780768800,UP,0.53,0.29186388775153316,True,4.269462264150942,2026-06-06
eth-updown-5m-1780769100,DOWN,0.61,0.282271824217063,True,3.0602213114754098,2026-06-06
eth-updown-5m-1780769700,DOWN,0.59,0.279012593687321,True,3.3310762711864412,2026-06-06
eth-updown-5m-1780797900,UP,0.73,0.31544397724575113,True,1.7548150684931507,2026-06-07
eth-updown-5m-1780798200,UP,0.41,0.3039513592500708,False,-5.0,2026-06-07
eth-updown-5m-1780799400,UP,0.4403131115459883,0.29528373546083186,True,6.15966514459665,2026-06-07
eth-updown-5m-1780800000,UP,0.42,0.28572372121602896,True,6.701761904761906,2026-06-07
eth-updown-5m-1780800600,UP,0.58,0.23061298013183062,False,-5.0,2026-06-07
eth-updown-5m-1780801500,UP,0.62,0.2608436518085193,True,2.931516129032258,2026-06-07
eth-updown-5m-1780801800,UP,0.63,0.26207938935656716,True,2.8070079365079366,2026-06-07
eth-updown-5m-1780802100,UP,0.4799999999999999,0.27850285866241187,True,5.234666666666668,2026-06-07
eth-updown-5m-1780803000,UP,0.43000000000000005,0.29593887868848046,False,-5.0,2026-06-07
eth-updown-5m-1780803300,UP,0.65,0.29208993083584656,False,-5.0,2026-06-07
eth-updown-5m-1780804500,UP,0.53,0.30426254945742026,True,4.269462264150942,2026-06-07
eth-updown-5m-1780806600,UP,0.68,0.24204256132824697,True,2.2409411764705878,2026-06-07
eth-updown-5m-1780807800,UP,0.5268808652775568,0.27984072188256304,False,-5.0,2026-06-07
eth-updown-5m-1780808100,UP,0.76,0.3329672562154966,True,1.4949473684210524,2026-06-07
eth-updown-5m-1780809000,UP,0.55,0.26686366894102576,True,3.93340909090909,2026-06-07
eth-updown-5m-1780810200,UP,0.69,0.28582763936820765,False,-5.0,2026-06-07
eth-updown-5m-1780810500,UP,0.73,0.32454389978714193,True,1.7548150684931507,2026-06-07
eth-updown-5m-1780811700,UP,0.34,0.2650051828775351,False,-5.0,2026-06-07
eth-updown-5m-1780816500,UP,0.76,0.3198768659117489,False,-5.0,2026-06-07
eth-updown-5m-1780819200,UP,0.57,0.29313647967662704,False,-5.0,2026-06-07
eth-updown-5m-1780819500,UP,0.3379161195643779,0.2659037818669739,True,9.56484207041896,2026-06-07
eth-updown-5m-1780827600,UP,0.54,0.279897421478307,True,4.098259259259258,2026-06-07
eth-updown-5m-1780828200,UP,0.73,0.31524589006893633,,,2026-06-07
eth-updown-5m-1780829700,UP,0.56,0.2966174531957556,False,-5.0,2026-06-07
eth-updown-5m-1780831200,UP,0.64,0.2620339511633657,True,2.6865,2026-06-07
eth-updown-5m-1780832100,UP,0.75,0.3281028142206378,True,1.5791666666666668,2026-06-07
eth-updown-5m-1780833900,UP,0.51,0.29434861204327745,False,-5.0,2026-06-07
eth-updown-5m-1780834500,UP,0.8600000000000001,0.21874669064624785,False,-5.0,2026-06-07
eth-updown-5m-1780834800,UP,0.75,0.3334558496175555,False,-5.0,2026-06-07
eth-updown-5m-1780836900,UP,0.38,0.284453809845864,True,7.940894736842105,2026-06-07
eth-updown-5m-1780837800,UP,0.71,0.289603374880937,True,1.940753521126761,2026-06-07
eth-updown-5m-1780838400,UP,0.59,0.2900885288862707,True,3.3310762711864412,2026-06-07
eth-updown-5m-1780840200,UP,0.83,0.26925764663904717,True,0.9645963855421689,2026-06-07
eth-updown-5m-1780843800,UP,0.71,0.3153370460238488,True,1.940753521126761,2026-06-07
eth-updown-5m-1780844700,DOWN,0.82,0.2862103747692578,False,-5.0,2026-06-07
eth-updown-5m-1780845600,DOWN,0.55,0.25145301549564925,,,2026-06-07
eth-updown-5m-1780845900,DOWN,0.45999999999999996,0.24830643154380982,,,2026-06-07
eth-updown-5m-1780846500,DOWN,0.42,0.27560695572372695,False,-5.0,2026-06-07
eth-updown-5m-1780846800,DOWN,0.55,0.290113490464019,,,2026-06-07
eth-updown-5m-1780850100,DOWN,0.56,0.28761161437701055,True,3.7745714285714276,2026-06-07
eth-updown-5m-1780861200,UP,0.63,0.2759264848165084,False,-5.0,2026-06-07
eth-updown-5m-1780862100,UP,0.55,0.2383460325361384,False,-5.0,2026-06-07
eth-updown-5m-1780863300,DOWN,0.77,0.30000253626199275,False,-5.0,2026-06-07
eth-updown-5m-1780863900,DOWN,0.69,0.27351806390725053,True,2.1378768115942033,2026-06-07
eth-updown-5m-1780864200,DOWN,0.51,0.2959354258874899,False,-5.0,2026-06-07
eth-updown-5m-1780864500,DOWN,0.55,0.25764825669052727,True,3.93340909090909,2026-06-07
eth-updown-5m-1780864800,DOWN,0.7,0.2794277573712091,False,-5.0,2026-06-07
eth-updown-5m-1780866300,UP,0.75,0.3236099156250969,True,1.5791666666666668,2026-06-07
eth-updown-5m-1780866600,UP,0.8219937805771782,0.2551315941481994,True,1.0204689075393623,2026-06-07
eth-updown-5m-1780867800,UP,0.68,0.2649179020291026,False,-5.0,2026-06-07
eth-updown-5m-1780868100,UP,0.69,0.2712093198344038,True,2.1378768115942033,2026-06-07
eth-updown-5m-1780868700,UP,0.76,0.3084872791417633,True,1.4949473684210524,2026-06-07
eth-updown-5m-1780869300,UP,0.84,0.2567099976330667,True,0.8963809523809526,2026-06-07
eth-updown-5m-1780871700,UP,0.79,0.2950569720920202,True,1.2556139240506328,2026-06-07
eth-updown-5m-1780872000,UP,0.78,0.30804890383308337,True,1.33325641025641,2026-06-07
eth-updown-5m-1780889400,UP,0.72,0.2983500632971213,True,1.8464444444444446,2026-06-08
eth-updown-5m-1780890300,UP,0.6,0.3050251203329972,False,-5.0,2026-06-08
eth-updown-5m-1780891200,UP,0.63,0.2966254062273128,False,-5.0,2026-06-08
eth-updown-5m-1780892700,UP,0.75,0.3230564776004109,True,1.5791666666666668,2026-06-08
eth-updown-5m-1780894500,UP,0.6030766797168505,0.27183220396411556,False,-5.0,2026-06-08
eth-updown-5m-1780898100,DOWN,0.56,0.2791409743660058,False,-5.0,2026-06-08
eth-updown-5m-1780898700,DOWN,0.72,0.2955273034924334,False,-5.0,2026-06-08
eth-updown-5m-1780899300,DOWN,0.74,0.3077135705805675,False,-5.0,2026-06-08
eth-updown-5m-1780899600,DOWN,0.5017808300045259,0.28176219120266155,True,4.790133094423153,2026-06-08
eth-updown-5m-1780901100,DOWN,0.58,0.31373728786257893,True,3.473689655172415,2026-06-08
eth-updown-5m-1780905000,DOWN,0.61,0.3019481366584311,True,3.0602213114754098,2026-06-08
eth-updown-5m-1780905300,DOWN,0.42,0.25720291839657383,False,-5.0,2026-06-08
eth-updown-5m-1780905600,DOWN,0.77,0.3362998131905125,True,1.4130064935064934,2026-06-08
eth-updown-5m-1780906800,DOWN,0.81,0.28341450580755567,True,1.1063395061728392,2026-06-08
eth-updown-5m-1780907700,DOWN,0.66,0.2722545572005777,True,2.456757575757575,2026-06-08
eth-updown-5m-1780908000,DOWN,0.71,0.27590415107364796,True,1.940753521126761,2026-06-08
eth-updown-5m-1780911300,DOWN,0.55,0.2713304635347763,False,-5.0,2026-06-08
eth-updown-5m-1780913400,DOWN,0.49,0.31475562005721835,True,5.025581632653061,2026-06-08
eth-updown-5m-1780914600,DOWN,0.55,0.2652946690256569,False,-5.0,2026-06-08
eth-updown-5m-1780914900,DOWN,0.65,0.27604141026376583,True,2.569807692307692,2026-06-08
eth-updown-5m-1780915500,DOWN,0.53,0.2760762170926647,True,4.269462264150942,2026-06-08
eth-updown-5m-1780918500,UP,0.72,0.2903297773398823,True,1.8464444444444446,2026-06-08
eth-updown-5m-1780920600,UP,0.5282672833107408,0.27413543428340725,False,-5.0,2026-06-08
eth-updown-5m-1780921200,UP,0.68,0.24309292068062938,True,2.2409411764705878,2026-06-08
eth-updown-5m-1780922100,UP,0.57,0.24059903133591554,True,3.621429824561404,2026-06-08
eth-updown-5m-1780936800,UP,0.67,0.28844828850149107,,,2026-06-08
eth-updown-5m-1780937100,UP,0.5,0.24144150597298386,False,-5.0,2026-06-08
eth-updown-5m-1780937700,UP,0.44,0.28013887934833337,False,-5.0,2026-06-08
eth-updown-5m-1780938900,UP,0.61,0.25778806199035875,True,3.0602213114754098,2026-06-08
eth-updown-5m-1780939200,UP,0.65,0.26189749647772587,True,2.569807692307692,2026-06-08
eth-updown-5m-1780939800,UP,0.49,0.2770174154585153,False,-5.0,2026-06-08
eth-updown-5m-1780941000,UP,0.68,0.2765345863444486,True,2.2409411764705878,2026-06-08
eth-updown-5m-1780941600,UP,0.81,0.2570264359903568,True,1.1063395061728392,2026-06-08
eth-updown-5m-1780941900,UP,0.57,0.24856753820953548,False,-5.0,2026-06-08
eth-updown-5m-1780943100,UP,0.7,0.28227239484399747,True,2.0378571428571433,2026-06-08
eth-updown-5m-1780943700,UP,0.59,0.26119854638588125,False,-5.0,2026-06-08
eth-updown-5m-1780944900,UP,0.57,0.27961530893763686,True,3.621429824561404,2026-06-08
eth-updown-5m-1780945200,UP,0.53,0.250407344934542,True,4.269462264150942,2026-06-08
eth-updown-5m-1780945500,DOWN,0.77,0.29533091784238646,True,1.4130064935064934,2026-06-08
eth-updown-5m-1780946400,DOWN,0.37,0.2566945290200989,True,8.293013513513515,2026-06-08
eth-updown-5m-1780946700,DOWN,0.54,0.24539032216040702,False,-5.000000000000001,2026-06-08
eth-updown-5m-1780947000,DOWN,0.58,0.23848867667218698,False,-5.0,2026-06-08
eth-updown-5m-1780947900,DOWN,0.54,0.2664749755652692,True,4.098259259259258,2026-06-08
eth-updown-5m-1780949100,UP,0.76,0.3222816198895785,False,-5.0,2026-06-08
eth-updown-5m-1780951200,UP,0.78,0.29915291652779197,True,1.33325641025641,2026-06-08
eth-updown-5m-1780952100,UP,0.69,0.2538316769636212,True,2.1378768115942033,2026-06-08
eth-updown-5m-1780952400,UP,0.7,0.27237421363613745,True,2.0378571428571433,2026-06-08
eth-updown-5m-1780953000,DOWN,0.8244432524782963,0.2672770652009137,True,1.0032539335481263,2026-06-08
eth-updown-5m-1780953900,DOWN,0.6,0.267588041579892,False,-5.0,2026-06-08
eth-updown-5m-1780955100,DOWN,0.8,0.2890667681912855,True,1.1799999999999997,2026-06-08
eth-updown-5m-1780956000,DOWN,0.95,0.1380852633949928,True,0.24565789473684235,2026-06-08
eth-updown-5m-1780957200,UP,0.71,0.28638046536542294,True,1.940753521126761,2026-06-08
eth-updown-5m-1780959000,UP,0.7,0.2940922667298841,True,2.0378571428571433,2026-06-08
eth-updown-5m-1780959300,UP,0.65,0.2478538426832152,True,2.569807692307692,2026-06-08
eth-updown-5m-1780959600,UP,0.53,0.2829736738239502,True,4.269462264150942,2026-06-08
eth-updown-5m-1780960800,UP,0.57,0.2433615053559316,True,3.621429824561404,2026-06-08
eth-updown-5m-1780962600,UP,0.55,0.2892331479522654,False,-5.0,2026-06-08
eth-updown-5m-1780962900,UP,0.62,0.26561151165228325,True,2.931516129032258,2026-06-08
eth-updown-5m-1780963800,UP,0.79,0.29668669252068236,True,1.2556139240506328,2026-06-09
eth-updown-5m-1780964400,UP,0.63,0.23934599124388778,False,-5.0,2026-06-09
eth-updown-5m-1780965000,UP,0.54,0.2446465792727368,False,-5.000000000000001,2026-06-09
eth-updown-5m-1780966200,UP,0.59,0.2613898438600505,True,3.3310762711864412,2026-06-09
eth-updown-5m-1780966500,UP,0.64,0.24108673733787356,False,-5.0,2026-06-09
eth-updown-5m-1780966800,UP,0.75,0.3154707954008189,True,1.5791666666666668,2026-06-09
eth-updown-5m-1780967100,DOWN,0.43000000000000005,0.24979084497969928,True,6.428406976744185,2026-06-09
