msg_id,post_ts,slot_et,type,direction,btc_price,beat_strike,mv_from,mv_to,mv_delta,entry_cents,mult,ptb,ptb_up,ptb_dn,btc_dir_arrow,conf_dots,conf_label,rec_w,rec_l,rec_wr,streak,raw
7693,2026-05-20T17:31:01+00:00,,SIGNAL,UP,,,,,,,1.75,"🟩🟩
├────────",2,0,UP,5,Medium,,,,2,"🟢 BUY UP BTC |  | ┌─────────────────────────┐ | │  May 20  1:30-1:35 PM ET | ├─────────────────────────┤ | │  BTC        $77,510 | │  Beat       $77,494 | │  BTC ▲ PTB  🟩🟩 | ├─────────────────────────┤ | │  Entry      56¢  (1.75x) | │  Confidence ●●●●●  Medium | │  Closes in  4 min | ├─────────────────────────┤ | │  Record     2W 0L  (100%)  🔥 2W streak | └─────────────────────────┘"
7694,2026-05-20T17:35:05+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  1:35-1:40 PM ET | ├─────────────────────────┤ | │  BTC       $77,480 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7695,2026-05-20T17:35:37+00:00,,LOSS,UP,,,,,,,,,0,0,,,,,,,,"❌ LOSS  BUY UP |  | ┌─────────────────────────┐ | │  May 20  1:30-1:35 PM ET | ├─────────────────────────┤ | │  📉 $77,494 → $77,480  (-14) | │  Entry     56¢ | ├─────────────────────────┤ | │  Record    2W 1L  (66%)  ❄️1L | └─────────────────────────┘"
7696,2026-05-20T17:45:17+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  1:45-1:50 PM ET | ├─────────────────────────┤ | │  BTC       $77,598 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7697,2026-05-20T18:00:18+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  2:00-2:05 PM ET | ├─────────────────────────┤ | │  BTC       $77,421 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7698,2026-05-20T18:15:18+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  2:15-2:20 PM ET | ├─────────────────────────┤ | │  BTC       $77,401 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7699,2026-05-20T18:30:19+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  2:30-2:35 PM ET | ├─────────────────────────┤ | │  BTC       $77,433 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7700,2026-05-20T18:45:20+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  2:45-2:50 PM ET | ├─────────────────────────┤ | │  BTC       $77,398 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7701,2026-05-20T19:00:21+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  3:00-3:05 PM ET | ├─────────────────────────┤ | │  BTC       $77,319 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7702,2026-05-20T19:15:22+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  3:15-3:20 PM ET | ├─────────────────────────┤ | │  BTC       $77,330 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7703,2026-05-20T19:30:22+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  3:30-3:35 PM ET | ├─────────────────────────┤ | │  BTC       $77,527 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7704,2026-05-20T19:32:38+00:00,,SIGNAL,UP,,,,,,,1.89,"➡️
├────────",0,0,,5,Medium,,,,,"🟢 BUY UP BTC |  | ┌─────────────────────────┐ | │  May 20  3:30-3:35 PM ET | ├─────────────────────────┤ | │  BTC        $77,490 | │  Beat       $77,485 | │  BTC ≈ PTB  ➡️ | ├─────────────────────────┤ | │  Entry      53¢  (1.89x) | │  Confidence ●●●●●  Medium | │  Closes in  2 min | ├─────────────────────────┤ | │  Record     0W 0L | └─────────────────────────┘"
7705,2026-05-20T19:35:12+00:00,,SIGNAL,UP,,,,,,,2.27,"🟥
├─────────",0,1,DOWN,5,Medium,,,,,"🟢 BUY UP BTC |  | ┌─────────────────────────┐ | │  May 20  3:35-3:40 PM ET | ├─────────────────────────┤ | │  BTC        $77,495 | │  Beat       $77,502 | │  BTC ▼ PTB  🟥 | ├─────────────────────────┤ | │  Entry      44¢  (2.27x) | │  Confidence ●●●●●  Medium | │  Closes in  5 min | ├─────────────────────────┤ | │  Record     0W 0L | └─────────────────────────┘"
7706,2026-05-20T19:35:37+00:00,,WIN,UP,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY UP |  | ┌─────────────────────────┐ | │  May 20  3:30-3:35 PM ET | ├─────────────────────────┤ | │  📈 $77,485 → $77,498  (+13) | │  Entry     53¢ | ├─────────────────────────┤ | │  Record    1W 0L  (100%)  🔥1W | └─────────────────────────┘"
7707,2026-05-20T19:40:37+00:00,,WIN,UP,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY UP |  | ┌─────────────────────────┐ | │  May 20  3:35-3:40 PM ET | ├─────────────────────────┤ | │  📈 $77,502 → $77,543  (+41) | │  Entry     44¢ | ├─────────────────────────┤ | │  Record    2W 0L  (100%)  🔥2W | └─────────────────────────┘"
7708,2026-05-20T19:45:30+00:00,,SIGNAL,UP,,,,,,,2.17,"➡️
├────────",0,0,,4,Medium,,,,2,"🟢 BUY UP BTC |  | ┌─────────────────────────┐ | │  May 20  3:45-3:50 PM ET | ├─────────────────────────┤ | │  BTC        $77,553 | │  Beat       $77,556 | │  BTC ≈ PTB  ➡️ | ├─────────────────────────┤ | │  Entry      46¢  (2.17x) | │  Confidence ●●●●○  Medium | │  Closes in  5 min | ├─────────────────────────┤ | │  Record     2W 0L  (100%)  🔥 2W streak | └─────────────────────────┘"
7709,2026-05-20T19:50:05+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  3:50-3:55 PM ET | ├─────────────────────────┤ | │  BTC       $77,570 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7710,2026-05-20T19:50:38+00:00,,LOSS,UP,,,,,,,,,0,0,,,,,,,,"❌ LOSS  BUY UP |  | ┌─────────────────────────┐ | │  May 20  3:45-3:50 PM ET | ├─────────────────────────┤ | │  📉 $77,556 → $77,530  (-26) | │  Entry     46¢ | ├─────────────────────────┤ | │  Record    2W 1L  (66%)  ❄️1L | └─────────────────────────┘"
7711,2026-05-20T19:51:36+00:00,,SIGNAL,UP,,,,,,,2.44,"🟥🟥
├────────",0,2,DOWN,5,Medium,,,,,"🟢 BUY UP BTC |  | ┌─────────────────────────┐ | │  May 20  3:50-3:55 PM ET | ├─────────────────────────┤ | │  BTC        $77,563 | │  Beat       $77,584 | │  BTC ▼ PTB  🟥🟥 | ├─────────────────────────┤ | │  Entry      41¢  (2.44x) | │  Confidence ●●●●●  Medium | │  Closes in  3 min | ├─────────────────────────┤ | │  Record     2W 1L  (66%)  ❄️ 1L streak | └─────────────────────────┘"
7712,2026-05-20T19:55:19+00:00,,SIGNAL,UP,,,,,,,2.08,"➡️
├────────",0,0,,5,Medium,,,,,"🟢 BUY UP BTC |  | ┌─────────────────────────┐ | │  May 20  3:55-4:00 PM ET | ├─────────────────────────┤ | │  BTC        $77,602 | │  Beat       $77,602 | │  BTC ≈ PTB  ➡️ | ├─────────────────────────┤ | │  Entry      48¢  (2.08x) | │  Confidence ●●●●●  Medium | │  Closes in  5 min | ├─────────────────────────┤ | │  Record     2W 1L  (66%)  ❄️ 1L streak | └─────────────────────────┘"
7713,2026-05-20T19:55:37+00:00,,WIN,UP,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY UP |  | ┌─────────────────────────┐ | │  May 20  3:50-3:55 PM ET | ├─────────────────────────┤ | │  📈 $77,584 → $77,627  (+44) | │  Entry     41¢ | ├─────────────────────────┤ | │  Record    3W 1L  (75%)  🔥1W | └─────────────────────────┘"
7714,2026-05-20T20:00:34+00:00,,SIGNAL,UP,,,,,,,2.08,"🟩
├─────────",1,0,UP,5,Medium,,,,1,"🟢 BUY UP BTC |  | ┌─────────────────────────┐ | │  May 20  4:00-4:05 PM ET | ├─────────────────────────┤ | │  BTC        $77,606 | │  Beat       $77,599 | │  BTC ▲ PTB  🟩 | ├─────────────────────────┤ | │  Entry      48¢  (2.08x) | │  Confidence ●●●●●  Medium | │  Closes in  5 min | ├─────────────────────────┤ | │  Record     3W 1L  (75%)  🔥 1W streak | └─────────────────────────┘"
7715,2026-05-20T20:00:37+00:00,,WIN,UP,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY UP |  | ┌─────────────────────────┐ | │  May 20  3:55-4:00 PM ET | ├─────────────────────────┤ | │  📈 $77,602 → $77,608  (+6) | │  Entry     48¢ | ├─────────────────────────┤ | │  Record    4W 1L  (80%)  🔥2W | └─────────────────────────┘"
7716,2026-05-20T20:05:11+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  4:05-4:10 PM ET | ├─────────────────────────┤ | │  BTC       $77,548 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7717,2026-05-20T20:05:37+00:00,,LOSS,UP,,,,,,,,,0,0,,,,,,,,"❌ LOSS  BUY UP |  | ┌─────────────────────────┐ | │  May 20  4:00-4:05 PM ET | ├─────────────────────────┤ | │  📉 $77,599 → $77,556  (-43) | │  Entry     48¢ | ├─────────────────────────┤ | │  Record    4W 2L  (66%)  ❄️1L | └─────────────────────────┘"
7718,2026-05-20T20:20:16+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  4:20-4:25 PM ET | ├─────────────────────────┤ | │  BTC       $77,574 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7719,2026-05-20T20:35:16+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  4:35-4:40 PM ET | ├─────────────────────────┤ | │  BTC       $77,555 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7720,2026-05-20T20:50:26+00:00,,SIGNAL,UP,,,,,,,2.00,"➡️
├────────",0,0,,4,Medium,,,,,"🟢 BUY UP BTC |  | ┌─────────────────────────┐ | │  May 20  4:50-4:55 PM ET | ├─────────────────────────┤ | │  BTC        $77,652 | │  Beat       $77,652 | │  BTC ≈ PTB  ➡️ | ├─────────────────────────┤ | │  Entry      50¢  (2.00x) | │  Confidence ●●●●○  Medium | │  Closes in  5 min | ├─────────────────────────┤ | │  Record     4W 2L  (66%)  ❄️ 1L streak | └─────────────────────────┘"
7721,2026-05-20T20:55:06+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  4:55-5:00 PM ET | ├─────────────────────────┤ | │  BTC       $77,627 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7722,2026-05-20T20:55:37+00:00,,LOSS,UP,,,,,,,,,0,0,,,,,,,,"❌ LOSS  BUY UP |  | ┌─────────────────────────┐ | │  May 20  4:50-4:55 PM ET | ├─────────────────────────┤ | │  📉 $77,652 → $77,628  (-25) | │  Entry     50¢ | ├─────────────────────────┤ | │  Record    4W 3L  (57%)  ❄️2L | └─────────────────────────┘"
7723,2026-05-20T21:10:08+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  5:10-5:15 PM ET | ├─────────────────────────┤ | │  BTC       $77,668 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7724,2026-05-20T21:25:08+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  5:25-5:30 PM ET | ├─────────────────────────┤ | │  BTC       $77,578 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7725,2026-05-20T21:40:09+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  5:40-5:45 PM ET | ├─────────────────────────┤ | │  BTC       $77,532 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7726,2026-05-20T21:55:09+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  5:55-6:00 PM ET | ├─────────────────────────┤ | │  BTC       $77,510 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7727,2026-05-20T22:10:09+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  6:10-6:15 PM ET | ├─────────────────────────┤ | │  BTC       $77,224 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7728,2026-05-20T22:25:09+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  6:25-6:30 PM ET | ├─────────────────────────┤ | │  BTC       $77,269 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7729,2026-05-20T22:40:10+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  6:40-6:45 PM ET | ├─────────────────────────┤ | │  BTC       $77,312 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7730,2026-05-20T22:55:10+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  6:55-7:00 PM ET | ├─────────────────────────┤ | │  BTC       $77,384 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7731,2026-05-20T23:10:10+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  7:10-7:15 PM ET | ├─────────────────────────┤ | │  BTC       $77,363 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7732,2026-05-20T23:25:10+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  7:25-7:30 PM ET | ├─────────────────────────┤ | │  BTC       $77,327 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7733,2026-05-20T23:40:10+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  7:40-7:45 PM ET | ├─────────────────────────┤ | │  BTC       $77,384 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7734,2026-05-20T23:55:11+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  7:55-8:00 PM ET | ├─────────────────────────┤ | │  BTC       $77,470 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7735,2026-05-21T00:10:12+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  8:10-8:15 PM ET | ├─────────────────────────┤ | │  BTC       $77,562 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7736,2026-05-21T00:25:12+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  8:25-8:30 PM ET | ├─────────────────────────┤ | │  BTC       $77,626 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7737,2026-05-21T00:40:13+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  8:40-8:45 PM ET | ├─────────────────────────┤ | │  BTC       $77,660 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7738,2026-05-21T00:55:13+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  8:55-9:00 PM ET | ├─────────────────────────┤ | │  BTC       $77,922 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7739,2026-05-21T01:10:13+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  9:10-9:15 PM ET | ├─────────────────────────┤ | │  BTC       $77,914 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7740,2026-05-21T01:25:14+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  9:25-9:30 PM ET | ├─────────────────────────┤ | │  BTC       $77,818 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7741,2026-05-21T01:40:14+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  9:40-9:45 PM ET | ├─────────────────────────┤ | │  BTC       $77,773 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7742,2026-05-21T01:55:15+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  9:55-10:00 PM ET | ├─────────────────────────┤ | │  BTC       $77,766 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7743,2026-05-21T02:10:15+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  10:10-10:15 PM ET | ├─────────────────────────┤ | │  BTC       $77,765 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7744,2026-05-21T02:25:16+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  10:25-10:30 PM ET | ├─────────────────────────┤ | │  BTC       $77,974 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7745,2026-05-21T02:40:16+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  10:40-10:45 PM ET | ├─────────────────────────┤ | │  BTC       $77,963 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7746,2026-05-21T02:55:16+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  10:55-11:00 PM ET | ├─────────────────────────┤ | │  BTC       $77,896 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7747,2026-05-21T03:10:16+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  11:10-11:15 PM ET | ├─────────────────────────┤ | │  BTC       $77,891 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7748,2026-05-21T03:25:16+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  11:25-11:30 PM ET | ├─────────────────────────┤ | │  BTC       $77,933 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7749,2026-05-21T03:40:16+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 20  11:40-11:45 PM ET | ├─────────────────────────┤ | │  BTC       $77,922 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7750,2026-05-21T03:55:16+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  11:55-12:00 AM ET | ├─────────────────────────┤ | │  BTC       $77,970 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7751,2026-05-21T04:10:16+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  12:10-12:15 AM ET | ├─────────────────────────┤ | │  BTC       $77,915 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7752,2026-05-21T04:25:16+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  12:25-12:30 AM ET | ├─────────────────────────┤ | │  BTC       $77,933 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7753,2026-05-21T04:40:17+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  12:40-12:45 AM ET | ├─────────────────────────┤ | │  BTC       $77,927 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7754,2026-05-21T04:55:18+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  12:55-1:00 AM ET | ├─────────────────────────┤ | │  BTC       $77,935 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7755,2026-05-21T05:10:19+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  1:10-1:15 AM ET | ├─────────────────────────┤ | │  BTC       $77,957 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 5 min | └─────────────────────────┘"
7756,2026-05-21T05:22:13+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  1:20-1:25 AM ET | ├─────────────────────────┤ | │  BTC       $77,809 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 3 min | └─────────────────────────┘"
7757,2026-05-21T05:37:13+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  1:35-1:40 AM ET | ├─────────────────────────┤ | │  BTC       $77,812 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 3 min | └─────────────────────────┘"
7758,2026-05-21T05:52:14+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  1:50-1:55 AM ET | ├─────────────────────────┤ | │  BTC       $77,716 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 3 min | └─────────────────────────┘"
7759,2026-05-21T06:07:14+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  2:05-2:10 AM ET | ├─────────────────────────┤ | │  BTC       $77,766 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 3 min | └─────────────────────────┘"
7760,2026-05-21T06:22:15+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  2:20-2:25 AM ET | ├─────────────────────────┤ | │  BTC       $77,765 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 3 min | └─────────────────────────┘"
7761,2026-05-21T06:37:15+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  2:35-2:40 AM ET | ├─────────────────────────┤ | │  BTC       $77,667 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 3 min | └─────────────────────────┘"
7762,2026-05-21T06:52:15+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  2:50-2:55 AM ET | ├─────────────────────────┤ | │  BTC       $77,495 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 3 min | └─────────────────────────┘"
7763,2026-05-21T07:00:11+00:00,,SIGNAL,DOWN,,,,,,,2.04,"➡️
├────────",0,0,,5,Medium,,,,,"🔴 BUY DOWN BTC |  | ┌─────────────────────────┐ | │  May 21  3:00-3:05 AM ET | ├─────────────────────────┤ | │  BTC        $77,538 | │  Beat       $77,538 | │  BTC ≈ PTB  ➡️ | ├─────────────────────────┤ | │  Entry      49¢  (2.04x) | │  Confidence ●●●●●  Medium | │  Closes in  5 min | ├─────────────────────────┤ | │  Record     0W 0L | └─────────────────────────┘"
7764,2026-05-21T07:05:37+00:00,,WIN,DOWN,,,,,,,,,0,0,,,,,,,,"✅ WIN  BUY DOWN |  | ┌─────────────────────────┐ | │  May 21  3:00-3:05 AM ET | ├─────────────────────────┤ | │  📉 $77,538 → $77,521  (-17) | │  Entry     49¢ | ├─────────────────────────┤ | │  Record    1W 0L  (100%)  🔥1W | └─────────────────────────┘"
7765,2026-05-21T07:07:16+00:00,,WATCHING,,,,,,,,,,0,0,,,,,,,,"👀 WATCHING |  | ┌─────────────────────────┐ | │  May 21  3:05-3:10 AM ET | ├─────────────────────────┤ | │  BTC       $77,589 | │  Market    Neutral  ➡️ | │  UP 50¢  /  DN 50¢ | │  Closes in 3 min | └─────────────────────────┘"
