ts_utc,event_slug,city,kind,target_date,station,run_extreme,n_obs,bracket,lo,hi,unit,price,best_bid,best_ask,dead,flag
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-karachi-on-july-28-2026,karachi,highest,2026-07-28,OPKC,33.0,36,36°C,36,36,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-karachi-on-july-28-2026,karachi,highest,2026-07-28,OPKC,33.0,36,37°C,37,37,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-karachi-on-july-28-2026,karachi,highest,2026-07-28,OPKC,33.0,36,38°C,38,38,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-karachi-on-july-28-2026,karachi,highest,2026-07-28,OPKC,33.0,36,39°C or higher,39,,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-manila-on-july-28-2026,manila,highest,2026-07-28,RPLL,32.0,24,28°C or below,,28,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-manila-on-july-28-2026,manila,highest,2026-07-28,RPLL,32.0,24,29°C,29,29,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-manila-on-july-28-2026,manila,highest,2026-07-28,RPLL,32.0,24,30°C,30,30,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-manila-on-july-28-2026,manila,highest,2026-07-28,RPLL,32.0,24,31°C,31,31,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-manila-on-july-28-2026,manila,highest,2026-07-28,RPLL,32.0,24,32°C,32,32,C,0.9995,0.999,1,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-manila-on-july-28-2026,manila,highest,2026-07-28,RPLL,32.0,24,33°C,33,33,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-manila-on-july-28-2026,manila,highest,2026-07-28,RPLL,32.0,24,34°C,34,34,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-manila-on-july-28-2026,manila,highest,2026-07-28,RPLL,32.0,24,35°C,35,35,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-manila-on-july-28-2026,manila,highest,2026-07-28,RPLL,32.0,24,36°C,36,36,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-manila-on-july-28-2026,manila,highest,2026-07-28,RPLL,32.0,24,37°C,37,37,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-manila-on-july-28-2026,manila,highest,2026-07-28,RPLL,32.0,24,38°C or higher,38,,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-london-on-july-28-2026,london,lowest,2026-07-28,EGLC,19.0,29,14°C or below,,14,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-london-on-july-28-2026,london,lowest,2026-07-28,EGLC,19.0,29,15°C,15,15,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-london-on-july-28-2026,london,lowest,2026-07-28,EGLC,19.0,29,16°C,16,16,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-london-on-july-28-2026,london,lowest,2026-07-28,EGLC,19.0,29,17°C,17,17,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-london-on-july-28-2026,london,lowest,2026-07-28,EGLC,19.0,29,18°C,18,18,C,0.0045,0.001,0.008,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-london-on-july-28-2026,london,lowest,2026-07-28,EGLC,19.0,29,19°C,19,19,C,0.994,0.99,0.998,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-london-on-july-28-2026,london,lowest,2026-07-28,EGLC,19.0,29,20°C,20,20,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-london-on-july-28-2026,london,lowest,2026-07-28,EGLC,19.0,29,21°C,21,21,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-london-on-july-28-2026,london,lowest,2026-07-28,EGLC,19.0,29,22°C,22,22,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-london-on-july-28-2026,london,lowest,2026-07-28,EGLC,19.0,29,23°C,23,23,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-london-on-july-28-2026,london,lowest,2026-07-28,EGLC,19.0,29,24°C or higher,24,,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-paris-on-july-28-2026,paris,lowest,2026-07-28,LFPB,15.0,31,11°C or below,,11,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-paris-on-july-28-2026,paris,lowest,2026-07-28,LFPB,15.0,31,12°C,12,12,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-paris-on-july-28-2026,paris,lowest,2026-07-28,LFPB,15.0,31,13°C,13,13,C,0.001,,0.002,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-paris-on-july-28-2026,paris,lowest,2026-07-28,LFPB,15.0,31,14°C,14,14,C,0.003,0.001,0.005,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-paris-on-july-28-2026,paris,lowest,2026-07-28,LFPB,15.0,31,15°C,15,15,C,0.996,0.993,0.999,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-paris-on-july-28-2026,paris,lowest,2026-07-28,LFPB,15.0,31,16°C,16,16,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-paris-on-july-28-2026,paris,lowest,2026-07-28,LFPB,15.0,31,17°C,17,17,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-paris-on-july-28-2026,paris,lowest,2026-07-28,LFPB,15.0,31,18°C,18,18,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-paris-on-july-28-2026,paris,lowest,2026-07-28,LFPB,15.0,31,19°C,19,19,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-paris-on-july-28-2026,paris,lowest,2026-07-28,LFPB,15.0,31,20°C,20,20,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-paris-on-july-28-2026,paris,lowest,2026-07-28,LFPB,15.0,31,21°C or higher,21,,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-seoul-on-july-28-2026,seoul,lowest,2026-07-28,RKSI,26.0,45,21°C or below,,21,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-seoul-on-july-28-2026,seoul,lowest,2026-07-28,RKSI,26.0,45,22°C,22,22,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-seoul-on-july-28-2026,seoul,lowest,2026-07-28,RKSI,26.0,45,23°C,23,23,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-seoul-on-july-28-2026,seoul,lowest,2026-07-28,RKSI,26.0,45,24°C,24,24,C,0.0025,0.001,0.004,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-seoul-on-july-28-2026,seoul,lowest,2026-07-28,RKSI,26.0,45,25°C,25,25,C,0.0065,0.003,0.01,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-seoul-on-july-28-2026,seoul,lowest,2026-07-28,RKSI,26.0,45,26°C,26,26,C,0.97,0.94,1,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-seoul-on-july-28-2026,seoul,lowest,2026-07-28,RKSI,26.0,45,27°C,27,27,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-seoul-on-july-28-2026,seoul,lowest,2026-07-28,RKSI,26.0,45,28°C,28,28,C,0.002,,0.004,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-seoul-on-july-28-2026,seoul,lowest,2026-07-28,RKSI,26.0,45,29°C,29,29,C,0.002,,0.004,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-seoul-on-july-28-2026,seoul,lowest,2026-07-28,RKSI,26.0,45,30°C,30,30,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-seoul-on-july-28-2026,seoul,lowest,2026-07-28,RKSI,26.0,45,31°C or higher,31,,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-tokyo-on-july-28-2026,tokyo,lowest,2026-07-28,RJTT,23.0,45,19°C or below,,19,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-tokyo-on-july-28-2026,tokyo,lowest,2026-07-28,RJTT,23.0,45,20°C,20,20,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-tokyo-on-july-28-2026,tokyo,lowest,2026-07-28,RJTT,23.0,45,21°C,21,21,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-tokyo-on-july-28-2026,tokyo,lowest,2026-07-28,RJTT,23.0,45,22°C,22,22,C,0.0035,,0.007,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-tokyo-on-july-28-2026,tokyo,lowest,2026-07-28,RJTT,23.0,45,23°C,23,23,C,0.9955,0.992,0.999,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-tokyo-on-july-28-2026,tokyo,lowest,2026-07-28,RJTT,23.0,45,24°C,24,24,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-tokyo-on-july-28-2026,tokyo,lowest,2026-07-28,RJTT,23.0,45,25°C,25,25,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-tokyo-on-july-28-2026,tokyo,lowest,2026-07-28,RJTT,23.0,45,26°C,26,26,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-tokyo-on-july-28-2026,tokyo,lowest,2026-07-28,RJTT,23.0,45,27°C,27,27,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-tokyo-on-july-28-2026,tokyo,lowest,2026-07-28,RJTT,23.0,45,28°C,28,28,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-tokyo-on-july-28-2026,tokyo,lowest,2026-07-28,RJTT,23.0,45,29°C or higher,29,,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-hong-kong-on-july-28-2026,hong-kong,lowest,2026-07-28,HKO,27.0,1,21°C or below,,21,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-hong-kong-on-july-28-2026,hong-kong,lowest,2026-07-28,HKO,27.0,1,22°C,22,22,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-hong-kong-on-july-28-2026,hong-kong,lowest,2026-07-28,HKO,27.0,1,23°C,23,23,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-hong-kong-on-july-28-2026,hong-kong,lowest,2026-07-28,HKO,27.0,1,24°C,24,24,C,0.025,0.01,0.04,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-hong-kong-on-july-28-2026,hong-kong,lowest,2026-07-28,HKO,27.0,1,25°C,25,25,C,0.98,0.97,0.99,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-hong-kong-on-july-28-2026,hong-kong,lowest,2026-07-28,HKO,27.0,1,26°C,26,26,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-hong-kong-on-july-28-2026,hong-kong,lowest,2026-07-28,HKO,27.0,1,27°C,27,27,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-hong-kong-on-july-28-2026,hong-kong,lowest,2026-07-28,HKO,27.0,1,28°C,28,28,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-hong-kong-on-july-28-2026,hong-kong,lowest,2026-07-28,HKO,27.0,1,29°C,29,29,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-hong-kong-on-july-28-2026,hong-kong,lowest,2026-07-28,HKO,27.0,1,30°C,30,30,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-hong-kong-on-july-28-2026,hong-kong,lowest,2026-07-28,HKO,27.0,1,31°C or higher,31,,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-shanghai-on-july-28-2026,shanghai,lowest,2026-07-28,ZSPD,27.0,43,23°C or below,,23,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-shanghai-on-july-28-2026,shanghai,lowest,2026-07-28,ZSPD,27.0,43,24°C,24,24,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-shanghai-on-july-28-2026,shanghai,lowest,2026-07-28,ZSPD,27.0,43,25°C,25,25,C,0.003,0.001,0.005,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-shanghai-on-july-28-2026,shanghai,lowest,2026-07-28,ZSPD,27.0,43,26°C,26,26,C,0.0035,0.002,0.005,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-shanghai-on-july-28-2026,shanghai,lowest,2026-07-28,ZSPD,27.0,43,27°C,27,27,C,0.9845,0.975,0.994,,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-shanghai-on-july-28-2026,shanghai,lowest,2026-07-28,ZSPD,27.0,43,28°C,28,28,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-shanghai-on-july-28-2026,shanghai,lowest,2026-07-28,ZSPD,27.0,43,29°C,29,29,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-shanghai-on-july-28-2026,shanghai,lowest,2026-07-28,ZSPD,27.0,43,30°C,30,30,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-shanghai-on-july-28-2026,shanghai,lowest,2026-07-28,ZSPD,27.0,43,31°C,31,31,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-shanghai-on-july-28-2026,shanghai,lowest,2026-07-28,ZSPD,27.0,43,32°C,32,32,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,lowest-temperature-in-shanghai-on-july-28-2026,shanghai,lowest,2026-07-28,ZSPD,27.0,43,33°C or higher,33,,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-sao-paulo-on-july-28-2026,sao-paulo,highest,2026-07-28,SBGR,21.0,11,22°C or below,,22,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-sao-paulo-on-july-28-2026,sao-paulo,highest,2026-07-28,SBGR,21.0,11,23°C,23,23,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-sao-paulo-on-july-28-2026,sao-paulo,highest,2026-07-28,SBGR,21.0,11,24°C,24,24,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-sao-paulo-on-july-28-2026,sao-paulo,highest,2026-07-28,SBGR,21.0,11,25°C,25,25,C,0.0045,0.001,0.008,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-sao-paulo-on-july-28-2026,sao-paulo,highest,2026-07-28,SBGR,21.0,11,26°C,26,26,C,0.0145,0.004,0.025,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-sao-paulo-on-july-28-2026,sao-paulo,highest,2026-07-28,SBGR,21.0,11,27°C,27,27,C,0.05,0.03,0.07,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-sao-paulo-on-july-28-2026,sao-paulo,highest,2026-07-28,SBGR,21.0,11,28°C,28,28,C,0.315,0.21,0.42,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-sao-paulo-on-july-28-2026,sao-paulo,highest,2026-07-28,SBGR,21.0,11,29°C,29,29,C,0.525,0.45,0.6,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-sao-paulo-on-july-28-2026,sao-paulo,highest,2026-07-28,SBGR,21.0,11,30°C,30,30,C,0.125,0.1,0.15,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-sao-paulo-on-july-28-2026,sao-paulo,highest,2026-07-28,SBGR,21.0,11,31°C,31,31,C,0.0035,0.003,0.004,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-sao-paulo-on-july-28-2026,sao-paulo,highest,2026-07-28,SBGR,21.0,11,32°C or higher,32,,C,0.0035,0.001,0.006,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-buenos-aires-on-july-28-2026,buenos-aires,highest,2026-07-28,SAEZ,15.0,20,12°C or below,,12,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-buenos-aires-on-july-28-2026,buenos-aires,highest,2026-07-28,SAEZ,15.0,20,13°C,13,13,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-buenos-aires-on-july-28-2026,buenos-aires,highest,2026-07-28,SAEZ,15.0,20,14°C,14,14,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-buenos-aires-on-july-28-2026,buenos-aires,highest,2026-07-28,SAEZ,15.0,20,15°C,15,15,C,0.009,0.003,0.015,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-buenos-aires-on-july-28-2026,buenos-aires,highest,2026-07-28,SAEZ,15.0,20,16°C,16,16,C,0.075,0.06,0.09,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-buenos-aires-on-july-28-2026,buenos-aires,highest,2026-07-28,SAEZ,15.0,20,17°C,17,17,C,0.325,0.32,0.33,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-buenos-aires-on-july-28-2026,buenos-aires,highest,2026-07-28,SAEZ,15.0,20,18°C,18,18,C,0.395,0.38,0.41,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-buenos-aires-on-july-28-2026,buenos-aires,highest,2026-07-28,SAEZ,15.0,20,19°C,19,19,C,0.155,0.14,0.17,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-buenos-aires-on-july-28-2026,buenos-aires,highest,2026-07-28,SAEZ,15.0,20,20°C,20,20,C,0.035,0.03,0.04,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-buenos-aires-on-july-28-2026,buenos-aires,highest,2026-07-28,SAEZ,15.0,20,21°C,21,21,C,0.0035,0.002,0.005,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-buenos-aires-on-july-28-2026,buenos-aires,highest,2026-07-28,SAEZ,15.0,20,22°C or higher,22,,C,0.0015,0.001,0.002,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-toronto-on-july-28-2026,toronto,highest,2026-07-28,CYYZ,23.0,24,20°C or below,,20,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-toronto-on-july-28-2026,toronto,highest,2026-07-28,CYYZ,23.0,24,21°C,21,21,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-toronto-on-july-28-2026,toronto,highest,2026-07-28,CYYZ,23.0,24,22°C,22,22,C,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-toronto-on-july-28-2026,toronto,highest,2026-07-28,CYYZ,23.0,24,23°C,23,23,C,0.004,0.001,0.007,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-toronto-on-july-28-2026,toronto,highest,2026-07-28,CYYZ,23.0,24,24°C,24,24,C,0.006,0.003,0.009,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-toronto-on-july-28-2026,toronto,highest,2026-07-28,CYYZ,23.0,24,25°C,25,25,C,0.05,0.04,0.06,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-toronto-on-july-28-2026,toronto,highest,2026-07-28,CYYZ,23.0,24,26°C,26,26,C,0.395,0.39,0.4,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-toronto-on-july-28-2026,toronto,highest,2026-07-28,CYYZ,23.0,24,27°C,27,27,C,0.36,0.3,0.42,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-toronto-on-july-28-2026,toronto,highest,2026-07-28,CYYZ,23.0,24,28°C,28,28,C,0.198,0.137,0.259,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-toronto-on-july-28-2026,toronto,highest,2026-07-28,CYYZ,23.0,24,29°C,29,29,C,0.0135,0.007,0.02,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-toronto-on-july-28-2026,toronto,highest,2026-07-28,CYYZ,23.0,24,30°C or higher,30,,C,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-seattle-on-july-28-2026,seattle,highest,2026-07-28,KSEA,63,7,65°F or below,,65,F,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-seattle-on-july-28-2026,seattle,highest,2026-07-28,KSEA,63,7,66-67°F,66,67,F,0.0065,0.002,0.011,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-seattle-on-july-28-2026,seattle,highest,2026-07-28,KSEA,63,7,68-69°F,68,69,F,0.013,0.01,0.016,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-seattle-on-july-28-2026,seattle,highest,2026-07-28,KSEA,63,7,70-71°F,70,71,F,0.08,0.07,0.09,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-seattle-on-july-28-2026,seattle,highest,2026-07-28,KSEA,63,7,72-73°F,72,73,F,0.295,0.29,0.3,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-seattle-on-july-28-2026,seattle,highest,2026-07-28,KSEA,63,7,74-75°F,74,75,F,0.535,0.53,0.54,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-seattle-on-july-28-2026,seattle,highest,2026-07-28,KSEA,63,7,76-77°F,76,77,F,0.105,0.09,0.12,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-seattle-on-july-28-2026,seattle,highest,2026-07-28,KSEA,63,7,78-79°F,78,79,F,0.006,0.002,0.01,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-seattle-on-july-28-2026,seattle,highest,2026-07-28,KSEA,63,7,80-81°F,80,81,F,0.001,,0.002,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-seattle-on-july-28-2026,seattle,highest,2026-07-28,KSEA,63,7,82-83°F,82,83,F,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-seattle-on-july-28-2026,seattle,highest,2026-07-28,KSEA,63,7,84°F or higher,84,,F,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-nyc-on-july-28-2026,nyc,highest,2026-07-28,KLGA,75,12,69°F or below,,69,F,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-nyc-on-july-28-2026,nyc,highest,2026-07-28,KLGA,75,12,70-71°F,70,71,F,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-nyc-on-july-28-2026,nyc,highest,2026-07-28,KLGA,75,12,72-73°F,72,73,F,0.0005,,0.001,DEAD,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-nyc-on-july-28-2026,nyc,highest,2026-07-28,KLGA,75,12,74-75°F,74,75,F,0.01,,0.02,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-nyc-on-july-28-2026,nyc,highest,2026-07-28,KLGA,75,12,76-77°F,76,77,F,0.04,0.03,0.05,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-nyc-on-july-28-2026,nyc,highest,2026-07-28,KLGA,75,12,78-79°F,78,79,F,0.245,0.24,0.25,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-nyc-on-july-28-2026,nyc,highest,2026-07-28,KLGA,75,12,80-81°F,80,81,F,0.375,0.36,0.39,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-nyc-on-july-28-2026,nyc,highest,2026-07-28,KLGA,75,12,82-83°F,82,83,F,0.265,0.26,0.27,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-nyc-on-july-28-2026,nyc,highest,2026-07-28,KLGA,75,12,84-85°F,84,85,F,0.0805,0.071,0.09,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-nyc-on-july-28-2026,nyc,highest,2026-07-28,KLGA,75,12,86-87°F,86,87,F,0.013,0.011,0.015,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-nyc-on-july-28-2026,nyc,highest,2026-07-28,KLGA,75,12,88°F or higher,88,,F,0.0025,0.002,0.003,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-dallas-on-july-28-2026,dallas,highest,2026-07-28,KDAL,88,8,95°F or below,,95,F,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-dallas-on-july-28-2026,dallas,highest,2026-07-28,KDAL,88,8,96-97°F,96,97,F,0.0015,0.001,0.002,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-dallas-on-july-28-2026,dallas,highest,2026-07-28,KDAL,88,8,98-99°F,98,99,F,0.305,0.3,0.31,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-dallas-on-july-28-2026,dallas,highest,2026-07-28,KDAL,88,8,100-101°F,100,101,F,0.665,0.66,0.67,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-dallas-on-july-28-2026,dallas,highest,2026-07-28,KDAL,88,8,102-103°F,102,103,F,0.045,0.04,0.05,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-dallas-on-july-28-2026,dallas,highest,2026-07-28,KDAL,88,8,104-105°F,104,105,F,0.0145,0.01,0.019,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-dallas-on-july-28-2026,dallas,highest,2026-07-28,KDAL,88,8,106-107°F,106,107,F,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-dallas-on-july-28-2026,dallas,highest,2026-07-28,KDAL,88,8,108-109°F,108,109,F,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-dallas-on-july-28-2026,dallas,highest,2026-07-28,KDAL,88,8,110-111°F,110,111,F,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-dallas-on-july-28-2026,dallas,highest,2026-07-28,KDAL,88,8,112-113°F,112,113,F,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-dallas-on-july-28-2026,dallas,highest,2026-07-28,KDAL,88,8,114°F or higher,114,,F,0.0005,,0.001,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-atlanta-on-july-28-2026,atlanta,highest,2026-07-28,KATL,80,9,87°F or below,,87,F,0.001,,0.002,,
2026-07-28T13:28:34.260855+00:00,highest-temperature-in-atlanta-on-july-28-2026,atlanta,highest,2026-07-28,KATL,80,9,88-89°F,88,89,F,0.0015,0.001,0.002,,
