sleeve_id,anchor,gate_stack,n_full,n_train,n_val,n_lockbox,wr_train,wr_val,wr_lockbox,dpt_25_train,dpt_25_val,dpt_25_lockbox,sum_25_full,sum_25_lockbox,max_dd_25_full,max_dd_25_lockbox,loss_streak_full,loss_streak_lockbox,sharpe_full,sharpe_lockbox,n_28d_proj,bootstrap_p_lockbox,objective,lottery_top5_share,lottery_n_deep,lottery_deep_share,pass,fail_reason
H_g_hurst_regime_with+g_trend_slope_strong_with+g_tr_above_ema200,hurst+strong+strong,g_hurst_regime_with+g_trend_slope_strong_with+g_tr_above_ema200,1452,811,383,258,0.9482120838471024,0.8668407310704961,0.8953488372093024,4.923386216133959,0.2219316054815238,9.35466769335315,6491.370291069178,2413.5042648851127,464.6427863203157,365.72888970586246,14,9,13.078121824259306,68.58749452072766,1639.354838709677,0.0,150.25821233626735,0.3161761282349334,1.0,0.1242780678091674,True,PASS
F_g_parent_15m_slope_with+g_imb5_strong_with+g_ribbon_agrees,parent_15m+r2,g_parent_15m_slope_with+g_imb5_strong_with+g_ribbon_agrees,1254,746,207,301,0.7265415549597856,0.714975845410628,0.7043189368770764,4.278789777707113,3.3874419480255207,8.635572865897384,6492.485090045901,2599.3074326351125,1562.279112889756,288.8431263735665,21,9,11.249376531073244,85.29307528586135,1415.8064516129032,0.0,149.8215896838275,0.3709100168778856,1.0,0.12038931102022,True,PASS
F_g_parent_15m_not_ranging+g_ribbon_agrees+g_hurst_trending,parent_15m+r2,g_parent_15m_not_ranging+g_ribbon_agrees+g_hurst_trending,1379,761,315,303,0.8751642575558476,0.8507936507936508,0.8910891089108911,3.0485441151703605,0.7480338687587423,8.538770291919363,5142.820138755214,2587.247398451567,558.3519283545106,477.8324083582365,21,11,10.773990851478898,659.1187022653709,1556.9354838709676,0.0,148.63347948475104,0.2650929766099894,0.0,0.0,True,PASS
H_g_hurst_regime_with+g_trend_slope_strong_with+g_ribbon_agrees,hurst+strong+strong,g_hurst_regime_with+g_trend_slope_strong_with+g_ribbon_agrees,1275,706,342,227,0.9461756373937678,0.8713450292397661,0.8854625550660793,5.473068705571967,0.6292044761690005,9.761381536439004,6295.008045755261,2215.8336087716543,408.9069993305957,308.0622262843374,13,7,13.40687032153134,54.42103112324587,1439.516129032258,0.0,147.0700420768439,0.2996650995569362,1.0,0.0864398444651018,True,PASS
F_g_parent_15m_regime_with+g_tr_above_ema200,parent_15m+strong,g_parent_15m_regime_with+g_tr_above_ema200,1016,553,189,274,0.8264014466546112,0.8359788359788359,0.8576642335766423,1.2799096297192394,0.9969079383087934,8.826201777020227,3314.584912478643,2418.3792869035424,522.5742546459892,329.6111067474624,13,13,7.712771492858775,388.1584404502132,1147.0967741935483,0.0,146.09963572705084,0.2904644934394937,1.0,0.0665251173345048,True,PASS
F_g_parent_15m_regime_with+g_tr_above_ema200+g_tr_above_ema800,parent_15m+r2,g_parent_15m_regime_with+g_tr_above_ema200+g_tr_above_ema800,936,501,180,255,0.8283433133732535,0.8333333333333334,0.8705882352941177,1.1734379113154958,0.3821368651339281,9.089251913412394,2974.436267213331,2317.759237920161,611.8550016253506,325.0,13,13,7.153234115659289,325.2276798866815,1056.774193548387,0.0,145.14371356726087,0.3020184722839351,1.0,0.0718301779207024,True,PASS
F_g_parent_15m_regime_with+g_hawkes_imbalance_with+g_ribbon_agrees,parent_15m+r2,g_parent_15m_regime_with+g_hawkes_imbalance_with+g_ribbon_agrees,828,457,153,218,0.8074398249452954,0.8431372549019608,0.8899082568807339,1.662418152456394,2.2193086212608923,9.74196522112666,3223.0277329310998,2123.7484182056114,425.69574067616674,204.6111067474624,10,8,8.740067056375155,150.32195644847974,934.8387096774192,0.0,143.83839274888263,0.232248132485799,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_mp_skew_with+g_imb5_strong_with,parent_15m+r2,g_parent_15m_regime_with+g_mp_skew_with+g_imb5_strong_with,227,123,30,74,0.6585365853658537,0.7333333333333333,0.9324324324324323,2.7736570225353647,1.320061067271702,16.68074542298805,1615.1368070911165,1234.3751613011157,395.10078718729216,50.0,11,2,6.787637013220377,41.08858208622215,256.2903225806451,0.0,143.49319782527576,0.2437249327580953,1.0,0.1660652347109729,True,PASS
F_g_parent_15m_regime_with+g_tr_above_ema200+g_ribbon_agrees,parent_15m+r2,g_parent_15m_regime_with+g_tr_above_ema200+g_ribbon_agrees,839,462,153,224,0.8246753246753247,0.8431372549019608,0.8883928571428571,1.683033265158283,2.015968019895794,9.584551079516729,3232.943917358931,2146.939441811747,368.5049038312071,254.6111067474624,11,8,8.830166142999362,187.00602527925352,947.258064516129,0.0,143.4484253823437,0.2461554154068122,0.0,0.0,True,PASS
H_g_hurst_regime_with+g_trend_slope_strong_with+g_mp_skew_with,hurst+strong+strong,g_hurst_regime_with+g_trend_slope_strong_with+g_mp_skew_with,717,388,161,168,0.9381443298969072,0.8881987577639752,0.8928571428571429,6.096272886845075,1.7793077855066073,10.931001073377878,4488.230613889937,1836.4081803274837,189.09565771307237,135.1089767400249,7,3,11.484730757497529,134.2968765346486,809.516129032258,0.0,141.68196706116004,0.2749334187419228,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_vol_high+g_hurst_trending,parent_15m+r2,g_parent_15m_regime_with+g_vol_high+g_hurst_trending,431,219,68,144,0.8036529680365296,0.7647058823529411,0.9236111111111112,3.572371533497596,1.8427843814544147,11.73854446627506,2598.0091069184823,1690.350403143609,275.0,250.0,11,10,8.466426863239032,65.66762388534174,486.61290322580646,0.0,140.86253359530073,0.2718744582995702,1.0,0.1148624463406901,True,PASS
F_g_parent_15m_regime_with+g_tr_above_ema200+g_rf_with,parent_15m+r2,g_parent_15m_regime_with+g_tr_above_ema200+g_rf_with,871,477,157,237,0.8197064989517819,0.8343949044585988,0.8565400843881856,1.4340054754572096,1.607210446629794,9.078907071374898,3088.0536278298173,2151.700975915851,426.5313733511924,304.6111067474624,11,9,8.342500843403458,179.0472956398577,983.3870967741934,0.0,139.76799778821575,0.2921313776940588,1.0,0.0752056773919191,True,PASS
F_g_parent_15m_slope_with+g_imb5_strong_with+g_rf_with,parent_15m+r2,g_parent_15m_slope_with+g_imb5_strong_with+g_rf_with,1294,762,205,327,0.7322834645669292,0.7219512195121951,0.6972477064220184,4.574231329029125,3.754009420921832,7.647200385978708,6755.770730224206,2500.6345262150376,1561.6536416912602,376.53024080592127,21,13,12.047959747000174,166.98213485699338,1460.9677419354837,0.0,138.28540528220367,0.3615914974495632,2.0,0.1509255697747558,True,PASS
F_g_parent_15m_regime_with+g_hawkes_imbalance_with,parent_15m+strong,g_parent_15m_regime_with+g_hawkes_imbalance_with,994,543,189,262,0.8139963167587477,0.8359788359788359,0.8625954198473282,1.3111976880961065,1.1615169965567305,8.450515640509087,3145.5421547987885,2214.0350978133806,591.8336266231369,300.7097231251423,12,12,7.789440065764906,175.63770878697622,1122.258064516129,0.0,136.78354514600082,0.2473034124528033,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_tr_above_ema800+g_ribbon_agrees,parent_15m+r2,g_parent_15m_regime_with+g_tr_above_ema800+g_ribbon_agrees,763,411,144,208,0.8272506082725061,0.8402777777777778,0.8942307692307693,1.7158699747175534,1.3111954335263991,9.477497080905607,2865.354094865082,1971.3193928283663,482.2038768412626,200.0,11,8,8.329706032237834,122.16784029264376,861.4516129032259,0.0,136.6864067530618,0.2551926205389563,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_tr_above_ema200+g_vol_high,parent_15m+r2,g_parent_15m_regime_with+g_tr_above_ema200+g_vol_high,548,301,89,158,0.8205980066445183,0.797752808988764,0.9367088607594936,2.5474123300572464,1.9843635454336044,10.771514707354433,2645.278790652822,1701.8993237620002,366.0747757414233,225.0,11,9,8.234971137172867,51.850832140495406,618.7096774193549,0.0,135.39584039526085,0.238975301858435,1.0,0.1156539953027116,True,PASS
F_g_parent_15m_slope_with+g_trend_slope_strong_with+g_hl_liq_cascade_with,parent_15m+r2,g_parent_15m_slope_with+g_trend_slope_strong_with+g_hl_liq_cascade_with,1124,632,289,203,0.8908227848101266,0.8477508650519031,0.9605911330049262,3.0190524162987757,0.4334220815177109,9.490769224251284,3959.926261182455,1926.626152523011,520.0003610779459,100.0,14,4,8.351928056995128,27.5303850357556,1269.032258064516,0.0,135.2226467534305,0.2186549079504063,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_tr_above_ema800+g_rf_with,parent_15m+r2,g_parent_15m_regime_with+g_tr_above_ema800+g_rf_with,796,426,148,222,0.8215962441314554,0.831081081081081,0.8603603603603603,1.4358727767579258,0.8966288885447482,8.995276105855783,2741.334173903482,1996.951295499984,554.4205164314345,275.0,11,11,7.793681599576317,109.61442122661867,898.7096774193548,0.0,134.02659539423047,0.3135578390949052,1.0,0.081439004930647,True,PASS
F_g_parent_15m_regime_with+g_hawkes_imbalance_with+g_tr_above_ema200,parent_15m+r2,g_parent_15m_regime_with+g_hawkes_imbalance_with+g_tr_above_ema200,961,519,188,254,0.8342967244701349,0.8351063829787234,0.8661417322834646,1.3241550880803643,0.9256739955166444,8.393631643042815,2993.2456392037134,2131.9824373328747,556.5030760299135,275.0,11,11,7.870992420890778,1292.0260717559336,1085.0,0.0,133.77247567571126,0.248609994581687,0.0,0.0,True,PASS
F_g_parent_15m_slope_with+g_imb5_strong_with+g_tr_above_ema200,parent_15m+r2,g_parent_15m_slope_with+g_imb5_strong_with+g_tr_above_ema200,1338,795,220,323,0.7421383647798742,0.740909090909091,0.7430340557275542,2.964643901124998,3.1798142661566287,7.337588904936767,5426.492256243408,2370.041216294576,1489.495919221531,421.4485565643117,21,12,9.883681285258612,3058.541567064656,1510.645161290323,0.0,131.8726208616706,0.3409969794135007,2.0,0.1371367031305461,True,PASS
F_g_parent_15m_slope_with+g_imb5_strong_with+g_vol_high,parent_15m+r2,g_parent_15m_slope_with+g_imb5_strong_with+g_vol_high,762,474,119,169,0.7172995780590717,0.7058823529411765,0.8047337278106509,5.82943848081967,1.5869180338974949,10.075924598141944,4654.828343028314,1702.831257085989,1231.4352370849242,209.6682369667318,20,5,10.354336159351488,38.13988733664052,860.3225806451613,0.0,130.98701977584528,0.3617213483118601,2.0,0.2411467521707661,True,PASS
H_g_hurst_regime_with+g_trend_slope_strong_with+g_rf_with,hurst+strong+strong,g_hurst_regime_with+g_trend_slope_strong_with+g_rf_with,1303,721,342,240,0.9486823855755896,0.8713450292397661,0.8791666666666667,5.393070911088892,0.561277995756437,8.450093478440253,6108.383636269453,2028.0224348256609,443.1034172852965,383.0622262843374,14,10,13.86035396883286,196.1651220325344,1471.1290322580644,0.0,130.90828526358,0.2504019922631191,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_queue_top_high+g_hurst_trending,parent_15m+r2,g_parent_15m_regime_with+g_queue_top_high+g_hurst_trending,358,225,53,80,0.88,0.8679245283018868,0.95,3.645032301570632,2.3661700538267234,14.469422657190496,2103.0930932814485,1157.5538125752398,175.0,100.0,7,4,9.100411142579915,25.737689569382965,404.1935483870968,0.0,129.41845062661437,0.3594942256977247,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_hawkes_imbalance_with+g_tr_above_ema800,parent_15m+r2,g_parent_15m_regime_with+g_hawkes_imbalance_with+g_tr_above_ema800,909,487,180,242,0.837782340862423,0.8333333333333334,0.8677685950413223,1.348167773383225,0.3821368651339281,8.210741995940042,2712.3419043792283,1986.9995630174903,647.9676726226278,300.0,12,12,7.515519777826373,203.70813838840823,1026.2903225806451,0.0,127.72916956585216,0.262294609762222,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_hawkes_imbalance_with+g_rf_with,parent_15m+r2,g_parent_15m_regime_with+g_hawkes_imbalance_with+g_rf_with,859,471,157,231,0.8046709129511678,0.8343949044585988,0.8571428571428571,1.5225901765423042,1.8053703957308136,8.359587350729832,2931.647803299754,1931.0646780185912,481.2928125931028,254.6111067474624,10,9,8.371027106893159,60.23361989932562,969.8387096774192,0.0,127.05472779792728,0.2399603889426493,0.0,0.0,True,PASS
H_g_hurst_regime_with+g_mp_skew_with+g_imb5_strong_with,hurst+strong+strong,g_hurst_regime_with+g_mp_skew_with+g_imb5_strong_with,772,464,112,196,0.875,0.8839285714285714,0.7346938775510204,8.362578402674783,6.549139820734636,9.024912733072371,6382.622934445564,1768.882895682185,381.1587425132148,381.1587425132134,7,6,13.922276152775291,46.67517322970424,871.6129032258065,0.0,126.34877826301324,0.4195770981369516,1.0,0.1892529196150908,True,PASS
F_g_parent_15m_regime_with+g_tr_above_ema800+g_vol_high,parent_15m+r2,g_parent_15m_regime_with+g_tr_above_ema800+g_vol_high,504,267,81,156,0.8202247191011236,0.7901234567901234,0.9294871794871796,2.5454103595606905,0.9610834505537004,9.950293083801656,2309.718046570613,1552.2457210730586,463.6514611580746,250.0,11,10,7.546062393213127,38.41614890711242,569.0322580645161,0.0,124.27912078363757,0.2495172424532702,1.0,0.123543841213193,True,PASS
F_g_parent_15m_regime_with+g_mp_skew_with+g_tr_above_ema200,parent_15m+r2,g_parent_15m_regime_with+g_mp_skew_with+g_tr_above_ema200,570,310,82,178,0.8258064516129032,0.7926829268292683,0.8426966292134831,2.638106004165405,0.1908871896590391,9.205772782231708,2472.093166080561,1638.627555237244,342.0161813698473,275.0,11,11,7.921783035674087,39.058256986282046,643.5483870967741,0.0,122.82032791121308,0.3272981922381233,1.0,0.0965288186723839,True,PASS
F_g_parent_15m_not_ranging+g_mp_no_extreme+g_hurst_trending,parent_15m+r2,g_parent_15m_not_ranging+g_mp_no_extreme+g_hurst_trending,193,70,32,91,0.8714285714285714,0.8125,0.8021978021978022,7.987756016815401,3.7263165161234095,12.517259255008774,1817.455641898826,1139.0705922057984,146.66239276243823,146.662392762438,4,4,8.475213373556793,16.82806997857659,217.9032258064516,0.0,119.40704297651942,0.3154311844392914,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_hawkes_imbalance_with+g_vol_high,parent_15m+r2,g_parent_15m_regime_with+g_hawkes_imbalance_with+g_vol_high,533,292,89,152,0.8116438356164384,0.797752808988764,0.9342105263157896,3.054793726469329,2.3339266017129314,9.551854273391102,2551.6010852369427,1451.8818495554476,446.8315179994995,200.70972312514232,10,8,8.511187987137589,30.052206550011917,601.7741935483871,0.0,117.76316847442232,0.1582253796602757,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_mp_skew_with+g_tr_above_ema800,parent_15m+r2,g_parent_15m_regime_with+g_mp_skew_with+g_tr_above_ema800,534,283,79,172,0.8409893992932862,0.7974683544303798,0.8430232558139535,3.168137955754359,0.1341762896767545,8.968047135242864,2449.68707562472,1542.5041072617728,362.6296420755205,325.0,13,13,8.353552164187757,38.03401901184083,602.9032258064516,0.0,117.6148355447955,0.3443354549076224,1.0,0.1018013696039966,True,PASS
F_g_parent_15m_slope_with+g_imb5_strong_with+g_hawkes_imbalance_with,parent_15m+r2,g_parent_15m_slope_with+g_imb5_strong_with+g_hawkes_imbalance_with,1247,741,208,298,0.747638326585695,0.7403846153846154,0.7348993288590604,2.9610678764694267,3.7171172760255833,6.801163179475384,4994.058317360832,2026.7466274836645,1479.6643002349397,413.7604658445584,21,7,9.849802889698276,82.01997996754534,1407.9032258064517,0.0,117.40627980209496,0.3118753373391817,1.0,0.0959164530368212,True,PASS
F_g_parent_15m_regime_with+g_queue_top_high+g_markov_with,parent_15m+r2,g_parent_15m_regime_with+g_queue_top_high+g_markov_with,480,311,81,88,0.8392282958199357,0.8888888888888888,0.8636363636363636,2.5304281855951025,4.148637715175015,12.503920291965988,2223.34780634226,1100.344985693007,216.83333333333331,129.12963143248612,7,5,8.438844553335265,21.339854015991147,541.9354838709678,0.0,117.2971695940265,0.3228371142424087,0.0,0.0,True,PASS
F_g_parent_15m_not_ranging+g_queue_top_high+g_markov_with,parent_15m+r2,g_parent_15m_not_ranging+g_queue_top_high+g_markov_with,574,319,165,90,0.8338557993730408,0.9090909090909092,0.8666666666666667,2.276419147929836,2.199791463629257,12.305585752938503,2196.64601745291,1107.5027177644654,216.83333333333331,129.12963143248612,7,5,8.3668401233344,21.70166686668596,648.0645161290322,0.0,116.74103676541117,0.3211953543102218,0.0,0.0,True,PASS
F_g_parent_15m_not_ranging+g_imb5_strong_with+g_hurst_trending,parent_15m+r2,g_parent_15m_not_ranging+g_imb5_strong_with+g_hurst_trending,325,181,53,91,0.7292817679558011,0.7358490566037735,0.8571428571428571,2.061240348527263,3.121114465384613,11.74230087572196,1607.0529494395175,1068.5493796906983,653.2730961163168,177.13713914735283,20,6,7.192194280992358,82.34093707007739,366.9354838709677,0.0,112.01441120183708,0.2696616575045473,1.0,0.1619927922983548,True,PASS
F_g_parent_15m_regime_with+g_queue_top_high,parent_15m+strong,g_parent_15m_regime_with+g_queue_top_high,518,319,86,113,0.8432601880877743,0.8953488372093024,0.8672566371681416,2.5751498073859223,4.100415915705046,10.042635989449844,2308.926424114575,1134.8178668078324,216.83333333333331,129.12963143248612,7,5,9.113577461960867,29.936408728998916,584.8387096774194,0.0,106.75468491206856,0.3323750277761979,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_queue_top_high+g_ribbon_agrees,parent_15m+r2,g_parent_15m_regime_with+g_queue_top_high+g_ribbon_agrees,421,263,65,93,0.8403041825095057,0.9076923076923076,0.8817204301075269,3.341826471266571,6.242356368863403,10.88678118876639,2297.124176474504,1012.4706505552742,191.8333333333333,100.0,6,4,10.530972594910263,30.70067539720646,475.3225806451613,0.0,104.98831569581078,0.3295161871217861,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_mp_skew_with+g_queue_top_high,parent_15m+r2,g_parent_15m_regime_with+g_mp_skew_with+g_queue_top_high,242,174,26,42,0.8218390804597702,0.9230769230769232,0.9047619047619048,4.2722919474271,11.372338905800948,15.81859609149778,1703.4406462460472,664.3810358429067,191.8333333333333,100.0,6,4,10.469208490854337,19.566182730275223,273.2258064516129,0.0,102.51621948184516,0.3937826612586769,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_mp_skew_with+g_hawkes_imbalance_with,parent_15m+r2,g_parent_15m_regime_with+g_mp_skew_with+g_hawkes_imbalance_with,555,303,82,170,0.801980198019802,0.7926829268292683,0.8352941176470589,2.060361321924368,0.570290994645138,7.849122469159591,2005.4041618611152,1334.3508197571305,418.4220956611679,271.5800916926561,10,10,7.8632981664512975,67.59451721659134,626.6129032258065,0.0,102.34003615935072,0.2819164450449755,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_queue_top_high+g_rf_with,parent_15m+r2,g_parent_15m_regime_with+g_queue_top_high+g_rf_with,438,277,67,94,0.8303249097472925,0.9104477611940298,0.8723404255319149,2.802945841060322,6.178852746962843,10.53039639980609,2180.256393601992,989.8572615817724,216.8333333333333,100.0,7,4,10.087715367130976,35.963182981753725,494.5161290322581,0.0,102.09598103589884,0.3289064863517721,0.0,0.0,True,PASS
H_g_hurst_regime_with+g_imb5_strong_with+g_hawkes_imbalance_with,hurst+strong+strong,g_hurst_regime_with+g_imb5_strong_with+g_hawkes_imbalance_with,791,502,124,165,0.8924302788844621,0.8467741935483871,0.7818181818181819,7.346867777723746,4.912249213924328,7.859871041836146,5594.125248846902,1296.878721902964,274.6000871831812,271.4281199009854,7,6,13.457617156978603,391.39393598584655,893.0645161290322,0.0,100.9618715707003,0.3548812323859453,1.0,0.1747175839218896,True,PASS
H_g_hurst_regime_with+g_trend_slope_strong_with+g_hl_liq_cascade_with,hurst+strong+strong,g_hurst_regime_with+g_trend_slope_strong_with+g_hl_liq_cascade_with,649,375,194,80,0.936,0.9020618556701032,0.9625,5.530975677577257,0.6632584915936731,10.740085687374831,3061.9948814506306,859.2068549899865,380.31536783940624,48.4243662638479,13,1,9.888026078970396,68.07405187080977,732.741935483871,0.0,96.06224672457073,0.2543379620125771,0.0,0.0,True,PASS
H_g_hurst_regime_with+g_imb5_strong_with+g_tr_above_ema200,hurst+strong+strong,g_hurst_regime_with+g_imb5_strong_with+g_tr_above_ema200,835,521,137,177,0.8886756238003839,0.8540145985401459,0.7740112994350282,7.392573990821069,4.460755270292698,7.037373582032913,5708.269645267702,1245.6151240198255,286.8682547782828,231.15874251321395,7,6,13.518872745895578,174.33804962326693,942.741935483871,0.0,93.6261660389753,0.3471792739068234,1.0,0.1709257024298996,True,PASS
F_g_parent_15m_regime_with+g_queue_top_high+g_hawkes_imbalance_with,parent_15m+r2,g_parent_15m_regime_with+g_queue_top_high+g_hawkes_imbalance_with,463,291,75,97,0.8591065292096219,0.88,0.8762886597938144,2.49319132472658,0.9172231962661204,9.486169912479582,1714.468896725913,920.1584815105194,172.73796272210495,129.12963143248612,5,5,8.453680992490234,28.714390979755198,522.741935483871,0.0,93.427938551688,0.3705119793662311,0.0,0.0,True,PASS
F_g_parent_15m_not_ranging+g_ribbon_agrees+g_hl_liq_cascade_with,parent_15m+r2,g_parent_15m_not_ranging+g_ribbon_agrees+g_hl_liq_cascade_with,505,213,170,122,0.9389671361502347,0.923529411764706,0.9672131147540984,5.0537773470275615,0.5582923282794617,8.451811053039208,2202.4852191951622,1031.120948470783,125.0,61.87706815515389,5,2,9.149276070163443,13.926184335217618,570.1612903225806,0.0,93.35330432987168,0.1550032098969952,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_queue_top_high+g_tr_above_ema200,parent_15m+r2,g_parent_15m_regime_with+g_queue_top_high+g_tr_above_ema200,469,298,74,97,0.8557046979865772,0.8783783783783784,0.865979381443299,1.7328690997797338,0.314753223349542,8.905859258006226,1403.5550782888306,863.8683480266039,182.2650960489209,107.33332969082716,4,4,7.066719697731815,24.766563871784687,529.516129032258,0.0,87.71254143491268,0.3802635799627168,0.0,0.0,True,PASS
F_g_parent_15m_regime_with+g_queue_top_high+g_tr_above_ema800,parent_15m+r2,g_parent_15m_regime_with+g_queue_top_high+g_tr_above_ema800,449,282,73,94,0.8652482269503546,0.8767123287671232,0.8829787234042553,2.0100845107577423,0.0331694515116741,8.861333745800245,1402.2305740992583,832.965372105223,182.2650960489213,125.0,5,5,7.387949942432511,24.24742282287514,506.9354838709677,0.0,85.91381821871887,0.4080302015810864,0.0,0.0,True,PASS
F_g_parent_15m_not_ranging+g_imb5_strong_with+g_tr_above_ema200,parent_15m+r2,g_parent_15m_not_ranging+g_imb5_strong_with+g_tr_above_ema200,481,280,85,116,0.7428571428571429,0.7058823529411765,0.8017241379310345,2.7769732033665737,0.8207961399847323,7.912474239061961,1765.1671805725305,917.8470117311874,500.0,125.0,20,5,8.9154484111961,247.6306509333603,543.0645161290322,0.0,85.21995561910967,0.265680047691934,1.0,0.1512177426405872,True,PASS
