sleeve_id,anchor,gate_stack,n_full,n_train,n_val,n_lockbox,wr_train,wr_val,wr_lockbox,dpt_25_train,dpt_25_val,dpt_25_lockbox,sum_25_full,sum_25_lockbox,max_dd_25_full,max_dd_25_lockbox,loss_streak_full,loss_streak_lockbox,sharpe_full,sharpe_lockbox,n_28d_proj,bootstrap_p_lockbox,objective,lottery_top5_share,lottery_n_deep,lottery_deep_share,pass,fail_reason,rank
F_g_parent_15m_regime_with+g_within_dev+g_hurst_trending,parent_15m+r2,g_parent_15m_regime_with+g_within_dev+g_hurst_trending,712,361,133,218,0.8421052631578947,0.8045112781954887,0.926605504587156,2.4944977377601965,0.6123408265165696,13.503230916808535,3925.6593531223953,2943.704339864261,350.0,350.0,14,14,7.77833873425443,67.29323048829787,803.8709677419354,0.0,199.3728152281513,0.2757677452897049,1.0,0.0675134318935928,True,PASS,1
F_g_parent_15m_slope_with+g_trend_slope_strong_with+g_mp_no_extreme,parent_15m+r2,g_parent_15m_slope_with+g_trend_slope_strong_with+g_mp_no_extreme,557,80,49,428,0.8375,0.8367346938775511,0.7757009345794392,5.845254948790357,6.015402846126911,9.508355828372268,4831.951429906778,4069.57629454333,289.08759001281646,289.08759001281646,11,11,11.083534282265454,39.19563080556879,628.8709677419354,0.0,196.71039494451404,0.2813020137615549,2.0,0.0917224278545677,True,PASS,2
D_ofi+g_trend_slope_strong_with,offset_L_late_ofi,g_slot_end_ofi_with+g_trend_slope_strong_with,689,222,77,390,0.9864864864864864,0.948051948051948,0.9230769230769232,1.0148013540823038,0.6797810531326035,4.276469237276311,1945.4520442352436,1667.823002537761,96.93749828869466,96.93749828869474,3,3,10.07414256231752,39.40039733440194,777.9032258064516,0.0,84.45350059988364,0.4658493199593719,2.0,0.1761893620781938,True,PASS,3
H_g_hurst_regime_with+g_trend_slope_strong_with+g_hawkes_imbalance_with,hurst+strong+strong,g_hurst_regime_with+g_trend_slope_strong_with+g_hawkes_imbalance_with,1414,798,382,234,0.9511278195488722,0.8691099476439791,0.9188034188034188,5.015777840880592,0.4304352901871917,10.337427018686348,6585.974920246826,2418.957922372605,384.8703310805727,150.0,14,6,13.18318518020285,50.94526152742288,1596.451612903226,0.0,158.13222626586892,0.3115880880257724,1.0,0.1326326618272354,True,PASS,4
F_g_parent_15m_not_ranging+g_trend_slope_strong_with+g_mp_skew_with,parent_15m+r2,g_parent_15m_not_ranging+g_trend_slope_strong_with+g_mp_skew_with,343,164,18,161,0.945121951219512,0.8888888888888888,0.9316770186335404,4.308346846529903,1.5997475473175569,15.38489753355422,3212.33284158485,2476.9685029022294,250.0,250.0,10,10,6.769962189775605,19.632537629890177,387.258064516129,0.0,195.2124653063733,0.2454735912862073,1.0,0.0820303557194297,True,PASS,5
