event_type,sleeve_id,asset,tf,direction,slug,fire_us,slot_start_us,fire_offset_s,fill_vwap,fill_shares,placed_size_usd,intended_size_usd,outcome,pnl_usd,book_source,exit_type,won,up_vwap,dn_vwap
sleeve_fire_resolved,poly_sniper_v5_eth_5m_bb_mp_hurst_band_v6,ETH,5m,DOWN,eth-updown-5m-1780069800,1780070100000000,1780069800000000,60,0.77,6.4935064935064934,5.0,5.0,Down,1.4130064935064934,ws_mirror,hold_to_resolve,True,0.34922868735239165,0.9020881062490689
sleeve_fire_resolved,poly_sniper_v5_eth_5m_l_ema50_hurst_grandparent_v8,ETH,5m,DOWN,eth-updown-5m-1780069800,1780070100000000,1780069800000000,60,0.77,6.4935064935064934,5.0,5.0,Down,1.4130064935064934,ws_mirror,hold_to_resolve,True,0.34922868735239165,0.9020881062490689
sleeve_fire_resolved,poly_sniper_v5_eth_5m_cloud_vwap_hurstmp_v7_vL,ETH,5m,DOWN,eth-updown-5m-1780069800,1780070100000000,1780069800000000,60,0.77,6.4935064935064934,5.0,5.0,Down,1.4130064935064934,ws_mirror,hold_to_resolve,True,0.34922868735239165,0.9020881062490689
sleeve_fire_resolved,poly_sniper_v5_eth_5m_cloud_vwap_hurstmp_v7,ETH,5m,DOWN,eth-updown-5m-1780069800,1780070100000000,1780069800000000,60,0.77,6.4935064935064934,5.0,5.0,Down,1.4130064935064934,ws_mirror,hold_to_resolve,True,0.34922868735239165,0.9020881062490689
sleeve_fire_placed,poly_sniper_v5_eth_5m_tr200_mp_sms_active_off120,ETH,5m,UP,eth-updown-5m-1780070100,1780070220000000,1780070100000000,120,0.9,5.555555555555555,5.0,5.0,,,ws_mirror,,,0.9741287483996609,0.2000396815763164
sleeve_fire_placed,poly_sniper_v5_eth_5m_v5repl_off120_v6,ETH,5m,UP,eth-updown-5m-1780070100,1780070220000000,1780070100000000,120,0.9,5.555555555555555,5.0,5.0,,,ws_mirror,,,0.9741287483996609,0.2000396815763164
sleeve_fire_placed,poly_sniper_v5_eth_5m_k_hurst_ts_cci_tod_euus_v8_vL,ETH,5m,UP,eth-updown-5m-1780070100,1780070220000000,1780070100000000,120,0.9,5.555555555555555,5.0,5.0,,,ws_mirror,,,0.9741287483996609,0.2000396815763164
sleeve_fire_placed,poly_sniper_v5_eth_5m_k_hurst_ts_cci_tod_euus_v8,ETH,5m,UP,eth-updown-5m-1780070100,1780070220000000,1780070100000000,120,0.9,5.555555555555555,5.0,5.0,,,ws_mirror,,,0.9741287483996609,0.2000396815763164
sleeve_fire_placed,poly_sniper_v5_eth_5m_cloud_mp_sms_active_off120,ETH,5m,UP,eth-updown-5m-1780070100,1780070220000000,1780070100000000,120,0.9,5.555555555555555,5.0,5.0,,,ws_mirror,,,0.9741287483996609,0.2000396815763164
sleeve_fire_placed,poly_sniper_v5_eth_5m_l_ema50_hurst_grandparent_v8,ETH,5m,DOWN,eth-updown-5m-1780070400,1780070460000000,1780070400000000,60,0.5,10.0,5.0,5.0,,,ws_mirror,,,0.6038133758635637,0.6077122502922472
sleeve_fire_resolved,poly_sniper_v5_eth_5m_k_hurst_ts_cci_tod_euus_v8_vL,ETH,5m,UP,eth-updown-5m-1780070100,1780070400000000,1780070100000000,120,0.9,5.555555555555555,5.0,5.0,Up,0.5205555555555553,ws_mirror,hold_to_resolve,True,0.9741287483996609,0.2000396815763164
sleeve_fire_resolved,poly_sniper_v5_eth_5m_cloud_mp_sms_active_off120,ETH,5m,UP,eth-updown-5m-1780070100,1780070400000000,1780070100000000,120,0.9,5.555555555555555,5.0,5.0,Up,0.5205555555555553,ws_mirror,hold_to_resolve,True,0.9741287483996609,0.2000396815763164
sleeve_fire_resolved,poly_sniper_v5_eth_5m_tr200_mp_sms_active_off120,ETH,5m,UP,eth-updown-5m-1780070100,1780070400000000,1780070100000000,120,0.9,5.555555555555555,5.0,5.0,Up,0.5205555555555553,ws_mirror,hold_to_resolve,True,0.9741287483996609,0.2000396815763164
sleeve_fire_resolved,poly_sniper_v5_eth_5m_k_hurst_ts_cci_tod_euus_v8,ETH,5m,UP,eth-updown-5m-1780070100,1780070400000000,1780070100000000,120,0.9,5.555555555555555,5.0,5.0,Up,0.5205555555555553,ws_mirror,hold_to_resolve,True,0.9741287483996609,0.2000396815763164
