event_type,sleeve_id,asset,tf,direction,slug,fire_us,slot_start_us,fire_offset_s,fill_vwap,fill_shares,placed_size_usd,intended_size_usd,outcome,pnl_usd,book_source,exit_type,won,up_vwap,dn_vwap
sleeve_fire_placed,poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,SOL,5m,UP,sol-updown-5m-1779895200,1779895260000000,1779895200000000,60,0.79,6.329113924050633,5.0,5.0,,,,,,0.9460531485758276,0.41673561858691693
sleeve_fire_resolved,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,UP,sol-updown-5m-1779894900,1779895200000000,1779894900000000,60,0.541402527857621,9.235272727272728,5.0,5.0,Up,4.150567272727273,,,,0.6798096435030501,0.638337597575086
sleeve_fire_resolved,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,UP,sol-updown-5m-1779894900,1779895200000000,1779894900000000,90,0.6769537083125933,7.386029411764705,5.0,5.0,Up,2.338308823529412,,,,0.7922555977658016,0.4465761731692134
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779895200,1779895380000000,1779895200000000,180,0.59,8.474576271186441,5.0,5.0,,,,,,0.5373180849225097,0.6970440613578149
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779895200,1779895500000000,1779895200000000,180,0.59,8.474576271186441,5.0,5.0,Up,-5.0,,,,0.5373180849225097,0.6970440613578149
sleeve_fire_resolved,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,UP,sol-updown-5m-1779895200,1779895500000000,1779895200000000,60,0.79,6.329113924050633,5.0,5.0,Up,1.30253164556962,,,,0.9460531485758276,0.41673561858691693
sleeve_fire_resolved,poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,SOL,5m,UP,sol-updown-5m-1779895200,1779895500000000,1779895200000000,60,0.79,6.329113924050633,5.0,5.0,Up,1.30253164556962,,,,0.9460531485758276,0.41673561858691693
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779895500,1779895680000000,1779895500000000,180,0.82,6.097560975609756,5.0,5.0,,,,,,0.3188497165768007,0.9483907130389964
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779896100,1779896190000000,1779896100000000,90,0.8580436604541644,5.827209302325582,5.0,5.0,,,,,,0.9697968658110494,0.3192945189255768
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779896100,1779896220000000,1779896100000000,120,0.93,5.376344086021505,5.0,5.0,,,,,,0.9785614729415814,0.19333070356434845
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779896100,1779896400000000,1779896100000000,120,0.93,5.376344086021505,5.0,5.0,Up,0.368817204301075,,,,0.9785614729415814,0.19333070356434845
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779896100,1779896400000000,1779896100000000,90,0.8580436604541644,5.827209302325582,5.0,5.0,Up,0.8106651162790707,,,,0.9697968658110494,0.3192945189255768
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779897900,1779897990000000,1779897900000000,90,0.2843137254901961,17.586206896551722,5.0,5.0,,,ws_mirror,,,0.40935943917942136,0.8835924991902272
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779897900,1779898200000000,1779897900000000,90,0.2843137254901961,17.586206896551722,5.0,5.0,Up,12.334482758620686,ws_mirror,,True,0.40935943917942136,0.8835924991902272
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779898500,1779898680000000,1779898500000000,180,0.98,5.1020408163265305,5.0,5.0,,,ws_mirror,,,0.13211569910057236,0.989349601573833
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779898500,1779898800000000,1779898500000000,180,0.98,5.1020408163265305,5.0,5.0,Down,0.10000000000000009,ws_mirror,,True,0.13211569910057236,0.989349601573833
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779899100,1779899250000000,1779899100000000,150,0.81,6.172839506172839,5.0,5.0,,,ws_mirror,,,0.9400920397081597,0.3243737327096424
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779899100,1779899400000000,1779899100000000,150,0.81,6.172839506172839,5.0,5.0,Down,-5.0,ws_mirror,,False,0.9400920397081597,0.3243737327096424
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779899400,1779899550000000,1779899400000000,150,0.81,6.172839506172839,5.0,5.0,,,ws_mirror,,,0.9443623792366169,0.3539021089155205
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779899400,1779899700000000,1779899400000000,150,0.81,6.172839506172839,5.0,5.0,Down,-5.0,ws_mirror,,False,0.9443623792366169,0.3539021089155205
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779899700,1779899880000000,1779899700000000,180,0.8482356698068018,5.894588235294118,5.0,5.0,,,ws_mirror,,,0.30018821420569125,0.9543957111407922
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779899700,1779900000000000,1779899700000000,180,0.8482356698068018,5.894588235294118,5.0,5.0,Down,0.8766964705882359,ws_mirror,,True,0.30018821420569125,0.9543957111407922
sleeve_fire_placed,poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,SOL,5m,UP,sol-updown-5m-1779900300,1779900390000000,1779900300000000,90,0.5122345246069585,9.761153846153846,5.0,5.0,,,ws_mirror,,,0.6317566023166024,0.6413552123024817
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779900300,1779900390000000,1779900300000000,90,0.5122345246069585,9.761153846153846,5.0,5.0,,,ws_mirror,,,0.6317566023166024,0.6413552123024817
sleeve_fire_placed,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,UP,sol-updown-5m-1779900300,1779900420000000,1779900300000000,120,0.53,9.433962264150942,5.0,5.0,,,ws_mirror,,,0.6866449776331842,0.6441939936807879
sleeve_fire_placed,poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,SOL,5m,UP,sol-updown-5m-1779900300,1779900420000000,1779900300000000,120,0.53,9.433962264150942,5.0,5.0,,,ws_mirror,,,0.6866449776331842,0.6441939936807879
sleeve_fire_placed,poly_sniper_v5_sol_5m_cci_f7_mfi_partial_vwap_v6,SOL,5m,UP,sol-updown-5m-1779900300,1779900420000000,1779900300000000,120,0.53,9.433962264150942,5.0,5.0,,,ws_mirror,,,0.6866449776331842,0.6441939936807879
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779900300,1779900420000000,1779900300000000,120,0.53,9.433962264150942,5.0,5.0,,,ws_mirror,,,0.6866449776331842,0.6441939936807879
sleeve_fire_placed,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,UP,sol-updown-5m-1779900300,1779900450000000,1779900300000000,150,0.5525734133249132,9.048571428571428,5.0,5.0,,,ws_mirror,,,0.6775905399399319,0.5990341137893345
sleeve_fire_placed,poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,SOL,5m,UP,sol-updown-5m-1779900300,1779900450000000,1779900300000000,150,0.5525734133249132,9.048571428571428,5.0,5.0,,,ws_mirror,,,0.6775905399399319,0.5990341137893345
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779900300,1779900600000000,1779900300000000,120,0.53,9.433962264150942,5.0,5.0,Up,4.3452830188679235,ws_mirror,,True,0.6866449776331842,0.6441939936807879
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779900300,1779900600000000,1779900300000000,90,0.5122345246069585,9.761153846153846,5.0,5.0,Up,4.665930769230769,ws_mirror,,True,0.6317566023166024,0.6413552123024817
sleeve_fire_resolved,poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,SOL,5m,UP,sol-updown-5m-1779900300,1779900600000000,1779900300000000,120,0.53,9.433962264150942,5.0,5.0,Up,4.3452830188679235,ws_mirror,,True,0.6866449776331842,0.6441939936807879
sleeve_fire_resolved,poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,SOL,5m,UP,sol-updown-5m-1779900300,1779900600000000,1779900300000000,150,0.5525734133249132,9.048571428571428,5.0,5.0,Up,3.9675999999999996,ws_mirror,,True,0.6775905399399319,0.5990341137893345
sleeve_fire_resolved,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,UP,sol-updown-5m-1779900300,1779900600000000,1779900300000000,150,0.5525734133249132,9.048571428571428,5.0,5.0,Up,3.9675999999999996,ws_mirror,,True,0.6775905399399319,0.5990341137893345
sleeve_fire_resolved,poly_sniper_v5_sol_5m_cci_f7_mfi_partial_vwap_v6,SOL,5m,UP,sol-updown-5m-1779900300,1779900600000000,1779900300000000,120,0.53,9.433962264150942,5.0,5.0,Up,4.3452830188679235,ws_mirror,,True,0.6866449776331842,0.6441939936807879
sleeve_fire_resolved,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,UP,sol-updown-5m-1779900300,1779900600000000,1779900300000000,120,0.53,9.433962264150942,5.0,5.0,Up,4.3452830188679235,ws_mirror,,True,0.6866449776331842,0.6441939936807879
sleeve_fire_resolved,poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,SOL,5m,UP,sol-updown-5m-1779900300,1779900600000000,1779900300000000,90,0.5122345246069585,9.761153846153846,5.0,5.0,Up,4.665930769230769,ws_mirror,,True,0.6317566023166024,0.6413552123024817
sleeve_fire_placed,poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,SOL,5m,UP,sol-updown-5m-1779900900,1779901020000000,1779900900000000,120,0.45098039215686275,11.08695652173913,5.0,5.0,,,ws_mirror,,,0.5793894666219388,0.6869429545872665
sleeve_fire_resolved,poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,SOL,5m,UP,sol-updown-5m-1779900900,1779901200000000,1779900900000000,120,0.45098039215686275,11.08695652173913,5.0,5.0,Up,5.965217391304348,ws_mirror,,True,0.5793894666219388,0.6869429545872665
sleeve_fire_placed,poly_sniper_v5_sol_15m_rfaged_trstack_late,SOL,15m,DOWN,sol-updown-15m-1779901200,1779901680000000,1779901200000000,480,0.97,5.154639175257732,5.0,5.0,,,ws_mirror,,,0.14878656591966027,0.9866116458342407
sleeve_fire_placed,poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,SOL,5m,DOWN,sol-updown-5m-1779901800,1779901920000000,1779901800000000,120,0.79,6.329113924050633,5.0,5.0,,,ws_mirror,,,0.4566639379489594,0.951082323303943
sleeve_fire_placed,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,DOWN,sol-updown-5m-1779901800,1779901920000000,1779901800000000,120,0.79,6.329113924050633,5.0,5.0,,,ws_mirror,,,0.4566639379489594,0.951082323303943
sleeve_fire_placed,poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,SOL,5m,DOWN,sol-updown-5m-1779901800,1779901980000000,1779901800000000,180,0.97,5.154639175257732,5.0,5.0,,,ws_mirror,,,0.15670790613605906,0.9867184203408169
sleeve_fire_placed,poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,SOL,5m,DOWN,sol-updown-5m-1779902100,1779902130000000,1779902100000000,30,0.6831683168316832,7.318840579710145,5.0,5.0,,,ws_mirror,,,0.49873208775626365,0.9719203647304755
sleeve_fire_placed,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,DOWN,sol-updown-5m-1779902100,1779902130000000,1779902100000000,30,0.6831683168316832,7.318840579710145,5.0,5.0,,,ws_mirror,,,0.49873208775626365,0.9719203647304755
sleeve_fire_placed,poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,SOL,5m,DOWN,sol-updown-5m-1779902100,1779902160000000,1779902100000000,60,0.81,6.172839506172839,5.0,5.0,,,ws_mirror,,,0.44005609613130126,0.9519285965602171
sleeve_fire_resolved,poly_sniper_v5_sol_15m_rfaged_trstack_late,SOL,15m,DOWN,sol-updown-15m-1779901200,1779902100000000,1779901200000000,480,0.97,5.154639175257732,5.0,5.0,Down,0.15154639175257745,ws_mirror,,True,0.14878656591966027,0.9866116458342407
sleeve_fire_resolved,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,DOWN,sol-updown-5m-1779901800,1779902100000000,1779901800000000,120,0.79,6.329113924050633,5.0,5.0,Down,1.30253164556962,ws_mirror,,True,0.4566639379489594,0.951082323303943
sleeve_fire_resolved,poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,SOL,5m,DOWN,sol-updown-5m-1779901800,1779902100000000,1779901800000000,180,0.97,5.154639175257732,5.0,5.0,Down,0.15154639175257745,ws_mirror,,True,0.15670790613605906,0.9867184203408169
sleeve_fire_resolved,poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,SOL,5m,DOWN,sol-updown-5m-1779901800,1779902100000000,1779901800000000,120,0.79,6.329113924050633,5.0,5.0,Down,1.30253164556962,ws_mirror,,True,0.4566639379489594,0.951082323303943
sleeve_fire_resolved,poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,SOL,5m,DOWN,sol-updown-5m-1779902100,1779902400000000,1779902100000000,60,0.81,6.172839506172839,5.0,5.0,Up,-5.0,ws_mirror,,False,0.44005609613130126,0.9519285965602171
sleeve_fire_resolved,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,DOWN,sol-updown-5m-1779902100,1779902400000000,1779902100000000,30,0.6831683168316832,7.318840579710145,5.0,5.0,Up,-5.0,ws_mirror,,False,0.49873208775626365,0.9719203647304755
sleeve_fire_resolved,poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,SOL,5m,DOWN,sol-updown-5m-1779902100,1779902400000000,1779902100000000,30,0.6831683168316832,7.318840579710145,5.0,5.0,Up,-5.0,ws_mirror,,False,0.49873208775626365,0.9719203647304755
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779902400,1779902490000000,1779902400000000,90,0.88,5.681818181818182,5.0,5.0,,,ws_mirror,,,0.9684524607219059,0.303991798445457
sleeve_fire_placed,poly_sniper_v5_sol_5m_cci_f7_mfi_partial_vwap_v6,SOL,5m,DOWN,sol-updown-5m-1779902700,1779902730000000,1779902700000000,30,0.7,7.142857142857143,5.0,5.0,,,ws_mirror,,,0.5186782291733278,0.900638897588475
sleeve_fire_placed,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,DOWN,sol-updown-5m-1779902700,1779902730000000,1779902700000000,30,0.7,7.142857142857143,5.0,5.0,,,ws_mirror,,,0.5186782291733278,0.900638897588475
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779902400,1779902700000000,1779902400000000,90,0.88,5.681818181818182,5.0,5.0,Up,0.6681818181818181,ws_mirror,,True,0.9684524607219059,0.303991798445457
sleeve_fire_resolved,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,DOWN,sol-updown-5m-1779902700,1779903000000000,1779902700000000,30,0.7,7.142857142857143,5.0,5.0,Up,-5.0,ws_mirror,,False,0.5186782291733278,0.900638897588475
sleeve_fire_resolved,poly_sniper_v5_sol_5m_cci_f7_mfi_partial_vwap_v6,SOL,5m,DOWN,sol-updown-5m-1779902700,1779903000000000,1779902700000000,30,0.7,7.142857142857143,5.0,5.0,Up,-5.0,ws_mirror,,False,0.5186782291733278,0.900638897588475
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779903000,1779903120000000,1779903000000000,120,0.8122672161027024,6.155609756097561,5.0,5.0,,,ws_mirror,,,0.32363623874540304,0.9607904193604608
sleeve_fire_placed,poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,SOL,5m,DOWN,sol-updown-5m-1779903000,1779903120000000,1779903000000000,120,0.8122672161027024,6.155609756097561,5.0,5.0,,,ws_mirror,,,0.32363623874540304,0.9607904193604608
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779903000,1779903150000000,1779903000000000,150,0.9199999999999999,5.434782608695652,5.0,5.0,,,ws_mirror,,,0.1910378632845044,0.9773094139757389
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779903000,1779903180000000,1779903000000000,180,0.97,5.154639175257732,5.0,5.0,,,ws_mirror,,,0.14159211845055428,0.9874749352966304
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779903000,1779903300000000,1779903000000000,120,0.8122672161027024,6.155609756097561,5.0,5.0,Down,1.1324975609756092,ws_mirror,,True,0.32363623874540304,0.9607904193604608
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779903000,1779903300000000,1779903000000000,180,0.97,5.154639175257732,5.0,5.0,Down,0.15154639175257745,ws_mirror,,True,0.14159211845055428,0.9874749352966304
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779903000,1779903300000000,1779903000000000,150,0.9199999999999999,5.434782608695652,5.0,5.0,Down,0.4260869565217395,ws_mirror,,True,0.1910378632845044,0.9773094139757389
sleeve_fire_resolved,poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,SOL,5m,DOWN,sol-updown-5m-1779903000,1779903300000000,1779903000000000,120,0.8122672161027024,6.155609756097561,5.0,5.0,Down,1.1324975609756092,ws_mirror,,True,0.32363623874540304,0.9607904193604608
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779903300,1779903420000000,1779903300000000,120,0.49,10.204081632653061,5.0,5.0,,,ws_mirror,,,0.6300570419665897,0.644054824088064
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779903300,1779903600000000,1779903300000000,120,0.49,10.204081632653061,5.0,5.0,Up,5.1,ws_mirror,,True,0.6300570419665897,0.644054824088064
sleeve_fire_placed,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,UP,sol-updown-5m-1779903900,1779903990000000,1779903900000000,90,0.63,7.936507936507937,5.0,5.0,,,ws_mirror,,,0.8289861390509539,0.5060643727362528
sleeve_fire_placed,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,UP,sol-updown-5m-1779903900,1779904020000000,1779903900000000,120,0.76,6.578947368421052,5.0,5.0,,,ws_mirror,,,0.9437941782470071,0.3815242803871455
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779903900,1779904020000000,1779903900000000,120,0.76,6.578947368421052,5.0,5.0,,,ws_mirror,,,0.9437941782470071,0.3815242803871455
sleeve_fire_resolved,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,UP,sol-updown-5m-1779903900,1779904200000000,1779903900000000,90,0.63,7.936507936507937,5.0,5.0,Up,2.8777777777777778,ws_mirror,,True,0.8289861390509539,0.5060643727362528
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779903900,1779904200000000,1779903900000000,120,0.76,6.578947368421052,5.0,5.0,Up,1.5473684210526313,ws_mirror,,True,0.9437941782470071,0.3815242803871455
sleeve_fire_resolved,poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,SOL,5m,UP,sol-updown-5m-1779903900,1779904200000000,1779903900000000,120,0.76,6.578947368421052,5.0,5.0,Up,1.5473684210526313,ws_mirror,,True,0.9437941782470071,0.3815242803871455
sleeve_fire_placed,poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,SOL,5m,DOWN,sol-updown-5m-1779904200,1779904290000000,1779904200000000,90,0.78,6.41025641025641,5.0,5.0,,,ws_mirror,,,0.35609312973058815,0.9361033042719172
sleeve_fire_resolved,poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,SOL,5m,DOWN,sol-updown-5m-1779904200,1779904500000000,1779904200000000,90,0.78,6.41025641025641,5.0,5.0,Down,1.3820512820512816,ws_mirror,,True,0.35609312973058815,0.9361033042719172
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779905100,1779905190000000,1779905100000000,90,0.5119117936601693,9.767307692307693,5.0,5.0,,,ws_mirror,,,0.6771890154612706,0.6875151148730351
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779905100,1779905220000000,1779905100000000,120,0.68,7.352941176470588,5.0,5.0,,,ws_mirror,,,0.8308131460326682,0.43039829558817383
sleeve_fire_placed,poly_sniper_v5_sol_5m_depth_up_hod_session,SOL,5m,UP,sol-updown-5m-1779905400,1779905430000000,1779905400000000,30,0.66,7.575757575757575,5.0,5.0,,,ws_mirror,,,0.95049444104392,0.5711866556382685
sleeve_fire_placed,poly_sniper_v5_sol_5m_depth_up_hod_session,SOL,5m,UP,sol-updown-5m-1779905400,1779905460000000,1779905400000000,60,0.74,6.756756756756757,5.0,5.0,,,ws_mirror,,,0.8890526046260206,0.4533307439925589
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,UP,sol-updown-5m-1779905100,1779905400000000,1779905100000000,120,0.68,7.352941176470588,5.0,5.0,Down,-5.0,ws_mirror,,False,0.8308131460326682,0.43039829558817383
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779905100,1779905400000000,1779905100000000,90,0.5119117936601693,9.767307692307693,5.0,5.0,Down,4.67196153846154,ws_mirror,,True,0.6771890154612706,0.6875151148730351
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779905400,1779905520000000,1779905400000000,120,0.37,13.513513513513514,5.0,5.0,,,ws_mirror,,,0.7713816674687435,0.5084254686421327
sleeve_fire_placed,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779905400,1779905580000000,1779905400000000,180,0.45631067961165056,10.957446808510637,5.0,5.0,,,ws_mirror,,,0.7174847307051638,0.6067048598580539
sleeve_fire_resolved,poly_sniper_v5_sol_5m_rf_tr_partial_mid,SOL,5m,DOWN,sol-updown-5m-1779905400,1779905700000000,1779905400000000,120,0.37,13.513513513513514,5.0,5.0,Down,8.343243243243244,ws_mirror,,True,0.7713816674687435,0.5084254686421327
