sleeve,family,arm,coin,direction,entry_ts,entry_price,bars_held,unreal_pct,unreal_usd
VP_BTC,VP,OBSERVE,BTC,SHORT,2026-08-24T00:00:00+00:00,77805.0,3,-0.603,-1.51
