run_ts,n_open,n_pending,n_recent_closed,ledger_total
2026-06-25T08:05:12.294276+00:00,4,0,43,59
2026-06-25T09:05:06.688555+00:00,4,0,43,59
2026-06-25T10:05:10.065531+00:00,4,0,43,59
2026-06-25T11:05:08.017927+00:00,4,0,43,59
2026-06-25T12:05:11.047993+00:00,4,0,43,59
2026-06-25T13:05:08.567553+00:00,4,0,43,59
2026-06-25T14:05:07.076188+00:00,4,0,43,59
2026-06-25T15:05:08.097966+00:00,4,0,43,59
2026-06-25T16:05:12.291463+00:00,4,2,43,59
2026-06-25T17:05:12.430259+00:00,4,2,43,59
2026-06-25T18:05:10.384196+00:00,4,2,43,59
2026-06-25T19:05:10.268078+00:00,4,2,43,59
2026-06-25T20:05:21.911988+00:00,4,1,43,59
2026-06-25T21:05:14.998850+00:00,4,1,43,59
2026-06-25T22:05:08.482714+00:00,4,1,43,59
2026-06-25T23:05:08.247898+00:00,4,1,43,59
2026-06-26T00:05:13.703194+00:00,5,0,43,59
2026-06-26T01:05:09.547530+00:00,5,0,43,59
2026-06-26T02:05:08.253047+00:00,5,0,43,59
2026-06-26T03:05:07.467496+00:00,5,0,43,59
2026-06-26T04:05:13.171946+00:00,5,0,43,59
2026-06-26T05:05:07.157063+00:00,5,0,43,59
2026-06-26T06:05:09.023544+00:00,5,0,43,59
2026-06-26T07:05:07.141956+00:00,5,0,43,59
2026-06-26T08:05:15.001363+00:00,5,0,43,59
2026-06-26T09:05:06.934519+00:00,5,0,43,59
2026-06-26T10:05:10.563664+00:00,5,0,43,59
2026-06-26T11:05:08.407169+00:00,5,0,43,59
2026-06-26T12:05:15.458006+00:00,5,0,43,59
2026-06-26T13:05:06.989012+00:00,5,0,43,59
2026-06-26T14:05:15.382365+00:00,5,0,43,59
2026-06-26T15:05:11.752064+00:00,5,0,43,59
2026-06-26T16:05:18.843794+00:00,5,1,43,59
2026-06-26T17:05:13.337145+00:00,5,1,43,59
2026-06-26T18:05:10.624229+00:00,5,1,43,59
2026-06-26T19:05:10.137877+00:00,5,1,43,59
2026-06-26T20:05:18.533641+00:00,5,0,44,60
2026-06-26T21:05:11.642036+00:00,5,0,44,60
2026-06-26T22:05:06.976549+00:00,5,0,44,60
2026-06-26T23:05:08.161904+00:00,5,0,44,60
2026-06-27T00:05:15.782281+00:00,5,1,44,60
2026-06-27T01:05:11.133671+00:00,5,1,44,60
2026-06-27T02:05:12.378219+00:00,5,1,44,60
2026-06-27T03:05:11.715459+00:00,5,1,44,60
2026-06-27T04:05:12.214745+00:00,3,0,46,62
2026-06-27T05:05:10.903631+00:00,3,0,46,62
2026-06-27T06:05:09.255751+00:00,3,0,46,62
2026-06-27T07:05:10.935882+00:00,3,0,46,62
2026-06-27T08:05:15.077799+00:00,3,0,46,62
2026-06-27T09:05:09.157174+00:00,3,0,46,62
2026-06-27T10:05:10.576093+00:00,3,0,46,62
2026-06-27T11:05:07.137111+00:00,3,0,46,62
2026-06-27T12:05:13.077365+00:00,3,0,46,62
2026-06-27T13:05:09.991327+00:00,3,0,46,62
2026-06-27T14:05:07.758696+00:00,3,0,46,62
2026-06-27T15:05:10.573448+00:00,3,0,46,62
2026-06-27T16:05:11.671066+00:00,3,0,46,62
2026-06-27T17:05:10.004815+00:00,3,0,46,62
2026-06-27T18:05:08.887843+00:00,3,0,46,62
2026-06-27T19:05:11.681586+00:00,3,0,46,62
2026-06-27T20:05:13.137082+00:00,3,0,46,62
2026-06-27T21:05:08.544204+00:00,3,0,46,62
2026-06-27T22:05:06.803402+00:00,3,0,46,62
2026-06-27T23:05:07.858488+00:00,3,0,46,62
2026-06-28T00:05:11.975550+00:00,3,0,46,62
2026-06-28T01:05:06.767384+00:00,3,0,46,62
2026-06-28T02:05:08.368468+00:00,3,0,46,62
2026-06-28T03:05:06.643248+00:00,3,0,46,62
2026-06-28T04:05:12.168293+00:00,3,0,46,62
2026-06-28T05:05:08.204057+00:00,3,0,46,62
2026-06-28T06:05:06.684458+00:00,3,0,46,62
2026-06-28T07:05:08.254425+00:00,3,0,46,62
2026-06-28T08:05:10.980875+00:00,3,0,46,62
2026-06-28T09:05:08.116487+00:00,3,0,46,62
2026-06-28T10:05:06.895399+00:00,3,0,46,62
2026-06-28T11:05:08.505365+00:00,3,0,46,62
2026-06-28T12:05:11.505258+00:00,3,0,46,62
2026-06-28T13:05:08.157552+00:00,3,0,46,62
2026-06-28T14:05:08.216181+00:00,3,0,46,62
2026-06-28T15:05:06.804189+00:00,3,0,46,62
2026-06-28T16:05:12.692617+00:00,3,1,45,62
2026-06-28T17:05:16.855983+00:00,3,1,45,62
2026-06-28T18:05:10.321512+00:00,3,1,45,62
2026-06-28T19:05:15.421173+00:00,3,1,45,62
2026-06-28T20:05:14.170118+00:00,3,0,45,62
2026-06-28T21:05:10.606110+00:00,3,0,45,62
2026-06-28T22:05:10.951395+00:00,3,0,45,62
2026-06-28T23:05:06.891686+00:00,3,0,45,62
2026-06-29T00:05:13.107573+00:00,3,2,45,62
2026-06-29T01:05:08.245008+00:00,3,2,45,62
2026-06-29T02:05:06.845682+00:00,3,2,45,62
2026-06-29T03:05:14.801567+00:00,3,2,45,62
2026-06-29T04:05:18.391067+00:00,3,0,44,62
2026-06-29T05:05:09.246265+00:00,3,0,44,62
2026-06-29T06:05:08.442207+00:00,3,0,44,62
2026-06-29T07:14:20.801149+00:00,3,0,44,62
2026-06-29T08:05:16.016148+00:00,3,1,44,62
2026-06-29T09:05:10.438784+00:00,3,1,44,62
2026-06-29T10:05:10.258850+00:00,3,1,44,62
2026-06-29T11:05:06.934103+00:00,3,1,44,62
2026-06-29T12:05:13.111720+00:00,2,0,45,63
2026-06-29T13:05:08.261292+00:00,2,0,45,63
2026-06-29T14:05:14.775257+00:00,2,0,45,63
2026-06-29T15:05:11.880106+00:00,2,0,45,63
2026-06-29T16:05:13.620460+00:00,2,0,45,63
2026-06-29T18:05:11.029418+00:00,2,0,45,63
2026-06-29T19:05:08.738589+00:00,2,0,45,63
2026-06-29T20:05:14.710173+00:00,2,0,45,63
2026-06-29T21:05:10.797030+00:00,2,0,45,63
2026-06-29T22:05:09.210235+00:00,2,0,45,63
2026-06-29T23:05:14.831529+00:00,2,0,45,63
2026-06-30T00:05:12.235379+00:00,2,0,45,63
2026-06-30T01:05:09.801890+00:00,2,0,45,63
2026-06-30T02:05:13.558152+00:00,2,0,45,63
2026-06-30T03:05:06.581543+00:00,2,0,45,63
2026-06-30T04:05:12.430779+00:00,2,1,45,63
2026-06-30T05:05:07.989612+00:00,2,1,45,63
2026-06-30T06:05:08.100468+00:00,2,1,45,63
2026-06-30T07:05:06.635229+00:00,2,1,45,63
2026-06-30T08:05:12.196848+00:00,3,0,45,63
2026-06-30T09:05:06.668073+00:00,3,0,45,63
2026-06-30T10:05:08.248193+00:00,3,0,45,63
2026-06-30T11:05:08.082180+00:00,3,0,45,63
2026-06-30T12:05:11.302159+00:00,3,0,45,63
2026-06-30T13:05:14.185116+00:00,3,0,45,63
2026-06-30T15:05:09.628767+00:00,3,0,45,63
2026-06-30T16:05:13.409772+00:00,3,0,45,63
2026-06-30T17:05:14.947074+00:00,3,0,45,63
2026-06-30T18:05:09.641602+00:00,3,0,45,63
2026-06-30T19:05:10.659779+00:00,3,0,45,63
2026-06-30T20:05:14.644228+00:00,3,0,44,63
2026-06-30T21:05:09.303488+00:00,3,0,44,63
2026-06-30T22:05:10.268981+00:00,3,0,44,63
2026-06-30T23:05:10.305369+00:00,3,0,44,63
2026-07-01T00:05:14.814423+00:00,3,0,44,63
2026-07-01T01:05:17.127552+00:00,3,0,44,63
