run_ts,n_streams,n_open,n_pending,n_recent_closed,ledger_total
2026-08-18T01:05:22.883752+00:00,20,9,1,140,301
2026-08-18T02:05:34.631307+00:00,20,9,1,140,301
2026-08-18T03:05:24.711772+00:00,20,9,1,140,301
2026-08-18T04:05:35.923634+00:00,20,10,1,140,301
2026-08-18T05:05:25.290574+00:00,20,10,1,140,301
2026-08-18T06:05:23.385933+00:00,20,10,1,140,301
2026-08-18T07:05:23.801210+00:00,20,10,1,140,301
2026-08-18T08:05:31.639035+00:00,20,11,0,139,301
2026-08-18T09:05:21.424275+00:00,20,11,0,139,301
2026-08-18T10:05:18.618380+00:00,20,11,0,139,301
2026-08-18T11:05:21.254518+00:00,20,11,0,139,301
2026-08-18T12:05:34.065029+00:00,20,11,1,138,301
2026-08-18T13:05:18.304576+00:00,20,11,1,138,301
2026-08-18T14:05:24.243958+00:00,20,11,1,138,301
2026-08-18T15:05:25.607413+00:00,20,11,1,138,301
2026-08-18T19:05:38.928348+00:00,20,11,0,139,302
2026-08-18T20:05:38.040830+00:00,20,9,0,141,304
2026-08-18T21:05:25.274820+00:00,20,9,0,141,304
2026-08-18T22:05:27.551255+00:00,20,9,0,141,304
2026-08-18T23:05:21.772900+00:00,20,9,0,141,304
2026-08-19T00:05:38.489689+00:00,20,9,1,141,304
2026-08-19T01:05:21.632070+00:00,20,9,1,141,304
2026-08-19T02:05:20.522511+00:00,20,9,1,141,304
2026-08-19T03:05:16.720263+00:00,20,9,1,141,304
2026-08-19T04:05:22.954324+00:00,20,9,1,141,304
2026-08-19T05:05:23.147501+00:00,20,9,1,141,304
2026-08-19T06:05:17.877215+00:00,20,9,1,141,304
2026-08-19T07:05:14.264332+00:00,20,9,1,141,304
2026-08-19T08:05:25.723735+00:00,20,10,0,141,304
2026-08-19T09:05:17.368781+00:00,20,10,0,141,304
2026-08-19T10:05:14.512679+00:00,20,10,0,141,304
2026-08-19T11:05:17.045556+00:00,20,10,0,141,304
2026-08-19T12:05:25.380163+00:00,20,10,1,141,304
2026-08-19T13:05:28.910703+00:00,20,10,1,141,304
2026-08-19T14:05:23.275672+00:00,20,10,1,141,304
2026-08-19T15:05:14.551655+00:00,20,10,1,141,304
2026-08-19T16:05:27.906723+00:00,20,11,2,141,304
2026-08-19T17:05:14.185834+00:00,20,11,2,141,304
2026-08-19T18:05:16.936952+00:00,20,11,2,141,304
2026-08-19T19:05:15.199865+00:00,20,11,2,141,304
2026-08-19T20:05:25.780274+00:00,20,6,0,148,311
2026-08-19T21:05:14.462411+00:00,20,6,0,148,311
2026-08-19T22:05:16.876546+00:00,20,6,0,148,311
2026-08-19T23:05:17.946191+00:00,20,6,0,148,311
2026-08-20T00:05:25.570623+00:00,20,6,0,148,311
2026-08-20T01:05:28.448023+00:00,20,6,0,148,311
2026-08-20T02:05:21.219551+00:00,20,6,0,148,311
2026-08-20T03:05:25.766946+00:00,20,6,0,148,311
2026-08-20T04:05:34.183158+00:00,20,3,0,151,314
2026-08-20T05:05:19.031898+00:00,20,3,0,151,314
2026-08-20T06:05:22.546332+00:00,20,3,0,151,314
2026-08-20T07:05:21.419242+00:00,20,3,0,151,314
2026-08-20T08:05:31.720958+00:00,20,3,0,151,314
2026-08-20T09:05:21.861023+00:00,20,3,0,151,314
2026-08-20T10:05:21.679820+00:00,20,3,0,151,314
2026-08-20T11:05:18.844160+00:00,20,3,0,151,314
2026-08-20T12:05:34.653914+00:00,20,3,0,151,314
2026-08-20T13:05:27.268044+00:00,20,3,0,151,314
2026-08-20T15:05:28.524881+00:00,20,3,0,151,314
2026-08-20T16:05:36.238177+00:00,20,2,0,152,315
2026-08-20T20:05:27.000515+00:00,20,1,0,153,316
2026-08-20T22:05:24.311670+00:00,20,1,0,153,316
2026-08-20T23:05:25.469909+00:00,20,1,0,153,316
2026-08-21T00:05:38.744205+00:00,20,1,0,153,316
2026-08-21T01:05:25.163471+00:00,20,1,0,153,316
2026-08-21T02:05:21.820825+00:00,20,1,0,153,316
2026-08-21T03:05:20.956233+00:00,20,1,0,153,316
2026-08-21T04:05:22.875667+00:00,20,0,0,153,317
2026-08-21T05:05:22.157996+00:00,20,0,0,153,317
2026-08-21T06:05:25.793992+00:00,20,0,0,153,317
2026-08-21T07:05:20.617864+00:00,20,0,0,153,317
2026-08-21T08:05:39.468399+00:00,20,0,0,153,317
2026-08-21T09:05:25.762818+00:00,20,0,0,153,317
2026-08-21T10:05:20.691940+00:00,20,0,0,153,317
2026-08-21T11:05:26.449282+00:00,20,0,0,153,317
2026-08-21T12:05:38.434952+00:00,20,0,0,152,317
2026-08-21T14:05:25.887462+00:00,20,0,0,152,317
2026-08-21T15:05:20.078052+00:00,20,0,0,152,317
2026-08-21T16:05:39.482170+00:00,20,0,0,152,317
2026-08-21T17:05:22.560618+00:00,20,0,0,152,317
2026-08-21T18:05:23.494488+00:00,20,0,0,152,317
2026-08-21T19:05:25.626846+00:00,20,0,0,152,317
2026-08-21T20:05:35.705817+00:00,20,0,0,152,317
2026-08-21T21:05:23.989575+00:00,20,0,0,152,317
2026-08-21T22:05:22.851862+00:00,20,0,0,152,317
2026-08-21T23:05:20.700190+00:00,20,0,0,152,317
2026-08-22T00:05:34.682087+00:00,20,0,0,152,317
2026-08-22T01:05:22.046339+00:00,20,0,0,152,317
2026-08-22T02:05:19.551823+00:00,20,0,0,152,317
2026-08-22T03:05:22.265696+00:00,20,0,0,152,317
2026-08-22T04:05:35.093580+00:00,20,0,0,151,317
2026-08-22T05:05:19.516055+00:00,20,0,0,151,317
2026-08-22T06:05:25.370898+00:00,20,0,0,151,317
2026-08-22T07:05:21.927336+00:00,20,0,0,151,317
2026-08-22T08:05:37.913011+00:00,20,0,0,151,317
2026-08-22T09:05:24.209912+00:00,20,0,0,151,317
2026-08-22T10:05:22.434955+00:00,20,0,0,151,317
2026-08-22T11:05:22.191112+00:00,20,0,0,151,317
2026-08-22T12:05:37.636792+00:00,20,0,0,149,317
2026-08-22T13:05:22.130177+00:00,20,0,0,149,317
2026-08-22T14:05:26.942476+00:00,20,0,0,149,317
2026-08-22T15:05:23.042453+00:00,20,0,0,149,317
2026-08-22T16:05:35.715459+00:00,20,0,0,149,317
2026-08-22T17:05:20.104989+00:00,20,0,0,149,317
2026-08-22T18:05:25.989772+00:00,20,0,0,149,317
2026-08-22T19:05:23.402778+00:00,20,0,0,149,317
2026-08-22T20:05:39.064350+00:00,20,0,0,149,317
2026-08-22T21:05:25.579107+00:00,20,0,0,149,317
2026-08-22T22:05:22.665031+00:00,20,0,0,149,317
2026-08-22T23:05:20.461482+00:00,20,0,0,149,317
2026-08-23T00:05:37.799356+00:00,20,0,0,146,317
2026-08-23T01:05:26.726180+00:00,20,0,0,146,317
2026-08-23T02:05:32.467260+00:00,20,0,0,146,317
2026-08-23T03:05:29.823705+00:00,20,0,0,146,317
2026-08-23T04:05:27.625605+00:00,20,0,0,145,317
2026-08-23T05:05:18.564244+00:00,20,0,0,145,317
2026-08-23T06:05:19.819255+00:00,20,0,0,145,317
2026-08-23T07:05:18.649317+00:00,20,0,0,145,317
2026-08-23T08:05:27.168298+00:00,20,0,0,144,317
2026-08-23T09:05:17.798268+00:00,20,0,0,144,317
2026-08-23T10:05:19.972695+00:00,20,0,0,144,317
2026-08-23T11:05:21.286324+00:00,20,0,0,144,317
2026-08-23T12:05:29.374853+00:00,20,0,0,144,317
2026-08-23T13:05:23.784971+00:00,20,0,0,144,317
2026-08-23T14:05:30.413914+00:00,20,0,0,144,317
2026-08-23T15:05:23.626632+00:00,20,0,0,144,317
2026-08-23T16:05:39.687037+00:00,20,0,0,143,317
2026-08-23T17:05:23.731072+00:00,20,0,0,143,317
2026-08-23T18:05:28.901111+00:00,20,0,0,143,317
2026-08-23T19:05:24.208792+00:00,20,0,0,143,317
2026-08-23T20:05:32.357661+00:00,20,0,1,143,317
2026-08-23T21:05:23.870672+00:00,20,0,1,143,317
2026-08-23T22:05:27.729938+00:00,20,0,1,143,317
2026-08-23T23:05:23.889915+00:00,20,0,1,143,317
2026-08-24T00:05:38.492240+00:00,20,1,0,142,317
2026-08-24T01:05:20.209829+00:00,20,1,0,142,317
2026-08-24T02:05:25.598494+00:00,20,1,0,142,317
2026-08-24T03:05:24.268146+00:00,20,1,0,142,317
2026-08-24T04:05:36.773916+00:00,20,1,0,142,317
2026-08-24T05:05:22.843195+00:00,20,1,0,142,317
2026-08-24T06:05:21.864564+00:00,20,1,0,142,317
2026-08-24T07:05:23.100245+00:00,20,1,0,142,317
2026-08-24T08:05:35.531019+00:00,20,1,0,140,317
2026-08-24T09:05:22.474687+00:00,20,1,0,140,317
2026-08-24T10:05:24.327494+00:00,20,1,0,140,317
2026-08-24T11:05:22.161575+00:00,20,1,0,140,317
2026-08-24T12:05:30.081603+00:00,20,1,1,140,317
2026-08-24T13:05:25.262495+00:00,20,1,1,140,317
