run_ts,n_streams,n_open,n_pending,n_recent_closed,ledger_total
2026-08-02T14:05:21.898081+00:00,20,7,1,114,258
2026-08-02T15:05:22.091599+00:00,20,7,1,114,258
2026-08-02T16:05:28.069157+00:00,20,8,1,114,258
2026-08-02T17:05:21.161866+00:00,20,8,1,114,258
2026-08-02T18:05:19.038800+00:00,20,8,1,114,258
2026-08-02T19:05:22.691190+00:00,20,8,1,114,258
2026-08-02T20:05:28.386304+00:00,20,8,0,115,259
2026-08-02T21:05:21.376729+00:00,20,8,0,115,259
2026-08-02T22:05:19.792271+00:00,20,8,0,115,259
2026-08-02T23:05:17.434926+00:00,20,8,0,115,259
2026-08-03T00:05:28.438470+00:00,20,8,1,115,259
2026-08-03T01:05:21.248567+00:00,20,8,1,115,259
2026-08-03T02:05:15.126116+00:00,20,8,1,115,259
2026-08-03T03:05:20.426651+00:00,20,8,1,115,259
2026-08-03T04:05:29.189349+00:00,20,9,0,115,259
2026-08-03T05:05:17.558066+00:00,20,9,0,115,259
2026-08-03T06:05:21.557112+00:00,20,9,0,115,259
2026-08-03T07:05:15.287725+00:00,20,9,0,115,259
2026-08-03T08:05:27.482894+00:00,20,9,1,115,259
2026-08-03T09:05:16.475227+00:00,20,9,1,115,259
2026-08-03T10:05:20.730963+00:00,20,9,1,115,259
2026-08-03T11:05:28.221037+00:00,20,9,1,115,259
2026-08-03T12:05:28.768573+00:00,20,8,2,117,261
2026-08-03T14:05:20.001940+00:00,20,8,2,117,261
2026-08-03T15:05:17.753628+00:00,20,8,2,117,261
2026-08-03T19:05:25.292829+00:00,20,8,1,118,262
2026-08-03T21:05:37.551480+00:00,20,7,0,120,264
2026-08-03T22:05:17.502737+00:00,20,7,0,120,264
2026-08-03T23:05:35.111079+00:00,20,7,0,120,264
2026-08-04T00:05:29.481015+00:00,20,7,0,120,264
2026-08-04T01:05:19.817444+00:00,20,7,0,120,264
2026-08-04T02:05:20.925557+00:00,20,7,0,120,264
2026-08-04T03:05:18.899987+00:00,20,7,0,120,264
2026-08-04T04:05:35.840329+00:00,20,7,0,120,264
2026-08-04T05:05:19.177204+00:00,20,7,0,120,264
2026-08-04T06:05:27.542333+00:00,20,7,0,120,264
2026-08-04T07:05:18.589200+00:00,20,7,0,120,264
2026-08-04T08:05:32.696370+00:00,20,7,0,120,264
2026-08-04T09:05:19.001625+00:00,20,7,0,120,264
2026-08-04T10:05:22.363609+00:00,20,7,0,120,264
2026-08-04T11:05:22.160017+00:00,20,7,0,120,264
2026-08-04T12:05:32.186710+00:00,20,7,0,120,264
2026-08-04T13:05:21.859362+00:00,20,7,0,120,264
2026-08-04T14:05:26.386927+00:00,20,7,0,120,264
2026-08-04T15:05:19.409919+00:00,20,7,0,120,264
2026-08-04T16:05:30.358516+00:00,20,7,0,120,264
2026-08-04T17:05:20.190794+00:00,20,7,0,120,264
2026-08-04T18:05:16.728842+00:00,20,7,0,120,264
2026-08-04T19:05:23.914795+00:00,20,7,0,120,264
2026-08-04T20:05:38.477074+00:00,20,7,0,120,264
2026-08-04T21:05:17.396218+00:00,20,7,0,120,264
2026-08-04T22:05:22.531025+00:00,20,7,0,120,264
2026-08-04T23:05:20.230908+00:00,20,7,0,120,264
2026-08-05T00:05:30.584515+00:00,20,7,0,120,264
2026-08-05T01:05:17.130559+00:00,20,7,0,120,264
2026-08-05T03:05:31.147608+00:00,20,7,0,120,264
2026-08-05T05:05:25.764988+00:00,20,7,1,120,264
2026-08-05T06:05:18.915863+00:00,20,7,1,120,264
2026-08-05T07:05:22.564469+00:00,20,7,1,120,264
2026-08-05T08:05:32.632738+00:00,20,8,0,120,264
2026-08-05T09:05:19.496133+00:00,20,8,0,120,264
2026-08-05T10:05:20.021130+00:00,20,8,0,120,264
2026-08-05T11:05:22.368283+00:00,20,8,0,120,264
2026-08-05T12:05:30.560374+00:00,20,8,0,120,264
2026-08-05T13:05:21.183445+00:00,20,8,0,120,264
2026-08-05T14:05:19.921210+00:00,20,8,0,120,264
2026-08-05T15:05:31.782762+00:00,20,8,0,120,264
2026-08-05T17:05:30.997107+00:00,20,8,1,120,264
2026-08-05T19:05:22.270051+00:00,20,8,1,120,264
2026-08-05T21:05:35.504865+00:00,20,8,0,121,265
2026-08-05T22:05:22.111736+00:00,20,8,0,121,265
2026-08-05T23:05:22.717004+00:00,20,8,0,121,265
2026-08-06T00:05:28.280963+00:00,20,8,0,121,265
2026-08-06T01:05:20.792825+00:00,20,8,0,121,265
2026-08-06T02:05:18.453013+00:00,20,8,0,121,265
2026-08-06T03:05:32.685370+00:00,20,8,0,121,265
2026-08-06T04:05:49.308117+00:00,20,8,2,121,265
2026-08-06T05:05:20.541279+00:00,20,8,2,121,265
2026-08-06T06:05:20.389435+00:00,20,8,2,121,265
2026-08-06T07:05:20.554787+00:00,20,8,2,121,265
2026-08-06T08:05:34.257189+00:00,20,9,0,122,266
2026-08-06T09:05:26.953621+00:00,20,9,0,122,266
2026-08-06T10:05:23.313773+00:00,20,9,0,122,266
2026-08-06T11:05:20.375406+00:00,20,9,0,122,266
2026-08-06T12:05:34.087362+00:00,20,9,1,122,266
2026-08-06T13:05:22.094766+00:00,20,9,1,122,266
2026-08-06T14:05:23.923223+00:00,20,9,1,122,266
2026-08-06T15:05:22.200475+00:00,20,9,1,122,266
2026-08-06T16:05:30.895423+00:00,20,10,2,122,266
2026-08-06T18:05:21.592959+00:00,20,10,2,122,266
2026-08-06T19:05:32.052244+00:00,20,10,2,122,266
2026-08-06T20:05:35.512383+00:00,20,12,1,122,266
2026-08-06T21:05:20.207446+00:00,20,12,1,122,266
2026-08-06T22:05:17.660286+00:00,20,12,1,122,266
2026-08-06T23:05:18.759712+00:00,20,12,1,122,266
2026-08-07T00:05:28.793774+00:00,20,13,0,122,266
2026-08-07T01:05:17.760396+00:00,20,13,0,122,266
2026-08-07T02:05:19.143267+00:00,20,13,0,122,266
2026-08-07T03:05:18.961764+00:00,20,13,0,122,266
2026-08-07T04:05:36.067137+00:00,20,13,0,122,266
2026-08-07T05:05:20.374924+00:00,20,13,0,122,266
2026-08-07T06:05:19.256049+00:00,20,13,0,122,266
2026-08-07T07:05:17.637364+00:00,20,13,0,122,266
2026-08-07T08:05:29.251413+00:00,20,13,0,121,266
2026-08-07T09:05:20.854890+00:00,20,13,0,121,266
2026-08-07T10:05:16.712612+00:00,20,13,0,121,266
2026-08-07T11:05:19.214486+00:00,20,13,0,121,266
2026-08-07T12:05:46.928653+00:00,20,12,0,122,267
2026-08-07T13:05:32.829284+00:00,20,12,0,122,267
2026-08-07T15:05:17.099160+00:00,20,12,0,122,267
2026-08-07T17:05:39.853554+00:00,20,11,0,123,268
2026-08-07T19:05:23.366525+00:00,20,11,0,123,268
2026-08-07T20:05:30.192984+00:00,20,9,0,125,270
2026-08-07T21:05:21.629053+00:00,20,9,0,125,270
2026-08-07T22:05:19.544214+00:00,20,9,0,125,270
2026-08-07T23:05:23.570836+00:00,20,9,0,125,270
2026-08-08T00:05:31.467346+00:00,20,9,0,125,270
2026-08-08T01:05:21.154850+00:00,20,9,0,125,270
2026-08-08T02:05:19.219188+00:00,20,9,0,125,270
2026-08-08T03:05:16.262131+00:00,20,9,0,125,270
2026-08-08T04:05:38.831854+00:00,20,9,2,125,270
2026-08-08T05:05:18.546806+00:00,20,9,2,125,270
2026-08-08T06:05:22.754181+00:00,20,9,2,125,270
2026-08-08T07:05:22.444853+00:00,20,9,2,125,270
2026-08-08T08:05:31.522626+00:00,20,11,2,125,270
2026-08-08T09:05:20.973217+00:00,20,11,2,125,270
2026-08-08T10:05:22.434571+00:00,20,11,2,125,270
2026-08-08T11:05:18.467196+00:00,20,11,2,125,270
2026-08-08T12:05:32.224066+00:00,20,13,1,125,270
2026-08-08T13:05:21.382512+00:00,20,13,1,125,270
2026-08-08T14:05:21.636990+00:00,20,13,1,125,270
2026-08-08T15:05:20.198144+00:00,20,13,1,125,270
2026-08-08T16:05:29.810002+00:00,20,12,0,127,272
2026-08-08T17:05:31.957051+00:00,20,12,0,127,272
2026-08-08T18:05:34.859643+00:00,20,12,0,127,272
2026-08-08T19:05:25.024329+00:00,20,12,0,127,272
2026-08-08T20:05:33.405723+00:00,20,9,1,130,275
2026-08-08T21:05:27.735290+00:00,20,9,1,130,275
2026-08-08T22:05:27.362291+00:00,20,9,1,130,275
2026-08-08T23:05:22.956211+00:00,20,9,1,130,275
2026-08-09T00:05:43.536077+00:00,20,10,0,130,275
2026-08-09T01:05:22.203992+00:00,20,10,0,130,275
2026-08-09T02:05:19.859446+00:00,20,10,0,130,275
2026-08-09T03:05:22.362843+00:00,20,10,0,130,275
2026-08-09T04:05:29.397814+00:00,20,10,0,130,275
2026-08-09T05:05:21.284190+00:00,20,10,0,130,275
2026-08-09T06:05:17.260110+00:00,20,10,0,130,275
2026-08-09T07:05:25.011802+00:00,20,10,0,130,275
2026-08-09T08:05:28.876161+00:00,20,10,0,130,275
2026-08-09T09:05:18.800344+00:00,20,10,0,130,275
2026-08-09T10:05:19.106322+00:00,20,10,0,130,275
2026-08-09T11:05:21.956122+00:00,20,10,0,130,275
2026-08-09T12:05:29.689577+00:00,20,10,0,130,275
2026-08-09T13:05:20.536310+00:00,20,10,0,130,275
2026-08-09T14:05:19.467288+00:00,20,10,0,130,275
2026-08-09T15:05:20.033239+00:00,20,10,0,130,275
2026-08-09T16:05:30.343803+00:00,20,10,0,129,275
2026-08-09T17:05:18.431657+00:00,20,10,0,129,275
2026-08-09T18:05:18.702275+00:00,20,10,0,129,275
2026-08-09T19:05:22.579971+00:00,20,10,0,129,275
2026-08-09T20:05:32.228733+00:00,20,10,2,129,275
2026-08-09T21:05:19.371362+00:00,20,10,2,129,275
2026-08-09T22:05:19.403718+00:00,20,10,2,129,275
2026-08-09T23:05:21.313925+00:00,20,10,2,129,275
2026-08-10T00:05:33.895461+00:00,20,12,2,128,275
2026-08-10T01:05:18.667570+00:00,20,12,2,128,275
2026-08-10T02:05:28.791258+00:00,20,12,2,128,275
2026-08-10T03:05:27.784388+00:00,20,12,2,128,275
2026-08-10T04:05:23.091034+00:00,20,12,0,130,277
2026-08-10T05:05:17.078024+00:00,20,12,0,130,277
2026-08-10T06:05:17.156676+00:00,20,12,0,130,277
2026-08-10T07:05:18.521956+00:00,20,12,0,130,277
2026-08-10T08:05:22.958770+00:00,20,12,0,130,277
2026-08-10T09:05:22.828096+00:00,20,12,0,130,277
2026-08-10T10:05:17.201085+00:00,20,12,0,130,277
2026-08-10T11:05:14.410524+00:00,20,12,0,130,277
2026-08-10T12:05:31.655781+00:00,20,10,1,132,279
2026-08-10T13:05:23.497996+00:00,20,10,1,132,279
2026-08-10T14:05:17.035209+00:00,20,10,1,132,279
2026-08-10T15:05:14.395383+00:00,20,10,1,132,279
2026-08-10T16:05:25.111189+00:00,20,10,2,132,279
2026-08-10T18:05:25.440940+00:00,20,10,2,132,279
2026-08-10T19:05:24.213933+00:00,20,10,2,132,279
2026-08-10T20:05:35.642801+00:00,20,10,0,132,280
2026-08-10T21:05:15.109512+00:00,20,10,0,132,280
2026-08-10T22:05:16.944992+00:00,20,10,0,132,280
2026-08-10T23:05:16.813755+00:00,20,10,0,132,280
2026-08-11T00:05:26.695237+00:00,20,9,2,133,281
2026-08-11T02:05:26.679289+00:00,20,9,2,133,281
2026-08-11T03:05:23.130951+00:00,20,9,2,133,281
2026-08-11T04:05:22.561746+00:00,20,11,1,133,281
2026-08-11T05:05:16.767271+00:00,20,11,1,133,281
2026-08-11T06:05:16.921726+00:00,20,11,1,133,281
2026-08-11T07:05:14.118981+00:00,20,11,1,133,281
2026-08-11T08:05:30.995703+00:00,20,11,0,133,282
2026-08-11T09:05:22.642777+00:00,20,11,0,133,282
2026-08-11T10:05:14.273015+00:00,20,11,0,133,282
2026-08-11T11:05:16.902655+00:00,20,11,0,133,282
2026-08-11T12:05:22.293526+00:00,20,11,0,133,282
2026-08-11T13:05:16.839967+00:00,20,11,0,133,282
2026-08-11T14:05:18.026214+00:00,20,11,0,133,282
2026-08-11T15:05:24.390611+00:00,20,11,0,133,282
2026-08-11T16:05:36.760767+00:00,20,9,0,135,284
2026-08-11T17:05:15.444296+00:00,20,9,0,135,284
2026-08-11T18:05:27.234735+00:00,20,9,0,135,284
2026-08-11T19:05:27.526598+00:00,20,9,0,135,284
2026-08-11T20:05:23.935892+00:00,20,9,1,135,284
2026-08-11T21:05:17.590805+00:00,20,9,1,135,284
2026-08-11T22:05:20.072925+00:00,20,9,1,135,284
2026-08-11T23:05:18.144544+00:00,20,9,1,135,284
2026-08-12T00:05:25.444905+00:00,20,10,0,135,284
2026-08-12T01:05:17.342566+00:00,20,10,0,135,284
2026-08-12T02:05:23.812283+00:00,20,10,0,135,284
2026-08-12T03:05:28.372859+00:00,20,10,0,135,284
2026-08-12T04:05:31.629090+00:00,20,10,1,135,284
2026-08-12T05:05:14.617327+00:00,20,10,1,135,284
2026-08-12T16:05:35.605412+00:00,20,11,0,138,288
2026-08-12T17:05:21.234239+00:00,20,11,0,138,288
2026-08-12T18:05:25.773694+00:00,20,11,0,138,288
2026-08-12T19:05:30.770973+00:00,20,11,0,138,288
2026-08-12T20:05:48.484275+00:00,20,11,0,138,288
2026-08-12T21:05:27.321988+00:00,20,11,0,138,288
2026-08-12T22:05:24.739976+00:00,20,11,0,138,288
2026-08-12T23:05:25.079056+00:00,20,11,0,138,288
2026-08-13T01:05:22.779159+00:00,20,11,2,138,288
2026-08-13T02:05:21.524218+00:00,20,11,2,138,288
2026-08-13T03:05:27.375710+00:00,20,11,2,138,288
2026-08-13T04:05:34.162366+00:00,20,12,0,139,289
2026-08-13T05:05:26.685955+00:00,20,12,0,139,289
2026-08-13T07:05:19.520488+00:00,20,12,0,139,289
2026-08-13T08:05:27.209839+00:00,20,12,0,138,289
2026-08-13T09:05:21.096924+00:00,20,12,0,138,289
2026-08-13T12:05:36.633251+00:00,20,12,0,138,289
2026-08-13T13:05:28.724959+00:00,20,12,0,138,289
2026-08-13T14:05:25.357052+00:00,20,12,0,138,289
2026-08-13T16:05:39.586765+00:00,20,12,1,138,289
2026-08-13T17:05:20.184630+00:00,20,12,1,138,289
2026-08-13T18:05:25.519987+00:00,20,12,1,138,289
2026-08-13T19:05:29.332684+00:00,20,12,1,138,289
2026-08-13T20:05:35.359944+00:00,20,13,0,138,289
2026-08-13T21:05:22.078920+00:00,20,13,0,138,289
2026-08-13T23:05:22.753247+00:00,20,13,0,138,289
2026-08-14T00:05:39.911437+00:00,20,13,0,138,289
2026-08-14T01:05:21.906517+00:00,20,13,0,138,289
2026-08-14T02:05:20.476701+00:00,20,13,0,138,289
2026-08-14T03:05:19.704593+00:00,20,13,0,138,289
2026-08-14T04:05:36.334884+00:00,20,13,0,138,289
2026-08-14T05:05:17.068465+00:00,20,13,0,138,289
2026-08-14T06:05:26.253353+00:00,20,13,0,138,289
2026-08-14T07:05:25.772347+00:00,20,13,0,138,289
2026-08-14T08:05:37.910386+00:00,20,13,1,138,289
2026-08-14T09:05:29.121569+00:00,20,13,1,138,289
2026-08-14T10:05:20.836088+00:00,20,13,1,138,289
2026-08-14T11:05:23.607980+00:00,20,13,1,138,289
2026-08-14T12:05:44.761780+00:00,20,14,1,138,289
2026-08-14T13:05:32.583585+00:00,20,14,1,138,289
2026-08-14T14:05:21.036878+00:00,20,14,1,138,289
2026-08-14T15:05:18.072592+00:00,20,14,1,138,289
2026-08-14T16:05:38.295962+00:00,20,14,0,139,290
2026-08-14T17:05:29.648417+00:00,20,14,0,139,290
2026-08-14T18:05:20.897119+00:00,20,14,0,139,290
2026-08-14T19:05:27.029034+00:00,20,14,0,139,290
2026-08-14T20:05:35.019099+00:00,20,14,0,139,290
2026-08-14T21:05:24.421616+00:00,20,14,0,139,290
2026-08-14T22:05:24.229588+00:00,20,14,0,139,290
2026-08-15T00:05:37.902372+00:00,20,13,0,140,291
2026-08-15T01:05:26.622648+00:00,20,13,0,140,291
2026-08-15T02:05:23.536125+00:00,20,13,0,140,291
2026-08-15T03:05:20.356425+00:00,20,13,0,140,291
2026-08-15T04:05:23.369328+00:00,20,13,0,140,291
2026-08-15T05:05:17.630758+00:00,20,13,0,140,291
2026-08-15T06:05:18.565465+00:00,20,13,0,140,291
2026-08-15T07:05:23.362780+00:00,20,13,0,140,291
2026-08-15T08:08:36.565336+00:00,20,11,0,142,293
2026-08-15T09:05:18.872738+00:00,20,9,0,144,295
2026-08-15T10:05:17.292945+00:00,20,9,0,144,295
2026-08-15T11:05:14.546460+00:00,20,9,0,144,295
2026-08-15T12:05:27.035160+00:00,20,9,0,144,295
2026-08-15T13:05:27.566988+00:00,20,9,0,144,295
2026-08-15T14:05:19.193073+00:00,20,9,0,144,295
2026-08-15T15:05:27.844223+00:00,20,9,0,144,295
2026-08-15T16:05:27.871080+00:00,20,9,0,144,295
2026-08-15T17:05:25.874610+00:00,20,9,0,144,295
2026-08-15T18:05:23.534556+00:00,20,9,0,144,295
2026-08-15T19:05:20.171645+00:00,20,9,0,144,295
2026-08-15T20:05:30.584633+00:00,20,9,1,142,295
2026-08-15T21:05:18.126433+00:00,20,9,1,142,295
2026-08-15T22:05:22.696543+00:00,20,9,1,142,295
2026-08-15T23:05:17.451420+00:00,20,9,1,142,295
2026-08-16T00:05:25.168683+00:00,20,10,0,141,295
2026-08-16T01:05:14.225508+00:00,20,10,0,141,295
2026-08-16T02:05:19.101558+00:00,20,10,0,141,295
2026-08-16T03:05:20.642309+00:00,20,10,0,141,295
2026-08-16T04:05:33.337680+00:00,20,9,1,142,296
2026-08-16T05:05:17.434075+00:00,20,9,1,142,296
2026-08-16T06:05:19.986978+00:00,20,9,1,142,296
2026-08-16T07:05:14.020562+00:00,20,9,1,142,296
2026-08-16T08:05:25.392995+00:00,20,10,0,142,296
2026-08-16T09:05:14.109764+00:00,20,10,0,142,296
2026-08-16T10:05:16.609762+00:00,20,10,0,142,296
2026-08-16T11:05:16.918000+00:00,20,10,0,142,296
2026-08-16T12:05:22.911907+00:00,20,8,0,143,298
2026-08-16T13:05:17.087508+00:00,20,8,0,143,298
2026-08-16T14:05:21.235098+00:00,20,8,0,143,298
2026-08-16T15:05:16.794883+00:00,20,8,0,143,298
2026-08-16T16:05:22.933877+00:00,20,8,0,141,298
2026-08-16T17:05:20.396007+00:00,20,8,0,141,298
2026-08-16T18:05:26.288343+00:00,20,8,0,141,298
2026-08-16T19:05:18.669460+00:00,20,8,0,141,298
2026-08-16T20:05:22.725416+00:00,20,8,0,140,298
2026-08-16T21:05:17.260326+00:00,20,8,0,140,298
2026-08-16T22:05:16.961034+00:00,20,8,0,140,298
2026-08-16T23:05:14.006226+00:00,20,8,0,140,298
2026-08-17T00:05:25.227541+00:00,20,8,1,138,298
2026-08-17T01:05:16.835638+00:00,20,8,1,138,298
2026-08-17T02:05:16.743954+00:00,20,8,1,138,298
2026-08-17T03:05:13.960687+00:00,20,8,1,138,298
2026-08-17T04:05:29.836037+00:00,20,7,2,139,300
2026-08-17T05:05:16.782949+00:00,20,7,2,139,300
2026-08-17T06:05:15.478870+00:00,20,7,2,139,300
2026-08-17T07:05:16.926318+00:00,20,7,2,139,300
2026-08-17T08:05:23.094394+00:00,20,8,0,139,300
2026-08-17T09:05:17.424108+00:00,20,8,0,139,300
2026-08-17T10:05:17.383511+00:00,20,8,0,139,300
2026-08-17T11:05:15.179038+00:00,20,8,0,139,300
2026-08-17T12:05:25.481536+00:00,20,8,1,139,300
2026-08-17T13:05:17.616910+00:00,20,8,1,139,300
2026-08-17T14:05:17.479101+00:00,20,8,1,139,300
2026-08-17T15:05:18.738654+00:00,20,8,1,139,300
2026-08-17T18:05:37.579913+00:00,20,9,1,139,300
2026-08-17T19:05:22.502860+00:00,20,9,1,139,300
2026-08-17T20:05:35.758150+00:00,20,10,0,139,300
2026-08-17T21:05:19.429560+00:00,20,10,0,139,300
2026-08-17T22:05:22.179195+00:00,20,10,0,139,300
2026-08-17T23:05:28.243498+00:00,20,10,0,139,300
2026-08-18T00:05:35.248608+00:00,20,9,1,140,301
