n_full,wr_full,sum_pnl_full,dpt_full_25,n_train,wr_train,dpt_train_25,sum_pnl_train,n_val,wr_val,dpt_val_25,sum_pnl_val,n_lock,wr_lock,dpt_lock_25,sum_pnl_lock,max_dd_25,loss_streak,sharpe_daily,fires_per_day,bootstrap_p,boot_ci_lo_$25,boot_ci_hi_$25,days_lock,passes_v6,fails,sleeve_id,gate_stack,cohort,n_gates
603,0.5588723051409619,1685.2329984612861,2.794747924479745,377,0.5437665782493368,2.1732112475791663,819.3006403373456,116,0.5603448275862069,3.4203867354551303,396.7648613127951,110,0.6090909090909091,4.265159061919502,469.16749681114527,375.296509174182,7,8.578498234154198,21.535714285714285,0.032,-17.251650324121712,1167.393642940475,5,False,wr_lock<0.65 (0.609),V6_S2_PW_TREND_SLOPE,g_mp_skew_with&g_offset_early&g_above_1h_dailyvwap_with&g_pw_trend_slope_with,MP31,4
467,0.6788008565310493,1448.0492828103415,3.1007479289300677,293,0.6825938566552902,3.6774618470800515,1077.496321194455,88,0.6363636363636364,0.9905836713369023,87.1713630776474,76,0.7105263157894737,3.118601781733469,237.01373541174365,211.36294010740562,5,10.385635432870446,14.151515151515152,0.083,-66.36163698234057,577.6806259945997,5,False,dpt_lock<$4 (3.12),V5_S5_REPL,g_tr_stack_full_with&g_offset_early&g_above_1h_dailyvwap_with,MP31,3
499,0.5490981963927856,1143.5469542567507,2.2916772630395807,333,0.5375375375375375,1.3541789072789256,450.9415761238822,80,0.5875,5.388981988999196,431.11855911993564,86,0.5581395348837209,3.0405444071271277,261.486819012933,245.3524471453762,6,5.503130050999407,15.59375,0.193,-238.17019394780047,791.4440142496119,5,False,wr_lock<0.65 (0.558);dpt_lock<$4 (3.04),V6_S2_PW_F7_MOMO,g_mp_skew_with&g_offset_early&g_above_1h_dailyvwap_with&g_pw_f7_rsi_momentum_with,MP31,4
126,0.6666666666666666,205.18080720243128,1.6284191047812007,71,0.6619718309859155,1.2185104737262402,86.51424363456306,27,0.6296296296296297,0.8609324212878304,23.24517537477142,24,0.7083333333333334,2.453646265156848,58.887510363764356,192.44353132342218,4,2.872733190698816,4.064516129032258,0.211,-72.02405764947608,204.12200414230443,5,False,dpt_lock<$4 (2.45),V6_S5_HOD_NIGHT,g_tr_stack_full_with&g_offset_early&g_above_1h_dailyvwap_with&g_hod_overnight,MP31,4
378,0.843915343915344,469.8560520571487,1.2430054287226155,230,0.8434782608695652,1.218457077220707,280.2451277607626,63,0.7777777777777778,0.13812478733539046,8.701861602129599,85,0.8941176470588236,2.128341914050077,180.90906269425656,180.24042795501953,4,5.4221254423312075,17.181818181818183,0.005,11.353670389214424,486.3274608380179,5,False,dpt_lock<$4 (2.13),V6_TRSTACK_VOL_MID,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_mid&g_vol_high,HUR22,4
262,0.6603053435114504,608.2393471399795,2.3215242257251125,182,0.6593406593406593,2.7383974076658446,498.3883281951837,40,0.65,1.2883647796998212,51.534591187992845,35,0.6571428571428571,0.5239786976079427,18.339254416277996,213.9408819592935,4,5.401372339468129,9.03448275862069,0.389,-315.8066792212822,219.39146756990436,5,False,dpt_lock<$4 (0.52),V6_S5_UP_ONLY,g_tr_stack_full_with&g_offset_early&g_above_1h_dailyvwap_with&g_dir_up,MP31,4
40,0.6,-41.0231839695108,-1.0255795992377699,20,0.6,-0.6108686633213682,-12.217373266427366,11,0.5454545454545454,-2.5440821596630925,-27.984903756294017,9,0.6666666666666666,-0.09121188297660125,-0.8209069467894112,125.82102066395038,4,-1.4341602525873427,2.6666666666666665,0.592,-67.6500012380921,52.41615106733085,3,False,dpt_lock<$4 (-0.09),V6_HIQ_TR_RIBBON_HURST_F7,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_ribbon_slope_with&g_hurst_trending&g_pw_f7_rsi_momentum_with,HUR22,6
23,0.7391304347826086,71.44487585323567,3.1062989501406815,15,0.8,6.183209613628885,92.74814420443327,4,0.5,-5.106585974848552,-20.426343899394208,4,0.75,-0.2192311129508483,-0.8769244518033932,51.17634408565871,1,6.507230083735079,2.090909090909091,0.746,-11.50000037252903,9.746151468922243,2,False,n_lock<5 (4);dpt_lock<$4 (-0.22),V6_HIQ_TR_MARKOV_HURST,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_markov_with&g_hurst_trending&g_vol_high,HUR22,6
198,0.6717171717171717,448.6197328315442,2.2657562264219404,123,0.6747967479674797,2.729033449462577,335.671114283897,37,0.6756756756756757,2.2572390595268432,83.51784520249319,33,0.6363636363636364,-0.5576048452062256,-18.400959891805442,172.27611350498927,5,4.539325705197729,6.1875,0.562,-221.34691508492466,172.28782586255872,5,False,wr_lock<0.65 (0.636);dpt_lock<$4 (-0.56),V6_S5_PW_F7_MOMO,g_tr_stack_full_with&g_offset_early&g_above_1h_dailyvwap_with&g_pw_f7_rsi_momentum_with,MP31,4
207,0.8840579710144928,17.466570790386534,0.08437956903568374,112,0.9017857142857143,-0.009443999386303581,-1.057727931266001,32,0.9375,4.459889682991879,142.71646985574012,63,0.8253968253968254,-1.9713043037156759,-124.19217113408759,156.86312048570954,2,0.27470024322576475,9.409090909090908,0.911,-263.19729117500094,54.113956442047396,5,False,dpt_lock<$4 (-1.97),V6_TRSTACK_VOL_LATE,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_late&g_vol_high,HUR22,4
