conviction_bucket,n_train_val,empirical_wr_train_val,median_vwap,stake_quarter_kelly,stake_half_kelly,stake_linear_conviction,stake_hybrid_deploy,lookalike_b,sleeve_id,core_gates,extra_gates
0,216,0.6851851851851852,0.5899999737739563,5.0,5.0,5.0,5.0,0.6810170229862798,V6_S5_PW_TREND_SLOPE,g_offset_early & g_above_1h_dailyvwap_with & g_tr_stack_full_with,g_pw_trend_slope_with
1,165,0.6545454545454545,0.5681025321130607,5.0,5.0,25.0,25.0,0.7450407181867051,V6_S5_PW_TREND_SLOPE,g_offset_early & g_above_1h_dailyvwap_with & g_tr_stack_full_with,g_pw_trend_slope_with
