conviction_bucket,n_train_val,empirical_wr_train_val,median_vwap,stake_quarter_kelly,stake_half_kelly,stake_linear_conviction,stake_hybrid_deploy,lookalike_b,sleeve_id,core_gates,extra_gates
0,78,0.5769230769230769,0.5761083394677493,5.0,5.0,5.0,5.0,0.7210689359320768,V6_S1_DOWN_ONLY,g_offset_early & g_above_1h_dailyvwap_with & g_tr_stack_full_with,g_vol_high & g_dir_down
1,114,0.7192982456140351,0.5813666940455944,5.0,5.0,15.0,15.0,0.7056830809835528,V6_S1_DOWN_ONLY,g_offset_early & g_above_1h_dailyvwap_with & g_tr_stack_full_with,g_vol_high & g_dir_down
2,26,0.7692307692307693,0.5466976090291926,5.0,6.0654446835213065,25.0,25.0,0.8125814633436047,V6_S1_DOWN_ONLY,g_offset_early & g_above_1h_dailyvwap_with & g_tr_stack_full_with,g_vol_high & g_dir_down
