ret,realized,reason,side,bars,entry,exit,entry_idx,exit_idx,regime,entry_time,exit_time
-0.031576755373573115,-315.76755373573116,SL,1,20,43944.77948,42699.05691971455,1407,1427,MedVol,2023-12-21 12:00:00+00:00,2023-12-24 20:00:00+00:00
-0.03192883976021123,-309.2063059774102,SL,1,19,42404.227453,41416.27591834474,1438,1457,MedVol,2023-12-26 16:00:00+00:00,2023-12-29 20:00:00+00:00
0.01138272892586528,106.71338122778636,SL,1,24,41906.528188,42382.018041332565,1461,1485,MedVol,2023-12-30 12:00:00+00:00,2024-01-03 12:00:00+00:00
0.06885677692949212,652.8820231364832,TIME,1,40,40079.54025599999,43082.94,1621,1661,MedHighVol,2024-01-26 04:00:00+00:00,2024-02-01 20:00:00+00:00
0.08825810275031759,894.4624696234016,TIME,1,40,43255.072629999995,47180.02,1666,1706,MedHighVol,2024-02-02 16:00:00+00:00,2024-02-09 08:00:00+00:00
0.12206970876678436,1346.3170735868887,TIME,1,60,47165.865516,52101.11,1712,1772,MedVol,2024-02-10 08:00:00+00:00,2024-02-20 16:00:00+00:00
0.14829222828850636,1835.1758032829753,TP,1,38,51864.93481399999,59265.90577173117,1780,1818,MedVol,2024-02-22 00:00:00+00:00,2024-02-28 08:00:00+00:00
-0.02394947783825226,-340.3358963232423,SL,1,2,72142.73633,69799.46675674082,1896,1898,HighVol,2024-03-12 08:00:00+00:00,2024-03-12 16:00:00+00:00
-0.019517600884062968,-270.7138279026877,SL,1,7,72877.006545,70790.41168312031,1902,1909,HighVol,2024-03-13 08:00:00+00:00,2024-03-14 12:00:00+00:00
-0.013145869324873043,-178.777607016371,SL,1,7,68177.51712100001,66250.50703605452,1916,1923,HighVol,2024-03-15 16:00:00+00:00,2024-03-16 20:00:00+00:00
-0.013934362480542221,-187.00958912825322,SL,1,9,66975.57664700001,64914.47701140972,1927,1936,HighVol,2024-03-17 12:00:00+00:00,2024-03-19 00:00:00+00:00
0.005093906416829629,67.4114329557796,SL,1,13,62976.737355,63865.79223978114,1944,1957,HighVol,2024-03-20 08:00:00+00:00,2024-03-22 12:00:00+00:00
0.03888068135777224,517.1578294198963,TIME,1,24,64594.782623,70220.73,1962,1986,HighVol,2024-03-23 08:00:00+00:00,2024-03-27 08:00:00+00:00
-0.007774799007371904,-107.43457690944886,SL,1,23,70420.159712,69644.1445441485,1992,2015,HighVol,2024-03-28 08:00:00+00:00,2024-04-01 04:00:00+00:00
-0.027528388742585112,-377.4382875378346,SL,1,1,69668.904403,67549.85165396518,2019,2020,HighVol,2024-04-01 20:00:00+00:00,2024-04-02 00:00:00+00:00
0.007742067626576835,103.22836606115175,SL,1,15,65483.629196999995,66338.4553223051,2026,2041,HighVol,2024-04-03 00:00:00+00:00,2024-04-05 12:00:00+00:00
0.021524798254826092,289.2214976335182,SL,1,15,68124.441203,70183.64863008511,2048,2063,HighVol,2024-04-06 16:00:00+00:00,2024-04-09 04:00:00+00:00
-0.023704888656843132,-325.37060485546465,SL,1,18,62985.73005199999,61406.573801417726,2172,2190,MedHighVol,2024-04-27 08:00:00+00:00,2024-04-30 08:00:00+00:00
0.04543218872613222,608.8147550179467,TIME,1,24,58382.479491,63866.59,2200,2224,HighVol,2024-05-02 00:00:00+00:00,2024-05-06 00:00:00+00:00
-0.015294809039038114,-214.27003296604056,SL,1,9,63184.129554,61935.11496001766,2230,2239,HighVol,2024-05-07 00:00:00+00:00,2024-05-08 12:00:00+00:00
-0.031656634902999595,-436.7051889519224,SL,1,49,61320.980777,59664.28742105952,2525,2574,MedLowVol,2024-06-25 04:00:00+00:00,2024-07-03 08:00:00+00:00
0.1483796075010256,1982.107495595274,TP,1,47,59221.771203,68170.69896384965,2638,2685,MedVol,2024-07-14 00:00:00+00:00,2024-07-21 20:00:00+00:00
0.017889457856510298,274.4325601881164,TIME,1,40,64373.3062,65602.01,3065,3105,MedHighVol,2024-09-23 04:00:00+00:00,2024-09-29 20:00:00+00:00
0.14855607098170925,2319.6874821431566,TP,1,25,76082.49790399999,89132.2077619876,3338,3363,MedVol,2024-11-07 16:00:00+00:00,2024-11-11 20:00:00+00:00
0.07046517810908189,1263.7635641666502,TIME,1,60,88730.891284,98892.0,3369,3429,MedVol,2024-11-12 20:00:00+00:00,2024-11-22 20:00:00+00:00
-0.005708792756298403,-109.59938007760789,SL,1,18,96619.327105,96027.8071386086,3467,3485,HighVol,2024-11-29 04:00:00+00:00,2024-12-02 04:00:00+00:00
0.03457408448939418,659.9759475176432,SL,1,8,95711.24476199999,99720.73738758205,3494,3502,HighVol,2024-12-03 16:00:00+00:00,2024-12-05 00:00:00+00:00
-0.0008966941544896095,-17.708564320453107,SL,1,18,98167.971559,98112.29101646414,3510,3528,HighVol,2024-12-06 08:00:00+00:00,2024-12-09 08:00:00+00:00
0.02778982467985643,548.3214272038343,TIME,1,24,97225.598932,101583.99,3534,3558,HighVol,2024-12-10 08:00:00+00:00,2024-12-14 08:00:00+00:00
0.00540595141103281,109.62910340469512,SL,1,22,101764.350149,102407.46680009855,3563,3585,MedHighVol,2024-12-15 04:00:00+00:00,2024-12-18 20:00:00+00:00
-0.031366241090297196,-639.5251853874322,SL,1,1,102480.735,99141.36440190279,3589,3590,MedVol,2024-12-19 12:00:00+00:00,2024-12-19 16:00:00+00:00
-0.030917840173588833,-610.6100174131705,SL,1,0,97861.869756,93173.56464561746,3594,3594,MedHighVol,2024-12-20 08:00:00+00:00,2024-12-20 08:00:00+00:00
