scope,n,wr,sum,dpt,sum_28d,wr_pct
WS_on_BOTH,10780,0.7667903525046382,25855.338417330913,2.3984543986392315,22623.42111516455,76.67903525046383
PP_on_BOTH,10780,0.7667903525046382,25850.558594068054,2.398011001305014,22619.238769809548,76.67903525046383
WS_only,17261,0.8467643821331325,53090.238266488464,3.0757336345801787,46453.958483177405,84.67643821331325
PP_only,9799,0.6148586590468416,-4110.530264608101,-0.4194846682935096,-3596.7139815320884,61.485865904684154
