mode,n,wr,sum_pnl,per_day,sum_28d
WS_Mode_A_OOS,20794,76.86832740213522,50139.73909277751,4558.15809934341,127628.42678161549
WS_Mode_B_OOS,20794,76.86832740213522,50139.73909277751,4558.15809934341,127628.42678161549
WS_Mode_C_OOS,5604,79.22912205567452,20907.7745806788,1900.7067800617092,53219.789841727856
PP_R6_AND_OOS,20579,69.44457942562808,21740.02832945995,1976.3662117690865,55338.25392953442
WS_PRIMARY_PLUS_PP_R6_OOS,30593,0.0,46029.20882816941,4184.473529833583,117165.25883534031
