sleeve,baseline_n_lock,baseline_wr_lock,baseline_sum_lock,calibrated_n_lock,calibrated_wr_lock,calibrated_sum_lock,calib_err_raw_val,calib_err_iso_val,delta_sum_lock
BTC_S6_60_150,3094,0.7000646412411118,7469.832352233347,3821,0.6652708714996074,5745.909435796549,0.16771242318841897,0.038185568801163874,-1723.922916436798
ETH_S6_60_150,2185,0.7363844393592678,4649.853759605488,3256,0.7131449631449631,3809.8104665410797,0.31009293932485954,0.051558892496392505,-840.0432930644088
SOL_S6_60_150,1569,0.781389420012747,7049.465171566525,1365,0.7897435897435897,6747.1454694645645,0.17594475469233356,0.06329335788178624,-302.3197021019605
BTC_S15_150_240,2174,0.7585096596136155,11055.20178561171,2253,0.7576564580559254,11001.781348674665,0.0958983844939657,0.01403732924663903,-53.42043693704545
ETH_S15_150_240,1581,0.8228969006957622,896.4007148957563,1577,0.8230818008877616,899.0969510920338,0.19354312081056735,0.018076732259274697,2.696236196277482
S7_BTC_5m_base,9131,0.7359544409155624,26564.13620723917,8649,0.7368481905422593,26980.875299293486,0.08491329614554168,0.005600584610996456,416.7390920543148
SOL_S15_60_150,1358,0.7974963181148749,4296.343294201427,1433,0.793440334961619,4409.344130977285,0.19555251171056165,0.016372226988826767,113.00083677585826
