slug,asset,tf,slot_start_s,fire_ts_us,offset_s,n_trades_5s,flow_imbalance_5s,up_ask,dn_ask,sum_asks,direction,entry_px,shares,stake_usd,winner,outcome_truth,won,pnl_usd,fired,ws_s
btc-updown-5m-1777635300,BTC,5m,1777635300,1777635389000000,89,81,-0.607875311807681,0.3199999928474426,0.6899999976158142,1.0099999904632568,Up,0.3199999928474426,3.125000069849195,1.0,Down,Down,False,-1.0476000005006791,True,1777635300
btc-updown-5m-1777635600,BTC,5m,1777635600,1777635663000000,63,60,0.848827266625543,0.6600000262260437,0.3499999940395355,1.0100000202655792,Down,0.3499999940395355,2.857142905799711,1.0,Up,Up,False,-1.0455000004172326,True,1777635600
btc-updown-5m-1777635600,BTC,5m,1777635600,1777635668000000,68,71,0.8875486812835137,0.7699999809265137,0.23999999463558197,1.0099999755620956,Down,0.23999999463558197,4.166666759798926,1.0,Up,Up,False,-1.0532000003755093,True,1777635600
btc-updown-5m-1777635600,BTC,5m,1777635600,1777635687000000,87,63,0.5095715621542237,0.6600000262260437,0.3499999940395355,1.0100000202655792,Down,0.3499999940395355,2.857142905799711,1.0,Up,Up,False,-1.0455000004172326,True,1777635600
btc-updown-5m-1777635600,BTC,5m,1777635600,1777635692000000,92,74,0.6912970740091585,0.6399999856948853,0.3700000047683716,1.0099999904632568,Down,0.3700000047683716,2.7027026678716473,1.0,Up,Up,False,-1.0440999996662141,True,1777635600
btc-updown-5m-1777635600,BTC,5m,1777635600,1777635697000000,97,70,0.4726739247457899,0.6200000047683716,0.38999998569488525,1.0099999904632568,Down,0.38999998569488525,2.5641026581532893,1.0,Up,Up,False,-1.042700001001358,True,1777635600
btc-updown-5m-1777635900,BTC,5m,1777635900,1777635966000000,66,63,-0.5521803191321994,0.4300000071525574,0.5799999833106995,1.0099999904632568,Up,0.4300000071525574,2.3255813566654555,1.0,Down,Down,False,-1.039899999499321,True,1777635900
btc-updown-5m-1777635900,BTC,5m,1777635900,1777635971000000,71,67,-0.6940485098461031,0.30000001192092896,0.7099999785423279,1.0099999904632568,Up,0.30000001192092896,3.3333332008785725,1.0,Down,Down,False,-1.048999999165535,True,1777635900
btc-updown-5m-1777635900,BTC,5m,1777635900,1777635976000000,76,52,-0.5001187028155459,0.3199999928474426,0.6899999976158142,1.0099999904632568,Up,0.3199999928474426,3.125000069849195,1.0,Down,Down,False,-1.0476000005006791,True,1777635900
btc-updown-5m-1777635900,BTC,5m,1777635900,1777635981000000,81,90,-0.4339401056958117,0.30000001192092896,0.7099999785423279,1.0099999904632568,Up,0.30000001192092896,3.3333332008785725,1.0,Down,Down,False,-1.048999999165535,True,1777635900
btc-updown-5m-1777635900,BTC,5m,1777635900,1777636073000000,173,93,-0.348045633065255,0.2800000011920929,0.7300000190734863,1.0100000202655792,Up,0.2800000011920929,3.571428556223305,1.0,Down,Down,False,-1.0503999999165534,True,1777635900
btc-updown-5m-1777636200,BTC,5m,1777636200,1777636293000000,93,54,0.7080278323115902,0.7300000190734863,0.2800000011920929,1.0100000202655792,Down,0.2800000011920929,3.571428556223305,1.0,Up,Up,False,-1.0503999999165534,True,1777636200
btc-updown-5m-1777636200,BTC,5m,1777636200,1777636313000000,113,54,0.9500984593998982,0.7599999904632568,0.25,1.0099999904632568,Down,0.25,4.0,1.0,Up,Up,False,-1.0525,True,1777636200
btc-updown-5m-1777636200,BTC,5m,1777636200,1777636318000000,118,56,0.9243265104364863,0.7900000214576721,0.2199999988079071,1.0100000202655792,Down,0.2199999988079071,4.545454570084564,1.0,Up,Up,False,-1.0546000000834466,True,1777636200
btc-updown-5m-1777636200,BTC,5m,1777636200,1777636323000000,123,56,0.8461258087050687,0.8899999856948853,0.12999999523162842,1.0199999809265137,Down,0.12999999523162842,7.692307974459867,1.0,Up,Up,False,-1.0609000003337858,True,1777636200
btc-updown-5m-1777636200,BTC,5m,1777636200,1777636358000000,158,52,0.9962396124105167,0.8799999952316284,0.12999999523162842,1.0099999904632568,Down,0.12999999523162842,7.692307974459867,1.0,Up,Up,False,-1.0609000003337858,True,1777636200
btc-updown-5m-1777636500,BTC,5m,1777636500,1777636566000000,66,50,0.7400525525524699,0.6399999856948853,0.3700000047683716,1.0099999904632568,Down,0.3700000047683716,2.7027026678716473,1.0,Up,Up,False,-1.0440999996662141,True,1777636500
btc-updown-5m-1777636500,BTC,5m,1777636500,1777636648000000,148,57,0.9638543247343939,0.8399999737739563,0.17000000178813934,1.0099999755620956,Down,0.17000000178813934,5.882352879303138,1.0,Up,Up,False,-1.0580999998748304,True,1777636500
btc-updown-5m-1777636500,BTC,5m,1777636500,1777636654000000,154,56,0.9999999999999594,0.8899999856948853,0.11999999731779099,1.0099999830126762,Down,0.11999999731779099,8.333333519597852,1.0,Up,Up,False,-1.0616000001877546,True,1777636500
btc-updown-5m-1777636500,BTC,5m,1777636500,1777636659000000,159,112,0.9836476693375129,0.9300000071525574,0.07999999821186066,1.010000005364418,Down,0.07999999821186066,12.50000027939678,1.0,Up,Up,False,-1.0644000001251697,True,1777636500
btc-updown-5m-1777636500,BTC,5m,1777636500,1777636664000000,164,51,0.9949753906212854,0.9399999976158142,0.07000000029802322,1.0099999979138374,Down,0.07000000029802322,14.28571422489322,1.0,Up,Up,False,-1.0650999999791384,True,1777636500
btc-updown-5m-1777636800,BTC,5m,1777636800,1777636867000000,67,131,0.461359179999284,0.5099999904632568,0.5,1.0099999904632568,Down,0.5,2.0,1.0,Up,Up,False,-1.035,True,1777636800
btc-updown-5m-1777636800,BTC,5m,1777636800,1777636872000000,72,125,0.9327267769541764,0.7400000095367432,0.27000001072883606,1.0100000202655792,Down,0.27000001072883606,3.7037035565317473,1.0,Up,Up,False,-1.0510999992489813,True,1777636800
btc-updown-5m-1777636800,BTC,5m,1777636800,1777636879000000,79,153,-0.5485551672546858,0.47999998927116394,0.5299999713897705,1.0099999606609344,Up,0.47999998927116394,2.083333379899463,1.0,Up,Up,True,1.0469333791484445,True,1777636800
btc-updown-5m-1777636800,BTC,5m,1777636800,1777636884000000,84,175,-0.9148255638027617,0.36000001430511475,0.6499999761581421,1.0099999904632568,Up,0.36000001430511475,2.7777776673988104,1.0,Up,Up,True,1.7329776684001685,True,1777636800
btc-updown-5m-1777636800,BTC,5m,1777636800,1777636889000000,89,60,-0.4844618810931482,0.36000001430511475,0.6499999761581421,1.0099999904632568,Up,0.36000001430511475,2.7777776673988104,1.0,Up,Up,True,1.7329776684001685,True,1777636800
btc-updown-5m-1777637100,BTC,5m,1777637100,1777637163000000,63,57,-0.4640423921271316,0.36000001430511475,0.6499999761581421,1.0099999904632568,Up,0.36000001430511475,2.7777776673988104,1.0,Down,Down,False,-1.044799998998642,True,1777637100
btc-updown-5m-1777637100,BTC,5m,1777637100,1777637168000000,68,56,-0.9475245108849267,0.3499999940395355,0.6600000262260437,1.0100000202655792,Up,0.3499999940395355,2.857142905799711,1.0,Down,Down,False,-1.0455000004172326,True,1777637100
btc-updown-5m-1777637100,BTC,5m,1777637100,1777637208000000,108,52,-0.9175326388498163,0.3100000023841858,0.7099999785423279,1.0199999809265137,Up,0.3100000023841858,3.225806426803478,1.0,Down,Down,False,-1.048299999833107,True,1777637100
btc-updown-5m-1777637100,BTC,5m,1777637100,1777637213000000,113,81,-0.9867396291249632,0.2199999988079071,0.800000011920929,1.020000010728836,Up,0.2199999988079071,4.545454570084564,1.0,Down,Down,False,-1.0546000000834466,True,1777637100
btc-updown-5m-1777637100,BTC,5m,1777637100,1777637218000000,118,76,-0.9081231465345533,0.12999999523162842,0.8799999952316284,1.0099999904632568,Up,0.12999999523162842,7.692307974459867,1.0,Down,Down,False,-1.0609000003337858,True,1777637100
btc-updown-5m-1777637400,BTC,5m,1777637400,1777637472000000,72,55,-0.41334545638223047,0.30000001192092896,0.7099999785423279,1.0099999904632568,Up,0.30000001192092896,3.3333332008785725,1.0,Up,Up,True,2.2843332017130376,True,1777637400
btc-updown-5m-1777637400,BTC,5m,1777637400,1777637478000000,78,59,-0.9341597654441071,0.25999999046325684,0.75,1.0099999904632568,Up,0.25999999046325684,3.8461539872299335,1.0,Up,Up,True,2.7943539865623612,True,1777637400
btc-updown-5m-1777637400,BTC,5m,1777637400,1777637547000000,147,110,0.8966558019774004,0.23999999463558197,0.7699999809265137,1.0099999755620956,Down,0.7699999809265137,1.2987013308711195,0.9999999999999999,Up,Up,False,-1.016100001335144,True,1777637400
btc-updown-5m-1777637400,BTC,5m,1777637400,1777637552000000,152,157,0.7009094793383291,0.6700000166893005,0.3400000035762787,1.0100000202655792,Down,0.3400000035762787,2.941176439651569,1.0,Up,Up,False,-1.0461999997496605,True,1777637400
btc-updown-5m-1777637400,BTC,5m,1777637400,1777637561000000,161,54,-0.9999999999993991,0.6399999856948853,0.3799999952316284,1.0199999809265137,Up,0.6399999856948853,1.5625000349245974,1.0,Up,Up,True,0.5373000339232393,True,1777637400
btc-updown-5m-1777637700,BTC,5m,1777637700,1777637760000000,60,78,0.8797849658670378,0.5199999809265137,0.49000000953674316,1.0099999904632568,Down,0.49000000953674316,2.040816286810733,0.9999999999999999,Up,Up,False,-1.0356999993324278,True,1777637700
btc-updown-5m-1777637700,BTC,5m,1777637700,1777637765000000,65,160,0.9055431831052557,0.7300000190734863,0.2800000011920929,1.0100000202655792,Down,0.2800000011920929,3.571428556223305,1.0,Up,Up,False,-1.0503999999165534,True,1777637700
btc-updown-5m-1777637700,BTC,5m,1777637700,1777637770000000,70,52,0.6534243649065267,0.7300000190734863,0.2800000011920929,1.0100000202655792,Down,0.2800000011920929,3.571428556223305,1.0,Up,Up,False,-1.0503999999165534,True,1777637700
btc-updown-5m-1777637700,BTC,5m,1777637700,1777637806000000,106,52,-0.31224388188881647,0.6299999952316284,0.38999998569488525,1.0199999809265137,Up,0.6299999952316284,1.5873015993156252,1.0,Up,Up,True,0.5614015989818392,True,1777637700
btc-updown-5m-1777637700,BTC,5m,1777637700,1777637825000000,125,51,0.867672266026628,0.6800000071525574,0.33000001311302185,1.0100000202655792,Down,0.33000001311302185,3.0303029098896115,1.0,Up,Up,False,-1.0468999990820886,True,1777637700
btc-updown-5m-1777638000,BTC,5m,1777638000,1777638060000000,60,86,-0.4561895009370503,0.28999999165534973,0.7300000190734863,1.020000010728836,Up,0.28999999165534973,3.4482759612919205,1.0,Up,Up,True,2.398575960707795,True,1777638000
btc-updown-5m-1777638000,BTC,5m,1777638000,1777638065000000,65,72,-0.36138689655981615,0.33000001311302185,0.6800000071525574,1.0100000202655792,Up,0.33000001311302185,3.0303029098896115,1.0,Up,Up,True,1.983402910807523,True,1777638000
btc-updown-5m-1777638000,BTC,5m,1777638000,1777638071000000,71,55,-0.5207800601342665,0.25999999046325684,0.75,1.0099999904632568,Up,0.25999999046325684,3.8461539872299335,1.0,Up,Up,True,2.7943539865623612,True,1777638000
btc-updown-5m-1777638000,BTC,5m,1777638000,1777638076000000,76,70,0.3993339933399048,0.36000001430511475,0.6600000262260437,1.0200000405311584,Down,0.6600000262260437,1.5151514549448057,1.0,Up,Up,False,-1.023799998164177,True,1777638000
btc-updown-5m-1777638000,BTC,5m,1777638000,1777638081000000,81,74,0.7342722002915711,0.41999998688697815,0.5899999737739563,1.0099999606609344,Down,0.5899999737739563,1.6949153295778365,1.0,Up,Up,False,-1.028700001835823,True,1777638000
btc-updown-5m-1777638300,BTC,5m,1777638300,1777638364000000,64,53,-0.6899455008688657,0.4300000071525574,0.5799999833106995,1.0099999904632568,Up,0.4300000071525574,2.3255813566654555,1.0,Up,Up,True,1.2856813571661347,True,1777638300
btc-updown-5m-1777638300,BTC,5m,1777638300,1777638379000000,79,85,-0.3234221087194276,0.30000001192092896,0.7200000286102295,1.0200000405311584,Up,0.30000001192092896,3.3333332008785725,1.0,Up,Up,True,2.2843332017130376,True,1777638300
btc-updown-5m-1777638300,BTC,5m,1777638300,1777638389000000,89,54,-0.6930151843816712,0.27000001072883606,0.7599999904632568,1.030000001192093,Up,0.27000001072883606,3.7037035565317473,1.0,Up,Up,True,2.6526035572827658,True,1777638300
btc-updown-5m-1777638300,BTC,5m,1777638300,1777638398000000,98,54,0.46887048647193225,0.3799999952316284,0.6299999952316284,1.0099999904632568,Down,0.6299999952316284,1.5873015993156252,1.0,Up,Up,False,-1.0259000003337861,True,1777638300
btc-updown-5m-1777638300,BTC,5m,1777638300,1777638403000000,103,90,0.43796037660557186,0.4699999988079071,0.5400000214576721,1.0100000202655792,Down,0.5400000214576721,1.8518517782658737,1.0,Up,Up,False,-1.0321999984979628,True,1777638300
btc-updown-5m-1777638600,BTC,5m,1777638600,1777638660000000,60,87,0.747786355758598,0.6000000238418579,0.4099999964237213,1.0100000202655792,Down,0.4099999964237213,2.4390244115186124,1.0,Up,Up,False,-1.0413000002503396,True,1777638600
btc-updown-5m-1777638600,BTC,5m,1777638600,1777638665000000,65,96,0.9723865877711809,0.6200000047683716,0.38999998569488525,1.0099999904632568,Down,0.38999998569488525,2.5641026581532893,1.0,Up,Up,False,-1.042700001001358,True,1777638600
btc-updown-5m-1777638600,BTC,5m,1777638600,1777638670000000,70,50,0.9572721819271578,0.5899999737739563,0.41999998688697815,1.0099999606609344,Down,0.41999998688697815,2.380952455289242,1.0,Up,Up,False,-1.0406000009179117,True,1777638600
btc-updown-5m-1777638600,BTC,5m,1777638600,1777638675000000,75,64,0.5941614732205116,0.5699999928474426,0.4399999976158142,1.0099999904632568,Down,0.4399999976158142,2.272727285042282,1.0,Up,Up,False,-1.039200000166893,True,1777638600
btc-updown-5m-1777638600,BTC,5m,1777638600,1777638700000000,100,51,0.9671983034469777,0.6399999856948853,0.3799999952316284,1.0199999809265137,Down,0.3799999952316284,2.6315789803903855,1.0,Up,Up,False,-1.0434000003337862,True,1777638600
btc-updown-5m-1777639500,BTC,5m,1777639500,1777639560000000,60,77,-0.585252893646535,0.46000000834465027,0.550000011920929,1.0100000202655792,Up,0.46000000834465027,2.173913004042296,0.9999999999999999,Up,Up,True,1.1361130046264216,True,1777639500
btc-updown-5m-1777639500,BTC,5m,1777639500,1777639565000000,65,86,0.6096262439184389,0.49000000953674316,0.5199999809265137,1.0099999904632568,Down,0.5199999809265137,1.9230769936149668,1.0,Up,Up,False,-1.033600001335144,True,1777639500
btc-updown-5m-1777639500,BTC,5m,1777639500,1777639570000000,70,139,0.44511120849244046,0.6600000262260437,0.3499999940395355,1.0100000202655792,Down,0.3499999940395355,2.857142905799711,1.0,Up,Up,False,-1.0455000004172326,True,1777639500
btc-updown-5m-1777639500,BTC,5m,1777639500,1777639580000000,80,61,-0.36282547694811806,0.6800000071525574,0.33000001311302185,1.0100000202655792,Up,0.6800000071525574,1.4705882198257845,1.0,Up,Up,True,0.44818822032646344,True,1777639500
btc-updown-5m-1777639500,BTC,5m,1777639500,1777639585000000,85,109,0.7955195424213349,0.800000011920929,0.20999999344348907,1.010000005364418,Down,0.20999999344348907,4.761904910578484,1.0,Up,Up,False,-1.055300000458956,True,1777639500
btc-updown-5m-1777639800,BTC,5m,1777639800,1777639890000000,90,68,-0.32070335564385866,0.5,0.5099999904632568,1.0099999904632568,Up,0.5,2.0,1.0,Down,Down,False,-1.035,True,1777639800
btc-updown-5m-1777639800,BTC,5m,1777639800,1777639899000000,99,72,0.5184721085923594,0.5299999713897705,0.47999998927116394,1.0099999606609344,Down,0.47999998927116394,2.083333379899463,1.0,Down,Down,True,1.0469333791484445,True,1777639800
btc-updown-5m-1777639800,BTC,5m,1777639800,1777639904000000,104,81,0.4936852067180829,0.5400000214576721,0.4699999988079071,1.0100000202655792,Down,0.4699999988079071,2.1276595798646123,0.9999999999999999,Down,Down,True,1.0905595797811658,True,1777639800
btc-updown-5m-1777639800,BTC,5m,1777639800,1777639909000000,109,56,-0.5640757177901145,0.5299999713897705,0.47999998927116394,1.0099999606609344,Up,0.5299999713897705,1.8867925546822037,1.0,Down,Down,False,-1.0329000020027161,True,1777639800
btc-updown-5m-1777639800,BTC,5m,1777639800,1777639914000000,114,69,-0.47745163269359103,0.5199999809265137,0.49000000953674316,1.0099999904632568,Up,0.5199999809265137,1.9230769936149668,1.0,Down,Down,False,-1.033600001335144,True,1777639800
btc-updown-5m-1777640100,BTC,5m,1777640100,1777640165000000,65,55,-0.31864068976470183,0.4099999964237213,0.6200000047683716,1.030000001192093,Up,0.4099999964237213,2.4390244115186124,1.0,Down,Down,False,-1.0413000002503396,True,1777640100
btc-updown-5m-1777640100,BTC,5m,1777640100,1777640170000000,70,51,-0.3852691682937182,0.4300000071525574,0.5799999833106995,1.0099999904632568,Up,0.4300000071525574,2.3255813566654555,1.0,Down,Down,False,-1.039899999499321,True,1777640100
btc-updown-5m-1777640100,BTC,5m,1777640100,1777640175000000,75,51,-0.743906299461785,0.4300000071525574,0.5799999833106995,1.0099999904632568,Up,0.4300000071525574,2.3255813566654555,1.0,Down,Down,False,-1.039899999499321,True,1777640100
btc-updown-5m-1777640100,BTC,5m,1777640100,1777640180000000,80,78,0.3694397674451882,0.47999998927116394,0.5299999713897705,1.0099999606609344,Down,0.5299999713897705,1.8867925546822037,1.0,Down,Down,True,0.8538925526794877,True,1777640100
btc-updown-5m-1777640100,BTC,5m,1777640100,1777640194000000,94,75,0.4279250594898694,0.36000001430511475,0.6700000166893005,1.0300000309944153,Down,0.6700000166893005,1.492537276254622,1.0,Down,Down,True,0.4694372774228731,True,1777640100
btc-updown-5m-1777640400,BTC,5m,1777640400,1777640462000000,62,53,0.8007202881151493,0.9399999976158142,0.07000000029802322,1.0099999979138374,Down,0.07000000029802322,14.28571422489322,1.0,Up,Up,False,-1.0650999999791384,True,1777640400
btc-updown-5m-1777640400,BTC,5m,1777640400,1777640505000000,105,53,0.994707527911445,0.949999988079071,0.05999999865889549,1.0099999867379665,Down,0.05999999865889549,16.666667039195705,1.0,Up,Up,False,-1.0658000000938774,True,1777640400
btc-updown-5m-1777640400,BTC,5m,1777640400,1777640510000000,110,60,0.991580480367688,0.9599999785423279,0.05000000074505806,1.009999979287386,Down,0.05000000074505806,19.99999970197678,1.0,Up,Up,False,-1.066499999947846,True,1777640400
btc-updown-5m-1777640400,BTC,5m,1777640400,1777640515000000,115,82,0.9986589336025676,0.9700000286102295,0.03999999910593033,1.0100000277161598,Down,0.03999999910593033,25.00000055879356,1.0,Up,Up,False,-1.067200000062585,True,1777640400
btc-updown-5m-1777640400,BTC,5m,1777640400,1777640520000000,120,138,0.9980608110728567,0.9800000190734863,0.029999999329447746,1.010000018402934,Down,0.029999999329447746,33.33333407839141,1.0,Up,Up,False,-1.0679000000469385,True,1777640400
btc-updown-5m-1777640700,BTC,5m,1777640700,1777640764000000,64,55,-0.4208636648110443,0.2800000011920929,0.7300000190734863,1.0100000202655792,Up,0.2800000011920929,3.571428556223305,1.0,Up,Up,True,2.5210285563067516,True,1777640700
btc-updown-5m-1777640700,BTC,5m,1777640700,1777640781000000,81,52,0.779462694596591,0.25999999046325684,0.75,1.0099999904632568,Down,0.75,1.3333333333333333,1.0,Up,Up,False,-1.0175,True,1777640700
btc-updown-5m-1777640700,BTC,5m,1777640700,1777640786000000,86,104,0.7224561141724037,0.46000000834465027,0.550000011920929,1.0100000202655792,Down,0.550000011920929,1.8181817787737895,1.0,Up,Up,False,-1.031499999165535,True,1777640700
btc-updown-5m-1777640700,BTC,5m,1777640700,1777640791000000,91,127,0.6381393269905993,0.5099999904632568,0.5,1.0099999904632568,Down,0.5,2.0,1.0,Up,Up,False,-1.035,True,1777640700
btc-updown-5m-1777640700,BTC,5m,1777640700,1777640798000000,98,58,-0.4621604353476985,0.550000011920929,0.46000000834465027,1.0100000202655792,Up,0.550000011920929,1.8181817787737895,1.0,Up,Up,True,0.7866817796082545,True,1777640700
btc-updown-5m-1777641000,BTC,5m,1777641000,1777641060000000,60,233,0.8960682552179539,0.7300000190734863,0.2800000011920929,1.0100000202655792,Down,0.2800000011920929,3.571428556223305,1.0,Up,Up,False,-1.0503999999165534,True,1777641000
btc-updown-5m-1777641000,BTC,5m,1777641000,1777641065000000,65,144,0.7599310697999452,0.8600000143051147,0.17000000178813934,1.030000016093254,Down,0.17000000178813934,5.882352879303138,1.0,Up,Up,False,-1.0580999998748304,True,1777641000
btc-updown-5m-1777641000,BTC,5m,1777641000,1777641070000000,70,202,0.8234144568601656,0.7900000214576721,0.2199999988079071,1.0100000202655792,Down,0.2199999988079071,4.545454570084564,1.0,Up,Up,False,-1.0546000000834466,True,1777641000
btc-updown-5m-1777641000,BTC,5m,1777641000,1777641075000000,75,119,0.5524899447763033,0.6600000262260437,0.3499999940395355,1.0100000202655792,Down,0.3499999940395355,2.857142905799711,1.0,Up,Up,False,-1.0455000004172326,True,1777641000
btc-updown-5m-1777641000,BTC,5m,1777641000,1777641080000000,80,109,0.5573500227623127,0.7400000095367432,0.27000001072883606,1.0100000202655792,Down,0.27000001072883606,3.7037035565317473,1.0,Up,Up,False,-1.0510999992489813,True,1777641000
btc-updown-5m-1777641300,BTC,5m,1777641300,1777641361000000,61,111,0.3971102854310428,0.5400000214576721,0.4699999988079071,1.0100000202655792,Down,0.4699999988079071,2.1276595798646123,0.9999999999999999,Down,Down,True,1.0905595797811658,True,1777641300
btc-updown-5m-1777641300,BTC,5m,1777641300,1777641366000000,66,89,0.4293987564581716,0.550000011920929,0.46000000834465027,1.0100000202655792,Down,0.46000000834465027,2.173913004042296,0.9999999999999999,Down,Down,True,1.1361130046264216,True,1777641300
btc-updown-5m-1777641300,BTC,5m,1777641300,1777641375000000,75,60,0.3894919125120429,0.46000000834465027,0.5600000023841858,1.020000010728836,Down,0.5600000023841858,1.7857142781116524,1.0,Down,Down,True,0.7549142782785454,True,1777641300
btc-updown-5m-1777641300,BTC,5m,1777641300,1777641395000000,95,53,0.3327025466674841,0.5400000214576721,0.4699999988079071,1.0100000202655792,Down,0.4699999988079071,2.1276595798646123,0.9999999999999999,Down,Down,True,1.0905595797811658,True,1777641300
btc-updown-5m-1777641300,BTC,5m,1777641300,1777641427000000,127,75,-0.4485765090533336,0.46000000834465027,0.550000011920929,1.0100000202655792,Up,0.46000000834465027,2.173913004042296,0.9999999999999999,Down,Down,False,-1.0377999994158744,True,1777641300
btc-updown-5m-1777641600,BTC,5m,1777641600,1777641661000000,61,52,0.8806568782932799,0.6000000238418579,0.4099999964237213,1.0100000202655792,Down,0.4099999964237213,2.4390244115186124,1.0,Up,Up,False,-1.0413000002503396,True,1777641600
btc-updown-5m-1777641600,BTC,5m,1777641600,1777641676000000,76,61,0.6159263091145257,0.5299999713897705,0.47999998927116394,1.0099999606609344,Down,0.47999998927116394,2.083333379899463,1.0,Up,Up,False,-1.0364000007510186,True,1777641600
btc-updown-5m-1777641600,BTC,5m,1777641600,1777641681000000,81,53,0.7616660850806484,0.5299999713897705,0.47999998927116394,1.0099999606609344,Down,0.47999998927116394,2.083333379899463,1.0,Up,Up,False,-1.0364000007510186,True,1777641600
btc-updown-5m-1777641600,BTC,5m,1777641600,1777641686000000,86,117,0.9509299548263007,0.7200000286102295,0.28999999165534973,1.0100000202655792,Down,0.28999999165534973,3.4482759612919205,1.0,Up,Up,False,-1.0497000005841255,True,1777641600
btc-updown-5m-1777641600,BTC,5m,1777641600,1777641725000000,125,56,0.887143803188535,0.6100000143051147,0.41999998688697815,1.030000001192093,Down,0.41999998688697815,2.380952455289242,1.0,Up,Up,False,-1.0406000009179117,True,1777641600
btc-updown-5m-1777641900,BTC,5m,1777641900,1777641976000000,76,56,-0.8926237107720709,0.28999999165534973,0.7300000190734863,1.020000010728836,Up,0.28999999165534973,3.4482759612919205,1.0,Down,Down,False,-1.0497000005841255,True,1777641900
btc-updown-5m-1777641900,BTC,5m,1777641900,1777641981000000,81,80,-0.9794047636993589,0.2199999988079071,0.7900000214576721,1.0100000202655792,Up,0.2199999988079071,4.545454570084564,1.0,Down,Down,False,-1.0546000000834466,True,1777641900
btc-updown-5m-1777641900,BTC,5m,1777641900,1777641986000000,86,55,-0.8873137082132858,0.23999999463558197,0.7699999809265137,1.0099999755620956,Up,0.23999999463558197,4.166666759798926,1.0,Down,Down,False,-1.0532000003755093,True,1777641900
btc-updown-5m-1777641900,BTC,5m,1777641900,1777641991000000,91,73,-0.9298994592080454,0.20999999344348907,0.800000011920929,1.010000005364418,Up,0.20999999344348907,4.761904910578484,1.0,Down,Down,False,-1.055300000458956,True,1777641900
btc-updown-5m-1777641900,BTC,5m,1777641900,1777642022000000,122,54,-0.8155189282756705,0.2800000011920929,0.7300000190734863,1.0100000202655792,Up,0.2800000011920929,3.571428556223305,1.0,Down,Down,False,-1.0503999999165534,True,1777641900
btc-updown-5m-1777642200,BTC,5m,1777642200,1777642260000000,60,150,0.5705224146432728,0.2800000011920929,0.7300000190734863,1.0100000202655792,Down,0.7300000190734863,1.3698629779067633,1.0,Up,Up,False,-1.018899998664856,True,1777642200
btc-updown-5m-1777642200,BTC,5m,1777642200,1777642265000000,65,61,0.667964819659267,0.5099999904632568,0.5,1.0099999904632568,Down,0.5,2.0,1.0,Up,Up,False,-1.035,True,1777642200
btc-updown-5m-1777642200,BTC,5m,1777642200,1777642274000000,74,112,0.6221979246880249,0.5099999904632568,0.5,1.0099999904632568,Down,0.5,2.0,1.0,Up,Up,False,-1.035,True,1777642200
btc-updown-5m-1777642200,BTC,5m,1777642200,1777642279000000,79,131,0.43039492764106657,0.5099999904632568,0.5,1.0099999904632568,Down,0.5,2.0,1.0,Up,Up,False,-1.035,True,1777642200
btc-updown-5m-1777642200,BTC,5m,1777642200,1777642284000000,84,98,0.9021866196507999,0.5099999904632568,0.5,1.0099999904632568,Down,0.5,2.0,1.0,Up,Up,False,-1.035,True,1777642200
btc-updown-5m-1777642500,BTC,5m,1777642500,1777642560000000,60,73,-0.7177779233731164,0.5400000214576721,0.4699999988079071,1.0100000202655792,Up,0.5400000214576721,1.8518517782658737,1.0,Down,Down,False,-1.0321999984979628,True,1777642500
btc-updown-5m-1777642500,BTC,5m,1777642500,1777642565000000,65,53,-0.505752732906728,0.5299999713897705,0.5299999713897705,1.059999942779541,Up,0.5299999713897705,1.8867925546822037,1.0,Down,Down,False,-1.0329000020027161,True,1777642500
btc-updown-5m-1777642500,BTC,5m,1777642500,1777642572000000,72,70,0.6082126330208963,0.5699999928474426,0.4399999976158142,1.0099999904632568,Down,0.4399999976158142,2.272727285042282,1.0,Down,Down,True,1.2335272848753889,True,1777642500
btc-updown-5m-1777642500,BTC,5m,1777642500,1777642577000000,77,63,0.5310459456250242,0.5899999737739563,0.41999998688697815,1.0099999606609344,Down,0.41999998688697815,2.380952455289242,1.0,Down,Down,True,1.3403524543713305,True,1777642500
btc-updown-5m-1777642500,BTC,5m,1777642500,1777642584000000,84,65,-0.849684452094021,0.5099999904632568,0.5,1.0099999904632568,Up,0.5099999904632568,1.9607843503911702,1.0,Down,Down,False,-1.034300000667572,True,1777642500
btc-updown-5m-1777642800,BTC,5m,1777642800,1777642861000000,61,65,-0.38887925696590975,0.38999998569488525,0.6499999761581421,1.0399999618530273,Up,0.38999998569488525,2.5641026581532893,1.0,Up,Up,True,1.521402657151931,True,1777642800
btc-updown-5m-1777642800,BTC,5m,1777642800,1777642866000000,66,82,-0.750668532869028,0.3199999928474426,0.6899999976158142,1.0099999904632568,Up,0.3199999928474426,3.125000069849195,1.0,Up,Up,True,2.0774000693485157,True,1777642800
btc-updown-5m-1777642800,BTC,5m,1777642800,1777642871000000,71,67,-0.6604948531285143,0.3100000023841858,0.699999988079071,1.0099999904632568,Up,0.3100000023841858,3.225806426803478,1.0,Up,Up,True,2.177506426970371,True,1777642800
btc-updown-5m-1777642800,BTC,5m,1777642800,1777642876000000,76,74,-0.5503323379250176,0.2800000011920929,0.7300000190734863,1.0100000202655792,Up,0.2800000011920929,3.571428556223305,1.0,Up,Up,True,2.5210285563067516,True,1777642800
