slug,asset,tf,slot_start_s,fire_ts_us,offset_s,binance_px,binance_ret_60s,up_ask,up_asz,dn_ask,dn_asz,sum_asks,max_asz,direction,entry_px,shares,stake_usd,winner,won,pnl_usd,fired,skip_reason,outcome_truth
btc-updown-5m-1777035300,BTC,5m,1777035300,1777035540000000,240,78196.14,0.0009587661434968808,,,0.009999999776482582,8564.6298828125,,,Down,0.009999999776482582,100.00000223517424,1.0,Up,False,-1.0693000000156463,True,,Up
btc-updown-5m-1777035600,BTC,5m,1777035600,1777035840000000,240,78370.19,0.00020751990359646477,0.9800000190734863,2218.2900390625,0.03999999910593033,1541.8599853515625,1.0200000181794167,2218.2900390625,Down,0.03999999910593033,25.00000055879356,1.0,Up,False,-1.067200000062585,True,,Up
btc-updown-5m-1777037400,BTC,5m,1777037400,1777037641000000,241,78161.05,0.0005650505121106431,0.4699999988079071,789.4099731445312,0.5699999928474426,86.69999694824219,1.0399999916553497,789.4099731445312,Down,0.5699999928474426,1.7543859869269236,1.0,Up,False,-1.030100000500679,True,,Up
btc-updown-5m-1777037700,BTC,5m,1777037700,1777037940000000,240,78231.09,0.0005663359331324891,0.23000000417232513,50.0,0.7799999713897705,266.3999938964844,1.0099999755620956,266.3999938964844,Down,0.7799999713897705,1.2820513290766447,1.0,Down,True,0.26665132707392847,True,,Down
btc-updown-5m-1777038000,BTC,5m,1777038000,1777038240000000,240,78162.92,0.00026349355080657055,0.10999999940395355,664.0599975585938,0.8999999761581421,69.76000213623047,1.0099999755620956,664.0599975585938,Down,0.8999999761581421,1.1111111405455043,0.9999999999999999,Down,True,0.1041111388765743,True,,Down
btc-updown-5m-1777038300,BTC,5m,1777038300,1777038540000000,240,78128.01,0.0005629830932181168,0.1899999976158142,44.72999954223633,0.8199999928474426,1062.760009765625,1.0099999904632568,1062.760009765625,Down,0.8199999928474426,1.2195122057593062,1.0,Down,True,0.2069122052586271,True,,Down
btc-updown-5m-1777039200,BTC,5m,1777039200,1777039440000000,240,77894.25,0.0007331971687567496,0.019999999552965164,91.0,0.9900000095367432,1484.510009765625,1.0100000090897083,1484.510009765625,Down,0.9900000095367432,1.0101010003706326,1.0,Down,True,0.009401001038204538,True,,Down
btc-updown-5m-1777039500,BTC,5m,1777039500,1777039740000000,240,77899.99,0.0009631862653955992,0.5099999904632568,45.189998626708984,0.5,694.2899780273438,1.0099999904632568,694.2899780273438,Down,0.5,2.0,1.0,Up,False,-1.035,True,,Up
btc-updown-5m-1777041300,BTC,5m,1777041300,1777041540000000,240,77967.17,0.0015921744254445702,0.9800000190734863,786.1699829101562,0.029999999329447746,138.41000366210938,1.010000018402934,786.1699829101562,Down,0.029999999329447746,33.33333407839141,1.0,Up,False,-1.0679000000469385,True,,Up
btc-updown-5m-1777041600,BTC,5m,1777041600,1777041840000000,240,77982.35,0.0007556131676373923,0.5699999928474426,319.1000061035156,0.4399999976158142,264.0,1.0099999904632568,319.1000061035156,Down,0.4399999976158142,2.272727285042282,1.0,Down,True,1.2335272848753889,True,,Down
btc-updown-5m-1777042200,BTC,5m,1777042200,1777042440000000,240,77951.37,0.00022288089922239962,0.699999988079071,1578.6500244140625,0.3100000023841858,36.27000045776367,1.0099999904632568,1578.6500244140625,Down,0.3100000023841858,3.225806426803478,1.0,Up,False,-1.048299999833107,True,,Up
btc-updown-5m-1777043400,BTC,5m,1777043400,1777043640000000,240,77758.23,0.0003975435667222804,,,0.009999999776482582,6111.22021484375,,,Down,0.009999999776482582,100.00000223517424,1.0,Up,False,-1.0693000000156463,True,,Up
btc-updown-5m-1777044000,BTC,5m,1777044000,1777044240000000,240,77864.94,0.0008973569425232419,,,0.009999999776482582,16003.009765625,,,Down,0.009999999776482582,100.00000223517424,1.0,Up,False,-1.0693000000156463,True,,Up
btc-updown-5m-1777044600,BTC,5m,1777044600,1777044840000000,240,77867.17,0.0007061872800955271,0.8899999856948853,90.58000183105469,0.11999999731779099,1114.5,1.0099999830126762,1114.5,Down,0.11999999731779099,8.333333519597852,1.0,Up,False,-1.0616000001877546,True,,Up
btc-updown-5m-1777046100,BTC,5m,1777046100,1777046340000000,240,78039.41,0.00042227266533156893,0.8899999856948853,85.25,0.11999999731779099,758.22998046875,1.0099999830126762,758.22998046875,Down,0.11999999731779099,8.333333519597852,1.0,Up,False,-1.0616000001877546,True,,Up
btc-updown-5m-1777047600,BTC,5m,1777047600,1777047840000000,240,77716.78,0.0002288317738967649,0.49000000953674316,601.6500244140625,0.5199999809265137,67.94000244140625,1.0099999904632568,601.6500244140625,Down,0.5199999809265137,1.9230769936149668,1.0,Up,False,-1.033600001335144,True,,Up
btc-updown-5m-1777048200,BTC,5m,1777048200,1777048440000000,240,77855.67,0.0006746510875264011,,,0.009999999776482582,4541.3701171875,,,Down,0.009999999776482582,100.00000223517424,1.0,Up,False,-1.0693000000156463,True,,Up
btc-updown-5m-1777048800,BTC,5m,1777048800,1777049040000000,240,77682.01,0.0007389405298445784,0.029999999329447746,437.2699890136719,0.9800000190734863,260.5,1.010000018402934,437.2699890136719,Down,0.9800000190734863,1.0204081434053665,0.9999999999999999,Down,True,0.019008144740510602,True,,Down
btc-updown-5m-1777049400,BTC,5m,1777049400,1777049640000000,240,77686.03,0.00046877235603037803,0.9200000166893005,64.18000030517578,0.09000000357627869,1122.489990234375,1.0100000202655792,1122.489990234375,Down,0.09000000357627869,11.111110669595242,1.0,Up,False,-1.0636999997496606,True,,Up
btc-updown-5m-1777049700,BTC,5m,1777049700,1777049940000000,240,77761.53,0.001057165598966181,0.75,634.6900024414062,0.27000001072883606,1614.5799560546875,1.020000010728836,1614.5799560546875,Down,0.27000001072883606,3.7037035565317473,1.0,Up,False,-1.0510999992489813,True,,Up
btc-updown-5m-1777050300,BTC,5m,1777050300,1777050541000000,241,77660.09,0.0004136395150304839,0.20000000298023224,200.61000061035156,0.8100000023841858,741.3200073242188,1.010000005364418,741.3200073242188,Down,0.8100000023841858,1.2345678976006922,0.9999999999999999,Down,True,0.2212678977675853,True,,Down
btc-updown-5m-1777050600,BTC,5m,1777050600,1777050840000000,240,77699.05,0.0004263130015551564,0.8999999761581421,1042.1099853515625,0.10999999940395355,145.9199981689453,1.0099999755620956,1042.1099853515625,Down,0.10999999940395355,9.090909140169128,1.0,Up,False,-1.0623000000417233,True,,Up
btc-updown-5m-1777051500,BTC,5m,1777051500,1777051740000000,240,77714.71,0.00026926218942358027,0.9900000095367432,4597.35986328125,0.019999999552965164,1026.8199462890625,1.0100000090897083,4597.35986328125,Down,0.019999999552965164,50.00000111758712,1.0,Up,False,-1.0686000000312925,True,,Up
btc-updown-5m-1777052700,BTC,5m,1777052700,1777052940000000,240,77635.27,0.0006783734093092075,0.8700000047683716,346.5,0.14000000059604645,178.07000732421875,1.010000005364418,346.5,Down,0.14000000059604645,7.14285711244661,1.0,Up,False,-1.0601999999582767,True,,Up
btc-updown-5m-1777053000,BTC,5m,1777053000,1777053240000000,240,77715.31,0.00024853274299840855,,,0.009999999776482582,8019.56982421875,,,Down,0.009999999776482582,100.00000223517424,1.0,Up,False,-1.0693000000156463,True,,Up
btc-updown-5m-1777054500,BTC,5m,1777054500,1777054790000000,290,77409.99,0.000523462155431087,0.008999999612569809,652.219970703125,0.9990000128746033,152.8000030517578,1.008000012487173,652.219970703125,Down,0.9990000128746033,1.0010009881006101,1.0,Down,True,0.000930989001832243,True,,Down
btc-updown-5m-1777054800,BTC,5m,1777054800,1777055040000000,240,77500.01,0.0002977660191534337,0.9900000095367432,10193.990234375,0.019999999552965164,967.7000122070312,1.0100000090897083,10193.990234375,Down,0.019999999552965164,50.00000111758712,1.0,Up,False,-1.0686000000312925,True,,Up
btc-updown-5m-1777055400,BTC,5m,1777055400,1777055640000000,240,77550.58,0.000265445633948147,0.9399999976158142,163.2899932861328,0.07000000029802322,359.92999267578125,1.0099999979138374,359.92999267578125,Down,0.07000000029802322,14.28571422489322,1.0,Up,False,-1.0650999999791384,True,,Up
btc-updown-5m-1777055700,BTC,5m,1777055700,1777055940000000,240,77615.12,0.000363979064501585,0.8299999833106995,251.3300018310547,0.18000000715255737,505.69000244140625,1.0099999904632568,505.69000244140625,Down,0.18000000715255737,5.555555334797621,1.0,Down,True,4.4981553352983,True,,Down
btc-updown-5m-1777056900,BTC,5m,1777056900,1777057140000000,240,77590.1,0.0003148299608797256,0.6200000047683716,419.1600036621094,0.38999998569488525,38.0,1.0099999904632568,419.1600036621094,Down,0.38999998569488525,2.5641026581532893,1.0,Up,False,-1.042700001001358,True,,Up
btc-updown-5m-1777057800,BTC,5m,1777057800,1777058040000000,240,77603.92,0.0002561093420618832,0.5299999713897705,5.570000171661377,0.47999998927116394,752.3300170898438,1.0099999606609344,752.3300170898438,Down,0.47999998927116394,2.083333379899463,1.0,Up,False,-1.0364000007510186,True,,Up
btc-updown-5m-1777059000,BTC,5m,1777059000,1777059240000000,240,77607.53,0.00027375970677301353,0.8799999952316284,1105.72998046875,0.12999999523162842,60.0,1.0099999904632568,1105.72998046875,Down,0.12999999523162842,7.692307974459867,1.0,Up,False,-1.0609000003337858,True,,Up
btc-updown-5m-1777059300,BTC,5m,1777059300,1777059540000000,240,77631.99,0.0005838630311463255,0.6200000047683716,12.949999809265137,0.38999998569488525,823.7100219726562,1.0099999904632568,823.7100219726562,Down,0.38999998569488525,2.5641026581532893,1.0,Up,False,-1.042700001001358,True,,Up
btc-updown-5m-1777060200,BTC,5m,1777060200,1777060440000000,240,77599.56,0.0003194337128638036,0.8199999928474426,98.4800033569336,0.1899999976158142,490.0,1.0099999904632568,490.0,Down,0.1899999976158142,5.263157960780771,1.0,Up,False,-1.0567000001668931,True,,Up
btc-updown-5m-1777060800,BTC,5m,1777060800,1777061040000000,240,77561.41,0.000215488614953685,0.029999999329447746,141.38999938964844,0.9800000190734863,1142.9200439453125,1.010000018402934,1142.9200439453125,Down,0.9800000190734863,1.0204081434053665,0.9999999999999999,Down,True,0.019008144740510602,True,,Down
btc-updown-5m-1777061400,BTC,5m,1777061400,1777061640000000,240,77616.05,0.00036152497808950024,0.9800000190734863,1528.0400390625,0.029999999329447746,359.8800048828125,1.010000018402934,1528.0400390625,Down,0.029999999329447746,33.33333407839141,1.0,Up,False,-1.0679000000469385,True,,Up
btc-updown-5m-1777062300,BTC,5m,1777062300,1777062540000000,240,77561.4,0.0006704990605659322,0.949999988079071,282.7699890136719,0.05999999865889549,66.7699966430664,1.0099999867379665,282.7699890136719,Down,0.05999999865889549,16.666667039195705,1.0,Up,False,-1.0658000000938774,True,,Up
btc-updown-5m-1777062900,BTC,5m,1777062900,1777063140000000,240,77650.36,0.00021292263952443768,0.9900000095367432,3679.389892578125,0.019999999552965164,1335.6700439453125,1.0100000090897083,3679.389892578125,Down,0.019999999552965164,50.00000111758712,1.0,Up,False,-1.0686000000312925,True,,Up
btc-updown-5m-1777065300,BTC,5m,1777065300,1777065540000000,240,77616.57,0.0004711264575596452,0.8999999761581421,134.69000244140625,0.10999999940395355,499.6099853515625,1.0099999755620956,499.6099853515625,Down,0.10999999940395355,9.090909140169128,1.0,Up,False,-1.0623000000417233,True,,Up
btc-updown-5m-1777066200,BTC,5m,1777066200,1777066440000000,240,77609.65,0.0003008262669019768,0.2199999988079071,257.0299987792969,0.7900000214576721,827.8200073242188,1.0100000202655792,827.8200073242188,Down,0.7900000214576721,1.2658227504283424,1.0,Down,True,0.2511227519303794,True,,Down
btc-updown-5m-1777066500,BTC,5m,1777066500,1777066740000000,240,77603.29,0.0003003351766348583,0.3799999952316284,484.70001220703125,0.6299999952316284,96.62999725341797,1.0099999904632568,484.70001220703125,Down,0.6299999952316284,1.5873015993156252,1.0,Down,True,0.5614015989818392,True,,Down
btc-updown-5m-1777068000,BTC,5m,1777068000,1777068240000000,240,77598.04,0.0005916018328824268,0.9599999785423279,689.280029296875,0.05000000074505806,129.8699951171875,1.009999979287386,689.280029296875,Down,0.05000000074505806,19.99999970197678,1.0,Up,False,-1.066499999947846,True,,Up
btc-updown-5m-1777072800,BTC,5m,1777072800,1777073040000000,240,77369.82,0.00030201770061610844,0.20000000298023224,491.8299865722656,0.8100000023841858,38.029998779296875,1.010000005364418,491.8299865722656,Down,0.8100000023841858,1.2345678976006922,0.9999999999999999,Down,True,0.2212678977675853,True,,Down
btc-updown-5m-1777073700,BTC,5m,1777073700,1777073942000000,242,77440.78,0.0002295183305325299,0.5199999809265137,55.9900016784668,0.49000000953674316,224.67999267578125,1.0099999904632568,224.67999267578125,Down,0.49000000953674316,2.040816286810733,0.9999999999999999,Down,True,1.005116287478305,True,,Down
btc-updown-5m-1777077000,BTC,5m,1777077000,1777077240000000,240,77362.0,0.0002737234653416021,0.9300000071525574,426.7900085449219,0.07999999821186066,150.22000122070312,1.010000005364418,426.7900085449219,Down,0.07999999821186066,12.50000027939678,1.0,Up,False,-1.0644000001251697,True,,Up
btc-updown-5m-1777079400,BTC,5m,1777079400,1777079641000000,241,77495.67,0.0003824901853768381,0.7300000190734863,224.58999633789062,0.2800000011920929,85.76000213623047,1.0100000202655792,224.58999633789062,Down,0.2800000011920929,3.571428556223305,1.0,Up,False,-1.0503999999165534,True,,Up
btc-updown-5m-1777083000,BTC,5m,1777083000,1777083241000000,241,77620.45,0.00032025011727454533,0.8600000143051147,468.0199890136719,0.15000000596046448,15.0,1.0100000202655792,468.0199890136719,Down,0.15000000596046448,6.666666401757145,1.0,Down,True,5.607166402174378,True,,Down
btc-updown-5m-1777102200,BTC,5m,1777102200,1777102440000000,240,77523.47,0.00020036656889610427,0.75,90.29000091552734,0.25999999046325684,353.7900085449219,1.0099999904632568,353.7900085449219,Down,0.25999999046325684,3.8461539872299335,1.0,Up,False,-1.0518000006675718,True,,Up
btc-updown-5m-1777102500,BTC,5m,1777102500,1777102740000000,240,77557.42,0.00022465824090800446,0.7300000190734863,154.4199981689453,0.2800000011920929,471.0299987792969,1.0100000202655792,471.0299987792969,Down,0.2800000011920929,3.571428556223305,1.0,Up,False,-1.0503999999165534,True,,Up
btc-updown-5m-1777104000,BTC,5m,1777104000,1777104241000000,241,77525.97,0.0002033280518785041,0.5699999928474426,171.13999938964844,0.4399999976158142,209.25,1.0099999904632568,209.25,Down,0.4399999976158142,2.272727285042282,1.0,Up,False,-1.039200000166893,True,,Up
btc-updown-5m-1777110000,BTC,5m,1777110000,1777110240000000,240,77724.97,0.00022713432917242926,0.5,40.790000915527344,0.5099999904632568,522.9199829101562,1.0099999904632568,522.9199829101562,Down,0.5099999904632568,1.9607843503911702,1.0,Up,False,-1.034300000667572,True,,Up
btc-updown-5m-1777110300,BTC,5m,1777110300,1777110541000000,241,77741.55,0.00020186331807714453,0.8899999856948853,265.6400146484375,0.11999999731779099,153.86000061035156,1.0099999830126762,265.6400146484375,Down,0.11999999731779099,8.333333519597852,1.0,Up,False,-1.0616000001877546,True,,Up
btc-updown-5m-1777116900,BTC,5m,1777116900,1777117140000000,240,77658.0,0.00025593094527120996,0.5299999713897705,151.0,0.47999998927116394,429.5299987792969,1.0099999606609344,429.5299987792969,Down,0.47999998927116394,2.083333379899463,1.0,Down,True,1.0469333791484445,True,,Down
btc-updown-5m-1777117500,BTC,5m,1777117500,1777117740000000,240,77633.73,0.00026142379464166865,0.2800000011920929,571.8599853515625,0.7300000190734863,1094.6700439453125,1.0100000202655792,1094.6700439453125,Down,0.7300000190734863,1.3698629779067633,1.0,Up,False,-1.018899998664856,True,,Up
btc-updown-5m-1777125000,BTC,5m,1777125000,1777125244000000,244,77690.63,0.0005229876309111869,0.8799999952316284,6.989999771118164,0.12999999523162842,275.75,1.0099999904632568,275.75,Down,0.12999999523162842,7.692307974459867,1.0,Up,False,-1.0609000003337858,True,,Up
btc-updown-5m-1777127100,BTC,5m,1777127100,1777127340000000,240,77737.9,0.00023044264416394178,0.9900000095367432,6669.919921875,0.019999999552965164,1822.97998046875,1.0100000090897083,6669.919921875,Down,0.019999999552965164,50.00000111758712,1.0,Up,False,-1.0686000000312925,True,,Up
btc-updown-5m-1777132800,BTC,5m,1777132800,1777133040000000,240,77403.47,0.0002800400094078448,0.9900000095367432,6691.22998046875,0.019999999552965164,198.6199951171875,1.0100000090897083,6691.22998046875,Down,0.019999999552965164,50.00000111758712,1.0,Up,False,-1.0686000000312925,True,,Up
btc-updown-5m-1777135200,BTC,5m,1777135200,1777135440000000,240,77363.85,0.000286391429203281,0.9900000095367432,3340.739990234375,0.019999999552965164,1288.7900390625,1.0100000090897083,3340.739990234375,Down,0.019999999552965164,50.00000111758712,1.0,Up,False,-1.0686000000312925,True,,Up
btc-updown-5m-1777135500,BTC,5m,1777135500,1777135740000000,240,77383.45,0.00044835877803861557,0.7900000214576721,514.280029296875,0.2199999988079071,51.31999969482422,1.0100000202655792,514.280029296875,Down,0.2199999988079071,4.545454570084564,1.0,Up,False,-1.0546000000834466,True,,Up
btc-updown-5m-1777139700,BTC,5m,1777139700,1777139940000000,240,77255.4,0.0002651650315685927,0.9399999976158142,152.4199981689453,0.07000000029802322,805.27001953125,1.0099999979138374,805.27001953125,Down,0.07000000029802322,14.28571422489322,1.0,Up,False,-1.0650999999791384,True,,Up
btc-updown-5m-1777146300,BTC,5m,1777146300,1777146540000000,240,77235.88,0.000279222817736402,0.8999999761581421,229.41000366210938,0.10999999940395355,222.61000061035156,1.0099999755620956,229.41000366210938,Down,0.10999999940395355,9.090909140169128,1.0,Up,False,-1.0623000000417233,True,,Up
btc-updown-5m-1777158300,BTC,5m,1777158300,1777158540000000,240,77607.6,0.0003513776815107228,0.9200000166893005,219.25999450683594,0.09000000357627869,20.0,1.0100000202655792,219.25999450683594,Down,0.09000000357627869,11.111110669595242,1.0,Up,False,-1.0636999997496606,True,,Up
btc-updown-5m-1777160100,BTC,5m,1777160100,1777160340000000,240,77638.12,0.00021939913495150343,0.6700000166893005,59.0,0.3400000035762787,310.0299987792969,1.0100000202655792,310.0299987792969,Down,0.3400000035762787,2.941176439651569,1.0,Down,True,1.8949764399019084,True,,Down
btc-updown-5m-1777163400,BTC,5m,1777163400,1777163641000000,241,77495.37,0.0002995914919630138,0.9700000286102295,1095.8299560546875,0.05999999865889549,102.5,1.030000027269125,1095.8299560546875,Down,0.05999999865889549,16.666667039195705,1.0,Up,False,-1.0658000000938774,True,,Up
btc-updown-5m-1777166400,BTC,5m,1777166400,1777166651000000,251,77547.97,0.00028713055320617187,0.8399999737739563,441.0,0.18000000715255737,57.59000015258789,1.0199999809265137,441.0,Down,0.18000000715255737,5.555555334797621,1.0,Up,False,-1.057399999499321,True,,Up
btc-updown-5m-1777169400,BTC,5m,1777169400,1777169640000000,240,77563.99,0.0002808792785244929,0.9900000095367432,10975.849609375,0.019999999552965164,353.6300048828125,1.0100000090897083,10975.849609375,Down,0.019999999552965164,50.00000111758712,1.0,Up,False,-1.0686000000312925,True,,Up
