slug,asset,tf,slot_start_s,ws_s,fire_ts_us,offset_s,binance_px,binance_ret_60s,up_ask,up_asz,dn_ask,dn_asz,sum_asks,max_asz,direction,entry_px,shares,stake_usd,winner,won,pnl_usd,outcome_truth,fired
btc-updown-5m-1776994800,BTC,5m,1776994800,1776994800,1776995040000000,240,78050.0,-0.0006965036540834,0.050000000745058,896.3900146484375,0.959999978542328,451.55999755859375,1.009999979287386,896.3900146484375,Down,0.959999978542328,1.0416666899497313,1.0,Down,True,0.03886668844769439,Down,True
btc-updown-5m-1776995400,BTC,5m,1776995400,1776995400,1776995640000000,240,78376.62,-0.0005801934454207,0.9399999976158142,9.039999961853027,0.0700000002980232,729.1500244140625,1.0099999979138374,729.1500244140625,Down,0.0700000002980232,14.285714224893226,1.0,Up,False,-1.0650999999791384,Up,True
btc-updown-5m-1776996000,BTC,5m,1776996000,1776996000,1776996240000000,240,78528.64,0.0005951688496959,0.9200000166893004,132.52000427246094,0.0900000035762786,557.6799926757812,1.0100000202655792,557.6799926757812,Up,0.9200000166893004,1.0869565020211482,1.0,Up,True,0.08135650318939928,Up,True
btc-updown-5m-1776999600,BTC,5m,1776999600,1776999600,1776999840000000,240,78110.0,-0.0003642252483604,0.3300000131130218,376.5,0.6800000071525574,9.960000038146973,1.0100000202655792,376.5,Down,0.6800000071525574,1.4705882198257845,1.0,Up,False,-1.022399999499321,Up,True
btc-updown-5m-1777000200,BTC,5m,1777000200,1777000200,1777000441000000,241,78148.93,0.0003447172371418,0.6399999856948853,264.739990234375,0.3700000047683716,643.530029296875,1.0099999904632568,643.530029296875,Up,0.6399999856948853,1.5625000349245974,1.0,Down,False,-1.025200001001358,Down,True
btc-updown-5m-1777002000,BTC,5m,1777002000,1777002000,1777002241000000,241,77653.76,0.0002236064526432,0.2199999988079071,309.8699951171875,0.7900000214576721,18.0,1.0100000202655792,309.8699951171875,Up,0.2199999988079071,4.545454570084564,1.0,Down,False,-1.0546000000834466,Down,True
btc-updown-5m-1777002300,BTC,5m,1777002300,1777002300,1777002540000000,240,77715.84,0.0003392994778701,0.9800000190734864,2030.31005859375,0.0299999993294477,3384.340087890625,1.010000018402934,3384.340087890625,Up,0.9800000190734864,1.0204081434053665,1.0,Up,True,0.019008144740510494,Up,True
btc-updown-5m-1777002600,BTC,5m,1777002600,1777002600,1777002840000000,240,77724.51,-0.0002289615525959,0.9100000262260436,493.9299926757813,0.1000000014901161,417.6199951171875,1.0100000277161598,493.9299926757813,Down,0.1000000014901161,9.999999850988392,1.0,Up,False,-1.0629999998956918,Up,True
btc-updown-5m-1777003500,BTC,5m,1777003500,1777003500,1777003745000000,245,77710.54,0.0002642553399079,0.6000000238418579,1370.699951171875,0.4099999964237213,10.0,1.0100000202655792,1370.699951171875,Up,0.6000000238418579,1.6666666004392863,1.0,Up,True,0.6386666021082164,Up,True
btc-updown-5m-1777004400,BTC,5m,1777004400,1777004400,1777004640000000,240,77824.92,0.0003978457456277,0.9900000095367432,7283.43017578125,0.0199999995529651,1707.97998046875,1.0100000090897083,7283.43017578125,Up,0.9900000095367432,1.0101010003706326,1.0,Up,True,0.009401001038204538,Up,True
btc-updown-5m-1777005900,BTC,5m,1777005900,1777005900,1777006140000000,240,77735.3,0.0005803820069478,0.9200000166893004,790.4199829101562,0.0900000035762786,522.0700073242188,1.0100000202655792,790.4199829101562,Up,0.9200000166893004,1.0869565020211482,1.0,Up,True,0.08135650318939928,Up,True
btc-updown-5m-1777007100,BTC,5m,1777007100,1777007100,1777007340000000,240,77602.59,-0.0002114173076179,0.050000000745058,543.010009765625,0.959999978542328,719.1900024414062,1.009999979287386,719.1900024414062,Down,0.959999978542328,1.0416666899497313,1.0,Down,True,0.03886668844769439,Down,True
btc-updown-5m-1777008900,BTC,5m,1777008900,1777008900,1777009140000000,240,77725.83,0.0006733310562814,0.8600000143051147,48.52000045776367,0.1500000059604644,429.30999755859375,1.0100000202655792,429.30999755859375,Up,0.8600000143051147,1.1627906783327278,1.0,Up,True,0.15299067933408583,Up,True
btc-updown-5m-1777009500,BTC,5m,1777009500,1777009500,1777009740000000,240,77782.0,0.0002125622078796,0.9300000071525574,80.31999969482422,0.0799999982118606,569.739990234375,1.010000005364418,569.739990234375,Up,0.9300000071525574,1.0752688089344926,1.0,Up,True,0.07036880943517164,Up,True
btc-updown-5m-1777010100,BTC,5m,1777010100,1777010100,1777010370000000,270,77970.75,0.0002011415036891,0.9990000128746032,5700.990234375,0.0070000002160668,150.0,1.00600001309067,5700.990234375,Up,0.9990000128746032,1.0010009881006101,1.0,Up,True,0.0009309890018323462,Up,True
btc-updown-5m-1777011600,BTC,5m,1777011600,1777011600,1777011840000000,240,77886.13,-0.0002691667383332,0.0599999986588954,203.4499969482422,0.949999988079071,1179.199951171875,1.0099999867379663,1179.199951171875,Down,0.949999988079071,1.0526315921561542,1.0,Down,True,0.04913159132168911,Down,True
btc-updown-5m-1777011900,BTC,5m,1777011900,1777011900,1777012140000000,240,77844.38,0.00027318359891,0.1000000014901161,310.7300109863281,0.9100000262260436,162.57000732421875,1.0100000277161598,310.7300109863281,Up,0.1000000014901161,9.999999850988392,1.0,Down,False,-1.0629999998956918,Down,True
btc-updown-5m-1777013100,BTC,5m,1777013100,1777013100,1777013340000000,240,77841.64,0.0004581909439105,0.7599999904632568,5.0,0.25,303.7699890136719,1.0099999904632568,303.7699890136719,Up,0.7599999904632568,1.3157894901951928,1.0,Up,True,0.29898948952762067,Up,True
