slug,asset,tf,slot_start_s,fire_ts_us,offset_s,binance_px,binance_ret_60s,up_ask,up_asz,dn_ask,dn_asz,sum_asks,max_asz,direction,entry_px,shares,stake_usd,winner,won,pnl_usd,fired,skip_reason,outcome_truth
btc-updown-5m-1776994800,BTC,5m,1776994800,1776995040000000,240,78050.0,-0.000696503654083469,0.05000000074505806,896.3900146484375,0.9599999785423279,451.55999755859375,1.009999979287386,896.3900146484375,Up,0.05000000074505806,19.99999970197678,1.0,Down,False,-1.066499999947846,True,,Down
btc-updown-5m-1776995400,BTC,5m,1776995400,1776995640000000,240,78376.62,-0.0005801934454207069,0.9399999976158142,9.039999961853027,0.07000000029802322,729.1500244140625,1.0099999979138374,729.1500244140625,Up,0.9399999976158142,1.0638297899323061,0.9999999999999999,Up,True,0.05962978976541323,True,,Up
btc-updown-5m-1776996000,BTC,5m,1776996000,1776996240000000,240,78528.64,0.000595168849695904,0.9200000166893005,132.52000427246094,0.09000000357627869,557.6799926757812,1.0100000202655792,557.6799926757812,Down,0.09000000357627869,11.111110669595242,1.0,Up,False,-1.0636999997496606,True,,Up
btc-updown-5m-1776999600,BTC,5m,1776999600,1776999840000000,240,78110.0,-0.0003642252483604391,0.33000001311302185,376.5,0.6800000071525574,9.960000038146973,1.0100000202655792,376.5,Up,0.33000001311302185,3.0303029098896115,1.0,Up,True,1.983402910807523,True,,Up
btc-updown-5m-1777000200,BTC,5m,1777000200,1777000441000000,241,78148.93,0.0003447172371418006,0.6399999856948853,264.739990234375,0.3700000047683716,643.530029296875,1.0099999904632568,643.530029296875,Down,0.3700000047683716,2.7027026678716473,1.0,Down,True,1.6586026682054331,True,,Down
btc-updown-5m-1777000800,BTC,5m,1777000800,1777001040000000,240,77861.42,-0.0013761929142867002,0.009999999776482582,11007.9296875,,,,11007.9296875,Up,0.009999999776482582,100.00000223517424,1.0,Down,False,-1.0693000000156463,True,,Down
btc-updown-5m-1777001400,BTC,5m,1777001400,1777001640000000,240,77586.62,-0.0004512916177380477,0.009999999776482582,5287.740234375,,,,5287.740234375,Up,0.009999999776482582,100.00000223517424,1.0,Down,False,-1.0693000000156463,True,,Down
btc-updown-5m-1777002000,BTC,5m,1777002000,1777002241000000,241,77653.76,0.00022360645264329904,0.2199999988079071,309.8699951171875,0.7900000214576721,18.0,1.0100000202655792,309.8699951171875,Down,0.7900000214576721,1.2658227504283424,1.0,Down,True,0.2511227519303794,True,,Down
btc-updown-5m-1777002300,BTC,5m,1777002300,1777002540000000,240,77715.84,0.00033929947787014747,0.9800000190734863,2030.31005859375,0.029999999329447746,3384.340087890625,1.010000018402934,3384.340087890625,Down,0.029999999329447746,33.33333407839141,1.0,Up,False,-1.0679000000469385,True,,Up
btc-updown-5m-1777002600,BTC,5m,1777002600,1777002840000000,240,77724.51,-0.0002289615525959965,0.9100000262260437,493.92999267578125,0.10000000149011612,417.6199951171875,1.0100000277161598,493.92999267578125,Up,0.9100000262260437,1.098901067230959,1.0,Up,True,0.09260106906678195,True,,Up
btc-updown-5m-1777003500,BTC,5m,1777003500,1777003745000000,245,77710.54,0.00026425533990792616,0.6000000238418579,1370.699951171875,0.4099999964237213,10.0,1.0100000202655792,1370.699951171875,Down,0.4099999964237213,2.4390244115186124,1.0,Up,False,-1.0413000002503396,True,,Up
btc-updown-5m-1777004400,BTC,5m,1777004400,1777004640000000,240,77824.92,0.000397845745627734,0.9900000095367432,7283.43017578125,0.019999999552965164,1707.97998046875,1.0100000090897083,7283.43017578125,Down,0.019999999552965164,50.00000111758712,1.0,Up,False,-1.0686000000312925,True,,Up
btc-updown-5m-1777004700,BTC,5m,1777004700,1777004940000000,240,77634.02,-0.0004734083430848468,0.009999999776482582,24399.900390625,,,,24399.900390625,Up,0.009999999776482582,100.00000223517424,1.0,Down,False,-1.0693000000156463,True,,Down
btc-updown-5m-1777005900,BTC,5m,1777005900,1777006140000000,240,77735.3,0.0005803820069478771,0.9200000166893005,790.4199829101562,0.09000000357627869,522.0700073242188,1.0100000202655792,790.4199829101562,Down,0.09000000357627869,11.111110669595242,1.0,Up,False,-1.0636999997496606,True,,Up
btc-updown-5m-1777007100,BTC,5m,1777007100,1777007340000000,240,77602.59,-0.00021141730761797817,0.05000000074505806,543.010009765625,0.9599999785423279,719.1900024414062,1.009999979287386,719.1900024414062,Up,0.05000000074505806,19.99999970197678,1.0,Down,False,-1.066499999947846,True,,Down
btc-updown-5m-1777008900,BTC,5m,1777008900,1777009140000000,240,77725.83,0.0006733310562814232,0.8600000143051147,48.52000045776367,0.15000000596046448,429.30999755859375,1.0100000202655792,429.30999755859375,Down,0.15000000596046448,6.666666401757145,1.0,Up,False,-1.0594999995827674,True,,Up
btc-updown-5m-1777009500,BTC,5m,1777009500,1777009740000000,240,77782.0,0.00021256220787968516,0.9300000071525574,80.31999969482422,0.07999999821186066,569.739990234375,1.010000005364418,569.739990234375,Down,0.07999999821186066,12.50000027939678,1.0,Up,False,-1.0644000001251697,True,,Up
