label_cell,X,Y,Z,side,n_events,indicator,mean,median,std
loose,0.02,12,0.005,bull,3271,z_lsr,-0.06761861158132919,-0.16218183556538826,1.447471819038375
loose,0.02,12,0.005,bull,3271,z_fund,0.02626149450800623,0.223606797439419,0.6613034115260821
loose,0.02,12,0.005,bull,3271,z_oi,0.031032559615682225,0.046304628329161525,1.4270133869857964
loose,0.02,12,0.005,bull,3271,z_oi_silent,0.044172548446090296,-0.40824397532450296,1.1540256005151992
loose,0.02,12,0.005,bull,3271,z_dom_stables,0.04864970086026449,0.22360679758293178,0.6239555375407195
loose,0.02,12,0.005,bull,3271,z_top_lsr_count,-0.02805973847709146,-0.02881197822420408,1.4457493150196061
loose,0.02,12,0.005,bull,3271,z_top_lsr_sum,-0.014585645925883744,-0.05557243427399203,1.4197996729779436
loose,0.02,12,0.005,bull,3271,z_taker_ratio,-0.009392505314788841,-0.2006202292391,1.0041041175565923
loose,0.02,12,0.005,bull,3271,brigalS,-0.1501243478889254,-0.3213024025710357,2.8975253642236076
loose,0.02,12,0.005,bull,3271,oilsr,0.09794550302081494,0.11962580966430936,2.156540279447262
loose,0.02,12,0.005,bull,3271,cross_institutional_lead,0.46894444157034815,-0.04552417339400122,3.0551889589973777
loose,0.02,12,0.005,bull,3271,cross_leverage_heat,667.4043544991277,0.8755921532351141,13639.999223468081
loose,0.02,12,0.005,bull,3271,cross_risk_off,-0.029306823714462027,0.026306504854169632,0.6063174066735544
loose,0.02,12,0.005,bull,3271,cross_real_money,-1335.3692887551822,-1.5145162046955436,27279.82248964318
loose,0.02,12,0.005,bear,3498,z_lsr,0.14629755459857896,0.31431629408975864,1.4434508353947983
loose,0.02,12,0.005,bear,3498,z_fund,0.036325604741137524,0.2236067976888311,0.654741488715719
loose,0.02,12,0.005,bear,3498,z_oi,0.10711749775681241,0.18213967585375268,1.4059743568122856
loose,0.02,12,0.005,bear,3498,z_oi_silent,0.09458848639475093,-0.4082439753245448,1.2184324840139384
loose,0.02,12,0.005,bear,3498,z_dom_stables,-0.004153752991460352,-0.2236067975708702,0.6315787951483874
loose,0.02,12,0.005,bear,3498,z_top_lsr_count,0.13112243370249396,0.28428171214565756,1.43366948914388
loose,0.02,12,0.005,bear,3498,z_top_lsr_sum,-0.012322244800691396,-0.022064484871584862,1.39338038607378
loose,0.02,12,0.005,bear,3498,z_taker_ratio,0.014824682890223753,-0.16533675815313664,1.011362747603509
loose,0.02,12,0.005,bear,3498,brigalS,0.2785441405130484,0.6372935980476584,2.8853042042349393
loose,0.02,12,0.005,bear,3498,oilsr,-0.039449516834894206,-0.03330205095314606,2.127702553139997
loose,0.02,12,0.005,bear,3498,cross_institutional_lead,0.3775720307826596,-0.09699702497003031,3.160276188335833
loose,0.02,12,0.005,bear,3498,cross_leverage_heat,2354.6672465855063,0.7497459477773822,30148.931109137124
loose,0.02,12,0.005,bear,3498,cross_risk_off,-0.022785734281784105,0.0420313420466909,0.5875447730176189
loose,0.02,12,0.005,bear,3498,cross_real_money,-4709.848516170324,-2.3459512033047396,60297.604814957784
medium,0.03,24,0.01,bull,4105,z_lsr,-0.07928957456169305,-0.182950114488888,1.4447808213120168
medium,0.03,24,0.01,bull,4105,z_fund,-0.009732615646569211,-0.22360679705905748,0.6557355039472144
medium,0.03,24,0.01,bull,4105,z_oi,0.013268206230191981,0.0362244877998476,1.4122289010231353
medium,0.03,24,0.01,bull,4105,z_oi_silent,0.028373957191788205,-0.4082439753245786,1.1350220853111914
medium,0.03,24,0.01,bull,4105,z_dom_stables,0.024334500486686658,0.22360679724571347,0.6309353731115507
medium,0.03,24,0.01,bull,4105,z_top_lsr_count,-0.033474061570026234,-0.07282594760964284,1.4373243619482698
medium,0.03,24,0.01,bull,4105,z_top_lsr_sum,-0.0024620256101418755,-0.03841756888762045,1.405658059796169
medium,0.03,24,0.01,bull,4105,z_taker_ratio,-0.03404365842480928,-0.226583041005991,0.9905997038272757
medium,0.03,24,0.01,bull,4105,brigalS,-0.17253883766258746,-0.35627836784295797,2.8913132093799923
medium,0.03,24,0.01,bull,4105,oilsr,0.09199548101007292,0.1138833793227978,2.162299441038335
medium,0.03,24,0.01,bull,4105,cross_institutional_lead,0.43078935727222717,-0.06020173457889766,3.0104370042601634
