label_cell,X,Y,Z,side,n_events,indicator,mean,median,std
medium,0.03,24,0.01,bull,4105,cross_leverage_heat,215.8473929745958,0.91896212773269,3231.7814391067695
medium,0.03,24,0.01,bull,4105,cross_risk_off,-0.017921919963046658,0.018832276545166837,0.5984050931750425
medium,0.03,24,0.01,bull,4105,cross_real_money,-432.2208070203829,-1.8496997632272507,6463.2985709348095
medium,0.03,24,0.01,bear,4195,z_lsr,0.08351514107974009,0.15908603676643762,1.4436860663482751
medium,0.03,24,0.01,bear,4195,z_fund,0.013026116832534854,0.22360679740487618,0.6578519918482196
medium,0.03,24,0.01,bear,4195,z_oi,0.06803263168595894,0.12757115603549912,1.4142388708000448
medium,0.03,24,0.01,bear,4195,z_oi_silent,0.061133887340127195,-0.4082439753244732,1.1642321822751882
medium,0.03,24,0.01,bear,4195,z_dom_stables,-0.000877307325726533,-0.22360679762130312,0.6349276582693921
medium,0.03,24,0.01,bear,4195,z_top_lsr_count,0.051529812795873174,0.09823717171466792,1.4319658960792983
medium,0.03,24,0.01,bear,4195,z_top_lsr_sum,-0.06039611433134543,-0.10985537683898083,1.3986214709184526
medium,0.03,24,0.01,bear,4195,z_taker_ratio,-0.0002726185753665577,-0.19349259332415583,1.004050196149933
medium,0.03,24,0.01,bear,4195,brigalS,0.15292708584216863,0.33007470038325193,2.886038700573462
medium,0.03,24,0.01,bear,4195,oilsr,-0.015707198560875452,-0.0029584315555493124,2.126434652013104
medium,0.03,24,0.01,bear,4195,cross_institutional_lead,0.5552069316754524,-0.013642183394762641,3.270760158961185
medium,0.03,24,0.01,bear,4195,cross_leverage_heat,636.1063725708867,0.10715038166708835,13417.051839329077
medium,0.03,24,0.01,bear,4195,cross_risk_off,-0.050434261695550535,0.001952746177991016,0.6061157773541644
medium,0.03,24,0.01,bear,4195,cross_real_money,-1272.8858922134,-0.4699822065058845,26833.939987452373
tight,0.05,48,0.015,bull,3733,z_lsr,-0.0636982354435377,-0.15984556752689014,1.4431702837149165
tight,0.05,48,0.015,bull,3733,z_fund,-0.00721404563526911,-0.22360679145888382,0.6538145523112396
tight,0.05,48,0.015,bull,3733,z_oi,0.014160494407265904,0.03095745130143524,1.4352922100980905
tight,0.05,48,0.015,bull,3733,z_oi_silent,0.048766365143503874,-0.40824397532455625,1.1653114246105543
tight,0.05,48,0.015,bull,3733,z_dom_stables,0.015023389980282832,0.223606796775705,0.6250819922217355
tight,0.05,48,0.015,bull,3733,z_top_lsr_count,-0.03290647045339603,-0.08071161690151737,1.4506396463832565
tight,0.05,48,0.015,bull,3733,z_top_lsr_sum,-0.020685234484583533,-0.03953822705334847,1.4170926910324115
tight,0.05,48,0.015,bull,3733,z_taker_ratio,-0.03301916065278714,-0.2273121657515522,0.9928990838596685
tight,0.05,48,0.015,bull,3733,brigalS,-0.14100942544813258,-0.3094000428811322,2.8871286922710597
tight,0.05,48,0.015,bull,3733,oilsr,0.07724039590911094,0.09965633786051353,2.189666930544033
tight,0.05,48,0.015,bull,3733,cross_institutional_lead,0.49283994917469287,-0.04230142078402249,3.060169549151545
tight,0.05,48,0.015,bull,3733,cross_leverage_heat,208.49231427838768,1.170719120611322,3169.1387733971183
tight,0.05,48,0.015,bull,3733,cross_risk_off,-0.02075728510488048,0.013449860525255097,0.6274180783755122
tight,0.05,48,0.015,bull,3733,cross_real_money,-417.537398310825,-2.6409117974599043,6338.0156594713035
tight,0.05,48,0.015,bear,3880,z_lsr,0.1035437503584794,0.22712825783796692,1.4483931428010948
tight,0.05,48,0.015,bear,3880,z_fund,-0.0013109302551784403,7.136677013241943e-09,0.659131151322665
tight,0.05,48,0.015,bear,3880,z_oi,0.09465089476387875,0.16865049947154193,1.4102507163108053
tight,0.05,48,0.015,bear,3880,z_oi_silent,0.07052385802210166,-0.40824397532443424,1.1766797819223551
tight,0.05,48,0.015,bear,3880,z_dom_stables,-0.08863400750128843,-0.22360679773689895,0.6280402694328163
tight,0.05,48,0.015,bear,3880,z_top_lsr_count,0.053426556155384566,0.10398049032629156,1.431488262634046
tight,0.05,48,0.015,bear,3880,z_top_lsr_sum,-0.06679308022606484,-0.08515886127904548,1.3894091212685769
tight,0.05,48,0.015,bear,3880,z_taker_ratio,0.024712148834109375,-0.17789014940180442,1.0120438663477667
tight,0.05,48,0.015,bear,3880,brigalS,0.19250038371256736,0.46295002968897514,2.8957598263804356
tight,0.05,48,0.015,bear,3880,oilsr,-0.008973629333947243,0.026155549184223137,2.1088216362479697
tight,0.05,48,0.015,bear,3880,cross_institutional_lead,0.43294413427368195,-0.01502161553940215,3.216222258512086
tight,0.05,48,0.015,bear,3880,cross_leverage_heat,162.70037050904557,0.3485699429053666,2726.5035204261467
tight,0.05,48,0.015,bear,3880,cross_risk_off,-0.028947672969292845,0.04466036279503843,0.620767587557192
tight,0.05,48,0.015,bear,3880,cross_real_money,-325.9442852965311,-1.7390738694223904,5452.804737668501
