side,indicator,permutation_importance,importance_normalized,train_acc,test_acc,n_pos_events
bull,z_lsr,-0.0026152088358512016,-2615208.8358512013,0.729691495728821,0.5874063729846388,4104
bull,z_fund,-0.00033007490161227613,-330074.9016122761,0.729691495728821,0.5874063729846388,4104
bull,z_oi,-0.00464643899961914,-4646438.99961914,0.729691495728821,0.5874063729846388,4104
bull,z_oi_silent,-0.0010917862130252586,-1091786.2130252586,0.729691495728821,0.5874063729846388,4104
bull,z_cb_premium,0.0,0.0,0.729691495728821,0.5874063729846388,4104
bull,z_dom_stables,-0.0021835724260505394,-2183572.426050539,0.729691495728821,0.5874063729846388,4104
bull,z_top_lsr_count,-0.0027167703440395875,-2716770.3440395873,0.729691495728821,0.5874063729846388,4104
bull,z_top_lsr_sum,-0.002462866573568601,-2462866.5735686007,0.729691495728821,0.5874063729846388,4104
bull,z_taker_ratio,-0.00200583978672082,-2005839.78672082,0.729691495728821,0.5874063729846388,4104
bull,brigalS,-0.001371080360543364,-1371080.360543364,0.729691495728821,0.5874063729846388,4104
bull,oilsr,-0.006601498032245768,-6601498.032245767,0.729691495728821,0.5874063729846388,4104
bull,cross_institutional_lead,-0.028284880030468453,-28284880.03046845,0.729691495728821,0.5874063729846388,4104
bull,cross_leverage_heat,-0.04316364098006853,-43163640.98006853,0.729691495728821,0.5874063729846388,4104
bull,cross_risk_off,-0.05461470102831027,-54614701.02831027,0.729691495728821,0.5874063729846388,4104
bull,cross_real_money,-0.027929414751809056,-27929414.751809053,0.729691495728821,0.5874063729846388,4104
bear,z_lsr,0.000736320934365886,736320.934365886,0.7307252842918548,0.6102577123270281,4195
bear,z_fund,0.000355465278659417,355465.278659417,0.7307252842918548,0.6102577123270281,4195
bear,z_oi,-0.00022851339342386812,-228513.3934238681,0.7307252842918548,0.6102577123270281,4195
bear,z_oi_silent,0.00025390377047100897,253903.77047100896,0.7307252842918548,0.6102577123270281,4195
bear,z_cb_premium,0.0,0.0,0.7307252842918548,0.6102577123270281,4195
bear,z_dom_stables,-0.00020312301637677167,-203123.01637677164,0.7307252842918548,0.6102577123270281,4195
bear,z_top_lsr_count,0.0017011552621556847,1701155.2621556846,0.7307252842918548,0.6102577123270281,4195
bear,z_top_lsr_sum,0.0003808556557065135,380855.65570651344,0.7307252842918548,0.6102577123270281,4195
bear,z_taker_ratio,-0.00022851339342386812,-228513.3934238681,0.7307252842918548,0.6102577123270281,4195
bear,brigalS,0.0015488129998730837,1548812.9998730836,0.7307252842918548,0.6102577123270281,4195
bear,oilsr,0.0013710803605433864,1371080.3605433863,0.7307252842918548,0.6102577123270281,4195
bear,cross_institutional_lead,-0.025593500063475938,-25593500.063475937,0.7307252842918548,0.6102577123270281,4195
bear,cross_leverage_heat,-0.08373746350133296,-83737463.50133295,0.7307252842918548,0.6102577123270281,4195
bear,cross_risk_off,-0.04633743811095594,-46337438.11095594,0.7307252842918548,0.6102577123270281,4195
bear,cross_real_money,-0.0770597943379459,-77059794.3379459,0.7307252842918548,0.6102577123270281,4195
