asset,tf,variant,n_trades,n_wins,win_rate,total_pnl_usd,avg_pnl_usd,sharpe,max_dd_usd,avg_fees_usd,avg_funding_usd,avg_bars_held,g1_binom_p,g6_pnl_ci_lo,g6_pnl_ci_hi,g4_perm_p
BTC,5m,sms_markov_sized_hold3,28350,4399,0.15516754850088182,-8402.773932290931,-0.29639414223248434,-10.886478336348114,-8403.968277448454,0.22537301587301597,-3.546014373902047e-05,2.99989417989418,0.0,-0.3005971467545674,-0.292144480117756,
BTC,5m,bos_pure_hold5,6503,1594,0.24511763801322467,-2078.334203019957,-0.31959621759494955,-6.17146024945011,-2077.3141640177014,0.22500000000000006,0.00010466063739821935,5.0,0.0,-0.3369002554222134,-0.3026625959856612,
BTC,5m,choch_pure_hold5,4386,1182,0.2694938440492476,-1289.4190719813969,-0.29398519653018623,-5.823923503694835,-1292.2124465376055,0.22500000000000003,-0.00014027799817618964,5.0,2.2710892820125114e-212,-0.31277214484212507,-0.2748357577452521,
BTC,5m,bos_AND_liq_hold5,188,45,0.2393617021276596,-51.17654142554494,-0.2722156458805582,-7.026626631761461,-52.449764708571195,0.22500000000000006,-2.3215558511052606e-05,5.0,4.3106411178290255e-13,-0.34714586973674366,-0.19733696743121806,
BTC,15m,pure_sms_hold1,13706,3239,0.23631985991536553,-4131.013554691095,-0.3014018353050558,-7.2223817411261795,-4132.656829514939,0.22500000000000003,-0.00010707013351823721,1.0,0.0,-0.31056151036299334,-0.2923929459425619,
BTC,15m,pure_sms_hold3,13706,4538,0.3310958704217131,-4255.198853363519,-0.3104624874772742,-4.424816705016027,-4260.139144139405,0.22500000000000003,-0.0003091067981178825,3.0,0.0,-0.3262197557682013,-0.29525161350106466,
BTC,15m,pure_sms_hold5,13706,4944,0.36071793375164163,-4317.50197827742,-0.31500817001878156,-3.550847449243275,-4330.3901994171265,0.22500000000000003,-0.00042373472019588274,5.0,3.0216671771778883e-236,-0.33509744352858817,-0.2963903545315176,
BTC,15m,pure_sms_hold10,13706,5537,0.40398365679264553,-4210.318275849901,-0.30718796701079093,-2.448174822128725,-4247.724104506561,0.22500000000000003,-0.0005978250255367802,10.0,1.571879944905812e-112,-0.33449495585552325,-0.28030570800192134,
BTC,15m,pure_sms_signal_flip,1763,936,0.5309132161089053,-639.687879327307,-0.3628405441448139,-1.93658047814404,-650.8057474069154,0.22500000000000006,-0.000918595448100916,24.772546795235396,0.010086741332996123,-0.4787792788825891,-0.24785197568940956,
BTC,15m,pure_sms_atr_trail,13706,5556,0.4053699109878885,-4400.754677437542,-0.3210823491490984,-2.559606350148706,-4418.778770930321,0.22500000000000003,-0.0005631967313593222,13.491974317817014,2.4361908433543063e-109,-0.35055619476577005,-0.2940617851647457,
BTC,15m,sms_regime_trending_hold3,24,6,0.25,-9.841052022645,-0.410043834276875,-3.1192431295550045,-19.67477234906186,0.225,0.001258323958335204,3.0,0.022655844688415527,-1.0392253624680339,0.29027306683342113,
BTC,15m,sms_session_londNy_hold3,8782,3033,0.34536552038260077,-2646.629386033558,-0.3013697775032519,-3.9898824636645305,-2654.4618333200765,0.22500000000000003,-0.00025539750910972246,3.0,1.4295475944960282e-187,-0.3227953362996357,-0.2797554225243675,
BTC,15m,sms_session_asia_hold3,5694,1735,0.30470670881629786,-1817.5361722964622,-0.3192019972420903,-5.49589164442096,-1817.715603776433,0.2250000000000001,-0.00038264848524802484,3.0,7.378530025960518e-196,-0.3401395269571842,-0.298337825935422,
BTC,15m,sms_ranging_hold3,11379,3678,0.3232269970999209,-3655.1427134810115,-0.3212182716830136,-4.609547231291312,-3658.937050601913,0.22500000000000006,-0.00012339895421385703,3.0,7.154574e-318,-0.337503019276964,-0.30463525486133286,
BTC,15m,sms_markov_sized_hold3,3966,1076,0.2713061018658598,-1185.450996912679,-0.2989034283693089,-5.307138030189231,-1191.6518924314214,0.22812027231467477,-0.000122654091023911,3.0,4.109763341339151e-189,-0.3222574123390439,-0.27470082072912444,
BTC,15m,bos_pure_hold5,2047,711,0.34733756717147046,-560.8744339637219,-0.27399825792072396,-2.918090194463389,-562.5609070760255,0.2250000000000001,0.00048380581338600484,5.0,6.167031429680368e-44,-0.327094344937039,-0.22221058653760994,
BTC,15m,choch_pure_hold5,1326,460,0.3469079939668175,-524.1308959629959,-0.3952721689012035,-4.539397208585898,-523.9233686006218,0.22500000000000006,-0.0002945866138765147,5.0,3.6094425742957025e-29,-0.45758758041927405,-0.3368427542473422,
BTC,15m,bos_AND_liq_hold5,34,13,0.38235294117647056,-6.571435349405308,-0.1932775102766267,-2.056130961620249,-9.575443861976604,0.22499999999999998,-0.0005487433823529485,5.0,0.22948101302608848,-0.635989403706566,0.23607375249875634,
BTC,1h,pure_sms_hold1,2638,1015,0.3847611827141774,-782.4512840143917,-0.2966077649789203,-3.5932899332328976,-784.6716484706466,0.22500000000000006,-0.00021840908832448507,1.0,1.6749200624616902e-32,-0.33707067011884484,-0.25422480746370835,
BTC,1h,pure_sms_hold3,2638,1195,0.45299469294920397,-781.3354184578168,-0.29618476817961215,-2.1040482383705945,-799.1266733893499,0.22500000000000006,-0.00022779094958283767,3.0,1.4910978363283684e-06,-0.3693093502295978,-0.22519234296879892,
BTC,1h,pure_sms_hold5,2638,1243,0.47119029567854437,-631.7082210491062,-0.2394648298139144,-1.3547392106641702,-672.8153480353136,0.22500000000000006,-1.98541034869455e-05,4.999620924943139,0.0032751591145133547,-0.3309838217550391,-0.14794321858544326,
BTC,1h,pure_sms_hold10,2638,1270,0.48142532221379836,-521.9916616965766,-0.1978740188387326,-0.8328231062092641,-753.4092197452148,0.22500000000000006,-3.645297573783079e-05,9.997725549658833,0.05892820091683746,-0.31795190055903716,-0.07794687357936246,
BTC,1h,pure_sms_signal_flip,394,244,0.6192893401015228,-117.9700146925162,-0.29941628094547257,-0.7814350417320794,-162.9205489163965,0.2250000000000001,-0.00046929676395359923,27.685279187817258,2.5204936828104424e-06,-0.8032748456671999,0.1841316679770767,
BTC,1h,pure_sms_atr_trail,2638,1160,0.4397270659590599,-595.137728556052,-0.22560186829266565,-0.8222523502646453,-995.8525383308566,0.22500000000000006,-0.001973221455649174,13.3316906747536,6.442219778671798e-10,-0.361347726257138,-0.0881152918751858,
BTC,1h,sms_regime_trending_hold3,4,0,0.0,-12.80510023668404,-3.20127505917101,-17.80843818360567,-5.039832377159161,0.225,0.008603268750018156,3.0,0.125,,,
BTC,1h,sms_session_londNy_hold3,1868,856,0.4582441113490364,-548.56862728056,-0.29366628869408995,-1.9433921501837752,-574.2587063295274,0.22500000000000006,0.00034808320396205824,3.0,0.0003330011632026219,-0.3804792300057957,-0.19999655848759396,
BTC,1h,sms_session_asia_hold3,841,371,0.441141498216409,-210.16328568334933,-0.2498968914189647,-2.3682418668288845,-211.8637687046965,0.22500000000000006,-0.0021007494649240206,3.0,0.0007174655560988032,-0.34844385650777365,-0.16027490982759793,
BTC,1h,sms_ranging_hold3,2139,974,0.45535296867695185,-584.1238204604842,-0.2730826650119141,-1.9053707922328509,-592.8115833265128,0.22500000000000003,0.0006610125058455645,3.0,3.9443322365345804e-05,-0.35723553672873276,-0.19287311014130257,
BTC,1h,sms_markov_sized_hold3,284,112,0.39436619718309857,-123.07307860997597,-0.4333559105985069,-2.0652023594664923,-141.12629288111665,0.24876760563380285,-0.0005986067781689178,3.0,0.0004434889642678228,-0.7681759851950068,-0.12852970723805865,
BTC,1h,bos_pure_hold5,495,206,0.4161616161616162,-172.1072167726345,-0.34769134701542326,-2.043579622358412,-191.8923970424128,0.22500000000000006,0.0009371983333325135,4.991919191919192,0.00022117799252961581,-0.534323768820004,-0.12823631617242498,
BTC,1h,choch_pure_hold5,302,137,0.45364238410596025,-80.73594427056389,-0.2673375638098142,-1.6174258969339783,-113.4937865423207,0.22500000000000006,0.00046162798013269293,5.0,0.12011723303906154,-0.5111634087240805,-0.02689917493446717,
BTC,1h,bos_AND_liq_hold5,7,5,0.7142857142857143,11.412235292158933,1.6303193274512762,6.3702163457470995,-4.404833539111383,0.22500000000000003,-0.002453539285722704,5.0,0.453125,-0.9272120240836788,4.3073847654225075,
BTC,4h,pure_sms_hold1,607,300,0.4942339373970346,-111.52961632523035,-0.1837390713759973,-1.1315600315574224,-137.06299168513246,0.22500000000000006,-0.0011218407742987786,1.0,0.8076173435145452,-0.3575016785557972,-0.0039961971036642265,
BTC,4h,pure_sms_hold3,607,324,0.5337726523887973,12.011233863202953,0.019787864684024634,0.068231417293726,-138.73398898268906,0.22500000000000006,-0.0055044445634249125,3.0,0.1043940116448314,-0.28214991997765826,0.3291782212741655,
BTC,4h,pure_sms_hold5,607,299,0.4925864909390445,15.953734496174398,0.026282923387437228,0.07053542124074291,-236.11204190153154,0.22500000000000006,-0.010348205601316602,4.996705107084019,0.7454308429556286,-0.377424495858109,0.42308188356014675,
BTC,4h,pure_sms_hold10,607,333,0.5485996705107083,209.15198345019064,0.3445666943166238,0.7494188497453403,-257.4043719033035,0.22500000000000006,-0.022659461573311675,9.98846787479407,0.018491835193374835,-0.15189936938321716,0.8274862800397671,
BTC,4h,pure_sms_signal_flip,103,70,0.6796116504854369,173.11646080263898,1.6807423378896988,2.5897453931077727,-64.06932008538973,0.22500000000000014,-0.017690466504828268,26.398058252427184,0.0003409978012869771,-0.047770622736254466,3.257796802699892,
BTC,4h,pure_sms_atr_trail,607,278,0.45799011532125206,108.71758860758013,0.1791064062727844,0.3392511949089552,-395.14743471816416,0.22500000000000006,-0.014528375782550899,12.901153212520594,0.0423252425083922,-0.37745516574610743,0.7573912212400308,
BTC,4h,sms_regime_trending_hold3,2,0,0.0,-3.644165481943791,-1.8220827409718956,-44.896509961552184,-1.1778307305252613,0.225,0.10328876250002145,3.0,0.5,,,
BTC,4h,sms_session_londNy_hold3,434,240,0.5529953917050692,10.572574520144308,0.024360770783742644,0.09353816995879034,-73.09584352426049,0.22500000000000003,-0.003462184792623531,3.0,0.030649433058375666,-0.29451265544942806,0.347474054455589,
BTC,4h,sms_session_asia_hold3,246,117,0.47560975609756095,-36.28159016683502,-0.14748613888957324,-0.45626817550080884,-120.37145919430642,0.2250000000000001,-0.007190183333334196,3.0,0.48317056022932736,-0.6867422209237068,0.3933304593067205,
BTC,4h,sms_ranging_hold3,493,267,0.5415821501014199,57.92217435632773,0.1174891974773382,0.39904432810076723,-120.92617506935872,0.22500000000000006,0.001801476318463714,3.0,0.07151486493937449,-0.2159029181280693,0.45811494758475585,
BTC,4h,sms_markov_sized_hold3,41,19,0.4634146341463415,-1.6981713403115322,-0.04141881317833005,-0.1829103938923612,-13.752422672508594,0.26890243902439026,-0.006385671951222657,3.0,0.755228657504631,-0.9351111430930719,0.849803122143077,
BTC,4h,bos_pure_hold5,132,58,0.4393939393939394,-5.457451511376586,-0.04134432963164081,-0.12824614807110013,-41.92157782296171,0.22500000000000003,0.0033905456439443783,5.0,0.19149877187347042,-0.7693070836679324,0.6916464016206154,
BTC,4h,choch_pure_hold5,71,37,0.5211267605633803,-54.01531916663352,-0.7607791431920213,-2.2146079136359558,-60.81337851504956,0.225,-0.02103879014086317,5.0,0.8125886494061619,-1.855929587631761,0.2824506937230075,
BTC,4h,bos_AND_liq_hold5,0,0,,0.0,,,0.0,0.0,0.0,,,,,
ETH,5m,pure_sms_hold1,38165,8205,0.2149875540416612,-11365.170405784153,-0.2977903944919207,-8.043021618534949,-11365.270682506509,0.22500000000000006,-4.294221734576313e-05,0.9999737979824447,0.0,-0.30260204731176954,-0.2927595573251597,
ETH,5m,pure_sms_hold3,38165,12511,0.3278134416350059,-11489.593905198239,-0.30105054120786684,-4.757992534809208,-11491.260668734567,0.22500000000000006,-0.00012810701886554348,2.999842787894668,0.0,-0.30897875772148536,-0.29258790275694263,
ETH,5m,pure_sms_hold5,38165,13864,0.3632647713873968,-11529.555365162116,-0.3020976120833779,-3.779869841520357,-11533.904716060944,0.22500000000000006,-0.00022815164614189742,4.999685575789336,0.0,-0.31261733223458626,-0.29136516653638767,
ETH,5m,pure_sms_hold10,38165,15331,0.40170313114109785,-11546.055232022281,-0.3025299418845089,-2.7950692629185516,-11564.514381342935,0.22500000000000006,-0.000483171719507707,9.999292545526005,0.0,-0.3161993928359773,-0.2879128554426386,
ETH,5m,pure_sms_signal_flip,5041,2741,0.5437413211664353,-1761.659823487063,-0.34946634070364274,-1.8869574062106065,-1774.8263783872394,0.22500000000000006,-0.0010245631868682028,25.99385042650268,5.60963576944366e-10,-0.41469697005077627,-0.2809721532221561,
ETH,5m,pure_sms_atr_trail,38165,15435,0.4044281409668544,-11708.010880532012,-0.30677350662994923,-2.7147897836892345,-11735.627133199745,0.22500000000000006,-0.0005206467293336112,12.923254290580374,5.6701180976230964e-307,-0.32082889523457186,-0.2919457542769464,
ETH,5m,sms_regime_trending_hold3,47,12,0.2553191489361702,-20.744697554220288,-0.4413765437068146,-6.134227659260899,-19.075614245984497,0.22499999999999995,0.00045881063829867496,3.0,0.0010885382064742541,-0.7069731940957773,-0.15623793689575255,
ETH,5m,sms_session_londNy_hold3,23188,7788,0.33586337760910817,-6990.482570083241,-0.3014698365569795,-4.585335932921272,-6992.458146727337,0.22500000000000003,-0.0001124069507936141,3.0,0.0,-0.31241777230773227,-0.28986311042820695,
ETH,5m,sms_session_asia_hold3,16871,5274,0.3126074328729773,-5140.8263650915105,-0.30471379082991584,-5.207778777410718,-5141.69608518913,0.22500000000000003,-0.00010284108677619105,2.999644360144627,0.0,-0.3162859630974828,-0.29307007758897863,
ETH,5m,sms_ranging_hold3,31797,10220,0.3214139698713715,-9668.437537072117,-0.3040676018829486,-4.827043753472608,-9668.71560936836,0.22500000000000003,-6.882045711860284e-05,2.9998113029531086,0.0,-0.3129630759898291,-0.2950804893526032,
ETH,5m,sms_markov_sized_hold3,15122,3922,0.25935722787991006,-4685.084041560764,-0.3098190742997463,-6.960269062467705,-4688.236053929014,0.22572907022880576,-3.6625135564166564e-05,2.9996032270863644,0.0,-0.3189015014435414,-0.3001841672689269,
ETH,5m,bos_pure_hold5,6450,2087,0.32356589147286824,-1986.5764996517714,-0.30799635653515833,-3.6521303003586905,-1988.3953171336905,0.22500000000000006,0.00010595572093025813,5.0,2.5105110761846096e-180,-0.3359930020128572,-0.28025592409481515,
ETH,5m,choch_pure_hold5,3931,1377,0.35029254642584584,-1106.633208492425,-0.2815144259711079,-3.6773395356859417,-1114.825062343102,0.22500000000000003,-0.0002590249236836667,5.0,1.1220867101114415e-79,-0.31352652643940465,-0.24835574331212706,
ETH,5m,bos_AND_liq_hold5,86,18,0.20930232558139536,-42.802442208015876,-0.49770281637227765,-9.332002421576837,-44.312845013890396,0.22500000000000014,-0.00042584098837272896,5.0,5.293689508572569e-08,-0.6517867691700288,-0.3501865397270529,
ETH,15m,pure_sms_hold1,10239,3450,0.3369469674772927,-3118.363548959881,-0.304557432264858,-4.63376915035649,-3120.390614095809,0.22500000000000006,-0.00026034817364990607,1.0,5.075857479119843e-243,-0.3217862532459246,-0.2883312509410841,
ETH,15m,pure_sms_hold3,10239,4097,0.4001367321027444,-3351.7375987058485,-0.327350092656104,-2.9217746336478174,-3363.567958936418,0.22500000000000006,-0.0007682040970802036,3.0,2.468184126398987e-91,-0.35708780596474204,-0.2987292959974803,
ETH,15m,pure_sms_hold5,10239,4319,0.4218185369665006,-3687.3256683508744,-0.3601255658121764,-2.5443152026300715,-3721.2763857182676,0.22500000000000006,-0.0012025286380511757,4.999804668424651,1.5345536638853068e-56,-0.3979639239547605,-0.32348472701996606,
ETH,15m,pure_sms_hold10,10239,4553,0.4446723312823518,-3808.0443499629946,-0.3719156509388607,-1.8521595160346986,-3893.165225452074,0.22500000000000006,-0.0021164560601630595,9.999316339486278,4.148950393070047e-29,-0.4242089568895492,-0.3218785098198788,
ETH,15m,pure_sms_signal_flip,1593,918,0.576271186440678,-816.7210026782382,-0.5126936614427107,-1.5495467088794388,-843.6994888221648,0.22500000000000003,-0.004033676914628184,27.416195856873824,1.2420651557080704e-09,-0.7317525951627005,-0.2963426115715893,
ETH,15m,pure_sms_atr_trail,10239,4321,0.4220138685418498,-4097.092405167115,-0.40014575692617593,-1.9436420478299774,-4161.339925080579,0.22500000000000006,-0.00221568667838822,13.555620666080673,2.886794804657908e-56,-0.45514269245075367,-0.3496602039304811,
ETH,15m,sms_regime_trending_hold3,18,5,0.2777777777777778,-20.825743135611262,-1.1569857297561812,-11.5493024303554,-18.73082187375256,0.22499999999999998,0.0014429500000026937,3.0,0.09625244140625,-1.77149050661815,-0.5571369677294852,
ETH,15m,sms_session_londNy_hold3,6515,2627,0.4032233307751343,-2209.393225137266,-0.33912405604562795,-2.783469845693041,-2222.580370411464,0.22500000000000006,-0.0006879627782045406,3.0,2.8615878412380388e-55,-0.37832591250284026,-0.2987624783658849,
ETH,15m,sms_session_asia_hold3,4263,1670,0.39174290405817497,-1228.1779228500739,-0.28810178814217074,-3.109267747740488,-1234.1216380704345,0.22500000000000003,-0.0008281091308941601,3.0,1.272300533308122e-45,-0.3268405734868007,-0.2501474257896248,
ETH,15m,sms_ranging_hold3,8302,3316,0.3994218260660082,-2528.29308375073,-0.30454024135759217,-2.7170539691340982,-2538.027372845746,0.22500000000000003,-0.0005484066761023116,3.0,1.904338320254273e-75,-0.3377739684587652,-0.2733534843055395,
ETH,15m,sms_markov_sized_hold3,2050,691,0.33707317073170734,-739.7361539195701,-0.3608469043510098,-3.381207299546622,-746.3950345851997,0.23092682926829272,-0.00020372415853693154,3.0,5.468554532456164e-50,-0.42329196646639655,-0.2985370476013094,
ETH,15m,bos_pure_hold5,2099,825,0.393044306812768,-436.2373843669393,-0.2078310549628105,-1.442349737069141,-440.21851011369307,0.22500000000000003,0.0007326746545976577,5.0,9.623408571849319e-23,-0.2882698251258993,-0.12422391889503416,
ETH,15m,choch_pure_hold5,1195,484,0.40502092050209204,-401.00810293939776,-0.33557163425891023,-2.276556788644817,-404.1009229354013,0.225,-0.0010873802510466537,5.0,5.491108845309858e-11,-0.44883891126636666,-0.21899352123811452,
ETH,15m,bos_AND_liq_hold5,20,10,0.5,-19.256698707720766,-0.9628349353860383,-4.301463327069742,-24.2820910089297,0.22499999999999995,0.0001279712500003305,5.0,1.0,-2.4632162847931673,0.1412237822245227,
ETH,1h,pure_sms_hold1,2191,938,0.4281150159744409,-663.7044470047429,-0.3029230702897046,-2.259006527301503,-664.7241099460331,0.22500000000000006,-0.0014546350296673748,1.0,1.8228863935845427e-11,-0.3794888618774019,-0.22956802053976527,
ETH,1h,pure_sms_hold3,2191,1059,0.4833409402099498,-776.0478554597232,-0.35419801709708953,-1.5466512560690524,-778.7630252655703,0.22500000000000006,-0.003908765837518653,3.0,0.12398148512305422,-0.4908771537070047,-0.23025197776388157,
ETH,1h,pure_sms_hold5,2191,1078,0.49201277955271566,-849.1582893625043,-0.3875665401015538,-1.302300724955059,-886.2027413314356,0.22500000000000006,-0.0059582057850322435,4.9995435874030125,0.4676201617910272,-0.5602348909000582,-0.21976991091335518,
ETH,1h,pure_sms_hold10,2191,1139,0.5198539479689639,-795.3327281432573,-0.36299987592115807,-0.8773308903835332,-978.808231628566,0.22500000000000006,-0.010656618302150542,9.993610223642172,0.06614287620369348,-0.609743213253741,-0.1372879976935084,
ETH,1h,pure_sms_signal_flip,399,249,0.6240601503759399,-159.7379536285,-0.40034574844235593,-0.6110528633921595,-308.83518769485227,0.2250000000000001,-0.01629736585213439,27.338345864661655,8.210028494661722e-07,-1.272023708070609,0.4217347508620253,
ETH,1h,pure_sms_atr_trail,2191,1010,0.46097672295755365,-482.46308146015235,-0.22020222795990524,-0.4882327422727096,-878.066844433445,0.22500000000000006,-0.010429706207214689,13.785486079415792,0.0002795632659214062,-0.4690195065780835,0.025583010805466176,
ETH,1h,sms_regime_trending_hold3,3,1,0.3333333333333333,-8.871039287057197,-2.9570130956857326,-8.605947560276949,-3.882308900945463,0.225,0.007324091666677246,3.0,1.0,,,
ETH,1h,sms_session_londNy_hold3,1549,757,0.48870238863783083,-573.3149836841176,-0.37011942135837156,-1.5185210300188279,-590.7802293289136,0.22500000000000006,-0.003395977227244739,3.0,0.38766054694621394,-0.5318565807336241,-0.21318564800545983,
ETH,1h,sms_session_asia_hold3,706,344,0.48725212464589235,-168.83162375088767,-0.23913827726754627,-1.4598593190666955,-177.24537660782346,0.22500000000000003,-0.005062333888104433,3.0,0.5223295008619617,-0.3987349084861409,-0.07076499771366283,
ETH,1h,sms_ranging_hold3,1749,839,0.47970268724985704,-584.8188034737943,-0.3343732438386474,-1.421598863909557,-587.5339732796414,0.22500000000000006,-0.002363761835335138,3.0,0.09414198676351046,-0.47544224082234415,-0.189468385707615,
ETH,1h,sms_markov_sized_hold3,209,98,0.4688995215311005,-221.11575229654855,-1.0579701066820504,-3.7996398552658146,-246.48755231102996,0.25622009569377996,-0.0003799331339731141,3.0,0.4065658208520832,-1.545091217842305,-0.5761684075855932,
ETH,1h,bos_pure_hold5,507,238,0.46942800788954636,-72.01271839623101,-0.14203691991367062,-0.5679032865596269,-148.83621653939207,0.22500000000000003,0.003967338856017312,5.0,0.1826906157054727,-0.4351594935658247,0.14992616152859334,
ETH,1h,choch_pure_hold5,308,148,0.4805194805194805,-114.76772343333595,-0.37262247867966214,-1.3611161515294128,-124.10709378426523,0.22500000000000003,-0.0033828179383148483,4.990259740259741,0.5308694070775996,-0.7903386703834688,0.021259986344657634,
ETH,1h,bos_AND_liq_hold5,4,1,0.25,-14.873458680824214,-3.7183646702060535,-17.59395637000076,-7.539065119426536,0.225,0.008161543750006411,5.0,0.625,,,
ETH,4h,pure_sms_hold1,552,273,0.4945652173913043,-199.96741640213583,-0.3622598123227098,-1.392411409643418,-225.71803879728742,0.22500000000000003,-0.006510915896741505,0.9981884057971014,0.8314959304077076,-0.6463735103164352,-0.06527829040346353,
ETH,4h,pure_sms_hold3,552,298,0.5398550724637681,-41.85565156679593,-0.07582545573694914,-0.16911848551727865,-335.8720256113396,0.22500000000000003,-0.018870412635875414,2.994565217391304,0.06712268845030206,-0.5629694468956769,0.4540994350445872,
ETH,4h,pure_sms_hold5,552,283,0.5126811594202898,-77.59433931325131,-0.14056945527762918,-0.2291420532720986,-495.00160718693576,0.22500000000000003,-0.031463926675733216,4.98731884057971,0.5800863689655307,-0.814079330908961,0.5604560830343326,
ETH,4h,pure_sms_hold10,552,276,0.5,-262.481183474492,-0.4755093903523406,-0.5903033647053427,-853.7661811473447,0.22500000000000003,-0.05713397839675567,9.956521739130435,1.0,-1.3940508013607482,0.425536215590792,
ETH,4h,pure_sms_signal_flip,91,59,0.6483516483516484,21.594232407480533,0.2372992572250608,0.17442438648290978,-236.9403430961412,0.2250000000000001,-0.0674628752747263,29.87912087912088,0.00610552107452477,-3.5374830803261594,3.7640932471153974,
ETH,4h,pure_sms_atr_trail,552,252,0.45652173913043476,477.8076474714756,0.8655935642599196,0.9615050548130514,-583.6039652803847,0.22500000000000003,-0.029278683242758192,13.16123188405797,0.04535347345057005,-0.09793980461253926,1.823970483999643,
ETH,4h,sms_regime_trending_hold3,0,0,,0.0,,,0.0,0.0,0.0,,,,,
ETH,4h,sms_session_londNy_hold3,388,215,0.5541237113402062,-9.102835110745037,-0.02346091523387896,-0.05692243662729168,-189.34047700831218,0.22500000000000006,-0.017776318556706094,2.9922680412371134,0.03725538204588557,-0.5750513562789965,0.518290296443234,
ETH,4h,sms_session_asia_hold3,224,111,0.4955357142857143,-130.9142192902853,-0.584438478974488,-1.1232660910160601,-256.5901962401374,0.22500000000000006,-0.024145066964293086,3.0,0.9467485607342837,-1.4845959119049232,0.334175519312032,
ETH,4h,sms_ranging_hold3,427,246,0.5761124121779859,126.15321735138956,0.29544079005009266,0.62637871415092,-192.9114423683036,0.22500000000000006,-0.010210227751760326,2.9929742388758784,0.0019195013448729283,-0.28962975716525874,0.873248115636835,
ETH,4h,sms_markov_sized_hold3,24,14,0.5833333333333334,53.55695147229002,2.2315396446787505,4.294371173816683,-15.715520131571987,0.3,-0.010438154166667046,3.0,0.5412561893463135,-0.6098541806642735,5.105499431059697,
ETH,4h,bos_pure_hold5,127,51,0.4015748031496063,-131.0438823340768,-1.031841593181707,-1.8762875185944738,-130.82873447064765,0.22500000000000014,0.005464891732290562,5.0,0.032789561693033514,-2.2343737561521357,0.20025932693877205,
ETH,4h,choch_pure_hold5,62,33,0.532258064516129,30.712759964145924,0.495367096195902,1.089155146336044,-79.83735021553838,0.22499999999999998,-0.016464200000018647,5.0,0.7035366713552733,-1.0049580372169988,2.036765824247427,
ETH,4h,bos_AND_liq_hold5,2,2,1.0,3.923259416867778,1.961629708433889,23.564903207694584,0.0,0.225,0.0036946624999908972,5.0,0.5,,,
SOL,5m,pure_sms_hold1,41173,10768,0.26153061472324096,-11988.255166526613,-0.2911678810513349,-6.717375738824355,-11988.699623002976,0.22500000000000006,-4.602717800503249e-05,1.0,0.0,-0.29666173410700075,-0.2857506840509293,
