label,hypothesis,asset,hold_h,z_thresh,regime_filter,n_signals,status,n_trades,win_rate,total_pnl_usd,avg_pnl_usd,sharpe,g1_p,g1_pass,g2_pnl_pos,g3_wf_stable,g3_wf_mean_sharpe,g4_perm_p,g4_pass,boot_lo,boot_hi,boot_pos,avg_funding,avg_fees
N2-B|HYPE|h4h|z1.5,N2-B,HYPE,4,1.5,,116,OK,116,0.45689655172413796,-13.012199592718316,-0.11217413441998549,-0.3625787235589841,0.40346969965531143,False,False,False,-0.621328026096192,0.6123876123876124,False,-0.20987585960367242,0.16009495380981115,False,-0.0021497114224137558,0.22500000000000012
N2-B|HYPE|h4h|z2.0,N2-B,HYPE,4,2.0,,90,OK,90,0.4,-52.28813563418806,-0.5809792848243117,-1.9294140520364005,0.07254953219246177,False,False,False,-2.2330063332867263,0.8601398601398601,False,-0.3471958646830639,0.08452603176615302,False,-0.0032103572222221717,0.2250000000000001
N2-B|HYPE|h8h|z1.5,N2-B,HYPE,8,1.5,,116,OK,116,0.5,-8.946142605808532,-0.07712191901559079,-0.2036655887055157,1.0,False,False,True,-0.4500450093048478,0.5574425574425574,False,-0.19709027999986287,0.16988091099918717,False,0.0005749221982759447,0.22500000000000012
N2-B|HYPE|h8h|z2.0,N2-B,HYPE,8,2.0,,90,OK,90,0.4888888888888889,16.66450661161594,0.18516118457351047,0.4919191137715604,0.9161288770112904,False,True,False,0.2750172350209375,0.3776223776223776,False,-0.1838022333777292,0.23574762720752002,False,-0.0006423261111109811,0.2250000000000001
N2-B|HYPE|h24h|z1.5,N2-B,HYPE,24,1.5,,116,OK,116,0.49137931034482757,141.68707398195494,1.2214402929478874,1.820627222340758,0.9260777633148565,False,True,True,0.08035326217142469,0.12087912087912088,False,-0.06791953575572271,0.28582932465811317,False,0.022552439870690024,0.22500000000000012
N2-B|HYPE|h24h|z2.0,N2-B,HYPE,24,2.0,,90,OK,90,0.5,114.94858323805094,1.2772064804227883,1.883396002378302,1.0,False,True,True,1.3893278035160979,0.13386613386613386,False,-0.09206760407597626,0.31323191691955393,False,0.020345758333333866,0.2250000000000001
N2-B|HYPE|h72h|z1.5,N2-B,HYPE,72,1.5,,116,OK,116,0.5431034482758621,338.792753428926,2.920627184732121,2.629076151103907,0.40346969965531143,False,True,True,1.8753919532202368,0.04795204795204795,True,-0.01654078518503271,0.3381682569382901,False,0.08676946422413914,0.22500000000000012
N2-B|HYPE|h72h|z2.0,N2-B,HYPE,72,2.0,,90,OK,90,0.5444444444444444,236.14419581345086,2.623824397927232,2.330013693770393,0.4607924727189711,False,True,False,1.950935602670971,0.08391608391608392,False,-0.058459994308570094,0.3461356617704968,False,0.08164996666666842,0.2250000000000001
N2-C_pos|HYPE|h1h|z1.5,N2-C_pos,HYPE,1,1.5,,7,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N2-C_pos|HYPE|h1h|z2.0,N2-C_pos,HYPE,1,2.0,,7,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N2-C_pos|HYPE|h4h|z1.5,N2-C_pos,HYPE,4,1.5,,7,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N2-C_pos|HYPE|h4h|z2.0,N2-C_pos,HYPE,4,2.0,,7,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N2-C_pos|HYPE|h8h|z1.5,N2-C_pos,HYPE,8,1.5,,7,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N2-C_pos|HYPE|h8h|z2.0,N2-C_pos,HYPE,8,2.0,,7,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N2-C_pos|HYPE|h24h|z1.5,N2-C_pos,HYPE,24,1.5,,7,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N2-C_pos|HYPE|h24h|z2.0,N2-C_pos,HYPE,24,2.0,,7,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N2-C_pos|HYPE|h72h|z1.5,N2-C_pos,HYPE,72,1.5,,7,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N2-C_pos|HYPE|h72h|z2.0,N2-C_pos,HYPE,72,2.0,,7,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N2-C_neg|HYPE|h1h|z1.5,N2-C_neg,HYPE,1,1.5,,116,OK,116,0.4051724137931034,-70.68301032053881,-0.6093362958667139,-3.2438560361000364,0.05072955668288323,False,False,False,-2.466458089279547,0.985014985014985,False,-0.38283878470967897,-0.0310363280291105,False,0.0019778405172413685,0.22500000000000012
N2-C_neg|HYPE|h1h|z2.0,N2-C_neg,HYPE,1,2.0,,90,OK,90,0.4666666666666667,-15.524188207363151,-0.1724909800818128,-0.9031862083365647,0.5984117182335189,False,False,False,0.9055332670596897,0.7152847152847153,False,-0.26083015743970406,0.15605685890786078,False,0.0023558330555555496,0.2250000000000001
N2-C_neg|HYPE|h4h|z1.5,N2-C_neg,HYPE,4,1.5,,116,OK,116,0.4827586206896552,-56.58780040728168,-0.48782586558001445,-1.576792016944195,0.780739128476269,False,False,False,-1.3954761180818132,0.8481518481518482,False,-0.2849571467331701,0.08201050480089925,False,0.0021497114224137558,0.22500000000000012
N2-C_neg|HYPE|h4h|z2.0,N2-C_neg,HYPE,4,2.0,,90,OK,90,0.5222222222222223,-1.7118643658119397,-0.019020715175688218,-0.06316720079073489,0.7520332015985951,False,False,True,0.0966383430673859,0.5084915084915085,False,-0.20762904717766834,0.21345232179486742,False,0.0032103572222221717,0.2250000000000001
N2-C_neg|HYPE|h8h|z1.5,N2-C_neg,HYPE,8,1.5,,116,OK,116,0.45689655172413796,-60.653857394191476,-0.5228780809844092,-1.3808301653304527,0.40346969965531143,False,False,False,-1.2126058740669259,0.8321678321678322,False,-0.2713249359304591,0.09309564970475424,False,-0.0005749221982759447,0.22500000000000012
N2-C_neg|HYPE|h8h|z2.0,N2-C_neg,HYPE,8,2.0,,90,OK,90,0.4666666666666667,-70.66450661161593,-0.7851611845735104,-2.0859436332342707,0.5984117182335189,False,False,False,-1.9235655713463882,0.8941058941058941,False,-0.33910627128667004,0.07966956143869364,False,0.0006423261111109811,0.2250000000000001
N2-C_neg|HYPE|h24h|z1.5,N2-C_neg,HYPE,24,1.5,,116,OK,116,0.47413793103448276,-211.28707398195496,-1.8214402929478877,-2.714961836739353,0.6426674253796113,False,False,False,-1.1596075648621131,0.957042957042957,False,-0.34034368054493785,0.005243096856605499,False,-0.022552439870690024,0.22500000000000012
N2-C_neg|HYPE|h24h|z2.0,N2-C_neg,HYPE,24,2.0,,90,OK,90,0.4888888888888889,-168.948583238051,-1.8772064804227888,-2.768168839619866,0.9161288770112904,False,False,False,-2.3323915831652466,0.9430569430569431,False,-0.36814650120405784,0.029900368970466207,False,-0.020345758333333866,0.2250000000000001
N2-C_neg|HYPE|h72h|z1.5,N2-C_neg,HYPE,72,1.5,,116,OK,116,0.4396551724137931,-408.392753428926,-3.520627184732121,-3.1691812692472303,0.2272749463316082,False,False,False,-2.5012120679767746,0.981018981018981,False,-0.371194901198275,-0.02019393666316609,False,-0.08676946422413914,0.22500000000000012
N2-C_neg|HYPE|h72h|z2.0,N2-C_neg,HYPE,72,2.0,,90,OK,90,0.4444444444444444,-290.14419581345095,-3.223824397927233,-2.8628268718804204,0.3428331194207882,False,False,False,-2.5365037428661257,0.951048951048951,False,-0.37874315240213513,0.02175515663257901,False,-0.08164996666666842,0.2250000000000001
N2-cross_to_neg|HYPE|h1h|z2.0,N2-cross_to_neg,HYPE,1,2.0,,151,OK,150,0.4266666666666667,-9.08138576529738,-0.0605425717686492,-0.3695325424068482,0.08607110318597079,False,False,False,-1.994150462255068,0.6143856143856143,False,-0.19579442524505491,0.1324793048916594,False,-0.0006907516666666867,0.2250000000000001
N2-cross_to_neg|HYPE|h4h|z2.0,N2-cross_to_neg,HYPE,4,2.0,,151,OK,150,0.48,51.43676018865735,0.342911734591049,1.2983752703986509,0.6832317601040961,False,True,True,0.8835812112903058,0.15484515484515485,False,-0.08646461155138634,0.23593558522359684,False,-0.00045155466666672243,0.2250000000000001
N2-cross_to_neg|HYPE|h8h|z2.0,N2-cross_to_neg,HYPE,8,2.0,,151,OK,151,0.5165562913907285,53.92202665836105,0.3570995142937818,1.0356910577934981,0.7449138782509725,False,True,True,0.49168070472435793,0.2017982017982018,False,-0.09616359833776277,0.22589937348354075,False,0.002861406953642276,0.22500000000000012
N2-cross_to_neg|HYPE|h24h|z2.0,N2-cross_to_neg,HYPE,24,2.0,,151,OK,151,0.4768211920529801,176.427807287497,1.1683960747516358,1.7944996858614828,0.6255036238897119,False,True,True,0.828311290078469,0.07792207792207792,False,-0.04885135330939723,0.26043212362286083,False,0.02290543427152285,0.22500000000000012
N2-cross_to_neg|HYPE|h72h|z2.0,N2-cross_to_neg,HYPE,72,2.0,,151,OK,151,0.5761589403973509,467.52970438382545,3.0962232078399037,2.8707854739419294,0.07304915944161802,False,True,True,2.6276852270449926,0.00999000999000999,True,0.025491865126319797,0.336257475519504,True,0.09128849652317783,0.22500000000000012
N2-cross_to_pos|HYPE|h1h|z2.0,N2-cross_to_pos,HYPE,1,2.0,,151,OK,150,0.41333333333333333,-69.70284709225758,-0.46468564728171724,-3.263314447644065,0.0408684938664939,True,False,False,-4.259419020706169,0.995004995004995,False,-0.3540715739541217,-0.055045269944421875,False,-0.001521330166666652,0.2250000000000001
N2-cross_to_pos|HYPE|h4h|z2.0,N2-cross_to_pos,HYPE,4,2.0,,151,OK,150,0.47333333333333333,-88.23610674277947,-0.5882407116185298,-2.334626359177711,0.5677754876753279,False,False,False,-2.5512671499244868,0.965034965034965,False,-0.3111997611484649,0.013725624461143417,False,-0.004491787666666631,0.2250000000000001
N2-cross_to_pos|HYPE|h8h|z2.0,N2-cross_to_pos,HYPE,8,2.0,,151,OK,151,0.41721854304635764,-75.68846243909117,-0.5012480956231203,-1.506248515262891,0.05044785478187964,False,False,False,-1.409102689035654,0.8791208791208791,False,-0.259779549658649,0.06748121967781827,False,-0.008924152152317797,0.22500000000000012
N2-cross_to_pos|HYPE|h24h|z2.0,N2-cross_to_pos,HYPE,24,2.0,,151,OK,151,0.47019867549668876,-217.93209119398247,-1.4432588820793542,-2.278390503576293,0.5151625027710787,False,False,False,-1.5786095062412457,0.958041958041958,False,-0.2917325494202338,0.013178423631666665,False,-0.03030503062913878,0.22500000000000012
N2-cross_to_pos|HYPE|h72h|z2.0,N2-cross_to_pos,HYPE,72,2.0,,151,OK,151,0.3973509933774834,-557.9896924440641,-3.6952959764507556,-3.4524993152327736,0.014359642888005304,True,False,False,-3.4553354882798644,0.996003996003996,False,-0.37586276432859306,-0.06283037782521148,False,-0.10039720596026395,0.22500000000000012
N2-A|HYPE|h24h|z2.0|reg-ranging,N2-A,HYPE,24,2.0,ranging,6,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N2-A|HYPE|h24h|z2.0|reg-trending_up,N2-A,HYPE,24,2.0,trending_up,1,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N2-A|HYPE|h24h|z2.0|reg-trending_dn,N2-A,HYPE,24,2.0,trending_dn,0,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N2-B|HYPE|h24h|z2.0|reg-ranging,N2-B,HYPE,24,2.0,ranging,60,OK,60,0.4666666666666667,58.17677115287197,0.9696128525478662,1.2561274300013745,0.6988834276200058,False,True,True,0.53955243691715,0.26873126873126874,False,-0.2078554886695607,0.31390806734504956,False,0.02704480750000053,0.225
N2-B|HYPE|h24h|z2.0|reg-trending_up,N2-B,HYPE,24,2.0,trending_up,24,OK,24,0.5,30.2822281243812,1.2617595051825499,2.906737574188297,1.0,False,True,True,2.7364193568293196,0.21178821178821178,False,-0.25757064064733237,0.5874862658804519,False,0.004287479166667163,0.225
N2-B|HYPE|h24h|z2.0|reg-trending_dn,N2-B,HYPE,24,2.0,trending_dn,6,INSUFFICIENT,0,,0.0,,,,False,False,False,,,False,,,False,0.0,0.0
N3|BTC|h4h|z1.0,N3,BTC,4,1.0,,533,OK,533,0.4446529080675422,3.4892392536799974,0.006546415110093804,0.03567192711229394,0.011925081431670133,True,True,True,-0.2251082257753183,0.4565434565434565,False,-0.08602073339163833,0.08581288574589954,False,-0.010516490150093793,0.22500000000000006
N3|BTC|h4h|z1.5,N3,BTC,4,1.5,,230,OK,230,0.4608695652173913,1.9261209366205918,0.008374438854872138,0.0481922192071519,0.2622670291041894,False,True,False,-0.7272508696606135,0.4865134865134865,False,-0.12891259106530656,0.1281522284134321,False,-0.012114623152173891,0.2250000000000001
N3|BTC|h4h|z2.0,N3,BTC,4,2.0,,99,OK,99,0.5151515151515151,17.707820342759106,0.1788668721490819,1.026319647787842,0.8408215252256422,False,True,True,0.35768035333789633,0.24575424575424576,False,-0.12936115716421764,0.2761273817072913,False,-0.015228027020201993,0.2250000000000001
N3|BTC|h24h|z1.0,N3,BTC,24,1.0,,532,OK,532,0.5225563909774437,474.48068300728835,0.8918809830964066,1.9072637491343107,0.3186794758978251,False,True,True,2.139175462241395,0.002997002997002997,True,0.036562944443925,0.20304386351366893,True,-0.03456394915413529,0.22500000000000006
N3|BTC|h24h|z1.5,N3,BTC,24,1.5,,230,OK,230,0.5478260869565217,144.90296127361418,0.6300128751026703,1.2754979544558878,0.16600415196555318,False,True,True,1.5624482026466822,0.11688311688311688,False,-0.04765867830991438,0.20954141401022225,False,-0.03938925880434777,0.2250000000000001
N3|BTC|h24h|z2.0,N3,BTC,24,2.0,,100,OK,100,0.61,152.82013438321314,1.5282013438321314,3.232352317069405,0.03520020021770486,True,True,True,3.622643994629271,0.01898101898101898,True,0.00827960340003191,0.4144045776432446,True,-0.053812902749999926,0.22500000000000012
N3|BTC|h72h|z1.0,N3,BTC,72,1.0,,525,OK,525,0.5504761904761905,214.56879955844602,0.408702475349421,0.5767553816364518,0.023149040196417028,True,True,True,1.5313633357890264,0.21178821178821178,False,-0.0482873273325807,0.12736724465551935,False,-0.03389097047619044,0.22500000000000006
N3|BTC|h72h|z1.5,N3,BTC,72,1.5,,224,OK,224,0.5223214285714286,-101.10970666583125,-0.45138261904388954,-0.589048799747894,0.5477111012895323,False,False,True,0.4241488618997599,0.7032967032967034,False,-0.1627513792265845,0.09545791125497004,False,-0.03610224162946423,0.22500000000000006
N3|BTC|h72h|z2.0,N3,BTC,72,2.0,,99,OK,99,0.5858585858585859,17.116719692432802,0.17289615850942225,0.225246017678595,0.10735158653318887,False,True,True,1.849274634217938,0.42357642357642356,False,-0.16653763517087003,0.24369699360740632,False,-0.05812737929292921,0.2250000000000001
N3|ETH|h4h|z1.0,N3,ETH,4,1.0,,497,OK,497,0.4869215291750503,6.350896989034261,0.012778464766668534,0.05444295424134721,0.5904326323546965,False,True,False,-0.1695396198403826,0.47352647352647353,False,-0.08290126505687917,0.0906124741401022,False,-0.010252080181086544,0.22500000000000003
N3|ETH|h4h|z1.5,N3,ETH,4,1.5,,218,OK,218,0.5137614678899083,32.936462206307695,0.15108468901976008,0.7023096427642027,0.7349658822561246,False,True,False,0.30477836034337275,0.25874125874125875,False,-0.08802515270414579,0.18383061338053408,False,-0.012227654931192669,0.22500000000000006
N3|ETH|h4h|z2.0,N3,ETH,4,2.0,,89,OK,89,0.5168539325842697,6.6176010275271535,0.07435506772502419,0.33691621447909986,0.8322577540225791,False,True,False,-0.05526016906718271,0.4245754245754246,False,-0.17788731349309211,0.2422627369018145,False,-0.013014991011235964,0.22500000000000006
N3|ETH|h24h|z1.0,N3,ETH,24,1.0,,507,OK,507,0.5502958579881657,686.4873228438174,1.3540183882521053,2.3910668584497787,0.026282147043064544,True,True,True,1.9382773338756139,0.000999000999000999,True,0.06507252968288924,0.23651688387469638,True,-0.03677006183431963,0.22500000000000003
N3|ETH|h24h|z1.5,N3,ETH,24,1.5,,216,OK,216,0.5925925925925926,463.69104577915766,2.146717804533137,3.7918588974414833,0.007817083504110041,True,True,True,2.720808369582248,0.000999000999000999,True,0.11145561847596847,0.3666666762986308,True,-0.039714307638888925,0.22500000000000003
N3|ETH|h24h|z2.0,N3,ETH,24,2.0,,87,OK,87,0.5632183908045977,135.80751073156432,1.5610058704777507,2.786152916311713,0.2836071084054854,False,True,False,1.7475393295754527,0.06793206793206794,False,-0.03663454168093686,0.38159097911082557,False,-0.040434143103448304,0.22500000000000014
N3|ETH|h72h|z1.0,N3,ETH,72,1.0,,525,OK,525,0.5485714285714286,400.3212581185501,0.7625166821305716,0.9504566763830906,0.029000065120657257,True,True,True,0.8664408312640433,0.08391608391608392,False,-0.02526434073790959,0.14758133418406758,False,-0.06895567361904795,0.22500000000000006
N3|ETH|h72h|z1.5,N3,ETH,72,1.5,,214,OK,214,0.5560747663551402,236.66909670426585,1.1059303584311488,1.4467523105168603,0.11568423859513761,False,True,True,1.1792385909951424,0.1108891108891109,False,-0.042144161196281324,0.2343247014785596,False,-0.0754658342289721,0.2250000000000001
N3|ETH|h72h|z2.0,N3,ETH,72,2.0,,88,OK,88,0.5454545454545454,110.83276632604104,1.2594632537050119,1.6331178976097462,0.45574127943791237,False,True,False,1.453431558244195,0.17082917082917082,False,-0.1039835132397794,0.3254712153025257,False,-0.07173156704545476,0.22500000000000006
N3|SOL|h4h|z1.0,N3,SOL,4,1.0,,614,OK,613,0.47145187601957583,21.87850640953343,0.03569087505633512,0.168648158597587,0.16962422324452212,False,True,False,-0.3094191125945916,0.41358641358641357,False,-0.06899588271695943,0.08947896525216117,False,-0.01171783466557878,0.225
N3|SOL|h4h|z1.5,N3,SOL,4,1.5,,257,OK,257,0.43190661478599224,-12.256684067083874,-0.047691377692933364,-0.23749391421596228,0.03373037903465604,True,False,False,-1.4839075287796213,0.5924075924075924,False,-0.14302131610960286,0.1045254393648263,False,-0.01687632412451313,0.22500000000000006
N3|SOL|h4h|z2.0,N3,SOL,4,2.0,,126,OK,126,0.4444444444444444,-0.917113072895603,-0.007278675181711135,-0.037103412139138,0.24670624718941742,False,False,False,-0.8002335653160079,0.5404595404595405,False,-0.18067095004419678,0.17343263337628784,False,-0.020189665277777102,0.22500000000000012
N3|SOL|h24h|z1.0,N3,SOL,24,1.0,,621,OK,621,0.5120772946859904,669.8962718181824,1.078737957839263,1.8230422471936023,0.5742871291632315,False,True,False,1.0945228201060395,0.003996003996003996,True,0.03772174825680198,0.1898744485438728,True,-0.027758244847019505,0.22500000000000003
N3|SOL|h24h|z1.5,N3,SOL,24,1.5,,263,OK,263,0.49049429657794674,292.1244895217025,1.1107395038848005,1.9811161592885305,0.805235806479569,False,True,False,0.5736865144923625,0.015984015984015984,True,0.0058439875616551435,0.23353915560533758,True,-0.05310927908745028,0.22500000000000003
N3|SOL|h24h|z2.0,N3,SOL,24,2.0,,126,OK,126,0.5158730158730159,214.65879014830614,1.7036411916532233,3.4453995659386596,0.7893959446881438,False,True,True,0.987649523903133,0.007992007992007992,True,0.05172312809781296,0.3656903904962221,True,-0.07079662043650467,0.22500000000000012
N3|SOL|h72h|z1.0,N3,SOL,72,1.0,,668,OK,668,0.5104790419161677,720.1199425701549,1.0780238661229864,1.3990772499226,0.6150077992724698,False,True,True,1.2400104012540059,0.01898101898101898,True,0.011601981340069838,0.16425587019149349,True,-0.003237136788918668,0.22500000000000006
N3|SOL|h72h|z1.5,N3,SOL,72,1.5,,286,OK,286,0.527972027972028,567.4974426989443,1.9842567926536512,2.715927777975962,0.37512616357812484,False,True,True,2.5949712861046788,0.001998001998001998,True,0.05533694230275836,0.2953554200727621,True,-0.04637929694055428,0.2250000000000001
N3|SOL|h72h|z2.0,N3,SOL,72,2.0,,132,OK,132,0.5303030303030303,314.9660998143352,2.386106816775267,3.4994875558946927,0.5425074179193993,False,True,True,3.172221352772466,0.008991008991008992,True,0.05335238178689618,0.3880909326100185,True,-0.12581466344696154,0.22500000000000003
