asset,tf,target,window,feature,perm_importance_mean,perm_importance_std
BTC,1h,y_next,0,ema_5,7.589637723959264e-06,6.871699020405408e-05
BTC,1h,y_next,0,ema_13,0.0,0.0
BTC,1h,y_next,0,ema_21,0.00014645949553931947,5.743509628952648e-06
BTC,1h,y_next,0,ema_50,-0.0002927138657348727,2.6666294705990357e-05
BTC,1h,y_next,0,ema_100,-3.3845681742805667e-06,0.0001931255112749275
BTC,1h,y_next,0,ema_200,-0.000751374134678795,0.0018602817437623487
BTC,1h,y_next,0,ema_800,0.0,0.0
BTC,1h,y_next,0,rsi_14,0.00012861359062060762,0.0006315809338454659
BTC,1h,y_next,0,atr_14,1.8974094310009182e-05,0.0008759877810934902
BTC,1h,y_next,0,adx_14,-0.0013178277718383091,0.0005773252803857876
BTC,1h,y_next,0,plus_di_14,0.0002556887411621078,0.0017898211881351989
BTC,1h,y_next,0,minus_di_14,-0.0004365067318036209,0.00040819943434633466
BTC,1h,y_next,0,stoch_k_14,0.005523922948356796,0.001673720243491994
BTC,1h,y_next,0,stoch_d_3,0.006043300319092948,0.00434978547991538
BTC,1h,y_next,0,bb_pos_20,0.004095019802800637,0.0024117612308177105
BTC,1h,y_next,0,bb_width_20,0.0009540379744445437,0.0014861331165021974
BTC,1h,y_next,0,mfi_14,9.784478903673843e-05,0.0008631674471002437
BTC,1h,y_next,0,cci_20,0.002963650968560827,0.002899856986610272
BTC,1h,y_next,0,ribbon_lead_slope_bps,0.007503074828904832,0.0010436777497257466
BTC,1h,y_next,0,ribbon_lead_vs_ref_bps,0.0009008079477044184,0.0009125000923063675
BTC,1h,y_next,0,ribbon_alignment_pct,-0.00025322723703546934,0.0001436903033967818
BTC,1h,y_next,0,ribbon_compression_bps,-0.0034101062795432457,0.0004374297958510964
BTC,1h,y_next,0,ribbon_color,5.7435096289859544e-05,9.743453834898386e-05
BTC,1h,y_next,0,tight_ribbon,0.0,0.0
BTC,1h,y_next,0,qr_state,8.574239374703474e-05,7.1793870362046874e-06
BTC,1h,y_next,0,qr_regime,0.00025291954901957014,0.0001460492448515649
BTC,1h,y_next,0,qr_volume_ratio,3.9384066027270404e-05,0.0005345566461842366
BTC,1h,y_next,0,qr_health,0.0007629637166086112,0.0002747653981441389
BTC,1h,y_next,0,qr_confidence,0.00016871559535164282,0.0003322004944341095
BTC,1h,y_next,0,tr_ema_5,0.0,0.0
BTC,1h,y_next,0,tr_ema_13,0.0,0.0
BTC,1h,y_next,0,tr_ema_50,0.0,0.0
BTC,1h,y_next,0,tr_ema_200,0.0003531232795111472,4.615320237599807e-06
BTC,1h,y_next,0,tr_ema_800,0.0,0.0
BTC,1h,y_next,0,cloud_size_bps,-0.0016474641994738137,0.0010366009253615083
BTC,1h,y_next,0,tr_ema_stack_score,-0.0007576304576676351,0.0009744479461619715
BTC,1h,y_next,0,pvsra_class,-3.856356465187227e-05,0.0001460492448515649
BTC,1h,y_next,0,bars_since_climax_up,-0.0012688028146479735,0.00037014868305423887
BTC,1h,y_next,0,bars_since_climax_dn,0.0003696358696944624,0.0002758935875356028
BTC,1h,y_next,0,dayHigh,0.0,0.0
BTC,1h,y_next,0,dayLow,0.0,0.0
BTC,1h,y_next,0,dayOpen,0.0,0.0
BTC,1h,y_next,0,dayClose,-0.00013815191911176194,0.0002189713046054087
BTC,1h,y_next,0,adr,-0.000384302331782882,0.00038225107834388705
BTC,1h,y_next,0,PP,0.0,0.0
BTC,1h,y_next,0,R1,0.0,0.0
BTC,1h,y_next,0,S1,2.9845737536338124e-05,3.928150335547054e-05
BTC,1h,y_next,0,R2,0.0,0.0
BTC,1h,y_next,0,S2,-1.4358774072575908e-05,1.784590491865634e-05
BTC,1h,y_next,0,R3,0.0,0.0
BTC,1h,y_next,0,S3,6.143504049582749e-05,1.384596071274391e-05
BTC,1h,y_next,0,M0,0.0,0.0
BTC,1h,y_next,0,M1,-5.4768466819399286e-05,6.481960867010805e-05
BTC,1h,y_next,0,M2,-0.0005259413817407244,5.6204344226540304e-05
BTC,1h,y_next,0,M3,0.0,0.0
BTC,1h,y_next,0,M4,0.0,0.0
BTC,1h,y_next,0,M5,0.0,0.0
BTC,1h,y_next,0,close_vs_pp_bps,0.002276070815832698,0.0004986597110029356
BTC,1h,y_next,0,close_vs_dayopen_bps,-0.0038988174113674945,9.88704157562359e-05
BTC,1h,y_next,0,tr_above_pp,0.0,0.0
BTC,1h,y_next,0,adr_high,0.0,0.0
BTC,1h,y_next,0,adr_low,0.0,0.0
BTC,1h,y_next,0,tr_within_adr,0.00041066093847302865,0.0002447145352639235
BTC,1h,y_next,0,weekHigh,0.0,0.0
BTC,1h,y_next,0,weekLow,0.0,0.0
BTC,1h,y_next,0,awr,-9.333203147110503e-06,1.0358829866552455e-05
BTC,1h,y_next,0,tr_in_london,0.0010311651037482883,0.00034276444964459474
BTC,1h,y_next,0,tr_in_ny,0.00010943437096672115,0.00028850879618497194
BTC,1h,y_next,0,tr_in_tokyo,-0.001485107489782811,0.00041989157894828377
BTC,1h,y_next,0,psy_hi,0.0,0.0
BTC,1h,y_next,0,psy_lo,0.0,0.0
BTC,1h,y_next,0,close_vs_psy_hi_bps,0.0003742511899320622,0.0005170184292814239
BTC,1h,y_next,0,close_vs_psy_lo_bps,-0.0017801802969723557,0.0011481891124390797
BTC,1h,y_next,0,within_psy_band,0.0,0.0
BTC,1h,y_next,0,last_high,0.0,0.0
BTC,1h,y_next,0,last_low,0.00034727720721017263,0.00022153537140401358
BTC,1h,y_next,0,last_high_prev,-2.7589358753632443e-05,0.00010492161340108774
BTC,1h,y_next,0,last_low_prev,-0.00012102395289675938,0.00040840455969021194
BTC,1h,y_next,0,choch_sell,-5.846072300946803e-05,6.276835523116864e-05
BTC,1h,y_next,0,choch_buy,0.0,0.0
BTC,1h,y_next,0,bos_sell,0.0,0.0
BTC,1h,y_next,0,bos_buy,0.00017989492659375994,0.000244714535263868
BTC,1h,y_next,0,bars_since_bos_buy,0.0014547489388865298,0.0007759891759459014
BTC,1h,y_next,0,bars_since_bos_sell,0.0002866626680898543,0.0006864519633367205
BTC,1h,y_next,0,bars_since_choch_buy,0.0003197904111285621,0.0007772199280092207
BTC,1h,y_next,0,bars_since_choch_sell,-0.0007651175327195725,0.0005380437770303725
BTC,1h,y_next,0,rsi_div_bull,3.4973871133603396e-05,0.00011210100043734794
BTC,1h,y_next,0,rsi_div_bear,0.00041732751214951236,0.00013835704445563923
BTC,1h,y_next,0,cvd_60s,0.0029238566518456355,0.0026233480230429262
BTC,1h,y_next,0,cvd_120s,0.0013394684956188896,3.364055639837327e-05
BTC,1h,y_next,0,cvd_300s,-5.66145949144059e-05,9.210127940778579e-05
BTC,1h,y_next,0,recent_high_20,0.0002188687419333868,0.00015733113876564842
BTC,1h,y_next,0,recent_low_20,0.0,0.0
BTC,1h,y_next,0,liquidity_up,0.0,0.0
BTC,1h,y_next,0,liquidity_dn,0.0011095229851151855,0.0009552687265080295
BTC,1h,y_next,0,trend_self,0.0,0.0
BTC,1h,y_next,0,trend_parent,-4.6563453063697136e-05,7.07682436429935e-05
BTC,1h,y_next,0,trend_strength_multi_tf,0.0024470427899671576,0.0005910686784266761
BTC,1h,y_next,0,rf_close,0.0001854333108788908,0.00026030406139981865
BTC,1h,y_next,0,rf_hi_band,0.00023097113722303497,6.502473401392983e-05
BTC,1h,y_next,0,rf_lo_band,3.0050862880215412e-05,4.5435263672288784e-05
BTC,1h,y_next,0,rf_r,0.002860267795238902,0.0034124652209979733
BTC,1h,y_next,0,rf_dir,-8.215270022909893e-05,1.3333147353411512e-06
BTC,1h,y_next,0,rf_dir_age,0.00035220021546361613,0.00038481514514260295
BTC,1h,y_next,0,rf_dist_bps,0.005911917536329692,0.0010065500624811818
BTC,1h,y_next,0,rf_band_pos,0.005756842776346804,0.002029510152473768
BTC,1h,y_next,0,rf_in_band,0.0,0.0
BTC,1h,y_next,0,rf_aged,-3.2717492350953226e-05,3.661487388489926e-05
BTC,1h,y_next,0,rf_fresh,-4.071738076272258e-05,2.4102227907385476e-05
BTC,1h,y_next,0,regime_score,-0.004454604530644557,0.001669207485926305
BTC,1h,y_next,0,markov_state,-0.0002567143678817163,0.00034532851644325513
BTC,1h,y_next,0,markov_state_fixed,9.804991438067123e-05,3.733281258844201e-05
BTC,1h,y_next,0,drz_in_support_zone,2.2563787828111526e-05,9.435765819076902e-06
BTC,1h,y_next,0,drz_in_resistance_zone,0.0,0.0
BTC,1h,y_next,0,drz_dist_sup_bps,-0.0024105304787543913,0.00048091636875624566
BTC,1h,y_next,0,drz_dist_res_bps,0.00193515249428311,0.00013004946802797068
BTC,1h,y_next,0,drz_dist_bps,-0.0009342433787590809,0.0005237875656299296
BTC,1h,y_next,0,drz_n_zones,-8.215270022904342e-05,0.00018020261460971465
BTC,1h,y_next,0,drz_recent_RC,-0.0005738381495397071,0.00013528016429720235
BTC,1h,y_next,0,drz_recent_RE,-0.0004047123035001987,9.989604247567785e-05
BTC,1h,y_next,0,hl_liq_long_size_sum_60m,0.0,0.0
BTC,1h,y_next,0,hl_liq_short_size_sum_60m,0.0,0.0
BTC,1h,y_next,0,hl_liq_cascade_60m,0.0,0.0
BTC,1h,y_next,0,regime_ranging,0.0,0.0
BTC,1h,y_next,0,regime_trending_dn,0.0,0.0
