asset,tf,target,window,feature,perm_importance_mean,perm_importance_std
BTC,1h,y_next,0,regime_trending_up,0.0,0.0
BTC,1h,y_next,1,ema_5,6.470111056755545e-06,2.78957247203393e-05
BTC,1h,y_next,1,ema_13,0.0,0.0
BTC,1h,y_next,1,ema_21,-0.0009211422864396912,0.00011131773039529946
BTC,1h,y_next,1,ema_50,2.2698422395994733e-05,4.2851227327056485e-05
BTC,1h,y_next,1,ema_100,-0.00013682693874234042,3.6062914086643083e-06
BTC,1h,y_next,1,ema_200,8.909661127320945e-06,7.212582817439639e-06
BTC,1h,y_next,1,ema_800,-0.0037053053213588205,0.0016718873038177318
BTC,1h,y_next,1,rsi_14,0.0007901490543879008,0.00175419560185186
BTC,1h,y_next,1,atr_14,0.0008791926319647869,0.0008232951151297963
BTC,1h,y_next,1,adx_14,-0.0006804223349081706,0.00015867682198322797
BTC,1h,y_next,1,plus_di_14,-0.0016756526963180307,0.00016387412430757253
BTC,1h,y_next,1,minus_di_14,0.0012118730144183298,0.0005238138271152493
BTC,1h,y_next,1,stoch_k_14,-0.0005589751683502397,0.0012996437832627494
BTC,1h,y_next,1,stoch_d_3,0.00014695637490497182,0.00032143723864991314
BTC,1h,y_next,1,bb_pos_20,0.0029679778293689174,0.0005694758403931854
BTC,1h,y_next,1,bb_width_20,0.0029219976139078785,0.0007235387307211738
BTC,1h,y_next,1,mfi_14,0.0008297652261866073,2.248628760725957e-05
BTC,1h,y_next,1,cci_20,0.000930529250841694,0.001658894048006898
BTC,1h,y_next,1,ribbon_lead_slope_bps,0.0006431926794829845,0.0011049040471923233
BTC,1h,y_next,1,ribbon_lead_vs_ref_bps,-0.0005680969642663514,0.0015346891291951326
BTC,1h,y_next,1,ribbon_alignment_pct,-0.00025503904977186576,0.00012022739152273143
BTC,1h,y_next,1,ribbon_compression_bps,5.918560606060774e-05,0.0016200733816660873
BTC,1h,y_next,1,ribbon_color,3.176718461495032e-05,5.032897863033181e-05
BTC,1h,y_next,1,tight_ribbon,0.0,0.0
BTC,1h,y_next,1,qr_state,-1.4106963451776533e-05,6.045841479285219e-06
BTC,1h,y_next,1,qr_regime,0.00022019591072008904,7.318650211796118e-05
BTC,1h,y_next,1,qr_volume_ratio,-0.0010486883281742299,0.0010000033941566788
BTC,1h,y_next,1,qr_health,3.2933925953049226e-05,2.2433253910048023e-05
BTC,1h,y_next,1,qr_confidence,-0.0006863090752959877,0.0001575631143423406
BTC,1h,y_next,1,tr_ema_5,0.0,0.0
BTC,1h,y_next,1,tr_ema_13,-7.8065602259203e-05,4.666965352395636e-06
BTC,1h,y_next,1,tr_ema_50,-0.00016376805691320495,1.1243143803629785e-05
BTC,1h,y_next,1,tr_ema_200,-1.6016176550448513e-05,3.277482486152561e-05
BTC,1h,y_next,1,tr_ema_800,-0.0009184906015803351,0.0005435423624687852
BTC,1h,y_next,1,cloud_size_bps,-0.00028139679727379185,0.000912603861192518
BTC,1h,y_next,1,tr_ema_stack_score,0.00016132850684263955,2.4713702889089806e-05
BTC,1h,y_next,1,pvsra_class,0.00018773928804172169,5.176088845437743e-05
BTC,1h,y_next,1,bars_since_climax_up,-0.0011465354994840693,0.00023584085139027877
BTC,1h,y_next,1,bars_since_climax_dn,-0.0006582542494840693,0.0005923863975779708
BTC,1h,y_next,1,dayHigh,-3.659325105898059e-05,1.6864715705389166e-05
BTC,1h,y_next,1,dayLow,-7.25500977517557e-05,1.2940222113622113e-05
BTC,1h,y_next,1,dayOpen,-0.00024289433311608377,0.00010330964212013072
BTC,1h,y_next,1,dayClose,0.0003522498167154997,5.186695584885603e-05
BTC,1h,y_next,1,adr,-0.00030133746741611844,9.185436352776577e-05
BTC,1h,y_next,1,PP,0.0007319710885738684,7.435324345600458e-05
BTC,1h,y_next,1,R1,-4.7624260073930724e-05,0.00012462918838923587
BTC,1h,y_next,1,S1,-0.00012187143613562323,3.8078194580237756e-05
BTC,1h,y_next,1,R2,2.5774376832821133e-05,1.5167637395396838e-05
BTC,1h,y_next,1,S2,-4.126021641143174e-05,2.7471455142868972e-05
BTC,1h,y_next,1,R3,-0.0013589884904149363,0.0005551037084555732
BTC,1h,y_next,1,S3,0.0034102258302106114,0.0023810539026012933
BTC,1h,y_next,1,M0,-2.5350107255350807e-05,3.150201612900361e-05
BTC,1h,y_next,1,M1,0.0,0.0
BTC,1h,y_next,1,M2,-0.0003015496022049091,3.3199094439051446e-05
BTC,1h,y_next,1,M3,0.0,0.0
BTC,1h,y_next,1,M4,0.0,0.0
BTC,1h,y_next,1,M5,0.00022836310008689242,9.546065493637457e-07
BTC,1h,y_next,1,close_vs_pp_bps,0.0008346973600250052,0.0010197849632073708
BTC,1h,y_next,1,close_vs_dayopen_bps,0.0005181392215162228,0.001122511234658341
BTC,1h,y_next,1,tr_above_pp,-1.6758648311132607e-05,1.2940222113566602e-05
BTC,1h,y_next,1,adr_high,-0.0006498218916313747,0.0001378345789888047
BTC,1h,y_next,1,adr_low,-0.00026856264255459283,0.00020555861029658562
BTC,1h,y_next,1,tr_within_adr,-2.5456174649718388e-05,1.3576626479883114e-05
BTC,1h,y_next,1,weekHigh,0.0001894363663516585,1.6758648311021584e-05
BTC,1h,y_next,1,weekLow,-4.242695774953065e-05,0.000266865564244656
BTC,1h,y_next,1,awr,0.00015963142853264722,0.00041875407298791467
BTC,1h,y_next,1,tr_in_london,0.0001826480531117447,0.0001826480531117447
BTC,1h,y_next,1,tr_in_ny,-5.1442686271330196e-05,1.4955502606661675e-05
BTC,1h,y_next,1,tr_in_tokyo,0.00011996222303684023,0.00017490513332246715
BTC,1h,y_next,1,psy_hi,-1.686471570550019e-05,1.0712806831736366e-05
BTC,1h,y_next,1,psy_lo,-0.00012081076219178088,6.968627810360895e-05
BTC,1h,y_next,1,close_vs_psy_hi_bps,0.0005667180881394618,0.0005227001194743064
BTC,1h,y_next,1,close_vs_psy_lo_bps,-0.00026113792494841803,8.495998289337336e-05
BTC,1h,y_next,1,within_psy_band,0.0,0.0
BTC,1h,y_next,1,last_high,-2.322875936783264e-05,0.00019314872515480142
BTC,1h,y_next,1,last_low,1.8773928804116657e-05,1.7925389649176005e-05
BTC,1h,y_next,1,last_high_prev,0.0005478380919408665,7.880807401977608e-05
BTC,1h,y_next,1,last_low_prev,7.70579620125722e-05,3.993437398180921e-05
BTC,1h,y_next,1,choch_sell,0.0,0.0
BTC,1h,y_next,1,choch_buy,0.0,0.0
BTC,1h,y_next,1,bos_sell,2.4713702889089806e-05,3.171415091779428e-05
BTC,1h,y_next,1,bos_buy,0.0,0.0
BTC,1h,y_next,1,bars_since_bos_buy,0.0009192330733409082,0.00044649069661667484
BTC,1h,y_next,1,bars_since_bos_sell,0.0010433319247582507,2.826696060065359e-05
BTC,1h,y_next,1,bars_since_choch_buy,0.0035587732160312635,0.0015779646260997149
BTC,1h,y_next,1,bars_since_choch_sell,-0.0015219610418703566,0.0010403090040186913
BTC,1h,y_next,1,rsi_div_bull,0.0,0.0
BTC,1h,y_next,1,rsi_div_bear,-0.0002774723036819693,0.000187527153252931
BTC,1h,y_next,1,cvd_60s,0.002521221964266296,3.277482486152561e-05
BTC,1h,y_next,1,cvd_120s,0.0012345184031171685,3.3729431410889354e-05
BTC,1h,y_next,1,cvd_300s,4.507864260888672e-05,8.283863500596622e-05
BTC,1h,y_next,1,recent_high_20,7.255009775164467e-05,3.818426197454983e-05
BTC,1h,y_next,1,recent_low_20,-0.0005839010060280092,1.028853725426604e-05
BTC,1h,y_next,1,liquidity_up,-3.479010535462068e-05,5.51550450744176e-05
BTC,1h,y_next,1,liquidity_dn,-0.000535003937221723,4.921527098944445e-05
BTC,1h,y_next,1,trend_self,0.00017076850494190943,6.724672803304355e-05
BTC,1h,y_next,1,trend_parent,-0.000440285754045866,4.974560796133787e-05
BTC,1h,y_next,1,trend_strength_multi_tf,0.00087993510372536,0.0004577868741175162
BTC,1h,y_next,1,rf_close,2.3069658276253513e-05,8.840717321056957e-05
BTC,1h,y_next,1,rf_hi_band,-6.55496497229957e-05,0.00013534199522097223
BTC,1h,y_next,1,rf_lo_band,-0.00013624356807323545,0.00015565390124366862
BTC,1h,y_next,1,rf_r,-0.0007655944525903902,0.0005578084270120298
BTC,1h,y_next,1,rf_dir,0.0002804421907244281,9.206649831650093e-05
BTC,1h,y_next,1,rf_dir_age,0.0014366828567937695,0.0009720016020419164
BTC,1h,y_next,1,rf_dist_bps,0.000688589524274974,0.0017820382928750433
BTC,1h,y_next,1,rf_band_pos,0.008844960016835046,0.003536817265395842
BTC,1h,y_next,1,rf_in_band,0.0,0.0
BTC,1h,y_next,1,rf_aged,5.2715495003796686e-05,5.197302324344566e-06
BTC,1h,y_next,1,rf_fresh,0.0004869554075703775,0.00023006017839688475
BTC,1h,y_next,1,regime_score,0.00012791727761479743,0.0008393112916801893
BTC,1h,y_next,1,markov_state,0.0001628134503638412,5.717032556751267e-05
BTC,1h,y_next,1,markov_state_fixed,0.0007367441213206871,0.000492152709894611
BTC,1h,y_next,1,drz_in_support_zone,0.0,0.0
BTC,1h,y_next,1,drz_in_resistance_zone,5.642785380688409e-05,5.4518640708156596e-05
BTC,1h,y_next,1,drz_dist_sup_bps,-0.0009254910496089841,0.0005582857302867672
BTC,1h,y_next,1,drz_dist_res_bps,0.0006163045950092205,0.00024825073653195195
BTC,1h,y_next,1,drz_dist_bps,-5.3086730884055466e-05,1.2781121022042985e-05
BTC,1h,y_next,1,drz_n_zones,2.439550070593155e-05,0.00017437479635057374
BTC,1h,y_next,1,drz_recent_RC,-8.167189366858896e-06,5.833706690550056e-06
BTC,1h,y_next,1,drz_recent_RE,-8.167189366803385e-06,3.2880892255615635e-06
BTC,1h,y_next,1,hl_liq_long_size_sum_60m,0.0,0.0
BTC,1h,y_next,1,hl_liq_short_size_sum_60m,0.0,0.0
BTC,1h,y_next,1,hl_liq_cascade_60m,0.0,0.0
BTC,1h,y_next,1,regime_ranging,0.0,0.0
BTC,1h,y_next,1,regime_trending_dn,1.580404176165784e-05,1.707685049417984e-05
BTC,1h,y_next,1,regime_trending_up,0.0,0.0
BTC,1h,y_next,2,ema_5,0.0002989701887234908,2.6768857377956756e-05
BTC,1h,y_next,2,ema_13,0.001137009781196907,0.00026256044018257985
BTC,1h,y_next,2,ema_21,0.0,0.0
BTC,1h,y_next,2,ema_50,0.00034932846064911205,3.220467899117674e-05
BTC,1h,y_next,2,ema_100,6.605036073337178e-05,5.805047232154692e-05
BTC,1h,y_next,2,ema_200,0.000114972755251741,2.4512478595140053e-05
BTC,1h,y_next,2,ema_800,-0.0004710703522494697,0.00033773887871924035
BTC,1h,y_next,2,rsi_14,0.0023341212881543005,0.00040635330625132804
BTC,1h,y_next,2,atr_14,-0.00012789565191706487,3.620462319708917e-05
BTC,1h,y_next,2,adx_14,0.00012317776900749866,0.00022881732111224018
BTC,1h,y_next,2,plus_di_14,0.0002190738672773196,0.00027691921425504473
BTC,1h,y_next,2,minus_di_14,0.0004109686264888168,0.00029794456200404884
BTC,1h,y_next,2,stoch_k_14,0.004456758346755407,9.928066644404598e-05
BTC,1h,y_next,2,stoch_d_3,0.0017290015236710587,0.0010145499508930067
BTC,1h,y_next,2,bb_pos_20,0.0025385286933433115,0.00045035269251630927
BTC,1h,y_next,2,bb_width_20,0.0003458413298029206,6.994774226737333e-05
BTC,1h,y_next,2,mfi_14,0.002336787917624872,0.0014243903879905262
BTC,1h,y_next,2,cci_20,-0.0014068521710877135,0.00029958556475517817
BTC,1h,y_next,2,ribbon_lead_slope_bps,-2.5640667986603916e-06,0.0004093276237377985
BTC,1h,y_next,2,ribbon_lead_vs_ref_bps,0.00019948439693556752,6.964005425152964e-05
BTC,1h,y_next,2,ribbon_alignment_pct,-3.938406602743694e-05,0.0001107676857020623
BTC,1h,y_next,2,ribbon_compression_bps,-0.0003655333628167501,0.00012369058236727515
BTC,1h,y_next,2,ribbon_color,-9.640891162959742e-05,0.0003485079592736029
BTC,1h,y_next,2,tight_ribbon,3.1179052271679275e-05,2.4409915923229164e-05
BTC,1h,y_next,2,qr_state,-9.158846604806481e-05,1.9794595685684868e-05
BTC,1h,y_next,2,qr_regime,0.0,0.0
BTC,1h,y_next,2,qr_volume_ratio,-0.0012057780527369166,0.0019163322439810226
BTC,1h,y_next,2,qr_health,7.179387035982643e-07,1.2820333993301958e-05
BTC,1h,y_next,2,qr_confidence,-0.0023101216229188815,0.00012984434268403788
BTC,1h,y_next,2,tr_ema_5,3.9794316715136e-05,3.035855089611461e-05
BTC,1h,y_next,2,tr_ema_13,0.0006785546375968066,6.174272851167117e-05
BTC,1h,y_next,2,tr_ema_50,0.00010030629316348794,1.7025403543091677e-05
BTC,1h,y_next,2,tr_ema_200,0.0,0.0
BTC,1h,y_next,2,tr_ema_800,-0.0002519964849721501,1.1384456586049918e-05
BTC,1h,y_next,2,cloud_size_bps,0.001152394181988814,0.00039384066027386977
BTC,1h,y_next,2,tr_ema_stack_score,-8.799877252996247e-05,1.558952613589515e-05
BTC,1h,y_next,2,pvsra_class,0.00010974205898256484,2.37945398915973e-05
BTC,1h,y_next,2,bars_since_climax_up,0.0009609096734650158,0.00011558813128348389
BTC,1h,y_next,2,bars_since_climax_dn,0.0003152776535629842,0.0005745560882433054
BTC,1h,y_next,2,dayHigh,-9.743453834976101e-06,1.0256267191088853e-07
BTC,1h,y_next,2,dayLow,3.323030571061869e-05,0.00013538272696916875
BTC,1h,y_next,2,dayOpen,-3.2820055022864114e-05,2.051253438772882e-07
BTC,1h,y_next,2,dayClose,0.00011445994189202002,3.0153425552181812e-05
BTC,1h,y_next,2,adr,7.240924639406732e-05,7.076824364293799e-05
BTC,1h,y_next,2,PP,0.0,0.0
BTC,1h,y_next,2,R1,0.0002533297997073247,2.0512534389394155e-06
BTC,1h,y_next,2,S1,4.820445581477095e-06,3.148674028752296e-05
BTC,1h,y_next,2,R2,-1.0256267196639968e-07,3.999944205912431e-06
BTC,1h,y_next,2,S2,4.410194893689212e-05,7.589637724070286e-06
BTC,1h,y_next,2,R3,-0.00021384317100808792,0.0005418385958924632
BTC,1h,y_next,2,S3,1.3538272696900222e-05,1.2102395289592671e-05
BTC,1h,y_next,2,M0,0.0,0.0
BTC,1h,y_next,2,M1,0.00025497080245850956,0.00014174161262980878
BTC,1h,y_next,2,M2,0.0,0.0
BTC,1h,y_next,2,M3,1.405108605667671e-05,4.543526367217776e-05
BTC,1h,y_next,2,M4,0.0,0.0
BTC,1h,y_next,2,M5,-4.615320237655318e-06,2.769192142593191e-06
BTC,1h,y_next,2,close_vs_pp_bps,7.989632144611569e-05,4.9127519862302016e-05
BTC,1h,y_next,2,close_vs_dayopen_bps,0.00010974205898250933,4.430707428082492e-05
BTC,1h,y_next,2,tr_above_pp,-0.00046994216285806134,6.646061142118187e-05
BTC,1h,y_next,2,adr_high,-0.00011343431517268909,5.74350962906367e-06
BTC,1h,y_next,2,adr_low,1.241008330549187e-05,0.00043148116087815547
BTC,1h,y_next,2,tr_within_adr,5.497359216322106e-05,1.805103026253363e-05
BTC,1h,y_next,2,weekHigh,-2.8204734785319818e-05,4.6460890391675225e-05
BTC,1h,y_next,2,weekLow,-0.00031045720798161813,2.8820110816951683e-05
BTC,1h,y_next,2,awr,0.00021476623505550796,8.984490062496908e-05
BTC,1h,y_next,2,tr_in_london,0.00043589135577176696,0.0005581460607318456
BTC,1h,y_next,2,tr_in_ny,0.00014245955133340704,6.102478980807291e-05
BTC,1h,y_next,2,tr_in_tokyo,6.81016141723112e-05,0.0003554822209659858
BTC,1h,y_next,2,psy_hi,0.00011579325662736117,3.620462319708917e-05
BTC,1h,y_next,2,psy_lo,-1.0871643226384453e-05,8.20501375564664e-07
BTC,1h,y_next,2,close_vs_psy_hi_bps,0.00034932846064905654,0.0001669720299285471
BTC,1h,y_next,2,close_vs_psy_lo_bps,-0.00030943158126206516,0.0004981468976432701
BTC,1h,y_next,2,within_psy_band,4.820445581477095e-05,3.282005502258656e-06
BTC,1h,y_next,2,last_high,0.00013989548453480216,4.6358327719764336e-05
BTC,1h,y_next,2,last_low,0.00035640528501346136,3.076880158436879e-07
BTC,1h,y_next,2,last_high_prev,-0.0003550719702781757,0.00019343319929077119
BTC,1h,y_next,2,last_low_prev,-0.00016163877098746005,5.743509628952648e-06
BTC,1h,y_next,2,choch_sell,0.0,0.0
BTC,1h,y_next,2,choch_buy,1.7127966215058077e-05,4.974289589393388e-05
BTC,1h,y_next,2,bos_sell,0.0001595875175484096,8.081938549364676e-05
BTC,1h,y_next,2,bos_buy,0.00016163877098734902,2.625604401823578e-05
BTC,1h,y_next,2,bars_since_bos_buy,0.0004166095734459696,0.00018522818553506903
BTC,1h,y_next,2,bars_since_bos_sell,0.0003410208842214435,0.00034758489522607183
BTC,1h,y_next,2,bars_since_choch_buy,-0.0005580434980599347,0.00035414890623058914
BTC,1h,y_next,2,bars_since_choch_sell,-0.000432917038285463,0.0003898407160679018
BTC,1h,y_next,2,rsi_div_bull,0.0,0.0
BTC,1h,y_next,2,rsi_div_bear,0.0004264555899527456,3.8358439307939474e-05
BTC,1h,y_next,2,cvd_60s,-0.00013497247628135867,0.0012475723415550366
BTC,1h,y_next,2,cvd_120s,-0.0002585604959767229,1.5692088807806037e-05
BTC,1h,y_next,2,cvd_300s,-1.6102339495616125e-05,1.1179331242117119e-05
BTC,1h,y_next,2,recent_high_20,9.743453834865079e-06,0.0001151778805956738
BTC,1h,y_next,2,recent_low_20,-4.605063970397616e-05,5.7537658961881455e-05
BTC,1h,y_next,2,liquidity_up,0.0,0.0
BTC,1h,y_next,2,liquidity_dn,-2.0512534389394155e-06,8.20501375564664e-07
BTC,1h,y_next,2,trend_self,2.1640723780580462e-05,1.4461336744486797e-05
BTC,1h,y_next,2,trend_parent,3.907637801153774e-05,1.3025459337179246e-05
BTC,1h,y_next,2,trend_strength_multi_tf,5.405052811563449e-05,4.3589135577171145e-05
BTC,1h,y_next,2,rf_close,-0.0003531232795112582,0.0003032778209452469
BTC,1h,y_next,2,rf_hi_band,-5.805047232171345e-05,4.9024957190335616e-05
BTC,1h,y_next,2,rf_lo_band,2.153816110794793e-06,0.00018881787905311587
BTC,1h,y_next,2,rf_r,-0.00123936732779939,0.00010728055485587085
BTC,1h,y_next,2,rf_dir,-0.0002666629470604587,0.00033496968657664716
BTC,1h,y_next,2,rf_dir_age,0.00018461280950332615,0.00023876590029103806
BTC,1h,y_next,2,rf_dist_bps,0.003111751466851276,0.00029538049520538845
