asset,tf,feature,mean_importance,std_importance,n_windows
BTC,15m,rf_band_pos,0.010515851548814917,0.006651917532372858,4
BTC,15m,rsi_14,0.007949882947843254,0.00461824478843013,4
BTC,15m,bb_pos_20,0.007530904134928268,0.005255244431923064,4
BTC,15m,rf_dist_bps,0.0064455343366715545,0.004248794543488574,4
BTC,15m,stoch_k_14,0.004444338127442701,0.0016068066074030527,4
BTC,15m,drz_dist_bps,0.0020145724762821032,0.0013364703922100242,4
BTC,15m,cci_20,0.002001007058714005,0.001703355439363317,4
BTC,15m,stoch_d_3,0.0012150927126702987,0.001687408313452644,4
BTC,15m,mfi_14,0.0009374126211145473,0.0017906322012213871,4
BTC,15m,adx_14,0.0008942522618611559,0.0010311007182965005,4
BTC,15m,bars_since_choch_buy,0.000677707212010506,0.0006966382746672722,4
BTC,15m,ribbon_lead_slope_bps,0.0006524396827754797,0.0004783662090995928,4
BTC,15m,cvd_60s,0.0005992803632759863,0.0013284863872594936,4
BTC,15m,ribbon_compression_bps,0.0005992017621820334,0.0014473908036732775,4
BTC,15m,S2,0.0005891537698147625,0.0012264441240018135,4
BTC,15m,rf_dir_age,0.0005378539772134816,0.0013011751986003633,4
BTC,15m,tr_in_tokyo,0.0005147255901482156,0.0003541323438691203,4
BTC,15m,close_vs_psy_hi_bps,0.00044321303118126376,0.00038408258078347795,4
BTC,15m,ribbon_alignment_pct,0.00044260596889678094,0.00044710259375617064,4
BTC,15m,rf_lo_band,0.0004170816927154819,0.0006357379371278199,4
BTC,15m,bb_width_20,0.0004108971637577785,0.0011849128131402621,4
BTC,15m,adr,0.00038123095804154516,0.0004950632358645657,4
BTC,15m,trend_self,0.0003653040263477403,0.00042634386475280027,4
BTC,15m,close_vs_dayopen_bps,0.0003245253318692465,0.00034572296124700606,4
BTC,15m,bars_since_climax_dn,0.0003163459323638623,0.0003916453393952158,4
BTC,15m,bars_since_choch_sell,0.0003085477520612251,0.0005532323327235794,4
BTC,15m,rf_r,0.0002989714809419064,0.00119416955541688,4
BTC,15m,S3,0.0002731920517799469,0.00029918379205460643,4
BTC,15m,dayOpen,0.00025413762142291463,0.0010108695399719844,4
BTC,15m,dayHigh,0.00020500133072383353,0.00027977532837698626,4
BTC,15m,close_vs_pp_bps,0.0001754235892936773,0.0009972099845522511,4
BTC,15m,tr_ema_5,0.0001635403471174357,0.00015504297529884744,4
BTC,15m,trend_strength_multi_tf,0.00015896465082608502,0.0002473134973698298,4
BTC,15m,last_high_prev,0.000139748000776041,0.00022468928882741004,4
BTC,15m,close_vs_psy_lo_bps,0.00013448707003521632,0.00018868461485878083,4
BTC,15m,regime_score,0.00012079731346541223,0.0003496839464932335,4
BTC,15m,ema_200,0.00011906089971983058,0.00012415359973738546,4
BTC,15m,last_low_prev,0.00011757212504381886,0.0004465696397905827,4
BTC,15m,regime_trending_dn,0.00011459707448736867,0.00021760672812812912,4
BTC,15m,qr_confidence,0.00010900323994073036,0.00030030772111507595,4
BTC,15m,recent_low_20,0.0001057332839177888,0.0001578880012481717,4
BTC,15m,tr_in_london,9.872407387349902e-05,0.00014277205826088694,4
BTC,15m,tr_ema_stack_score,7.328592752671448e-05,0.0001213197468983908,4
BTC,15m,ema_800,6.886938886026261e-05,0.00025821248342776344,4
BTC,15m,PP,4.879426228603101e-05,0.0006520692475167252,4
BTC,15m,S1,4.808637925785009e-05,0.00013045317931647377,4
BTC,15m,M2,4.4085810083860366e-05,0.0001451213623324209,4
BTC,15m,bars_since_bos_buy,3.734717296642598e-05,0.0008220857565470199,4
BTC,15m,weekLow,3.68943489830742e-05,6.958829271067932e-05,4
BTC,15m,rf_in_band,3.400718736309982e-05,5.109312329527847e-05,4
BTC,15m,drz_recent_RE,3.3188758688851294e-05,9.854965304558131e-05,4
BTC,15m,M1,3.114581798996374e-05,2.203617944272737e-05,4
BTC,15m,qr_regime,2.7803582980864827e-05,3.211730479868744e-05,4
BTC,15m,M4,2.7513089034064686e-05,0.00011668102417193257,4
BTC,15m,rf_close,2.7393881420811894e-05,0.00011052663048551196,4
BTC,15m,M0,2.7261911410489392e-05,4.0743752861489025e-05,4
BTC,15m,qr_state,2.474059559300079e-05,4.272543254901854e-05,4
BTC,15m,ema_21,2.4645368542006163e-05,6.824703133341548e-05,4
BTC,15m,ema_50,2.4434670833350935e-05,8.950393374571081e-05,4
BTC,15m,M3,2.159246837406259e-05,4.318493674812518e-05,4
BTC,15m,R2,2.091661832831493e-05,0.0002767242389178177,4
BTC,15m,last_high,2.0096616464668204e-05,4.61210335848579e-05,4
BTC,15m,rsi_div_bull,8.500738349750958e-06,5.6826664682140526e-05,4
BTC,15m,tr_ema_200,7.776115261079464e-06,1.418901482792489e-05,4
BTC,15m,rf_dir,7.544694836839061e-06,2.9559600093930564e-05,4
BTC,15m,adr_low,7.451961589841072e-06,0.00010842609192423014,4
BTC,15m,ribbon_color,7.428557117189483e-06,0.0001170128494239783,4
BTC,15m,bos_sell,5.868801524394618e-06,1.2872664583089493e-05,4
BTC,15m,markov_state_fixed,5.097478250434828e-06,7.543244883822617e-05,4
BTC,15m,rf_aged,4.8592363224714274e-06,6.433438571755421e-06,4
BTC,15m,regime_trending_up,2.618461371825531e-06,5.236922743651062e-06,4
BTC,15m,trend_parent,2.423770804213521e-06,8.319458601017155e-06,4
BTC,15m,tr_above_pp,1.2077075167565843e-06,1.532240334781181e-06,4
BTC,15m,drz_dist_res_bps,3.873386993646921e-07,0.0013654768575318483,4
BTC,15m,choch_sell,0.0,0.0,4
BTC,15m,hl_liq_cascade_60m,0.0,0.0,4
BTC,15m,hl_liq_long_size_sum_60m,0.0,0.0,4
BTC,15m,hl_liq_short_size_sum_60m,0.0,0.0,4
BTC,15m,tight_ribbon,0.0,0.0,4
BTC,15m,drz_in_support_zone,-8.044535265289143e-07,1.6089070530578287e-06,4
BTC,15m,drz_recent_RC,-1.3524243874657449e-06,2.576245723794248e-05,4
BTC,15m,rf_fresh,-1.9930956186714477e-06,3.986191237342895e-06,4
BTC,15m,recent_high_20,-2.787357340341967e-06,5.053411578398676e-05,4
BTC,15m,regime_ranging,-3.0079880746075593e-06,5.740628720008536e-05,4
BTC,15m,adr_high,-3.0209293986338537e-06,0.00012067524965938753,4
BTC,15m,tr_ema_50,-6.910833416487461e-06,1.3821666832974921e-05,4
BTC,15m,drz_in_resistance_zone,-7.086253112936758e-06,8.189048994656724e-06,4
BTC,15m,choch_buy,-7.580212670513231e-06,1.5160425341026462e-05,4
BTC,15m,M5,-7.764346451707982e-06,7.29443522097143e-05,4
BTC,15m,within_psy_band,-8.663030712757758e-06,2.4730779507463378e-05,4
BTC,15m,liquidity_up,-1.1720549017865678e-05,0.0002024134731236057,4
BTC,15m,dayLow,-1.224407245477288e-05,0.00014653522843267758,4
BTC,15m,tr_ema_13,-1.414625905674094e-05,2.829251811348188e-05,4
BTC,15m,awr,-1.5857076869379982e-05,7.050881277541476e-05,4
BTC,15m,ema_13,-1.8541691348919476e-05,4.266978633391519e-05,4
BTC,15m,liquidity_dn,-2.0210078682220134e-05,4.042015736444027e-05,4
BTC,15m,ema_100,-2.1545728417754484e-05,5.8838216346258855e-05,4
BTC,15m,weekHigh,-2.2192499146200806e-05,4.447255478075558e-05,4
BTC,15m,cvd_300s,-2.2691776676644904e-05,3.287022586953412e-05,4
BTC,15m,markov_state,-2.273051225719358e-05,0.0001091778858801674,4
BTC,15m,tr_within_adr,-2.6007421384727225e-05,2.394456238372204e-05,4
BTC,15m,qr_health,-3.528132547729601e-05,5.8974235362291175e-05,4
BTC,15m,drz_n_zones,-3.6481391453027645e-05,0.00014063455626475786,4
BTC,15m,tr_in_ny,-3.8541928084001587e-05,7.387036343858238e-05,4
BTC,15m,dayClose,-4.3428023230984714e-05,6.0303761454637925e-05,4
BTC,15m,rsi_div_bear,-4.7393736200398995e-05,6.033370224883786e-05,4
BTC,15m,plus_di_14,-5.6402942283609314e-05,0.0017619212735270533,4
BTC,15m,psy_lo,-6.401823019965003e-05,7.093068724831612e-05,4
BTC,15m,tr_ema_800,-7.422461795998647e-05,0.00027939563876972114,4
BTC,15m,pvsra_class,-7.859309571568718e-05,8.864852684219852e-05,4
BTC,15m,ema_5,-8.638269038928337e-05,0.00012804638742842266,4
BTC,15m,bos_buy,-9.759124592206847e-05,0.00015689220588060974,4
BTC,15m,R1,-0.00014200784240422926,0.00022744886147384944,4
BTC,15m,bars_since_bos_sell,-0.0001434195042838149,0.0004978748162018824,4
BTC,15m,drz_dist_sup_bps,-0.00015494868499872638,0.00039414567957302864,4
BTC,15m,cvd_120s,-0.0001647874632271923,0.00023758202090651606,4
BTC,15m,bars_since_climax_up,-0.00020339230016525045,0.0003441908812906335,4
BTC,15m,last_low,-0.00021587408773451888,0.0004078781438925661,4
BTC,15m,minus_di_14,-0.00024860861448204596,0.0011248310107159353,4
BTC,15m,rf_hi_band,-0.0002919882167915222,0.0006655474756678366,4
BTC,15m,qr_volume_ratio,-0.0003477051681249066,0.0012830923112528464,4
BTC,15m,cloud_size_bps,-0.0003637354597584297,0.0009429282608534438,4
BTC,15m,ribbon_lead_vs_ref_bps,-0.00037025708965139625,0.0007724886066482848,4
BTC,15m,R3,-0.00040637619408799563,0.0008603865513348183,4
BTC,15m,psy_hi,-0.0004896419407755676,0.0006161693386249619,4
BTC,15m,atr_14,-0.0008093409226684334,0.0010843742360100066,4
BTC,1h,rf_band_pos,0.007106465282168059,0.003438366759968644,4
BTC,1h,bb_pos_20,0.0031801156756203625,0.0006576292750363732,4
BTC,1h,rf_dist_bps,0.0028707254924778547,0.00225675581816144,4
BTC,1h,ribbon_lead_slope_bps,0.0026743261069518826,0.0033971867173217575,4
BTC,1h,stoch_k_14,0.0026669742382192663,0.002816076358184765,4
BTC,1h,stoch_d_3,0.002499602341369783,0.0025075448302570155,4
BTC,1h,cvd_60s,0.0022665200010516945,0.001681527429868642,4
BTC,1h,bars_since_choch_buy,0.0019325759752885918,0.002421111216717277,4
BTC,1h,close_vs_pp_bps,0.0013980925631113528,0.001130359933512303,4
BTC,1h,mfi_14,0.001233025161473028,0.0009761300885092724,4
BTC,1h,bb_width_20,0.0012058444600285961,0.0011709575354891379,4
BTC,1h,S3,0.0010916212502508488,0.0015962158071381363,4
BTC,1h,atr_14,0.0009645446184563672,0.0014836311111425683,4
BTC,1h,cci_20,0.0009524583466654496,0.0018026515232515412,4
BTC,1h,close_vs_psy_hi_bps,0.000896165001032373,0.0009371792938814411,4
BTC,1h,trend_strength_multi_tf,0.0008248943389671248,0.0011619032169377184,4
BTC,1h,rf_dir_age,0.0006233602275383249,0.0005592302601654278,4
BTC,1h,cvd_120s,0.0005274648567040602,0.0008783405091112205,4
BTC,1h,ema_13,0.00052543460741096,0.0006107826948572478,4
BTC,1h,minus_di_14,0.0005080734641271095,0.0007097326968273089,4
BTC,1h,bars_since_bos_sell,0.00047333871832085095,0.0003830791354422579,4
BTC,1h,tr_in_london,0.00040110474447521693,0.0004637433816325678,4
BTC,1h,rsi_14,0.0003979201332434956,0.001654814609827371,4
BTC,1h,awr,0.00038082622694038393,0.0005269725833105085,4
BTC,1h,drz_dist_res_bps,0.00038070939149899286,0.0014056964565892073,4
BTC,1h,bos_buy,0.0003557338736340926,0.0004904870939367917,4
BTC,1h,bars_since_bos_buy,0.0002748780779693316,0.001377481365182159,4
BTC,1h,plus_di_14,0.00024984734564355293,0.001582478753301751,4
BTC,1h,markov_state_fixed,0.00024563820938247605,0.0003396204603617381,4
BTC,1h,bars_since_climax_dn,0.00024189801274031308,0.0006634820341401955,4
BTC,1h,ribbon_color,0.00024108395336429334,0.0004915999230789948,4
BTC,1h,PP,0.00022754451348760973,0.00034661860622471304,4
BTC,1h,recent_high_20,0.00021898304266811108,0.00025285575436674606,4
BTC,1h,M3,0.00020402181446940726,0.00039873125904173575,4
BTC,1h,qr_health,0.00020355665563738523,0.00037317006504358335,4
BTC,1h,psy_lo,0.0001995346608350823,0.0004899062128284903,4
BTC,1h,psy_hi,0.00019803840905910364,0.0003353489147338066,4
BTC,1h,dayOpen,0.0001852259838801551,0.0005646098855713018,4
BTC,1h,last_high_prev,0.000159303891475851,0.000427501876779509,4
BTC,1h,weekHigh,0.0001562210561063121,0.00022659456991267745,4
BTC,1h,liquidity_dn,0.00014311694861363078,0.0006916995569032415,4
BTC,1h,ema_50,0.00013857174846299003,0.00034497282960435096,4
BTC,1h,rf_fresh,0.00013286432997751396,0.00023930676439227244,4
BTC,1h,tr_ema_13,0.00013224914848342095,0.0003659154977768131,4
BTC,1h,qr_regime,0.0001216071420823972,0.0001335147784737031,4
BTC,1h,dayClose,0.00011395464457499005,0.0002004325455844873,4
BTC,1h,pvsra_class,0.00010763015181684821,0.0001030971055110503,4
BTC,1h,cloud_size_bps,9.887651291459743e-05,0.0013485484711519779,4
BTC,1h,last_low,9.664717627660968e-05,0.00032834080978215137,4
BTC,1h,rf_dir,9.635633484619821e-05,0.00032929277245527587,4
BTC,1h,rsi_div_bear,9.270181865991822e-05,0.00038160390502397335,4
BTC,1h,tr_ema_200,8.875815678127674e-05,0.00017678786843722515,4
BTC,1h,tr_within_adr,8.061423280283919e-05,0.00023106725916942407,4
BTC,1h,choch_buy,7.818546837166929e-05,0.00014517699489596412,4
BTC,1h,ema_200,7.081267560020421e-05,0.0006800135350458711,4
BTC,1h,M5,6.92238466455386e-05,0.00010928237275670888,4
BTC,1h,tr_in_ny,5.1344533620850674e-05,9.017794461178669e-05,4
BTC,1h,ema_100,4.495904832289843e-05,0.00016281390294467158,4
BTC,1h,regime_ranging,4.410622393069552e-05,8.821244786139104e-05,4
BTC,1h,ema_5,3.884229673985218e-05,0.00019000408318548415,4
BTC,1h,M1,3.87816140403896e-05,0.00014608841572194987,4
BTC,1h,adr,3.430760667086363e-05,0.00051711355447929,4
BTC,1h,trend_self,2.9809886322867962e-05,0.00010235475642572501,4
BTC,1h,S1,2.403456651665914e-05,0.0001252608692957016,4
BTC,1h,tr_ema_5,1.9016168887664442e-05,2.2005058935203635e-05,4
BTC,1h,drz_in_resistance_zone,1.4106963451721022e-05,2.8213926903442044e-05,4
BTC,1h,within_psy_band,1.2051113953692738e-05,2.4102227907385476e-05,4
BTC,1h,rsi_div_bull,8.743467783400849e-06,1.7486935566801698e-05,4
BTC,1h,tight_ribbon,7.794763067919819e-06,1.5589526135839638e-05,4
BTC,1h,rf_aged,6.1788114635030755e-06,3.520842351030456e-05,4
BTC,1h,regime_trending_dn,3.95101044041446e-06,7.90202088082892e-06,4
BTC,1h,drz_in_support_zone,6.153760316457424e-07,1.743283855761379e-05,4
BTC,1h,hl_liq_cascade_60m,0.0,0.0,4
BTC,1h,hl_liq_long_size_sum_60m,0.0,0.0,4
BTC,1h,hl_liq_short_size_sum_60m,0.0,0.0,4
BTC,1h,regime_trending_up,0.0,0.0,4
BTC,1h,rf_in_band,0.0,0.0,4
BTC,1h,rf_hi_band,-4.386360520081123e-07,0.00015590798381387723,4
BTC,1h,cvd_300s,-4.52474444304074e-06,4.283957273774692e-05,4
