asset,tf,target,window,train_start,train_end,test_start,test_end,n_train,n_test,n_features,base_rate_y,rf_auc,rf_acc,rf_prec,rf_rec,rf_logloss,lgb_auc,lgb_acc,lgb_prec,lgb_rec,lgb_logloss,lgb_n_trades,lgb_sharpe_oos,rf_n_trades,rf_sharpe_oos
SOL,15m,y_next_3,1,2022-09-30 23:45:00+00:00,2024-09-30 23:45:00+00:00,2024-09-30 23:45:00+00:00,2025-03-30 23:45:00+00:00,70171,17376,126,0.5008057090239411,0.5233360785662666,0.5121431860036832,0.5165028604958193,0.4046196276717996,0.6930703481006183,0.5155303149337368,0.5088627992633518,0.5167397369469908,0.2979774764421972,0.733599965519095,11291,0.3366768571266928,4436,0.7348868893179055
SOL,15m,y_next,2,2023-03-30 23:45:00+00:00,2025-03-30 23:45:00+00:00,2025-03-30 23:45:00+00:00,2025-09-30 23:45:00+00:00,70176,17664,126,0.5054913949275363,0.5304875586922029,0.5206068840579711,0.5241690258991297,0.55986112666592,0.6917888578024091,0.5278879243447144,0.5153419384057971,0.520052310374891,0.534438346959346,0.6930330251717804,4122,0.6852575416614937,1960,0.6264025843634222
SOL,15m,y_next_3,2,2023-03-30 23:45:00+00:00,2025-03-30 23:45:00+00:00,2025-03-30 23:45:00+00:00,2025-09-30 23:45:00+00:00,70176,17664,126,0.5120018115942029,0.5301667742441951,0.5184556159420289,0.5355914263032548,0.4475895621406457,0.6923428007663819,0.527863353791877,0.5189651268115942,0.5346334050905407,0.46682883679787707,0.69539070098935,5500,0.6415223804854262,2493,0.5433437843449458
SOL,15m,y_next,3,2023-09-30 23:45:00+00:00,2025-09-30 23:45:00+00:00,2025-09-30 23:45:00+00:00,2026-03-31 23:45:00+00:00,70176,17472,126,0.49198717948717946,0.5352454666758657,0.5264995421245421,0.5155903079447823,0.6213355048859935,0.6915543777506237,0.527970121298964,0.5208333333333334,0.5114660114660114,0.5812005583992554,0.6937503998190637,3704,0.48170721875550504,1431,0.5050401961780395
SOL,15m,y_next_3,3,2023-09-30 23:45:00+00:00,2025-09-30 23:45:00+00:00,2025-09-30 23:45:00+00:00,2026-03-31 23:45:00+00:00,70176,17470,126,0.49788208357183744,0.521368026802394,0.5151688609044076,0.5106244175209692,0.6299149229707979,0.6932065634148961,0.5104837679348692,0.509559244419004,0.5067121024370095,0.5641526787767303,0.6996563080306978,5152,0.16733624454537463,1940,0.2618081980595482
BTC,5m,y_next,0,2022-09-30 23:55:00+00:00,2024-09-30 23:55:00+00:00,2024-09-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,210512,52128,126,0.4986571516267649,0.5225663150103003,0.5140615408225906,0.5192475178540324,0.3440409325228899,0.6927638961459196,0.5135974719610666,0.5088052486187845,0.5159465442321882,0.24209432946064477,0.6987788540884696,21535,0.3113444893411787,6531,0.46220345832106985
BTC,5m,y_next_3,0,2022-09-30 23:55:00+00:00,2024-09-30 23:55:00+00:00,2024-09-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,210512,52128,126,0.5019567219152854,0.530915402448241,0.519432934315531,0.5242993505644423,0.45971871894825345,0.6920127388669645,0.5271104945078068,0.5160758133824432,0.522731669568582,0.4130551096843232,0.693470166274178,15717,0.6933558908609956,12200,0.7903509072777968
BTC,5m,y_next,1,2023-03-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,210528,52992,126,0.49858469202898553,0.5177988233309309,0.5120961654589372,0.5176985616010006,0.3133113810983687,0.6929824717224538,0.5131142339271352,0.5117564915458938,0.520469146869864,0.2636917603421521,0.7020000789393632,27388,0.2984040366914085,4853,0.3713128758611776
BTC,5m,y_next_3,1,2023-03-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,210528,52992,126,0.4980751811594203,0.5249551395138001,0.5181536835748792,0.5231905943263941,0.3675456543153747,0.6938025318743203,0.5188108897346334,0.5104732789855072,0.5228303598427578,0.19652193680381905,0.7264393090950108,35814,0.34625463187910455,16493,0.47112489695392756
BTC,5m,y_next,2,2023-09-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,2026-03-31 23:55:00+00:00,210528,52416,126,0.4977869352869353,0.5286188701613215,0.5188682844932845,0.5161529067831107,0.5345699831365935,0.6918916623135677,0.5260175577864195,0.5168269230769231,0.5135834870194353,0.5549977004445807,0.6924434897362934,4956,0.4019777733101493,1655,0.45867262599623887
BTC,5m,y_next_3,2,2023-09-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,2026-03-31 23:55:00+00:00,210528,52414,126,0.49515396649750065,0.5399054276737008,0.5280077841797993,0.521435129599548,0.5689515662929141,0.6908446684304705,0.5360741828624099,0.5246499026977525,0.5182412484183888,0.5681424112819328,0.6922158901471165,9696,0.7204070576679983,4511,0.6809650643094155
ETH,5m,y_next,0,2022-09-30 23:55:00+00:00,2024-09-30 23:55:00+00:00,2024-09-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,210512,52128,126,0.5009399938612645,0.531038348029229,0.5214280233271946,0.5200550395596836,0.5789453528893654,0.6916985006289051,0.5283019845025323,0.5201427255985267,0.5202386652425325,0.5409183165473136,0.6920941838731973,8069,0.6142610212729103,4006,0.4417773332436106
ETH,5m,y_next_3,0,2022-09-30 23:55:00+00:00,2024-09-30 23:55:00+00:00,2024-09-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,210512,52128,126,0.5018224370779619,0.5380300560997728,0.5253798342541437,0.5242924689919825,0.584961198822585,0.6909817473655924,0.535283216518345,0.5252455494168201,0.5254500198405541,0.5568255667265568,0.6917672418857294,16853,0.950213791517203,9672,0.8779939522564244
ETH,5m,y_next,1,2023-03-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,210528,52992,126,0.5045289855072463,0.5313941778113651,0.521286231884058,0.5267899107002977,0.5030670257330939,0.6917169850848642,0.5295335796091496,0.5189462560386473,0.5246453760202868,0.4952498503889886,0.6928280882765704,13254,0.6762767719153934,7103,0.654319095146767
ETH,5m,y_next_3,1,2023-03-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,210528,52992,126,0.5103411835748792,0.5332494229695895,0.5229657306763285,0.53356661975581,0.5187102499630232,0.6918488218638301,0.5309530528694174,0.5208144625603864,0.5322322439576744,0.5040304688655525,0.694484159712245,20048,0.8007271002923929,13732,0.9171946246180541
ETH,5m,y_next,2,2023-09-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,2026-03-31 23:55:00+00:00,210528,52416,126,0.5004387973137974,0.5343267578885781,0.5228365384615384,0.519478860646315,0.6201822271358316,0.6913326245719983,0.5338323090555149,0.5223023504273504,0.5203107960741549,0.5820593953718882,0.6914179266205458,6540,0.6435722806802469,3556,0.47927250555846973
ETH,5m,y_next_3,2,2023-09-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,2026-03-31 23:55:00+00:00,210528,52414,126,0.4987217155721754,0.5401573314337476,0.5248597702903804,0.5193937111655056,0.6331675592960979,0.6906967103307968,0.5379265659483174,0.527263708169573,0.5222519932035028,0.6114384085692426,0.6912609935683641,11414,0.7875790229348077,7685,0.8117936904067694
SOL,5m,y_next,0,2022-09-30 23:55:00+00:00,2024-09-30 23:55:00+00:00,2024-09-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,210512,52128,126,0.4938037139349294,0.5177025941579328,0.5132750153468385,0.5135931628969277,0.27081309972417544,0.6927381610968134,0.514067658838806,0.5127378759975445,0.5140572182372826,0.24222058195097315,0.6946315655810285,10938,0.3058681191021628,3188,0.3300914284644594
SOL,5m,y_next_3,0,2022-09-30 23:55:00+00:00,2024-09-30 23:55:00+00:00,2024-09-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,210512,52128,126,0.4981200122774708,0.5266764154189083,0.518895794966237,0.5246786489343943,0.36312870677039205,0.6922200746760518,0.5135905988815692,0.5121431860036832,0.5202085064591675,0.26519294461988757,0.7111554516766894,25919,0.2647747057458295,7731,0.66720260056119
SOL,5m,y_next,1,2023-03-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,210528,52992,126,0.49947161835748793,0.5209332729521103,0.5136624396135265,0.5204681802140925,0.3343282454284419,0.6925138083845704,0.5212754093646133,0.5147003321256038,0.5195176464473206,0.37762581230164727,0.6926050289957513,2785,0.2836034730672979,823,0.21876499197206906
SOL,5m,y_next_3,1,2023-03-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,2025-03-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,210528,52992,126,0.5035477053140096,0.5239702855433006,0.5145871074879227,0.5215113936517886,0.4365537400689552,0.6924219988564783,0.5248130743582127,0.5161722524154589,0.5215117954629668,0.4747039424374157,0.6929319814202358,7328,0.4803384675309016,4442,0.4368000035006007
SOL,5m,y_next,2,2023-09-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,2026-03-31 23:55:00+00:00,210528,52416,126,0.48578678266178266,0.5256136659240422,0.5200511294261294,0.5076164874551972,0.4004634175077563,0.6921048374171299,0.5201562466234454,0.5135454822954822,0.49929146929025464,0.48431056827553703,0.6925638582866739,2390,0.3461484817877541,579,0.15273023489277918
SOL,5m,y_next_3,2,2023-09-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,2025-09-30 23:55:00+00:00,2026-03-31 23:55:00+00:00,210528,52414,126,0.48935398939214714,0.5290535698133543,0.5214446521921624,0.5100084877634743,0.5622441420718156,0.6920291114155926,0.5242815267750813,0.5154348074941809,0.5041640399482398,0.592420757144528,0.6929885350920544,6641,0.3634138939437572,3513,0.45292386495313675
