asset,tf,target,window,train_start,train_end,test_start,test_end,n_train,n_test,n_features,base_rate_y,rf_auc,rf_acc,rf_prec,rf_rec,rf_logloss,lgb_auc,lgb_acc,lgb_prec,lgb_rec,lgb_logloss,lgb_n_trades,lgb_sharpe_oos,rf_n_trades,rf_sharpe_oos
ETH,15m,y_next_3,0,2022-03-30 23:45:00+00:00,2024-03-30 23:45:00+00:00,2024-03-30 23:45:00+00:00,2024-09-30 23:45:00+00:00,70171,17664,126,0.5041326992753623,0.5437571904063513,0.5341372282608695,0.533491874752279,0.6046041549691185,0.6901142648476863,0.5381207002996645,0.5255321557971014,0.5304438763653265,0.5126333520494104,0.69357120421115,7795,0.9038081861590469,3823,0.8764207846405826
ETH,15m,y_next,1,2022-09-30 23:45:00+00:00,2024-09-30 23:45:00+00:00,2024-09-30 23:45:00+00:00,2025-03-30 23:45:00+00:00,70171,17376,126,0.5027624309392266,0.5378841331315289,0.5284875690607734,0.5284501729016032,0.5772664835164835,0.6910066756457962,0.5376777712064171,0.5276243093922652,0.5280433397068196,0.5690247252747253,0.693105665456733,7129,1.0276567182672336,4270,0.9267315293086956
ETH,15m,y_next_3,1,2022-09-30 23:45:00+00:00,2024-09-30 23:45:00+00:00,2024-09-30 23:45:00+00:00,2025-03-30 23:45:00+00:00,70171,17376,126,0.5051795580110497,0.5327147459038597,0.5214088397790055,0.5229394240317775,0.5999088630667578,0.6917409067180502,0.5347354090146172,0.5242288213627992,0.52766049583198,0.5552517657780816,0.6950431626376535,8530,0.9299825958003098,4685,0.9111193345771598
ETH,15m,y_next,2,2023-03-30 23:45:00+00:00,2025-03-30 23:45:00+00:00,2025-03-30 23:45:00+00:00,2025-09-30 23:45:00+00:00,70176,17664,126,0.5116621376811594,0.54345044010535,0.5311933876811594,0.5425137594069415,0.5344102677583537,0.6903733200052921,0.535141023189463,0.5235507246376812,0.5418348130212537,0.4456738216419562,0.6993471214077421,8910,0.8312186549030867,4456,0.9896109166046143
ETH,15m,y_next_3,2,2023-03-30 23:45:00+00:00,2025-03-30 23:45:00+00:00,2025-03-30 23:45:00+00:00,2025-09-30 23:45:00+00:00,70176,17664,126,0.5183990036231884,0.5382153920380519,0.525192481884058,0.5429783433802188,0.5311783335153435,0.6911166417749647,0.5378446793375578,0.5255321557971014,0.5453801169590643,0.5092279130719668,0.70323139352379,9877,0.9789443069359095,5229,0.8883819249330615
ETH,15m,y_next,3,2023-09-30 23:45:00+00:00,2025-09-30 23:45:00+00:00,2025-09-30 23:45:00+00:00,2026-03-31 23:45:00+00:00,70176,17472,126,0.49954212454212454,0.5481600110443678,0.5369734432234432,0.5308689761950842,0.6285517873510541,0.6898394320901636,0.5385446642264792,0.5306204212454212,0.5262842892768079,0.6044912923923006,0.692385398332002,5569,0.9495793254199351,3359,0.9361692903620635
ETH,15m,y_next_3,3,2023-09-30 23:45:00+00:00,2025-09-30 23:45:00+00:00,2025-09-30 23:45:00+00:00,2026-03-31 23:45:00+00:00,70176,17470,126,0.5019461934745277,0.541107991763307,0.5273039496279336,0.5220467684873586,0.6899304367658798,0.6910133345511369,0.5353341270782741,0.5259301659988552,0.5238421619504553,0.6101037746607367,0.6955871297735203,7322,0.961813213066915,3662,0.7829218595234578
SOL,15m,y_next,0,2022-03-30 23:45:00+00:00,2024-03-30 23:45:00+00:00,2024-03-30 23:45:00+00:00,2024-09-30 23:45:00+00:00,70171,17664,126,0.49575407608695654,0.5294305991316588,0.5194180253623188,0.512532734754957,0.6257850862167409,0.6921720195099283,0.5262580357372829,0.5179461050724637,0.5116189744574611,0.6084275436793423,0.6934750069370701,5209,0.6343424847688826,3422,0.7645227538043422
SOL,15m,y_next_3,0,2022-03-30 23:45:00+00:00,2024-03-30 23:45:00+00:00,2024-03-30 23:45:00+00:00,2024-09-30 23:45:00+00:00,70171,17664,126,0.4956408514492754,0.533693948053608,0.5211163949275363,0.5157715260017051,0.5528269560251285,0.6919034676174883,0.5255744244153029,0.5153419384057971,0.5100936524453694,0.5599086236436323,0.6965471623620147,7544,0.6523785460015546,4207,0.709681974184026
SOL,15m,y_next,1,2022-09-30 23:45:00+00:00,2024-09-30 23:45:00+00:00,2024-09-30 23:45:00+00:00,2025-03-30 23:45:00+00:00,70171,17376,126,0.4987914364640884,0.5274220421024904,0.5154235727440147,0.5156388501962771,0.46982808353524863,0.6920418073308313,0.5197140328329141,0.5098987108655617,0.5132619005796593,0.33714087919695396,0.6979096714023757,6997,0.39892043443608116,3060,0.7497334982232031
